By ^in++++=By
white ^jj+atrb+++=EXTRAWORD
summers ^nns+nom+++=summers,
, ^zz++++=EXTRAWORD
solemn ^jj+atrb+++=solemn
children ^nns++++=children,
, ^zz++++=EXTRAWORD
washing ^nvbg+++xvbg+=washing
stiff ^jj++++=stiff
in ^in++++=in
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
seven ^cd++++=seven
years ^nns++++=years
old ^jj++++=old
when ^wrb+who+++=when
the ^ati++++=the
sea ^nn++++=sea
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
survived ^vprf+++xvbnx+=survived
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
inland ^jjb+pred+++=inland
with ^in++++=with
a ^at++++=a
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
asleep ^jj++++=asleep
in ^in++++=in
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
parlor ^nn++++=parlor.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
parents ^nns++++=parents
and ^cc++++=and
two ^cd++++=two
sisters ^nns+nom+++=sisters
had ^vb+hv+vrb++=had
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
remaining ^jj+++xvbg+=remaining
sixty ^cd++++=sixty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
refused ^vbd+++xvbnx+=refused
to ^to+vcmp+++=to
go ^vbi++++=go
near ^in+pl+++=near
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
keep ^vb++++=keep
people ^nns++++=people
back ^jjb++++=back,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mayor ^nn++++=mayor
nodded ^vbd+++xvbn+=nodded,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
no ^at++++=no
move ^vb++++=move
to ^to++++=to
do ^vbi++++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
All ^abn++++=All
along ^in++++=along
the ^ati++++=the
cliff ^nn++++=cliff,
, ^zz++++=EXTRAWORD
villagers ^nns+nom+++=villagers
were ^vbd+bed+aux++=were
already ^rb++splt++=already
climbing ^vbg+++xvbgx+=climbing
down ^rp++++=down:
: ^zz++++=EXTRAWORD
fishermen ^nns++++=fishermen,
, ^zz++++=EXTRAWORD
shopkeepers ^nns+nom+++=shopkeepers,
, ^zz++++=EXTRAWORD
children ^nns++++=children
in ^in++++=in
school ^nn++++=school
uniforms ^nns++++=uniforms.
. ^zz++++=EXTRAWORD
Curiosity ^nn+nom+++=Curiosity
was ^vbd+bedz+vrb++=was
stronger ^jjr+pred+++=stronger
than ^in++++=than
caution ^nn+nom+++=caution,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
nothing ^pn++++=nothing
truly ^rb++++=truly
new ^jj++++=new
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened
in ^in++++=in
decades ^nns++++=decades.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
descended ^vbd+++xvbn+=descended
after ^in++++=after
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Up ^rp++++=Up
close ^rb+cnj+++=close,
, ^zz++++=EXTRAWORD
the ^ati++++=the
returned ^jj+atrb++xvbn+=returned
houses ^nns++++=houses
looked ^vbd+++xvbn+=looked
less ^rbr++++=less
like ^in++++=like
ruins ^nns++++=ruins
than ^in++++=than
sleeping ^xvbg+++xvbg+=sleeping
creatures ^nns++++=creatures.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
dripped ^vbd+++xvbn+=dripped
steadily ^rb++++=steadily
from ^in++++=from
their ^pp$+pp3+++=their
eaves ^nns++++=eaves.
. ^zz++++=EXTRAWORD
Kelp ^np+++??+=Kelp
had ^vbd+hvd+aux++=had
wound ^vprf+++xvbnx+=wound
itself ^ppl++++=itself
around ^in++++=around
chair ^nn++++=chair
legs ^nns++++=legs
and ^cc++++=and
bedsteads ^nns++++=bedsteads.
. ^zz++++=EXTRAWORD
In ^in++++=In
one ^cd1++++=one
house ^nn++++=house,
, ^zz++++=EXTRAWORD
a ^at++++=a
clock ^nn++++=clock
hung ^vbd+++xvbn+=hung
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
beneath ^in+pl+++=beneath
a ^at++++=a
skin ^nn++++=skin
of ^in++++=of
green ^jj+atrb+++=green
algae ^nns++++=algae.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
hands ^nns++++=hands
were ^vbd+bed+aux++=were
fixed ^vpsv++agls+xvbnx+=fixed
at ^rb++++=at
twelve ^cd++++=twelve
minutes ^nns++++=minutes
past ^jjb++++=past
three ^cd++++=three.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
approached ^vbd+++xvbn+=approached
her ^pp$+pp3+++=her
grandmother ^nn+nom+++=grandmother's
's ^$++++=EXTRAWORD
home ^nr++++=home
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
front ^jjb+atrb+++=front
door ^nn++++=door
rested ^vbd+++xvbn+=rested
open ^jj++++=open.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stepped ^vbd+++xvbnx+=stepped
over ^in++++=over
the ^ati++++=the
threshold ^nn++++=threshold.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
inside ^jjb++++=inside
was ^vbd+bedz+vrb++=was
bitter ^jj+pred+++=bitter
with ^in++++=with
salt ^nn++++=salt.
. ^zz++++=EXTRAWORD
Sand ^nn++++=Sand
covered ^vbd+++xvbn+=covered
the ^ati++++=the
floorboards ^nns++++=floorboards,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
room ^nn++++=room
was ^vbd+bedz+vrb++=was
strangely ^rb++++=strangely
intact ^jj+pred+++=intact.
. ^zz++++=EXTRAWORD
A ^at++++=A
table ^nn++++=table
stood ^vbd+++xvbn+=stood
in ^in++++=in
the ^ati++++=the
center ^jjr++++=center,
, ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
for ^in++++=for
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
bowls ^nns++++=bowls
waited ^vbd+++xvbn+=waited
beneath ^in+pl+++=beneath
a ^at++++=a
chandelier ^nn+nom+++=chandelier
of ^in++++=of
shells ^nps++++=shells.
. ^zz++++=EXTRAWORD
A ^at++++=A
child ^nn++++=child's
's ^vbz+bez+vrb++0=EXTRAWORD
red ^jj+atrb+++=red
cup ^nn++++=cup
lay ^vbd+++xvbn+=lay
on ^rb+phrv+++=on
its ^pp$+it+++=its
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stopped ^vbd+++xvbn+=stopped
breathing ^nvbg+++xvbg+=breathing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
cup ^nn++++=cup.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vbd+hvd+aux++=had
drawn ^vprf+++xvbnx+=drawn
it ^pp3+it+++=it
again ^rb+tm+++=again
and ^cc+phrs+++=and
again ^rb+tm+++=again
in ^in++++=in
the ^ati++++=the
margins ^nns++++=margins
of ^in++++=of
newspapers ^nns+nom+++=newspapers
and ^cc++++=and
on ^in++++=on
the ^ati++++=the
backs ^nns++++=backs
of ^in++++=of
envelopes ^nns++++=envelopes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
claimed ^vbd+vpub++xvbnx+=claimed
not ^xnot++not++=not
to ^to++++=to
remember ^nn+nom+++=remember
doing ^vbg+++xvbg+=doing
so ^ql++++=so.
. ^zz++++=EXTRAWORD
A ^at++++=A
red ^jj+atrb+++=red
cup ^nn++++=cup
with ^in++++=with
a ^at++++=a
chipped ^jj+atrb++xvbn+=chipped
rim ^nn++++=rim,
, ^zz++++=EXTRAWORD
always ^rb++++=always
lying ^vbg+++xvbg+=lying
on ^in++++=on
its ^pp$+it+++=its
side ^nn++++=side.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara?"
mara ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
called ^vwbn+++xvbn+=called
someone ^pn++++=someone
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
fine ^jj+pred+++=fine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
moved ^vbd+++xvbnx+=moved
deeper ^jjr++++=deeper
into ^in++++=into
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Photographs ^nns++++=Photographs
still ^rb++++=still
hung ^vbd+++xvbn+=hung
along ^in++++=along
the ^ati++++=the
hallway ^nn++++=hallway.
. ^zz++++=EXTRAWORD
The ^ati++++=The
glass ^nn++++=glass
had ^vbd+hvd+aux++=had
clouded ^vprf+++xvbnx+=clouded,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
could ^md+pos+++=could
make ^vb++++=make
out ^rp+pl+++=out
faces ^nns++++=faces:
: ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
grandfather ^nn+nom+++=grandfather
with ^in++++=with
his ^pp$+pp3+++=his
severe ^jj+atrb+++=severe
mustache ^nn+++??+=mustache;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
grandmother ^nn+nom+++=grandmother,
, ^zz++++=EXTRAWORD
Elspeth ^np+++??+=Elspeth,
, ^zz++++=EXTRAWORD
young ^jj++++=young
and ^cc+phrs+++=and
unsmiling ^jj++++=unsmiling;
; ^zz++++=EXTRAWORD
the ^ati++++=the
two ^cd++++=two
girls ^nns++++=girls
in ^in++++=in
matching ^xvbg+++xvbg+=matching
dresses ^nns+nom+++=dresses;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
little ^ap++++=little
Thomas ^np++++=Thomas,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
a ^at++++=a
wooden ^jj+atrb+++=wooden
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
hall ^nn++++=hall
was ^vbd+bedz+vrb++=was
the ^ati++++=the
blue ^jj+atrb+++=blue
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
too ^ql++++=too.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vbd+hvd+aux++=had
described ^vprf+++xvbnx+=described
it ^pp3+it+++=it
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
late ^jj++++=late
in ^in++++=in
life ^nn++++=life,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
morphine ^nn++++=morphine
loosened ^vbd+++xvbn+=loosened
the ^ati++++=the
knots ^nns++++=knots
in ^in++++=in
his ^pp$+pp3+++=his
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
mother ^npt++++=mother
painted ^vbd+++xvbn+=painted
the ^ati++++=the
walls ^nns++++=walls
blue ^jj++++=blue
so ^ql++++=so
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
fear ^vb++++=fear
storms ^nns++++=storms,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
already ^rb++++=already
inside ^jjb+pred+++=inside
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
was ^vbd+bedz+aux++=was
closed ^vpsv++agls+xvbnx+=closed.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
put ^vbd+++xvbn+=put
her ^pp$+pp3+++=her
hand ^nn++++=hand
on ^in++++=on
the ^ati++++=the
knob ^nn++++=knob.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
came ^vbd+++xvbn+=came
three ^cd++++=three
soft ^jj++++=soft
knocks ^vbz++++=knocks.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stumbled ^vbd+++xvbnx+=stumbled
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
knocks ^nn++++=knocks
came ^vbd+++xvbn+=came
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
slow ^jj++++=slow
taps ^vbz++++=taps,
, ^zz++++=EXTRAWORD
patient ^nn++++=patient
and ^cc++++=and
unmistakable ^jj++++=unmistakable.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara?"
mara ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
time ^nn++++=time
the ^ati++++=the
voice ^nn++++=voice
outside ^in+pl+++=outside
belonged ^nn++++=belonged
to ^in++++=to
Jonas ^np+++??+=Jonas
Reed ^np++++=Reed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
village ^nn+nom+++=village
constable ^nn++++=constable.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
boots ^nns++++=boots
crushing ^vwbg+++xvbg+=crushing
shells ^nps++++=shells.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pointed ^vbd+++xvbnx+=pointed.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
seconds ^nns++++=seconds,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
the ^ati++++=the
dripping ^nn++++=dripping
of ^in++++=of
seawater ^nn++++=seawater.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then:
: ^zz++++=EXTRAWORD
knock ^vb++++=knock,
, ^zz++++=EXTRAWORD
knock ^vb++++=knock,
, ^zz++++=EXTRAWORD
knock ^vb++++=knock.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
" ^zz++++="Could
could ^md+pos+++=EXTRAWORD
be ^vb+be+vrb++=be
something ^pn++++=something
loose ^jj++++=loose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
open ^vb++++=open
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
door ^nn++++=door."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
the ^ati++++=the
constable ^nn++++=constable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
mostly ^rb++++=mostly
means ^nn++++=means
I ^pp1a+pp1+++=I
tell ^vb++++=tell
tourists ^nns+nom+++=tourists
not ^xnot++not++=not
to ^in++++=to
park ^nn++++=park
by ^in++++=by
the ^ati++++=the
lighthouse ^nn++++=lighthouse."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
knocking ^nn++++=knocking
sounded ^vbd+++xvbn+=sounded
a ^at++++=a
third ^nn++++=third
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
reached ^vbd+++xvbn+=reached
for ^in++++=for
the ^ati++++=the
knob ^nn++++=knob
and ^cc++++=and
turned ^vbd+++xvbn+=turned
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
opened ^vbd+++xvbn+=opened
onto ^in++++=onto
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
beyond ^in++++=beyond
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
fit ^vb++++=fit
inside ^jjb++++=inside
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
A ^at++++=A
narrow ^jj+atrb+++=narrow
passage ^nn+nom+++=passage
stretched ^vwbn+++xvbn+=stretched
away ^rp+pl+++=away
farther ^rbr++++=farther
than ^in++++=than
either ^dtx++++=either
of ^in++++=of
them ^pp3o+pp3+++=them
could ^md+pos+++=could
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
lined ^j+++xvbn+=lined
with ^in++++=with
blue ^jj+atrb+++=blue
wallpaper ^nn+nom+++=wallpaper.
. ^zz++++=EXTRAWORD
Small ^jj+atrb+++=Small
lamps ^nns++++=lamps
glowed ^vbd+++xvbn+=glowed
along ^in++++=along
the ^ati++++=the
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
The ^ati++++=The
floor ^nn++++=floor
was ^vbd+bedz+vrb++=was
dry ^jj+pred+++=dry.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
whispered ^vbd+vpub++xvbn+=whispered
a ^at++++=a
curse ^nn++++=curse.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stepped ^vbd+++xvbn+=stepped
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
caught ^vbd+++xvbnx+=caught
her ^pp$+pp3+++=her
sleeve ^nn++++=sleeve.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
terrible ^jj+atrb+++=terrible
idea ^nn++++=idea."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
family ^nn++++=family
is ^vbz+bez+vrb++=is
in ^in++++=in
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
family ^nn++++=family
died ^vbd+++xvbn+=died
fifty ^cd++++=fifty
years ^nns++++=years
ago ^rb++++=ago."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
to ^to++++=to
be ^vbi++vrb++=be
afraid ^jj+pred+++=afraid
of ^in+strn+++=of."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
how ^wrb+who+++=how
death ^nn++++=death
works ^nns++++=works."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pulled ^vbd+++xvbnx+=pulled
free ^jj++++=free
and ^cc+phrs+++=and
walked ^jj+++xvbn+=walked
into ^in++++=into
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
After ^in++++=After
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
swung ^vbd+++xvbn+=swung
shut ^vb+++xvbn+=shut
behind ^rp+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
turned ^vbd+++xvbnx+=turned
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished.
. ^zz++++=EXTRAWORD
Blue ^jj+atrb+++=Blue
wallpaper ^nn+nom+++=wallpaper
covered ^vbd+++xvbn+=covered
the ^ati++++=the
wall ^nn++++=wall
where ^wrb+who+++=where
it ^pp3+it+++=it
