At ^rb++++=At
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
light ^nn++++=light
blinked ^vbd+++xvbn+=blinked
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
froze ^vbd+++xvbnx+=froze.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
ridiculous ^jj+pred+++=ridiculous,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
A ^at++++=A
loose ^jj+atrb+++=loose
cable ^nn++++=cable.
. ^zz++++=EXTRAWORD
Moisture ^nn++++=Moisture
in ^in++++=in
the ^ati++++=the
panel ^nn++++=panel.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
imagination ^nn+nom+++=imagination,
, ^zz++++=EXTRAWORD
sharpened ^xvbn+++xvbn+=sharpened
by ^in++++=by
solitude ^nn++++=solitude
and ^cc++++=and
too ^ql++++=too
much ^ap++++=much
coffee ^nn++++=coffee.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
understand ^vb+vprv+++=understand
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
flash ^nn++++=flash.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
Morse ^nn++++=Morse
code ^nn++++=code
during ^in++++=during
her ^pp3o+pp3+++=her
first ^od++++=first
month ^nn++++=month
as ^in++++=as
keeper ^nn++++=keeper,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
modern ^jj+atrb+++=modern
radios ^nns++++=radios
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
it ^pp3+it+++=it
mostly ^rb++++=mostly
ceremonial ^jj++++=ceremonial.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
flash ^vb++++=flash
meant ^vbd+vprv++xvbn+=meant
nothing ^pn++++=nothing
by ^in++++=by
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
sailors ^nns++++=sailors
had ^vbd+hvd+aux++=had
used ^vprf+++xvbnx+=used
single ^jj+atrb+++=single
signals ^nns+nom+++=signals
long ^rb++++=long
before ^in++++=before
Morse ^nn++++=Morse.
. ^zz++++=EXTRAWORD
One ^pn++++=One
for ^in++++=for
yes ^nn++++=yes.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
for ^in++++=for
no ^at++++=no.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
swallowed ^vbd+++xvbnx+=swallowed.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+aux++=EXTRAWORD
you ^pp2+pp2+++=you
broken ^vbd+++xvbn+=broken?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Two ^cd++++=Two
flashes ^nns++++=flashes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rotating ^jj+atrb++xvbg+=rotating
beam ^nn++++=beam
resumed ^vbd+++xvbn+=resumed
its ^pp$+it+++=its
ordinary ^jj+atrb+++=ordinary
sweep ^nn++++=sweep.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stepped ^vbd+++xvbn+=stepped
closer ^rbr++++=closer
to ^in++++=to
the ^ati++++=the
lens ^nn++++=lens.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
own ^ap++++=own
reflection ^nn+nom+++=reflection
curved ^jj++++=curved
around ^in++++=around
the ^ati++++=the
glass ^nn++++=glass
in ^in++++=in
a ^at++++=a
dozen ^cd++++=dozen
pale ^jj+atrb+++=pale
fragments ^nns+nom+++=fragments.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
light ^nn++++=light
began ^vbd+++xvbn+=began
a ^at++++=a
careful ^jj+atrb+++=careful
sequence ^nn+nom+++=sequence.
. ^zz++++=EXTRAWORD
Dash ^nn++++=Dash.
. ^zz++++=EXTRAWORD
Dot ^nn++++=Dot.
. ^zz++++=EXTRAWORD
Dot ^nn++++=Dot.
. ^zz++++=EXTRAWORD
D ^zz++++=D.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
counted ^vbd+++xvbn+=counted,
, ^zz++++=EXTRAWORD
translating ^vbg+++xvbg+=translating
under ^in++++=under
her ^pp$+pp3+++=her
breath ^nn++++=breath
as ^in++++=as
the ^ati++++=the
lamp ^nn++++=lamp
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
A ^at++++=A.
. ^zz++++=EXTRAWORD
N ^zz++++=N.
. ^zz++++=EXTRAWORD
G ^zz++++=G.
. ^zz++++=EXTRAWORD
E ^zz++++=E.
. ^zz++++=EXTRAWORD
R ^zz++++=R.
. ^zz++++=EXTRAWORD
Danger ^nn++++=DANGER.
. ^zz++++=EXTRAWORD
The ^ati++++=The
word ^nn++++=word
ended ^vbd+++xvbn+=ended.
. ^zz++++=EXTRAWORD
Wind ^nn++++=Wind
screamed ^vbd+++xvbn+=screamed
around ^in++++=around
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
danger ^nn++++=danger?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
mechanism ^nn+nom+++=mechanism
ticked ^vbd+++xvbn+=ticked.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lamp ^nn++++=lamp
spelled ^vbd+++xvbn+=spelled
a ^at++++=a
second ^od++++=second
word ^nn++++=word.
. ^zz++++=EXTRAWORD
S ^zz++++=S.
. ^zz++++=EXTRAWORD
H ^zz++++=H.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
P ^zz++++=P.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
hurried ^vbd+++xvbn+=hurried
to ^in++++=to
the ^ati++++=the
western ^jj+atrb+++=western
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
cliff ^nn++++=cliff,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea
was ^vbd+bedz+vrb++=was
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
field ^nn++++=field
of ^in++++=of
foam ^nn++++=foam.
. ^zz++++=EXTRAWORD
No ^at++++=No
navigation ^nn+nom+++=navigation
lights ^nns++++=lights
were ^vbd+bed+vrb++=were
visible ^jj+pred+++=visible,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
storm ^nn++++=storm
had ^vbd+hvd+aux++=had
swallowed ^vprf+++xvbnx+=swallowed
the ^ati++++=the
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pulled ^vbd+++xvbnx+=pulled
the ^ati++++=the
radio ^nn++++=radio
from ^in++++=from
her ^pp$+pp3+++=her
belt ^nn++++=belt.
. ^zz++++=EXTRAWORD
" ^zz++++="Bellweather
bellweather ^jjr+atrb+++=EXTRAWORD
Light ^nn++++=Light
to ^in++++=to
Coastal ^jj+atrb+++=Coastal
Control ^nn++++=Control.
. ^zz++++=EXTRAWORD
Possible ^jj+atrb+++=Possible
vessel ^nn++++=vessel
in ^in++++=in
distress ^nns+nom+++=distress
west ^np+pl+++=west
of ^in++++=of
the ^ati++++=the
island ^nn++++=island.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
anything ^pn++++=anything
on ^in++++=on
radar ^nn++++=radar?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Static ^jj++++=Static
crackled ^jj+++xvbn+=crackled.
. ^zz++++=EXTRAWORD
" ^zz++++="Bellweather,
bellweather ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
Control ^nn++++=Control.
. ^zz++++=EXTRAWORD
Negative ^jj++++=Negative.
. ^zz++++=EXTRAWORD
No ^at++++=No
vessels ^nns++++=vessels
registered ^vbd+++xvbn+=registered
within ^in++++=within
twenty ^cd++++=twenty
nautical ^jj+atrb+++=nautical
miles ^nns++++=miles
of ^in++++=of
your ^pp$+pp2+++=your
position ^nn+nom+++=position."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Check
check ^vb+vprv+++=EXTRAWORD
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We're
we ^pp1a+pp1+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
checking ^vbg+++xvbgx+=checking."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lamp ^nn++++=lamp
flashed ^vbd+++xvbn+=flashed
urgently ^rb++++=urgently.
. ^zz++++=EXTRAWORD
S ^zz++++=S.
. ^zz++++=EXTRAWORD
H ^zz++++=H.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
P ^zz++++=P.
. ^zz++++=EXTRAWORD
" ^zz++++="Where?"
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
The ^ati++++=The
beam ^nn++++=beam
stopped ^vbd+++xvbn+=stopped
rotating ^vbg+++xvbg+=rotating.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
in ^in++++=in
the ^ati++++=the
lighthouse ^nn++++=lighthouse's
's ^$++++=EXTRAWORD
eighty ^cd++++=eighty-nine-year
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
history ^nn++++=history,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
pointed ^vbd+++xvbn+=pointed
directly ^rb++++=directly
at ^in++++=at
the ^ati++++=the
cliffs ^nns++++=cliffs
beneath ^in+pl+++=beneath
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
skin ^nn++++=skin
went ^vbd+++xvbn+=went
cold ^nn++++=cold.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
harbor ^nn++++=harbor
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
narrow ^jj+atrb+++=narrow
cove ^nn++++=cove
enclosed ^vwbn+++xvbn+=enclosed
by ^in++++=by
jagged ^jj+atrb+++=jagged
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
keepers ^nns+nom+++=keepers
called ^vbd+++xvbn+=called
it ^pp3+it+++=it
Widow ^np++++=Widow's
's ^$++++=EXTRAWORD
Mouth ^nn++++=Mouth.
. ^zz++++=EXTRAWORD
At ^rb++++=At
low ^jj+atrb+++=low
tide ^nn++++=tide,
, ^zz++++=EXTRAWORD
a ^at++++=a
shelf ^nn++++=shelf
of ^in++++=of
black ^jj+atrb+++=black
stone ^nn++++=stone
appeared ^vbd+seem++xvbn+=appeared
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
At ^rb++++=At
high ^jj++++=high
tide ^vb++++=tide,
, ^zz++++=EXTRAWORD
waves ^nns++++=waves
filled ^vbd+++xvbn+=filled
the ^ati++++=the
cove ^nn++++=cove
and ^cc++++=and
smashed ^vbd+++xvbn+=smashed
anything ^pn++++=anything
caught ^vbd+++xvbn+=caught
inside ^jjb++++=inside
it ^pp3+it+++=it
to ^in++++=to
splinters ^nns+nom+++=splinters.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
raised ^vbd+++xvbn+=raised
the ^ati++++=the
radio ^nn++++=radio
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Control,
control ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
send ^vb++++=send
rescue ^nn++++=rescue
to ^in++++=to
Widow ^np++++=Widow's
's ^$++++=EXTRAWORD
Mouth ^nn++++=Mouth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bellweather,
bellweather ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
confirm ^vb+vpub+++=confirm
visual ^jj+atrb+++=visual
contact ^nn++++=contact."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
visual ^nn++++=visual."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
what ^wdt+who+++=what
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
tracking ^vbg+++xvbg+=tracking?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
emergency ^nn++++=emergency
signal ^nn++++=signal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
pause ^nn++++=pause.
. ^zz++++=EXTRAWORD
" ^zz++++="Whose?"
whose ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
light ^nn++++=light
blinked ^vbd+++xvbn+=blinked
three ^cd++++=three
times ^nns++++=times.
. ^zz++++=EXTRAWORD
" ^zz++++="Hurry,"
hurry ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
left ^vbd+++xvbnx+=left
the ^ati++++=the
tower ^nn++++=tower
and ^cc++++=and
descended ^vpsv++agls+xvbn+=descended
through ^in++++=through
the ^ati++++=the
keeper ^nn++++=keeper's
's ^$++++=EXTRAWORD
quarters ^nns+nom+++=quarters
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
front ^jjb+atrb+++=front
door ^nn++++=door
opened ^vbd+++xvbn+=opened
against ^in++++=against
the ^ati++++=the
storm ^nn++++=storm
only ^rb+down+++=only
after ^cs+sub+++=after
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
her ^pp$+pp3+++=her
shoulder ^nn+nom+++=shoulder
into ^in++++=into
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Wind ^nn++++=Wind
snatched ^vbd+++xvbn+=snatched
the ^ati++++=the
hood ^nn++++=hood
from ^in++++=from
her ^pp$+pp3+++=her
head ^jjb++++=head
and ^cc++++=and
drove ^vbd+++xvbn+=drove
rain ^nn++++=rain
into ^in++++=into
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
path ^nn++++=path
to ^in++++=to
Widow ^np++++=Widow's
's ^$++++=EXTRAWORD
Mouth ^nn++++=Mouth
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
closed ^vpsv++agls+xvbnx+=closed
for ^in++++=for
decades ^nns++++=decades.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
found ^vbd+vprv++xvbn+=found
its ^pp$+it+++=its
entrance ^nn+nom+++=entrance
behind ^in+pl+++=behind
the ^ati++++=the
oil ^nn++++=oil
shed ^vbd+++xvbn+=shed,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
rusted ^nn++++=rusted
sign ^vb++++=sign
hung ^vbd+++xvbn+=hung
from ^in++++=from
a ^at++++=a
chain ^nn++++=chain:
: ^zz++++=EXTRAWORD
Danger ^nn++++=DANGER.
. ^zz++++=EXTRAWORD
Unstable ^jj+atrb+++=UNSTABLE
Cliff ^nn++++=CLIFF.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
climbed ^vbd+++xvbnx+=climbed
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
flashlight ^nn++++=flashlight
revealed ^vbd+vprv++xvbn+=revealed
slick ^jj+atrb+++=slick
stone ^nn++++=stone
steps ^nns++++=steps
cut ^vbd+++xvbn+=cut
into ^in++++=into
the ^ati++++=the
slope ^nn++++=slope.
. ^zz++++=EXTRAWORD
Weeds ^nns++++=Weeds
grew ^vbd+++xvbn+=grew
through ^in++++=through
the ^ati++++=the
cracks ^nns++++=cracks,
, ^zz++++=EXTRAWORD
trembling ^jj+++xvbg+=trembling
in ^in++++=in
the ^ati++++=the
gale ^nn++++=gale.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lighthouse ^nn++++=lighthouse
beam ^nn++++=beam
remained ^vbd+++xvbn+=remained
fixed ^vbd+++xvbn+=fixed
on ^in++++=on
the ^ati++++=the
cove ^nn++++=cove,
, ^zz++++=EXTRAWORD
flooding ^nn++++=flooding
it ^pp3+it+++=it
with ^in++++=with
white ^jj+atrb+++=white
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Halfway ^rb++++=Halfway
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
heard ^vbd+vprv++xvbn+=heard
a ^at++++=a
sound ^nn++++=sound
beneath ^in+pl+++=beneath
the ^ati++++=the
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
A ^at++++=A
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
the ^ati++++=the
electronic ^jj+atrb+++=electronic
pulse ^nn++++=pulse
of ^in++++=of
a ^at++++=a
buoy ^nn++++=buoy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
