By ^in++++=By
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vale ^npl++++=Vale
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
at ^in++++=at
his ^pp$+pp3+++=his
bench ^nn++++=bench
beneath ^in+pl+++=beneath
twenty ^cd++++=twenty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
clocks ^nns++++=clocks,
, ^zz++++=EXTRAWORD
all ^abn++++=all
ticking ^jj+++xvbg+=ticking
at ^rb++++=at
different ^jj+atrb+++=different
speeds ^nns++++=speeds.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
narrow ^jj+pred+++=narrow,
, ^zz++++=EXTRAWORD
white ^jj++++=white-haired,
- ^zz++++=EXTRAWORD
haired ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
permanently ^rb++++=permanently
stooped ^vbd+++xvbn+=stooped,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
his ^pp$+pp3+++=his
life ^nn++++=life
listening ^vwbg+++xvbg+=listening
for ^in++++=for
something ^pn++++=something
dropped ^vbd+++xvbn+=dropped
under ^in++++=under
furniture ^nn++++=furniture.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
checked ^vwbn+++xvbn+=checked
the ^ati++++=the
marker ^nn++++=marker
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Two
two ^cd++++=EXTRAWORD
meters ^nns++++=meters
and ^cc++++=and
six ^cd++++=six
centimeters ^nns+nom+++=centimeters."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
tide ^nn++++=tide
chart ^nn++++=chart
says ^vbz+vpub+++=says
one ^cd1++++=one
meter ^nn++++=meter
ninety ^cd++++=ninety-eight."
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
tide ^vb++++=tide
cannot ^md+pos+not++=cannot
read ^vb+vprv++xvbn+=read."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Everything
everything ^pn++++=EXTRAWORD
reads ^vbz++++=reads,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vale ^npl++++=Vale
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Water
water ^nn++++=EXTRAWORD
reads ^vbz++++=reads
the ^ati++++=the
moon ^nn++++=moon.
. ^zz++++=EXTRAWORD
Trees ^nns++++=Trees
read ^vbd+vprv++xvbn+=read
the ^ati++++=the
seasons ^nns++++=seasons.
. ^zz++++=EXTRAWORD
Clocks ^nns++++=Clocks
read ^vbd+vprv++xvbn+=read
the ^ati++++=the
hunger ^nn++++=hunger
of ^in++++=of
the ^ati++++=the
universe ^nn++++=universe."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
wrote ^vbd+vprv++xvbn+=wrote
down ^in++++=down
the ^ati++++=the
number ^nn++++=number.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
does ^vbz+doz+vrb++=does
the ^ati++++=the
universe ^nn++++=universe
want ^nn++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
finish ^vbi++++=finish."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
back ^rb+phrv+++=back
to ^in++++=to
the ^ati++++=the
pocket ^nn++++=pocket
watch ^nn++++=watch
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
liked ^vbd+++xvbn+=liked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
never ^rb++splt++=never
decided ^vprf+++xvbnx+=decided
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
wise ^jj+pred+++=wise
or ^cc++++=or
merely ^rb+down+++=merely
strange ^jj++++=strange.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
said ^vbd+vpub+tht0+xvbn+=said
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
little ^ap++++=little
difference ^nn+nom+++=difference
after ^in++++=after
the ^ati++++=the
age ^nn++++=age
of ^in++++=of
seventy ^cd++++=seventy.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
leaned ^vbd+++xvbnx+=leaned
her ^pp$+pp3+++=her
measuring ^vbg+++xvbg+=measuring
pole ^nn++++=pole
against ^in++++=against
the ^ati++++=the
doorframe ^nn+++??+=doorframe.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
council ^nn++++=council
says ^vbz+vpub+tht0++=says
everyone ^pn++++=everyone
below ^rb++++=below
Saint ^nn++++=Saint
Orra ^np++++=Orra's
's ^$++++=EXTRAWORD
Square ^nn++++=Square
must ^md+nec+++=must
leave ^vb++++=leave
by ^in++++=by
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
month ^nn++++=month."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
council ^nn++++=council
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
saying ^vbg+++xvbgx+=saying
that ^tht+vcmp+++=that
for ^in++++=for
three ^cd++++=three
years ^nns++++=years."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
time ^nn++++=time
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
boats ^nns++++=boats."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
boat ^nn++++=boat."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
half ^rb++++=half
a ^at++++=a
bathtub ^nn++++=bathtub
tied ^vbd+++xvbn+=tied
to ^to++++=to
two ^cd++++=two
barrels ^nns++++=barrels."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
floats ^vbz++++=floats."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
does ^vbz+doz+vrb++=does
driftwood ^nn+++??+=driftwood."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Driftwood
driftwood ^nn+++??+=EXTRAWORD
travels ^nns++++=travels
widely ^rb++++=widely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
wave ^nn++++=wave
slapped ^vbd+++xvbn+=slapped
the ^ati++++=the
front ^jjb+atrb+++=front
step ^nn++++=step,
, ^zz++++=EXTRAWORD
spraying ^vbg+++xvbg+=spraying
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
Vale ^npl++++=Vale
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
pocket ^nn++++=pocket
watch ^vb++++=watch
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
" ^zz++++="Besides,
besides ^rb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
leave ^vb++++=leave
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
of ^in"++++=of
the ^ati++++=the
clocks ^nns++++=clocks?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
of ^in"++++=of
Thursday ^nr++++=Thursday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
waited ^vbd+++xvbn+=waited
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
explain ^vbi+vpub+++=explain.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
happens ^vbz+vsua+++=happens
Thursday ^nr++++=Thursday?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
my ^pp$+pp1+++=my
work ^nn++++=work
correctly ^rb+cnj+++=correctly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vale ^npl++++=Vale
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Thursday
thursday ^nr++++=EXTRAWORD
will ^md+prd+++=will
happen ^vb+++??+=happen
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
four ^cd++++=four
days ^nns++++=days
until ^in++++=until
Thursday ^nr++++=Thursday.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
mother ^npt++++=mother
packed ^vbd+++xvbn+=packed
their ^pp$+pp3+++=their
house ^nn++++=house
into ^in++++=into
blue ^jj+atrb+++=blue
crates ^nns++++=crates
marked ^vbd+++xvbn+=marked
Keep ^vb++++=KEEP,
, ^zz++++=EXTRAWORD
Sell ^vb++++=SELL,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
High ^jj+atrb+++=HIGH
Ground ^nn++++=GROUND.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
lived ^vbd+++xvbnx+=lived
above ^jjb++++=above
the ^ati++++=the
old ^jj+atrb+++=old
pharmacy ^nn+nom+++=pharmacy,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
salt ^jj++++=salt
had ^vbd+hvd+aux++=had
blistered ^vprf+++xvbnx+=blistered
the ^ati++++=the
walls ^nns++++=walls
and ^cc++++=and
the ^ati++++=the
stair ^nn++++=stair
rail ^nn++++=rail
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
seaweed ^nn++++=seaweed.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
new ^jj+atrb+++=new
home ^nr++++=home
would ^md+prd+++=would
be ^vb+be+vrb++=be
in ^in++++=in
a ^at++++=a
collection ^nn+nom+++=collection
of ^in++++=of
prefabricated ^jj+atrb+++=prefabricated
buildings ^nns++++=buildings
beyond ^in++++=beyond
the ^ati++++=the
northern ^jj+atrb+++=northern
ridge ^nn++++=ridge.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
electricity ^nn+nom+++=electricity,
, ^zz++++=EXTRAWORD
dry ^jj+atrb+++=dry
floors ^nns++++=floors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
view ^nn++++=view
of ^in++++=of
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
father ^npt++++=father
claimed ^vbd+vpub++xvbn+=claimed
the ^ati++++=the
lack ^nn++++=lack
of ^in++++=of
a ^at++++=a
view ^nn++++=view
was ^vbd+bedz+vrb++=was
a ^at++++=a
blessing ^nn++++=blessing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
fished ^vprf+++xvbnx+=fished
the ^ati++++=the
southern ^jj+atrb+++=southern
bay ^npl++++=bay
until ^cs+sub+++=until
a ^at++++=a
storm ^nn++++=storm
folded ^vbd+++xvbn+=folded
his ^pp$+pp3+++=his
boat ^nn++++=boat
around ^in++++=around
a ^at++++=a
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
repaired ^vbd+++xvbnx+=repaired
radios ^nns++++=radios
and ^cc++++=and
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
go ^vbi++++=go
anywhere ^rb++++=anywhere
near ^in+pl+++=near
deep ^jj+atrb+++=deep
water ^nn++++=water.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
listened ^vbd+++xvbnx+=listened
constantly ^rb++++=constantly
to ^in++++=to
the ^ati++++=the
weather ^nn++++=weather
service ^nn++++=service,
, ^zz++++=EXTRAWORD
even ^rb++++=even
during ^in++++=during
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
" ^zz++++="Pressure
pressure ^nn++++=EXTRAWORD
falling ^vwbg+++xvbg+=falling,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
radio ^nn++++=radio
announced ^vbd+vpub++xvbn+=announced
that ^tht+vcmp+++=that
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
" ^zz++++="Storm
storm ^nn++++=EXTRAWORD
surge ^vb++++=surge
projected ^vbd+++xvbn+=projected
for ^in++++=for
Thursday ^nr++++=Thursday
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
Residents ^nns++++=Residents
in ^in++++=in
the ^ati++++=the
lower ^jjr+atrb+++=lower
district ^nn++++=district
are ^vb+ber+aux++=are
ordered ^vpsv++agls+xvbnx+=ordered
to ^to+vcmp+++=to
evacuate ^nn+nom+++=evacuate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stopped ^vbd+++xvbn+=stopped
eating ^nvbg+++xvbg+=eating.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
lowered ^vbd+++xvbn+=lowered
his ^pp$+pp3+++=his
spoon ^nn++++=spoon.
. ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
said ^vbd+vpub++xvbn+=said
something ^pn++++=something
about ^in++++=about
Thursday ^nr++++=Thursday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
says ^vbz+vpub+++=says
something ^pn++++=something
about ^in++++=about
everything ^pn++++=everything."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
Thursday ^nr++++=Thursday
would ^md+prd+++=would
happen ^vb+++??+=happen
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
wrapped ^vbd+++xvbn+=wrapped
a ^at++++=a
teacup ^nn++++=teacup
in ^in++++=in
newspaper ^nn+nom+++=newspaper.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
at ^in++++=at
his ^pp$+pp3+++=his
age ^nn++++=age
every ^at++++=every
day ^nn++++=day
feels ^vbz+vprv+++=feels
familiar ^jj++++=familiar."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
evacuate ^nn+nom+++=evacuate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
council ^nn++++=council
will ^md+prd+++=will
remove ^vb++++=remove
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
father ^npt++++=father
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
hide ^vb++++=hide."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where?
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
grandfather ^nn+nom+++=grandfather
clock ^nn++++=clock?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
imagined ^vbd+++xvbn+=imagined
him ^pp3o+pp3+++=him
folding ^jj++++=folding
his ^pp$+pp3+++=his
long ^jj+atrb+++=long
body ^nn++++=body
into ^in++++=into
a ^at++++=a
wooden ^jj+atrb+++=wooden
case ^nn++++=case
while ^cs+sub+++=while
officials ^nns+nom+++=officials
searched ^vbd+++xvbn+=searched
the ^ati++++=the
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
built ^vpsv++agls+xvbnx+=built
something ^pn++++=something,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
darkening ^jj+atrb++xvbg+=darkening
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
he ^pp3a+pp3+++=he's
