On ^in++++=On
, ^zz++++=EXTRAWORD
pocket ^nn++++=pocket
watches ^nns++++=watches,
, ^zz++++=EXTRAWORD
alarm ^vb++++=alarm
clocks ^nns++++=clocks,
, ^zz++++=EXTRAWORD
a ^at++++=a
moon ^nn++++=moon-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
grandfather ^nn+nom+++=grandfather
clock ^nn++++=clock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
delicate ^jj+atrb+++=delicate
French ^jj+atrb+++=French
piece ^nn++++=piece
shaped ^vbd+++xvbn+=shaped
like ^in++++=like
a ^at++++=a
golden ^jj+atrb+++=golden
birdcage ^nn+nom+++=birdcage.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=did
not ^xnot++not++=not
strike ^vb++++=strike
the ^ati++++=the
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
produced ^jj+++xvbn+=produced
a ^at++++=a
different ^jj+atrb+++=different
note ^nn++++=note,
, ^zz++++=EXTRAWORD
some ^dti++++=some
bright ^jj++++=bright
and ^cc++++=and
some ^dti++++=some
broken ^jj+++xvbn+=broken,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
together ^nn+nom+++=together
they ^pp3a+pp3+++=they
made ^vbd+++xvbnx+=made
a ^at++++=a
trembling ^nvbg+++xvbg+=trembling,
, ^zz++++=EXTRAWORD
disorderly ^jj+atrb+++=disorderly
music ^nn++++=music.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
empty ^nn++++=empty
seabed ^vbd+++xvbn+=seabed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
church ^npl++++=church
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
passed ^vbd+++xvbn+=passed
through ^in++++=through
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
flesh ^nn++++=flesh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bone ^nn++++=bone.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
felt ^vbd+vprv++xvbn+=felt
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
scars ^nns++++=scars
along ^rp++++=along
her ^pp3o+pp3+++=her
left ^vbd+++xvbn+=left
arm ^vb++++=arm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
workshop ^nn++++=workshop
windows ^nns++++=windows
bowed ^vbd+++xvbn+=bowed
inward ^jjb++++=inward.
. ^zz++++=EXTRAWORD
Dust ^nn++++=Dust
fell ^vbd+++xvbn+=fell
from ^in++++=from
the ^ati++++=the
ceiling ^nn+nom+++=ceiling.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
echoes ^nn++++=echoes
faded ^vbd+++xvbn+=faded,
, ^zz++++=EXTRAWORD
all ^abn++++=all
thirty ^cd++++=thirty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
clocks ^nns++++=clocks
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
carriage ^nn+nom+++=carriage
clock ^nn++++=clock
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
4:20 ^cd++++=4:20.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
snatched ^vbd+++xvbn+=snatched
her ^pp$+pp3+++=her
coat ^nn++++=coat
and ^cc++++=and
went ^vbd+++xvbn+=went
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
exposed ^nn++++=exposed
seabed ^vbd+++xvbn+=seabed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rain ^nn++++=rain
had ^vbd+hvd+aux++=had
ceased ^vprf+++xvbnx+=ceased.
. ^zz++++=EXTRAWORD
The ^ati++++=The
villagers ^nns+nom+++=villagers
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
around ^rp++++=around
the ^ati++++=the
bell ^nn++++=bell
but ^cc++++=but
kept ^vbd+++xvbn+=kept
several ^ap++++=several
paces ^nns++++=paces
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
taller ^jjr+pred+++=taller
than ^in++++=than
a ^at++++=a
man ^nn++++=man
and ^cc++++=and
coated ^vpsv++agls+xvbn+=coated
in ^in++++=in
green ^jj+atrb+++=green
corrosion ^nn++++=corrosion.
. ^zz++++=EXTRAWORD
Barnacles ^np+++??+=Barnacles
crusted ^vbd+++xvbn+=crusted
its ^pp$+it+++=its
sides ^nns++++=sides.
. ^zz++++=EXTRAWORD
Tangled ^jj+atrb+++=Tangled
seaweed ^nn++++=seaweed
hung ^vbd+++xvbn+=hung
from ^in++++=from
its ^pp$+it+++=its
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
Letters ^nns+nom+++=Letters
ran ^vbd+++xvbn+=ran
around ^in++++=around
its ^pp$+it+++=its
rim ^nn++++=rim.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=WHAT
Is ^vbz+bez+aux++=IS
Lost ^vpsv++agls+xvbnx+=LOST
Waits ^np+++??+=WAITS
Without ^in++++=WITHOUT
Sleep ^nn++++=SLEEP.
. ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Pike ^np++++=Pike
was ^vbd+bedz+aux++=was
circling ^nvbg+++xvbg+=circling
it ^pp3+it+++=it
with ^in++++=with
the ^ati++++=the
pleased ^jj+atrb++xvbn+=pleased
expression ^nn++++=expression
of ^in++++=of
a ^at++++=a
merchant ^nn+nom+++=merchant
inspecting ^vwbg+++xvbg+=inspecting
a ^at++++=a
valuable ^jj+atrb+++=valuable
purchase ^nn++++=purchase.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
need ^vb++++=need
ropes ^nns++++=ropes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
largest ^jjt+atrb+++=largest
winch ^nn++++=winch
from ^in++++=from
the ^ati++++=the
north ^np+pl+++=north
pier ^nn++++=pier.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
will ^md+prd+++=will
put ^vb+++xvbn+=put
Bellweather ^np+nom++??+=Bellweather
on ^in++++=on
every ^at++++=every
map ^nn++++=map
in ^in++++=in
the ^ati++++=the
country ^nn++++=country."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
move ^vb++++=move
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Reverend ^npt++++=Reverend
Ash ^np++++=Ash.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reverend ^npt++++=reverend
was ^vbd+bedz+vrb++=was
young ^jj+pred+++=young
for ^in++++=for
his ^pp$+pp3+++=his
office ^nn++++=office
but ^cc++++=but
always ^rb++++=always
looked ^vbd+++xvbn+=looked
tired ^jj+++xvbn+=tired,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
inherited ^vprf+++xvbnx+=inherited
the ^ati++++=the
sorrows ^nns++++=sorrows
of ^in++++=of
every ^at++++=every
priest ^nn++++=priest
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
beside ^in+pl+++=beside
the ^ati++++=the
bell ^nn++++=bell
with ^in++++=with
mud ^nn++++=mud
to ^in++++=to
his ^pp$+pp3+++=his
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
belongs ^vbz++++=belongs
to ^in++++=to
the ^ati++++=the
church ^nn++++=church,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pike ^np++++=Pike
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
church ^nn++++=church
belongs ^vbz++++=belongs
to ^in++++=to
the ^ati++++=the
sea ^nn++++=sea."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
anymore ^nn+++??+=anymore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
murmur ^nn++++=murmur
passed ^vbd+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
Several ^ap++++=Several
villagers ^nns+nom+++=villagers
glanced ^vbd+++xvbn+=glanced
toward ^in++++=toward
the ^ati++++=the
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
had ^vbd+hvd+aux++=had
retreated ^vprf+++xvbnx+=retreated
so ^ql++++=so
far ^rb+pl+++=far
that ^cs+sub+++=that
it ^pp3+it+++=it
appeared ^vbd+seem++xvbn+=appeared
as ^ql++++=as
a ^at++++=a
dark ^jj+atrb+++=dark
line ^nn++++=line
beneath ^in+pl+++=beneath
the ^ati++++=the
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stepped ^vbd+++xvbn+=stepped
closer ^rbr++++=closer
to ^in++++=to
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
A ^at++++=A
narrow ^jj++++=narrow
crack ^jjb++++=crack
ran ^vbd+++xvbn+=ran
down ^rb+phrv+++=down
one ^cd1++++=one
side ^nn++++=side.
. ^zz++++=EXTRAWORD
From ^in++++=From
within ^in++++=within
came ^vbd+++xvbn+=came
a ^at++++=a
soft ^jj+atrb+++=soft,
, ^zz++++=EXTRAWORD
steady ^jj+atrb+++=steady
ticking ^nvbg+++xvbg+=ticking.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pressed ^vbd+++xvbnx+=pressed
her ^pp3o+pp3+++=her
palm ^np++++=palm
against ^in++++=against
the ^ati++++=the
bronze ^nn++++=bronze.
. ^zz++++=EXTRAWORD
The ^ati++++=The
harbor ^nn++++=harbor
vanished ^vbd+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
breath ^nn++++=breath
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
in ^in++++=in
a ^at++++=a
sunlit ^jj+atrb+++=sunlit
kitchen ^nn++++=kitchen
that ^tht+rel+subj++=that
smelled ^vwbn+++xvbn+=smelled
of ^in++++=of
apples ^nns++++=apples.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
was ^vbd+bedz+vrb++=was
alive ^jj+pred+++=alive,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
as ^ql++++=as
she ^pp3a+pp3+++=she
kneaded ^vbd+++xvbnx+=kneaded
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
eleven ^cd++++=eleven
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
sat ^vbd+++xvbn+=sat
at ^in++++=at
the ^ati++++=the
table ^nn++++=table
carving ^nn++++=carving
a ^at++++=a
wooden ^jj+atrb+++=wooden
gull ^nn++++=gull,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
younger ^jjr+atrb+++=younger
brother ^nn++++=brother
Tomas ^np+++??+=Tomas
leaned ^vbd+++xvbn+=leaned
from ^in++++=from
an ^at++++=an
open ^jj+atrb+++=open
window ^nn++++=window,
, ^zz++++=EXTRAWORD
calling ^vbg+nom++xvbg+=calling
to ^in++++=to
someone ^pn++++=someone
in ^in++++=in
the ^ati++++=the
lane ^nn++++=lane.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
vision ^nn++++=vision
broke ^vbd+++xvbn+=broke.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stumbled ^vbd+++xvbn+=stumbled
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Ash ^nn++++=Ash
caught ^vbd+++xvbn+=caught
her ^pp3o+pp3+++=her
elbow ^npl++++=elbow.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
see ^vb+vprv+++=see?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pulled ^vbd+++xvbnx+=pulled
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing."
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
others ^aps++++=others
had ^vbd+hvd+aux++=had
touched ^vprf+++xvbnx+=touched
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
Eda ^np+++??+=Eda
Harl ^np+++??+=Harl,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
two ^cd++++=two
sons ^nns++++=sons
in ^in++++=in
a ^at++++=a
winter ^nn++++=winter
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
cried ^j+++xvbn+=cried
out ^rp+pl+++=out
and ^cc++++=and
wrapped ^vwbn+++xvbn+=wrapped
both ^abx++++=both
arms ^nns++++=arms
around ^in++++=around
the ^ati++++=the
bronze ^nn++++=bronze.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Fen ^np++++=Fen
dropped ^vbd+++xvbn+=dropped
his ^pp$+pp3+++=his
walking ^xvbg+++xvbg+=walking
stick ^vb++++=stick
and ^cc+phrs+++=and
laughed ^vpsv++agls+xvbn+=laughed
like ^in++++=like
a ^at++++=a
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
A ^at++++=A
fisherman ^nn+nom+++=fisherman
named ^vbd+++xvbn+=named
Cale ^np++++=Cale
pressed ^vbd+++xvbn+=pressed
his ^pp$+pp3+++=his
forehead ^nn++++=forehead
to ^in++++=to
the ^ati++++=the
bell ^nn++++=bell
and ^cc++++=and
began ^vbd+++xvbn+=began
speaking ^nvbg+++xvbg+=speaking
to ^in++++=to
his ^pp$+pp3+++=his
dead ^jj+atrb+++=dead
