By ^in++++=By
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Jonas
jonas ^nns+++??+=EXTRAWORD
Pike ^np++++=Pike."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="People
people ^nns++++=EXTRAWORD
often ^rb++++=often
know ^vb+vprv+tht0++=know
my ^pp$+pp1+++=my
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Usually ^rb+down+++=Usually
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
want ^vb++++=want
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
here ^rn+pl+++=here
to ^to++++=to
repair ^vbi++++=repair
the ^ati++++=the
lamp ^nn++++=lamp."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
here ^rn+pl+++=here
to ^to++++=to
replace ^vbi++++=replace
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
set ^vbd+++xvbn+=set
down ^rb+phrv+++=down
her ^pp3o+pp3+++=her
case ^nn++++=case.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Coastal ^jj+atrb+++=Coastal
Authority ^nn+nom+++=Authority
is ^vbz+bez+aux++=is
automating ^vbg+++xvbgx+=automating
the ^ati++++=the
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
an ^at++++=an
engineer ^nn+nom+++=engineer,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
an ^at++++=an
executioner ^nn+nom+++=executioner."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
engineer ^nn+nom+++=engineer
is ^vbz+bez+vrb++=is
an ^at++++=an
executioner ^nn+nom+++=executioner
who ^whp+rel+subj++=who
brings ^vbz++++=brings
instructions ^nns+nom+++=instructions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
told ^vpsv++tht0+xvbnx+=told
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
be ^vb+be+vrb++=be
difficult ^jj+pred+++=difficult."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
told ^vpsv++tht0+xvbnx+=told
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
be ^vb+be+vrb++=be
older ^jjr+pred+++=older."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
disappoints ^vbz+++??+=disappoints
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Most
most ^ql+emph+++=EXTRAWORD
things ^nns++++=things
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lifted ^vbd+++xvbnx+=lifted
her ^pp3o+pp3+++=her
case ^nn++++=case
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
could ^md+pos+++=could
stop ^vb++++=stop
him ^pp3o+pp3+++=him
and ^cc++++=and
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it
toward ^in++++=toward
the ^ati++++=the
iron ^nn++++=iron
staircase ^nn++++=staircase.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
main ^jjb+atrb+++=main
lens ^nn++++=lens
is ^vbz+bez+vrb++=is
at ^rb++++=at
the ^ati++++=the
top ^jjb++++=top,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
look ^vb++++=look,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
touch ^vb++++=touch
anything ^pn++++=anything
tonight ^nr+tm+++=tonight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
inspect ^vb++++=inspect
the ^ati++++=the
mechanism ^nn+nom+++=mechanism."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tomorrow."
tomorrow ^nr+tm+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
schedule ^nn++++=schedule
" ^zz++++="
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
schedule ^nn++++=schedule
is ^vbz+bez+vrb++=is
underwater ^jjb+pred+++=underwater."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thunder ^nn++++=Thunder
rolled ^vbd+++xvbn+=rolled
over ^in++++=over
the ^ati++++=the
island ^nn++++=island.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
pointed ^vbd+++xvbn+=pointed
to ^in++++=to
the ^ati++++=the
narrow ^jj+atrb+++=narrow
window ^nn++++=window
beside ^in+pl+++=beside
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^npl++++=sea
heaved ^vbd+++xvbn+=heaved
over ^in++++=over
the ^ati++++=the
causeway ^nn++++=causeway.
. ^zz++++=EXTRAWORD
Even ^cs+sub+++=Even
if ^cs+cnd+++=if
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
wanted ^vprf+++xvbnx+=wanted
to ^to+vcmp+++=to
leave ^vbi++++=leave,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nowhere ^rb+pl+++=nowhere
to ^to++++=to
go ^vbi++++=go.
. ^zz++++=EXTRAWORD
" ^zz++++="Tea?"
tea ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Good.
good ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We're
're ^vb+ber+vrb++0=EXTRAWORD
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
climbed ^vbd+++xvbnx+=climbed
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tower ^npl++++=tower
contained ^vbd+++xvbn+=contained
seven ^cd++++=seven
floors ^nns++++=floors,
, ^zz++++=EXTRAWORD
each ^dt++++=each
smaller ^jjr++++=smaller
than ^in++++=than
the ^ati++++=the
one ^pn++++=one
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
a ^at++++=a
storeroom ^nn++++=storeroom,
, ^zz++++=EXTRAWORD
a ^at++++=a
bedroom ^nn++++=bedroom,
, ^zz++++=EXTRAWORD
a ^at++++=a
radio ^nn++++=radio
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
levels ^nns++++=levels
filled ^vbd+++xvbn+=filled
with ^in++++=with
machinery ^nn+nom+++=machinery.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
highest ^jjt+atrb+++=highest
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lantern ^nn++++=lantern
chamber ^nn++++=chamber
shone ^vbd+++xvbn+=shone
like ^in++++=like
a ^at++++=a
glass ^nn++++=glass
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
Fresnel ^np+++??+=Fresnel
lens ^nn++++=lens
stood ^vbd+++xvbn+=stood
at ^rb++++=at
its ^pp$+it+++=its
center ^jjr++++=center,
, ^zz++++=EXTRAWORD
taller ^jjr++++=taller
than ^in++++=than
Mara ^np+++??+=Mara
and ^cc++++=and
bright ^jj++++=bright
with ^in++++=with
concentric ^jj+atrb+++=concentric
rings ^nns++++=rings.
. ^zz++++=EXTRAWORD
Brass ^nn++++=Brass
fittings ^nns++++=fittings
gleamed ^vbd+++xvbn+=gleamed
in ^in++++=in
the ^ati++++=the
rotating ^jj+atrb++xvbg+=rotating
assembly ^nn++++=assembly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clockwork ^nn++++=clockwork
motor ^nn++++=motor
beneath ^in+pl+++=beneath
it ^pp3+it+++=it
clicked ^vbd+++xvbn+=clicked
with ^in++++=with
patient ^nn++++=patient
precision ^nn++++=precision.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
a ^at++++=a
notebook ^nn++++=notebook.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
gears ^nns++++=gears
look ^vb++++=look
original ^nn+nom+++=original,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
drive ^nn++++=drive
weight ^nn++++=weight?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Runs
runs ^vbz++++=EXTRAWORD
through ^rb+phrv+++=through
the ^ati++++=the
center ^jjr+atrb+++=center
shaft ^nn++++=shaft."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
lamp ^nn++++=lamp?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Electric
electric ^jj++++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
oil ^nn++++=oil
burner ^nn++++=burner
in ^in++++=in
reserve ^nn++++=reserve."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Rotation
rotation ^nn+nom+++=EXTRAWORD
period ^nn++++=period?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Twenty
twenty ^cd++++=EXTRAWORD
seconds ^nns++++=seconds."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
walked ^vbd+++xvbnx+=walked
around ^rp++++=around
the ^ati++++=the
lens ^nn++++=lens.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
lashed ^vbd+++xvbn+=lashed
the ^ati++++=the
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
blurring ^nn++++=blurring
sea ^nn++++=sea
and ^cc++++=and
sky ^nn++++=sky
into ^in++++=into
a ^at++++=a
single ^jj+atrb+++=single
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
new ^jj+atrb+++=new
system ^nn++++=system
will ^md+prd+++=will
be ^vb+be+vrb++=be
more ^rbr++++=more
reliable ^jj+pred+++=reliable,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
grunted ^vbd+++xvbn+=grunted.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
monitor ^vb++++=monitor
visibility ^nn+nom+++=visibility,
, ^zz++++=EXTRAWORD
adjust ^vb++++=adjust
intensity ^nn+nom+++=intensity,
, ^zz++++=EXTRAWORD
signal ^nn++++=signal
the ^ati++++=the
mainland ^nn++++=mainland
if ^cs+cnd+++=if
anything ^pn++++=anything
fails ^vbz++++=fails
" ^zz++++="
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
it ^pp3+it+++=it
see ^vb+vprv+++=see?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
optical ^jj+atrb+++=optical
sensors ^nns++++=sensors."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
closed ^vbd+++xvbn+=closed
her ^pp3o+pp3+++=her
notebook ^nn++++=notebook.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
light ^nn++++=light
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
Ships ^nns++++=Ships
see ^vb+vprv+++=see
the ^ati++++=the
light ^nn++++=light."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
pale ^nn++++=pale
and ^cc++++=and
clear ^jj++++=clear.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
think ^vb+vprv+++=think
on ^in++++=on
the ^ati++++=the
mainland ^nn++++=mainland."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
Mara ^np+++??+=Mara
could ^md+pos+++=could
reply ^vb++++=reply,
, ^zz++++=EXTRAWORD
a ^at++++=a
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
loud ^jj++++=loud.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
sounded ^vbd+++xvbn+=sounded
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
a ^at++++=a
thin ^jj+atrb+++=thin
metallic ^jj+atrb+++=metallic
note ^nn++++=note
barely ^rb+down+++=barely
audible ^jj++++=audible
above ^jjb++++=above
the ^ati++++=the
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
went ^vbd+++xvbn+=went
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hurried ^vbd+++xvbnx+=hurried
down ^rp++++=down
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
with ^in++++=with
surprising ^xvbg+++xvbg+=surprising
speed ^nn++++=speed.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
radio ^nn++++=radio
room ^nn++++=room.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
desk ^nn++++=desk
stood ^vbd+++xvbn+=stood
an ^at++++=an
ancient ^jj+atrb+++=ancient
wireless ^nn++++=wireless
receiver ^nn+nom+++=receiver
beside ^in+pl+++=beside
modern ^jj+atrb+++=modern
equipment ^nn+nom+++=equipment.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
put ^vbd+++xvbn+=put
on ^rb+phrv+++=on
headphones ^nns+++??+=headphones
and ^cc++++=and
turned ^vbd+++xvbn+=turned
a ^at++++=a
dial ^nn++++=dial.
. ^zz++++=EXTRAWORD
Static ^jj++++=Static
crackled ^jj+++xvbn+=crackled
from ^in++++=from
the ^ati++++=the
speaker ^nn++++=speaker.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
someone ^pn++++=someone
call ^vb++++=call?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
raised ^vbd+++xvbnx+=raised
a ^at++++=a
hand ^nn++++=hand
for ^in++++=for
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
static ^nn++++=static
deepened ^vbd+++xvbn+=deepened.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
thought ^vbd+++xvbn+=thought
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
