Every ^at++++=Every
. ^zz++++=EXTRAWORD
A ^at++++=A
wedding ^nn++++=wedding
ring ^vb++++=ring
engraved ^vbd+++xvbn+=engraved
E ^zz++++=E
& ^zz++++=&
J ^zz++++=J.
. ^zz++++=EXTRAWORD
A ^at++++=A
violin ^nn++++=violin
bow ^nn++++=bow,
, ^zz++++=EXTRAWORD
horsehair ^nn+++??+=horsehair
missing ^vwbg+++xvbg+=missing.
. ^zz++++=EXTRAWORD
A ^at++++=A
glass ^nn++++=glass
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
brown ^jj++++=brown.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
someone ^pn++++=someone
came ^vbd+++xvbn+=came
to ^to++++=to
claim ^vbi++++=claim
an ^at++++=an
object ^nn++++=object,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
asked ^vbd+vsua++xvbn+=asked
three ^cd++++=three
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
lose ^vb++++=lose?
? ^zz++++=EXTRAWORD
When ^wrb+who+whq++=When
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
lose ^vb++++=lose
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
did ^vbd+dod+aux++=did
it ^pp3+it+++=it
mean ^vb++++=mean
to ^to+vcmp+++=to
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
The ^ati++++=The
third ^od++++=third
answer ^vb++++=answer
mattered ^vbd+++xvbn+=mattered
most ^ap+emph+++=most.
. ^zz++++=EXTRAWORD
Anyone ^pn++++=Anyone
could ^md+pos+++=could
describe ^vb++++=describe
a ^at++++=a
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
its ^pp$+it+++=its
true ^jj+atrb+++=true
owner ^nn++++=owner
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
weight ^nn++++=weight
of ^in++++=of
its ^pp$+it+++=its
absence ^nn+nom+++=absence.
. ^zz++++=EXTRAWORD
At ^rb++++=At
sixty ^cd++++=sixty-two,
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vb+hv+vrb++=had
silver ^nn++++=silver
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
strong ^jj+atrb+++=strong
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
face ^nn++++=face
the ^ati++++=the
wind ^nn++++=wind
had ^vbd+hvd+aux++=had
worked ^vprf+++xvbnx+=worked
on ^in++++=on
patiently ^rb++++=patiently.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
believe ^vb+vprv+tht0++=believe
the ^ati++++=the
sea ^nn++++=sea
was ^vbd+bedz+vrb++=was
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
Kindness ^nns+nom+++=Kindness
expected ^vwbn+++xvbn+=expected
gratitude ^nn++++=gratitude.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
things ^nns++++=things
because ^cs+cos+++=because
returning ^vbg+++xvbg+=returning
was ^vbd+bedz+vrb++=was
part ^nn++++=part
of ^in++++=of
its ^pp$+it+++=its
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
drowning ^nvbg+++xvbg+=drowning
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^od++++=first
morning ^nn++++=morning
of ^in++++=of
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
a ^at++++=a
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood
upright ^jj++++=upright
at ^in++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
waves ^nns++++=waves:
: ^zz++++=EXTRAWORD
a ^at++++=a
small ^jj+atrb+++=small
mantel ^nn+++??+=mantel
clock ^nn++++=clock
made ^vbd+++xvbn+=made
of ^in++++=of
dark ^jj+atrb+++=dark
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
round ^jj+atrb+++=round
ivory ^nn++++=ivory
face ^nn++++=face
and ^cc++++=and
two ^cd++++=two
brass ^nn++++=brass
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
perfectly ^rb+amp+++=perfectly
dry ^jj+pred+++=dry.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
waited ^vbd+++xvbn+=waited
until ^cs+sub+++=until
the ^ati++++=the
seventh ^nn++++=seventh
wave ^nn++++=wave
had ^vbd+hvd+aux++=had
withdrawn ^vprf+++xvbnx+=withdrawn,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
sand ^nn++++=sand
and ^cc++++=and
picked ^vbd+++xvbn+=picked
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clock ^nn++++=clock
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
hands ^nns++++=hands
pointed ^vbd+++xvbn+=pointed
to ^to++++=to
eleven ^cd++++=eleven
minutes ^nns++++=minutes
past ^jjb++++=past
four ^cd++++=four,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
true ^jj+atrb+++=true
time ^nn++++=time
was ^vbd+bedz+vrb++=was
six ^cd++++=six
seventeen ^cd++++=seventeen.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
had ^vbd+hvd+aux++=had
carved ^vprf+++xvbnx+=carved
a ^at++++=a
single ^jj+atrb+++=single
word ^nn++++=word.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=MARA.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
nearly ^rb+down+++=nearly
dropped ^vbd+++xvbn+=dropped
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
townspeople ^nns++++=townspeople
murmured ^vbd+++xvbn+=murmured.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
all ^rb++++=all
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
rules ^nns++++=rules.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Keeper ^nn++++=Keeper
could ^md+pos+++=could
claim ^vb++++=claim
a ^at++++=a
returned ^jj+atrb++xvbn+=returned
object ^nn++++=object
like ^in++++=like
anyone ^pn++++=anyone
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
to ^in++++=to
answer ^nn++++=answer
the ^ati++++=the
three ^cd++++=three
questions ^nns+nom+++=questions
publicly ^rb++++=publicly.
. ^zz++++=EXTRAWORD
Councilman ^np+nom++??+=Councilman
Pell ^np++++=Pell
stepped ^vbd+++xvbn+=stepped
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
wrapping ^jj+++xvbg+=wrapping
his ^pp$+pp3+++=his
coat ^nn++++=coat
tightly ^rb++++=tightly
around ^in++++=around
his ^pp$+pp3+++=his
belly ^nn++++=belly.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
lose ^vb++++=lose?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
lose ^vb++++=lose
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pell ^np++++=Pell
hesitated ^vbd+++xvbn+=hesitated
before ^in++++=before
asking ^xvbg+++xvbg+=asking
the ^ati++++=the
final ^jj+atrb+++=final
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
it ^pp3+it+++=it
mean ^vb++++=mean
to ^to+vcmp+++=to
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
gray ^np++++=gray
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
either ^dtx++++=either."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
townspeople ^nns++++=townspeople
exchanged ^vbd+++xvbn+=exchanged
uneasy ^jj+atrb+++=uneasy
glances ^nns+nom+++=glances.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
goes ^vbz++++=goes
into ^in++++=into
keeping ^xvbg+++xvbg+=keeping,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Pell ^np++++=Pell
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
carried ^vbd+++xvbn+=carried
the ^ati++++=the
clock ^nn++++=clock
home ^nr++++=home.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
placed ^vbd+++xvbnx+=placed
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
worktable ^nn++++=worktable
beneath ^in+pl+++=beneath
the ^ati++++=the
eastern ^jj+atrb+++=eastern
window ^nn++++=window
and ^cc++++=and
entered ^vbd+++xvbn+=entered
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
book ^nn++++=book.
. ^zz++++=EXTRAWORD
December ^nr+nom+++=December
1 ^zz++++=1.
. ^zz++++=EXTRAWORD
Clear ^jj+atrb+++=Clear
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
hard ^jj+atrb+++=hard
wind ^nn++++=wind
from ^in++++=from
the ^ati++++=the
north ^np+pl+++=north.
. ^zz++++=EXTRAWORD
Wooden ^jj+atrb+++=Wooden
mantel ^nn+++??+=mantel
clock ^nn++++=clock,
, ^zz++++=EXTRAWORD
dry ^jj++++=dry
and ^cc+phrs+++=and
functional ^jj++++=functional.
. ^zz++++=EXTRAWORD
Name ^nn++++=Name
carved ^vbd+++xvbn+=carved
on ^in++++=on
reverse ^nn++++=reverse.
. ^zz++++=EXTRAWORD
Ownership ^nn+nom+++=Ownership
undetermined ^jj++++=undetermined.
. ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^ql++++=as
she ^pp3a+pp3+++=she
finished ^vbd+++xvbnx+=finished
writing ^vbg+++xvbg+=writing,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clock ^nn++++=clock
began ^vbd+++xvbn+=began
to ^to++++=to
tick ^vbi+++??+=tick.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
leaned ^vbd+++xvbn+=leaned
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
brass ^nn++++=brass
minute ^nn++++=minute
hand ^nn++++=hand
jerked ^vbd+++xvbn+=jerked
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
room ^nn++++=room
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
in ^in++++=in
summer ^nn++++=summer
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
stunned ^xvbn+++xvbn+=stunned
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
sea ^nn++++=sea
had ^vbd+hvd+aux++=had
swallowed ^vprf+++xvbnx+=swallowed
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
fell ^vbd+++xvbn+=fell
everywhere ^rb+cnj+++=everywhere,
, ^zz++++=EXTRAWORD
silver ^nn++++=silver
and ^cc++++=and
warm ^jj++++=warm,
, ^zz++++=EXTRAWORD
bouncing ^vbg+++xvbg+=bouncing
from ^in++++=from
the ^ati++++=the
road ^nn++++=road
and ^cc++++=and
running ^nvbg+++xvbg+=running
from ^in++++=from
the ^ati++++=the
eaves ^nns++++=eaves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lighthouse ^nn++++=lighthouse
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
In ^in++++=In
its ^pp$+it+++=its
place ^nn++++=place
stood ^vbd+++xvbn+=stood
the ^ati++++=the
old ^jj+atrb+++=old
Bellweather ^np+nom++??+=Bellweather
railway ^nn++++=railway
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
demolished ^xvbn+++xvbn+=demolished
before ^in++++=before
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
birth ^nn++++=birth.
. ^zz++++=EXTRAWORD
A ^at++++=A
young ^jj+atrb+++=young
woman ^nn++++=woman
waited ^vbd+++xvbn+=waited
beneath ^in+pl+++=beneath
the ^ati++++=the
station ^nn+nom+++=station
awning ^nn++++=awning.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
a ^at++++=a
yellow ^jj+atrb+++=yellow
dress ^nn++++=dress
and ^cc++++=and
held ^vbd+vprv++xvbn+=held
a ^at++++=a
suitcase ^nn++++=suitcase
in ^in++++=in
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv+tht0+xvbn+=knew
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
by ^in++++=by
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
the ^ati++++=the
small ^jj+atrb+++=small
portrait ^nn++++=portrait
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
on ^in++++=on
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
mantel ^nn+++??+=mantel
until ^cs+sub+++=until
the ^ati++++=the
day ^nn++++=day
he ^pp3a+pp3+++=he
died ^vbd+++xvbnx+=died.
. ^zz++++=EXTRAWORD
" ^zz++++="Mother,"
mother ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
Venn ^np+++??+=Venn
was ^vbd+bedz+vrb++=was
eighteen ^cd++++=eighteen
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
nothing ^pn++++=nothing
like ^in++++=like
the ^ati++++=the
tired ^jj+atrb++xvbn+=tired
woman ^nn++++=woman
in ^in++++=in
the ^ati++++=the
portrait ^nn++++=portrait.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
black ^jj+pred+++=black
and ^cc+phrs+++=and
loose ^jj++++=loose,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks
bright ^jj++++=bright
with ^in++++=with
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
kept ^vbd+++xvbnx+=kept
glancing ^vbg+++xvbg+=glancing
toward ^in++++=toward
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
A ^at++++=A
train ^nn++++=train
waited ^vbd+++xvbn+=waited
beside ^in+pl+++=beside
the ^ati++++=the
platform ^nn++++=platform,
, ^zz++++=EXTRAWORD
steam ^nn++++=steam
rolling ^vwbg+++xvbg+=rolling
under ^in++++=under
its ^pp$+it+++=its
wheels ^nns++++=wheels.
. ^zz++++=EXTRAWORD
The ^ati++++=The
conductor ^nn++++=conductor
called ^vbd+++xvbn+=called
for ^in+ppvb+++=for
passengers ^nns+nom+++=passengers
to ^in++++=to
board ^nn++++=board.
. ^zz++++=EXTRAWORD
Still ^rb+atrb+++=Still
Elian ^np+++??+=Elian
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
came ^vbd+++xvbn+=came
running ^jj+++xvbg+=running
through ^in++++=through
the ^ati++++=the
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
recognized ^vwbn+++xvbn+=recognized
her ^pp3o+pp3+++=her
father ^nn++++=father
more ^rbr++++=more
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
was ^vbd+bedz+vrb++=was
thin ^jj+pred+++=thin,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
twenty ^cd++++=twenty,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
shirt ^nn++++=shirt
untucked ^vbd+++xvbn+=untucked
and ^cc++++=and
blood ^nn++++=blood
on ^in++++=on
one ^cd1++++=one
sleeve ^nn++++=sleeve.
. ^zz++++=EXTRAWORD
" ^zz++++="Elian!"
elian ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ran ^vbd+++xvbnx+=ran
to ^in+ppvb+++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
came ^vbd+++xvbn+=came,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++=I
would ^md+prd+++=would."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
hurt ^vpsv++agls+xvbnx+=hurt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
train ^nn++++=train.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
suitcase ^nn++++=suitcase
and ^cc++++=and
threw ^vbd+++xvbn+=threw
it ^pp3+it+++=it
onto ^in++++=onto
the ^ati++++=the
tracks ^nns++++=tracks.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="We're
we ^pp1a+pp1+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
not ^xnot++not++=not
going ^vbg+++xvbg+=going,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
brother ^nn++++=brother
" ^zz++++="
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
brother ^npt++++=brother
made ^vbd+++xvbn+=made
his ^pp$+pp3+++=his
choice ^nn++++=choice."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
everyone ^pn++++=everyone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
conductor ^nn++++=conductor
shouted ^vbd+vpub++xvbn+=shouted
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
took ^vbd+++xvbn+=took
Elian ^np++++=Elian's
's ^$++++=EXTRAWORD
face ^nn++++=face
between ^in++++=between
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
rather ^rb++++=rather
be ^vb+be+vrb++=be
poor ^jj+pred+++=poor
here ^rn+pl+++=here
with ^in++++=with
you ^pp2+pp2+++=you
than ^in++++=than
rich ^jj++++=rich
anywhere ^rb++++=anywhere
else ^rb+cnj+++=else."
