When ^wrb+who+++=When
the ^ati++++=the
waves ^nns++++=waves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
was ^vbd+bedz+vrb++=was
deep ^jj+pred+++=deep
and ^cc+phrs+++=and
distant ^jj++++=distant,
, ^zz++++=EXTRAWORD
more ^ql++++=more
felt ^vbd+vprv++xvbn+=felt
than ^in++++=than
heard ^nn++++=heard.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
trembled ^vbd+++xvbn+=trembled
through ^in++++=through
the ^ati++++=the
wet ^jj+atrb+++=wet
sand ^nn++++=sand
and ^cc++++=and
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
bones ^nns++++=bones
of ^in++++=of
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once.
. ^zz++++=EXTRAWORD
Twice ^rb++++=Twice.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
times ^nns++++=times.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stopped ^vbd+++xvbnx+=stopped
beside ^in+pl+++=beside
a ^at++++=a
line ^nn++++=line
of ^in++++=of
seaweed ^nn++++=seaweed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gulls ^nns++++=gulls
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
crying ^nvbg+++xvbg+=crying.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
tide ^nn++++=tide
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
pause ^vbi++++=pause,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
its ^pp$+it+++=its
white ^jj+atrb+++=white
breath ^nn++++=breath
against ^in++++=against
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
the ^ati++++=the
drowned ^jj+atrb++xvbn+=drowned
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
A ^at++++=A
century ^nn++++=century
earlier ^jjr++++=earlier,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
cliff ^np++++=cliff
road ^npl++++=road
was ^vbd+bedz+aux++=was
built ^vpsv++agls+xvbnx+=built,
, ^zz++++=EXTRAWORD
the ^ati++++=the
village ^nn+nom+++=village
church ^npl++++=church
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
on ^in++++=on
a ^at++++=a
low ^jj+atrb+++=low
island ^nn++++=island
beyond ^in++++=beyond
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea
rose ^vbd+++xvbn+=rose
for ^in++++=for
six ^cd++++=six
days ^nns++++=days
and ^cc++++=and
swallowed ^vbd+++xvbn+=swallowed
the ^ati++++=the
island ^nn++++=island.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
escaped ^vbd+++xvbn+=escaped
in ^in++++=in
a ^at++++=a
fishing ^jj+atrb++xvbg+=fishing
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
the ^ati++++=the
silver ^nn++++=silver
candlesticks ^nns++++=candlesticks,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
bell ^nn++++=bell
was ^vbd+bedz+vrb++=was
too ^ql++++=too
heavy ^jj++++=heavy
to ^to++++=to
save ^vbi++++=save.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in++++=to
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
grandfather ^nn+nom+++=grandfather,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
whenever ^nn+nom+++=whenever
someone ^pn++++=someone
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost
at ^rb++++=at
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in++++=to
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
nonsense ^nn++++=nonsense.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in++++=to
Mara ^np+++??+=Mara,
, ^zz++++=EXTRAWORD
until ^in++++=until
that ^dt+dem+++=that
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
only ^rb+down+++=only
a ^at++++=a
story ^nn++++=story.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fourth ^od++++=fourth
note ^vb+vprv+++=note
rolled ^vbd+++xvbn+=rolled
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
offshore ^jjb++++=offshore,
, ^zz++++=EXTRAWORD
something ^pn++++=something
dark ^jj++++=dark
moved ^jj+++xvbn+=moved
between ^in++++=between
the ^ati++++=the
waves ^nns++++=waves.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
rope ^nn++++=rope
and ^cc++++=and
ran ^vbd+++xvbn+=ran.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Kestrel ^np+++??+=Kestrel,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
moored ^vpsv++agls+xvbnx+=moored
inside ^jjb++++=inside
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
reached ^vbd+++xvbnx+=reached
it ^pp3+it+++=it
in ^in++++=in
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
breathless ^jj++++=breathless,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
untied ^vbd+++xvbn+=untied
the ^ati++++=the
painter ^nn++++=painter
with ^in++++=with
cold ^jj+atrb+++=cold
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Bram ^np+++??+=Bram,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
mending ^vbg+++xvbgx+=mending
nets ^nns++++=nets
nearby ^jjb++++=nearby,
, ^zz++++=EXTRAWORD
shouted ^j+++xvbn+=shouted
after ^in++++=after
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^vbg+++xvbg+=going?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Someone's
someone ^pn++++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
out ^rp+pl+++=out
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
boats ^nns++++=boats
are ^vb+ber+aux++=are
missing ^vbg+++xvbgx+=missing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
saw ^vbd+vprv++xvbn+=saw
driftwood ^nn+++??+=driftwood."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Mara ^np+++??+=Mara
had ^vb+hv+aux++=had
already ^rb++splt++=already
started ^vprf+++xvbnx+=started
the ^ati++++=the
engine ^nn++++=engine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Kestrel ^np+++??+=Kestrel
shuddered ^vbd+++xvbn+=shuddered,
, ^zz++++=EXTRAWORD
backed ^j+++xvbn+=backed
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vpsv++agls+xvbn+=turned
toward ^in++++=toward
open ^jj+atrb+++=open
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
harbor ^nn++++=harbor,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
rough ^jj+pred+++=rough
from ^in++++=from
the ^ati++++=the
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
Long ^rb++++=Long
gray ^np++++=gray
swells ^nns++++=swells
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
boat ^nn++++=boat
and ^cc++++=and
lowered ^vbd+++xvbn+=lowered
it ^pp3+it+++=it
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Spray ^nn++++=Spray
struck ^vbd+++xvbn+=struck
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
at ^rb++++=at
the ^ati++++=the
wheel ^nn++++=wheel,
, ^zz++++=EXTRAWORD
searching ^vbg+++xvbg+=searching
the ^ati++++=the
water ^nn++++=water
whenever ^nn+nom+++=whenever
the ^ati++++=the
Kestrel ^np+++??+=Kestrel
rose ^vbd+++xvbn+=rose
on ^in++++=on
a ^at++++=a
crest ^nn++++=crest.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
saw ^vbd+vprv+tht0+xvbnx+=saw
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
caught ^vbd+++xvbnx+=caught
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
dark ^jj+atrb+++=dark
shape ^nn++++=shape
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
wooden ^jj+atrb+++=wooden
door ^nn++++=door.
. ^zz++++=EXTRAWORD
A ^at++++=A
boy ^nn++++=boy
lay ^vbd+++xvbn+=lay
across ^in+pl+++=across
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
steered ^vbd+++xvbn+=steered
toward ^in++++=toward
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
cut ^j+++xvbn+=cut
the ^ati++++=the
engine ^nn++++=engine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaned ^vpsv++agls+xvbn+=leaned
over ^in++++=over
the ^ati++++=the
side ^nn++++=side
with ^in++++=with
a ^at++++=a
boat ^nn++++=boat
hook ^nn++++=hook.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
drifted ^vbd+++xvbn+=drifted
just ^rb+emph+++=just
beyond ^in++++=beyond
reach ^nn++++=reach.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stretched ^vbd+++xvbnx+=stretched
farther ^rbr++++=farther,
, ^zz++++=EXTRAWORD
boots ^nns++++=boots
slipping ^vwbg+++xvbg+=slipping
on ^in++++=on
the ^ati++++=the
wet ^jj+atrb+++=wet
deck ^nn++++=deck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
caught ^vbd+++xvbn+=caught
the ^ati++++=the
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
on ^in+strn+++=on,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
muttered ^vbd+++xvbnx+=muttered,
, ^zz++++=EXTRAWORD
hauling ^nn+nom+++=hauling
him ^pp3o+pp3+++=him
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
not ^xnot++not++=not
allowed ^vb++pmd"+xvbn+=allowed
to ^to+vcmp+pmd++=to
be ^vbi++vrb++=be
dead ^jj++++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
small ^jj+pred+++=small,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
ten ^cd++++=ten
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
with ^in++++=with
dark ^jj+atrb+++=dark
hair ^nn++++=hair
stuck ^vbd+++xvbn+=stuck
to ^in++++=to
his ^pp$+pp3+++=his
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
hand ^nn++++=hand
was ^vbd+bedz+aux++=was
wrapped ^vpsv++agls+xvbnx+=wrapped
around ^rp++++=around
an ^at++++=an
iron ^nn++++=iron
key ^jjb++++=key
on ^in++++=on
a ^at++++=a
red ^jj+atrb+++=red
cord ^nn++++=cord.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
dragged ^vbd+++xvbn+=dragged
him ^pp3o+pp3+++=him
aboard ^in+strn+++=aboard,
, ^zz++++=EXTRAWORD
nearly ^rb+down+++=nearly
falling ^nvbg+++xvbg+=falling
backward ^jj++++=backward
under ^in++++=under
his ^pp$+pp3+++=his
weight ^nn++++=weight.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
terrible ^jj+atrb+++=terrible
moment ^nn++++=moment
he ^pp3a+pp3+++=he
remained ^vbd+++xvbnx+=remained
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
coughed ^vbd+++xvbnx+=coughed
up ^rp++++=up
seawater ^jjr++++=seawater
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
breathe ^vbi++++=breathe.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
Mara ^np+++??+=Mara
returned ^vbd+++xvbn+=returned
to ^in++++=to
Bellweather ^np+nom++??+=Bellweather,
, ^zz++++=EXTRAWORD
half ^abn++++=half
the ^ati++++=the
village ^nn+nom+++=village
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
at ^rb++++=at
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
Bram ^np+++??+=Bram
carried ^vbd+++xvbn+=carried
the ^ati++++=the
boy ^nn++++=boy
to ^in++++=to
the ^ati++++=the
inn ^nn++++=inn,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
laid ^vbd+++xvbnx+=laid
him ^pp3o+pp3+++=him
near ^in+pl+++=near
the ^ati++++=the
kitchen ^nn++++=kitchen
stove ^nn++++=stove
and ^cc++++=and
wrapped ^jj+++xvbn+=wrapped
him ^pp3o+pp3+++=him
in ^in++++=in
blankets ^nns++++=blankets.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
Cross ^nn++++=Cross,
, ^zz++++=EXTRAWORD
the ^ati++++=the
village ^nn+nom+++=village
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
him ^pp3o+pp3+++=him
while ^cs+sub+++=while
Mara ^np+++??+=Mara
stood ^vbd+++xvbn+=stood
dripping ^jj+++xvbg+=dripping
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
broken ^jj+atrb++xvbn+=broken
bones ^nns++++=bones,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Cold,
cold ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
exhausted ^j+++xvbn+=exhausted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lucky ^jj++++=lucky."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
come ^vb++++=come
from ^in+ppvb+++=from?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
clothes ^nns++++=clothes.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
oddly ^rb++splt++=oddly
made ^vpsv++agls+xvbnx+=made:
: ^zz++++=EXTRAWORD
a ^at++++=a
wool ^nn++++=wool
coat ^nn++++=coat
with ^in++++=with
bone ^nn++++=bone
buttons ^nns++++=buttons,
, ^zz++++=EXTRAWORD
rough ^jj+atrb+++=rough
trousers ^nns+nom+++=trousers,
, ^zz++++=EXTRAWORD
leather ^nn++++=leather
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
from ^in++++=from
Bellweather ^np+nom++??+=Bellweather."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
from ^in++++=from
a ^at++++=a
ship ^nn++++=ship,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
Anya ^np+++??+=Anya,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
owned ^vbd+++xvbn+=owned
the ^ati++++=the
inn ^nn++++=inn.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
could ^md+pos+++=could
be ^vb+be+vrb++=be
wreckage ^nn+nom+++=wreckage
farther ^rbr++++=farther
north ^nr+pl+++=north."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
distress ^nns+nom+++=distress
signals ^nns+nom+++=signals
came ^vbd+++xvbn+=came
during ^in++++=during
the ^ati++++=the
storm ^nn++++=storm,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bram ^np+++??+=Bram
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
stirred ^vbd+++xvbn+=stirred.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
the ^ati++++=the
color ^nn++++=color
of ^in++++=of
green ^jj+atrb+++=green
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
around ^rp++++=around
the ^ati++++=the
crowded ^jj+atrb++xvbn+=crowded
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
frightened ^j+++xvbn+=frightened
and ^cc+phrs+++=and
confused ^jj+++xvbn+=confused.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
his ^pp$+pp3+++=his
gaze ^nn++++=gaze
found ^vbd+vprv++xvbn+=found
Mara ^np+++??+=Mara.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
heard ^vbd+vprv++xvbn+=heard
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
bell ^nn++++=bell?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
nodded ^vbd+++xvbnx+=nodded.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
went ^vbd+++xvbn+=went
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
your ^pp$+pp2+++=your
name ^nn++++=name?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
asked ^vbd+vsua++xvbn+=asked
gently ^rb++++=gently.
. ^zz++++=EXTRAWORD
" ^zz++++="Silas
silas ^vbz+++??+=EXTRAWORD
Vale ^npl++++=Vale."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
where ^wrb+who+++=where
are ^vb+ber+vrb++=are
your ^pp$+pp2+++=your
parents ^nns++++=parents?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
clutched ^vbd+++xvbn+=clutched
the ^ati++++=the
iron ^nn++++=iron
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
Saint ^nn++++=Saint
Orra ^np+++??+=Orra."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bram ^np+++??+=Bram
frowned ^vbd+++xvbn+=frowned.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
Saint ^nn++++=Saint
Orra ^np+++??+=Orra
near ^rb++++=near
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
boy ^nn++++=boy
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
bell ^nn++++=bell
tower ^nn++++=tower
stands ^vbz++++=stands."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Someone ^pn++++=Someone
near ^in+pl+++=near
the ^ati++++=the
door ^nn++++=door
laughed ^vbd+++xvbn+=laughed
nervously ^rb++++=nervously.
. ^zz++++=EXTRAWORD
Anya ^np+++??+=Anya
folded ^vbd+++xvbn+=folded
her ^pp3o+pp3+++=her
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
bell ^nn++++=bell
tower ^nn++++=tower
drowned ^vbd+++xvbn+=drowned
a ^at++++=a
hundred ^cd++++=hundred
years ^nns++++=years
ago ^rb++++=ago."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
turned ^vbd+++xvbn+=turned
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
hundred ^cd++++=hundred?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
struggled ^vbd+++xvbnx+=struggled
to ^to+vcmp+++=to
sit ^vbi++++=sit
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
calm ^vbi++++=calm
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
boy ^nn++++=boy
pushed ^vwbn+++xvbn+=pushed
the ^ati++++=the
blankets ^nns++++=blankets
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
go ^vb++++=go
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
water ^nn++++=water
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
the ^ati++++=the
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
Father ^npt++++=Father
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
take ^vbi++++=take
the ^ati++++=the
key ^jjb++++=key
and ^cc++++=and
find ^vb+vprv+++=find
the ^ati++++=the
bell ^nn++++=bell
keeper ^nn++++=keeper.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
