Every ^at++++=Every
off ^in+pl+++=off
the ^ati++++=the
salt ^nn++++=salt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
entered ^vbd+++xvbn+=entered
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
ledger ^np++++=ledger.
. ^zz++++=EXTRAWORD
March ^nr++++=March
3 ^zz++++=3:
: ^zz++++=EXTRAWORD
One ^cd1++++=One
green ^jj+atrb+++=green
bottle ^nn++++=bottle,
, ^zz++++=EXTRAWORD
unbroken ^jj++++=unbroken.
. ^zz++++=EXTRAWORD
No ^at++++=No
message ^nn+nom+++=message
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
March ^nr++++=March
4 ^zz++++=4:
: ^zz++++=EXTRAWORD
A ^at++++=A
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
glove ^nn++++=glove,
, ^zz++++=EXTRAWORD
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
gray ^np++++=gray
wool ^nn++++=wool.
. ^zz++++=EXTRAWORD
March ^nr++++=March
5 ^zz++++=5:
: ^zz++++=EXTRAWORD
A ^at++++=A
compass ^nn++++=compass
pointing ^vwbg+++xvbg+=pointing
south ^nr+pl+++=south.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
had ^vbd+hvd+aux++=had
appointed ^vprf+++xvbnx+=appointed
Mara ^np+++??+=Mara
keeper ^nn++++=keeper
of ^in++++=of
returned ^vbd+++xvbn+=returned
things ^nns++++=things.
. ^zz++++=EXTRAWORD
The ^ati++++=The
duty ^nn++++=duty
had ^vbd+hvd+aux++=had
belonged ^vprf+++xvbnx+=belonged
to ^in++++=to
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^in++++=before
him ^pp3o+pp3+++=him
to ^in++++=to
her ^pp$+pp3+++=her
grandmother ^nn+nom+++=grandmother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
that ^dt+dem+++=that
to ^in++++=to
someone ^pn++++=someone
whose ^whp+who+++=whose
name ^nn++++=name
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
lost ^vpsv++agls+xvbnx+=lost.
. ^zz++++=EXTRAWORD
On ^in++++=On
Bellweather ^np+nom++??+=Bellweather,
, ^zz++++=EXTRAWORD
tradition ^nn+nom+++=tradition
did ^vbd+dod+aux++=did
not ^xnot++not++=not
require ^vb+vsua+++=require
explanation ^nn+nom+++=explanation.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
required ^vbd+++xvbn+=required
only ^rb+down+++=only
that ^dt+dem+++=that
someone ^pn++++=someone
continue ^vb++++=continue
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
islanders ^nns+nom+++=islanders
sometimes ^rb++++=sometimes
came ^vbd+++xvbn+=came
to ^to++++=to
claim ^vbi++++=claim
what ^wdt+who+++=what
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Foss ^np++++=Foss
recovered ^vbd+++xvbn+=recovered
a ^at++++=a
wedding ^nn++++=wedding
ring ^nn++++=ring
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
dropped ^vprf+++xvbnx+=dropped
while ^cs+sub+++=while
gutting ^nn++++=gutting
fish ^nn++++=fish
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years
earlier ^jjr++++=earlier.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
sisters ^nns+nom+++=sisters
from ^in++++=from
the ^ati++++=the
north ^nr+pl+++=north
shore ^nn++++=shore
argued ^vwbn+vpub++xvbn+=argued
for ^in++++=for
an ^at++++=an
entire ^jjb+atrb+++=entire
afternoon ^nn++++=afternoon
over ^in++++=over
a ^at++++=a
porcelain ^nn++++=porcelain
doll ^nn++++=doll,
, ^zz++++=EXTRAWORD
each ^dt++++=each
insisting ^jj+++xvbg+=insisting
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj+atrb+++=old
woman ^nn++++=woman
named ^vbd+++xvbn+=named
Evelyn ^np++++=Evelyn
opened ^vbd+++xvbn+=opened
the ^ati++++=the
lighthouse ^nn++++=lighthouse
door ^nn++++=door,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
a ^at++++=a
wooden ^jj+atrb+++=wooden
comb ^nn++++=comb
on ^in++++=on
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
weep ^vbi++++=weep
before ^cs+sub+++=before
Mara ^np+++??+=Mara
could ^md+pos+++=could
ask ^vb++++=ask
her ^pp$+pp3+++=her
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
objects ^nns++++=objects
went ^vbd+++xvbn+=went
unclaimed ^jj++++=unclaimed.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stored ^vwbn+++xvbn+=stored
them ^pp3o+pp3+++=them
in ^in++++=in
the ^ati++++=the
rooms ^nns++++=rooms
below ^in+pl+++=below
the ^ati++++=the
lamp ^nn++++=lamp:
: ^zz++++=EXTRAWORD
spectacles ^nns++++=spectacles
clouded ^vwbn+++xvbn+=clouded
by ^in++++=by
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
rusted ^jj+atrb++xvbn+=rusted
tools ^nns++++=tools,
, ^zz++++=EXTRAWORD
coins ^nns++++=coins
stamped ^vwbn+++xvbn+=stamped
with ^in++++=with
forgotten ^vbn+vprv++xvbn+=forgotten
kings ^nns++++=kings.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
imagined ^vprf++tht0+xvbnx+=imagined
the ^ati++++=the
lighthouse ^nn++++=lighthouse
was ^vbd+bedz+vrb++=was
the ^ati++++=the
sea ^npl++++=sea's
's ^$++++=EXTRAWORD
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
with ^in++++=with
every ^at++++=every
shelf ^nn++++=shelf
holding ^vwbg+++xvbg+=holding
something ^pn++++=something
the ^ati++++=the
water ^nn++++=water
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
bear ^vb+vprv+++=bear
to ^to+vcmp+++=to
remember ^nn+nom+++=remember.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vbd+hvd+aux++=had
corrected ^vprf+++xvbnx+=corrected
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^nn++++=sea
forgets ^vbz++++=forgets
nothing ^pn++++=nothing,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
trouble ^nn++++=trouble."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
disappeared ^vbd+seem++xvbnx+=disappeared
when ^wrb+who+++=when
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
seventeen ^cd++++=seventeen.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
boat ^nn++++=boat
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
drifting ^jj+++xvbg+=drifting
five ^cd++++=five
miles ^nns++++=miles
south ^np+pl+++=south
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sail ^nn++++=sail
was ^vbd+bedz+aux++=was
torn ^vpsv++agls+xvbnx+=torn,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mast ^nn++++=mast
cracked ^vbd+++xvbn+=cracked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
deck ^nn++++=deck
empty ^jj++++=empty.
. ^zz++++=EXTRAWORD
For ^in++++=For
weeks ^nns++++=weeks,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
went ^vbd+++xvbn+=went
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
stones ^nns++++=stones
before ^cs+sub+++=before
dawn ^nn++++=dawn
and ^cc++++=and
waited ^vpsv++agls+xvbn+=waited
for ^in++++=for
the ^ati++++=the
sea ^nn++++=sea
to ^to++++=to
return ^vbi++++=return
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
brought ^vbd+++xvbn+=brought
a ^at++++=a
pipe ^nn++++=pipe,
, ^zz++++=EXTRAWORD
a ^at++++=a
length ^nn++++=length
of ^in++++=of
blue ^jj+atrb+++=blue
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
a ^at++++=a
dead ^jj+atrb+++=dead
man ^nn++++=man's
's ^$++++=EXTRAWORD
boot ^nn++++=boot
that ^tht+rel+++=that
belonged ^jj+++xvbn+=belonged
to ^in++++=to
someone ^pn++++=someone
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
Eventually ^rb+cnj+++=Eventually,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stopped ^vbd+++xvbnx+=stopped
expecting ^vbg+vprv++xvbg+=expecting.
. ^zz++++=EXTRAWORD
Twenty ^cd++++=Twenty
years ^nns++++=years
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
windless ^jj+atrb+++=windless
morning ^nn++++=morning
in ^in++++=in
April ^nr++++=April,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
a ^at++++=a
pocket ^nn++++=pocket
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
saw ^vbd+vprv++xvbn+=saw
it ^pp3+it+++=it
shining ^jj+++xvbg+=shining
between ^in++++=between
two ^cd++++=two
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
touched ^vbd+++xvbnx+=touched
it ^pp3+it+++=it:
: ^zz++++=EXTRAWORD
the ^ati++++=the
dent ^np++++=dent
near ^in+pl+++=near
the ^ati++++=the
hinge ^nn++++=hinge,
, ^zz++++=EXTRAWORD
the ^ati++++=the
scratched ^jj+atrb++xvbn+=scratched
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
the ^ati++++=the
initials ^nns+nom+++=initials
E.v ^np+++??+=E.V.
. ^zz++++=EXTRAWORD
engraved ^j+++xvbn+=engraved
on ^in++++=on
the ^ati++++=the
back ^nn++++=back.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hands ^nns++++=hands
shook ^vbd+++xvbn+=shook
as ^ql++++=as
she ^pp3a+pp3+++=she
opened ^vbd+++xvbnx+=opened
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
watch ^vb++++=watch
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
at ^rb++++=at
4:17 ^cd++++=4:17.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
the ^ati++++=the
lid ^nn++++=lid
was ^vbd+bedz+vrb++=was
a ^at++++=a
tiny ^jj+atrb+++=tiny
painted ^jj+atrb++xvbn+=painted
portrait ^nn++++=portrait
of ^in++++=of
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
Liora ^np+++??+=Liora,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
when ^wrb+who+++=when
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
five ^cd++++=five.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
used ^md"++pmd"++=used
to ^to++++=to
open ^vb++++=open
it ^pp3+it+++=it
on ^in++++=on
quiet ^nn++++=quiet
evenings ^nns++++=evenings
and ^cc++++=and
stare ^nn++++=stare
at ^rb++++=at
the ^ati++++=the
portrait ^nn++++=portrait
as ^cs+sub+++=as
if ^cs+cnd+++=if
listening ^nvbg+++xvbg+=listening
to ^in++++=to
someone ^pn++++=someone
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
carried ^vbd+++xvbn+=carried
the ^ati++++=the
watch ^vb++++=watch
to ^to+vcmp+++=to
the ^ati++++=the
lighthouse ^nn++++=lighthouse
and ^cc++++=and
set ^nn+++xvbn+=set
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
kitchen ^nn++++=kitchen
table ^nn++++=table.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
wash ^vb++++=wash
away ^rp+pl+++=away
the ^ati++++=the
salt ^nn++++=salt.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
in ^in++++=in
thirty ^cd++++=thirty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
years ^nns++++=years,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
left ^vbd+++xvbnx+=left
the ^ati++++=the
ledger ^np++++=ledger
blank ^np++++=blank.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
a ^at++++=a
boy ^nn++++=boy
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Finn ^np+++??+=Finn
Rook ^np+++??+=Rook,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
eleven ^cd++++=eleven
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
claimed ^vbd+vpub++xvbnx+=claimed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
nearly ^rb+down+++=nearly
twelve ^cd++++=twelve.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lived ^vbd+++xvbnx+=lived
with ^in+ppvb+++=with
his ^pp$+pp3+++=his
aunt ^nn++++=aunt
in ^in++++=in
the ^ati++++=the
village ^nn+nom+++=village
and ^cc++++=and
had ^vb+hv+vrb++=had
a ^at++++=a
habit ^nn++++=habit
of ^in++++=of
asking ^xvbg+++xvbg+=asking
questions ^nns+nom+++=questions
adults ^nns++++=adults
found ^vbd+vprv++xvbn+=found
inconvenient ^jj++++=inconvenient.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea
bring ^vb++++=bring
anything ^pn++++=anything
good ^jj++++=good?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
that ^dt+pdem+++=that
belongs ^vbz++++=belongs
to ^in++++=to
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
what ^wdt+who+++=what
it ^pp3+it+++=it
brought ^vbd+++xvbn+=brought
is ^vbz+bez+vrb++=is
older ^jjr+pred+++=older
than ^in++++=than
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
aunt ^nn++++=aunt,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
belongs ^vbz++++=belongs
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
person ^nn++++=person
belongs ^vbz++++=belongs
to ^in++++=to
anyone ^pn++++=anyone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Finn ^np+++??+=Finn
considered ^vwbn+vprv+tht0+xvbn+=considered
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
why ^wrb+who+++=why
do ^vb+do+aux++=do
people ^nns++++=people
say ^vb+vpub+++=say
' ^zz++++='my
my ^pp$+pp1+++=EXTRAWORD
mother ^nn++++=mother'
' ^zz++++=EXTRAWORD
and ^cc++++=and
' ^zz++++='my
my ^pp$+pp1+++=EXTRAWORD
brother ^nn++++=brother'?"
'?" ^nn+++??+=EXTRAWORD
Mara ^np+++??+=Mara,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
unused ^jj+pred+++=unused
to ^to++++=to
being ^xvbg+++xvbg+=being
challenged ^vpsv++agls+xvbn+=challenged
before ^in++++=before
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
frowned ^j+++xvbn+=frowned
at ^in++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Finn ^np+++??+=Finn
spotted ^vbd+++xvbn+=spotted
the ^ati++++=the
watch ^nn++++=watch
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
yours ^pp$$++++=yours?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leaned ^vbd+++xvbnx+=leaned
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
your ^pp$+pp2+++=your
initials ^nns+nom+++=initials."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father's."
's." ^nn+++??+=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
one ^cd1++++=one
who ^whp+rel+obj++=who
drowned ^jj+++xvbn+=drowned?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
closed ^vbd+++xvbn+=closed
around ^rp++++=around
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
" ^zz++++="People
people ^nns++++=EXTRAWORD
who ^whp+rel+subj++=who
drown ^vb++++=drown
are ^vb+ber+aux++=are
usually ^rb+down+splt++=usually
found ^vpsv++agls+xvbnx+=found."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Finn ^np+++??+=Finn
lowered ^vbd+++xvbn+=lowered
his ^pp$+pp3+++=his
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
drown ^vb++++=drown."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
possibility ^nn+nom+++=possibility
occurred ^vbd+++xvbn+=occurred
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
time ^nn++++=time
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
vanish ^vb++++=vanish?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
knows ^vbz+vprv+++=knows."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Finn ^np+++??+=Finn
pointed ^vbd+++xvbn+=pointed
to ^in++++=to
the ^ati++++=the
frozen ^jj+atrb++xvbn+=frozen
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
4:17 ^cd++++=4:17."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
stopped ^vbd+++xvbn+=stopped
because ^cs+cos+++=because
seawater ^jjr++++=seawater
entered ^jj+++xvbn+=entered
the ^ati++++=the
mechanism ^nn+nom+++=mechanism."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
glass ^nn++++=glass
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
fogged ^jj+++xvbn+=fogged."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
looked ^vbd+++xvbn+=looked
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
was ^vbd+bedz+vrb++=was
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
The ^ati++++=The
watch ^nn++++=watch
appeared ^vbd+seem++xvbn+=appeared
dry ^jj++++=dry.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
salt ^jj+pred+++=salt
on ^in++++=on
the ^ati++++=the
case ^nn++++=case,
, ^zz++++=EXTRAWORD
