By ^in++++=By
against ^in++++=against
the ^ati++++=the
current ^nn++++=current.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
sun ^nn++++=sun
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
the ^ati++++=the
building ^nn++++=building
turned ^vbd+++xvbn+=turned
gently ^rb++++=gently
until ^cs+sub+++=until
its ^pp$+it+++=its
blue ^jj+atrb+++=blue
door ^nn++++=door
faced ^vwbn+++xvbn+=faced
the ^ati++++=the
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
door ^nn++++=door
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
A ^at++++=A
boy ^nn++++=boy
stepped ^vbd+++xvbn+=stepped
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
ten ^cd++++=ten
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
short ^jj+atrb+++=short
trousers ^nns+nom+++=trousers,
, ^zz++++=EXTRAWORD
a ^at++++=a
white ^jj+atrb+++=white
shirt ^nn++++=shirt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
red ^nn++++=red
knitted ^vbd+++xvbn+=knitted
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
feet ^nns++++=feet
were ^vbd+bed+vrb++=were
bare ^jj+pred+++=bare.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
on ^in++++=on
the ^ati++++=the
narrow ^jj+atrb+++=narrow
porch ^nn++++=porch
while ^cs+sub+++=while
waves ^nns++++=waves
rolled ^vbd+++xvbn+=rolled
under ^in++++=under
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
lifting ^nvbg+++xvbg+=lifting
it ^pp3+it+++=it
without ^in++++=without
disturbing ^xvbg+++xvbg+=disturbing
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
telescope ^nn++++=telescope.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
seconds ^nns++++=seconds
she ^pp3a+pp3+++=she
could ^md+pos+++=could
hear ^vb+vprv+++=hear
only ^rb+down+++=only
the ^ati++++=the
lamp ^nn++++=lamp
mechanism ^nn+nom+++=mechanism
ticking ^vwbg+++xvbg+=ticking
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
belly ^nn++++=belly
of ^in++++=of
the ^ati++++=the
lighthouse ^nn++++=lighthouse,
, ^zz++++=EXTRAWORD
the ^ati++++=the
storm ^nn++++=storm
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+aux++=had
not ^xnot++not++=not
rung ^vprf+++xvbn+=rung
in ^in++++=in
forty ^cd++++=forty
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
passed ^vbd+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
stone ^nn++++=stone
tower ^nn++++=tower
and ^cc++++=and
into ^in++++=into
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
bones ^nns++++=bones.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ran ^vbd+++xvbnx+=ran.
. ^zz++++=EXTRAWORD
At ^rb++++=At
sixty ^cd++++=sixty-two,
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
not ^xnot++not++=not
to ^to++++=to
hurry ^vbi++++=hurry
on ^in++++=on
spiral ^nn++++=spiral
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
flew ^vbd+++xvbnx+=flew
down ^rp++++=down
them ^pp3o+pp3+++=them
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
hand ^nn++++=hand
sliding ^vwbg+++xvbg+=sliding
along ^in++++=along
the ^ati++++=the
central ^jj+atrb+++=central
iron ^nn++++=iron
post ^nn++++=post.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
snatched ^vbd+++xvbnx+=snatched
her ^pp$+pp3+++=her
coat ^nn++++=coat
from ^in++++=from
its ^pp$+it+++=its
peg ^nn++++=peg,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
the ^ati++++=the
wet ^jj+atrb+++=wet
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dragged ^vbd+++xvbn+=dragged
the ^ati++++=the
small ^jj+atrb+++=small
motorboat ^nn++++=motorboat
down ^in++++=down
its ^pp$+it+++=its
rails ^nns++++=rails
into ^in++++=into
the ^ati++++=the
inlet ^nn++++=inlet.
. ^zz++++=EXTRAWORD
The ^ati++++=The
engine ^nn++++=engine
coughed ^vbd+++xvbn+=coughed
twice ^rb++++=twice
before ^in++++=before
catching ^nn++++=catching.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara
mara ^nn+++??+=EXTRAWORD
Venn ^np+++??+=Venn,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
muttered ^vbd+++xvbnx+=muttered,
, ^zz++++=EXTRAWORD
steering ^nvbg+++xvbg+=steering
toward ^in++++=toward
the ^ati++++=the
reef ^nn++++=reef,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
an ^at++++=an
old ^jj+atrb+++=old
fool ^nn++++=fool."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
returned ^jj+++xvbn+=returned
house ^npl++++=house
remained ^vbd+++xvbn+=remained
still ^jj+pred+++=still
while ^cs+sub+++=while
the ^ati++++=the
sea ^npl++++=sea
moved ^vbd+++xvbn+=moved
around ^rp++++=around
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Mara ^np+++??+=Mara
approached ^vbd+++xvbn+=approached,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
curtains ^nns++++=curtains
in ^in++++=in
the ^ati++++=the
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
A ^at++++=A
brass ^nn++++=brass
knocker ^jjr++++=knocker
gleamed ^jj+++xvbn+=gleamed
on ^in++++=on
the ^ati++++=the
blue ^jj+atrb+++=blue
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
stood ^vbd+++xvbn+=stood
waiting ^vbg+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
cut ^vbd+++xvbnx+=cut
the ^ati++++=the
engine ^nn++++=engine
several ^ap++++=several
yards ^nns++++=yards
from ^in++++=from
the ^ati++++=the
porch ^nn++++=porch.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara,"
mara ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
exactly ^rb++++=exactly
as ^ql++++=as
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gripped ^vbd+++xvbnx+=gripped
the ^ati++++=the
tiller ^nn++++=tiller.
. ^zz++++=EXTRAWORD
" ^zz++++="Lio?"
lio ^&fo++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
Lio ^np+++??+=Lio
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
eleven ^cd++++=eleven
when ^wrb+who+++=when
the ^ati++++=the
Great ^nn++++=Great
Tide ^vb++++=Tide
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
nine ^cd++++=nine.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
should ^md+nec+++=should
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
fifty ^cd++++=fifty-one
- ^zz++++=EXTRAWORD
one ^cd1++++=EXTRAWORD
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
took ^vbd+++xvbn+=took
your ^pp$+pp2+++=your
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stared ^vbd+++xvbn+=stared
at ^rb++++=at
his ^pp$+pp3+++=his
narrow ^jj+atrb+++=narrow
face ^nn++++=face,
, ^zz++++=EXTRAWORD
the ^ati++++=the
chipped ^jj+atrb++xvbn+=chipped
front ^jjb+atrb+++=front
tooth ^nn++++=tooth,
, ^zz++++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red
cap ^nn++++=cap
his ^pp$+pp3+++=his
grandmother ^nn+nom+++=grandmother
had ^vbd+hvd+aux++=had
knitted ^vprf+++xvbnx+=knitted.
. ^zz++++=EXTRAWORD
Memory ^nn++++=Memory,
, ^zz++++=EXTRAWORD
preserved ^xvbn+++xvbn+=preserved
without ^in++++=without
mercy ^nn++++=mercy.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
dead ^jj+pred+++=dead,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
they ^pp3a+pp3+++=they
tell ^vb++++=tell
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
wave ^nn++++=wave
nudged ^vbd+++xvbn+=nudged
the ^ati++++=the
boat ^nn++++=boat
against ^in++++=against
the ^ati++++=the
porch ^nn++++=porch.
. ^zz++++=EXTRAWORD
Lio ^np+++??+=Lio
crouched ^vbd+++xvbn+=crouched
and ^cc+phrs+++=and
tied ^vbd+++xvbn+=tied
its ^pp$+it+++=its
rope ^nn++++=rope
to ^in++++=to
a ^at++++=a
white ^jj+atrb+++=white
post ^nn++++=post.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vb++++=EXTRAWORD
inside ^jjb++++=inside,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
mother ^nn++++=mother
is ^vbz+bez+aux++=is
waiting ^vbg+++xvbgx+=waiting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
salt ^nn++++=salt,
, ^zz++++=EXTRAWORD
pears ^nns+++??+=pears,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bread ^nn++++=bread
baking ^nn++++=baking.
. ^zz++++=EXTRAWORD
Impossible ^jj+atrb+++=Impossible
scents ^nns++++=scents
spilled ^vbd+++xvbn+=spilled
through ^in++++=through
the ^ati++++=the
open ^jj+atrb+++=open
doorway ^nn++++=doorway.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
this ^dt+dem+++=this
a ^at++++=a
dream ^nn++++=dream?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
trap ^nn++++=trap?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
either ^dtx++++=either."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
helpful ^jj++++=helpful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
still ^rb++++=still
eleven ^cd++++=eleven."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
such ^abl++++=such
a ^at++++=a
thoroughly ^rb+amp+++=thoroughly
Lio ^np+++??+=Lio
answer ^vb++++=answer
that ^tht+vcmp+obj++=that
Mara ^np+++??+=Mara
almost ^rb+hdg+++=almost
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
tears ^nns++++=tears
stung ^vbd+++xvbn+=stung
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman
called ^vbd+++xvbn+=called
her ^pp3o+pp3+++=her
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
" ^zz++++="Mara,"
mara ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
as ^ql++++=as
everyone ^pn++++=everyone
called ^vbd+++xvbn+=called
her ^pp$+pp3+++=her
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
" ^zz++++="Marabelle,"
marabelle ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
second ^od++++=second
syllable ^nn++++=syllable
stretched ^vwbn+++xvbn+=stretched
in ^in++++=in
the ^ati++++=the
old ^jj+atrb+++=old
family ^nn++++=family
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stepped ^vbd+++xvbn+=stepped
onto ^in++++=onto
the ^ati++++=the
porch ^nn++++=porch.
. ^zz++++=EXTRAWORD
The ^ati++++=The
kitchen ^nn++++=kitchen
had ^vb+hv+vrb++=had
not ^xnot++not++=not
changed ^jj+++xvbn+=changed.
. ^zz++++=EXTRAWORD
Copper ^nn++++=Copper
pans ^nns++++=pans
hung ^vbd+++xvbn+=hung
over ^in++++=over
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
Blue ^jj+atrb+++=Blue
cups ^nns++++=cups
stood ^vbd+++xvbn+=stood
on ^in++++=on
open ^jj+atrb+++=open
shelves ^nns++++=shelves.
. ^zz++++=EXTRAWORD
A ^at++++=A
loaf ^nn++++=loaf
of ^in++++=of
bread ^nn++++=bread
rested ^vbd+++xvbn+=rested
on ^in++++=on
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
steaming ^vbg+++xvbg+=steaming
as ^cs+sub+++=as
if ^cs+cnd+++=if
just ^rb+emph+++=just
removed ^vbd+++xvbn+=removed
from ^in++++=from
the ^ati++++=the
oven ^nn++++=oven.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
sat ^vbd+++xvbn+=sat
beside ^in+pl+++=beside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Elian ^np+++??+=Elian
Venn ^np+++??+=Venn
was ^vbd+bedz+vrb++=was
thirty ^cd++++=thirty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
with ^in++++=with
dark ^jj+atrb+++=dark
hair ^nn++++=hair
braided ^jj++++=braided
around ^rp++++=around
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
the ^ati++++=the
green ^nn++++=green
dress ^nn++++=dress
Mara ^np+++??+=Mara
remembered ^vwbn+vprv++xvbn+=remembered
from ^in++++=from
the ^ati++++=the
last ^jj+atrb+++=last
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hands ^nns++++=hands
were ^vbd+bed+aux++=were
dusted ^vpsv++agls+xvbnx+=dusted
with ^in++++=with
flour ^nn++++=flour.
. ^zz++++=EXTRAWORD
Beside ^in+pl+++=Beside
her ^pp$+pp3+++=her
sat ^vbd+++xvbn+=sat
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
little ^ap++++=little
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
Tavin ^np+++??+=Tavin,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
six ^cd++++=six
forever ^rb++++=forever.
. ^zz++++=EXTRAWORD
" ^zz++++="Marabelle,"
marabelle ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
