Every ^at++++=Every
and ^cc+cls+++=and
polished ^jj++++=polished
the ^ati++++=the
brass ^nn++++=brass
teeth ^nns++++=teeth
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
The ^ati++++=The
work ^nn++++=work
had ^vbd+hvd+aux++=had
belonged ^vprf+++xvbnx+=belonged
to ^in++++=to
her ^pp3o+pp3+++=her
father ^npt++++=father
before ^in++++=before
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
his ^pp$+pp3+++=his
mother ^nn++++=mother
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Someday ^rb+cnj+++=Someday,
, ^zz++++=EXTRAWORD
everyone ^pn++++=everyone
assumed ^vbd+++xvbn+=assumed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
pass ^vb++++=pass
to ^in++++=to
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
apprentice ^nn++++=apprentice,
, ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
Reed ^nn++++=Reed.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
was ^vbd+bedz+vrb++=was
nineteen ^cd++++=nineteen
and ^cc++++=and
incapable ^jj++++=incapable
of ^in++++=of
leaving ^xvbg+++xvbg+=leaving
a ^at++++=a
question ^nn+nom+++=question
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
thirteen ^cd++++=thirteen?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
on ^in++++=on
his ^pp$+pp3+++=his
first ^rb++++=first
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
handed ^vbd+++xvbn+=handed
him ^pp3o+pp3+++=him
a ^at++++=a
bucket ^nn++++=bucket
of ^in++++=of
oil ^nn++++=oil.
. ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
twelve ^cd++++=twelve
would ^md+prd+++=would
be ^vb+be+vrb++=be
wrong ^jj+pred+++=wrong."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
would ^md+prd+++=would
twelve ^cd++++=twelve
be ^vb+be+vrb++=be
wrong ^jj+pred+++=wrong?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
the ^ati++++=the
clock ^nn++++=clock
rings ^nns++++=rings
thirteen ^cd++++=thirteen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
an ^at++++=an
answer ^nn++++=answer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
only ^rb+down+++=only
one ^cd1++++=one
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
while ^cs+sub+++=while
that ^dt+dem+++=that
gear ^nn++++=gear
is ^vbz+bez+vrb++=is
squeaking ^jj+pred+++=squeaking."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
years ^nns++++=years,
, ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
asked ^vbd+vsua++xvbn+=asked
in ^rb+phrv+++=in
different ^jj+atrb+++=different
ways ^nns++++=ways.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked
over ^in++++=over
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
tightening ^vbg+++xvbg+=tightening
bolts ^nns++++=bolts,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
sweeping ^jj+atrb++xvbg+=sweeping
pigeons ^nns++++=pigeons'
' ^zz++++=EXTRAWORD
nests ^nns++++=nests
from ^in++++=from
the ^ati++++=the
belfry ^nn++++=belfry.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
never ^rb++++=never
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
the ^ati++++=the
hidden ^jj+++xvbn+=hidden
bell ^np++++=bell
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
passage ^nn+nom+++=passage
leading ^vwbg+++xvbg+=leading
to ^in++++=to
the ^ati++++=the
tower ^nn++++=tower's
's ^vbz+bez+vrb++0=EXTRAWORD
center ^jjr++++=center
was ^vbd+bedz+aux++=was
sealed ^vpsv++by+xvbnx+=sealed
by ^in++++=by
an ^at++++=an
iron ^nn++++=iron
door ^nn++++=door
without ^in++++=without
a ^at++++=a
handle ^nn++++=handle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
had ^vb+hv+vrb++=had
a ^at++++=a
single ^jj+atrb+++=single
keyhole ^nn++++=keyhole.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
wore ^vbd+++xvbn+=wore
a ^at++++=a
long ^jj+atrb+++=long
iron ^nn++++=iron
key ^jjb++++=key
around ^in++++=around
her ^pp$+pp3+++=her
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^od++++=first
morning ^nn++++=morning
of ^in++++=of
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come
to ^in++++=to
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
waited ^vbd+++xvbn+=waited
until ^in++++=until
six ^cd++++=six
forty ^cd++++=forty-five,
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
wound ^vbd+++xvbn+=wound
the ^ati++++=the
clock ^nn++++=clock
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
At ^rb++++=At
seven ^cd++++=seven,
, ^zz++++=EXTRAWORD
the ^ati++++=the
visible ^jj+atrb+++=visible
bells ^nns++++=bells
began ^vbd+++xvbn+=began
their ^pp$+pp3+++=their
chorus ^nn++++=chorus.
. ^zz++++=EXTRAWORD
One ^pn++++=One.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
voices ^nns++++=voices
rolled ^vbd+++xvbn+=rolled
over ^in++++=over
tiled ^jj+atrb+++=tiled
roofs ^nns++++=roofs
and ^cc++++=and
sleeping ^jj+atrb++xvbg+=sleeping
chimneys ^nns++++=chimneys.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four.
. ^zz++++=EXTRAWORD
Lights ^vbz++++=Lights
appeared ^vprf+++xvbn+=appeared
in ^in++++=in
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
watched ^vbd+++xvbn+=watched
the ^ati++++=the
largest ^nn++++=largest
wheel ^vb++++=wheel
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
Seven ^cd++++=Seven.
. ^zz++++=EXTRAWORD
Eight ^cd++++=Eight.
. ^zz++++=EXTRAWORD
Footsteps ^nns++++=Footsteps
sounded ^vbd+++xvbn+=sounded
on ^in++++=on
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
expected ^vbd+vprv++xvbnx+=expected
Mara ^np+++??+=Mara,
, ^zz++++=EXTRAWORD
late ^jj++++=late
and ^cc+phrs+++=and
furious ^jj++++=furious,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Doctor ^nn++++=Doctor
Pell ^np++++=Pell.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
gray ^np++++=gray
cap ^nn++++=cap
was ^vbd+bedz+aux++=was
twisted ^vpsv++agls+xvbnx+=twisted
between ^in++++=between
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Nine ^cd++++=Nine.
. ^zz++++=EXTRAWORD
Ten ^cd++++=Ten.
. ^zz++++=EXTRAWORD
" ^zz++++="Tomas,"
tomas ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Eleven ^cd++++=Eleven.
. ^zz++++=EXTRAWORD
Twelve ^cd++++=Twelve.
. ^zz++++=EXTRAWORD
The ^ati++++=The
final ^jj+atrb+++=final
visible ^jj+atrb+++=visible
bell ^nn++++=bell
swung ^vbd+++xvbn+=swung.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
from ^in++++=from
deep ^nn++++=deep
within ^in++++=within
the ^ati++++=the
tower ^nn++++=tower,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
the ^ati++++=the
thirteenth ^od++++=thirteenth
note ^nn++++=note.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
lower ^jjr+pred+++=lower
than ^in++++=than
the ^ati++++=the
others ^aps++++=others,
, ^zz++++=EXTRAWORD
too ^ql++++=too
low ^jj++++=low
to ^to++++=to
be ^vbi+vbi+aux++=be
merely ^rb+down+splt++=merely
heard ^vpsv++agls+xvbnx+=heard.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
felt ^vbd+vprv++xvbn+=felt
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
ribs ^nns++++=ribs
and ^cc++++=and
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
Dust ^nn++++=Dust
shivered ^vbd+++xvbn+=shivered
from ^in++++=from
the ^ati++++=the
beams ^nns++++=beams.
. ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor
Pell ^np++++=Pell
lowered ^vbd+++xvbn+=lowered
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara
mara ^nn+++??+=EXTRAWORD
died ^vbd+++xvbn+=died
before ^in++++=before
dawn ^nn++++=dawn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
town ^nn++++=town
buried ^vwbn+++xvbn+=buried
her ^pp3o+pp3+++=her
on ^in++++=on
the ^ati++++=the
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
long ^jj+atrb+++=long
grass ^nn++++=grass
overlooking ^vwbg+++xvbg+=overlooking
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Nearly ^rb+down+++=Nearly
everyone ^pn++++=everyone
attended ^vbd+++xvbn+=attended.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mayor ^nn++++=mayor
spoke ^vbd+++xvbn+=spoke
about ^in++++=about
duty ^nn++++=duty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
baker ^nn++++=baker
spoke ^vbd+++xvbn+=spoke
about ^in++++=about
kindness ^nns+nom+++=kindness.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
said ^vbd+vpub++xvbn+=said
nothing ^pn++++=nothing
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
decided ^vbd+vprv++xvbn+=decided
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
angry ^jj+pred+++=angry
with ^in++++=with
Mara ^np+++??+=Mara
for ^in++++=for
dying ^xvbg+++xvbg+=dying
or ^cc++++=or
with ^in++++=with
himself ^ppl+pp3+++=himself
for ^in++++=for
believing ^xvbg+++xvbg+=believing
she ^pp3a+pp3+++=she
never ^rb++++=never
would ^md+prd+++=would.
. ^zz++++=EXTRAWORD
After ^in++++=After
the ^ati++++=the
service ^nn++++=service,
, ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor
Pell ^np++++=Pell
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
a ^at++++=a
small ^jj+atrb+++=small
wooden ^jj+atrb+++=wooden
box ^nn++++=box.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
left ^vbd+++xvbnx+=left
this ^dt+dem+++=this
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Inside ^in+pl+++=Inside
lay ^jjb+++xvbn+=lay
the ^ati++++=the
iron ^nn++++=iron
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
also ^rb++++=also
a ^at++++=a
note ^nn++++=note
in ^in++++=in
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
narrow ^jj+atrb+++=narrow
handwriting ^nn++++=handwriting.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
you ^pp2+pp2+++=you
open ^vb++++=open
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
ring ^nn++++=ring
the ^ati++++=the
bells ^nns++++=bells.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
read ^vbd+vprv++xvbn+=read
the ^ati++++=the
sentence ^nn+nom+++=sentence
three ^cd++++=three
times ^nns++++=times.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
explanation ^nn+nom+++=explanation,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
the ^ati++++=the
command ^nn++++=command.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
returned ^vbd+++xvbnx+=returned
to ^in++++=to
the ^ati++++=the
tower ^nn++++=tower
at ^rb++++=at
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
harbor ^nn++++=harbor,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^npl++++=sea
reflected ^vbd+vprv++xvbn+=reflected
the ^ati++++=the
red ^jj+atrb+++=red
sky ^nn++++=sky
like ^in++++=like
hammered ^vbd+++xvbn+=hammered
copper ^nn++++=copper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
evening ^nn++++=evening
ringing ^vwbg+++xvbg+=ringing
was ^vbd+bedz+vrb++=was
due ^jj+pred+++=due
at ^in++++=at
eight ^cd++++=eight,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Tomas ^np+++??+=Tomas
could ^md+pos+++=could
not ^xnot++not++=not
wait ^vb++++=wait.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
climbed ^vbd+++xvbnx+=climbed
to ^in++++=to
the ^ati++++=the
mechanism ^nn+nom+++=mechanism
room ^nn++++=room
and ^cc++++=and
pulled ^vbd+++xvbn+=pulled
the ^ati++++=the
master ^nn++++=master
lever ^&fw++++=lever.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang
across ^in+pl+++=across
Bellwether ^np+nom++??+=Bellwether.
. ^zz++++=EXTRAWORD
People ^nns++++=People
paused ^vbd+++xvbn+=paused
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
Heads ^vbz++++=Heads
lifted ^vbd+++xvbn+=lifted
from ^in++++=from
supper ^nn++++=supper
tables ^nns++++=tables.
. ^zz++++=EXTRAWORD
A ^at++++=A
flock ^nn++++=flock
of ^in++++=of
starlings ^nns+nom+++=starlings
erupted ^vbd+++xvbn+=erupted
from ^in++++=from
the ^ati++++=the
courthouse ^nn+++??+=courthouse
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
thirteenth ^od++++=thirteenth
note ^nn++++=note
faded ^vbd+++xvbn+=faded,
, ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
fitted ^vwbn+++xvbn+=fitted
the ^ati++++=the
key ^nn++++=key
into ^in++++=into
the ^ati++++=the
iron ^nn++++=iron
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
turned ^vbd+++xvbn+=turned
easily ^rb++++=easily.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
opened ^vbd+++xvbn+=opened
inward ^jjb++++=inward
onto ^in++++=onto
darkness ^nns+nom+++=darkness
and ^cc++++=and
a ^at++++=a
stairway ^nn++++=stairway
descending ^vwbg+++xvbg+=descending
through ^in++++=through
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
the ^ati++++=the
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
lit ^vbd+++xvbn+=lit
a ^at++++=a
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected
the ^ati++++=the
stair ^nn++++=stair
to ^to++++=to
lead ^vbi++++=lead
to ^in++++=to
the ^ati++++=the
hidden ^jj+++xvbn+=hidden
bell ^np++++=bell,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
suspended ^vbd+++xvbn+=suspended
in ^in++++=in
some ^dti++++=some
secret ^jj+atrb+++=secret
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
steps ^nns++++=steps
continued ^vbd+++xvbn+=continued
far ^rb+pl+++=far
below ^in+pl+++=below
ground ^nn++++=ground
level ^nn++++=level.
. ^zz++++=EXTRAWORD
Moisture ^nn++++=Moisture
glittered ^vbd+++xvbn+=glittered
on ^in++++=on
the ^ati++++=the
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
metal ^nn++++=metal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
something ^pn++++=something
sweetly ^rb++++=sweetly
rotten ^jj++++=rotten.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
bottom ^nn++++=bottom
stood ^vbd+++xvbn+=stood
another ^dt++++=another
door ^nn++++=door.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
one ^cd1++++=one
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
pushed ^vwbn+++xvbn+=pushed
it ^pp3+it+++=it
open ^jj++++=open
and ^cc+phrs+++=and
entered ^jj+++xvbn+=entered
a ^at++++=a
room ^nn++++=room
larger ^jjr++++=larger
than ^in++++=than
the ^ati++++=the
tower ^nn++++=tower
should ^md+nec+++=should
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
contain ^vb++++=contain.
. ^zz++++=EXTRAWORD
Hundreds ^cds++++=Hundreds
of ^in++++=of
clocks ^nns++++=clocks
covered ^vbd+++xvbn+=covered
the ^ati++++=the
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
Mantel ^np+++??+=Mantel
clocks ^nns++++=clocks,
, ^zz++++=EXTRAWORD
pocket ^nn++++=pocket
watches ^nns++++=watches,
, ^zz++++=EXTRAWORD
sundials ^nns+nom+++=sundials,
, ^zz++++=EXTRAWORD
water ^nn++++=water
clocks ^nns++++=clocks,
, ^zz++++=EXTRAWORD
hourglasses ^nns+++??+=hourglasses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
instruments ^nns+nom+++=instruments
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
recognize ^vb+vprv+++=recognize
ticked ^vbd+++xvbn+=ticked
together ^nn+nom+++=together
in ^in++++=in
a ^at++++=a
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
insect ^nn++++=insect-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
murmur ^nn++++=murmur.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
hung ^vbd+++xvbn+=hung
the ^ati++++=the
thirteenth ^od++++=thirteenth
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
no ^at++++=no
bigger ^nn++++=bigger
than ^in++++=than
a ^at++++=a
soup ^nn++++=soup
pot ^nn++++=pot.
. ^zz++++=EXTRAWORD
A ^at++++=A
silver ^nn++++=silver
hammer ^nn++++=hammer
rested ^vbd+++xvbn+=rested
beside ^in+pl+++=beside
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
attached ^j+++xvbn+=attached
to ^in++++=to
a ^at++++=a
complicated ^jj+atrb++xvbn+=complicated
web ^nn++++=web
of ^in++++=of
wires ^nns++++=wires.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
the ^ati++++=the
bell ^nn++++=bell
stood ^vbd+++xvbn+=stood
a ^at++++=a
stone ^nn++++=stone
table ^nn++++=table.
. ^zz++++=EXTRAWORD
On ^in++++=On
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
a ^at++++=a
book ^nn++++=book
bound ^vwbn+++xvbn+=bound
in ^in++++=in
cracked ^vbd+++xvbn+=cracked
blue ^jj+atrb+++=blue
leather ^nn++++=leather.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
opened ^vbd+++xvbn+=opened
the ^ati++++=the
book ^nn++++=book.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
pages ^nns++++=pages
contained ^vbd+++xvbn+=contained
names ^nns++++=names
and ^cc++++=and
