In ^in++++=In
dogs ^nns++++=dogs
which ^whp+rel+subj++=which
seem ^vb+seem+++=seem
bred ^vwbn+++xvbn+=bred
expressly ^rb++++=expressly
for ^in++++=for
elderly ^jj+atrb+++=elderly
ladies ^nns++++=ladies.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
it ^pp3+it+++=it
rise ^vb++++=rise
the ^ati++++=the
first ^rb++++=first
wooded ^jj+atrb+++=wooded
slopes ^nns++++=slopes
of ^in++++=of
the ^ati++++=the
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
Before ^in++++=Before
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
valley ^nn++++=valley
opens ^vbz++++=opens
toward ^in++++=toward
a ^at++++=a
plain ^jj++++=plain
infinite ^jj++++=infinite
as ^in++++=as
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
beneath ^in+pl+++=beneath
a ^at++++=a
bluish ^jj+atrb+++=bluish
vapor ^nn++++=vapor.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
room ^nn++++=room
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
bed ^nn++++=bed
is ^vbz+bez+vrb++=is
hard ^jj+pred+++=hard.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wallpaper ^nn+nom+++=wallpaper
represents ^vbz++++=represents
roses ^nns++++=roses
of ^in++++=of
a ^at++++=a
species ^nn++++=species
unknown ^jj++++=unknown
to ^in++++=to
botanists ^nns+nom+++=botanists
and ^cc++++=and
evidently ^rb++++=evidently
poisonous ^jj++++=poisonous.
. ^zz++++=EXTRAWORD
At ^in++++=At
dinner ^nn++++=dinner
forty ^cd++++=forty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
persons ^nns++++=persons
ate ^vbd+++xvbn+=ate
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
knives ^nns++++=knives
made ^vbd+++xvbn+=made
a ^at++++=a
sound ^nn++++=sound
like ^in++++=like
rain ^nn++++=rain
on ^in++++=on
a ^at++++=a
zinc ^nn++++=zinc
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
breathed ^vbd+++xvbn+=breathed
heavily ^rb++++=heavily
between ^in++++=between
mouthfuls ^nns+nom+++=mouthfuls,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
each ^dt++++=each
spoonful ^jj++++=spoonful
of ^in++++=of
soup ^nn++++=soup
were ^vbd+bed+vrb++=were
a ^at++++=a
hill ^nn++++=hill
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
climb ^vb++++=climb.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
to ^in++++=to
the ^ati++++=the
casino ^npl++++=casino.
. ^zz++++=EXTRAWORD
An ^at++++=An
orchestra ^nn++++=orchestra
was ^vbd+bedz+aux++=was
playing ^vbg+++xvbgx+=playing
beneath ^in+pl+++=beneath
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
A ^at++++=A
flute ^nn++++=flute
trilled ^vbd+++xvbn+=trilled
desperately ^rb+cnj+++=desperately,
, ^zz++++=EXTRAWORD
a ^at++++=a
foolish ^jj+atrb+++=foolish
bird ^nn++++=bird
singing ^vwbg+++xvbg+=singing
to ^in++++=to
a ^at++++=a
desert ^nn++++=desert
of ^in++++=of
wicker ^nn++++=wicker
chairs ^nns++++=chairs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
already ^rb++++=already
regret ^vb++++=regret
Paris ^np++++=Paris.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--**June
**june ^nn+++??+=EXTRAWORD
4.** ^cd++++=4.**
First ^rb++++=First
consultation ^nn+nom+++=consultation
with ^in++++=with
Doctor ^nn++++=Doctor
Baraduc ^np+++??+=Baraduc.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
struck ^vbd+++xvbnx+=struck
my ^pp$+pp1+++=my
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
listened ^j+++xvbn+=listened
to ^in++++=to
my ^pp$+pp1+++=my
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
questioned ^j+++xvbn+=questioned
my ^pp$+pp1+++=my
stomach ^nn++++=stomach,
, ^zz++++=EXTRAWORD
doubted ^j+++xvbn+=doubted
my ^pp$+pp1+++=my
liver ^nn++++=liver,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
condemned ^vbd+++xvbn+=condemned
my ^pp$+pp1+++=my
habits ^nns++++=habits.
. ^zz++++=EXTRAWORD
Doctors ^nns++++=Doctors
begin ^vb++++=begin
by ^in++++=by
insulting ^jj+atrb+++=insulting
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
manner ^nn++++=manner
of ^in++++=of
life ^nn++++=life
and ^cc++++=and
end ^nn++++=end
by ^in++++=by
prescribing ^xvbg+++xvbg+=prescribing
another ^ppls++++=another
which ^whp+who+++=which
no ^at++++=no
reasonable ^jj+atrb+++=reasonable
man ^nn++++=man
would ^md+prd+++=would
willingly ^rb++splt++=willingly
endure ^vb++++=endure.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
to ^to++++=to
rise ^vbi++++=rise
at ^in++++=at
six ^cd++++=six,
, ^zz++++=EXTRAWORD
drink ^vb++++=drink
three ^cd++++=three
glasses ^nns++++=glasses
of ^in++++=of
the ^ati++++=the
Saint ^nn++++=Saint-Mart
- ^zz++++=EXTRAWORD
mart ^np++++=EXTRAWORD
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
walk ^nn++++=walk
for ^in++++=for
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
breakfast ^nn++++=breakfast
lightly ^rb+cnj+++=lightly,
, ^zz++++=EXTRAWORD
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
bathe ^vb++++=bathe,
, ^zz++++=EXTRAWORD
rest ^nn++++=rest
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
dine ^vb++++=dine
without ^in++++=without
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
walk ^nn++++=walk
once ^rb+tm+++=once
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sleep ^nn++++=sleep
at ^rb++++=at
ten ^cd++++=ten.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
may ^md+pos+++=may
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do
for ^in++++=for
pleasure ^nn++++=pleasure?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
well ^jj+pred+++=well,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
Physicians ^nns++++=Physicians
have ^vb+hv+vrb++=have
no ^at++++=no
imagination ^nn+nom+++=imagination.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
the ^ati++++=the
patients ^nns++++=patients
advance ^nn+nom+++=advance
in ^in++++=in
solemn ^jj+atrb+++=solemn
procession ^nn++++=procession,
, ^zz++++=EXTRAWORD
each ^dt++++=each
carrying ^jj+++xvbg+=carrying
a ^at++++=a
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drink ^vb++++=drink
slowly ^rb++++=slowly
and ^cc++++=and
look ^nn++++=look
into ^in++++=into
the ^ati++++=the
middle ^jjb+atrb+++=middle
distance ^nn+nom+++=distance
with ^in++++=with
the ^ati++++=the
grave ^jj+atrb+++=grave
attention ^nn+nom+++=attention
of ^in++++=of
priests ^nns++++=priests
receiving ^vwbg+++xvbg+=receiving
a ^at++++=a
revelation ^nn+nom+++=revelation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
water ^nn++++=water
is ^vbz+bez+vrb++=is
warm ^jj+pred+++=warm,
, ^zz++++=EXTRAWORD
metallic ^jj++++=metallic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tastes ^nns++++=tastes
faintly ^rb++++=faintly
of ^in++++=of
an ^at++++=an
old ^jj++++=old
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
Weighed ^j+++xvbn+=Weighed:
: ^zz++++=EXTRAWORD
eighty ^cd++++=eighty-six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
kilos ^nns+++??+=kilos.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--**June
**june ^nn+++??+=EXTRAWORD
5.** ^cd++++=5.**
The ^ati++++=The
treatment ^nn+nom+++=treatment.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
meets ^vbz++++=meets
the ^ati++++=the
same ^ap++++=same
faces ^nns++++=faces
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
turns ^nns++++=turns
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
paths ^nns++++=paths.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
know ^vb+vprv+++=know
one ^cd1++++=one
another ^dt++++=another
by ^in++++=by
sight ^nn++++=sight
and ^cc++++=and
distrust ^nn++++=distrust
one ^cd1++++=one
another ^dt++++=another
by ^in++++=by
instinct ^nn++++=instinct.
. ^zz++++=EXTRAWORD
In ^in++++=In
ordinary ^jj+atrb+++=ordinary
life ^nn++++=life
a ^at++++=a
man ^nn++++=man
may ^md+pos+++=may
conceal ^vb++++=conceal
his ^pp$+pp3+++=his
ailments ^nns+nom+++=ailments,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
appetite ^nn++++=appetite;
; ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
health ^nn++++=health
resort ^nn++++=resort
these ^dt+pdem+++=these
are ^vb+ber+aux++=are
announced ^vpsv++agls+xvbnx+=announced
publicly ^rb++++=publicly
three ^cd++++=three
times ^nns++++=times
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
A ^at++++=A
stout ^jj+atrb+++=stout
lady ^npt++++=lady
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
spring ^vb++++=spring
attendant ^nn+nom+++=attendant
whether ^cs+who+++=whether
the ^ati++++=the
water ^nn++++=water
would ^md+prd+++=would
cure ^vb++++=cure
jealousy ^nn++++=jealousy.
. ^zz++++=EXTRAWORD
" ^zz++++="Madame,"
madame ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
cures ^nns++++=cures
what ^wdt+who+++=what
the ^ati++++=the
doctor ^nn++++=doctor
writes ^vbz+vprv+++=writes
on ^in++++=on
the ^ati++++=the
card ^nn++++=card."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
prudent ^jj+atrb+++=prudent
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
engraved ^vbd+++xvbn+=engraved
above ^jjb++++=above
every ^at++++=every
government ^nn+nom+++=government
office ^nn++++=office.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--**June
**june ^nn+++??+=EXTRAWORD
6.** ^cd++++=6.**
Bath ^np++++=Bath
at ^rb++++=at
seven ^cd++++=seven.
. ^zz++++=EXTRAWORD
The ^ati++++=The
attendant ^nn++++=attendant
wrapped ^vbd+++xvbn+=wrapped
me ^pp1o+pp1+++=me
in ^in++++=in
hot ^jj+atrb+++=hot
linen ^nn++++=linen
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
resembled ^vbd+++xvbnx+=resembled
a ^at++++=a
boiled ^jj+atrb++xvbn+=boiled
parcel ^nn++++=parcel.
. ^zz++++=EXTRAWORD
Walked ^j+++xvbn+=Walked
afterward ^rb++++=afterward
to ^in++++=to
the ^ati++++=the
hill ^npl++++=hill
above ^jjb++++=above
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
The ^ati++++=The
morning ^nn++++=morning
was ^vbd+bedz+vrb++=was
exquisite ^nn++++=exquisite.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trees ^nns++++=trees
descended ^vbd+++xvbn+=descended
in ^in++++=in
green ^nn++++=green
billows ^nns+++??+=billows
toward ^in++++=toward
the ^ati++++=the
plain ^nn++++=plain;
; ^zz++++=EXTRAWORD
villages ^nns+nom+++=villages
shone ^vbd+++xvbn+=shone
white ^jj++++=white
among ^in++++=among
fields ^nns++++=fields
of ^in++++=of
wheat ^nn++++=wheat;
; ^zz++++=EXTRAWORD
far ^rb+pl+++=far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mountains ^nns++++=mountains
floated ^vbd+++xvbn+=floated
like ^in++++=like
clouds ^nns++++=clouds
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
become ^vb++++=become
tired ^jj+++xvbn+=tired
of ^in++++=of
traveling ^nn+nom+++=traveling.
. ^zz++++=EXTRAWORD
Nature ^nn++++=Nature
here ^rn+pl+++=here
is ^vbz+bez+vrb++=is
admirable ^jj+pred+++=admirable.
. ^zz++++=EXTRAWORD
Man ^nn++++=Man
alone ^rb++++=alone
has ^vbz+hvz+aux++=has
spoiled ^vprf+++xvbnx+=spoiled
the ^ati++++=the
place ^nn++++=place
by ^in++++=by
discovering ^xvbg+++xvbg+=discovering
mineral ^nn++++=mineral
water ^nn++++=water
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
At ^in++++=At
dinner ^nn++++=dinner
the ^ati++++=the
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
opposite ^jj++++=opposite
me ^pp1o+pp1+++=me
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Salt,
salt ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
please ^uh++++=please."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
were ^vbd+bed+vrb++=were
the ^ati++++=the
only ^ap+down+++=only
words ^nns++++=words
spoken ^vbd+++xvbn+=spoken
at ^rb++++=at
our ^pp$+pp1+++=our
table ^nn++++=table.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--**June
**june ^nn+++??+=EXTRAWORD
7.** ^cd++++=7.**
Nothing ^pn++++=Nothing.
. ^zz++++=EXTRAWORD
Treatment ^nn+nom+++=Treatment.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--**June
**june ^nn+++??+=EXTRAWORD
8.** ^cd++++=8.**
Ditto ^np+++??+=Ditto.
. ^zz++++=EXTRAWORD
Ditto ^np+++??+=Ditto.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
lost ^vprf+++xvbnx+=lost
one ^cd1++++=one
kilo ^nn+++??+=kilo
and ^cc++++=and
all ^abn++++=all
desire ^nn++++=desire
to ^to+ncmp+++=to
live ^vbi++++=live.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--**June
**june ^nn+++??+=EXTRAWORD
9.** ^cd++++=9.**
This ^dt+dem+++=This
afternoon ^nn++++=afternoon
the ^ati++++=the
resort ^nn++++=resort
changed ^vbd+++xvbn+=changed
its ^pp$+it+++=its
character ^nn+nom+++=character
completely ^rb+amp+++=completely.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
ladies ^nns++++=ladies
arrived ^vbd+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
young ^jj+pred+++=young
or ^cc+phrs+++=or
young ^jj++++=young
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
the ^ati++++=the
age ^nn++++=age
that ^tht+rel+obj++=that
matters ^nns+nom+++=matters
elegant ^jj++++=elegant,
, ^zz++++=EXTRAWORD
handsome ^jj++++=handsome,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dressed ^vpsv++agls+xvbn+=dressed
with ^in++++=with
that ^dt+dem+++=that
apparent ^jj+atrb+++=apparent
simplicity ^nn+nom+++=simplicity
which ^whp+rel+obj++=which
costs ^nns++++=costs
more ^rbr++++=more
than ^in++++=than
magnificence ^nn+nom+++=magnificence.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
is ^vbz+bez+vrb++=is
fair ^jj+pred+++=fair,
, ^zz++++=EXTRAWORD
with ^in++++=with
gray ^np++++=gray
eyes ^nns++++=eyes
and ^cc++++=and
an ^at++++=an
indolent ^jj+atrb+++=indolent
smile ^nn++++=smile;
; ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
quick ^jj++++=quick,
, ^zz++++=EXTRAWORD
slender ^jj++++=slender,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
inclined ^jj++agls+xvbn+=inclined
to ^to+jcmp+++=to
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
occupy ^vb++++=occupy
rooms ^nns++++=rooms
on ^in++++=on
the ^ati++++=the
second ^od++++=second
floor ^nn++++=floor
and ^cc++++=and
call ^vb++++=call
themselves ^ppls+pp3+++=themselves
Madame ^npt++++=Madame
de ^&fw++++=de
Br ^np+++??+=Br
ville ^nn+++??+=ville
and ^cc++++=and
Madame ^npt++++=Madame
Lormier ^np+++??+=Lormier.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
are ^vb+ber+vrb++=are
widows ^nns++++=widows.
. ^zz++++=EXTRAWORD
A ^at++++=A
widow ^nn++++=widow
is ^vbz+bez+vrb++=is
a ^at++++=a
woman ^nn++++=woman
to ^to++++=to
whom ^whp+wpor+++=whom
society ^nn++++=society
allows ^vbz++++=allows
a ^at++++=a
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
permits ^vbz++++=permits
a ^at++++=a
present ^nn++++=present,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watches ^nns++++=watches
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
prevent ^vb++++=prevent
a ^at++++=a
future ^nn++++=future.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
possesses ^nns+nom+++=possesses
the ^ati++++=the
experience ^nn+nom+++=experience
of ^in++++=of
marriage ^nn+nom+++=marriage
without ^in++++=without
the ^ati++++=the
inconvenience ^nn+nom+++=inconvenience
of ^in++++=of
a ^at++++=a
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sorrow ^nn++++=sorrow
gives ^vbz++++=gives
dignity ^nn+nom+++=dignity
to ^in++++=to
the ^ati++++=the
most ^ql+emph+++=most
becoming ^jj+atrb++xvbg+=becoming
dresses ^nns+nom+++=dresses.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
social ^jj+atrb+++=social
condition ^nn+nom+++=condition
more ^rbr++++=more
complete ^jj++++=complete.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
dined ^vbd+++xvbnx+=dined
at ^rb++++=at
the ^ati++++=the
small ^jj+atrb+++=small
table ^nn++++=table
beside ^in+pl+++=beside
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dark ^jj+atrb+++=dark
one ^cd1++++=one
laughed ^vbd+++xvbn+=laughed
twice ^rb++++=twice.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
head ^nn++++=head
in ^in++++=in
the ^ati++++=the
room ^nn++++=room
rose ^vbd+++xvbn+=rose
from ^in++++=from
its ^pp$+it+++=its
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
Chatel ^np+++??+=Chatel-Guyon
- ^zz++++=EXTRAWORD
guyon ^nn+++??+=EXTRAWORD
is ^vbz+bez+vrb++=is
delightful ^jj+pred+++=delightful.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--**June
**june ^nn+++??+=EXTRAWORD
10.** ^cd++++=10.**
I ^pp1a+pp1+++=I
contrived ^vbd+++xvbnx+=contrived
an ^at++++=an
introduction ^nn+nom+++=introduction.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
is ^vbz+bez+vrb++=is
easier ^jjr+pred+++=easier
when ^wrb+who+++=when
three ^cd++++=three
persons ^nns++++=persons
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
one ^cd1++++=one
another ^dt++++=another
and ^cc++++=and
good ^jj++++=good
breeding ^xvbg+++xvbg+=breeding
obliges ^vbz++++=obliges
each ^dt++++=each
to ^to++++=to
pretend ^vbi+vprv+++=pretend
otherwise ^rb+cnj+++=otherwise.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
spring ^nn++++=spring
Madame ^npt++++=Madame
de ^&fw++++=de
Br ^np+++??+=Br
ville ^vb+++??+=ville
dropped ^vbd+++xvbn+=dropped
her ^pp$+pp3+++=her
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
picked ^vbd+++xvbnx+=picked
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
thanked ^vbd+++xvbnx+=thanked
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Lormier ^np+++??+=Lormier
observed ^vbd+vprv++xvbn+=observed
that ^tht+vcmp+++=that
mineral ^nn++++=mineral
water ^nn++++=water
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^ap+down+++=only
beverage ^nn+nom+++=beverage
which ^whp+rel+subj++=which
made ^vbd+++xvbn+=made
one ^cd1++++=one
thirstier ^jjr++++=thirstier
after ^in++++=after
drinking ^xvbg+++xvbg+=drinking
it ^pp3+it+++=it.
