By ^in++++=By
of ^in++++=of
the ^ati++++=the
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Downstairs.
downstairs ^jjb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
On ^in++++=On
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
presume ^vb+vprv+++=presume?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
said ^vbd+vpub+tht0+xvbn+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
feel ^vb+vprv+++=feel
Miss ^npt++++=Miss
Delacour ^np++++=Delacour
looking ^vwbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Alleyne ^np++++=Alleyne
took ^vbd+++xvbn+=took
a ^at++++=a
paper ^nn++++=paper
from ^in++++=from
his ^pp$+pp3+++=his
desk ^nn++++=desk
and ^cc++++=and
tapped ^vbd+++xvbn+=tapped
it ^pp3+it+++=it
against ^in++++=against
his ^pp$+pp3+++=his
palm ^nn++++=palm.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
contract ^nn++++=contract
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
you ^pp2+pp2+++=you
at ^in++++=at
two ^cd++++=two
o ^zz++++=o'clock.
'clock. ^nn+++??+=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
required ^vpsv++agls+xvbnx+=required
this ^dt+dem+++=this
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Crosbie ^np++++=Crosbie
is ^vbz+bez+aux++=is
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
informed ^vpsv++agls+xvbnx+=informed
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
copied ^vprf+++xvbnx+=copied
scarcely ^rb+down+++=scarcely
a ^at++++=a
page ^nn++++=page."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+aux++=have
it ^pp3+it+++=it
done ^vbd+++xvbn+=done,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+aux++=have
it ^pp3+it+++=it
done ^vbd+++xvbn+=done?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
I ^pp1a+pp1+++=I
ask ^vb++++=ask?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb++++=EXTRAWORD
five ^cd++++=five."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Alleyne ^np++++=Alleyne
gave ^vbd+++xvbn+=gave
a ^at++++=a
small ^jj+atrb+++=small
laugh ^nn++++=laugh
and ^cc++++=and
glanced ^vpsv++agls+xvbn+=glanced
towards ^in++++=towards
Miss ^npt++++=Miss
Delacour ^np++++=Delacour.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lowered ^vbd+++xvbnx+=lowered
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
mouth ^nn++++=mouth
had ^vbd+hvd+aux++=had
bent ^vprf+++xvbnx+=bent
at ^rb++++=at
one ^cd1++++=one
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
absent ^jj++++=absent
from ^in++++=from
your ^pp$+pp2+++=your
desk ^nn++++=desk
three ^cd++++=three
times ^nns++++=times
since ^in++++=since
dinner ^nn++++=dinner,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
times ^nns++++=times.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
arrive ^vb++++=arrive
late ^jj++++=late,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
disappear ^vb+seem+++=disappear
without ^in++++=without
permission ^nn++++=permission,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
urgent ^jj+atrb+++=urgent
work ^nn++++=work
is ^vbz+bez+aux++=is
placed ^vpsv++agls+xvbnx+=placed
before ^in++++=before
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
neglect ^vb++++=neglect
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
imagine ^vb+vprv+tht0++=imagine
this ^dt+dem+++=this
office ^nn++++=office
is ^vbz+bez+aux++=is
maintained ^vpsv++agls+xvbnx+=maintained
for ^in++++=for
your ^pp$+pp2+++=your
convenience ^nn+nom+++=convenience?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
imagine ^vb+vprv+tht0++=imagine
I ^pp1a+pp1+++=I
pay ^vb++++=pay
you ^pp2+pp2+++=you
to ^to++++=to
stroll ^vbi++++=stroll
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out
as ^ql++++=as
you ^pp2+pp2+++=you
please ^uh++++=please?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
perhaps ^rb++++=perhaps
you ^pp2+pp2+++=you
can ^md+pos+++=can
explain ^vb+vpub+tht0++=explain
your ^pp$+pp2+++=your
conduct ^nn++++=conduct."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Farrington ^np++++=Farrington's
's ^$++++=EXTRAWORD
right ^jj+atrb+++=right
hand ^nn++++=hand
closed ^vbd+++xvbn+=closed
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nails ^nn++++=nails
pressed ^vbd+++xvbn+=pressed
into ^in++++=into
his ^pp$+pp3+++=his
palm ^nn++++=palm.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man
by ^in++++=by
the ^ati++++=the
neck ^nn++++=neck
he ^pp3a+pp3+++=he
could ^md+pos+++=could
lift ^vb++++=lift
him ^pp3o+pp3+++=him
clear ^jj++++=clear
of ^in++++=of
the ^ati++++=the
carpet ^nn++++=carpet.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
shake ^vb++++=shake
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
all ^abn++++=all.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smooth ^jj++++=smooth
head ^jjb++++=head
would ^md+prd+++=would
wobble ^vb+++??+=wobble
on ^in++++=on
the ^ati++++=the
narrow ^jj+atrb+++=narrow
shoulders ^nns+nom+++=shoulders
like ^in++++=like
the ^ati++++=the
knob ^nn++++=knob
of ^in++++=of
a ^at++++=a
machine ^nn++++=machine.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Miss ^npt++++=Miss
Delacour ^np++++=Delacour's
's ^$++++=EXTRAWORD
perfume ^nn++++=perfume
lay ^vbd+++xvbn+=lay
between ^in++++=between
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
the ^ati++++=the
glass ^nn++++=glass
door ^nn++++=door
the ^ati++++=the
pens ^nns++++=pens
scratched ^vwbn+++xvbn+=scratched.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
explanation ^nn+nom+++=explanation,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
evident ^jj+pred+++=evident.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
finish ^vb++++=finish
the ^ati++++=the
contract ^nn++++=contract
before ^in++++=before
leaving ^nn++++=leaving.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
warn ^vb+vpub+++=warn
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Farrington ^np+++??+=Farrington:
: ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
another ^dt++++=another
complaint ^nn++++=complaint,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
place ^vb++++=place
the ^ati++++=the
matter ^nn++++=matter
before ^in++++=before
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Crosbie ^np++++=Crosbie."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
returned ^vbd+++xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
A ^at++++=A
red ^jj+atrb+++=red
mist ^nn++++=mist
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
before ^in++++=before
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dipped ^vbd+++xvbnx+=dipped
his ^pp$+pp3+++=his
pen ^nn++++=pen,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
two ^cd++++=two
strokes ^nns+++??+=strokes
and ^cc++++=and
tore ^vbd+++xvbn+=tore
the ^ati++++=the
paper ^nn++++=paper
with ^in++++=with
the ^ati++++=the
nib ^nn+++??+=nib.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clerk ^nn++++=clerk
opposite ^jj++++=opposite
him ^pp3o+pp3+++=him
coughed ^vbd+++xvbn+=coughed
into ^in++++=into
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
So ^ql++++=So
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Threats ^nns++++=Threats
before ^in++++=before
a ^at++++=a
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
bald ^jj+atrb+++=bald
swine ^nns++++=swine
had ^vbd+hvd+aux++=had
waited ^vprf+++xvbnx+=waited
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
display ^vbi++++=display
himself ^ppl+pp3+++=himself
to ^in++++=to
