On ^in++++=On
" ^zz++++="Stay
stay ^vb++++=EXTRAWORD
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="Leave
leave ^vb++++=EXTRAWORD
this ^dt+dem+++=this
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
imagine ^vbi+vprv+++=imagine
what ^wdt+who+whcl++=what
came ^vbd+++xvbn+=came
next ^rb+cnj+++=next,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
effect ^nn++++=effect
was ^vbd+bedz+vrb++=was
top ^nn++++=top-hole.
- ^zz++++=EXTRAWORD
hole ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
the ^ati++++=the
serious ^jj+atrb+++=serious
expression ^nn++++=expression
required ^vwbn+++xvbn+=required
by ^in++++=by
this ^dt+dem+++=this
scene ^nn++++=scene.
. ^zz++++=EXTRAWORD
Unfortunately ^rb+cnj+++=Unfortunately,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
made ^vbd+++xvbn+=made
his ^pp$+pp3+++=his
upper ^jjb+atrb+++=upper
lip ^nn++++=lip
look ^nn++++=look
as ^cs+sub+++=as
though ^cs+sub+++=though
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
caught ^vpsv++agls+xvbnx+=caught
in ^in++++=in
a ^at++++=a
drawer ^nn++++=drawer.
. ^zz++++=EXTRAWORD
" ^zz++++="Reggie!"
reggie ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
the ^ati++++=the
landing ^nvbg+++xvbg+=landing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dropped ^vbd+++xvbnx+=dropped
the ^ati++++=the
expression ^nn++++=expression.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
mater ^jjr++++=mater?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+aux++=EXTRAWORD
you ^pp2+pp2+++=you
dressed ^vbd+++xvbn+=dressed?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Practically."
practically ^rb+down+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
come ^vb++++=come
to ^in++++=to
my ^pp$+pp1+++=my
room ^nn++++=room
before ^cs+sub+++=before
you ^pp2+pp2+++=you
go ^vb++++=go
down ^rp++++=down."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
obstacle ^nn++++=obstacle.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Fairburn ^np++++=Fairburn
sat ^vbd+++xvbn+=sat
in ^in++++=in
bed ^nn++++=bed
beneath ^in+pl+++=beneath
a ^at++++=a
lilac ^jj+atrb+++=lilac
satin ^nn++++=satin
quilt ^nn++++=quilt,
, ^zz++++=EXTRAWORD
with ^in++++=with
two ^cd++++=two
Pekinese ^np+nom++??+=Pekinese
dogs ^nns++++=dogs
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
and ^cc++++=and
the ^ati++++=the
morning ^nn++++=morning
post ^nn++++=post
spread ^vbd+++xvbn+=spread
about ^in++++=about
like ^in++++=like
fallen ^vprf+++xvbn+=fallen
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
Widowhood ^nn+nom+++=Widowhood
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
her ^pp$+pp3+++=her
in ^in++++=in
possession ^nn++++=possession
of ^in++++=of
a ^at++++=a
large ^jj+atrb+++=large
house ^nn++++=house,
, ^zz++++=EXTRAWORD
a ^at++++=a
small ^jj+atrb+++=small
fortune ^nn++++=fortune
and ^cc++++=and
an ^at++++=an
inexhaustible ^jj+atrb+++=inexhaustible
sense ^nn++++=sense
of ^in++++=of
injury ^nn++++=injury.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
injured ^vpsv++by+xvbnx+=injured
by ^in++++=by
the ^ati++++=the
climate ^nn+nom+++=climate,
, ^zz++++=EXTRAWORD
by ^in++++=by
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
by ^in++++=by
Reggie ^np++++=Reggie's
's ^$++++=EXTRAWORD
decision ^nn++++=decision
to ^to+ncmp+++=to
farm ^vb++++=farm
abroad ^rb+cnj+++=abroad,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
asparagus ^nn++++=asparagus,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
most ^ql+emph+++=most
especially ^rb++++=especially
by ^in++++=by
any ^dti++++=any
person ^nn++++=person
who ^whp+rel+subj++=who
presumed ^vbd+vprv++xvbn+=presumed
to ^to+vcmp+++=to
want ^vbi++++=want
him ^pp3o+pp3+++=him
elsewhere ^rb++++=elsewhere.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Pekinese ^np+nom++??+=Pekinese
dogs ^nns++++=dogs
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him
as ^ql++++=as
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
round ^in++++=round
black ^jj+atrb+++=black
eyes ^nns++++=eyes
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
precisely ^rb++++=precisely
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
and ^cc++++=and
thought ^nn+++xvbn+=thought
poorly ^rb++++=poorly
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
boy ^nn++++=boy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^nn++++=mother
raised ^vbd+++xvbn+=raised
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
done ^vbd+++xvbn+=done
to ^in++++=to
your ^pp$+pp2+++=your
hair ^nn++++=hair?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
green ^nn++++=green.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing,
nothing ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
mater ^jjr++++=mater."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
look ^vb++++=look
feverish ^jj++++=feverish.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nonsense.
nonsense ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
left ^jj+atrb++xvbn+=left
ear ^nn++++=ear
is ^vbz+bez+vrb++=is
crimson ^nn+++??+=crimson."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Reggie ^np+++??+=Reggie
put ^vbd+++xvbn+=put
a ^at++++=a
hand ^nn++++=hand
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dogs ^nns++++=dogs
continued ^vbd+++xvbn+=continued
to ^to++++=to
judge ^vbi++++=judge
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Fairburn ^np++++=Fairburn
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
cutting ^vbg+++xvbgx+=cutting
photographs ^nns++++=photographs
from ^in++++=from
an ^at++++=an
illustrated ^jj+atrb++xvbn+=illustrated
paper ^nn++++=paper
with ^in++++=with
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
long ^rb++++=long
gardening ^nvbg+++xvbg+=gardening
scissors ^nns++++=scissors.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
gardening ^nvbg+++xvbg+=gardening
scissors ^nns++++=scissors
should ^md+nec+++=should
be ^vb+be+vrb++=be
in ^in++++=in
bed ^nn++++=bed
with ^in++++=with
her ^pp$+pp3+++=her
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
imagine ^vb+vprv+++=imagine,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
looked ^vbd+++xvbnx+=looked
fearfully ^rb++++=fearfully
sharp ^jj++++=sharp.
. ^zz++++=EXTRAWORD
Snip ^np+++??+=Snip!
! ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
the ^ati++++=the
blades ^nns++++=blades
through ^in++++=through
the ^ati++++=the
portrait ^nn++++=portrait
of ^in++++=of
a ^at++++=a
duchess ^nns+nom+++=duchess.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
not ^xnot++not++=not
going ^vbg+++xvbg+=going
to ^in++++=to
the ^ati++++=the
Harcourts ^np+++??+=Harcourts',
', ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well
well ^rb++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
might ^md+pos+++=might
stroll ^vb++++=stroll
over ^in+strn+++=over."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="On
on ^in++++=EXTRAWORD
your ^pp$+pp2+++=your
last ^rb++++=last
day ^nn++++=day?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub++xvbnx+=said
good ^jj++++=good-bye
- ^zz++++=EXTRAWORD
bye ^rb++++=EXTRAWORD
to ^in++++=to
everybody ^pn++++=everybody
else ^rb+cnj+++=else
yesterday ^nr+tm+++=yesterday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Everybody
everybody ^pn++++=EXTRAWORD
else ^rb+cnj+++=else!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Snip ^np+++??+=Snip.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
poor ^jj+atrb+++=poor
mother ^nn++++=mother
is ^vbz+bez+vrb++=is
everybody ^pn++++=everybody
else ^rb+cnj+++=else."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
mater ^jjr++++=mater.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vbd+hvd+aux++=had
planned ^vprf+++xvbnx+=planned
that ^dt+dem+++=that
we ^pp1a+pp1+++=we
should ^md+nec+++=should
spend ^vb++++=spend
the ^ati++++=the
afternoon ^nn++++=afternoon
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Quite ^rb++++=Quite
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
might ^md+pos+++=might
read ^vb+vprv++xvbn+=read
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
dogs ^nns++++=dogs
brightened ^vbd+++xvbn+=brightened.
. ^zz++++=EXTRAWORD
No ^at++++=No
doubt ^nn++++=doubt
they ^pp3a+pp3+++=they
would ^md+prd+++=would
like ^in++++=like
that ^dt+dem+++=that
four ^cd++++=four
hours ^nns++++=hours
of ^in++++=of
Reggie ^np+++??+=Reggie
reading ^vwbg+++xvbg+=reading
parliamentary ^jj+atrb+++=parliamentary
speeches ^nns++++=speeches
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
breathed ^vbd+++xvbnx+=breathed
on ^in++++=on
his ^pp$+pp3+++=his
trousers ^nns+nom+++=trousers.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shan't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
long ^rb++++=long."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
always ^rb++++=always
say ^vb+vpub+tht0++=say
that ^tht+vcmp+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
say ^vb+vpub+++=say
good ^jj++++=good-bye
- ^zz++++=EXTRAWORD
bye ^rb++++=EXTRAWORD
to ^in++++=to
Anne ^np++++=Anne."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
name ^nn++++=name,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Fairburn ^np++++=Fairburn
looked ^vbd+++xvbn+=looked
down ^rp++++=down
and ^cc++++=and
severed ^jj+++xvbn+=severed
a ^at++++=a
cabinet ^nn++++=cabinet
minister ^npt+nom+++=minister
at ^rb++++=at
the ^ati++++=the
waist ^nn++++=waist.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
understand ^vb+vprv+++=understand
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
so ^rb+emph+++=so
