When ^wrb+who+++=When
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
employment ^nn+nom+++=employment
as ^in++++=as
a ^at++++=a
bailiff ^nn++++=bailiff's
's ^$++++=EXTRAWORD
assistant ^nn+nom+++=assistant.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
about ^in+ppvb+++=about
the ^ati++++=the
city ^nn++++=city
with ^in++++=with
a ^at++++=a
red ^jj+atrb+++=red
nose ^nn++++=nose
and ^cc++++=and
a ^at++++=a
cracked ^jj+atrb++xvbn+=cracked
bowler ^nn++++=bowler,
, ^zz++++=EXTRAWORD
complaining ^vbg+vpub++xvbg+=complaining
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
home ^nr++++=home
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
stolen ^vpsv++agls+xvbnx+=stolen
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Mooney ^np++++=Mooney
did ^vbd+dod+aux++=did
not ^xnot++not++=not
complain ^vb+vpub+++=complain.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sold ^vbd+++xvbnx+=sold
the ^ati++++=the
shop ^nn++++=shop
fittings ^nns++++=fittings
and ^cc++++=and
took ^vbd+++xvbn+=took
a ^at++++=a
large ^jj++++=large,
, ^zz++++=EXTRAWORD
discoloured ^xvbn+++xvbn+=discoloured
house ^nn++++=house
in ^in++++=in
Lower ^jjr++++=Lower
Dorset ^np++++=Dorset
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
established ^vbd+vprv++xvbnx+=established
a ^at++++=a
boarding ^nn++++=boarding
house ^nn++++=house
for ^in++++=for
young ^jj+atrb+++=young
men ^nns++++=men.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
had ^vb+hv+vrb++=had
a ^at++++=a
narrow ^jj+atrb+++=narrow
hall ^npl++++=hall
smelling ^vwbg+++xvbg+=smelling
of ^in++++=of
boiled ^jj+atrb++xvbn+=boiled
cabbage ^nn+nom+++=cabbage
and ^cc++++=and
damp ^nn++++=damp
overcoats ^nns+++??+=overcoats.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
parlour ^nn++++=parlour
mantelpiece ^nn++++=mantelpiece
stood ^vbd+++xvbn+=stood
a ^at++++=a
clock ^nn++++=clock
with ^in++++=with
gilt ^jj+atrb+++=gilt
horses ^nns++++=horses
which ^whp+rel+subj++=which
lost ^vbd+++xvbn+=lost
eleven ^cd++++=eleven
minutes ^nns++++=minutes
every ^at++++=every
day ^nn++++=day.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dining ^jj+atrb++xvbg+=dining
room ^nn++++=room
contained ^vbd+++xvbn+=contained
a ^at++++=a
long ^jj+atrb+++=long
table ^nn++++=table,
, ^zz++++=EXTRAWORD
eighteen ^cd++++=eighteen
bentwood ^nn+++??+=bentwood
chairs ^nns++++=chairs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
piano ^nn++++=piano
whose ^whp+rel+obj++=whose
lower ^jjr+atrb+++=lower
notes ^nns++++=notes
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
soft ^jj++++=soft.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lodgers ^nns+nom+++=lodgers
paid ^vbd+++xvbn+=paid
fifteen ^cd++++=fifteen
shillings ^nns+nom+++=shillings
a ^at++++=a
week ^nn++++=week
for ^in++++=for
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
meat ^nn++++=meat
tea ^nn++++=tea
on ^in++++=on
Sundays ^nrs++++=Sundays.
. ^zz++++=EXTRAWORD
A ^at++++=A
chop ^vb++++=chop
cost ^nn++++=cost
extra ^jj++++=extra.
. ^zz++++=EXTRAWORD
Boots ^nns++++=Boots
were ^vbd+bed+aux++=were
left ^vpsv++agls+xvbnx+=left
outside ^jjb+atrb+++=outside
bedroom ^nn++++=bedroom
doors ^nns++++=doors
on ^in++++=on
Saturday ^nr++++=Saturday
nights ^nns++++=nights
and ^cc++++=and
returned ^vpsv++agls+xvbn+=returned
on ^in++++=on
Sunday ^nr++++=Sunday
morning ^nn++++=morning
with ^in++++=with
polish ^nn++++=polish
in ^in++++=in
the ^ati++++=the
cracks ^nns++++=cracks.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
men ^nns++++=men
were ^vbd+bed+vrb++=were
clerks ^nns++++=clerks
from ^in++++=from
warehouses ^nns++++=warehouses
off ^in+pl+++=off
the ^ati++++=the
quays ^nns++++=quays,
, ^zz++++=EXTRAWORD
assistants ^nns+nom+++=assistants
in ^in++++=in
drapers ^nns+nom+++=drapers'
' ^zz++++=EXTRAWORD
shops ^nns++++=shops,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
travellers ^nns+nom+++=travellers
who ^whp+rel+subj++=who
came ^vbd+++xvbn+=came
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
with ^in++++=with
leather ^nn++++=leather
sample ^nn++++=sample
cases ^nns++++=cases.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
called ^vbd+++xvbnx+=called
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Mooney ^np++++=Mooney
" ^zz++++="the
the ^ati++++=EXTRAWORD
Captain ^nn++++=Captain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv++xvbnx+=knew
who ^whp+who+++=who
was ^vbd+bedz+vrb++=was
behind ^in+pl+++=behind
with ^in++++=with
his ^pp$+pp3+++=his
money ^nn++++=money,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
received ^vbd+++xvbn+=received
letters ^nns+nom+++=letters
in ^in++++=in
a ^at++++=a
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
took ^vbd+++xvbn+=took
porter ^nn++++=porter
in ^in++++=in
his ^pp$+pp3+++=his
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
pawned ^vprf+++xvbnx+=pawned
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
coat ^nn++++=coat
until ^in++++=until
quarter ^nn++++=quarter
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
trouble ^nn++++=trouble
a ^at++++=a
man ^nn++++=man
for ^in++++=for
every ^at++++=every
small ^jj+atrb+++=small
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
understood ^vbd+vprv++xvbnx+=understood
that ^tht+vcmp+++=that
young ^jj+atrb+++=young
fellows ^nns++++=fellows
required ^vbd+++xvbn+=required
liberty ^nn++++=liberty,
, ^zz++++=EXTRAWORD
provided ^j+++xvbn+=provided
the ^ati++++=the
liberty ^nn++++=liberty
was ^vbd+bedz+aux++=was
paid ^vpsv++agls+xvbnx+=paid
for ^in++++=for
and ^cc++++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
disturb ^vb++++=disturb
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
On ^in++++=On
Sunday ^nr++++=Sunday
evenings ^nns++++=evenings
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
music ^nn++++=music
in ^in++++=in
the ^ati++++=the
parlour ^nn++++=parlour.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Keegan ^np++++=Keegan,
, ^zz++++=EXTRAWORD
a ^at++++=a
law ^nn++++=law
clerk ^nn++++=clerk
with ^in++++=with
a ^at++++=a
high ^jj+atrb+++=high
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
played ^jj+atrb++xvbn+=played
waltzes ^nns+++??+=waltzes;
; ^zz++++=EXTRAWORD
little ^ap++++=little
O ^zz++++=O'Rourke
'rourke ^nn+++??+=EXTRAWORD
from ^in++++=from
the ^ati++++=the
seed ^nn++++=seed
merchants ^nns+nom+++=merchants
sang ^vbd+++xvbn+=sang
comic ^jj+atrb+++=comic
songs ^nns++++=songs;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Jack ^np++++=Jack
Mooney ^np+++??+=Mooney
supplied ^vbd+++xvbn+=supplied
the ^ati++++=the
choruses ^nns+++??+=choruses
in ^in++++=in
a ^at++++=a
voice ^nn++++=voice
like ^in++++=like
a ^at++++=a
public ^jj++++=public-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
door ^nn++++=door
being ^xvbg+++xvbg+=being
dragged ^vbd+++xvbn+=dragged
over ^in++++=over
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
son ^nn++++=son
in ^in++++=in
loyalty ^nn++++=loyalty,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
in ^in++++=in
prudence ^nn+nom+++=prudence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
worked ^vbd+++xvbnx+=worked
at ^rb++++=at
a ^at++++=a
bottling ^nn+nom+++=bottling
store ^nn++++=store
near ^in+pl+++=near
the ^ati++++=the
docks ^nns++++=docks
and ^cc++++=and
had ^vb+hv+vrb++=had
a ^at++++=a
square ^jj+atrb+++=square
head ^jjb+atrb+++=head,
, ^zz++++=EXTRAWORD
short ^jj+atrb+++=short
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
knuckles ^nns++++=knuckles
flattened ^vwbn+++xvbn+=flattened
by ^in++++=by
fighting ^xvbg+++xvbg+=fighting.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
freely ^rb++++=freely
of ^in++++=of
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
would ^md+prd+++=would
do ^vb+do+vrb++=do
to ^in++++=to
any ^dti++++=any
man ^nn++++=man
who ^whp+rel+subj++=who
insulted ^vbd+++xvbn+=insulted
his ^pp$+pp3+++=his
sister ^nn++++=sister.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
story ^nn++++=story
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
broken ^vprf+++xvbnx+=broken
a ^at++++=a
porter ^nn++++=porter's
's ^$++++=EXTRAWORD
tooth ^nn++++=tooth
outside ^jjb++++=outside
a ^at++++=a
music ^nn++++=music
hall ^npl++++=hall
because ^cs+cos+++=because
the ^ati++++=the
porter ^nn++++=porter
had ^vbd+hvd+aux++=had
winked ^vprf+++xvbnx+=winked
at ^in++++=at
Polly ^np+++??+=Polly.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
never ^rb++++=never
denied ^vbd+vpub++xvbn+=denied
the ^ati++++=the
story ^nn++++=story.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
merely ^rb+down+++=merely
asked ^vprf+++xvbn+=asked
which ^wdt+who+whcl++=which
tooth ^nn++++=tooth.
. ^zz++++=EXTRAWORD
Polly ^np+++??+=Polly
was ^vbd+bedz+vrb++=was
nineteen ^cd++++=nineteen
when ^wrb+who+++=when
the ^ati++++=the
boarding ^nn++++=boarding
house ^npl++++=house
opened ^vbd+++xvbn+=opened
and ^cc++++=and
nearly ^rb+down+++=nearly
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
when ^wrb+who+++=when
her ^pp3o+pp3+++=her
mother ^npt++++=mother
began ^vbd+++xvbn+=began
to ^to++++=to
watch ^vbi++++=watch
her ^pp$+pp3+++=her
seriously ^rb++++=seriously.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
pale ^nn++++=pale
brown ^jj+atrb+++=brown
hair ^nn++++=hair
that ^tht+rel+subj++=that
escaped ^vprf+++xvbn+=escaped
from ^in++++=from
its ^pp$+it+++=its
pins ^nns++++=pins,
, ^zz++++=EXTRAWORD
grey ^np++++=grey
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^rb++++=a
little ^rb"++++=little
red ^jj+atrb+++=red
mouth ^nn++++=mouth
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
formed ^vbd+++xvbn+=formed
for ^in++++=for
secrets ^nns++++=secrets.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Mooney ^np++++=Mooney
placed ^vwbn+++xvbn+=placed
her ^pp$+pp3+++=her
in ^in++++=in
a ^at++++=a
corn-factor ^nn++++=corn-factor's
's ^$++++=EXTRAWORD
office ^nn++++=office,
, ^zz++++=EXTRAWORD
copying ^jj+atrb++xvbg+=copying
invoices ^nns+++??+=invoices
for ^in++++=for
twelve ^cd++++=twelve
shillings ^nns+nom+++=shillings
a ^at++++=a
week ^nn++++=week.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Polly ^np++++=Polly's
's ^$++++=EXTRAWORD
father ^nn++++=father
began ^vbd+++xvbn+=began
waiting ^vbg+++xvbg+=waiting
outside ^jjb++++=outside
the ^ati++++=the
office ^nn++++=office
on ^in++++=on
paydays ^nns+++??+=paydays,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
sober ^jj++++=sober
and ^cc+phrs+++=and
tearful ^jj++++=tearful,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
drunk ^jj+++xvbn+=drunk
and ^cc+phrs+++=and
violent ^jj++++=violent.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted
through ^in++++=through
the ^ati++++=the
letter ^nn++++=letter
slit ^vbd+++xvbn+=slit
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
for ^in+ppvb+++=for
his ^pp$+pp3+++=his
own ^ap++++=own
flesh ^nn++++=flesh
and ^cc++++=and
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
the ^ati++++=the
manager ^nn++++=manager
wrote ^vbd+vprv++xvbn+=wrote
to ^in++++=to
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Mooney ^np++++=Mooney.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Polly ^np+++??+=Polly
remained ^vbd+++xvbn+=remained
at ^rb++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
served ^vbd+++xvbnx+=served
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
answered ^j+++xvbn+=answered
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
entertained ^vbd+++xvbn+=entertained
the ^ati++++=the
boarders ^nns+nom+++=boarders
in ^in++++=in
the ^ati++++=the
evenings ^nns++++=evenings.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
skilled ^jj+atrb+++=skilled
singer ^nn++++=singer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
sang ^vbd+++xvbnx+=sang
songs ^nns++++=songs
about ^in++++=about
soldiers ^nns+nom+++=soldiers
departing ^vwbg+++xvbg+=departing
for ^in++++=for
India ^np++++=India
and ^cc++++=and
girls ^nns++++=girls
waiting ^vwbg+++xvbg+=waiting
beside ^in+pl+++=beside
garden ^nn++++=garden
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
she ^pp3a+pp3+++=she
sang ^vbd+++xvbnx+=sang,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
upward ^jjb++++=upward
from ^in++++=from
under ^in++++=under
her ^pp$+pp3+++=her
lashes ^nns++++=lashes
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
words ^nns++++=words
had ^vbd+hvd+aux++=had
surprised ^vprf+++xvbnx+=surprised
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
men ^nns++++=men
applauded ^vwbn+++xvbn+=applauded
warmly ^rb++++=warmly.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
than ^in++++=than
one ^cd1++++=one
offered ^vbd+++xvbn+=offered
to ^to++++=to
turn ^vbi++++=turn
the ^ati++++=the
pages ^nns++++=pages
though ^cs+sub+++=though
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
only ^rb+down+++=only
two ^cd++++=two.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Mooney ^np++++=Mooney
observed ^vbd+vprv++xvbn+=observed
all ^abn++++=all
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
A ^at++++=A
boarding ^nn++++=boarding
house ^npl++++=house
required ^vbd+++xvbn+=required
friendliness ^nns+nom+++=friendliness.
. ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
men ^nns++++=men
preferred ^vbd+++xvbn+=preferred
a ^at++++=a
table ^nn++++=table
where ^wrb+who+++=where
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
young ^jj+atrb+++=young
woman ^nn++++=woman
to ^to++++=to
laugh ^vbi++++=laugh
at ^in+ppvb+++=at
their ^pp$+pp3+++=their
stories ^nns++++=stories
and ^cc++++=and
ask ^vb++++=ask
whether ^cs+who+++=whether
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
sugar ^nn++++=sugar.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
kept ^vbd+++xvbn+=kept
them ^pp3o+pp3+++=them
from ^in++++=from
moving ^nn++++=moving
to ^in++++=to
other ^ap++++=other
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
friendliness ^nns+nom+++=friendliness
had ^vb+hv+vrb++=had
boundaries ^nns++++=boundaries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Mooney ^np++++=Mooney
knew ^vbd+vprv++xvbn+=knew
those ^dt+dem+++=those
boundaries ^nns++++=boundaries
as ^in++++=as
accurately ^rb++++=accurately
as ^ql++++=as
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
chops ^nns++++=chops
delivered ^vwbn+++xvbn+=delivered
by ^in++++=by
the ^ati++++=the
butcher ^nn++++=butcher.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
noticed ^vbd+vprv++xvbnx+=noticed
when ^wrb+who+whcl++=when
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Doran ^np++++=Doran
began ^vbd+++xvbn+=began
lingering ^vbg+++xvbg+=lingering
after ^in++++=after
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
clerk ^nn++++=clerk
in ^in++++=in
the ^ati++++=the
office ^nn++++=office
of ^in++++=of
a ^at++++=a
Catholic ^jj+atrb+++=Catholic
wine ^nn++++=wine
merchant ^nn+nom+++=merchant
and ^cc++++=and
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
employed ^vpsv++agls+xvbnx+=employed
there ^rn+pl+++=there
thirteen ^cd++++=thirteen
years ^nns++++=years.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
young ^jj++++=young,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
careful ^jj++++=careful
brushing ^jj+++xvbg+=brushing
of ^in++++=of
his ^pp$+pp3+++=his
dark ^jj+atrb+++=dark
hair ^nn++++=hair
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
appear ^vb+seem+++=appear
younger ^jjr++++=younger
at ^rb++++=at
first ^rb"++++=first
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
glasses ^nns++++=glasses
were ^vbd+bed+vrb++=were
rimless ^jj+pred+++=rimless;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
cuffs ^nns++++=cuffs
were ^vbd+bed+vrb++=were
always ^rb++++=always
clean ^jj+pred+++=clean;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
carried ^vbd+++xvbnx+=carried
an ^at++++=an
umbrella ^nn++++=umbrella
even ^rb++++=even
when ^wrb+who+++=when
the ^ati++++=the
sky ^nn++++=sky
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
early ^jj++++=early
twenties ^cds++++=twenties
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
boasted ^vprf+++xvbnx+=boasted
against ^in++++=against
priests ^nns++++=priests
and ^cc++++=and
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
stood ^vprf+++xvbnx+=stood
in ^in++++=in
Sackville ^np+++??+=Sackville
Street ^nn++++=Street
arguing ^vb+vpub++xvbg+=arguing
that ^tht+vcmp+++=that
religion ^nn++++=religion
was ^vbd+bedz+vrb++=was
an ^at++++=an
arrangement ^nn+nom+++=arrangement
between ^in++++=between
fear ^nn++++=fear
and ^cc++++=and
property ^nn++++=property.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
time ^nn++++=time,
, ^zz++++=EXTRAWORD
employment ^nn+nom+++=employment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
illnesses ^nns+nom+++=illnesses
had ^vbd+hvd+aux++=had
