I ^pp1a+pp1+++=I
the ^ati++++=the
washing ^nvbg+++xvbg+=washing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Ryans ^np+++??+=Ryans
paid ^vbd+++xvbn+=paid
her ^pp$+pp3+++=her
in ^in++++=in
flour ^nn++++=flour,
, ^zz++++=EXTRAWORD
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
old ^jj+atrb+++=old
print ^nn++++=print
dress ^nn++++=dress
altered ^vwbn+++xvbn+=altered
from ^in++++=from
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
daughters ^nns+nom+++=daughters'.
'. ^nn+++??+=EXTRAWORD
The ^ati++++=The
flour ^nn++++=flour
was ^vbd+bedz+aux++=was
tied ^vpsv++agls+xvbnx+=tied
behind ^in+pl+++=behind
the ^ati++++=the
saddle ^nn++++=saddle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tea ^nn++++=tea
was ^vbd+bedz+vrb++=was
in ^in++++=in
her ^pp$+pp3+++=her
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dress ^nn++++=dress
lay ^vbd+++xvbn+=lay
across ^rp+pl+++=across
her ^pp3o+pp3+++=her
knees ^nns++++=knees
beneath ^in+pl+++=beneath
a ^at++++=a
sugar ^nn++++=sugar-bag
- ^zz++++=EXTRAWORD
bag ^nn++++=EXTRAWORD
lest ^cs+sub+++=lest
the ^ati++++=the
dust ^nn++++=dust
spoil ^vb++++=spoil
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
proud ^jj+pred+++=proud
of ^in++++=of
the ^ati++++=the
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
blue ^jj+pred+++=blue,
, ^zz++++=EXTRAWORD
with ^in++++=with
little ^ap++++=little
white ^jj+atrb+++=white
flowers ^nns+nom+++=flowers
almost ^rb+hdg+++=almost
a ^at++++=a
town ^nn++++=town
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
Deadman ^np++++=Deadman's
's ^$++++=EXTRAWORD
Gap ^nn++++=Gap
the ^ati++++=the
land ^nn++++=land
opened ^vbd+++xvbn+=opened
into ^in++++=into
poor ^jj+atrb+++=poor
grazing ^jj+atrb++xvbg+=grazing
country ^nn++++=country,
, ^zz++++=EXTRAWORD
stony ^jj++++=stony
and ^cc++++=and
thinly ^rb++++=thinly
grassed ^jj+++xvbn+=grassed.
. ^zz++++=EXTRAWORD
Smoke ^vb++++=Smoke
hung ^vbd+++xvbn+=hung
above ^jjb++++=above
the ^ati++++=the
Wylie ^np++++=Wylie
homestead ^nn++++=homestead.
. ^zz++++=EXTRAWORD
Mary ^np++++=Mary
sat ^vbd+++xvbn+=sat
straighter ^jjr++++=straighter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chimney ^nn++++=chimney
always ^rb++++=always
smoked ^jj+++xvbn+=smoked,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
chimney ^nn++++=chimney
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
A ^at++++=A
red ^jj+atrb+++=red
glow ^nn++++=glow
showed ^vbd+vprv++xvbn+=showed
behind ^in+pl+++=behind
the ^ati++++=the
yard ^nn++++=yard.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
Bess ^np+++??+=Bess
to ^in++++=to
a ^at++++=a
canter ^jjr++++=canter,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
the ^ati++++=the
dry ^jj+atrb+++=dry
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pulled ^vbd+++xvbn+=pulled
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
slip ^nn++++=slip-rails.
- ^zz++++=EXTRAWORD
rails ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
consisted ^vbd+++xvbn+=consisted
of ^in++++=of
two ^cd++++=two
slab ^nn++++=slab
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
bark ^nn++++=bark
skillion ^nn+++??+=skillion
leaning ^vwbg+++xvbg+=leaning
against ^in++++=against
the ^ati++++=the
rear ^jjb+atrb+++=rear
wall ^nn++++=wall
as ^cs+sub+++=as
if ^cs+cnd+++=if
tired ^jj+++xvbn+=tired
of ^in++++=of
standing ^xvbg+++xvbg+=standing.
. ^zz++++=EXTRAWORD
A ^at++++=A
sheet ^nn++++=sheet
of ^in++++=of
flattened ^vbd+++xvbn+=flattened
kerosene ^nn+++??+=kerosene
tin ^nn++++=tin
covered ^vbd+++xvbn+=covered
a ^at++++=a
hole ^nn++++=hole
in ^in++++=in
the ^ati++++=the
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
garden ^nn++++=garden
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
The ^ati++++=The
goats ^nns++++=goats
had ^vbd+hvd+aux++=had
eaten ^vprf+++xvbnx+=eaten
it ^pp3+it+++=it
during ^in++++=during
the ^ati++++=the
drought ^nn++++=drought,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Wylie ^np++++=Wylie
had ^vbd+hvd+aux++=had
broken ^vprf+++xvbnx+=broken
the ^ati++++=the
fence ^nn++++=fence
for ^in++++=for
firewood ^nn+++??+=firewood.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
hut ^nn++++=hut
a ^at++++=a
fire ^nn++++=fire
burned ^vbd+++xvbn+=burned
fiercely ^rb++++=fiercely
in ^in++++=in
a ^at++++=a
shallow ^jj+atrb+++=shallow
pit ^nn++++=pit.
. ^zz++++=EXTRAWORD
Wylie ^np++++=Wylie
stood ^vbd+++xvbn+=stood
over ^in++++=over
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
green ^nn++++=green
branch ^nn++++=branch,
, ^zz++++=EXTRAWORD
thrusting ^vbg+++xvbg+=thrusting
something ^pn++++=something
down ^in++++=down
among ^in++++=among
the ^ati++++=the
coals ^nns++++=coals.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shirt ^nn++++=shirt
was ^vbd+bedz+vrb++=was
open ^jj+pred+++=open;
; ^zz++++=EXTRAWORD
blood ^nn++++=blood
had ^vbd+hvd+aux++=had
dried ^vprf+++xvbnx+=dried
black ^jj++++=black
on ^in++++=on
his ^pp$+pp3+++=his
forearms ^nns++++=forearms.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
younger ^jjr+atrb+++=younger
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
crouched ^j+++xvbn+=crouched
beside ^in+pl+++=beside
the ^ati++++=the
woodheap ^nn+++??+=woodheap,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
the ^ati++++=the
killing ^jj+++xvbg+=killing-pen
- ^zz++++=EXTRAWORD
pen ^nn++++=EXTRAWORD
lay ^vbd+++xvbn+=lay
the ^ati++++=the
head ^nn++++=head
and ^cc++++=and
feet ^nns++++=feet
of ^in++++=of
a ^at++++=a
steer ^np++++=steer.
. ^zz++++=EXTRAWORD
Mary ^np++++=Mary
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
the ^ati++++=the
saddle ^nn++++=saddle.
. ^zz++++=EXTRAWORD
" ^zz++++="Whose
whose ^whp+who+++=EXTRAWORD
beast ^nn++++=beast
is ^vbz+bez+vrb++=is
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wylie ^np++++=Wylie
turned ^vbd+++xvbn+=turned.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
small ^jj+pred+++=small
and ^cc+phrs+++=and
pale ^jj++++=pale
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
dirty ^jj+atrb+++=dirty
brows ^nns++++=brows.
. ^zz++++=EXTRAWORD
" ^zz++++="Mine."
mine ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
Merton ^np++++=Merton's
's ^$++++=EXTRAWORD
ear ^nn++++=ear-mark."
- ^zz++++=EXTRAWORD
mark ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Has
has ^vbz+hvz+vrb++=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
head ^nn++++=head
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
discovery ^nn+nom+++=discovery
interested ^jj++++=interested
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
Merton ^np+++??+=Merton
must ^md+nec+++=must've
've ^vb+hv+aux++0=EXTRAWORD
put ^vprf+++xvbnx+=put
his ^pp$+pp3+++=his
mark ^vb++++=mark
on ^in++++=on
my ^pp$+pp1+++=my
steer ^np++++=steer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mary ^np++++=Mary
went ^vbd+++xvbn+=went
closer ^rbr++++=closer
to ^in++++=to
the ^ati++++=the
pit ^nn++++=pit.
. ^zz++++=EXTRAWORD
A ^at++++=A
rank ^nn++++=rank
smell ^nn++++=smell
of ^in++++=of
burning ^xvbg+++xvbg+=burning
hair ^nn++++=hair
and ^cc++++=and
hide ^nn++++=hide
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
burning ^vbg+++xvbgx+=burning
the ^ati++++=the
brand ^nn++++=brand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Git
git ^np++++=EXTRAWORD
inside ^jjb++++=inside."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Father
father ^nn++++=EXTRAWORD
" ^zz++++="
" ^zz++++="Git
git ^np++++=EXTRAWORD
inside ^jjb++++=inside,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
yer ^pp$++++=yer!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wylie ^np++++=Wylie
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
twisting ^nvbg+++xvbg+=twisting
her ^pp3o+pp3+++=her
apron ^nn++++=apron.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
bent ^jj+atrb++xvbn+=bent
woman ^nn++++=woman
with ^in++++=with
colourless ^jj+atrb+++=colourless
hair ^nn++++=hair
and ^cc++++=and
hands ^nns++++=hands
swollen ^jj++++=swollen
from ^in++++=from
work ^nn++++=work.
. ^zz++++=EXTRAWORD
" ^zz++++="Mary,
mary ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
speak ^vb++++=speak
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
in ^in++++=in
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
get ^vb++++=get
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Mother ^nn++++=Mother?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
bought ^vbd+++xvbnx+=bought
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bought
bought ^vprf+++xvbn+=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mary ^np++++=Mary
looked ^vbd+++xvbn+=looked
from ^in++++=from
her ^pp3o+pp3+++=her
mother ^npt++++=mother
to ^in++++=to
the ^ati++++=the
burning ^nn++++=burning
hide ^vb++++=hide.
. ^zz++++=EXTRAWORD
Wylie ^np++++=Wylie
threw ^vbd+++xvbn+=threw
down ^in++++=down
the ^ati++++=the
branch ^nn++++=branch.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
yer ^pp$++++=yer
callin ^nn+++??+=callin'
' ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me
a ^at++++=a
liar ^nn++++=liar?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yer
yer ^pp$++++=EXTRAWORD
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
only ^ap+down+++=only
asked ^jj+atrb++xvbn+=asked
" ^zz++++="
He ^pp3a+pp3+++=He
crossed ^vbd+++xvbnx+=crossed
the ^ati++++=the
yard ^nn++++=yard
and ^cc++++=and
caught ^vbd+++xvbn+=caught
her ^pp$+pp3+++=her
by ^in++++=by
the ^ati++++=the
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
fingers ^nns+nom+++=fingers
went ^vbd+++xvbn+=went
through ^in++++=through
the ^ati++++=the
thin ^jj+atrb+++=thin
stuff ^nn++++=stuff
of ^in++++=of
her ^pp$+pp3+++=her
blouse ^nn++++=blouse.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
too ^ql++++=too
flash ^vb++++=flash,
, ^zz++++=EXTRAWORD
miss ^npt++++=miss.
. ^zz++++=EXTRAWORD
Ryan ^np++++=Ryan's
's ^$++++=EXTRAWORD
gals ^nn++++=gals
been ^vprf+ben+vrb+xvbn+=been
puttin ^nn+++??+=puttin'
' ^zz++++=EXTRAWORD
notions ^nns+nom+++=notions
inter ^rb++++=inter
yer ^pp$++++=yer?
? ^zz++++=EXTRAWORD
Think ^vb+vprv+++=Think
yer ^pp2+pp2+++=yer
too ^ql++++=too
good ^jj++++=good
for ^in++++=for
us ^pp1o+pp1+++=us?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
face ^nn++++=face
went ^vbd+++xvbn+=went
white ^jj++++=white,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
cry ^vb++++=cry
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wylie ^np++++=Wylie
fluttered ^vbd+++xvbn+=fluttered
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
her ^pp$+pp3+++=her
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
Bill ^nn++++=Bill.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+aux++0=EXTRAWORD
brought ^vpsv++agls+xvbnx+=brought
flour ^nn++++=flour.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look,
, ^zz++++=EXTRAWORD
Bill ^nn++++=Bill
flour ^nn++++=flour
and ^cc++++=and
tea ^nn++++=tea."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flung ^vbd+++xvbnx+=flung
Mary ^np++++=Mary
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
struck ^vbd+++xvbnx+=struck
the ^ati++++=the
rails ^nns++++=rails
and ^cc++++=and
would ^md+prd+++=would
have ^vb+hv+aux++=have
fallen ^vprf+++xvbn+=fallen
but ^in++++=but
for ^in"++++=for
Bess ^np+++??+=Bess,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
stood ^vbd+++xvbn+=stood
at ^rb++++=at
her ^pp$+pp3+++=her
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mare ^nn++++=mare
shifted ^vbd+++xvbn+=shifted
and ^cc+phrs+++=and
touched ^vbd+++xvbn+=touched
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
sleeve ^nn++++=sleeve
with ^in++++=with
her ^pp$+pp3+++=her
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
" ^zz++++="There,"
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wylie ^np++++=Wylie.
. ^zz++++=EXTRAWORD
" ^zz++++="Even
even ^rb++++=EXTRAWORD
the ^ati++++=the
blarsted ^jj+atrb++xvbn+=blarsted
horse ^nn++++=horse
reckons ^nns+++??+=reckons
she ^pp3a+pp3+++=she
ought ^md+nec+++=ought
ter ^jjr+atrb+++=ter
mind ^nn++++=mind
her ^pp3o+pp3+++=her
own ^ap++++=own
business ^nns+nom+++=business."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jack ^np++++=Jack
laughed ^vbd+++xvbn+=laughed
because ^cs+cos+++=because
his ^pp$+pp3+++=his
father ^nn++++=father
had ^vbd+hvd+aux++=had
laughed ^vprf+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
thirteen ^cd++++=thirteen,
, ^zz++++=EXTRAWORD
undersized ^j+++xvbn+=undersized,
, ^zz++++=EXTRAWORD
sly ^jj++++=sly-eyed,
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
quick ^jj++++=quick
to ^to+jcmp+++=to
side ^vb++++=side
with ^in++++=with
whoever ^whp+who+++=whoever
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
whip ^nn++++=whip.
. ^zz++++=EXTRAWORD
From ^in++++=From
within ^in++++=within
the ^ati++++=the
hut ^nn++++=hut
came ^vbd+++xvbn+=came
the ^ati++++=the
crying ^jj+++xvbg+=crying
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
little ^jj+atrb+++=little
