All ^abn++++=All
quarter ^nn++++=quarter-deck,
- ^zz++++=EXTRAWORD
deck ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
one ^cd1++++=one
palm ^np++++=palm
pressed ^vbd+++xvbn+=pressed
against ^in++++=against
the ^ati++++=the
mizzen ^jj+atrb++xvbn+=mizzen
shrouds ^nns+++??+=shrouds,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
ivory ^nn++++=ivory
leg ^nn++++=leg
socketed ^jj++++=socketed
in ^in++++=in
its ^pp$+it+++=its
auger ^nn++++=auger-hole.
- ^zz++++=EXTRAWORD
hole ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
No ^at++++=No
man ^nn++++=man
spoke ^vbd+++xvbn+=spoke
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
helmsman ^nn+nom+++=helmsman
turned ^vbd+++xvbn+=turned
the ^ati++++=the
spokes ^nns++++=spokes
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
the ^ati++++=the
click ^nn++++=click
of ^in++++=of
wood ^nn++++=wood
on ^in++++=on
wood ^nn++++=wood
should ^md+nec+++=should
disturb ^vb++++=disturb
that ^cs+sub+++=that
inward ^jjb+atrb+++=inward
council ^nn++++=council
wherein ^wrb+who+++=wherein
the ^ati++++=the
old ^jj+atrb+++=old
captain ^nn++++=captain
disputed ^vbd+++xvbn+=disputed
with ^in++++=with
gods ^nns++++=gods,
, ^zz++++=EXTRAWORD
devils ^nns++++=devils,
, ^zz++++=EXTRAWORD
charts ^nns++++=charts,
, ^zz++++=EXTRAWORD
winds ^nns++++=winds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
one ^cd1++++=one
white ^jj+atrb+++=white
shape ^nn++++=shape
that ^tht+rel+++=that
outranked ^jj+++xvbn+=outranked
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
Ahab ^np+++??+=Ahab
lifted ^vbd+++xvbn+=lifted
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Ha!"
ha ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
shout ^vb++++=shout,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
sharp ^jj+atrb+++=sharp
intake ^nn++++=intake
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
passing ^vbg+++xvbg+=passing
a ^at++++=a
sealed ^jj+atrb++xvbn+=sealed
tomb ^nn++++=tomb,
, ^zz++++=EXTRAWORD
hears ^vbz+vprv+++=hears
knocking ^vbg+++xvbg+=knocking
within ^in+strn+++=within.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
he ^pp3a+pp3+++=he
breathed ^vbd+++xvbnx+=breathed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
nostrils ^nns++++=nostrils
widened ^vbd+++xvbn+=widened;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
scarred ^jj+atrb++xvbn+=scarred
face ^nn++++=face
leaned ^vbd+++xvbn+=leaned
eastward ^rb++++=eastward.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
motion ^nn++++=motion
almost ^rb+hdg+++=almost
animal ^nn++++=animal,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
crossed ^vbd+++xvbnx+=crossed
to ^in++++=to
the ^ati++++=the
weather ^nn++++=weather
rail ^nn++++=rail
and ^cc++++=and
bent ^vpsv++agls+xvbn+=bent
over ^in++++=over
the ^ati++++=the
obscure ^jj+atrb+++=obscure
water ^nn++++=water.
. ^zz++++=EXTRAWORD
" ^zz++++="D'ye
do ^vb+do+vrb++0=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
smell ^nn++++=smell
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
demanded ^vbd+vsua++xvbnx+=demanded.
. ^zz++++=EXTRAWORD
The ^ati++++=The
watch ^nn++++=watch
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
" ^zz++++="Captain?"
captain ^npt++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
musky ^nn+++??+=musky
reek ^nn+++??+=reek
the ^ati++++=the
warm ^jj++++=warm,
, ^zz++++=EXTRAWORD
rank ^nn++++=rank
breath ^nn++++=breath
of ^in++++=of
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
living ^jj+atrb++xvbg+=living
furnace ^nn++++=furnace
somewhere ^rb++++=somewhere
under ^in++++=under
that ^dt+dem+++=that
black ^jj+atrb+++=black
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
Call ^nn++++=Call
me ^pp1o+pp1+++=me
not ^xnot++not++=not
mad ^jj++++=mad
when ^wrb+who+++=when
my ^pp$+pp1+++=my
blood ^nn++++=blood
points ^nns++++=points
truer ^jjr++++=truer
than ^in++++=than
your ^pp$+pp2+++=your
compasses ^nns+++??+=compasses.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Starbuck ^np++++=Starbuck!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
chief ^jjb+atrb+++=chief
mate ^nn++++=mate
came ^vbd+++xvbn+=came
swiftly ^rb++++=swiftly
from ^in++++=from
the ^ati++++=the
cabin ^nn++++=cabin
companionway ^nn+++??+=companionway,
, ^zz++++=EXTRAWORD
buttoning ^nn++++=buttoning
his ^pp$+pp3+++=his
coat ^nn++++=coat
against ^in++++=against
the ^ati++++=the
salt ^jj+atrb+++=salt
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
" ^zz++++="Sir?"
sir ^npt++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bring
bring ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her
two ^cd++++=two
points ^nns++++=points
to ^in++++=to
leeward ^rb++++=leeward.
. ^zz++++=EXTRAWORD
Brace ^nn++++=Brace
round ^in+strn+++=round!
! ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
the ^ati++++=the
topgallant ^nn+nom+++=topgallant-sails
- ^zz++++=EXTRAWORD
sails ^nns++++=EXTRAWORD
draw ^vb++++=draw.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
crossed ^vprf+++xvbnx+=crossed
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Starbuck ^np+++??+=Starbuck
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
binnacle ^nn+++??+=binnacle,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
the ^ati++++=the
indistinguishable ^jj+atrb+++=indistinguishable
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
light ^jj++++=light,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
no ^at++++=no
spout ^nn++++=spout;
; ^zz++++=EXTRAWORD
no ^at++++=no
cry ^nn++++=cry
from ^in++++=from
aloft ^rb++++=aloft."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
light ^jj++++=light?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
his ^pp$+pp3+++=his
whiteness ^nns+nom+++=whiteness
here ^rn+pl+++=here!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ahab ^np+++??+=Ahab
struck ^vbd+++xvbn+=struck
his ^pp$+pp3+++=his
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
spout ^nn++++=spout?
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
ears ^nns++++=ears
hear ^vb+vprv+tht0++=hear
it ^pp3+it+++=it
beneath ^in+pl+++=beneath
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
look ^nn++++=look!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Along ^in++++=Along
the ^ati++++=the
starboard ^nn++++=starboard
quarter ^nn++++=quarter,
, ^zz++++=EXTRAWORD
a ^at++++=a
broad ^jj+atrb+++=broad,
, ^zz++++=EXTRAWORD
oily ^jj+atrb+++=oily
disturbance ^nn+nom+++=disturbance
stretched ^vwbn+++xvbn+=stretched
through ^in++++=through
the ^ati++++=the
waves ^nns++++=waves,
, ^zz++++=EXTRAWORD
faintly ^rb++++=faintly
luminous ^jj++++=luminous
with ^in++++=with
broken ^vbd+++xvbn+=broken
sea ^nn++++=sea-fire.
- ^zz++++=EXTRAWORD
fire ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
no ^at++++=no
common ^jj++++=common
current ^jj++++=current.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wake ^nn++++=wake
ran ^vbd+++xvbn+=ran
onward ^jjb++++=onward
in ^in++++=in
a ^at++++=a
straight ^jj+atrb+++=straight,
, ^zz++++=EXTRAWORD
majestic ^jj+atrb+++=majestic
line ^nn++++=line,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
some ^dti++++=some
submerged ^jj+++xvbn+=submerged
king ^npt++++=king,
, ^zz++++=EXTRAWORD
refusing ^vbg+++xvbg+=refusing
the ^ati++++=the
vulgar ^jj+atrb+++=vulgar
air ^nn++++=air,
, ^zz++++=EXTRAWORD
traveled ^j+++xvbn+=traveled
beneath ^in+pl+++=beneath
the ^ati++++=the
ocean ^nn++++=ocean
with ^in++++=with
a ^at++++=a
road ^nn++++=road
unrolling ^nn+nom+++=unrolling
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Starbuck ^np++++=Starbuck's
's ^$++++=EXTRAWORD
grave ^jj+atrb+++=grave
face ^nn++++=face
contracted ^vbd+++xvbn+=contracted.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
whale ^nn++++=whale's
's ^$++++=EXTRAWORD
wake ^nn++++=wake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
whale ^nn++++=whale's,"
's," ^vb+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ahab ^np+++??+=Ahab.
. ^zz++++=EXTRAWORD
" ^zz++++="Hard
hard ^jj++++=EXTRAWORD
up ^rp++++=up!
! ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
her ^pp$+pp3+++=her
follow ^vb+vprv+++=follow
the ^ati++++=the
writing ^jj+++xvbg+=writing
of ^in++++=of
his ^pp$+pp3+++=his
tail ^nn++++=tail."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
braces ^nns++++=braces
were ^vbd+bed+aux++=were
manned ^vpsv++agls+xvbnx+=manned;
; ^zz++++=EXTRAWORD
blocks ^nns++++=blocks
rattled ^vwbn+++xvbn+=rattled;
; ^zz++++=EXTRAWORD
the ^ati++++=the
yards ^nns++++=yards
swung ^vbd+++xvbn+=swung;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Pequod ^np+++??+=Pequod,
, ^zz++++=EXTRAWORD
obedient ^jj++++=obedient
in ^in++++=in
every ^at++++=every
timber ^nn++++=timber,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
her ^pp$+pp3+++=her
black ^jj+atrb+++=black
beak ^nn++++=beak
into ^in++++=into
that ^dt+dem+++=that
phosphorescent ^jj+atrb+++=phosphorescent
avenue ^nn++++=avenue.
. ^zz++++=EXTRAWORD
Stunsails ^np+++??+=Stunsails
were ^vbd+bed+aux++=were
set ^vpsv++agls+xvbnx+=set
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
spread ^vbi++++=spread
more ^ql++++=more
wings ^nns++++=wings
than ^in++++=than
any ^dti++++=any
natural ^jj+atrb+++=natural
bird ^nn++++=bird
could ^md+pos+++=could
own ^ap++++=own.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wind ^nn++++=wind
entered ^vbd+++xvbn+=entered
them ^pp3o+pp3+++=them
all ^rb++++=all;
; ^zz++++=EXTRAWORD
the ^ati++++=the
masts ^nn++++=masts
bowed ^vbd+++xvbn+=bowed;
; ^zz++++=EXTRAWORD
the ^ati++++=the
coppered ^jj+++xvbn+=coppered
hull ^np++++=hull
hurried ^vbd+++xvbn+=hurried
onward ^jjb++++=onward,
, ^zz++++=EXTRAWORD
cleaving ^jj+++xvbg+=cleaving
the ^ati++++=the
nocturnal ^jj+atrb+++=nocturnal
floor ^nn++++=floor
where ^wrb+who+++=where
Moby ^np++++=Moby
Dick ^np++++=Dick
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
unseen ^jj++++=unseen.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
scent ^nn++++=scent
proper ^jj++++=proper
to ^in++++=to
the ^ati++++=the
sperm ^nn+++??+=sperm
whale ^nn++++=whale,
, ^zz++++=EXTRAWORD
differing ^jj+++xvbg+=differing
alike ^rb++++=alike
from ^in++++=from
the ^ati++++=the
sour ^jj+atrb+++=sour
breath ^nn++++=breath
of ^in++++=of
the ^ati++++=the
right ^jj+atrb+++=right
whale ^nn++++=whale
and ^cc++++=and
the ^ati++++=the
fishy ^jj+atrb+++=fishy
exhalations ^nns+nom+++=exhalations
of ^in++++=of
lesser ^jjr+atrb+++=lesser
tribes ^nns++++=tribes.
. ^zz++++=EXTRAWORD
At ^rb++++=At
close ^jj+atrb+++=close
quarters ^nns+nom+++=quarters
it ^pp3+it+++=it
mingles ^vbz+++??+=mingles
oil ^nn++++=oil,
, ^zz++++=EXTRAWORD
salt ^jj++++=salt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
certain ^jj+atrb+++=certain
medicinal ^jj+atrb+++=medicinal
musk ^nn+++??+=musk,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
might ^md+pos+++=might
steam ^vb++++=steam
from ^in++++=from
the ^ati++++=the
pharmacy ^nn+nom+++=pharmacy
of ^in++++=of
Neptune ^np+++??+=Neptune.
. ^zz++++=EXTRAWORD
Old ^jj++++=Old
whalemen ^jj+++xvbn+=whalemen,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
noses ^nns++++=noses
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
disciplined ^jj++++=disciplined
by ^in++++=by
years ^nns++++=years
of ^in++++=of
blubber ^nn++++=blubber-rooms,
- ^zz++++=EXTRAWORD
rooms ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
try ^vb++++=try-works,
- ^zz++++=EXTRAWORD
works ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
crowded ^jj+atrb++xvbn+=crowded
cruising ^jj+atrb++xvbg+=cruising
grounds ^nns++++=grounds,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
sometimes ^rb++splt++=sometimes
detect ^vb++++=detect
this ^dt+dem+++=this
odor ^nn++++=odor
before ^cs+sub+++=before
the ^ati++++=the
eye ^nn++++=eye
discovers ^nns+nom+++=discovers
its ^pp$+it+++=its
source ^nn++++=source.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
that ^dt+dem+++=that
Ahab ^np+++??+=Ahab
should ^md+nec+++=should
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
it ^pp3+it+++=it
upon ^in++++=upon
so ^rb+emph+++=so
vast ^jj++++=vast
a ^at++++=a
night ^nn++++=night,
, ^zz++++=EXTRAWORD
amid ^in++++=amid
tarred ^jj+atrb++xvbn+=tarred
rigging ^nn++++=rigging,
, ^zz++++=EXTRAWORD
wet ^jj+atrb+++=wet
canvas ^nn++++=canvas,
, ^zz++++=EXTRAWORD
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
universal ^jj+atrb+++=universal
respiration ^nn+nom+++=respiration
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea
this ^dt+dem+++=this
seemed ^jj+++xvbn+=seemed
less ^rbr++++=less
an ^at++++=an
act ^nn++++=act
of ^in++++=of
sense ^nn++++=sense
than ^in++++=than
of ^in++++=of
sorcery ^nn+nom+++=sorcery.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
obsession ^nn++++=obsession
is ^vbz+bez+vrb++=is
a ^at++++=a
strange ^jj+atrb+++=strange
dog ^nn++++=dog-vane.
- ^zz++++=EXTRAWORD
vane ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
every ^at++++=every
wind ^nn++++=wind
lie ^nn++++=lie
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
still ^rb+atrb+++=still
points ^nns++++=points
toward ^in++++=toward
its ^pp$+it+++=its
private ^jj+atrb+++=private
tempest ^nn++++=tempest.
. ^zz++++=EXTRAWORD
Throughout ^in++++=Throughout
the ^ati++++=the
dark ^jj+atrb+++=dark
hours ^nns++++=hours
the ^ati++++=the
Pequod ^np+++??+=Pequod
followed ^vbd+vprv++xvbn+=followed
that ^tht+vcmp+++=that
vanishing ^xvbg+++xvbg+=vanishing
trace ^vb++++=trace.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
the ^ati++++=the
wake ^nn++++=wake
broadened ^vbd+++xvbn+=broadened
and ^cc+phrs+++=and
gleamed ^vbd+++xvbn+=gleamed,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
faded ^jj+++xvbn+=faded
among ^in++++=among
common ^nn++++=common
ripples ^vbz++++=ripples;
; ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
a ^at++++=a
far ^rb+pl+++=far
concussion ^nn++++=concussion
trembled ^vbd+++xvbn+=trembled
under ^in++++=under
the ^ati++++=the
hull ^nn++++=hull,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
an ^at++++=an
enormous ^jj+atrb+++=enormous
shoulder ^nn+nom+++=shoulder
had ^vbd+hvd+aux++=had
brushed ^vprf+++xvbnx+=brushed
the ^ati++++=the
foundations ^nns+nom+++=foundations
of ^in++++=of
the ^ati++++=the
deep ^nn++++=deep.
. ^zz++++=EXTRAWORD
Ahab ^np+++??+=Ahab
paced ^vbd+++xvbn+=paced
little ^jj++++=little.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
fixed ^vbd+++xvbn+=fixed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thereby ^rb++++=thereby
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
move ^vbi++++=move
more ^rbr++++=more
terribly ^rb++++=terribly
than ^in++++=than
all ^abn++++=all
moving ^jj+atrb++xvbg+=moving
things ^nns++++=things.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ship ^nn++++=ship
sped ^vbd+++xvbn+=sped;
; ^zz++++=EXTRAWORD
clouds ^nns++++=clouds
traveled ^vbd+++xvbn+=traveled;
; ^zz++++=EXTRAWORD
constellations ^nns+nom+++=constellations
wheeled ^vbd+++xvbn+=wheeled;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
the ^ati++++=the
nailed ^jj+++xvbn+=nailed
center ^jjr++++=center
of ^in++++=of
that ^dt+dem+++=that
rushing ^vbg+++xvbg+=rushing
circle ^nn++++=circle,
, ^zz++++=EXTRAWORD
changed ^j+++xvbn+=changed
only ^rb+down+++=only
in ^in++++=in
the ^ati++++=the
gathering ^jj+atrb++xvbg+=gathering
fierceness ^nns+nom+++=fierceness
of ^in++++=of
his ^pp$+pp3+++=his
gaze ^nn++++=gaze.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
dawn ^nn++++=dawn
the ^ati++++=the
east ^np+pl+++=east
grew ^vbd+++xvbn+=grew
gray ^np++++=gray
not ^xnot++not++=not
bright ^jj++++=bright,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
less ^rbr++++=less
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
like ^in++++=like
iron ^nn++++=iron
breathed ^vbd+++xvbn+=breathed
upon ^in+strn+++=upon.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
a ^at++++=a
seam ^nn++++=seam
of ^in++++=of
saffron ^nn++++=saffron;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
widening ^jj+atrb++xvbg+=widening
tiger ^nn++++=tiger-yellow
- ^zz++++=EXTRAWORD
yellow ^jj+atrb+++=EXTRAWORD
stain ^nn++++=stain;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
daybreak ^jj+++??+=daybreak,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
back ^jjb++++=back
the ^ati++++=the
ocean ^npl++++=ocean's
's ^$++++=EXTRAWORD
curtain ^nn++++=curtain,
, ^zz++++=EXTRAWORD
revealed ^j+++xvbn+=revealed
a ^at++++=a
world ^nn++++=world
smoothed ^vbd+++xvbn+=smoothed
almost ^rb+hdg+++=almost
to ^in++++=to
quietude ^nn+++??+=quietude.
. ^zz++++=EXTRAWORD
" ^zz++++="Man
man ^nn++++=EXTRAWORD
the ^ati++++=the
mastheads ^nns+++??+=mastheads!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Ahab ^np+++??+=Ahab.
. ^zz++++=EXTRAWORD
" ^zz++++="Every
every ^at++++=EXTRAWORD
eye ^nn++++=eye
aloft ^rb++++=aloft!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
ye ^pp2+pp2+++=ye
see ^vb+vprv+++=see
a ^at++++=a
gull ^nn++++=gull,
, ^zz++++=EXTRAWORD
report ^vb++++=report
the ^ati++++=the
feather ^nn++++=feather;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
ye ^pp2+pp2+++=ye
see ^vb+vprv+++=see
foam ^nn++++=foam,
, ^zz++++=EXTRAWORD
tell ^vb++++=tell
whether ^cs+who+++=whether
wind ^nn++++=wind
or ^cc++++=or
fin ^nn++++=fin
hath ^vbz+hvz+aux++=hath
fathered ^vprf+++xvbnx+=fathered
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
sharp ^jj++++=sharp!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
before ^in++++=before
us ^pp1o+pp1+++=us!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Men ^nns++++=Men
climbed ^vbd+++xvbn+=climbed.
. ^zz++++=EXTRAWORD
Feet ^nns++++=Feet
pattered ^vbd+++xvbn+=pattered
in ^in++++=in
ratlines ^nns+++??+=ratlines.
. ^zz++++=EXTRAWORD
Queequeg ^np+++??+=Queequeg,
, ^zz++++=EXTRAWORD
Tashtego ^np+++??+=Tashtego,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Daggoo ^np+++??+=Daggoo
mounted ^vbd+++xvbn+=mounted
with ^in++++=with
the ^ati++++=the
easy ^jj++++=easy
upward ^jjb++++=upward
flowing ^jj+++xvbg+=flowing
of ^in++++=of
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
each ^dt++++=each
gaining ^jj+++xvbg+=gaining
his ^pp$+pp3+++=his
appointed ^jj+atrb++xvbn+=appointed
height ^nn++++=height.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
the ^ati++++=the
crew ^nn++++=crew
strained ^vbd+++xvbn+=strained
across ^in+pl+++=across
the ^ati++++=the
pale ^jj+atrb+++=pale
