It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
scarcely ^rb+down+++=scarcely
a ^at++++=a
man ^nn++++=man.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
worked ^vprf+++xvbnx+=worked
on ^rp++++=on
him ^pp3o+pp3+++=him
since ^in++++=since
sunrise ^nn++++=sunrise,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
short ^jj+atrb+++=short
northern ^jj+atrb+++=northern
day ^nn++++=day
was ^vbd+bedz+aux++=was
failing ^nvbg+++xvbg+=failing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
groaned ^vbd+++xvbnx+=groaned
in ^in++++=in
a ^at++++=a
weak ^jj+atrb+++=weak,
, ^zz++++=EXTRAWORD
astonished ^jj+atrb++xvbn+=astonished
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
some ^dti++++=some
part ^nn++++=part
of ^in++++=of
him ^pp3o+pp3+++=him
still ^rb++++=still
could ^md+pos+++=could
not ^xnot++not++=not
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
Big ^jj+atrb+++=Big
Ivan ^np++++=Ivan
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
oaths ^nns++++=oaths,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
old ^jj++++=old
boasts ^vbz+vpub+++=boasts
over ^in++++=over
raw ^jj+atrb+++=raw
spirits ^nns++++=spirits
and ^cc++++=and
greasy ^jj+atrb+++=greasy
meat ^nn++++=meat
none ^pn++++=none
availed ^vbd+++xvbn+=availed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Strength ^nn++++=Strength
belonged ^vbd+++xvbn+=belonged
only ^rb+down+++=only
to ^in++++=to
the ^ati++++=the
hour ^nn++++=hour
in ^in++++=in
which ^whp+rel+pied++=which
it ^pp3+it+++=it
could ^md+pos+++=could
be ^vb+be+aux++=be
used ^vpsv++agls+xvbnx+=used.
. ^zz++++=EXTRAWORD
Bound ^xvbn+++xvbn+=Bound
hand ^nn++++=hand
and ^cc++++=and
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
the ^ati++++=the
strongest ^jjt+atrb+++=strongest
ox ^nn++++=ox
and ^cc++++=and
the ^ati++++=the
gentlest ^jjt++++=gentlest
dove ^np++++=dove
were ^vbd+bed+vrb++=were
equal ^jj+pred+++=equal
under ^in++++=under
the ^ati++++=the
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nns++++=people
stood ^vbd+++xvbn+=stood
in ^in++++=in
a ^at++++=a
broad ^jj+atrb+++=broad
ring ^nn++++=ring.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
watched ^jj+++xvbn+=watched
without ^in++++=without
expression ^nn++++=expression.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
laughed ^jj+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
remembered ^jj+++xvbn+=remembered.
. ^zz++++=EXTRAWORD
Subienkow ^np+++??+=Subienkow
understood ^vwbn+vprv++xvbn+=understood
their ^pp$+pp3+++=their
laughter ^nn+nom+++=laughter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
understood ^vbd+vprv+tht0+xvbnx+=understood
it ^pp3+it+++=it
he ^pp3a+pp3+++=he
feared ^vbd+vprv+tht0+xvbnx+=feared
it ^pp3+it+++=it
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
floggings ^nns+++??+=floggings
at ^rb++++=at
the ^ati++++=the
post ^nn++++=post.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
heard ^vprf++tht0+xvbnx+=heard
the ^ati++++=the
overseer ^nn+nom+++=overseer
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
one ^cd1++++=one
village ^nn+nom+++=village
must ^md+nec+++=must
bring ^vb++++=bring
twice ^rb++++=twice
its ^pp$+it+++=its
tribute ^nn++++=tribute
of ^in++++=of
skins ^nns++++=skins
because ^cs+cos+++=because
the ^ati++++=the
first ^od++++=first
tribute ^nn++++=tribute
had ^vb+hv+vrb++=had
not ^xnot++not++=not
pleased ^jj+++xvbn+=pleased
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
women ^nns++++=women
held ^vbd+vprv++xvbn+=held
as ^ql++++=as
pledges ^vbz++++=pledges
for ^in++++=for
hunters ^nns+nom+++=hunters
who ^whp+rel+subj++=who
fled ^vbd+++xvbn+=fled
into ^in++++=into
the ^ati++++=the
timber ^nn++++=timber.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
seen ^vprf++tht0+xvbnx+=seen
old ^jj+atrb+++=old
men ^nns++++=men
struck ^vbd+++xvbn+=struck
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
haul ^vb++++=haul
logs ^nns++++=logs
quickly ^rb++++=quickly
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
boys ^nns++++=boys
beaten ^vbd+++xvbn+=beaten
for ^in++++=for
hiding ^nn++++=hiding
dried ^vbd+++xvbn+=dried
fish ^nns++++=fish,
, ^zz++++=EXTRAWORD
families ^nns++++=families
denied ^vbd+vpub++xvbn+=denied
powder ^nn++++=powder
and ^cc++++=and
lead ^nn++++=lead
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
surrendered ^vbd+++xvbnx+=surrendered
fox ^nn++++=fox,
, ^zz++++=EXTRAWORD
marten ^j+++xvbn+=marten,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beaver ^jjr++++=beaver
taken ^jj+++xvbn+=taken
through ^in++++=through
the ^ati++++=the
whole ^jj+atrb+++=whole
black ^jj+atrb+++=black
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
warning ^nn++++=warning
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
Warning ^nn++++=Warning
in ^in++++=in
the ^ati++++=the
averted ^jj+atrb++xvbn+=averted
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Warning ^nn++++=Warning
in ^in++++=in
the ^ati++++=the
empty ^jj+atrb+++=empty
camps ^nns++++=camps.
. ^zz++++=EXTRAWORD
Warning ^nn++++=Warning
in ^in++++=in
the ^ati++++=the
traps ^nns++++=traps
found ^vbd+vprv++xvbn+=found
broken ^vbd+++xvbn+=broken,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
dogs ^nns++++=dogs
poisoned ^jj++++=poisoned,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
hunters ^nns+nom+++=hunters
who ^whp+rel+subj++=who
smiled ^vbd+++xvbn+=smiled
too ^rb++++=too
readily ^rb++++=readily
and ^cc++++=and
spoke ^vbd+++xvbn+=spoke
too ^rb++++=too
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
Russians ^nn++++=Russians
had ^vbd+hvd+aux++=had
laughed ^vprf+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
muskets ^nns++++=muskets,
, ^zz++++=EXTRAWORD
powder ^nn++++=powder,
, ^zz++++=EXTRAWORD
walls ^nns++++=walls,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
authority ^nn+nom+++=authority
of ^in++++=of
a ^at++++=a
czar ^npt++++=czar
farther ^rbr++++=farther
away ^rp+pl+++=away
than ^in++++=than
the ^ati++++=the
moon ^nn++++=moon.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
in ^in++++=in
one ^cd1++++=one
night ^nn++++=night,
, ^zz++++=EXTRAWORD
authority ^nn+nom+++=authority
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
guard ^vb++++=guard
died ^vbd+++xvbn+=died
without ^in++++=without
crying ^xvbg+++xvbg+=crying
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
A ^at++++=A
storehouse ^nn++++=storehouse
burned ^vbd+++xvbn+=burned.
. ^zz++++=EXTRAWORD
Shots ^nns++++=Shots
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
the ^ati++++=the
riverbank ^nn+++??+=riverbank
and ^cc++++=and
from ^in++++=from
behind ^in+pl+++=behind
the ^ati++++=the
dog ^nn++++=dog
sheds ^nns++++=sheds.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
rushed ^vbd+++xvbn+=rushed
half ^abn++++=half
clothed ^jj+++xvbn+=clothed
into ^in++++=into
snow ^nn++++=snow
reddened ^vwbn+++xvbn+=reddened
by ^in++++=by
firelight ^nn++++=firelight.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
fought ^vbd+++xvbn+=fought;
; ^zz++++=EXTRAWORD
some ^dti++++=some
begged ^jj+++xvbn+=begged;
; ^zz++++=EXTRAWORD
some ^dti++++=some
ran ^vbd+++xvbn+=ran.
. ^zz++++=EXTRAWORD
None ^pn++++=None
ran ^vbd+++xvbn+=ran
far ^rb+pl+++=far.
. ^zz++++=EXTRAWORD
By ^in++++=By
morning ^nn++++=morning
the ^ati++++=the
palisade ^nn+++??+=palisade
leaned ^vbd+++xvbn+=leaned
in ^in++++=in
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
taken ^jj+++xvbn+=taken
alive ^jj++++=alive
were ^vbd+bed+aux++=were
reserved ^vpsv++agls+xvbnx+=reserved
for ^in++++=for
remembrance ^nn+nom+++=remembrance.
. ^zz++++=EXTRAWORD
Subienkow ^np+++??+=Subienkow
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
reserved ^vpsv++agls+xvbnx+=reserved.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shifted ^vbd+++xvbnx+=shifted
his ^pp$+pp3+++=his
knees ^nns++++=knees
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
pressed ^vbd+++xvbnx+=pressed
into ^in++++=into
the ^ati++++=the
crusted ^jj+atrb++xvbn+=crusted
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
The ^ati++++=The
movement ^nn+nom+++=movement
brought ^vbd+++xvbn+=brought
a ^at++++=a
grunt ^nn++++=grunt
from ^in++++=from
the ^ati++++=the
man ^nn++++=man
guarding ^vwbg+++xvbg+=guarding
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Subienkow ^np+++??+=Subienkow
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
no ^at++++=no
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
struck ^vpsv++agls+xvbnx+=struck
not ^xnot++not++=not
because ^cs+cos+++=because
the ^ati++++=the
blow ^nn++++=blow
mattered ^vbd+++xvbn+=mattered,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
desired ^vbd+vsua++xvbnx+=desired
to ^to+vcmp+++=to
preserve ^vbi++++=preserve
every ^at++++=every
fragment ^nn+nom+++=fragment
of ^in++++=of
himself ^ppl+pp3+++=himself
for ^in++++=for
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
thinking ^xvbg+++xvbg+=thinking.
. ^zz++++=EXTRAWORD
Ivan ^np++++=Ivan
cried ^vbd+++xvbn+=cried
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
not ^xnot++not++=not
die ^vb++++=die?
? ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
horror ^nn++++=horror
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
body ^nn++++=body
clung ^vbd+++xvbn+=clung
to ^in++++=to
breath ^nn++++=breath
after ^cs+sub+++=after
dignity ^nn+nom+++=dignity
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
endured ^vbd+++xvbn+=endured
beyond ^in++++=beyond
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
prayer ^nn++++=prayer.
. ^zz++++=EXTRAWORD
Nerves ^nns++++=Nerves
and ^cc++++=and
flesh ^nn++++=flesh
had ^vb+hv+vrb++=had
no ^at++++=no
honor ^nn++++=honor.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
existed ^vbd+++xvbnx+=existed
only ^rb+down+++=only
to ^to++++=to
carry ^vbi++++=carry
fire ^nn++++=fire
to ^in++++=to
the ^ati++++=the
brain ^nn++++=brain.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
might ^md+pos+++=might
command ^vb++++=command
armies ^nns++++=armies,
, ^zz++++=EXTRAWORD
cross ^nn++++=cross
continents ^nns++++=continents,
, ^zz++++=EXTRAWORD
read ^jj+atrb++xvbn+=read
books ^nns++++=books,
, ^zz++++=EXTRAWORD
love ^nn++++=love
music ^nn++++=music,
, ^zz++++=EXTRAWORD
dream ^nn++++=dream
of ^in++++=of
white ^jj+atrb+++=white
cities ^nns++++=cities
and ^cc++++=and
warm ^jj+atrb+++=warm
rooms ^nns++++=rooms;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
the ^ati++++=the
knife ^nn++++=knife
sought ^vbd+++xvbn+=sought
the ^ati++++=the
proper ^jj+atrb+++=proper
place ^nn++++=place
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
an ^at++++=an
animal ^nn++++=animal
twisting ^vwbg+++xvbg+=twisting
against ^in++++=against
rawhide ^nn+++??+=rawhide.
. ^zz++++=EXTRAWORD
Subienkow ^np+++??+=Subienkow
was ^vbd+bedz+vrb++=was
loth ^jj+pred+++=loth
to ^to++++=to
become ^vbi++++=become
that ^dt+dem+++=that
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
deceived ^vbd+++xvbn+=deceived
concerning ^in++++=concerning
courage ^nn+nom+++=courage.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
courage ^nn+nom+++=courage
enough ^qlp++++=enough
for ^in++++=for
bullets ^nns+nom+++=bullets,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
quick ^jj+atrb+++=quick
rush ^nn++++=rush
of ^in++++=of
men ^nns++++=men,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
fall ^nn++++=fall
through ^in++++=through
river ^nn++++=river
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
for ^in++++=for
hunger ^nn++++=hunger
that ^tht+rel+subj++=that
hollowed ^vbd+++xvbn+=hollowed
the ^ati++++=the
belly ^nn++++=belly
through ^in++++=through
many ^ap++++=many
days ^nns++++=days.
. ^zz++++=EXTRAWORD
Pain ^nn++++=Pain
that ^tht+rel+subj++=that
came ^vbd+++xvbn+=came
in ^in++++=in
battle ^nn++++=battle
was ^vbd+bedz+vrb++=was
part ^nn++++=part
of ^in++++=of
action ^nn++++=action.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
grappled ^vbd+++xvbn+=grappled
with ^in++++=with
it ^pp3+it+++=it
as ^in++++=as
with ^in"++++=with
an ^at++++=an
enemy ^nn++++=enemy.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+dem+++=this
deliberate ^jj+atrb+++=deliberate
dismantling ^nn+nom+++=dismantling,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
slow ^jj+atrb+++=slow
stripping ^nn++++=stripping
away ^rp+pl+++=away
of ^in++++=of
the ^ati++++=the
human ^jj++++=human
until ^cs+sub+++=until
only ^rb+down+++=only
sensation ^nn+nom+++=sensation
remained ^vbd+++xvbn+=remained
no ^at++++=no.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
imagination ^nn+nom+++=imagination
betrayed ^vbd+++xvbn+=betrayed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
showed ^vbd+vprv++xvbn+=showed
too ^rb++++=too
clearly ^rb++++=clearly
what ^wdt+who+++=what
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
Ivan ^np++++=Ivan's
's ^$++++=EXTRAWORD
groans ^nn++++=groans
ceased ^vbd+++xvbn+=ceased
for ^in++++=for
a ^at++++=a
space ^nn++++=space.
. ^zz++++=EXTRAWORD
A ^at++++=A
child ^nn++++=child
ran ^vbd+++xvbn+=ran
forward ^rb+phrv+++=forward
to ^in+ppvb+++=to
look ^vbi++++=look,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
skipped ^vprf+++xvbn+=skipped
back ^jjb++++=back
to ^in++++=to
its ^pp$+it+++=its
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
drew ^vbd+++xvbn+=drew
the ^ati++++=the
child ^nn++++=child
close ^nn++++=close
and ^cc++++=and
whispered ^vbd+vpub++xvbn+=whispered
something ^pn++++=something.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
looked ^jj+++xvbn+=looked
at ^rb++++=at
Subienkow ^np+++??+=Subienkow.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lowered ^vbd+++xvbnx+=lowered
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
the ^ati++++=the
clearing ^nvbg+++xvbg+=clearing,
, ^zz++++=EXTRAWORD
under ^in++++=under
the ^ati++++=the
black ^jj+atrb+++=black
ribs ^nns++++=ribs
of ^in++++=of
the ^ati++++=the
burned ^jj+atrb++xvbn+=burned
storehouse ^nn++++=storehouse,
, ^zz++++=EXTRAWORD
Chief ^jjb++++=Chief
Makamuk ^np+++??+=Makamuk
stood ^vbd+++xvbn+=stood
talking ^vbg+++xvbg+=talking
with ^in++++=with
Yakaga ^np+++??+=Yakaga,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shaman ^nn++++=shaman.
. ^zz++++=EXTRAWORD
Makamuk ^np+++??+=Makamuk
wore ^vbd+++xvbn+=wore
a ^at++++=a
coat ^nn++++=coat
taken ^vwbn+++xvbn+=taken
from ^in++++=from
the ^ati++++=the
dead ^jj+atrb+++=dead
overseer ^nn+nom+++=overseer,
, ^zz++++=EXTRAWORD
blue ^jj+atrb+++=blue
cloth ^nn++++=cloth
with ^in++++=with
brass ^nn++++=brass
buttons ^nns++++=buttons,
, ^zz++++=EXTRAWORD
scorched ^xvbn+++xvbn+=scorched
at ^in++++=at
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
too ^ql++++=too
narrow ^vb++++=narrow
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
he ^pp3a+pp3+++=he
held ^vbd+vprv+tht0+xvbnx+=held
himself ^ppl+pp3+++=himself
proudly ^rb++++=proudly
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
About ^in++++=About
his ^pp$+pp3+++=his
neck ^nn++++=neck
hung ^vbd+++xvbn+=hung
a ^at++++=a
string ^nn++++=string
of ^in++++=of
iron ^nn++++=iron
keys ^nns++++=keys.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
opened ^vbd+++xvbnx+=opened
nothing ^pn++++=nothing
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
locks ^nns++++=locks
and ^cc++++=and
doors ^nns++++=doors
were ^vbd+bed+aux++=were
burned ^vpsv++agls+xvbnx+=burned,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
keys ^nns++++=keys
were ^vbd+bed+vrb++=were
signs ^nns++++=signs
of ^in++++=of
