There ^ex+pex+++=There
enjoyed ^vbd+++xvbn+=enjoyed
Hop ^nn++++=Hop-Frog
- ^zz++++=EXTRAWORD
frog ^nn+++??+=EXTRAWORD
for ^in++++=for
three ^cd++++=three
reasons ^nns++++=reasons.
. ^zz++++=EXTRAWORD
First ^rb+cnj+++=First,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dwarf ^nn++++=dwarf's
's ^vbz+bez+vrb++0=EXTRAWORD
bodily ^jj+atrb+++=bodily
misfortune ^nn++++=misfortune
amused ^vbd+++xvbn+=amused
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Secondly ^rb+cnj+++=Secondly,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
quickness ^nns+nom+++=quickness
in ^in++++=in
devising ^xvbg+++xvbg+=devising
costumes ^nns++++=costumes
and ^cc++++=and
pageants ^nns+nom+++=pageants
was ^vbd+bedz+vrb++=was
useful ^jj+pred+++=useful.
. ^zz++++=EXTRAWORD
Thirdly ^rb++++=Thirdly
and ^cc++++=and
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
the ^ati++++=the
chief ^jjb+atrb+++=chief
delight ^nn++++=delight
wine ^nn++++=wine
affected ^vwbn+++xvbn+=affected
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
remarkable ^jj+atrb+++=remarkable
fashion ^nn++++=fashion.
. ^zz++++=EXTRAWORD
A ^at++++=A
single ^jj+atrb+++=single
cup ^nn++++=cup
clouded ^vbd+++xvbn+=clouded
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
loosened ^vbd+++xvbn+=loosened
his ^pp$+pp3+++=his
speech ^nn++++=speech;
; ^zz++++=EXTRAWORD
two ^cd++++=two
made ^vprf+++xvbn+=made
him ^pp3o+pp3+++=him
feverish ^jj++++=feverish;
; ^zz++++=EXTRAWORD
three ^cd++++=three
drove ^vbd+++xvbn+=drove
him ^pp3o+pp3+++=him
nearly ^rb+down+++=nearly
mad ^jj++++=mad.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
native ^jj+atrb+++=native
people ^nns++++=people,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said,
, ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank
only ^rb+down+++=only
water ^nn++++=water
and ^cc++++=and
a ^at++++=a
thin ^jj+atrb+++=thin
liquor ^nn++++=liquor
made ^vbd+++xvbn+=made
from ^in++++=from
mountain ^nn++++=mountain
herbs ^nns++++=herbs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^nn++++=king,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
regarded ^vbd+++xvbn+=regarded
aversion ^nn++++=aversion
as ^in++++=as
an ^at++++=an
invitation ^nn+nom+++=invitation
and ^cc++++=and
pain ^nn++++=pain
as ^in++++=as
an ^at++++=an
entertainment ^nn+nom+++=entertainment,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore
lost ^vbd+++xvbn+=lost
no ^at++++=no
opportunity ^nn+nom+++=opportunity
of ^in++++=of
commanding ^xvbg+++xvbg+=commanding
Hop ^nn++++=Hop-Frog
- ^zz++++=EXTRAWORD
frog ^nn+++??+=EXTRAWORD
to ^to++++=to
drink ^vbi++++=drink.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
annual ^jj+atrb+++=annual
masquerade ^nn++++=masquerade
was ^vbd+bedz+aux++=was
approaching ^vbg+++xvbgx+=approaching.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
to ^to++++=to
take ^vbi++++=take
place ^nn++++=place
in ^in++++=in
the ^ati++++=the
ancient ^jj+atrb+++=ancient
round ^nn++++=round
ballroom ^nn++++=ballroom,
, ^zz++++=EXTRAWORD
a ^at++++=a
chamber ^nn++++=chamber
of ^in++++=of
marvellous ^jj+atrb+++=marvellous
height ^nn++++=height,
, ^zz++++=EXTRAWORD
paved ^j+++xvbn+=paved
with ^in++++=with
black ^jj+atrb+++=black
stone ^nn++++=stone
and ^cc++++=and
roofed ^vpsv++by+xvbn+=roofed
by ^in++++=by
a ^at++++=a
dome ^nn++++=dome
of ^in++++=of
dark ^jj+atrb+++=dark
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
centre ^nn++++=centre
hung ^vbd+++xvbn+=hung
an ^at++++=an
iron ^nn++++=iron
chandelier ^nn+nom+++=chandelier,
, ^zz++++=EXTRAWORD
enormous ^jj++++=enormous
and ^cc++++=and
many ^ap++++=many-branched,
- ^zz++++=EXTRAWORD
branched ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
could ^md+pos+++=could
be ^vb+be+aux++=be
lowered ^vpsv++by+xvbnx+=lowered
by ^in++++=by
a ^at++++=a
chain ^nn++++=chain
passing ^vwbg+++xvbg+=passing
through ^in++++=through
a ^at++++=a
pulley ^nn+++??+=pulley
above ^jjb++++=above
the ^ati++++=the
dome ^nn++++=dome
and ^cc++++=and
thence ^rb++++=thence
into ^in++++=into
a ^rb++++=a
little ^rb"++++=little
service ^nn++++=service
gallery ^nn+nom+++=gallery.
. ^zz++++=EXTRAWORD
Candles ^nns++++=Candles
ordinarily ^rb++++=ordinarily
illuminated ^jj+++xvbn+=illuminated
the ^ati++++=the
room ^nn++++=room;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
night ^nn++++=night
of ^in++++=of
the ^ati++++=the
masquerade ^nn++++=masquerade,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
to ^to++++=to
be ^vbi+vbi+aux++=be
removed ^vpsv++agls+xvbnx+=removed,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
the ^ati++++=the
plumes ^nns+++??+=plumes
and ^cc++++=and
gauzes ^nns+++??+=gauzes
of ^in++++=of
the ^ati++++=the
dancers ^nns+nom+++=dancers
take ^vb++++=take
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Torches ^nns++++=Torches
in ^in++++=in
sconces ^nns+++??+=sconces
along ^in++++=along
the ^ati++++=the
walls ^nns++++=walls
would ^md+prd+++=would
provide ^vb+vsua+++=provide
a ^at++++=a
dim ^jj+atrb+++=dim
and ^cc+phrs+++=and
theatrical ^jj+atrb+++=theatrical
light ^nn++++=light.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
afternoon ^nn++++=afternoon
preceding ^vwbg+++xvbg+=preceding
the ^ati++++=the
f ^zz++++=f
te ^nn++++=te,
, ^zz++++=EXTRAWORD
the ^ati++++=the
king ^nn++++=king
and ^cc++++=and
his ^pp$+pp3+++=his
seven ^cd++++=seven
councillors ^nns++++=councillors
assembled ^vbd+++xvbn+=assembled
in ^in++++=in
the ^ati++++=the
wine ^nn++++=wine-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
to ^to++++=to
determine ^vbi++++=determine
their ^pp$+pp3+++=their
disguises ^nns++++=disguises.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
consumed ^vprf+++xvbnx+=consumed
a ^at++++=a
great ^jj+atrb+++=great
quantity ^nn+nom+++=quantity
of ^in++++=of
Burgundy ^np++++=Burgundy
without ^in++++=without
producing ^xvbg+++xvbg+=producing
a ^at++++=a
single ^jj+atrb+++=single
idea ^nn++++=idea
an ^at++++=an
occurrence ^nn+nom+++=occurrence
less ^rbr++++=less
rare ^jj++++=rare
in ^in++++=in
cabinet ^nn++++=cabinet
councils ^nns++++=councils
than ^in++++=than
statesmen ^nns++++=statesmen
will ^md+prd+++=will
admit ^vb+vpub+++=admit.
. ^zz++++=EXTRAWORD
" ^zz++++="Characters!"
characters ^nns+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
king ^nn++++=king.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
require ^vb+vsua+++=require
characters ^nns+nom+++=characters
strange ^jj+atrb+++=strange
characters ^nns+nom+++=characters
terrible ^jj+atrb+++=terrible
characters ^nns+nom+++=characters!
! ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
shepherds ^nns++++=shepherds,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
Romans ^nn++++=Romans,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
devils ^nns++++=devils.
. ^zz++++=EXTRAWORD
Devils ^nns++++=Devils
have ^vb+hv+aux++=have
become ^vprf+++xvbn+=become
vulgar ^jj++++=vulgar.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
new ^jj++++=new!
! ^zz++++=EXTRAWORD
Something ^pn++++=Something
to ^to++++=to
frighten ^vbi++++=frighten
the ^ati++++=the
women ^nns++++=women
into ^in++++=into
fits ^nns++++=fits!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
seven ^cd++++=seven
ministers ^nns+nom+++=ministers
repeated ^vbd+++xvbn+=repeated
" ^zz++++="characters"
characters ^nns+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
at ^rb++++=at
intervals ^nns+nom+++=intervals,
, ^zz++++=EXTRAWORD
each ^dt++++=each
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
personally ^rb++splt++=personally
invented ^vprf+++xvbnx+=invented
the ^ati++++=the
word ^nn++++=word.
. ^zz++++=EXTRAWORD
Hop ^nn++++=Hop-Frog
- ^zz++++=EXTRAWORD
frog ^nn+++??+=EXTRAWORD
stood ^vbd+++xvbn+=stood
near ^in+pl+++=near
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
Trippetta ^np+++??+=Trippetta
waited ^vbd+++xvbn+=waited
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
a ^at++++=a
basket ^nn++++=basket
of ^in++++=of
ribbons ^nns++++=ribbons
and ^cc++++=and
bells ^nns++++=bells.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
philosopher ^nn+nom+++=philosopher,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
king ^nn++++=king,
, ^zz++++=EXTRAWORD
rolling ^vbg+nom++xvbg+=rolling
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
eyes ^nns++++=eyes
toward ^in++++=toward
the ^ati++++=the
