All ^abn++++=All
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
asking ^vbg+vsua++xvbgx+=asking
it ^pp3+it+++=it
to ^to++++=to
come ^vbi++++=come
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Ping ^np+++??+=Ping!
! ^zz++++=EXTRAWORD
Ping ^np+++??+=Ping!
! ^zz++++=EXTRAWORD
Ping ^np+++??+=Ping!
! ^zz++++=EXTRAWORD
Moon ^np++++=Moon
stood ^vbd+++xvbn+=stood
on ^in++++=on
one ^cd1++++=one
foot ^nn++++=foot
and ^cc++++=and
struck ^vbd+++xvbn+=struck
the ^ati++++=the
air ^nn++++=air
with ^in++++=with
her ^pp$+pp3+++=her
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
" ^zz++++="Ping!"
ping ^jj+++xvbg+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't,"
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sun ^nn++++=Sun.
. ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
muddle ^vb++++=muddle
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
watched ^vbd+++xvbnx+=watched
from ^in++++=from
behind ^in+pl+++=behind
the ^ati++++=the
stair ^nn++++=stair
rails ^nns++++=rails
until ^cs+sub+++=until
Nurse ^vb++++=Nurse
discovered ^vbd+vprv++xvbn+=discovered
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Back
back ^jjb++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
nursery ^nn+nom+++=nursery,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
naughty ^jj+atrb+++=naughty
ducks ^nns++++=ducks.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
would ^md+prd+++=would
your ^pp$+pp2+++=your
mother ^nn++++=mother
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
house ^nn++++=house,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Moon ^np++++=Moon
protested ^vbd+vpub++xvbn+=protested.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
today ^nr+tm+++=today
it ^pp3+it+++=it
is ^vbz+bez+vrb++=isn't,"
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Nurse ^vb++++=Nurse,
, ^zz++++=EXTRAWORD
gathering ^vbg+++xvbg+=gathering
Moon ^np++++=Moon
under ^in++++=under
one ^cd1++++=one
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="Today
today ^nr+tm+++=EXTRAWORD
it ^pp3+it+++=it
belongs ^vbz++++=belongs
to ^in++++=to
the ^ati++++=the
company ^nn++++=company."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
extraordinary ^jj+pred+++=extraordinary.
. ^zz++++=EXTRAWORD
Sun ^nn++++=Sun
looked ^vbd+++xvbn+=looked
down ^rp++++=down
through ^in++++=through
the ^ati++++=the
rails ^nns++++=rails
at ^in++++=at
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
coats ^nns++++=coats
and ^cc++++=and
baskets ^nns++++=baskets
and ^cc++++=and
green ^nn++++=green
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
belong ^vb++++=belong
to ^in++++=to
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
by ^in++++=by
evening ^nn++++=evening
it ^pp3+it+++=it
would ^md+prd+++=would
belong ^vb++++=belong
to ^in++++=to
somebody ^pn++++=somebody
else ^rb+cnj+++=else
altogether ^nn+nom+++=altogether.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
they ^pp3a+pp3+++=they
would ^md+prd+++=would
wake ^vb++++=wake
tomorrow ^nr+tm+++=tomorrow
and ^cc++++=and
find ^vb+vprv+tht0++=find
the ^ati++++=the
nursery ^nn+nom+++=nursery
made ^vbd+++xvbn+=made
into ^in++++=into
a ^at++++=a
railway ^nn++++=railway
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
luncheon ^nn++++=luncheon
Mother ^nn++++=Mother
came ^vbd+++xvbn+=came
upstairs ^jjb++++=upstairs
with ^in++++=with
three ^cd++++=three
pins ^nns++++=pins
between ^in++++=between
her ^pp$+pp3+++=her
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smelled ^vbd+++xvbnx+=smelled
of ^in++++=of
powder ^nn++++=powder
and ^cc++++=and
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
the ^ati++++=the
roses ^nns++++=roses
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
been ^vprf+ben+aux+xvbn+=been
put ^vpsv++agls+xvbnx+=put
into ^in++++=into
her ^pp$+pp3+++=her
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
Behind ^rp+pl+++=Behind
her ^pp3o+pp3+++=her
walked ^vbd+++xvbn+=walked
a ^at++++=a
pale ^nn++++=pale
lady ^npt++++=lady
carrying ^vwbg+++xvbg+=carrying
a ^at++++=a
long ^jj+atrb+++=long
box ^nn++++=box.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
angels ^nns++++=angels
this ^dt+dem+++=this
afternoon ^nn++++=afternoon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mother ^npt++++=Mother
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Perfect
perfect ^jj++++=EXTRAWORD
little ^ap++++=little
angels ^nns++++=angels.
. ^zz++++=EXTRAWORD
No ^at++++=No
crumbs ^nns++++=crumbs,
, ^zz++++=EXTRAWORD
no ^at++++=no
ink ^nn++++=ink,
, ^zz++++=EXTRAWORD
no ^at++++=no
romping ^nn++++=romping."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
romp ^vb++++=romp,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sun ^nn++++=Sun.
. ^zz++++=EXTRAWORD
Moon ^np++++=Moon
was ^vbd+bedz+vrb++=was
romping ^jj+pred+++=romping
at ^rb++++=at
that ^dt+dem+++=that
very ^ql+amp+++=very
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
round ^rb++++=round
and ^cc++++=and
round ^in++++=round
the ^ati++++=the
table ^nn++++=table
with ^in++++=with
one ^cd1++++=one
glove ^nn++++=glove
on ^in++++=on
and ^cc++++=and
one ^cd1++++=one
glove ^nn++++=glove
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pale ^nn++++=pale
lady ^npt++++=lady
opened ^vbd+++xvbn+=opened
the ^ati++++=the
box ^nn++++=box,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
inside ^in+pl+++=inside
lay ^jjb+++xvbn+=lay
Moon ^np++++=Moon's
's ^$++++=EXTRAWORD
frock ^nn++++=frock,
, ^zz++++=EXTRAWORD
puffed ^j+++xvbn+=puffed
and ^cc+phrs+++=and
folded ^jj+++xvbn+=folded
like ^in++++=like
pink ^jj+atrb+++=pink
cream ^nn++++=cream,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Sun ^np++++=Sun's
's ^$++++=EXTRAWORD
new ^jj+atrb+++=new
suit ^nn++++=suit,
, ^zz++++=EXTRAWORD
blue ^jj++++=blue
and ^cc++++=and
much ^ap++++=much-too-stiff-at-the-neck.
- ^zz++++=EXTRAWORD
too ^ql++++=EXTRAWORD
- ^zz++++=EXTRAWORD
stiff ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
at ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
- ^zz++++=EXTRAWORD
neck ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
white ^jj+atrb+++=white
socks ^nns++++=socks,
, ^zz++++=EXTRAWORD
shining ^vbg+++xvbg+=shining
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sash ^nn++++=sash
which ^whp+rel+obj++=which
Moon ^nn++++=Moon
immediately ^rb+tm+++=immediately
dragged ^vbd+++xvbn+=dragged
through ^in++++=through
the ^ati++++=the
water ^nn++++=water
jug ^nn++++=jug.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
really ^rb+emph+++=really!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mother ^nn++++=Mother
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
absolutely ^rb+amp+++=absolutely
knew ^vbd+vprv+tht0+xvbn+=knew
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
away ^rp+pl+++=away
saying ^nvbg+++xvbg+=saying
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
a ^at++++=a
thousand ^cd++++=thousand
things ^nns++++=things
to ^to++++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
Sun ^nn++++=Sun
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
even ^rb++++=even
a ^at++++=a
hundred ^cd++++=hundred
things ^nns++++=things
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
Nurse ^vb++++=Nurse
cleaned ^vbd+++xvbn+=cleaned
the ^ati++++=the
sash ^nn++++=sash,
, ^zz++++=EXTRAWORD
the ^ati++++=the
children ^nns++++=children
were ^vbd+bed+aux++=were
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
look ^vbi++++=look
into ^in+ppvb+++=into
the ^ati++++=the
dining ^jj+atrb++xvbg+=dining
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Sun ^nn++++=Sun
entered ^vbd+++xvbn+=entered
first ^od++++=first.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
shone ^vbd+++xvbn+=shone
so ^rb++++=so
brightly ^rb++++=brightly
that ^cs+sub+++=that
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
there ^ex+pex+++=there
must ^md+nec+++=must
be ^vb+be+vrb++=be
snow ^nn++++=snow
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
white ^jj+atrb+++=white
cloth ^nn++++=cloth
covered ^vbd+++xvbn+=covered
the ^ati++++=the
table ^nn++++=table
from ^in++++=from
end ^nn++++=end
to ^in++++=to
end ^nn++++=end;
; ^zz++++=EXTRAWORD
the ^ati++++=the
silver ^nn++++=silver
dishes ^nns++++=dishes
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
it ^pp3+it+++=it
like ^in++++=like
little ^ap++++=little
moons ^nns++++=moons;
; ^zz++++=EXTRAWORD
tall ^jj+atrb+++=tall
glasses ^nns++++=glasses
winked ^vbd+++xvbn+=winked
green ^jj++++=green
and ^cc+phrs+++=and
red ^jj++++=red;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
napkin ^nn++++=napkin
stood ^vbd+++xvbn+=stood
up ^rp++++=up
in ^in++++=in
a ^at++++=a
pointed ^jj+atrb++xvbn+=pointed
shape ^nn++++=shape,
, ^zz++++=EXTRAWORD
wearing ^vbg+++xvbg+=wearing
a ^at++++=a
rose ^nn+++xvbn+=rose.
. ^zz++++=EXTRAWORD
" ^zz++++="Look!"
look ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Moon ^np++++=Moon
breathed ^vbd+++xvbn+=breathed.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+vrb++=have
gardens ^nns++++=gardens
on ^in++++=on
their ^pp$+pp3+++=their
heads ^nns++++=heads."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
centre ^nn++++=centre
was ^vbd+bedz+vrb++=was
a ^at++++=a
round ^jj+atrb+++=round
mirror ^nn++++=mirror
with ^in++++=with
ferns ^nns+++??+=ferns
at ^rb++++=at
its ^pp$+it+++=its
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
the ^ati++++=the
mirror ^nn++++=mirror
floated ^vbd+++xvbn+=floated
china ^np++++=china
swans ^nn++++=swans
and ^cc++++=and
tiny ^jj+atrb+++=tiny
lamps ^nns++++=lamps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
swans ^nn++++=swans
could ^md+pos+++=could
not ^xnot++not++=not
truly ^rb++++=truly
be ^vb+be+aux++=be
floating ^vbg+++xvbgx+=floating,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
Nurse ^vb++++=Nurse
said ^vbd+vpub+tht0+xvbn+=said
mirrors ^nns++++=mirrors
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
water ^nn++++=water,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
looked ^vbd+++xvbnx+=looked
cold ^jj++++=cold
and ^cc+phrs+++=and
proud ^jj++++=proud,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
had ^vb+hv+vrb++=had
a ^at++++=a
silver ^nn++++=silver
beak ^nn++++=beak
bent ^vbd+++xvbn+=bent
down ^rp++++=down
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+aux++=were
drinking ^vbg+++xvbgx+=drinking
the ^ati++++=the
light ^nn++++=light.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
dishes ^nns++++=dishes
of ^in++++=of
almonds ^nns++++=almonds,
, ^zz++++=EXTRAWORD
green ^nn++++=green
sweets ^nns++++=sweets,
, ^zz++++=EXTRAWORD
red ^jj+atrb+++=red
sweets ^nns++++=sweets,
, ^zz++++=EXTRAWORD
sugared ^jj+atrb+++=sugared
fruits ^nns++++=fruits,
, ^zz++++=EXTRAWORD
little ^ap++++=little
cakes ^nns++++=cakes
with ^in++++=with
silver ^nn++++=silver
balls ^nns++++=balls,
, ^zz++++=EXTRAWORD
curled ^jj+atrb++xvbn+=curled
sandwiches ^nns++++=sandwiches,
, ^zz++++=EXTRAWORD
grapes ^nns++++=grapes
shining ^vwbg+++xvbg+=shining
like ^in++++=like
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
oranges ^nns++++=oranges
cut ^vbd+++xvbn+=cut
into ^in++++=into
baskets ^nns++++=baskets.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
pale ^nn++++=pale
jellies ^nns++++=jellies,
, ^zz++++=EXTRAWORD
dark ^jj+atrb+++=dark
jellies ^nns++++=jellies,
, ^zz++++=EXTRAWORD
creams ^nns++++=creams
with ^in++++=with
cherries ^nns++++=cherries
on ^in++++=on
their ^pp$+pp3+++=their
caps ^nns++++=caps,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
great ^jj+atrb+++=great
fish ^nns++++=fish
lying ^vwbg+++xvbg+=lying
asleep ^jj++++=asleep
under ^in++++=under
a ^at++++=a
silver ^nn++++=silver
net ^jjb++++=net.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^in++++=at
the ^ati++++=the
far ^rb+pl+++=far
end ^nn++++=end
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
Sun ^nn++++=Sun
caught ^vbd+++xvbn+=caught
Moon ^np++++=Moon's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
house ^nn++++=house.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
pink ^jj+atrb+++=pink
house ^npl++++=house
made ^vbd+++xvbn+=made
of ^in++++=of
ice ^nn++++=ice
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
roof ^nn++++=roof
was ^vbd+bedz+vrb++=was
white ^jj+pred+++=white
and ^cc++++=and
softly ^rb++++=softly
ridged ^jj++++=ridged.
. ^zz++++=EXTRAWORD
Sugar ^nn++++=Sugar
snow ^np++++=snow
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
the ^ati++++=the
chimneys ^nns++++=chimneys.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
yellow ^jj+atrb+++=yellow
windows ^nns++++=windows
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out
from ^in++++=from
the ^ati++++=the
pink ^jj+atrb+++=pink
walls ^nns++++=walls,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
green ^jj+atrb+++=green
path ^nn++++=path
leading ^vwbg+++xvbg+=leading
to ^in++++=to
a ^at++++=a
white ^jj+atrb+++=white
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
handle ^nn++++=handle
of ^in++++=of
the ^ati++++=the
door ^nn++++=door
was ^vbd+bedz+vrb++=was
a ^at++++=a
brown ^jj+atrb+++=brown
nut ^nn++++=nut,
, ^zz++++=EXTRAWORD
no ^at++++=no
bigger ^nn++++=bigger
than ^in++++=than
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
Moon ^np++++=Moon's
's ^$++++=EXTRAWORD
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
Moon ^np++++=Moon
stretched ^vwbn+++xvbn+=stretched
toward ^in++++=toward
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sun ^nn++++=Sun
said ^vbd+vpub++xvbn+=said
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=mustn't
n't ^xnot++not++0=EXTRAWORD
touch ^vb++++=touch
their ^pp$+pp3+++=their
door ^nn++++=door."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
lives ^nns++++=lives
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
people ^nns++++=people."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
little ^ap++++=little
people ^nns++++=people?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
ice ^nn++++=ice
people ^nns++++=people,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bent ^vbd+++xvbnx+=bent
close ^jj++++=close,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
too ^ql++++=too
close ^vb++++=close.
. ^zz++++=EXTRAWORD
Perhaps ^rb+cnj+++=Perhaps,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
waited ^vbd+++xvbnx+=waited,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
would ^md+prd+++=would
come ^vb++++=come
to ^to++++=to
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
yellow ^jj+atrb+++=yellow
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
A ^at++++=A
very ^ql+amp+++=very
small ^jj+atrb+++=small
lady ^nn++++=lady
in ^in++++=in
a ^at++++=a
white ^jj+atrb+++=white
apron ^nn++++=apron
might ^md+pos+++=might
peer ^vb++++=peer
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
boy ^nn++++=boy
might ^md+pos+++=might
run ^vb+++xvbn+=run
down ^rb+phrv+++=down
the ^ati++++=the
green ^jj+atrb+++=green
path ^nn++++=path.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
there ^ex+pex+++=there
would ^md+prd+++=would
be ^vb+be+vrb++=be
cold ^jj+atrb+++=cold
beds ^nns++++=beds,
, ^zz++++=EXTRAWORD
cold ^jj+atrb+++=cold
spoons ^nns++++=spoons,
, ^zz++++=EXTRAWORD
cold ^jj+atrb+++=cold
fires ^nns++++=fires
that ^tht+rel+subj++=that
burned ^vprf+++xvbn+=burned
blue ^jj++++=blue.
. ^zz++++=EXTRAWORD
Moon ^np++++=Moon
breathed ^vbd+++xvbn+=breathed
upon ^in++++=upon
the ^ati++++=the
roof ^nn++++=roof
and ^cc++++=and
made ^vbd+++xvbn+=made
one ^cd1++++=one
patch ^nn++++=patch
shine ^vb++++=shine.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
melting ^nn++++=melting
their ^pp$+pp3+++=their
snow ^nn++++=snow!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sun ^nn++++=Sun
pulled ^vbd+++xvbn+=pulled
her ^pp3o+pp3+++=her
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
slowly ^rb++++=slowly
round ^in++++=round
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
Round ^in++++=Round
and ^cc++++=and
round ^nn++++=round
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
each ^dt++++=each
thing ^nn++++=thing
again ^rb+tm+++=again
from ^in++++=from
another ^dt++++=another
side ^nn++++=side.
. ^zz++++=EXTRAWORD
The ^ati++++=The
roses ^nns++++=roses
bowed ^vbd+++xvbn+=bowed
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
spoons ^nns++++=spoons
lay ^vbd+++xvbn+=lay
still ^jj+pred+++=still
and ^cc+phrs+++=and
bright ^jj++++=bright.
. ^zz++++=EXTRAWORD
The ^ati++++=The
