When ^wrb+who+++=When
within ^in++++=within
cupboards ^nns++++=cupboards,
, ^zz++++=EXTRAWORD
bells ^nns++++=bells
which ^whp+rel+subj++=which
rang ^vbd+++xvbn+=rang
in ^in++++=in
rooms ^nns++++=rooms
where ^wrb+who+++=where
no ^at++++=no
wire ^nn++++=wire
could ^md+pos+++=could
be ^vb+be+aux++=be
discovered ^vpsv++agls+xvbnx+=discovered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
narrow ^jj+atrb+++=narrow
stair ^nn++++=stair
that ^tht+rel+subj++=that
mounted ^vbd+++xvbn+=mounted
abruptly ^rb+cnj+++=abruptly,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
upon ^in++++=upon
itself ^ppl++++=itself
in ^in++++=in
confusion ^nn++++=confusion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ended ^vpsv++agls+xvbn+=ended
before ^in++++=before
a ^at++++=a
blank ^jj+atrb+++=blank
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
the ^ati++++=the
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
preserve ^vb++++=preserve
what ^wdt+who+++=what
inconveniences ^nns+nom+++=inconveniences
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
inconvenienced ^vprf+++xvbnx+=inconvenienced
our ^pp$+pp1+++=our
fathers ^nns+nom+++=fathers!
! ^zz++++=EXTRAWORD
A ^at++++=A
modern ^jj+atrb+++=modern
builder ^nn++++=builder
would ^md+prd+++=would
have ^vb+hv+aux++=have
split ^vprf+++xvbnx+=split
its ^pp$+it+++=its
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
levelled ^j+++xvbn+=levelled
its ^pp$+it+++=its
cornices ^nns+++??+=cornices,
, ^zz++++=EXTRAWORD
sold ^xvbn+++xvbn+=sold
its ^pp$+it+++=its
mantels ^nns+++??+=mantels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
substituted ^vpsv++agls+xvbn+=substituted
for ^in++++=for
its ^pp$+it+++=its
broad ^jj+atrb+++=broad,
, ^zz++++=EXTRAWORD
hospitable ^jj+atrb+++=hospitable
staircase ^nn++++=staircase
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
contracted ^jj+atrb++xvbn+=contracted
wooden ^jj+atrb+++=wooden
ladders ^nns+nom+++=ladders
by ^in++++=by
which ^whp+rel+pied++=which
six ^cd++++=six
families ^nns++++=families
may ^md+pos+++=may
ascend ^vb+++??+=ascend
to ^in++++=to
misery ^nn++++=misery
at ^in++++=at
a ^at++++=a
moderate ^jj+atrb+++=moderate
rent ^nn++++=rent.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
none ^rb++++=none
of ^in++++=of
these ^dt+dem+++=these
things ^nns++++=things.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
repaired ^vbd+++xvbnx+=repaired
the ^ati++++=the
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
appeased ^xvbn+++xvbn+=appeased
the ^ati++++=the
chimneys ^nns++++=chimneys,
, ^zz++++=EXTRAWORD
strengthened ^xvbn+++xvbn+=strengthened
the ^ati++++=the
timbers ^nns+nom+++=timbers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
established ^vbd+vprv++xvbn+=established
myself ^ppl+pp1+++=myself
among ^in++++=among
the ^ati++++=the
ghosts ^nns++++=ghosts.
. ^zz++++=EXTRAWORD
The ^ati++++=The
front ^jjb+atrb+++=front
parlor ^nn++++=parlor
remained ^vbd+++xvbn+=remained
longest ^jjt++++=longest
untouched ^jj++++=untouched.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
grand ^jj+atrb+++=grand,
, ^zz++++=EXTRAWORD
dim ^jj+atrb+++=dim
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
three ^cd++++=three
tall ^jj+atrb+++=tall
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
a ^at++++=a
marble ^nn++++=marble
fireplace ^nn++++=fireplace
clouded ^vwbn+++xvbn+=clouded
by ^in++++=by
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
ceiling ^nn+nom+++=ceiling
ornamented ^vbd+++xvbn+=ornamented
with ^in++++=with
a ^at++++=a
plaster ^nn+nom+++=plaster
wreath ^nn++++=wreath
whose ^whp+rel+obj++=whose
fruits ^nns++++=fruits,
, ^zz++++=EXTRAWORD
through ^in++++=through
some ^dti++++=some
error ^nn++++=error
either ^dtx++++=either
of ^in++++=of
art ^nn++++=art
or ^cc++++=or
horticulture ^nn++++=horticulture,
, ^zz++++=EXTRAWORD
included ^jj+atrb++xvbn+=included
apples ^nns++++=apples,
, ^zz++++=EXTRAWORD
grapes ^nns++++=grapes,
, ^zz++++=EXTRAWORD
pears ^nns+++??+=pears,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pineapples ^nns+++??+=pineapples
upon ^in++++=upon
a ^at++++=a
single ^jj+atrb+++=single
bough ^nn++++=bough.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
wonder ^nn++++=wonder
of ^in++++=of
the ^ati++++=the
apartment ^nn+nom+++=apartment
was ^vbd+bedz+vrb++=was
its ^pp$+it+++=its
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+aux++=have
not ^xnot++not++=not
seen ^vprf+++xvbn+=seen
such ^abl++++=such
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
madam ^npt++++=madam,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
the ^ati++++=the
costly ^jj+atrb+++=costly
foliage ^nn+nom+++=foliage
now ^rn+tm+++=now
climbing ^vbg+++xvbg+=climbing
your ^pp$+pp2+++=your
drawing ^nvbg+++xvbg+=drawing
room ^nn++++=room,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
a ^at++++=a
ground ^nn++++=ground
once ^cs+tm+++=once
cream ^nn++++=cream-colored,
- ^zz++++=EXTRAWORD
colored ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
ripened ^vpsv++by+xvbn+=ripened
by ^in++++=by
smoke ^nn++++=smoke
and ^cc++++=and
years ^nns++++=years
into ^in++++=into
the ^ati++++=the
hue ^nn++++=hue
of ^in++++=of
weak ^jj+atrb+++=weak
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
strutted ^jj+atrb++xvbn+=strutted
peacocks ^nns++++=peacocks
of ^in++++=of
imperial ^jj+atrb+++=imperial
magnitude ^nn++++=magnitude;
; ^zz++++=EXTRAWORD
peacocks ^nns++++=peacocks
with ^in++++=with
tails ^nns++++=tails
of ^in++++=of
sapphire ^nn++++=sapphire,
, ^zz++++=EXTRAWORD
emerald ^nn++++=emerald,
, ^zz++++=EXTRAWORD
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
purple ^nn++++=purple
known ^vbd+vprv++xvbn+=known
only ^rb+down+++=only
to ^in++++=to
bishops ^nns++++=bishops
and ^cc++++=and
sunset ^nn++++=sunset
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
them ^pp3o+pp3+++=them
grew ^vbd+++xvbn+=grew
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
innumerable ^jj+atrb+++=innumerable
roses ^nns++++=roses
red ^jj+atrb+++=red
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
blush ^vb++++=blush
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
white ^jj+atrb+++=white
roses ^nns++++=roses
touched ^vbd+++xvbn+=touched
at ^rb++++=at
their ^pp$+pp3+++=their
hearts ^nns++++=hearts
with ^in++++=with
carmine ^np++++=carmine
while ^cs+sub+++=while
slender ^jj+atrb+++=slender
branches ^nns++++=branches
twisted ^vbd+++xvbn+=twisted
through ^in++++=through
the ^ati++++=the
whole ^jj+atrb+++=whole
resplendence ^nn+nom+++=resplendence
in ^in++++=in
a ^at++++=a
manner ^nn++++=manner
which ^whp+rel+subj++=which
violated ^vprf+++xvbn+=violated
nature ^nn++++=nature
but ^cc++++=but
delighted ^jj+atrb++xvbn+=delighted
fashion ^nn++++=fashion.
. ^zz++++=EXTRAWORD
Damp ^nn++++=Damp
had ^vbd+hvd+aux++=had
dealt ^vprf+++xvbnx+=dealt
cruelly ^rb++++=cruelly
with ^in++++=with
the ^ati++++=the
birds ^nns++++=birds.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
a ^at++++=a
peacock ^nn++++=peacock's
's ^$++++=EXTRAWORD
crown ^nn++++=crown
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
beneath ^in+pl+++=beneath
a ^at++++=a
brown ^jj+atrb+++=brown
stain ^nn++++=stain;
; ^zz++++=EXTRAWORD
there ^rn+pl+++=there
a ^at++++=a
magnificent ^jj+atrb+++=magnificent
tail ^nn++++=tail
had ^vbd+hvd+aux++=had
peeled ^vprf+++xvbnx+=peeled
away ^rp+pl+++=away
in ^in++++=in
strips ^nns++++=strips,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
creature ^nn++++=creature
displayed ^vbd+++xvbn+=displayed
the ^ati++++=the
rear ^nn++++=rear
of ^in++++=of
an ^at++++=an
undistinguished ^jj+atrb+++=undistinguished
barnyard ^nn+++??+=barnyard
fowl ^nn+++??+=fowl.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
dim ^jj+pred+++=dim,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
feathers ^nns+nom+++=feathers
mottled ^jj++++=mottled,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
grandeur ^nn++++=grandeur
ridiculous ^jj++++=ridiculous.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
roses ^nns++++=roses
how ^wrb+who+++=how
shall ^md+prd+++=shall
I ^pp1a+pp1+++=I
explain ^vb+vpub+tht0++=explain
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
the ^ati++++=the
roses ^nns++++=roses
endured ^vwbn+++xvbn+=endured.
. ^zz++++=EXTRAWORD
Faded ^j+++xvbn+=Faded,
, ^zz++++=EXTRAWORD
surely ^rb++++=surely;
; ^zz++++=EXTRAWORD
cracked ^j+++xvbn+=cracked,
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
still ^rb+atrb+++=still
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
warm ^jj++++=warm,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
tender ^jj++++=tender,
, ^zz++++=EXTRAWORD
still ^rb++++=still
mysteriously ^rb++++=mysteriously
alive ^jj++++=alive
upon ^in++++=upon
that ^dt+dem+++=that
perishing ^vbg+++xvbg+=perishing
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
paper ^nn++++=paper
which ^whp+rel+obj++=which
first ^od++++=first
called ^vbd+++xvbn+=called
Jimmy ^nn++++=Jimmy
Rose ^vbd+++xvbn+=Rose
plainly ^rb++++=plainly
back ^jjb++++=back
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
ever ^rb++++=ever
wholly ^rb++++=wholly
forgotten ^jj+++xvbn+=forgotten
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Certain ^jj+atrb+++=Certain
men ^nns++++=men
remain ^vb++++=remain
in ^in++++=in
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
remembrance ^nn+nom+++=remembrance
not ^xnot++not++=not
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
wise ^jj+pred+++=wise,
, ^zz++++=EXTRAWORD
useful ^jj++++=useful,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
even ^rb++++=even
consistently ^rb++++=consistently
good ^jj++++=good,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
imparted ^vbd+++xvbnx+=imparted
to ^in++++=to
ordinary ^jj+atrb+++=ordinary
life ^nn++++=life
an ^at++++=an
atmosphere ^nn++++=atmosphere,
, ^zz++++=EXTRAWORD
as ^ql++++=as
oranges ^nns++++=oranges
perfume ^nn++++=perfume
a ^at++++=a
room ^nn++++=room
after ^cs+sub+++=after
the ^ati++++=the
fruit ^nn++++=fruit
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
taken ^vpsv++agls+xvbnx+=taken
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
Jimmy ^np++++=Jimmy
had ^vbd+hvd+aux++=had
occupied ^vprf+++xvbnx+=occupied
the ^ati++++=the
house ^nn++++=house
before ^in++++=before
my ^pp$+pp1+++=my
aunt ^nn++++=aunt;
; ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
chosen ^vprf+++xvbnx+=chosen
the ^ati++++=the
peacock ^nn++++=peacock
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
in ^cs+sub+++=in
that ^cs"++++=that
very ^ap+amp+++=very
parlor ^nn++++=parlor
while ^cs+sub+++=while
twenty ^cd++++=twenty
candles ^nns++++=candles,
, ^zz++++=EXTRAWORD
multiplied ^xvbn+++xvbn+=multiplied
by ^in++++=by
mirrors ^nns++++=mirrors,
, ^zz++++=EXTRAWORD
flashed ^j+++xvbn+=flashed
upon ^in++++=upon
his ^pp$+pp3+++=his
buttons ^nns++++=buttons,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wineglasses ^nns+++??+=wineglasses,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
polished ^jj+atrb+++=polished
floors ^nns++++=floors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
smiling ^jj+atrb++xvbg+=smiling,
, ^zz++++=EXTRAWORD
handsome ^jj+atrb+++=handsome
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Handsome ^jj++++=Handsome?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
beautiful ^jj+pred+++=beautiful.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
use ^nn++++=use
the ^ati++++=the
word ^nn++++=word
deliberately ^rb+cnj+++=deliberately,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
our ^pp$+pp1+++=our
present ^jj+atrb+++=present
sternness ^nns+nom+++=sternness
permits ^nns++++=permits
beauty ^nn++++=beauty
to ^in++++=to
men ^nns++++=men
only ^rb+down+++=only
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
foreign ^jj++++=foreign,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
painted ^vpsv++agls+xvbn+=painted
in ^in++++=in
armor ^nn++++=armor.
. ^zz++++=EXTRAWORD
Jimmy ^np++++=Jimmy
was ^vbd+bedz+vrb++=was
slender ^jj+pred+++=slender
without ^in++++=without
frailty ^nn++++=frailty,
, ^zz++++=EXTRAWORD
rosy ^jj++++=rosy
without ^in++++=without
coarseness ^nns+nom+++=coarseness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
graceful ^jj++++=graceful
without ^in++++=without
that ^dt+dem+++=that
consciousness ^nns+nom+++=consciousness
of ^in++++=of
grace ^nn++++=grace
which ^whp+rel+subj++=which
makes ^vbz++++=makes
the ^ati++++=the
graceful ^jj++++=graceful
intolerable ^jj++++=intolerable.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
chestnut ^nn++++=chestnut
and ^cc++++=and
lightly ^rb++++=lightly
curling ^jj+++xvbg+=curling,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
worn ^vpsv++agls+xvbnx+=worn
somewhat ^rb+down+++=somewhat
longer ^rbr++++=longer
than ^in++++=than
the ^ati++++=the
counting ^jj+atrb++xvbg+=counting
houses ^nns++++=houses
approved ^vbd+++xvbn+=approved.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
blue ^jj+pred+++=blue,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
excellent ^jj++++=excellent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
hands ^nns++++=hands
those ^dt+dem+++=those
open ^nn++++=open,
, ^zz++++=EXTRAWORD
prodigal ^jj+atrb+++=prodigal,
, ^zz++++=EXTRAWORD
incapable ^jj+atrb+++=incapable
hands ^nns++++=hands!
! ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
created ^jj+++xvbn+=created
less ^rbr++++=less
for ^in++++=for
possession ^nn++++=possession
than ^in++++=than
for ^in++++=for
bestowal ^nn+nom+++=bestowal.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
father ^nn++++=father,
, ^zz++++=EXTRAWORD
a ^at++++=a
shrewd ^jj+atrb+++=shrewd
merchant ^nn+nom+++=merchant
in ^in++++=in
hides ^nns++++=hides,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
him ^pp3o+pp3+++=him
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
then ^rn+tm+splt++=then
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
snug ^jj+atrb+++=snug
lump ^nn++++=lump
of ^in++++=of
coin ^nn++++=coin.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
learned ^vbd+vprv+tht0+xvbn+=learned
its ^pp$+it+++=its
amount ^nn++++=amount;
; ^zz++++=EXTRAWORD
fortunes ^nns++++=fortunes,
, ^zz++++=EXTRAWORD
like ^in++++=like
scandals ^nns+nom+++=scandals,
, ^zz++++=EXTRAWORD
gain ^vb++++=gain
magnitude ^nn++++=magnitude
by ^in++++=by
circulation ^nn+nom+++=circulation.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
declared ^jj+++xvbn+=declared
it ^pp3+it+++=it
seventy ^cd++++=seventy
thousand ^cd++++=thousand
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
some ^dti++++=some
one ^cd1++++=one
hundred ^cd++++=hundred
thousand ^cd++++=thousand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj++++=old
General ^jj++++=General
Van ^&fw++++=Van
Brunt ^np+++??+=Brunt
of ^in++++=of
the ^ati++++=the
militia ^nn+++??+=militia,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
authority ^nn+nom+++=authority
upon ^in++++=upon
all ^abn++++=all
subjects ^nns++++=subjects
was ^vbd+bedz+vrb++=was
proportional ^jj+pred+++=proportional
to ^in++++=to
his ^pp$+pp3+++=his
ignorance ^nn+nom+++=ignorance
of ^in++++=of
each ^dt++++=each,
, ^zz++++=EXTRAWORD
fixed ^j+++xvbn+=fixed
it ^pp3+it+++=it
at ^in++++=at
precisely ^rb++++=precisely
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
thirty ^cd++++=thirty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
thousand ^cd++++=thousand,
, ^zz++++=EXTRAWORD
three ^cd++++=three
hundred ^cd++++=hundred
and ^cc++++=and
six ^cd++++=six
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
Enough ^qlp++++=Enough
that ^dt+dem+++=that
Jimmy ^nn++++=Jimmy
was ^vbd+bedz+vrb++=was
rich ^jj+pred+++=rich;
; ^zz++++=EXTRAWORD
richer ^jjr++++=richer
in ^in++++=in
expectation ^nn+nom+++=expectation
than ^in++++=than
