Once ^rb+tm+++=Once
was ^vbd+bedz+aux++=was
judged ^vpsv++agls+xvbnx+=judged
unsuitable ^jj++++=unsuitable;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
tide ^vb++++=tide
rose ^nn+++xvbn+=rose,
, ^zz++++=EXTRAWORD
clouds ^nns++++=clouds
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
the ^ati++++=the
west ^np+pl+++=west;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
clouds ^nns++++=clouds
dispersed ^vbd+++xvbn+=dispersed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
remembered ^vpsv++agls+xvbnx+=remembered
that ^tht+vcmp+++=that
the ^ati++++=the
almanac ^nn++++=almanac
predicted ^vbd+vpub++xvbn+=predicted
rain ^nn++++=rain
before ^in++++=before
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
month ^nn++++=month.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore
the ^ati++++=the
fleet ^nn++++=fleet
remained ^vbd+++xvbn+=remained
at ^rb++++=at
anchor ^nn++++=anchor,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
in ^in++++=in
sunshine ^nn++++=sunshine,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
in ^in++++=in
mist ^nn++++=mist,
, ^zz++++=EXTRAWORD
without ^in++++=without
special ^jj+atrb+++=special
damage ^nn++++=damage
and ^cc++++=and
without ^in++++=without
special ^jj+atrb+++=special
merit ^nn++++=merit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captains ^nns++++=captains
visited ^vbd+++xvbn+=visited
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
drank ^jj+atrb++xvbn+=drank
toddy ^nn+++??+=toddy,
, ^zz++++=EXTRAWORD
compared ^jj+atrb++xvbn+=compared
charts ^nns++++=charts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
agreed ^vprf+++xvbn+=agreed
that ^tht+vcmp+++=that
no ^at++++=no
prudent ^jj+atrb+++=prudent
mariner ^nn++++=mariner
would ^md+prd+++=would
exchange ^vb++++=exchange
a ^at++++=a
safe ^jj+atrb+++=safe
harbour ^nn++++=harbour
for ^in++++=for
a ^at++++=a
dangerous ^jj+atrb+++=dangerous
sea ^nn++++=sea
merely ^rb+down+++=merely
because ^cs+cos+++=because
ships ^nns++++=ships
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
built ^vpsv++agls+xvbnx+=built
for ^in++++=for
sailing ^xvbg+++xvbg+=sailing.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
are ^vb+ber+vrb++=are
not ^xnot++not++=not
so ^rb+emph+++=so
good ^jj++++=good
as ^ql++++=as
they ^pp3a+pp3+++=they
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
wonderfully ^rb++++=wonderfully
adaptable ^jj+pred+++=adaptable.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crews ^nns++++=crews,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
at ^rb++++=at
first ^rb"++++=first
polished ^jj++++=polished
the ^ati++++=the
brass ^nn++++=brass,
, ^zz++++=EXTRAWORD
repaired ^j+++xvbn+=repaired
the ^ati++++=the
cordage ^nn+nom+++=cordage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watched ^vbd+++xvbn+=watched
the ^ati++++=the
horizon ^nn++++=horizon
with ^in++++=with
expectation ^nn+nom+++=expectation,
, ^zz++++=EXTRAWORD
gradually ^rb++++=gradually
discovered ^vbd+vprv++xvbn+=discovered
quieter ^jjr+atrb+++=quieter
occupations ^nns+nom+++=occupations.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
carved ^jj+atrb++xvbn+=carved
boxes ^nns++++=boxes,
, ^zz++++=EXTRAWORD
some ^dti++++=some
bred ^jj+atrb+++=bred
pigeons ^nns++++=pigeons
in ^in++++=in
the ^ati++++=the
longboats ^nns+++??+=longboats,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
established ^jj+++xvbn+=established
a ^at++++=a
choir ^nn++++=choir
on ^in++++=on
the ^ati++++=the
forecastle ^nn+++??+=forecastle.
. ^zz++++=EXTRAWORD
Decks ^nns++++=Decks
became ^vbd+++xvbn+=became
gardens ^nns++++=gardens
of ^in++++=of
geraniums ^nns++++=geraniums;
; ^zz++++=EXTRAWORD
signal ^nn++++=signal
lockers ^nns+nom+++=lockers
became ^vbd+++xvbn+=became
cupboards ^nns++++=cupboards;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^rbr++++=more
than ^in++++=than
one ^cd1++++=one
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
useless ^jj++++=useless
for ^in++++=for
defence ^nn+nom+++=defence,
, ^zz++++=EXTRAWORD
served ^j+++xvbn+=served
admirably ^rb++++=admirably
as ^in++++=as
a ^at++++=a
chimney ^nn++++=chimney
for ^in++++=for
a ^at++++=a
cabin ^nn++++=cabin
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
ship ^nn++++=ship
departed ^vbd+++xvbn+=departed.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
captain ^npt++++=captain
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
rash ^nn++++=rash,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
returned ^vbd+++xvbnx+=returned
six ^cd++++=six
months ^nns++++=months
later ^rbr+tm+++=later
with ^in++++=with
spices ^nns++++=spices
and ^cc++++=and
torn ^xvbn+++xvbn+=torn
sails ^nns++++=sails,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
generally ^rb+down+splt++=generally
observed ^vpsv++agls+xvbnx+=observed
that ^tht+vcmp+++=that
the ^ati++++=the
torn ^xvbn+++xvbn+=torn
sails ^nns++++=sails
proved ^vbd+vprv++xvbn+=proved
the ^ati++++=the
wisdom ^nn++++=wisdom
of ^in++++=of
remaining ^xvbg+++xvbg+=remaining
at ^rb++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
two ^cd++++=two
more ^ql++++=more
vessels ^nns++++=vessels
left ^vbd+++xvbn+=left,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^in++++=after
them ^pp3o+pp3+++=them
five ^cd++++=five.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
Masts ^np+++??+=Masts
vanished ^vbd+++xvbn+=vanished
from ^in++++=from
the ^ati++++=the
harbour ^nn++++=harbour
as ^ql++++=as
trees ^nns++++=trees
vanish ^vb++++=vanish
from ^in++++=from
a ^at++++=a
wood ^nn++++=wood
under ^in++++=under
an ^at++++=an
industrious ^jj+atrb+++=industrious
axe ^nn++++=axe.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
ships ^nns++++=ships
were ^vbd+bed+aux++=were
wrecked ^vpsv++agls+xvbnx+=wrecked,
, ^zz++++=EXTRAWORD
some ^dti++++=some
prospered ^jj+++xvbn+=prospered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
were ^vbd+bed+aux++=were
never ^rb++splt++=never
heard ^vpsv++agls+xvbnx+=heard
of ^in+strn+++=of;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
since ^cs+sub+++=since
those ^dt+dem+++=those
that ^cs+sub+++=that
prospered ^vprf+++xvbn+=prospered
were ^vbd+bed+vrb++=were
away ^rp+pl+++=away
and ^cc++++=and
those ^dt+dem+++=those
that ^cs+sub+++=that
stayed ^vprf+++xvbn+=stayed
could ^md+pos+++=could
speak ^vb++++=speak
every ^at++++=every
evening ^nn++++=evening
at ^in++++=at
the ^ati++++=the
tavern ^nn++++=tavern,
, ^zz++++=EXTRAWORD
public ^jj+atrb+++=public
opinion ^nn++++=opinion
remained ^vbd+++xvbn+=remained
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
on ^in++++=on
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
immobility ^nn+nom+++=immobility.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
only ^rb+down+++=only
one ^cd1++++=one
vessel ^nn++++=vessel
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
brig ^npt++++=brig
named ^vbd+++xvbn+=named
the ^ati++++=the
*patient ^jj+atrb+++=*Patient
Virtue* ^np+++??+=Virtue*,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
younger ^jjr+atrb+++=younger
sailors ^nns++++=sailors,
, ^zz++++=EXTRAWORD
with ^in++++=with
that ^dt+dem+++=that
want ^nn++++=want
of ^in++++=of
reverence ^nn+nom+++=reverence
peculiar ^jj++++=peculiar
to ^in++++=to
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
her ^pp3o+pp3+++=her
the ^ati++++=the
*permanent ^jj+atrb+++=*Permanent
Fixture* ^np+++??+=Fixture*.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
broad ^jj+pred+++=broad
in ^in++++=in
the ^ati++++=the
beam ^nn++++=beam,
, ^zz++++=EXTRAWORD
short ^jj++++=short
in ^in++++=in
the ^ati++++=the
bows ^nns++++=bows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
chubby ^jj++++=chubby
as ^in++++=as
a ^at++++=a
cherub ^nn++++=cherub
painted ^vbd+++xvbn+=painted
upon ^in++++=upon
a ^at++++=a
church ^nn++++=church
ceiling ^nn+nom+++=ceiling.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hull ^np++++=hull
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old-fashioned,
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
decorations ^nns+nom+++=decorations
were ^vbd+bed+vrb++=were
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
possessed ^vbd+++xvbnx+=possessed
a ^at++++=a
new ^jj+atrb+++=new
figurehead ^nn++++=figurehead
representing ^vwbg+++xvbg+=representing
Progress ^nns+nom+++=Progress,
, ^zz++++=EXTRAWORD
a ^at++++=a
lady ^nn++++=lady
in ^in++++=in
gilt ^jj+atrb+++=gilt
boots ^nns++++=boots
who ^whp+rel+subj++=who
pointed ^vbd+++xvbn+=pointed
boldly ^rb++++=boldly
seaward ^jjb++++=seaward,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
brig ^npt++++=brig
herself ^ppl+pp3+++=herself
pointed ^vbd+++xvbn+=pointed
chiefly ^rb++++=chiefly
toward ^in++++=toward
the ^ati++++=the
customs ^nns++++=customs
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Painted ^jj+atrb++xvbn+=Painted
gunports ^nns+++??+=gunports
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
look ^vb++++=look
formidable ^jj++++=formidable
at ^in++++=at
a ^at++++=a
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
enormous ^jj+atrb+++=enormous
quantity ^nn+nom+++=quantity
of ^in++++=of
rigging ^nn++++=rigging
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
look ^vb++++=look
industrious ^jj++++=industrious
near ^in+pl+++=near
at ^rb++++=at
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
skipper ^npt++++=skipper,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Ormont ^np+++??+=Ormont,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
no ^at++++=no
common ^jj+atrb+++=common
man ^nn++++=man.
. ^zz++++=EXTRAWORD
In ^in++++=In
early ^jj+atrb+++=early
life ^nn++++=life
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
painted ^vprf+++xvbnx+=painted
a ^at++++=a
picture ^nn++++=picture
of ^in++++=of
a ^at++++=a
lighthouse ^nn++++=lighthouse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
could ^md+pos+++=could
sing ^vb++++=sing
the ^ati++++=the
second ^od++++=second
verse ^nn++++=verse
of ^in++++=of
a ^at++++=a
naval ^jj+atrb+++=naval
hymn ^nn++++=hymn
without ^in++++=without
assistance ^nn+nom+++=assistance.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
also ^rb++splt++=also
crossed ^vprf+++xvbnx+=crossed
the ^ati++++=the
harbour ^nn++++=harbour
in ^in++++=in
a ^at++++=a
rowing ^jj+atrb++xvbg+=rowing
boat ^nn++++=boat
during ^in++++=during
a ^at++++=a
squall ^nn+++??+=squall,
, ^zz++++=EXTRAWORD
an ^at++++=an
exploit ^nn++++=exploit
which ^whp+rel+subj++=which
increased ^vbd+++xvbn+=increased
in ^in++++=in
danger ^nn++++=danger
whenever ^nn+nom+++=whenever
he ^pp3a+pp3+++=he
related ^vbd+++xvbnx+=related
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
admirers ^nns+nom+++=admirers
maintained ^vbd+vpub++xvbn+=maintained
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
commanded ^vprf+++xvbnx+=commanded
the ^ati++++=the
*patient ^jj+atrb+++=*Patient
Virtue* ^np+++??+=Virtue*
for ^in++++=for
thirty ^cd++++=thirty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years
without ^in++++=without
losing ^xvbg+++xvbg+=losing
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Persons ^nns++++=Persons
unfavourable ^jj++++=unfavourable
to ^in++++=to
him ^pp3o+pp3+++=him
replied ^vbd+vpub++xvbn+=replied
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
taken ^vprf+++xvbnx+=taken
her ^pp$+pp3+++=her
anywhere ^rb++++=anywhere;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
most ^ql+emph+++=most
probably ^rb++++=probably
a ^at++++=a
lie ^nn++++=lie,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
no ^at++++=no
one ^cd1++++=one
can ^md+pos+++=can
deny ^vb+vpub+++=deny
that ^tht+vcmp+++=that
a ^at++++=a
ship ^nn++++=ship
at ^rb++++=at
anchor ^nn++++=anchor
may ^md+pos+++=may
drag ^vb++++=drag.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Ormont ^np++++=Ormont's
's ^$++++=EXTRAWORD
chief ^jjb+atrb+++=chief
adviser ^nn++++=adviser
was ^vbd+bedz+vrb++=was
the ^ati++++=the
steersman ^nn+nom+++=steersman,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Cramp ^np++++=Cramp.
. ^zz++++=EXTRAWORD
Cramp ^nn++++=Cramp
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
so ^ql++++=so
long ^rb++++=long
beside ^in+pl+++=beside
the ^ati++++=the
tiller ^nn++++=tiller
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
appeared ^vbd+seem++xvbnx+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
grown ^vprf+++xvbn+=grown
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
distrusted ^vbd+++xvbnx+=distrusted
compasses ^nns+++??+=compasses
manufactured ^vbd+++xvbn+=manufactured
after ^cs+sub+++=after
his ^pp$+pp3+++=his
fiftieth ^vbz++++=fiftieth
birthday ^nn++++=birthday
and ^cc++++=and
believed ^vprf+++xvbn+=believed
that ^tht+vcmp+++=that
steam ^nn++++=steam
was ^vbd+bedz+vrb++=was
a ^at++++=a
vulgar ^jj+atrb+++=vulgar
vapour ^nn++++=vapour.
. ^zz++++=EXTRAWORD
In ^in++++=In
discussion ^nn++++=discussion
he ^pp3a+pp3+++=he
commonly ^rb++++=commonly
said ^vbd+vpub++xvbn+=said
" ^zz++++="H'm,"
h ^zz++++=EXTRAWORD
'm," ^nn++be+??+0=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
regarded ^vpsv++agls+xvbnx+=regarded
as ^ql++++=as
profound ^jj++++=profound;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
pressed ^vbd+++xvbn+=pressed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
discharge ^vb++++=discharge
such ^abl++++=such
volleys ^nns+++??+=volleys
of ^in++++=of
words ^nns++++=words
as ^cs+sub+++=as
made ^vbd+++xvbn+=made
ordinary ^jj+atrb+++=ordinary
men ^nns++++=men
feel ^vb+vprv+++=feel
ashamed ^jj++++=ashamed
of ^in++++=of
knowing ^xvbg+++xvbg+=knowing
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they
meant ^vbd+vprv++xvbnx+=meant.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain
and ^cc++++=and
the ^ati++++=the
steersman ^nn++++=steersman
lived ^vbd+++xvbn+=lived
comfortably ^rb++++=comfortably
in ^in++++=in
the ^ati++++=the
after ^in++++=after-cabin.
- ^zz++++=EXTRAWORD
cabin ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Every ^at++++=Every
morning ^nn++++=morning
they ^pp3a+pp3+++=they
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
weather ^nn++++=weather
through ^in++++=through
a ^at++++=a
small ^jj+atrb+++=small
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
evening ^nn++++=evening
they ^pp3a+pp3+++=they
played ^vbd+++xvbnx+=played
cards ^nns++++=cards
beneath ^in+pl+++=beneath
a ^at++++=a
large ^jj+atrb+++=large
chart ^nn++++=chart
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chart ^nn++++=chart
had ^vbd+hvd+aux++=had
faded ^vprf+++xvbnx+=faded
until ^cs+sub+++=until
the ^ati++++=the
continents ^nns++++=continents
resembled ^vbd+++xvbn+=resembled
stains ^nns++++=stains
caused ^vwbn+++xvbn+=caused
by ^in++++=by
damp ^nn++++=damp,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Captain ^nn++++=Captain
Ormont ^np+++??+=Ormont
often ^rb++++=often
pointed ^vbd+++xvbn+=pointed
to ^in++++=to
them ^pp3o+pp3+++=them
with ^in++++=with
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
and ^cc++++=and
spoke ^vpsv++agls+xvbn+=spoke
of ^in++++=of
global ^jj+atrb+++=global
navigation ^nn+nom+++=navigation.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
two ^cd++++=two
toddy ^nn+++??+=toddy
kettles ^nns+++??+=kettles,
, ^zz++++=EXTRAWORD
one ^pn++++=one
for ^in++++=for
ordinary ^jj+atrb+++=ordinary
deliberation ^nn+nom+++=deliberation
and ^cc++++=and
one ^pn++++=one
for ^in++++=for
emergencies ^nns+++??+=emergencies.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
brightness ^nns+nom+++=brightness
was ^vbd+bedz+aux++=was
frequently ^rb++splt++=frequently
cited ^vpsv++agls+xvbnx+=cited
as ^ql++++=as
proof ^nn++++=proof
of ^in++++=of
vigilance ^nn+nom+++=vigilance.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crew ^nn++++=crew
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
at ^rb++++=at
first ^rb"++++=first
complain ^vb+vpub+++=complain.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
received ^vbd+++xvbnx+=received
their ^pp$+pp3+++=their
rations ^nns+nom+++=rations,
, ^zz++++=EXTRAWORD
sang ^j+++xvbn+=sang
in ^in++++=in
the ^ati++++=the
choir ^nn++++=choir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slept ^vpsv++agls+xvbn+=slept
without ^in++++=without
being ^nn+nn+aux++=being
washed ^vwbn+++xvbn+=washed
from ^in++++=from
their ^pp$+pp3+++=their
hammocks ^nns+++??+=hammocks.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
new ^jj+atrb+++=new
generation ^nn+nom+++=generation
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
up ^rp++++=up
aboard ^in+pl+++=aboard
the ^ati++++=the
brig ^npt++++=brig
lads ^nns++++=lads
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
as ^ql++++=as
cabin ^nn++++=cabin-boys
- ^zz++++=EXTRAWORD
boys ^nns++++=EXTRAWORD
and ^cc++++=and
become ^vb++++=become
able ^jj+atrb+++=able
seamen ^nns++++=seamen
without ^in++++=without
ever ^rb++++=ever
seeing ^vbg+vprv++xvbg+=seeing
the ^ati++++=the
lighthouse ^nn++++=lighthouse
from ^in++++=from
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
young ^jj+atrb+++=young
men ^nns++++=men
began ^vbd+++xvbn+=began
to ^to++++=to
look ^vbi++++=look
beyond ^in++++=beyond
the ^ati++++=the
breakwater ^nn+nom+++=breakwater.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
heard ^vbd+vprv++xvbnx+=heard
tales ^nns++++=tales
from ^in++++=from
foreign ^jj+atrb+++=foreign
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
them ^vbi++++=them
that ^dt+pdem+++=that
waves ^vbz++++=waves,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
inconvenient ^jj++++=inconvenient,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
necessarily ^rb++++=necessarily
unconstitutional ^jj++++=unconstitutional.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
morning ^nn++++=morning
a ^at++++=a
sailor ^nn++++=sailor
named ^vbd+++xvbn+=named
Noll ^np+++??+=Noll
climbed ^vbd+++xvbn+=climbed
to ^in++++=to
the ^ati++++=the
quarterdeck ^nn+++??+=quarterdeck
and ^cc++++=and
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
" ^zz++++="Captain,"
captain ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
wind ^nn++++=wind
is ^vbz+bez+vrb++=is
fair ^jj+pred+++=fair.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stores ^nns++++=stores
are ^vb+ber+vrb++=are
aboard ^in+strn+++=aboard,
, ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water-casks
- ^zz++++=EXTRAWORD
casks ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are
full ^jj+pred+++=full,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
open ^jj+atrb+++=open
sea ^nn++++=sea
beyond ^in++++=beyond
the ^ati++++=the
mole ^nn++++=mole.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
do ^vb+do+vrb++=do
we ^pp1a+pp1+++=we
not ^xnot++not++=not
sail ^vb++++=sail?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Ormont ^np+++??+=Ormont
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face,
, ^zz++++=EXTRAWORD
ordinarily ^rb++++=ordinarily
the ^ati++++=the
colour ^nn++++=colour
of ^in++++=of
pale ^nn++++=pale
leather ^nn++++=leather,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
first ^rb++++=first
pink ^jj++++=pink,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
purple ^jj++++=purple,
, ^zz++++=EXTRAWORD
