On ^in++++=On
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
aboard ^rp+pl+++=aboard
without ^in++++=without
asking ^xvbg+++xvbg+=asking
myself ^ppl+pp1+++=myself
why ^wrb+who+++=why.
. ^zz++++=EXTRAWORD
The ^ati++++=The
deck ^nn++++=deck
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
crowded ^vpsv++agls+xvbnx+=crowded
with ^in++++=with
families ^nns++++=families
bearing ^vwbg+++xvbg+=bearing
baskets ^nns++++=baskets,
, ^zz++++=EXTRAWORD
young ^jj+atrb+++=young
men ^nns++++=men
in ^in++++=in
bright ^jj+atrb+++=bright
neckties ^nns+++??+=neckties,
, ^zz++++=EXTRAWORD
elderly ^jj+atrb+++=elderly
citizens ^nns++++=citizens
wrapped ^vbd+++xvbn+=wrapped
in ^in++++=in
flannel ^nn++++=flannel
despite ^in++++=despite
the ^ati++++=the
warmth ^nn++++=warmth,
, ^zz++++=EXTRAWORD
nurses ^nns++++=nurses,
, ^zz++++=EXTRAWORD
children ^nns++++=children,
, ^zz++++=EXTRAWORD
two ^cd++++=two
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
three ^cd++++=three
dogs ^nns++++=dogs
and ^cc++++=and
a ^at++++=a
stout ^jj+atrb+++=stout
lady ^npt++++=lady
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
an ^at++++=an
entire ^jjb+atrb+++=entire
cold ^jj+atrb+++=cold
chicken ^nn++++=chicken
in ^in++++=in
a ^at++++=a
newspaper ^nn+nom+++=newspaper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
The ^ati++++=The
paddles ^nns++++=paddles
struck ^vbd+++xvbn+=struck
the ^ati++++=the
water ^nn++++=water;
; ^zz++++=EXTRAWORD
the ^ati++++=the
quay ^np++++=quay
glided ^vbd+++xvbn+=glided
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
Paris ^np++++=Paris
began ^vbd+++xvbn+=began
to ^to++++=to
unfold ^vbi+++??+=unfold
along ^in++++=along
both ^abx++++=both
banks ^nns++++=banks,
, ^zz++++=EXTRAWORD
softened ^xvbn+++xvbn+=softened
by ^in++++=by
sunlight ^nn++++=sunlight
and ^cc++++=and
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
The ^ati++++=The
river ^npl++++=river
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
wet ^jj+atrb+++=wet
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
mud ^nn++++=mud
and ^cc++++=and
new ^jj+atrb+++=new
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
noble ^jj+atrb+++=noble
perfume ^nn++++=perfume,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
spring ^vb++++=spring
transformed ^vbd+++xvbn+=transformed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
became ^vbd+++xvbn+=became
fragrant ^jj++++=fragrant
that ^dt+dem+++=that
day ^nn++++=day
even ^rb++++=even
the ^ati++++=the
engine ^nn++++=engine.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
near ^in+pl+++=near
the ^ati++++=the
rail ^nn++++=rail,
, ^zz++++=EXTRAWORD
surrendering ^vbg+++xvbg+=surrendering
myself ^ppl+pp1+++=myself
to ^in++++=to
the ^ati++++=the
intoxication ^nn+nom+++=intoxication
of ^in++++=of
movement ^nn+nom+++=movement,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
seated ^vpsv++agls+xvbnx+=seated
opposite ^jj++++=opposite
me ^pp1o+pp1+++=me
beside ^in+pl+++=beside
an ^at++++=an
older ^jjr+atrb+++=older
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
evidently ^rb++++=evidently
a ^at++++=a
work ^nn++++=work
companion ^nn++++=companion
or ^cc++++=or
neighbor ^nn++++=neighbor.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
charming ^jj+++xvbg+=charming
little ^ap++++=little
Parisian ^jj+atrb+++=Parisian
working ^jj+atrb++xvbg+=working
girls ^nns++++=girls
whose ^whp+rel+obj++=whose
hands ^nns++++=hands
are ^vb+ber+vrb++=are
never ^rb++++=never
quite ^rb++++=quite
at ^rb++++=at
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
while ^cs+sub+++=while
talking ^vbg+++xvbg+=talking
she ^pp3a+pp3+++=she
folded ^vbd+++xvbnx+=folded
and ^cc+phrs+++=and
unfolded ^vbd+++xvbn+=unfolded
the ^ati++++=the
ribbon ^nn++++=ribbon
of ^in++++=of
her ^pp$+pp3+++=her
parasol ^nn++++=parasol.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
dress ^nn++++=dress
was ^vbd+bedz+vrb++=was
modest ^jj+pred+++=modest,
, ^zz++++=EXTRAWORD
dark ^jj++++=dark
blue ^jj++++=blue,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
narrow ^jj+atrb+++=narrow
white ^jj+atrb+++=white
collar ^nn++++=collar;
; ^zz++++=EXTRAWORD
a ^at++++=a
black ^jj+atrb+++=black
hat ^nn++++=hat
sat ^vbd+++xvbn+=sat
slightly ^rb+down+++=slightly
crooked ^jj++++=crooked
upon ^in++++=upon
her ^pp$+pp3+++=her
chestnut ^nn++++=chestnut
hair ^nn++++=hair;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beneath ^in+pl+++=beneath
one ^cd1++++=one
ear ^nn++++=ear
a ^at++++=a
rebellious ^jj+atrb+++=rebellious
curl ^nn++++=curl
escaped ^vbd+++xvbn+=escaped,
, ^zz++++=EXTRAWORD
delicate ^jj++++=delicate
and ^cc+phrs+++=and
bright ^jj++++=bright
as ^in++++=as
a ^at++++=a
shaving ^jj+++xvbg+=shaving
of ^in++++=of
copper ^nn++++=copper.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
observed ^vbd+vprv++xvbnx+=observed
first ^od++++=first
the ^ati++++=the
curl ^nn++++=curl,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
her ^pp$+pp3+++=her
cheek ^nn++++=cheek,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
faint ^jj+atrb+++=faint
pale ^nn++++=pale
down ^rp++++=down
near ^in+pl+++=near
her ^pp3o+pp3+++=her
temple ^npl++++=temple
which ^whp+rel+obj++=which
the ^ati++++=the
sunlight ^nn++++=sunlight
revealed ^vbd+vprv++xvbn+=revealed
and ^cc++++=and
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me,
, ^zz++++=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
condition ^nn+nom+++=condition,
, ^zz++++=EXTRAWORD
more ^ql++++=more
moving ^jj+++xvbg+=moving
than ^in++++=than
all ^abn++++=all
the ^ati++++=the
masterpieces ^nns++++=masterpieces
in ^in++++=in
the ^ati++++=the
Louvre ^np++++=Louvre.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
noticed ^vbd+vprv++xvbnx+=noticed
me ^pp1o+pp1+++=me
looking ^jj+++xvbg+=looking.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
toward ^in++++=toward
the ^ati++++=the
river ^nn++++=river
with ^in++++=with
the ^ati++++=the
hypocritical ^jj+atrb+++=hypocritical
gravity ^nn+nom+++=gravity
of ^in++++=of
a ^at++++=a
diplomat ^nn++++=diplomat.
. ^zz++++=EXTRAWORD
A ^at++++=A
minute ^nn++++=minute
later ^rbr+tm+++=later
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
dropped ^vbd+++xvbn+=dropped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
smile ^nn++++=smile
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
her ^pp3o+pp3+++=her
lips ^nns++++=lips
not ^xnot++not++=not
a ^at++++=a
laugh ^nn++++=laugh,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
even ^rb++++=even
a ^at++++=a
complete ^jj+atrb+++=complete
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
promise ^nn++++=promise
of ^in++++=of
one ^pn++++=one,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tender ^jj+atrb+++=tender
dawn ^nn++++=dawn
of ^in++++=of
one ^pn++++=one.
. ^zz++++=EXTRAWORD
At ^rb++++=At
once ^rb"+tm+++=once
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+aux++=is
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
nothing ^pn++++=nothing
whatever ^nn+nom+++=whatever
about ^in++++=about
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
attributed ^vbd+++xvbnx+=attributed
to ^in++++=to
her ^pp$+pp3+++=her
gentleness ^nns+nom+++=gentleness,
, ^zz++++=EXTRAWORD
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
delicacy ^nn+nom+++=delicacy,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
melancholy ^jj++++=melancholy,
, ^zz++++=EXTRAWORD
a ^at++++=a
taste ^nn++++=taste
for ^in++++=for
music ^nn++++=music,
, ^zz++++=EXTRAWORD
filial ^jj+atrb+++=filial
devotion ^nn+nom+++=devotion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
capacity ^nn+nom+++=capacity
to ^to+ncmp+++=to
understand ^vbi+vprv+++=understand
my ^pp$+pp1+++=my
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
revelations ^nns+nom+++=revelations
require ^vb+vsua+++=require
no ^at++++=no
evidence ^nn+nom+++=evidence
in ^in++++=in
April ^nr++++=April.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
whispered ^vbd+vpub+tht0+xvbnx+=whispered
something ^pn++++=something
to ^in++++=to
her ^pp$+pp3+++=her
companion ^nn++++=companion.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
both ^abx++++=both
glanced ^jj+++xvbn+=glanced
at ^in++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
older ^jjr+atrb+++=older
one ^cd1++++=one
became ^vbd+++xvbn+=became
grave ^nn++++=grave,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
young ^jj+atrb+++=young
woman ^nn++++=woman
bit ^nn++++=bit
her ^pp$+pp3+++=her
lip ^nn++++=lip
to ^to++++=to
restrain ^vbi++++=restrain
her ^pp$+pp3+++=her
amusement ^nn+nom+++=amusement.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
interpreted ^vbd+++xvbnx+=interpreted
this ^dt+dem+++=this
as ^ql++++=as
favorable ^&fw++++=favorable.
. ^zz++++=EXTRAWORD
Youth ^nn++++=Youth
interprets ^vbz++++=interprets
everything ^pn++++=everything
as ^ql++++=as
favorable ^&fw++++=favorable
until ^cs+sub+++=until
a ^at++++=a
door ^nn++++=door
is ^vbz+bez+aux++=is
shut ^vpsv++agls+xvbnx+=shut
in ^rb+phrv+++=in
its ^pp$+it+++=its
face ^nn++++=face.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
prepare ^vbi++++=prepare
my ^pp$+pp1+++=my
approach ^nn++++=approach.
. ^zz++++=EXTRAWORD
Should ^md+nec+++=Should
I ^pp1a+pp1+++=I
ask ^vb++++=ask
whether ^cs+who+++=whether
the ^ati++++=the
wind ^nn++++=wind
inconvenienced ^vwbn+++xvbn+=inconvenienced
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
Offer ^nn++++=Offer
my ^pp$+pp1+++=my
place ^nn++++=place,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
already ^rb++++=already
possessed ^jj+atrb++xvbn+=possessed
one ^pn++++=one?
? ^zz++++=EXTRAWORD
Pick ^vb++++=Pick
up ^rp++++=up
something ^pn++++=something
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
not ^xnot++not++=not
dropped ^vbd+++xvbn+=dropped?
? ^zz++++=EXTRAWORD
Boldness ^nns+nom+++=Boldness,
, ^zz++++=EXTRAWORD
tact ^nn++++=tact,
, ^zz++++=EXTRAWORD
chance ^nn++++=chance
love ^nn++++=love
depends ^vbz++++=depends
upon ^in++++=upon
these ^dt+dem+++=these
three ^cd++++=three,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
chance ^nn++++=chance
is ^vbz+bez+vrb++=is
usually ^rb+down+++=usually
the ^ati++++=the
least ^rbt++++=least
reliable ^jj++++=reliable.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
advanced ^vprf+++xvbnx+=advanced
one ^cd1++++=one
foot ^nn++++=foot
when ^wrb+who+++=when
a ^at++++=a
voice ^nn++++=voice
beside ^in+pl+++=beside
me ^pp1o+pp1+++=me
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
do ^vb+do+vrb++=do
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
of ^in++++=of
about ^in++++=about
forty ^cd++++=forty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
stood ^vbd+++xvbn+=stood
at ^rb++++=at
my ^pp$+pp1+++=my
elbow ^nn++++=elbow.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
thin ^jj+pred+++=thin,
, ^zz++++=EXTRAWORD
yellowish ^jj++++=yellowish,
, ^zz++++=EXTRAWORD
carefully ^rb++++=carefully
dressed ^vbd+++xvbn+=dressed
and ^cc++++=and
profoundly ^rb++++=profoundly
melancholy ^jj++++=melancholy.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
whiskers ^nns+nom+++=whiskers
descended ^vbd+++xvbn+=descended
in ^in++++=in
two ^cd++++=two
mournful ^jj+atrb+++=mournful
lines ^nns++++=lines
toward ^in++++=toward
his ^pp$+pp3+++=his
collar ^nn++++=collar.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
one ^cd1++++=one
arm ^nn++++=arm
he ^pp3a+pp3+++=he
carried ^vbd+++xvbnx+=carried
a ^at++++=a
green ^jj+atrb+++=green
office ^nn++++=office
portfolio ^nn++++=portfolio,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
an ^at++++=an
umbrella ^nn++++=umbrella,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
cloud ^nn++++=cloud
in ^in++++=in
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
beg ^vb++++=beg
your ^pp$+pp2+++=your
pardon ^nn++++=pardon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
speak ^vb++++=speak
to ^in++++=to
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
spring ^vb++++=spring."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leaned ^vbd+++xvbnx+=leaned
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
" ^zz++++="Spring,
spring ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
more ^rbr++++=more
dangerous ^jj+pred+++=dangerous
than ^in++++=than
bronchitis ^nn++++=bronchitis.
. ^zz++++=EXTRAWORD
Bronchitis ^np+++??+=Bronchitis
attacks ^nns++++=attacks
the ^ati++++=the
lungs ^nns++++=lungs;
; ^zz++++=EXTRAWORD
spring ^vb++++=spring
attacks ^nns++++=attacks
the ^ati++++=the
judgment ^nn+nom+++=judgment.
. ^zz++++=EXTRAWORD
With ^in++++=With
bronchitis ^nn++++=bronchitis
one ^cd1++++=one
takes ^vbz++++=takes
flannel ^nn++++=flannel,
, ^zz++++=EXTRAWORD
syrup ^nn++++=syrup
and ^cc++++=and
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Against ^in++++=Against
spring ^vb++++=spring
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing!
! ^zz++++=EXTRAWORD
The ^ati++++=The
government ^nn+nom+++=government
ought ^md+nec+++=ought
to ^in++++=to
paste ^nn++++=paste
notices ^nns++++=notices
on ^in++++=on
the ^ati++++=the
walls ^nns++++=walls:
: ^zz++++=EXTRAWORD
' ^zz++++='Return
return ^vb++++=EXTRAWORD
of ^in++++=of
spring ^nn++++=spring.
. ^zz++++=EXTRAWORD
French ^jj+atrb+++=French
citizens ^nns++++=citizens,
, ^zz++++=EXTRAWORD
beware ^vb++++=beware
of ^in++++=of
love! ^nn+++??+=love!'"
'" ^nn+++??+=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
woman ^nn++++=woman
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
feared ^vbd+vprv+tht0+xvbnx+=feared
she ^pp3a+pp3+++=she
might ^md+pos+++=might
think ^vb+vprv+++=think
this ^dt+dem+++=this
gloomy ^jj+atrb+++=gloomy
person ^nn++++=person
my ^pp$+pp1+++=my
uncle ^nn++++=uncle.
. ^zz++++=EXTRAWORD
" ^zz++++="Monsieur,"
monsieur ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
replied ^vbd+vpub++xvbnx+=replied
coldly ^rb+cnj+++=coldly,
, ^zz++++=EXTRAWORD
