# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
On ^in++++=On
uniform ^nn++++=uniform,
, ^zz++++=EXTRAWORD
the ^ati++++=the
landowner ^nn+nom+++=landowner
a ^at++++=a
dispute ^nn++++=dispute
over ^in++++=over
three ^cd++++=three
dead ^jj+atrb+++=dead
serfs ^nns++++=serfs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
widow ^nn++++=widow
a ^at++++=a
belief ^nn++++=belief
that ^tht+ncmp+++=that
her ^pp3o+pp3+++=her
departed ^vbd+++xvbn+=departed
husband ^nn++++=husband
has ^vbz+hvz+aux++=has
returned ^vprf+++xvbnx+=returned
in ^in++++=in
the ^ati++++=the
person ^nn++++=person
of ^in++++=of
a ^at++++=a
piebald ^nn+++??+=piebald
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
The ^ati++++=The
definition ^nn+nom+++=definition
is ^vbz+bez+vrb++=is
complete ^jj+pred+++=complete.
. ^zz++++=EXTRAWORD
A ^at++++=A
single ^jj+atrb+++=single
absurdity ^nn+nom+++=absurdity,
, ^zz++++=EXTRAWORD
rightly ^rb++++=rightly
chosen ^jj+++xvbn+=chosen,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
contain ^vb++++=contain
more ^rbr++++=more
truth ^nn++++=truth
than ^in++++=than
twenty ^cd++++=twenty
pages ^nns++++=pages
of ^in++++=of
psychology ^nn++++=psychology;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gogol ^np+++??+=Gogol,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
chooses ^vbz++++=chooses
rightly ^rb+cnj+++=rightly,
, ^zz++++=EXTRAWORD
possesses ^nns+nom+++=possesses
the ^ati++++=the
fine ^jj+atrb+++=fine
pencil ^nn++++=pencil
of ^in++++=of
his ^pp$+pp3+++=his
language ^nn+nom+++=language
with ^in++++=with
astonishing ^jj+atrb+++=astonishing
command ^nn++++=command.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
selection ^nn+nom+++=selection
is ^vbz+bez+vrb++=is
more ^rbr++++=more
difficult ^jj+pred+++=difficult
than ^in++++=than
observation ^nn+nom+++=observation.
. ^zz++++=EXTRAWORD
Nature ^nn++++=Nature
offers ^nns++++=offers
details ^nns++++=details
with ^in++++=with
the ^ati++++=the
prodigality ^nn+nom+++=prodigality
of ^in++++=of
a ^at++++=a
bankrupt ^nn++++=bankrupt
giving ^vwbg+++xvbg+=giving
promises ^nns++++=promises,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
artist ^nn++++=artist
must ^md+nec+++=must
be ^vb+be+vrb++=be
severe ^jj+pred+++=severe
precisely ^rb++++=precisely
where ^wrb+who+++=where
nature ^nn++++=nature
is ^vbz+bez+vrb++=is
inexhaustible ^jj+pred+++=inexhaustible.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
Gogol ^np++++=Gogol's
's ^$++++=EXTRAWORD
fidelity ^nn+nom+++=fidelity
becomes ^vbz++++=becomes
indiscretion ^nn+nom+++=indiscretion.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
seen ^vprf+++xvbn+=seen
the ^ati++++=the
stain ^nn++++=stain
upon ^in++++=upon
a ^at++++=a
waistcoat ^nn++++=waistcoat,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cannot ^md+pos+not++=cannot
resist ^vb++++=resist
telling ^jj+++xvbg+=telling
us ^pp1o+pp1+++=us
its ^pp$+it+++=its
colour ^nn++++=colour,
, ^zz++++=EXTRAWORD
origin ^nn++++=origin,
, ^zz++++=EXTRAWORD
antiquity ^nn+nom+++=antiquity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
probable ^jj+atrb+++=probable
destination ^nn+nom+++=destination;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
adds ^vbz+vpub+++=adds
the ^ati++++=the
fly ^nn++++=fly
which ^whp+rel+subj++=which
settles ^vbz++++=settles
upon ^in++++=upon
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hand ^nn++++=hand
which ^whp+rel+obj++=which
brushes ^nns++++=brushes
away ^rp+pl+++=away
the ^ati++++=the
fly ^nn++++=fly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
opinion ^nn++++=opinion
of ^in++++=of
a ^at++++=a
bystander ^nn+nom+++=bystander
concerning ^in++++=concerning
the ^ati++++=the
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
picture ^nn++++=picture
remains ^nns++++=remains
truthful ^jj++++=truthful,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
made ^vprf+++xvbn+=made
to ^to+vcmp+++=to
stand ^vbi++++=stand
too ^ql++++=too
long ^rb++++=long
for ^in++++=for
her ^pp$+pp3+++=her
portrait ^nn++++=portrait,
, ^zz++++=EXTRAWORD
grows ^vbz++++=grows
stiff ^jj++++=stiff.
. ^zz++++=EXTRAWORD
Teniers ^nns+nom++??+=Teniers
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
a ^at++++=a
tavern ^nn++++=tavern
contains ^vbz++++=contains
a ^at++++=a
thousand ^cd++++=thousand
objects ^nns++++=objects
and ^cc++++=and
painted ^jj+++xvbn+=painted
perhaps ^rb++++=perhaps
fifty ^cd++++=fifty;
; ^zz++++=EXTRAWORD
a ^at++++=a
lesser ^jjr++++=lesser
Dutchman ^np+nom++??+=Dutchman
paints ^vbz++++=paints
nine ^cd++++=nine
hundred ^cd++++=hundred
and ^cc++++=and
congratulates ^nns+nom+++=congratulates
himself ^ppl+pp3+++=himself
upon ^in++++=upon
omitting ^xvbg+++xvbg+=omitting
the ^ati++++=the
broom ^nn++++=broom.
. ^zz++++=EXTRAWORD
Gogol ^np+++??+=Gogol
is ^vbz+bez+vrb++=is
sometimes ^rb++++=sometimes
that ^cs+sub+++=that
lesser ^jjr++++=lesser
Dutchman ^np+nom++??+=Dutchman,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
at ^rb++++=at
his ^pp$+pp3+++=his
best ^jjt++++=best
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
much ^ap++++=much
more ^rbr++++=more
than ^in++++=than
Teniers ^nns+nom++??+=Teniers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
same ^ap++++=same
want ^nn++++=want
of ^in++++=of
measure ^vb++++=measure
may ^md+pos+++=may
be ^vb+be+aux++=be
observed ^vpsv++agls+xvbnx+=observed
in ^in++++=in
his ^pp$+pp3+++=his
irony ^nn++++=irony.
. ^zz++++=EXTRAWORD
Satire ^nn++++=Satire
is ^vbz+bez+vrb++=is
a ^at++++=a
weapon ^nn++++=weapon
whose ^whp+rel+obj++=whose
fitness ^nns+nom+++=fitness
depends ^vbz++++=depends
not ^xnot++not++=not
merely ^rb+down+++=merely
upon ^in++++=upon
its ^pp$+it+++=its
sharpness ^nns+nom+++=sharpness
but ^cc++++=but
upon ^in++++=upon
the ^ati++++=the
adversary ^nn+nom+++=adversary
against ^in++++=against
whom ^whp+rel+pied++=whom
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
drawn ^vpsv++agls+xvbnx+=drawn.
. ^zz++++=EXTRAWORD
To ^to++++=To
employ ^vbi++++=employ
a ^at++++=a
sabre ^nn++++=sabre
against ^in++++=against
a ^at++++=a
fool ^jjb++++=fool
is ^vbz+bez+vrb++=is
barbarous ^jj+pred+++=barbarous;
; ^zz++++=EXTRAWORD
to ^in++++=to
tickle ^nn+++??+=tickle
a ^at++++=a
murderer ^nn+nom+++=murderer
with ^in++++=with
a ^at++++=a
feather ^nn++++=feather
is ^vbz+bez+vrb++=is
impertinent ^jj+pred+++=impertinent.
. ^zz++++=EXTRAWORD
Gogol ^np++++=Gogol's
's ^$++++=EXTRAWORD
irony ^nn++++=irony
is ^vbz+bez+vrb++=is
often ^rb++++=often
too ^rb++++=too
cruel ^jj++++=cruel
for ^in++++=for
human ^jj+atrb+++=human
weakness ^nns+nom+++=weakness
and ^cc++++=and
too ^ql++++=too
sportive ^jj++++=sportive
for ^in++++=for
human ^jj+atrb+++=human
corruption ^nn+nom+++=corruption.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pursues ^vbz++++=pursues
a ^at++++=a
ridiculous ^jj+atrb+++=ridiculous
man ^nn++++=man
as ^in++++=as
a ^at++++=a
hunter ^nn++++=hunter
pursues ^vbz++++=pursues
a ^at++++=a
wolf ^nn++++=wolf,
, ^zz++++=EXTRAWORD
through ^in++++=through
swamp ^nn++++=swamp
and ^cc++++=and
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
firing ^nvbg+++xvbg+=firing
after ^cs+sub+++=after
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
the ^ati++++=the
animal ^nn++++=animal
is ^vbz+bez+aux++=is
already ^rb++splt++=already
wounded ^vpsv++agls+xvbnx+=wounded;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
encounters ^nns+nom+++=encounters
a ^at++++=a
scoundrel ^nn++++=scoundrel,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
sometimes ^rb++++=sometimes
so ^ql++++=so
delighted ^vpsv++by+xvbn+=delighted
by ^in++++=by
the ^ati++++=the
fellow ^jjb+atrb+++=fellow's
's ^vbz+bez+vrb++0=EXTRAWORD
inventiveness ^nns+nom+++=inventiveness
that ^tht+rel+++=that
indignation ^nn+nom+++=indignation
yields ^nns++++=yields
to ^in++++=to
curiosity ^nn+nom+++=curiosity.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
the ^ati++++=the
temptation ^nn+nom+++=temptation
of ^in++++=of
every ^at++++=every
comic ^jj+atrb+++=comic
genius ^nn++++=genius.
. ^zz++++=EXTRAWORD
Aristophanes ^nns+nom++??+=Aristophanes
could ^md+pos+++=could
forgive ^vb++++=forgive
a ^at++++=a
knave ^nn++++=knave
who ^whp+rel+subj++=who
supplied ^vbd+++xvbn+=supplied
a ^at++++=a
good ^jj+atrb+++=good
chorus ^nn++++=chorus;
; ^zz++++=EXTRAWORD
Rabelais ^np+++??+=Rabelais,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
be ^vb+be+aux++=be
inclined ^jj++agls+xvbnx+=inclined
to ^to+jcmp+++=to
believe ^vbi+vprv+++=believe,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+aux++=have
pardoned ^vprf+++xvbnx+=pardoned
the ^ati++++=the
Devil ^nn++++=Devil
himself ^ppl+pp3+++=himself
if ^cs+cnd+++=if
that ^dt+dem+++=that
personage ^nn+nom+++=personage
had ^vbd+hvd+aux++=had
eaten ^vprf+++xvbnx+=eaten
with ^in++++=with
sufficient ^jj+atrb+++=sufficient
imagination ^nn+nom+++=imagination.
. ^zz++++=EXTRAWORD
For ^in++++=For
my ^pp$+pp1+++=my
own ^ap++++=own
part ^nn++++=part,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess
to ^in++++=to
an ^at++++=an
improper ^jj++++=improper
liking ^jj+++xvbg+=liking
for ^in++++=for
energetic ^jj+atrb+++=energetic
rogues ^nns++++=rogues.
. ^zz++++=EXTRAWORD
A ^at++++=A
bandit ^nn+++??+=bandit
who ^whp+rel+obj++=who
scales ^nns++++=scales
a ^at++++=a
convent ^nn++++=convent
wall ^nn++++=wall
during ^in++++=during
a ^at++++=a
thunderstorm ^nn++++=thunderstorm
interests ^nns++++=interests
me ^pp1o+pp1+++=me
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
virtuous ^jj+atrb+++=virtuous
deputy ^nn++++=deputy
who ^whp+rel+subj++=who
enters ^vbz++++=enters
by ^in++++=by
the ^ati++++=the
door ^nn++++=door
at ^in++++=at
noon ^nn++++=noon.
. ^zz++++=EXTRAWORD
Literature ^nn++++=Literature
has ^vbz+hvz+aux++=has
profited ^vprf+++xvbnx+=profited
by ^in++++=by
this ^dt+dem+++=this
weakness ^nns+nom+++=weakness
in ^in++++=in
respectable ^jj+atrb+++=respectable
readers ^nns+nom+++=readers
ever ^rb++++=ever
since ^cs+sub+++=since
Homer ^np++++=Homer
made ^vbd+++xvbn+=made
piracy ^nn++++=piracy
conversational ^jj++++=conversational;
; ^zz++++=EXTRAWORD
Walter ^np++++=Walter
Scott ^np++++=Scott
understood ^vwbn+vprv++xvbn+=understood
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
newspapers ^nns+nom+++=newspapers
understand ^vb+vprv+++=understand
it ^pp3+it+++=it
still ^rb+atrb+++=still
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
energy ^nn++++=energy
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
morality ^nn+nom+++=morality,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
picturesqueness ^nns+nom+++=picturesqueness
is ^vbz+bez+vrb++=is
no ^at++++=no
absolution ^nn+nom+++=absolution.
. ^zz++++=EXTRAWORD
Gogol ^np+++??+=Gogol
occasionally ^rb++++=occasionally
forgets ^vbz++++=forgets
the ^ati++++=the
distinction ^nn+nom+++=distinction.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
swindlers ^nns+nom+++=swindlers
shine ^vb++++=shine,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
honest ^jj+atrb+++=honest
men ^nns++++=men
give ^vb++++=give
out ^rp+pl+++=out
a ^at++++=a
poor ^jj+atrb+++=poor
provincial ^jj+atrb+++=provincial
light ^nn++++=light,
, ^zz++++=EXTRAWORD
like ^in++++=like
candles ^nns++++=candles
purchased ^vwbn+++xvbn+=purchased
by ^in++++=by
the ^ati++++=the
municipality ^nn+nom+++=municipality.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
does ^vbz+doz+aux++=does
not ^xnot++not++=not
see ^vb+vprv+++=see
men ^nns++++=men
or ^cc++++=or
things ^nns++++=things
in ^in++++=in
a ^at++++=a
bright ^jj+atrb+++=bright
light ^nn++++=light.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
innocence ^nn+nom+++=innocence,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
appears ^vbz+seem+++=appears,
, ^zz++++=EXTRAWORD
looks ^nns++++=looks
as ^cs+sub+++=as
though ^cs+sub+++=though
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
badly ^rb++splt++=badly
washed ^vpsv++agls+xvbn+=washed.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
sombre ^jj+atrb+++=sombre
predilection ^nn+nom+++=predilection
explains ^vbz+vpub+++=explains
the ^ati++++=the
abundance ^nn+nom+++=abundance
of ^in++++=of
grotesque ^jj+atrb+++=grotesque
forms ^nns++++=forms
in ^in++++=in
his ^pp$+pp3+++=his
gallery ^nn+nom+++=gallery:
: ^zz++++=EXTRAWORD
swollen ^jj+atrb+++=swollen
officials ^nns+nom+++=officials,
, ^zz++++=EXTRAWORD
stupid ^jj+atrb+++=stupid
colonels ^nns++++=colonels,
, ^zz++++=EXTRAWORD
litigious ^jj+atrb+++=litigious
neighbours ^nns++++=neighbours,
, ^zz++++=EXTRAWORD
husbands ^nns++++=husbands
terrified ^vprf+++xvbn+=terrified
by ^in++++=by
their ^pp$+pp3+++=their
wives ^nns++++=wives,
, ^zz++++=EXTRAWORD
wives ^nns++++=wives
who ^whp+rel+subj++=who
govern ^vb++++=govern
estates ^nns+nom+++=estates
and ^cc++++=and
husbands ^nns++++=husbands
with ^in++++=with
equal ^jj+atrb+++=equal
economy ^nn++++=economy,
, ^zz++++=EXTRAWORD
petitioners ^nns+nom+++=petitioners
who ^whp+rel+obj++=who
bow ^np++++=bow
themselves ^ppls+pp3+++=themselves
almost ^rb+hdg+++=almost
double ^jj++++=double,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
police ^nns++++=police
officers ^nns+nom+++=officers
who ^whp+rel+subj++=who
regard ^vb++++=regard
the ^ati++++=the
law ^nn++++=law
as ^in++++=as
a ^at++++=a
private ^jj+atrb+++=private
domestic ^jj+atrb+++=domestic
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
Callot ^np+++??+=Callot
would ^md+prd+++=would
have ^vb+hv+aux++=have
recognized ^vprf+++xvbnx+=recognized
these ^dt+dem+++=these
beings ^nns++++=beings;
; ^zz++++=EXTRAWORD
Balzac ^np+++??+=Balzac
would ^md+prd+++=would
have ^vb+hv+aux++=have
asked ^vprf+++xvbnx+=asked
for ^in+ppvb+++=for
their ^pp$+pp3+++=their
incomes ^nns++++=incomes.
. ^zz++++=EXTRAWORD
Gogol ^np+++??+=Gogol
knows ^vbz+vprv+++=knows
the ^ati++++=the
value ^nn++++=value
of ^in++++=of
a ^at++++=a
bent ^jj+atrb++xvbn+=bent
nose ^nn++++=nose
or ^cc++++=or
a ^at++++=a
missing ^jj+atrb++xvbg+=missing
button ^nn++++=button,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
author ^nn++++=author
has ^vbz+hvz+aux++=has
better ^jjr++++=better
understood ^vbd+vprv++xvbn+=understood
that ^tht+vcmp+++=that
the ^ati++++=the
body ^nn++++=body
sometimes ^rb++++=sometimes
confesses ^nns+nom+++=confesses
what ^wdt+who+++=what
the ^ati++++=the
mind ^nn++++=mind
attempts ^vb++++=attempts
to ^to+vcmp+++=to
conceal ^vbi++++=conceal.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
grotesqueness ^nns+nom+++=grotesqueness,
, ^zz++++=EXTRAWORD
perpetually ^rb++++=perpetually
insisted ^vbd+vpub++xvbn+=insisted
upon ^in+strn+++=upon,
, ^zz++++=EXTRAWORD
becomes ^vbz++++=becomes
a ^at++++=a
uniform ^nn++++=uniform;
; ^zz++++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
tenth ^nn++++=tenth
monster ^nn+nom+++=monster
we ^pp1a+pp1+++=we
begin ^vb++++=begin
to ^to++++=to
suspect ^vbi+vprv+++=suspect
the ^ati++++=the
whole ^jj+atrb+++=whole
province ^nn++++=province
of ^in++++=of
having ^nn+nn+aux++=having
been ^vprf+ben+aux+xvbn+=been
exposed ^vpsv++agls+xvbnx+=exposed
to ^in++++=to
bad ^jj+atrb+++=bad
water ^nn++++=water.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
construction ^nn+nom+++=construction
is ^vbz+bez+vrb++=is
less ^rbr++++=less
certain ^jj+pred+++=certain
than ^in++++=than
his ^pp$+pp3+++=his
characterization ^nn+nom+++=characterization.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
starts ^vbz++++=starts
admirably ^rb+cnj+++=admirably,
, ^zz++++=EXTRAWORD
proceeds ^vbz++++=proceeds
capriciously ^rb+cnj+++=capriciously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
concludes ^vbz+vprv+++=concludes
when ^wrb+who+whcl++=when
continuation ^nn+nom+++=continuation
has ^vbz+hvz+aux++=has
become ^vprf+++xvbn+=become
inconvenient ^jj++++=inconvenient.
. ^zz++++=EXTRAWORD
Events ^nns++++=Events
do ^vb+do+aux++=do
not ^xnot++not++=not
always ^rb++++=always
arise ^vb++++=arise
from ^in++++=from
one ^cd1++++=one
another ^dt++++=another;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
collect ^vb++++=collect,
, ^zz++++=EXTRAWORD
like ^in++++=like
travellers ^nns+nom+++=travellers
detained ^vwbn+++xvbn+=detained
at ^in++++=at
a ^at++++=a
post ^nn++++=post-house,
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
horses ^nns++++=horses
have ^vb+hv+aux++=have
not ^xnot++not++=not
arrived ^vbd+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
The ^ati++++=The
d ^zz++++=d
nouement ^nn+nom+++=nouement
may ^md+pos+++=may
descend ^vb++++=descend
by ^in++++=by
accident ^nn++++=accident,
, ^zz++++=EXTRAWORD
revelation ^nn+nom+++=revelation,
, ^zz++++=EXTRAWORD
arrest ^nn++++=arrest,
, ^zz++++=EXTRAWORD
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
supernatural ^jj+atrb+++=supernatural
intervention ^nn+nom+++=intervention;
; ^zz++++=EXTRAWORD
any ^dti++++=any
staircase ^nn++++=staircase
will ^md+prd+++=will
serve ^vb++++=serve,
, ^zz++++=EXTRAWORD
provided ^j+++xvbn+=provided
it ^pp3+it+++=it
leads ^vbz++++=leads
out ^rp+pl+++=out
of ^in++++=of
