For ^in++++=For
stopping ^xvbg+++xvbg+=stopping,
, ^zz++++=EXTRAWORD
counting ^nvbg+++xvbg+=counting
the ^ati++++=the
cracks ^nns++++=cracks
between ^in++++=between
the ^ati++++=the
paving ^jj+atrb++xvbg+=paving
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
word ^nn++++=word
paralysis ^nn++++=paralysis
sounded ^vbd+++xvbn+=sounded
with ^in++++=with
every ^at++++=every
step ^nn++++=step.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Flynn ^np+++??+=Flynn
had ^vbd+hvd+aux++=had
taught ^vprf++tht0+xvbnx+=taught
it ^pp3+it+++=it
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
me ^pp1o+pp1+++=me
divide ^vb++++=divide
it ^pp3+it+++=it
slowly ^rb++++=slowly
into ^in++++=into
syllables ^nns++++=syllables,
, ^zz++++=EXTRAWORD
tapping ^vbg+++xvbg+=tapping
the ^ati++++=the
table ^nn++++=table
with ^in++++=with
one ^cd1++++=one
thick ^jj+atrb+++=thick
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
deprivation ^nn+nom+++=deprivation
of ^in++++=of
motion ^nn++++=motion,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
will ^md+prd+++=will
commanding ^jj+++xvbg+=commanding,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
body ^nn++++=body
refusing ^vwbg+++xvbg+=refusing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^in++++=At
breakfast ^nn++++=breakfast
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coyle ^np++++=Coyle
sat ^vwbn+++xvbn+=sat
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire
with ^in++++=with
his ^pp$+pp3+++=his
boots ^nns++++=boots
stretched ^vwbn+++xvbn+=stretched
toward ^in++++=toward
the ^ati++++=the
grate ^nn++++=grate.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj+atrb+++=old
friend ^nn++++=friend
of ^in++++=of
my ^pp$+pp1+++=my
uncle ^nn++++=uncle's
's ^$++++=EXTRAWORD
and ^cc++++=and
came ^vbd+++xvbn+=came
often ^rb++++=often
enough ^dt++++=enough
to ^to++++=to
be ^vbi+vbi+aux++=be
treated ^vpsv++agls+xvbnx+=treated
as ^ql++++=as
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
furniture ^nn++++=furniture.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
pipe ^nn++++=pipe
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued
drawing ^nvbg+++xvbg+=drawing
at ^rb++++=at
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks
hollow ^nn++++=hollow.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^cs+sub+++=EXTRAWORD
the ^ati++++=the
poor ^jj+atrb+++=poor
gentleman ^nn+nom+++=gentleman's
's ^$++++=EXTRAWORD
gone ^vbd+++xvbn+=gone
at ^rb++++=at
last ^rb"++++=last,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
aunt ^npt++++=aunt
set ^vbd+++xvbn+=set
down ^rb+phrv+++=down
the ^ati++++=the
pot ^nn++++=pot
of ^in++++=of
stirabout ^nn+++??+=stirabout.
. ^zz++++=EXTRAWORD
" ^zz++++="God
god ^np++++=EXTRAWORD
rest ^nn++++=rest
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Aye,"
aye ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coyle ^np++++=Coyle.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
release ^nn++++=release,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
across ^in+pl+++=across
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
bent ^vbd+++xvbnx+=bent
nearer ^rbr++++=nearer
my ^pp$+pp1+++=my
bowl ^nn++++=bowl.
. ^zz++++=EXTRAWORD
The ^ati++++=The
skin ^nn++++=skin
on ^in++++=on
the ^ati++++=the
stirabout ^nn+++??+=stirabout
had ^vbd+hvd+aux++=had
wrinkled ^vwbn+++xvbn+=wrinkled
and ^cc++++=and
broken ^jj+++xvbn+=broken
where ^wrb+who+++=where
the ^ati++++=the
milk ^nn++++=milk
touched ^vbd+++xvbn+=touched
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
took ^vbd+++xvbnx+=took
a ^at++++=a
great ^jj+atrb+++=great
interest ^nn++++=interest
in ^cs+sub+++=in
that ^cs"++++=that
lad ^nn++++=lad,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
uncle ^npt++++=uncle
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Too
too ^ql++++=EXTRAWORD
great ^np++++=great,
, ^zz++++=EXTRAWORD
maybe ^rb+cnj+++=maybe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coyle ^np++++=Coyle
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
short ^nn++++=short
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
spoon ^nn++++=spoon
struck ^vbd+++xvbn+=struck
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
bowl ^nn++++=bowl,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
sound ^jj++++=sound
indecently ^jj++++=indecently
loud ^jj++++=loud.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
d ^zz++++=d'you
'you ^nn+++??+=EXTRAWORD
mean ^jj++++=mean
by ^in++++=by
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
aunt ^npt++++=aunt
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coyle ^np++++=Coyle
pressed ^vbd+++xvbn+=pressed
tobacco ^nn++++=tobacco
into ^in++++=into
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
with ^in++++=with
the ^ati++++=the
blackened ^jj+atrb+++=blackened
tip ^nn++++=tip
of ^in++++=of
his ^pp$+pp3+++=his
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
against ^in++++=against
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
an ^at++++=an
old ^jj+atrb+++=old
priest ^nn++++=priest
in ^cs+sub+++=in
that ^cs"++++=that
condition ^nn+nom+++=condition,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
young ^jj+atrb+++=young
impressionable ^jj+atrb+++=impressionable
boy ^nn++++=boy
it ^pp3+it+++=it
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
altogether ^nn+nom+++=altogether
healthy ^jj++++=healthy.
. ^zz++++=EXTRAWORD
A ^at++++=A
child ^nn++++=child
wants ^vbz++++=wants
companions ^nns++++=companions
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
age ^nn++++=age.
. ^zz++++=EXTRAWORD
Exercise ^nn++++=Exercise.
. ^zz++++=EXTRAWORD
Fresh ^jj+atrb+++=Fresh
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
all ^abn++++=all
that ^dt+dem+++=that
business ^nns+nom+++=business
about ^in++++=about
sins ^nns++++=sins
and ^cc++++=and
vestments ^nns+nom+++=vestments
and ^cc++++=and
the ^ati++++=the
dead ^nn++++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
instructed ^vbd+++xvbnx+=instructed
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
aunt ^nn++++=aunt.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
never ^rb++++=never
asked ^vbd+vsua++xvbn+=asked
a ^at++++=a
penny ^nn++++=penny."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
denying ^vbg+vpub++xvbg+=denying
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
learned ^jj+atrb++xvbn+=learned
man ^nn++++=man,
, ^zz++++=EXTRAWORD
by ^in++++=by
all ^abn++++=all
accounts ^nns++++=accounts.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
peculiar ^jj++++=peculiar
there ^rn+pl+++=there
toward ^in++++=toward
the ^ati++++=the
finish ^nn++++=finish."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
puffed ^vbd+++xvbnx+=puffed
several ^ap++++=several
times ^nns++++=times
before ^cs+sub+++=before
remembering ^xvbg+++xvbg+=remembering
the ^ati++++=the
pipe ^nn++++=pipe
was ^vbd+bedz+vrb++=was
unlit ^jj+pred+++=unlit.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
waited ^vbd+++xvbnx+=waited
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
explain ^vbi+vpub+++=explain,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
hated ^vbd+++xvbnx+=hated
him ^pp3o+pp3+++=him
for ^in++++=for
making ^xvbg+++xvbg+=making
me ^pp1o+pp1+++=me
wait ^vb++++=wait.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
damp ^nn++++=damp
nose ^nn++++=nose
and ^cc++++=and
yellow ^jj+atrb+++=yellow
hairs ^nns++++=hairs
upon ^in++++=upon
his ^pp$+pp3+++=his
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
In ^in++++=In
my ^pp$+pp1+++=my
mind ^nn++++=mind
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
him ^pp3o+pp3+++=him
a ^at++++=a
stale ^jj+atrb+++=stale
old ^jj+atrb+++=old
crow ^nn++++=crow,
, ^zz++++=EXTRAWORD
a ^at++++=a
meddler ^jjr++++=meddler,
, ^zz++++=EXTRAWORD
a ^at++++=a
rag ^nn++++=rag-picker.
- ^zz++++=EXTRAWORD
picker ^jjr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
look ^vb++++=look
up ^rp++++=up,
, ^zz++++=EXTRAWORD
for ^in++++=for
fear ^nn++++=fear
he ^pp3a+pp3+++=he
might ^md+pos+++=might
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
listening ^vbg+++xvbgx+=listening.
. ^zz++++=EXTRAWORD
" ^zz++++="Peculiar
peculiar ^jj++++=EXTRAWORD
how ^wrb+who+++=how?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
uncle ^npt++++=uncle
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coyle ^np++++=Coyle
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
me ^pp1o+pp1+++=me
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
matters ^nns+nom+++=matters
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
for ^in++++=for
the ^ati++++=the
breakfast ^nn++++=breakfast
table ^nn++++=table."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
filled ^vbd+++xvbnx+=filled
my ^pp$+pp1+++=my
mouth ^nn++++=mouth
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
could ^md+pos+++=could
hardly ^rb+down+splt++=hardly
breathe ^vb++++=breathe.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
that ^dt+dem+++=that
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
swallowed ^vbd+++xvbnx+=swallowed
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
speak ^vb++++=speak,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
spoke ^vbd+++xvbnx+=spoke
my ^pp$+pp1+++=my
anger ^nn++++=anger
would ^md+prd+++=would
come ^vb++++=come
out ^rp+pl+++=out
thin ^jj++++=thin
and ^cc+phrs+++=and
childish ^jj++++=childish.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Coyle ^np++++=Coyle
began ^vbd+++xvbn+=began
talking ^vbg+++xvbg+=talking
of ^in++++=of
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
coal ^nn++++=coal,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
word ^nn++++=word
peculiar ^jj++++=peculiar
remained ^jj+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
room ^nn++++=room
after ^cs+sub+++=after
the ^ati++++=the
other ^ap++++=other
words ^nns++++=words
had ^vbd+hvd+aux++=had
faded ^vprf+++xvbnx+=faded.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
hung ^vbd+++xvbn+=hung
above ^jjb++++=above
the ^ati++++=the
table ^nn++++=table
like ^in++++=like
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
into ^in++++=into
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sky ^nn++++=sky
was ^vbd+bedz+vrb++=was
white ^jj+pred+++=white
and ^cc+phrs+++=and
low ^jj++++=low.
. ^zz++++=EXTRAWORD
A ^at++++=A
card ^nn++++=card
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
fixed ^vpsv++agls+xvbnx+=fixed
to ^in++++=to
the ^ati++++=the
door ^nn++++=door
beneath ^in+pl+++=beneath
Father ^nn++++=Father
Flynn ^np++++=Flynn's
's ^$++++=EXTRAWORD
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
printing ^nvbg+++xvbg+=printing
was ^vbd+bedz+aux++=was
bordered ^vwbn+++xvbn+=bordered
in ^in++++=in
black ^nn++++=black,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
read ^vbd+vprv+tht0+xvbnx+=read
it ^pp3+it+++=it
twice ^rb++++=twice:
: ^zz++++=EXTRAWORD
The ^ati++++=THE
Reverend ^npt++++=REVEREND
James ^np++++=JAMES
Flynn ^np+++??+=FLYNN
Late ^jj++++=LATE
Of ^in++++=OF
The ^ati++++=THE
Church ^nn++++=CHURCH
Of ^in++++=OF
St ^npt++++=ST.
. ^zz++++=EXTRAWORD
Catherine ^np++++=CATHERINE
Aged ^jj++++=AGED
Sixty ^cd++++=SIXTY-FIVE
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
Years ^nns++++=YEARS
R.i.p ^np+++??+=R.I.P.
. ^zz++++=EXTRAWORD
The ^ati++++=The
age ^nn++++=age
surprised ^vbd+++xvbn+=surprised
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
always ^rb++splt++=always
seemed ^vprf+++xvbnx+=seemed
much ^ap++++=much
older ^jjr++++=older,
, ^zz++++=EXTRAWORD
ancient ^jj++++=ancient
almost ^rb+cnj+++=almost,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
of ^in"++++=of
the ^ati++++=the
deep ^jj+atrb+++=deep
furrows ^nns+++??+=furrows
beside ^in+pl+++=beside
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
and ^cc++++=and
the ^ati++++=the
grey ^np++++=grey
folds ^nns++++=folds
under ^in++++=under
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
card ^nn++++=card
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
finite ^jj++++=finite.
. ^zz++++=EXTRAWORD
Sixty ^cd++++=Sixty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
years ^nns++++=years
could ^md+pos+++=could
be ^vb+be+aux++=be
counted ^vpsv++agls+xvbnx+=counted.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
counted ^vbd+++xvbnx+=counted
backward ^jj++++=backward,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
imagine ^vbi+vprv+++=imagine
him ^pp3o+pp3+++=him
as ^in++++=as
a ^at++++=a
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
could ^md+pos+++=could
picture ^vb++++=picture
only ^rb+down+++=only
the ^ati++++=the
heavy ^jj+atrb+++=heavy
face ^nn++++=face
grown ^vbd+++xvbn+=grown
smaller ^jjr++++=smaller
upon ^in++++=upon
a ^at++++=a
child ^nn++++=child's
's ^$++++=EXTRAWORD
body ^nn++++=body.
. ^zz++++=EXTRAWORD
All ^abn++++=All
that ^dt+dem+++=that
day ^nn++++=day
I ^pp1a+pp1+++=I
expected ^vbd+vprv++xvbnx+=expected
grief ^nn++++=grief
to ^to++++=to
arrive ^vbi++++=arrive.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
waited ^vbd+++xvbnx+=waited
for ^in++++=for
it ^pp3+it+++=it
at ^rb++++=at
school ^nn++++=school
and ^cc++++=and
again ^rb+tm+++=again
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
church ^nn++++=church
railings ^nns+nom+++=railings.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
lightness ^nns+nom+++=lightness
which ^whp+rel+subj++=which
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
ashamed ^jj++++=ashamed.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
would ^md+prd+++=would
be ^vb+be+vrb++=be
no ^at++++=no
more ^rbr++++=more
evening ^nn++++=evening
summons ^vb++++=summons
to ^to+vcmp+++=to
the ^ati++++=the
back ^jjb+atrb+++=back
room ^nn++++=room,
, ^zz++++=EXTRAWORD
no ^at++++=no
more ^ql++++=more
reciting ^jj+++xvbg+=reciting
the ^ati++++=the
responses ^nns++++=responses
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
corrected ^vbd+++xvbnx+=corrected
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
no ^at++++=no
more ^rbr++++=more
watching ^vbg+++xvbg+=watching
his ^pp$+pp3+++=his
hand ^nn++++=hand
tremble ^vb++++=tremble
above ^jjb++++=above
the ^ati++++=the
breviary ^nn+nom+++=breviary.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hours ^nns++++=hours
ahead ^rb+pl+++=ahead
appeared ^vbd+seem++xvbn+=appeared
suddenly ^rb++++=suddenly
empty ^jj++++=empty
and ^cc++++=and
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
whenever ^nn+nom+++=whenever
I ^pp1a+pp1+++=I
admitted ^vbd+vpub++xvbnx+=admitted
this ^dt+dem+++=this
freedom ^nn+nom+++=freedom
to ^to+ncmp+++=to
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
rose ^vbd+++xvbn+=rose
before ^in++++=before
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
last ^jj+atrb+++=last
months ^nns++++=months
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
eyelid ^nn+++??+=eyelid
had ^vbd+hvd+aux++=had
drooped ^vprf+++xvbnx+=drooped
and ^cc++++=and
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
remained ^vbd+++xvbn+=remained
partly ^rb+down+++=partly
open ^jj++++=open.
. ^zz++++=EXTRAWORD
Sometimes ^rb+cnj+++=Sometimes,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
instruction ^nn+nom+++=instruction,
, ^zz++++=EXTRAWORD
a ^at++++=a
thread ^nn++++=thread
of ^in++++=of
moisture ^nn++++=moisture
gathered ^vbd+++xvbn+=gathered
at ^rb++++=at
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
his ^pp$+pp3+++=his
lip ^nn++++=lip.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wiped ^vbd+++xvbnx+=wiped
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
red ^jj+atrb+++=red
handkerchief ^nn++++=handkerchief
and ^cc++++=and
continued ^vbd+++xvbn+=continued
speaking ^vbg+++xvbg+=speaking
as ^cs+sub+++=as
though ^cs+sub+++=though
nothing ^pn++++=nothing
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
breath ^nn++++=breath
smelt ^vbd+++xvbn+=smelt
of ^in++++=of
