I ^pp1a+pp1+++=I
the ^ati++++=the
mornings ^nns++++=mornings
and ^cc++++=and
the ^ati++++=the
homes ^nrs++++=homes
silent ^jj++++=silent
at ^in++++=at
night ^nn++++=night.
. ^zz++++=EXTRAWORD
The ^ati++++=The
frames ^nns++++=frames,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
worked ^vbd+++xvbnx+=worked
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Shackety-boom,
shackety ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
boom ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
shackety ^nn+++??+=shackety-boom,"
- ^zz++++=EXTRAWORD
boom ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
long ^rb++++=long
brick ^nn++++=brick
walls ^nns++++=walls;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
now ^rn+tm+++=now
whole ^jj+atrb+++=whole
courts ^nns++++=courts
listened ^vbd+++xvbn+=listened
for ^in++++=for
that ^dt+dem+++=that
familiar ^jj+atrb+++=familiar
pulse ^nn++++=pulse
and ^cc++++=and
heard ^vbd+vprv++xvbn+=heard
only ^rb+down+++=only
rain ^nn++++=rain
dripping ^vwbg+++xvbg+=dripping
from ^in++++=from
the ^ati++++=the
gutters ^nns+nom+++=gutters.
. ^zz++++=EXTRAWORD
Into ^in++++=Into
this ^dt+dem+++=this
morose ^jj+atrb+++=morose
atmosphere ^nn++++=atmosphere,
, ^zz++++=EXTRAWORD
late ^jj++++=late
on ^in++++=on
an ^at++++=an
October ^nr++++=October
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
a ^at++++=a
country ^nn++++=country
girl ^nn++++=girl
with ^in++++=with
twelve ^cd++++=twelve
geese ^nns++++=geese.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
had ^vbd+hvd+aux++=had
walked ^vprf+++xvbnx+=walked
nine ^cd++++=nine
miles ^nns++++=miles.
. ^zz++++=EXTRAWORD
The ^ati++++=The
geese ^nns++++=geese
had ^vbd+hvd+aux++=had
walked ^vprf+++xvbnx+=walked
nine ^cd++++=nine
miles ^nns++++=miles
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
their ^pp$+pp3+++=their
opinion ^nn++++=opinion
of ^in++++=of
the ^ati++++=the
journey ^nn++++=journey
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
more ^rbr++splt++=more
continuously ^rb++++=continuously
expressed ^vpsv++agls+xvbn+=expressed.
. ^zz++++=EXTRAWORD
Eleven ^cd++++=Eleven
waddled ^jj+++xvbn+=waddled
in ^in++++=in
a ^at++++=a
dirty ^jj+atrb+++=dirty,
, ^zz++++=EXTRAWORD
disordered ^jj+atrb+++=disordered
procession ^nn++++=procession,
, ^zz++++=EXTRAWORD
stretching ^vbg+++xvbg+=stretching
their ^pp$+pp3+++=their
necks ^nns++++=necks,
, ^zz++++=EXTRAWORD
opening ^nvbg+++xvbg+=opening
their ^pp$+pp3+++=their
orange ^nn++++=orange
bills ^nns++++=bills,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hissing ^jj++++=hissing
at ^rb++++=at
whatever ^nn+nom+++=whatever
portion ^nn+nom+++=portion
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
seemed ^vbd+seem++xvbn+=seemed
immediately ^rb+tm+++=immediately
responsible ^jj++++=responsible.
. ^zz++++=EXTRAWORD
The ^ati++++=The
twelfth ^np++++=twelfth
was ^vbd+bedz+vrb++=was
lame ^jj+pred+++=lame.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
limped ^vbd+++xvbn+=limped
behind ^in+strn+++=behind,
, ^zz++++=EXTRAWORD
balancing ^nn++++=balancing
its ^pp$+it+++=its
heavy ^jj+atrb+++=heavy
whiteness ^nns+nom+++=whiteness
upon ^in++++=upon
one ^cd1++++=one
tarred ^jj+atrb++xvbn+=tarred
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
hazel ^np++++=hazel
switch ^nn++++=switch,
, ^zz++++=EXTRAWORD
urged ^j+++xvbn+=urged
it ^pp3+it+++=it
forward ^rb++++=forward
by ^in++++=by
appeals ^nns+nom+++=appeals
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
long ^rb++splt++=long
ago ^rb++++=ago
lost ^vbd+++xvbn+=lost
the ^ati++++=the
character ^nn+nom+++=character
of ^in++++=of
persuasion ^nn++++=persuasion.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
up ^rp++++=up,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then!
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
up ^rp++++=up,
, ^zz++++=EXTRAWORD
stupid ^jj++++=stupid!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
goose ^nn++++=goose
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come
up ^rp++++=up.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
looked ^vbd+++xvbn+=looked
at ^rb++++=at
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
goose ^nn++++=goose
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
that ^cs"++++=that
exchange ^nn++++=exchange
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
tenderness ^nns+nom+++=tenderness.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
had ^vbd+hvd+aux++=had
suffered ^vprf+++xvbnx+=suffered
through ^in++++=through
the ^ati++++=the
other ^ap++++=other;
; ^zz++++=EXTRAWORD
each ^dt++++=each
regarded ^jj+++xvbn+=regarded
the ^ati++++=the
other ^ap++++=other
as ^in++++=as
an ^at++++=an
invidious ^jj+atrb+++=invidious
burden ^nn++++=burden
imposed ^vwbn+++xvbn+=imposed
by ^in++++=by
Providence ^np+nom++??+=Providence,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
absent ^jj++++=absent,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
conveniently ^rb++++=conveniently
be ^vb+be+aux++=be
beaten ^vpsv++agls+xvbnx+=beaten.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
large ^jj++++=large,
, ^zz++++=EXTRAWORD
brown ^jj+atrb+++=brown,
, ^zz++++=EXTRAWORD
weary ^jj+atrb+++=weary
creature ^nn++++=creature
of ^in++++=of
perhaps ^rb++++=perhaps
twenty ^cd++++=twenty,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
fatigue ^nn++++=fatigue
had ^vbd+hvd+aux++=had
pushed ^vprf+++xvbnx+=pushed
her ^pp$+pp3+++=her
face ^nn++++=face
towards ^in++++=towards
thirty ^cd++++=thirty.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
boots ^nns++++=boots
were ^vbd+bed+aux++=were
clotted ^vpsv++agls+xvbnx+=clotted
with ^in++++=with
mud ^nn++++=mud,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
skirt ^nn++++=skirt
dark ^nn++++=dark
to ^in++++=to
the ^ati++++=the
knees ^nns++++=knees
with ^in++++=with
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wisps ^nns++++=wisps
of ^in++++=of
colourless ^jj+atrb+++=colourless
hair ^nn++++=hair
adhered ^vwbn+++xvbn+=adhered
to ^in++++=to
her ^pp$+pp3+++=her
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
started ^vprf+++xvbnx+=started
before ^in++++=before
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
bread ^nn++++=bread
in ^in++++=in
a ^at++++=a
cloth ^nn++++=cloth
and ^cc++++=and
hope ^nn++++=hope
in ^in++++=in
the ^ati++++=the
hard ^jj+atrb+++=hard,
, ^zz++++=EXTRAWORD
practical ^jj+atrb+++=practical
form ^nn++++=form
of ^in++++=of
twelve ^cd++++=twelve
live ^jj+atrb+++=live
geese ^nns++++=geese.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bread ^nn++++=bread
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Hope ^nn++++=Hope
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
lame ^jj++++=lame.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
she ^pp3a+pp3+++=she
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
town ^nn++++=town
the ^ati++++=the
fair ^nn++++=fair
was ^vbd+bedz+aux++=was
failing ^nvbg+++xvbg+=failing.
. ^zz++++=EXTRAWORD
Torches ^nns++++=Torches,
, ^zz++++=EXTRAWORD
newly ^rb++++=newly
lit ^rb+cnj++xvbn+=lit,
, ^zz++++=EXTRAWORD
insulted ^j+++xvbn+=insulted
the ^ati++++=the
twilight ^nn++++=twilight
with ^in++++=with
greasy ^jj+atrb+++=greasy
flames ^nns++++=flames.
. ^zz++++=EXTRAWORD
Booth ^nn++++=Booth-keepers
- ^zz++++=EXTRAWORD
keepers ^nns+nom+++=EXTRAWORD
called ^vbd+++xvbn+=called
their ^pp$+pp3+++=their
final ^jj+atrb+++=final
bargains ^nns++++=bargains;
; ^zz++++=EXTRAWORD
cheap ^jj+atrb+++=cheap
crockery ^nn+nom+++=crockery
shone ^vbd+++xvbn+=shone
under ^in++++=under
rain ^nn++++=rain;
; ^zz++++=EXTRAWORD
a ^at++++=a
mechanical ^jj+atrb+++=mechanical
organ ^nn++++=organ
screamed ^vbd+++xvbn+=screamed
its ^pp$+it+++=its
last ^rb++++=last
brave ^jj+atrb+++=brave
tune ^nn++++=tune
against ^in++++=against
the ^ati++++=the
fog ^nn++++=fog.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
toys ^nns++++=toys,
, ^zz++++=EXTRAWORD
ribbons ^nns++++=ribbons,
, ^zz++++=EXTRAWORD
gingerbread ^nn++++=gingerbread,
, ^zz++++=EXTRAWORD
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
knives ^nns++++=knives,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
despondent ^jj+atrb+++=despondent
remnants ^nns+nom+++=remnants
of ^in++++=of
farm ^nn++++=farm
produce ^vb++++=produce.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
buyers ^nns++++=buyers
were ^vbd+bed+vrb++=were
scarce ^jj+pred+++=scarce.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
counted ^vbd+++xvbn+=counted
pennies ^nns++++=pennies
inside ^jjb++++=inside
their ^pp$+pp3+++=their
gloves ^nns++++=gloves.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
stared ^vbd+++xvbn+=stared,
, ^zz++++=EXTRAWORD
spat ^j+++xvbn+=spat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
moved ^vpsv++agls+xvbn+=moved
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
desired ^vbd+vsua++xvbn+=desired
everything ^pn++++=everything
and ^cc++++=and
received ^vbd+++xvbn+=received
blows ^nns++++=blows
or ^cc++++=or
philosophy ^nn++++=philosophy.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
what ^wdt+who+++=what
there ^ex+pex+++=there
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
money ^nn++++=money
for ^in+strn+++=for,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
one ^cd1++++=one
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
dragging ^vbg+++xvbg+=dragging
away ^rp+pl+++=away
a ^at++++=a
boy ^nn++++=boy
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
fixed ^vprf+++xvbnx+=fixed
his ^pp$+pp3+++=his
soul ^nn++++=soul
upon ^in++++=upon
a ^at++++=a
painted ^jj+atrb++xvbn+=painted
trumpet ^nn++++=trumpet.
. ^zz++++=EXTRAWORD
The ^ati++++=The
goose ^nn++++=goose
girl ^nn++++=girl
reached ^vbd+++xvbn+=reached
the ^ati++++=the
poultry ^nn++++=poultry
quarter ^nn++++=quarter
just ^rb+emph+++=just
as ^ql++++=as
two ^cd++++=two
dealers ^nns+nom+++=dealers
were ^vbd+bed+aux++=were
covering ^vbg+++xvbgx+=covering
their ^pp$+pp3+++=their
baskets ^nns++++=baskets.
. ^zz++++=EXTRAWORD
" ^zz++++="Twelve,"
twelve ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Fine
fine ^jj+atrb+++=EXTRAWORD
birds ^nns++++=birds.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
One ^cd1++++=One
dealer ^nn++++=dealer
squeezed ^vwbn+++xvbn+=squeezed
the ^ati++++=the
breast ^nn++++=breast
of ^in++++=of
the ^ati++++=the
nearest ^jjt+atrb+++=nearest
goose ^nn++++=goose
and ^cc++++=and
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head
with ^in++++=with
professional ^jj+atrb+++=professional
sorrow ^nn++++=sorrow.
. ^zz++++=EXTRAWORD
" ^zz++++="Late."
late ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
as ^ql++++=as
good ^jj++++=good
now ^rn+tm+++=now
as ^ql++++=as
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
at ^in++++=at
noon ^nn++++=noon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ay,
ay ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
noon ^nn++++=noon's
's ^$++++=EXTRAWORD
not ^xnot++not++=not
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
man ^nn++++=man
examined ^vwbn+++xvbn+=examined
the ^ati++++=the
lame ^jj+atrb+++=lame
bird ^nn++++=bird.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+whq++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
wrong ^jj+atrb+++=wrong
wi ^nn+++??+=wi'
' ^zz++++=EXTRAWORD
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nowt.
nowt ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Footsore ^np+++??+=Footsore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Footsore
footsore ^nn+++??+=EXTRAWORD
goose ^nn++++=goose
is ^vbz+bez+vrb++=is
a ^at++++=a
lame ^jj+atrb+++=lame
goose ^nn++++=goose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It'll
it ^pp3+it+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
mend ^vb++++=mend."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
will ^md+prd+++=will
trade ^vb++++=trade,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
tell ^vb++++=tell
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
laughed ^vbd+++xvbn+=laughed
not ^xnot++not++=not
because ^cs+cos+++=because
the ^ati++++=the
observation ^nn+nom+++=observation
was ^vbd+bedz+vrb++=was
witty ^jj+pred+++=witty,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
because ^cs+cos+++=because
bitterness ^nns+nom+++=bitterness
is ^vbz+bez+vrb++=is
cheaper ^jjr+pred+++=cheaper
when ^wrb+who+++=when
shared ^jj+++xvbn+=shared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
named ^vbd+++xvbn+=named
a ^at++++=a
price ^nn++++=price.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
offered ^vbd+++xvbnx+=offered
half ^abn++++=half.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
refused ^vbd+++xvbnx+=refused.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
turned ^vbd+++xvbnx+=turned
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
called ^vbd+++xvbnx+=called
them ^pp3o+pp3+++=them
back ^jjb++++=back
and ^cc+phrs+++=and
lowered ^jj+++xvbn+=lowered
her ^pp3o+pp3+++=her
demand ^vb++++=demand;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
already ^rb++splt++=already
discovered ^vprf+++xvbnx+=discovered
an ^at++++=an
absorbing ^jj+atrb++xvbg+=absorbing
concern ^nn++++=concern
with ^in++++=with
a ^at++++=a
rope ^nn++++=rope
knot ^nn++++=knot.
. ^zz++++=EXTRAWORD
Pride ^nn++++=Pride
kept ^vbd+++xvbn+=kept
her ^pp$+pp3+++=her
silent ^jj++++=silent
for ^in++++=for
another ^dt++++=another
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
Hunger ^nn++++=Hunger
spoke ^vbd+++xvbn+=spoke
after ^in++++=after
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
the ^ati++++=the
eleven ^cd++++=eleven,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
Leave ^vb++++=Leave
t ^zz++++=t'
' ^zz++++=EXTRAWORD
lame ^jj+atrb+++=lame
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
dealer ^nn++++=dealer
glanced ^vbd+++xvbn+=glanced
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
' ^zz++++='em."
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
six ^cd++++=six
o'clock ^rb++++=o'clock
the ^ati++++=the
fair ^nn++++=fair
began ^vbd+++xvbn+=began
to ^to++++=to
fold ^vbi++++=fold
itself ^ppl++++=itself
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Canvas ^nn++++=Canvas
drooped ^vbd+++xvbn+=drooped;
; ^zz++++=EXTRAWORD
poles ^nns++++=poles
came ^vbd+++xvbn+=came
down ^rp++++=down;
; ^zz++++=EXTRAWORD
the ^ati++++=the
mud ^nn++++=mud,
, ^zz++++=EXTRAWORD
trampled ^j+++xvbn+=trampled
all ^abn++++=all
day ^nn++++=day
by ^in++++=by
commerce ^nn++++=commerce,
, ^zz++++=EXTRAWORD
remained ^j+++xvbn+=remained
as ^ql++++=as
commerce ^nn++++=commerce's
's ^vbz+bez+vrb++0=EXTRAWORD
principal ^jjb+atrb+++=principal
achievement ^nn+nom+++=achievement.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
stood ^vbd+++xvbn+=stood
among ^in++++=among
her ^pp$+pp3+++=her
geese ^nns++++=geese
with ^in++++=with
a ^at++++=a
rigidity ^nn+nom+++=rigidity
more ^rbr++++=more
terrible ^jj++++=terrible
than ^in++++=than
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
no ^at++++=no
money ^nn++++=money
for ^in++++=for
lodging ^nn++++=lodging,
, ^zz++++=EXTRAWORD
no ^at++++=no
food ^nn++++=food
for ^in++++=for
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nine ^cd++++=nine
miles ^nns++++=miles
of ^in++++=of
darkness ^nns+nom+++=darkness
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Ahead ^rb+pl+++=Ahead
lay ^jjb+++xvbn+=lay
the ^ati++++=the
same ^ap++++=same
nine ^cd++++=nine
miles ^nns++++=miles
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
A ^at++++=A
group ^nn++++=group
of ^in++++=of
young ^jj+atrb+++=young
men ^nns++++=men
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
clean ^jj++++=clean-coated,
- ^zz++++=EXTRAWORD
coated ^vwbn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
loud ^jj++++=loud,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pleasantly ^rb++++=pleasantly
aware ^jj++++=aware
that ^tht+jcmp+++=that
the ^ati++++=the
poor ^nn++++=poor
existed ^vbd+++xvbn+=existed
chiefly ^rb++++=chiefly
to ^to++++=to
provide ^vbi+vsua+++=provide
scenery ^nn+nom+++=scenery.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
imitated ^vwbn+++xvbn+=imitated
the ^ati++++=the
lame ^jj+atrb+++=lame
goose ^nn++++=goose.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
hissed ^jj+++xvbn+=hissed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
lifted ^vbd+++xvbn+=lifted
her ^pp3o+pp3+++=her
heavy ^jj+atrb+++=heavy
face ^nn++++=face,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
already ^rb++splt++=already
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
their ^pp$+pp3+++=their
laughter ^nn+nom+++=laughter
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gathered ^vbd+++xvbnx+=gathered
the ^ati++++=the
birds ^nns++++=birds.
. ^zz++++=EXTRAWORD
" ^zz++++="Home,
home ^nr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
geese ^nns++++=geese
protested ^vbd+vpub++xvbn+=protested.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
turned ^vbd+++xvbnx+=turned.
. ^zz++++=EXTRAWORD
Ii ^np+++??+=II
At ^rb++++=At
half ^abn++++=half
past ^jjb++++=past
seven ^cd++++=seven,
, ^zz++++=EXTRAWORD
Lois ^np++++=Lois
Vale ^npl++++=Vale
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
clock ^nn++++=clock
and ^cc++++=and
forgave ^nn+++??+=forgave
Will ^md+prd+++=Will
Selby ^vb++++=Selby
for ^in++++=for
being ^xvbg+++xvbg+=being
late ^jj++++=late.
. ^zz++++=EXTRAWORD
At ^rb++++=At
