It ^pp3+it+++=It
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
round ^rb+phrv+++=round
near ^in+pl+++=near
a ^at++++=a
familiar ^jj+atrb+++=familiar
sausage ^nn+nom+++=sausage-shop,
- ^zz++++=EXTRAWORD
shop ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack
could ^md+pos+++=could
not ^xnot++not++=not
see ^vb+vprv+++=see
Annushka ^np+++??+=Annushka.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dashed ^vbd+++xvbnx+=dashed
back ^jjb++++=back
so ^ql++++=so
hastily ^rb++++=hastily
that ^cs+sub+++=that
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
ear ^nn++++=ear
was ^vbd+bedz+aux++=was
turned ^vpsv++agls+xvbnx+=turned
inside ^jjb++++=inside
out ^rp+pl+++=out
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Annushka ^np+++??+=Annushka
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen
at ^rb++++=at
the ^ati++++=the
cross ^jj++++=cross-roads.
- ^zz++++=EXTRAWORD
roads ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
So ^ql++++=So
Jack ^np++++=Jack
resolved ^vwbn+vsua++xvbn+=resolved
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
his ^pp$+pp3+++=his
way ^nn++++=way
by ^in++++=by
scent ^nn++++=scent.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
cautiously ^rb++++=cautiously
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
wet ^jj+atrb+++=wet
sensitive ^jj+atrb+++=sensitive
nose ^nn++++=nose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tried ^vpsv++agls+xvbn+=tried
in ^in++++=in
all ^abn++++=all
directions ^nns+nom+++=directions
to ^to++++=to
recognise ^vbi+vprv+++=recognise
the ^ati++++=the
familiar ^jj+atrb+++=familiar
scent ^nn++++=scent
of ^in++++=of
Annushka ^np++++=Annushka's
's ^$++++=EXTRAWORD
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
the ^ati++++=the
smell ^nn++++=smell
of ^in++++=of
the ^ati++++=the
dirty ^jj+atrb+++=dirty
kitchen ^nn++++=kitchen-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
and ^cc++++=and
mottled ^jj+atrb+++=mottled
soap ^nn++++=soap.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
just ^rb+emph+++=just
at ^rb++++=at
that ^dt+dem+++=that
moment ^nn++++=moment
a ^at++++=a
lady ^nn++++=lady
came ^vbd+++xvbn+=came
hurriedly ^rb++++=hurriedly
past ^nn++++=past
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brushing ^vbg+++xvbg+=brushing
up ^in+cmpx+++=up
against ^in"++++=against
his ^pp$+pp3+++=his
side ^nn++++=side
with ^in++++=with
her ^pp$+pp3+++=her
rustling ^jj+atrb+++=rustling
skirt ^nn++++=skirt
she ^pp3a+pp3+++=she
left ^vbd+++xvbnx+=left
behind ^rb+phrv+++=behind
a ^at++++=a
strong ^jj+atrb+++=strong
wave ^nn++++=wave
of ^in++++=of
disgusting ^xvbg+++xvbg+=disgusting
Oriental ^jj+atrb+++=Oriental
perfume ^nn++++=perfume.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
moved ^vbd+++xvbn+=moved
his ^pp$+pp3+++=his
head ^nn++++=head
from ^in++++=from
side ^nn++++=side
to ^in++++=to
side ^nn++++=side
in ^in++++=in
vexation ^nn+nom+++=vexation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trail ^nn++++=trail
of ^in++++=of
Annushka ^np+++??+=Annushka
was ^vbd+bedz+aux++=was
entirely ^rb+amp+splt++=entirely
lost ^vpsv++agls+xvbnx+=lost.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
upset ^vpsv++by+xvbn+=upset
by ^in++++=by
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
town ^nn++++=town
well ^rb++++=well
and ^cc++++=and
could ^md+pos+++=could
always ^rb++splt++=always
find ^vb+vprv+tht0++=find
his ^pp$+pp3+++=his
way ^nn++++=way
home ^nr++++=home
easily ^rb++++=easily
all ^rb++++=all
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
do ^vb++++=do
was ^vbd+bedz+aux++=was
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
the ^ati++++=the
sausage ^nn+nom+++=sausage-shop,
- ^zz++++=EXTRAWORD
shop ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
to ^in++++=to
the ^ati++++=the
greengrocer ^nn+nom+++=greengrocer's,
's, ^nn+++??+=EXTRAWORD
then ^rn+tm+++=then
turn ^nn++++=turn
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left
and ^cc++++=and
go ^vb++++=go
past ^jjb++++=past
a ^at++++=a
grey ^np++++=grey
house ^npl++++=house
from ^in++++=from
the ^ati++++=the
basement ^nn+nom+++=basement
of ^in++++=of
which ^whp+rel+pied++=which
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
always ^rb++splt++=always
wafted ^vpsv++agls+xvbnx+=wafted
a ^at++++=a
smell ^nn++++=smell
of ^in++++=of
burning ^xvbg+++xvbg+=burning
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
street ^nn++++=street.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
hurry ^nn++++=hurry.
. ^zz++++=EXTRAWORD
The ^ati++++=The
morning ^nn++++=morning
was ^vbd+bedz+vrb++=was
fresh ^jj+pred+++=fresh
and ^cc+phrs+++=and
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
pure ^jj++++=pure,
, ^zz++++=EXTRAWORD
softly ^rb++++=softly
transparent ^jj++++=transparent
and ^cc++++=and
rather ^rb++++=rather
moist ^jj+atrb+++=moist
air ^nn++++=air,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
various ^jj+atrb+++=various
odours ^nns++++=odours
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
had ^vb+hv+vrb++=had
an ^at++++=an
unusual ^jj+atrb+++=unusual
refinement ^nn+nom+++=refinement
and ^cc++++=and
distinctness ^nns+nom+++=distinctness.
. ^zz++++=EXTRAWORD
Running ^vbg+++xvbg+=Running
past ^jjb++++=past
the ^ati++++=the
post ^nn++++=post-office,
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
tail ^nn++++=tail
stuck ^vbd+++xvbn+=stuck
out ^rp+pl+++=out
as ^in++++=as
stiff ^nn++++=stiff
as ^in++++=as
a ^at++++=a
rod ^nn++++=rod
and ^cc++++=and
his ^pp$+pp3+++=his
nostrils ^nns++++=nostrils
all ^abn++++=all
trembling ^jj+++xvbg+=trembling
with ^in++++=with
excitement ^nn+nom+++=excitement,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack
could ^md+pos+++=could
have ^vb+hv+aux++=have
sworn ^vprf+++xvbn+=sworn
that ^tht+vcmp+++=that
only ^rb+down+++=only
a ^at++++=a
moment ^nn++++=moment
before ^in++++=before
a ^at++++=a
large ^jj++++=large,
, ^zz++++=EXTRAWORD
mouse ^nn++++=mouse-coloured,
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
oldish ^jj+atrb+++=oldish
dog ^nn++++=dog
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
a ^at++++=a
dog ^nn++++=dog
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
usually ^rb+down+splt++=usually
fed ^vpsv++agls+xvbnx+=fed
on ^in++++=on
oatmeal ^nn++++=oatmeal
porridge ^nn++++=porridge.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
after ^in++++=after
running ^nn++++=running
along ^in++++=along
about ^in++++=about
two ^cd++++=two
hundred ^cd++++=hundred
paces ^nns++++=paces,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
actually ^rb+amp+++=actually
saw ^vbd+vprv++xvbn+=saw
this ^dt+dem+++=this
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
a ^at++++=a
cowardly ^jj++++=cowardly,
, ^zz++++=EXTRAWORD
sober ^jj++++=sober-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
brute ^jjb++++=brute.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
ears ^nns++++=ears
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
cropped ^vpsv++agls+xvbnx+=cropped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
worn ^j+++xvbn+=worn,
, ^zz++++=EXTRAWORD
strap ^nn++++=strap
was ^vbd+bedz+aux++=was
dangling ^nvbg+++xvbg+=dangling
from ^in++++=from
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dog ^nn++++=dog
noticed ^vbd+vprv++xvbn+=noticed
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stopped ^vbd+++xvbn+=stopped,
, ^zz++++=EXTRAWORD
half ^abn++++=half
turning ^jj+++xvbg+=turning
back ^jjb++++=back
on ^in++++=on
his ^pp$+pp3+++=his
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
curled ^vbd+++xvbn+=curled
his ^pp$+pp3+++=his
tail ^nn++++=tail
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
provokingly ^jj++++=provokingly
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
walk ^vbi++++=walk
slowly ^rb++++=slowly
round ^in++++=round
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
air ^nn++++=air
of ^in++++=of
looking ^xvbg+++xvbg+=looking
somewhere ^rb++++=somewhere
to ^to++++=to
one ^cd1++++=one
side ^nn++++=side.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mouse ^nn++++=mouse-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
dog ^nn++++=dog
also ^rb++++=also
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
tail ^nn++++=tail
and ^cc++++=and
showed ^vbd+vprv++xvbn+=showed
a ^at++++=a
broad ^jj+atrb+++=broad
row ^nn++++=row
of ^in++++=of
white ^jj+atrb+++=white
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
both ^abx++++=both
growled ^jj+++xvbn+=growled,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
their ^pp$+pp3+++=their
heads ^nns++++=heads
away ^in+pl+++=away
from ^in"++++=from
one ^cd1++++=one
another ^dt++++=another
as ^ql++++=as
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
trying ^vbg+++xvbg+=trying,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
to ^to++++=to
swallow ^vbi++++=swallow
something ^pn++++=something
which ^whp+who+++=which
stuck ^vbd+++xvbn+=stuck
in ^in++++=in
their ^pp$+pp3+++=their
throats ^nns++++=throats.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+tht0++=says
anything ^pn++++=anything
insulting ^jj++++=insulting
to ^in++++=to
my ^pp$+pp1+++=my
honour ^nn++++=honour,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
honour ^nn++++=honour
of ^in++++=of
any ^dti++++=any
well ^rb++++=well-bred
- ^zz++++=EXTRAWORD
bred ^jj+atrb+++=EXTRAWORD
pointer ^nn++++=pointer,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
fasten ^vb++++=fasten
my ^pp$+pp1+++=my
teeth ^nns++++=teeth
in ^in++++=in
his ^pp$+pp3+++=his
side ^nn++++=side,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
his ^pp$+pp3+++=his
left ^vbd+++xvbn+=left
hind ^nn++++=hind-leg,"
- ^zz++++=EXTRAWORD
leg ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
Jack ^np++++=Jack
to ^in++++=to
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
stronger ^jjr+pred+++=stronger
than ^in++++=than
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
stupid ^jj+pred+++=stupid
and ^cc+phrs+++=and
clumsy ^jj++++=clumsy.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
stands ^vbz++++=stands
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
dummy ^nn++++=dummy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
has ^vbz+hvz+vrb++=has
no ^at++++=no
idea ^nn++++=idea
that ^tht+ncmp+++=that
all ^abn++++=all
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
flank ^nn++++=flank
is ^vbz+bez+vrb++=is
open ^jj+pred+++=open
to ^in++++=to
attack ^nn++++=attack."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
suddenly ^rb++++=suddenly
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
something ^pn++++=something
inexplicable ^jj++++=inexplicable
and ^cc++++=and
almost ^rb+hdg+++=almost
supernatural ^jj++++=supernatural
happened ^jj+++xvbn+=happened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
dog ^nn++++=dog
unexpectedly ^rb++++=unexpectedly
threw ^vbd+++xvbn+=threw
himself ^ppl+pp3+++=himself
on ^in++++=on
his ^pp$+pp3+++=his
back ^jjb++++=back
and ^cc++++=and
was ^vbd+bedz+aux++=was
dragged ^vpsv++by+xvbnx+=dragged
by ^in++++=by
some ^dti++++=some
unseen ^jj+atrb+++=unseen
force ^nn++++=force
from ^in++++=from
the ^ati++++=the
pathway ^nn++++=pathway
into ^in++++=into
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
Directly ^rb++++=Directly
afterwards ^rb+tm+++=afterwards
this ^dt+dem+++=this
same ^ap++++=same
unseen ^jj+atrb+++=unseen
power ^nn++++=power
grasped ^vwbn+vprv++xvbn+=grasped
Jack ^np++++=Jack
by ^in++++=by
the ^ati++++=the
throat ^nn++++=throat
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
firm ^jj++++=firm
on ^in++++=on
his ^pp$+pp3+++=his
fore ^nn++++=fore-legs
- ^zz++++=EXTRAWORD
legs ^nns++++=EXTRAWORD
and ^cc++++=and
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^jjb++++=head
furiously ^rb++++=furiously.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
invisible ^jj++++=invisible
" ^zz++++="something"
something ^pn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
pulled ^vpsv++agls+xvbnx+=pulled
so ^pn+emph+++=so
tight ^jj++++=tight
round ^in++++=round
his ^pp$+pp3+++=his
neck ^nn++++=neck
that ^tht+rel+obj++=that
the ^ati++++=the
brown ^jj+atrb+++=brown
pointer ^nn++++=pointer
became ^vbd+++xvbn+=became
unconscious.[1 ^nn+++??+=unconscious.[1]
] ^zz++++=EXTRAWORD
[ ^zz++++=[1]
1 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
Some ^dti++++=Some
municipalities ^nns+nom+++=municipalities
in ^in++++=in
Russia ^np++++=Russia
provide ^vb+vsua+++=provide
a ^at++++=a
man ^nn++++=man
and ^cc++++=and
a ^at++++=a
cart ^nn++++=cart
to ^to++++=to
take ^vbi++++=take
off ^rb+phrv+++=off
stray ^vb++++=stray
dogs ^nns++++=dogs.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
suddenly ^rb++splt++=suddenly
netted ^vpsv++by+xvbn+=netted
by ^in++++=by
the ^ati++++=the
dog ^nn++++=dog-man.
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
to ^in++++=to
his ^pp$+pp3+++=his
senses ^nns++++=senses
again ^rb+tm+++=again
in ^in++++=in
a ^at++++=a
stuffy ^jj+atrb+++=stuffy
iron ^nn++++=iron
cage ^nn++++=cage,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
jolting ^vbg+++xvbgx+=jolting
and ^cc+phrs+++=and
shaking ^vbg+++xvbg+=shaking
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
drawn ^vpsv++agls+xvbnx+=drawn
along ^in++++=along
the ^ati++++=the
cobbled ^jj+atrb+++=cobbled
roadway ^nn++++=roadway,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
badly ^rb++++=badly-jointed
- ^zz++++=EXTRAWORD
jointed ^jj+atrb++xvbn+=EXTRAWORD
vehicle ^nn++++=vehicle
trembling ^vwbg+++xvbg+=trembling
in ^in++++=in
all ^abn++++=all
its ^pp$+it+++=its
parts ^nns++++=parts.
. ^zz++++=EXTRAWORD
From ^in++++=From
its ^pp$+it+++=its
acrid ^jj+atrb+++=acrid
doggy ^nn+++??+=doggy
odour ^nn++++=odour
Jack ^np++++=Jack
guessed ^vbd+vprv++xvbn+=guessed
at ^rb++++=at
once ^rb"+tm+++=once
that ^cs+sub+++=that
this ^dt+dem+++=this
cart ^nn++++=cart
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used
for ^in++++=for
years ^nns++++=years
to ^to++++=to
convey ^vbi++++=convey
dogs ^nns++++=dogs
of ^in++++=of
all ^abn++++=all
breeds ^nns++++=breeds
and ^cc++++=and
all ^abn++++=all
ages ^nns++++=ages.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
box ^nn++++=box
in ^in++++=in
front ^nn++++=front
sat ^vbd+++xvbn+=sat
two ^cd++++=two
men ^nns++++=men,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
out ^rp+pl+++=out-ward
- ^zz++++=EXTRAWORD
ward ^nn++++=EXTRAWORD
appearance ^nn+nom+++=appearance
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
at ^rb++++=at
all ^abn++++=all
calculated ^jj+++xvbn+=calculated
to ^to++++=to
inspire ^vbi++++=inspire
confidence ^nn+nom+++=confidence.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
already ^rb++++=already
a ^at++++=a
sufficiently ^rb++++=sufficiently
large ^jj+atrb+++=large
company ^nn++++=company
in ^in++++=in
the ^ati++++=the
cart ^nn++++=cart.
. ^zz++++=EXTRAWORD
First ^rb++++=First
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack
noticed ^vbd+vprv++xvbn+=noticed
the ^ati++++=the
mouse ^nn++++=mouse-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
dog ^nn++++=dog
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
met ^vprf+++xvbnx+=met
and ^cc+phrs+++=and
quarrelled ^vpsv++agls+xvbn+=quarrelled
with ^in++++=with
in ^in++++=in
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
with ^in++++=with
his ^pp$+pp3+++=his
head ^jjb++++=head
stuck ^vbd+++xvbn+=stuck
out ^rp+pl+++=out
between ^in++++=between
two ^cd++++=two
of ^in++++=of
the ^ati++++=the
iron ^nn++++=iron
bars ^nns++++=bars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
whined ^vbd+++xvbnx+=whined
pitifully ^rb++++=pitifully
as ^ql++++=as
his ^pp$+pp3+++=his
body ^nn++++=body
was ^vbd+bedz+aux++=was
jolted ^vpsv++agls+xvbnx+=jolted
backwards ^rb++++=backwards
and ^cc++++=and
forwards ^nns++++=forwards
by ^in++++=by
the ^ati++++=the
movement ^nn+nom+++=movement
of ^in++++=of
the ^ati++++=the
cart ^nn++++=cart.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
cage ^nn++++=cage
lay ^vbd+++xvbn+=lay
an ^at++++=an
old ^jj+atrb+++=old
white ^jj+atrb+++=white
poodle ^nn+++??+=poodle,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wise ^jj++++=wise-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
head ^jjb++++=head
lying ^jj+++xvbg+=lying
between ^in++++=between
his ^pp$+pp3+++=his
gouty ^nn+++??+=gouty
paws ^nns+++??+=paws.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
coat ^nn++++=coat
was ^vbd+bedz+aux++=was
cut ^vpsv++agls+xvbnx+=cut
to ^to++++=to
make ^vbi++++=make
him ^pp3o+pp3+++=him
look ^vb++++=look
like ^in++++=like
a ^at++++=a
lion ^nn++++=lion,
, ^zz++++=EXTRAWORD
with ^in++++=with
tufts ^nns++++=tufts
left ^vbd+++xvbn+=left
on ^in++++=on
his ^pp$+pp3+++=his
knees ^nns++++=knees
and ^cc++++=and
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
his ^pp$+pp3+++=his
tail ^nn++++=tail.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poodle ^nn+++??+=poodle
had ^vb+hv+aux++=had
apparently ^rb++splt++=apparently
resigned ^vprf+++xvbnx+=resigned
himself ^ppl+pp3+++=himself
to ^in++++=to
his ^pp$+pp3+++=his
situation ^nn+nom+++=situation
with ^in++++=with
a ^at++++=a
stoic ^jj+atrb+++=stoic
philosophy ^nn++++=philosophy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
sighed ^vbd+++xvbn+=sighed
