A ^at++++=A
standing ^vbg+++xvbgx+=standing
before ^in++++=before
the ^ati++++=the
fire ^nn++++=fire
in ^in++++=in
a ^at++++=a
Briton ^np++++=Briton's
's ^$++++=EXTRAWORD
time ^nn++++=time-honoured
- ^zz++++=EXTRAWORD
honoured ^vbd+++xvbn+=EXTRAWORD
attitude ^nn++++=attitude,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
motioned ^jj+++xvbn+=motioned
me ^pp1o+pp1+++=me
into ^in++++=into
a ^at++++=a
chair ^nn++++=chair
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Robinson ^np++++=Robinson,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
great ^jj+atrb+++=great
confidence ^nn+nom+++=confidence
in ^in++++=in
your ^pp$+pp2+++=your
discretion ^nn+nom+++=discretion
and ^cc++++=and
common ^jj+atrb+++=common
sense ^nn++++=sense.
. ^zz++++=EXTRAWORD
The ^ati++++=The
follies ^nns++++=follies
of ^in++++=of
youth ^nn++++=youth
will ^md+prd+++=will
break ^vb++++=break
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
sterling ^nn+nom+++=sterling
foundation ^nn+nom+++=foundation
to ^in++++=to
your ^pp$+pp2+++=your
character ^nn+nom+++=character
underlying ^vwbg+++xvbg+=underlying
any ^dti++++=any
superficial ^jj+atrb+++=superficial
levity ^nn++++=levity."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bowed ^vbd+++xvbnx+=bowed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
believe ^vb+vprv+++=believe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
speak ^vb++++=speak
Russian ^jj++++=Russian
pretty ^jj++++=pretty
fluently ^rb++++=fluently."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bowed ^vbd+++xvbnx+=bowed
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
proceeded ^vbd+++xvbnx+=proceeded,
, ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
mission ^nn++++=mission
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
you ^pp2+pp2+++=you
to ^to++++=to
undertake ^vbi++++=undertake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
success ^nns+nom+++=success
of ^in++++=of
which ^whp+rel+pied++=which
your ^pp$+pp2+++=your
promotion ^nn+nom+++=promotion
may ^md+pos+++=may
depend ^vb++++=depend.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
trust ^vb+vprv+++=trust
it ^pp3+it+++=it
to ^in++++=to
a ^at++++=a
subordinate ^nn+nom+++=subordinate,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
it ^pp3+it+++=it
not ^xnot++not++=not
that ^dt+dem+++=that
duty ^nn++++=duty
ties ^nns++++=ties
me ^pp1o+pp1+++=me
to ^in++++=to
my ^pp$+pp1+++=my
post ^nn++++=post
at ^rb++++=at
present ^vb++++=present."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
depend ^vb++++=depend
upon ^in++++=upon
my ^pp$+pp1+++=my
doing ^vbg+++xvbg+=doing
my ^pp$+pp1+++=my
best ^jjt++++=best,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="Right,
right ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
quite ^rb++++=quite
right ^jj++++=right!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
you ^pp2+pp2+++=you
to ^to++++=to
do ^vbi++++=do
is ^vbz+bez+vrb++=is
briefly ^rb++++=briefly
this ^dt+pdem+++=this:
: ^zz++++=EXTRAWORD
The ^ati++++=The
line ^nn++++=line
of ^in++++=of
railway ^nn++++=railway
has ^vbz+hvz+aux++=has
just ^rb+emph+splt++=just
been ^vprf+ben+aux+xvbnx+=been
opened ^vpsv++agls+xvbnx+=opened
to ^in++++=to
Solteff ^np+++??+=Solteff,
, ^zz++++=EXTRAWORD
some ^dti++++=some
hundred ^cd++++=hundred
miles ^nns++++=miles
up ^rp++++=up
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
get ^vbi++++=get
the ^ati++++=the
start ^nn++++=start
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
Odessa ^np+++??+=Odessa
firms ^nns++++=firms
in ^in++++=in
securing ^xvbg+++xvbg+=securing
the ^ati++++=the
produce ^nn++++=produce
of ^in++++=of
that ^dt+dem+++=that
district ^nn++++=district,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
reason ^nn++++=reason
to ^to++++=to
believe ^vbi+vprv+++=believe
may ^md+pos+++=may
be ^vb+be+aux++=be
had ^vb+hv+vrb++=had
at ^rb++++=at
very ^ql+amp+++=very
low ^jj+atrb+++=low
prices ^nns++++=prices.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
proceed ^vb++++=proceed
by ^in++++=by
rail ^nn++++=rail
to ^in++++=to
Solteff ^np+++??+=Solteff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
interview ^nn++++=interview
a ^at++++=a
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Dimidoff ^np++++=Dimidoff,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
the ^ati++++=the
largest ^jjt+atrb+++=largest
landed ^jj+atrb++xvbn+=landed
proprietor ^nn++++=proprietor
in ^in++++=in
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
Make ^vb++++=Make
as ^in++++=as
favourable ^jj+atrb+++=favourable
terms ^nns++++=terms
as ^ql++++=as
you ^pp2+pp2+++=you
can ^md+pos+++=can
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Dimidoff ^np++++=Dimidoff
and ^cc++++=and
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
the ^ati++++=the
whole ^jj+atrb+++=whole
thing ^nn++++=thing
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done
as ^ql++++=as
quietly ^rb++++=quietly
and ^cc+phrs+++=and
secretly ^rb++++=secretly
as ^in++++=as
possible ^nn++++=possible
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
nothing ^pn++++=nothing
should ^md+nec+++=should
be ^vb+be+aux++=be
known ^vpsv++agls+xvbnx+=known
about ^in++++=about
the ^ati++++=the
matter ^nn++++=matter
until ^cs+sub+++=until
the ^ati++++=the
grain ^nn++++=grain
appears ^vbz+seem+++=appears
in ^in++++=in
Odessa ^np+++??+=Odessa.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
desire ^nn++++=desire
it ^pp3+it+++=it
for ^in++++=for
the ^ati++++=the
interests ^nns++++=interests
of ^in++++=of
the ^ati++++=the
firm ^nn++++=firm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Dimidoff ^np++++=Dimidoff
on ^in++++=on
account ^nn++++=account
of ^in++++=of
the ^ati++++=the
prejudice ^nn++++=prejudice
his ^pp$+pp3+++=his
peasantry ^nn++++=peasantry
entertain ^vb++++=entertain
against ^in++++=against
exportation ^nn+nom+++=exportation.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
find ^vb+vprv+tht0++=find
yourself ^ppl+pp2+++=yourself
expected ^vbd+vprv++xvbn+=expected
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
your ^pp$+pp2+++=your
journey ^nn++++=journey,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
will ^md+prd+++=will
start ^vb++++=start
to ^to++++=to-night.
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Money ^nn++++=Money
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
ready ^jj+pred+++=ready
for ^in++++=for
your ^pp$+pp2+++=your
expenses ^nns++++=expenses.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-morning,
- ^zz++++=EXTRAWORD
morning ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Robinson ^np++++=Robinson;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
fail ^vb++++=fail
to ^to+vcmp+++=to
realise ^vbi+vprv+++=realise
the ^ati++++=the
good ^jj+atrb+++=good
opinion ^nn++++=opinion
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
of ^in++++=of
your ^pp$+pp2+++=your
abilities ^nns+nom+++=abilities."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gregory,"
gregory ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
strutted ^vbd+++xvbnx+=strutted
into ^in++++=into
the ^ati++++=the
office ^nn++++=office,
, ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
off ^in+pl+++=off
on ^in++++=on
a ^at++++=a
mission ^nn++++=mission
a ^at++++=a
secret ^jj+atrb+++=secret
mission ^nn++++=mission,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boy ^nn++++=boy;
; ^zz++++=EXTRAWORD
an ^at++++=an
affair ^nn++++=affair
of ^in++++=of
thousands ^cds++++=thousands
of ^in++++=of
pounds ^nns++++=pounds.
. ^zz++++=EXTRAWORD
Lend ^vb++++=Lend
me ^pp1o+pp1+++=me
your ^pp$+pp2+++=your
little ^ap++++=little
portmanteau ^nn+++??+=portmanteau
mine ^pp$$++++=mine's
's ^vbz+bez+vrb++0=EXTRAWORD
too ^ql++++=too
imposing ^jj+++xvbg+=imposing
and ^cc++++=and
tell ^vb++++=tell
Ivan ^np++++=Ivan
to ^in++++=to
pack ^nn++++=pack
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
Russian ^jj+atrb+++=Russian
millionaire ^nn++++=millionaire
expects ^vbz++++=expects
me ^pp1o+pp1+++=me
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
my ^pp$+pp1+++=my
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
breathe ^vb++++=breathe
a ^at++++=a
word ^nn++++=word
of ^in++++=of
it ^pp3+it+++=it
to ^in++++=to
any ^dti++++=any
of ^in++++=of
Simpkins ^np++++=Simpkins's
's ^$++++=EXTRAWORD
people ^nns++++=people,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
whole ^jj+atrb+++=whole
game ^nn++++=game
will ^md+prd+++=will
be ^vb+be+vrb++=be
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Keep ^vb++++=Keep
it ^pp3+it+++=it
dark ^jj++++=dark!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
charmed ^jj+++xvbn+=charmed
at ^rb++++=at
being ^vbg+beg++xvbg+=being,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
the ^ati++++=the
scenes ^nns++++=scenes,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
crept ^vbd+++xvbnx+=crept
about ^in++++=about
the ^ati++++=the
office ^nn++++=office
all ^abn++++=all
day ^nn++++=day
in ^in++++=in
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
cloak ^nn++++=cloak-and-bloody-dagger
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bloody ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
dagger ^nn++++=EXTRAWORD
style ^nn++++=style,
, ^zz++++=EXTRAWORD
with ^in++++=with
responsibility ^nn+nom+++=responsibility
and ^cc++++=and
brooding ^nn++++=brooding
care ^vb+vprv+++=care
marked ^vbd+++xvbn+=marked
upon ^in++++=upon
every ^at++++=every
feature ^nn++++=feature;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
at ^in++++=at
night ^nn++++=night
I ^pp1a+pp1+++=I
stepped ^vbd+++xvbnx+=stepped
out ^rp+pl+++=out
and ^cc++++=and
stole ^vbd+++xvbn+=stole
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
the ^ati++++=the
unprejudiced ^jj+atrb++xvbn+=unprejudiced
observer ^nn+nom+++=observer
would ^md+prd+++=would
certainly ^rb++++=certainly
have ^vb+hv+aux++=have
guessed ^vprf+++xvbnx+=guessed,
, ^zz++++=EXTRAWORD
from ^in++++=from
my ^pp$+pp1+++=my
general ^jj+atrb+++=general
behaviour ^nn++++=behaviour,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
emptied ^vprf+++xvbnx+=emptied
the ^ati++++=the
contents ^nns++++=contents
of ^in++++=of
the ^ati++++=the
strong ^jj++++=strong-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
before ^in++++=before
starting ^xvbg+++xvbg+=starting
into ^in++++=into
that ^dt+dem+++=that
little ^ap++++=little
valise ^nn++++=valise
of ^in++++=of
Gregory ^np++++=Gregory's.
's. ^nn+++??+=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
imprudent ^jj+pred+++=imprudent
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
to ^to++++=to
leave ^vbi++++=leave
English ^jj+atrb+++=English
labels ^nns++++=labels
pasted ^vbd+++xvbn+=pasted
all ^abn++++=all
over ^in++++=over
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
only ^rb+down+++=only
hope ^vb++++=hope
that ^tht+vcmp+++=that
the ^ati++++=the
" ^zz++++="Londons"
londons ^nns+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="Birminghams"
birminghams ^nns+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
would ^md+prd+++=would
attract ^vb++++=attract
no ^at++++=no
attention ^nn+nom+++=attention,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
at ^rb++++=at
least ^rb"++++=least
that ^dt+dem+++=that
no ^at++++=no
rival ^jjb+atrb+++=rival
corn ^nn++++=corn-merchant
- ^zz++++=EXTRAWORD
merchant ^nn+nom+++=EXTRAWORD
might ^md+pos+++=might
deduce ^vb+vprv+++=deduce
from ^in++++=from
them ^pp3o+pp3+++=them
who ^whp+who+++=who
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
and ^cc+cls+++=and
what ^wdt+who+++=what
my ^pp$+pp1+++=my
errand ^nn++++=errand
might ^md+pos+++=might
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
paid ^vprf+++xvbn+=paid
the ^ati++++=the
necessary ^jj+atrb+++=necessary
roubles ^nns++++=roubles
and ^cc++++=and
got ^vbd+++xvbn+=got
my ^pp$+pp1+++=my
ticket ^nn++++=ticket,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ensconced ^vbd+++xvbnx+=ensconced
myself ^ppl+pp1+++=myself
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
a ^at++++=a
snug ^jj+atrb+++=snug
Russian ^jj+atrb+++=Russian
car ^nn++++=car,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pondered ^vpsv++agls+xvbn+=pondered
over ^in++++=over
my ^pp$+pp1+++=my
extraordinary ^jj+atrb+++=extraordinary
good ^jj+atrb+++=good
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
Dickson ^np++++=Dickson
was ^vbd+bedz+aux++=was
growing ^vbg+++xvbgx+=growing
old ^jj++++=old
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
could ^md+pos+++=could
make ^vb++++=make
my ^pp$+pp1+++=my
mark ^nn++++=mark
in ^in++++=in
this ^dt+dem+++=this
matter ^nn++++=matter
it ^pp3+it+++=it
might ^md+pos+++=might
be ^vb+be+vrb++=be
a ^at++++=a
great ^jj+atrb+++=great
thing ^nn++++=thing
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Dreams ^nps++++=Dreams
arose ^vbd+++xvbn+=arose
of ^in++++=of
a ^at++++=a
partnership ^nn+nom+++=partnership
in ^in++++=in
the ^ati++++=the
firm ^nn++++=firm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
noisy ^jj+atrb+++=noisy
wheels ^nns++++=wheels
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
clank ^vbi+++??+=clank
out ^rp+pl+++=out
" ^zz++++="Bailey,
bailey ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Robinson ^np++++=Robinson
& ^zz++++=&
Co. ^np+++??+=Co.,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bailey,
bailey ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Robinson ^np++++=Robinson
& ^zz++++=&
Co. ^np+++??+=Co.,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
monotonous ^jj+atrb+++=monotonous
refrain ^nn++++=refrain,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
gradually ^rb++++=gradually
sank ^vbd+++xvbn+=sank
into ^in++++=into
a ^at++++=a
hum ^nn+++??+=hum,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
ceased ^vprf+++xvbn+=ceased
as ^ql++++=as
I ^pp1a+pp1+++=I
dropped ^vbd+++xvbnx+=dropped
into ^in++++=into
a ^at++++=a
deep ^jj+atrb+++=deep
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
I ^pp1a+pp1+++=I
known ^vbd+vprv++xvbnx+=known
the ^ati++++=the
experience ^nn+nom+++=experience
which ^whp+rel+obj++=which
awaited ^jj+++xvbn+=awaited
me ^pp1o+pp1+++=me
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
my ^pp$+pp1+++=my
journey ^nn++++=journey
it ^pp3+it+++=it
would ^md+prd+++=would
hardly ^rb+down+++=hardly
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
peaceable ^jj++++=peaceable.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
awoke ^vbd+++xvbnx+=awoke
with ^in++++=with
an ^at++++=an
uneasy ^nn++++=uneasy
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
some ^dti++++=some
one ^cd1++++=one
was ^vbd+bedz+aux++=was
watching ^vbg+++xvbgx+=watching
me ^pp1o+pp1+++=me
closely ^rb++++=closely;
; ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
was ^vbd+bedz+aux++=was
I ^pp1a+pp1+++=I
mistaken ^vbd+++xvbnx+=mistaken.
. ^zz++++=EXTRAWORD
A ^at++++=A
tall ^jj+atrb+++=tall
dark ^jj+atrb+++=dark
man ^nn++++=man
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
position ^nn+nom+++=position
on ^in++++=on
the ^ati++++=the
seat ^nn++++=seat
opposite ^nn++++=opposite,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
sinister ^jj+atrb+++=sinister
eyes ^nns++++=eyes
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
look ^vbi++++=look
through ^in++++=through
me ^pp1o+pp1+++=me
and ^cc++++=and
beyond ^in++++=beyond
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
read ^vbi+vprv+tht0+xvbn+=read
my ^pp$+pp1+++=my
very ^ap+amp+++=very
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
glance ^nn++++=glance
down ^rp++++=down
at ^rb++++=at
my ^pp$+pp1+++=my
little ^jj+atrb+++=little
trunk ^nn++++=trunk.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
