When ^wrb+who+++=WHEN
. ^zz++++=EXTRAWORD
Franklin ^np++++=Franklin,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
to ^in++++=to
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
his ^pp$+pp3+++=his
unhappy ^jj++++=unhappy
overland ^rb+pl+++=overland
journey ^nn++++=journey
would ^md+prd+++=would
that ^cs+sub+++=that
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
his ^pp$+pp3+++=his
last ^ap++++=last!
! ^zz++++=EXTRAWORD
lies ^vbz++++=lies
perishing ^jj+++xvbg+=perishing
of ^in++++=of
hunger ^nn++++=hunger
with ^in++++=with
his ^pp$+pp3+++=his
brave ^jj+atrb+++=brave
companions ^nns++++=companions:
: ^zz++++=EXTRAWORD
each ^dt++++=each
emaciated ^jj+atrb++xvbn+=emaciated
figure ^nn++++=figure
stretched ^vwbn+++xvbn+=stretched
upon ^in++++=upon
its ^pp$+it+++=its
miserable ^jj+atrb+++=miserable
bed ^nn++++=bed
without ^in++++=without
the ^ati++++=the
power ^nn++++=power
to ^to+ncmp+++=to
rise ^vbi++++=rise:
: ^zz++++=EXTRAWORD
all ^abn++++=all,
, ^zz++++=EXTRAWORD
dividing ^jj+++xvbg+=dividing
the ^ati++++=the
weary ^jj+atrb+++=weary
days ^nns++++=days
between ^in++++=between
their ^pp$+pp3+++=their
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
remembrances ^nns+nom++??+=remembrances
of ^in++++=of
the ^ati++++=the
dear ^jj+atrb+++=dear
ones ^pn++++=ones
at ^in++++=at
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
conversation ^nn+nom+++=conversation
on ^in++++=on
the ^ati++++=the
pleasures ^nns++++=pleasures
of ^in++++=of
eating ^xvbg+++xvbg+=eating;
; ^zz++++=EXTRAWORD
the ^ati++++=the
last ^ap++++=last-named
- ^zz++++=EXTRAWORD
named ^jj+atrb++xvbn+=EXTRAWORD
topic ^nn++++=topic
being ^vwbg+beg++xvbg+=being
ever ^rb++++=ever
present ^jj++++=present
to ^in++++=to
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
likewise ^rb+cnj+++=likewise,
, ^zz++++=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
dreams ^nps++++=dreams.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
African ^jj+atrb+++=African
travellers ^nns+nom+++=travellers,
, ^zz++++=EXTRAWORD
wayworn ^j+++xvbn+=wayworn,
, ^zz++++=EXTRAWORD
solitary ^jj++++=solitary
and ^cc+phrs+++=and
sad ^jj++++=sad,
, ^zz++++=EXTRAWORD
submit ^vb+vpub+++=submit
themselves ^ppls+pp3+++=themselves
again ^rb+tm+++=again
to ^in++++=to
drunken ^jj++++=drunken,
, ^zz++++=EXTRAWORD
murderous ^jj++++=murderous,
, ^zz++++=EXTRAWORD
man ^nn++++=man-selling
- ^zz++++=EXTRAWORD
selling ^nvbg+++xvbg+=EXTRAWORD
despots ^nns+++??+=despots,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
lowest ^jjt+atrb+++=lowest
order ^nn++++=order
of ^in++++=of
humanity ^nn+nom+++=humanity;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mungo ^np+++??+=Mungo
Park ^nn++++=Park,
, ^zz++++=EXTRAWORD
fainting ^nvbg+++xvbg+=fainting
under ^in++++=under
a ^at++++=a
tree ^nn++++=tree
and ^cc++++=and
succoured ^vpsv++by+xvbn+=succoured
by ^in++++=by
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
gratefully ^rb++++=gratefully
remembers ^nns+nom+++=remembers
how ^wrb+who+++=how
his ^pp$+pp3+++=his
Good ^jj+atrb+++=Good
Samaritan ^np+nom++??+=Samaritan
has ^vbz+hvz+aux++=has
always ^rb++splt++=always
come ^vb++++=come
to ^in++++=to
him ^pp3o+pp3+++=him
in ^in++++=in
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
shape ^nn++++=shape,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wide ^jj+atrb+++=wide
world ^nn++++=world
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
A ^at++++=A
shadow ^nn++++=shadow
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
in ^in++++=in
which ^whp+rel+pied++=which
my ^pp$+pp1+++=my
mind ^nn++++=mind's
's ^$++++=EXTRAWORD
eye ^nn++++=eye
can ^md+pos+++=can
discern ^vb++++=discern
some ^dti++++=some
traces ^nns++++=traces
of ^in++++=of
a ^at++++=a
rocky ^jj+atrb+++=rocky
sea ^nn++++=sea-coast,
- ^zz++++=EXTRAWORD
coast ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
recalls ^vbz++++=recalls
to ^in++++=to
me ^pp1o+pp1+++=me
a ^at++++=a
fearful ^jj+atrb+++=fearful
story ^nn++++=story
of ^in++++=of
travel ^nn++++=travel
derived ^vbd+++xvbn+=derived
from ^in++++=from
that ^dt+dem+++=that
unpromising ^jj+atrb+++=unpromising
narrator ^nn++++=narrator
of ^in++++=of
such ^abl++++=such
stories ^nns++++=stories,
, ^zz++++=EXTRAWORD
a ^at++++=a
parliamentary ^jj++++=parliamentary
blue ^jj++++=blue-book.
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
convict ^nn+++??+=convict
is ^vbz+bez+vrb++=is
its ^pp$+it+++=its
chief ^jjb+atrb+++=chief
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
man ^nn++++=man
escapes ^nns++++=escapes
with ^in++++=with
other ^ap++++=other
prisoners ^nns+nom+++=prisoners
from ^in++++=from
a ^at++++=a
penal ^jj+atrb+++=penal
settlement ^nn+nom+++=settlement.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
an ^at++++=an
island ^nn++++=island,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
seize ^vb++++=seize
a ^at++++=a
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
get ^vb++++=get
to ^to+vcmp+++=to
the ^ati++++=the
main ^jjb+atrb+++=main
land ^nn++++=land.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
way ^nn++++=way
is ^vbz+bez+vrb++=is
by ^in++++=by
a ^at++++=a
rugged ^jj+atrb+++=rugged
and ^cc+phrs+++=and
precipitous ^jj+atrb+++=precipitous
sea ^nn++++=sea-shore,
- ^zz++++=EXTRAWORD
shore ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
no ^at++++=no
earthly ^jj+atrb+++=earthly
hope ^nn++++=hope
of ^in++++=of
ultimate ^jj+atrb+++=ultimate
escape ^nn++++=escape,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
party ^nn++++=party
of ^in++++=of
soldiers ^nns+nom+++=soldiers
despatched ^vwbn+++xvbn+=despatched
by ^in++++=by
an ^at++++=an
easier ^jjr+atrb+++=easier
course ^nn++++=course
to ^to++++=to
cut ^vbi++++=cut
them ^pp3o+pp3+++=them
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
must ^md+nec+++=must
inevitably ^rb++splt++=inevitably
arrive ^vb++++=arrive
at ^in++++=at
their ^pp$+pp3+++=their
distant ^jj+atrb+++=distant
bourne ^nn+++??+=bourne
long ^rb++++=long
before ^in++++=before
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
retake ^nn+++??+=retake
them ^pp3o+pp3+++=them
if ^cs+cnd+++=if
by ^in++++=by
any ^dti++++=any
hazard ^nn++++=hazard
they ^pp3a+pp3+++=they
survive ^vb++++=survive
the ^ati++++=the
horrors ^nns++++=horrors
of ^in++++=of
the ^ati++++=the
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Famine ^nn++++=Famine,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
all ^rb++++=all
must ^md+nec+++=must
have ^vb+hv+aux++=have
foreseen ^vprf+++xvbnx+=foreseen,
, ^zz++++=EXTRAWORD
besets ^nns+++??+=besets
them ^pp3o+pp3+++=them
early ^jj++++=early
in ^in++++=in
their ^pp$+pp3+++=their
course ^nn++++=course.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
of ^in++++=of
the ^ati++++=the
party ^nn++++=party
die ^vb++++=die
and ^cc++++=and
are ^vb+ber+aux++=are
eaten ^vpsv++agls+xvbnx+=eaten;
; ^zz++++=EXTRAWORD
some ^dti++++=some
are ^vb+ber+aux++=are
murdered ^vpsv++by+xvbnx+=murdered
by ^in++++=by
the ^ati++++=the
rest ^nn++++=rest
and ^cc++++=and
eaten ^vbd+++xvbn+=eaten.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
one ^cd1++++=one
awful ^jj+atrb+++=awful
creature ^nn++++=creature
eats ^vbz++++=eats
his ^pp$+pp3+++=his
fill ^vb++++=fill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sustains ^vbz++++=sustains
his ^pp$+pp3+++=his
strength ^nn++++=strength,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lives ^nns++++=lives
on ^in++++=on
to ^to++++=to
be ^vbi+vbi+aux++=be
recaptured ^vpsv++agls+xvbnx+=recaptured
and ^cc+phrs+++=and
taken ^vbd+++xvbn+=taken
back ^rb+phrv+++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
unrelateable ^jj+atrb+++=unrelateable
experiences ^nns+nom+++=experiences
through ^in++++=through
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
passed ^vprf+++xvbnx+=passed
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
tremendous ^jj++++=tremendous,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
hanged ^jj+++xvbn+=hanged
as ^ql++++=as
he ^pp3a+pp3+++=he
might ^md+pos+++=might
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
goes ^vbz++++=goes
back ^jjb++++=back
to ^in++++=to
his ^pp$+pp3+++=his
old ^jj++++=old
chained ^jj+++xvbn+=chained-gang
- ^zz++++=EXTRAWORD
gang ^nn++++=EXTRAWORD
work ^nn++++=work.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
tempts ^nns+++??+=tempts
one ^cd1++++=one
other ^ap++++=other
prisoner ^nn+nom+++=prisoner
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
seizes ^vbz++++=seizes
another ^dt++++=another
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
flies ^nns++++=flies
once ^rb+tm+++=once
more ^rbr++++=more
necessarily ^rb++++=necessarily
in ^in++++=in
the ^ati++++=the
old ^jj+atrb+++=old
hopeless ^jj+atrb+++=hopeless
direction ^nn+nom+++=direction,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
can ^md+pos+++=can
take ^vb++++=take
no ^at++++=no
other ^ap++++=other.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+aux++=is
soon ^rb+tm+splt++=soon
cut ^vpsv++agls+xvbnx+=cut
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
met ^vpsv++by+xvbn+=met
by ^in++++=by
the ^ati++++=the
pursuing ^jj+atrb++xvbg+=pursuing
party ^nn++++=party
face ^nn++++=face
to ^to++++=to
face ^vbi++++=face,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
former ^ap++++=former
journey ^nn++++=journey
he ^pp3a+pp3+++=he
acquired ^vbd+++xvbnx+=acquired
an ^at++++=an
inappeasable ^jj+atrb+++=inappeasable
relish ^nn++++=relish
for ^in++++=for
his ^pp$+pp3+++=his
dreadful ^jj+atrb+++=dreadful
food ^nn++++=food.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
urged ^vbd+vsua++xvbnx+=urged
the ^ati++++=the
new ^jj+atrb+++=new
man ^nn++++=man
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
expressly ^rb++++=expressly
to ^to++++=to
kill ^vbi++++=kill
him ^pp3o+pp3+++=him
and ^cc++++=and
eat ^vb++++=eat
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
pockets ^nns++++=pockets
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
of ^in++++=of
his ^pp$+pp3+++=his
coarse ^jj+atrb+++=coarse
convict ^nn+++??+=convict-dress,
- ^zz++++=EXTRAWORD
dress ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
portions ^nns+nom+++=portions
of ^in++++=of
the ^ati++++=the
man ^nn++++=man's
's ^$++++=EXTRAWORD
body ^nn++++=body,
, ^zz++++=EXTRAWORD
on ^in++++=on
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
regaling ^nn+nom+++=regaling;
; ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
pockets ^nns++++=pockets
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
is ^vbz+bez+vrb++=is
an ^at++++=an
untouched ^jj+atrb+++=untouched
store ^nn++++=store
of ^in++++=of
salted ^jj+atrb++xvbn+=salted
pork ^nn++++=pork
( ^zz++++=(stolen
stolen ^vprf+++xvbn+=EXTRAWORD
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
the ^ati++++=the
island ^nn++++=island)
) ^zz++++=EXTRAWORD
for ^in++++=for
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
no ^at++++=no
appetite ^nn++++=appetite.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+aux++=is
taken ^vpsv++agls+xvbnx+=taken
back ^rb+cnj+++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
hanged ^vpsv++agls+xvbnx+=hanged.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
never ^rb++splt++=never
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
sea ^nn++++=sea-beach
- ^zz++++=EXTRAWORD
beach ^npl++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
or ^cc++++=or
in ^in++++=in
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
without ^in++++=without
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
solitary ^jj+atrb+++=solitary
monster ^nn+nom+++=monster,
, ^zz++++=EXTRAWORD
eating ^vbg+++xvbg+=eating
as ^ql++++=as
he ^pp3a+pp3+++=he
prowls ^nns+++??+=prowls
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
sea ^nn++++=sea
rages ^nn++++=rages
and ^cc++++=and
rises ^vbz++++=rises
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Bligh ^np+++??+=Bligh
( ^zz++++=(a
a ^at++++=EXTRAWORD
worse ^jjr+atrb+++=worse
man ^nn++++=man
to ^to++++=to
be ^vbi+vbi+aux++=be
entrusted ^vpsv++agls+xvbnx+=entrusted
with ^in++++=with
arbitrary ^jj+atrb+++=arbitrary
power ^nn++++=power
there ^ex+pex+++=there
could ^md+pos+++=could
scarcely ^rb+down+++=scarcely
be ^vb+be+aux++=be)
) ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
handed ^vpsv++agls+xvbnx+=handed
over ^rb+phrv+++=over
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
Bounty ^nn++++=Bounty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
adrift ^rb++++=adrift
on ^in++++=on
the ^ati++++=the
wide ^jj+atrb+++=wide
ocean ^nn++++=ocean
in ^in++++=in
an ^at++++=an
open ^jj+atrb+++=open
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
by ^in++++=by
order ^nn++++=order
of ^in++++=of
Fletcher ^np+nom+++=Fletcher
Christian ^nn++++=Christian,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
at ^rb++++=at
this ^dt+dem+++=this
very ^ql+amp+++=very
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
flash ^nn++++=flash
of ^in++++=of
my ^pp$+pp1+++=my
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
' ^zz++++='Thursday
thursday ^nr++++=EXTRAWORD
October ^nr++++=October
Christian ^nn++++=Christian,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
five ^cd++++=five-and-twenty
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
twenty ^cd++++=EXTRAWORD
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
dead ^jj++++=dead
and ^cc++++=and
gone ^xvbn+++xvbn+=gone
Fletcher ^np+nom+++=Fletcher
by ^in++++=by
a ^at++++=a
savage ^jj+atrb+++=savage
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
leaps ^vbz++++=leaps
aboard ^in+pl+++=aboard
His ^pp$+pp3+++=His
Majesty ^np++++=Majesty's
's ^$++++=EXTRAWORD
ship ^nn++++=ship
Briton ^np+++??+=Briton,
, ^zz++++=EXTRAWORD
hove ^np++++=hove-to
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
off ^rp+pl+++=off
Pitcairn ^vb++++=Pitcairn's
's ^$++++=EXTRAWORD
Island ^nn++++=Island;
; ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
his ^pp$+pp3+++=his
simple ^jj+atrb+++=simple
grace ^nn++++=grace
before ^in++++=before
eating ^xvbg+++xvbg+=eating,
, ^zz++++=EXTRAWORD
in ^in++++=in
good ^jj+atrb+++=good
English ^nn++++=English;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
knows ^vbz+vprv+++=knows
that ^tht+vcmp+++=that
a ^at++++=a
pretty ^rb++++=pretty
little ^ap++++=little
animal ^nn++++=animal
on ^in++++=on
board ^nn++++=board
is ^vbz+bez+aux++=is
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
in ^in++++=in
his ^pp$+pp3+++=his
childhood ^nn+nom+++=childhood
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
of ^in++++=of
such ^abl++++=such
strange ^jj+atrb+++=strange
creatures ^nns++++=creatures
from ^in++++=from
his ^pp$+pp3+++=his
father ^nn++++=father
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
mutineers ^nns+nom+++=mutineers,
, ^zz++++=EXTRAWORD
grown ^j+++xvbn+=grown
grey ^np++++=grey
under ^in++++=under
the ^ati++++=the
shade ^nn++++=shade
of ^in++++=of
the ^ati++++=the
bread ^nn++++=bread-fruit
- ^zz++++=EXTRAWORD
fruit ^nn++++=EXTRAWORD
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking
of ^in++++=of
their ^pp$+pp3+++=their
lost ^jj+atrb++xvbn+=lost
country ^nn++++=country
far ^rb+pl+++=far
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
the ^ati++++=the
Halsewell ^np+++??+=Halsewell,
, ^zz++++=EXTRAWORD
East ^np+pl+++=East
Indiaman ^np+nom++??+=Indiaman
outward ^jjb++++=outward
bound ^vbd+++xvbn+=bound,
, ^zz++++=EXTRAWORD
driving ^nvbg+++xvbg+=driving
madly ^rb++++=madly
on ^in++++=on
a ^at++++=a
January ^nr+nom+++=January
night ^nn++++=night
towards ^in++++=towards
the ^ati++++=the
rocks ^nns++++=rocks
near ^in+pl+++=near
Seacombe ^np+++??+=Seacombe,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
island ^nn++++=island
