By ^in++++=By
been ^vprf+ben+aux+xvbnx+=been
remarked ^vpsv++agls+xvbnx+=remarked
upon ^in++++=upon
the ^ati++++=the
breach ^nn++++=breach
at ^in++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
army ^nn++++=army;
; ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
he ^pp3a+pp3+++=he
shall ^md+prd+++=shall
have ^vb+hv+aux++=have
lost ^vprf+++xvbnx+=lost
his ^pp$+pp3+++=his
teeth ^nn++++=teeth
on ^rp++++=on
the ^ati++++=the
camp ^nn++++=camp
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
The ^ati++++=The
idealism ^nn+nom+++=idealism
of ^in++++=of
serious ^jj+atrb+++=serious
people ^nns++++=people
in ^in++++=in
this ^dt+dem+++=this
age ^nn++++=age
of ^in++++=of
ours ^pp$$++++=ours
is ^vbz+bez+vrb++=is
of ^in++++=of
a ^at++++=a
noble ^jj+atrb+++=noble
character ^nn+nom+++=character.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
never ^rb++++=never
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
them ^vbi++++=them
that ^dt+dem+++=that
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
served ^vprf+++xvbnx+=served
enough ^qlp++++=enough;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
a ^at++++=a
fine ^jj+atrb+++=fine
impatience ^nn+nom+++=impatience
of ^in++++=of
their ^pp$+pp3+++=their
virtues ^nns++++=virtues.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
were ^vbd+bed+vrb++=were
perhaps ^rb++++=perhaps
more ^rbr++++=more
modest ^jj++++=modest
to ^to++++=to
be ^vbi++vrb++=be
singly ^rb++++=singly
thankful ^jj+pred+++=thankful
that ^tht+jcmp+++=that
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
no ^at++++=no
worse ^nn++++=worse.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
only ^rb+down+++=only
our ^pp$+pp1+++=our
enemies ^nns++++=enemies,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
desperate ^jj+atrb+++=desperate
characters ^nns+nom+++=characters--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
we ^pp1a+pp1+++=we
ourselves ^ppls+pp1+++=ourselves
who ^whp+who+++=who
know ^vb+vprv+++=know
not ^xnot++not++=not
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
do; ^nn+++??+=do;--thence
-- ^--+clp+++=EXTRAWORD
thence ^rb++++=EXTRAWORD
springs ^vbz++++=springs
the ^ati++++=the
glimmering ^jj+atrb++xvbg+=glimmering
hope ^vb++++=hope
that ^tht+vcmp+++=that
perhaps ^rb++++=perhaps
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do
better ^jjr++++=better
than ^cs+sub+++=than
we ^pp1a+pp1+++=we
think ^vb+vprv+++=think:
: ^zz++++=EXTRAWORD
that ^dt+dem+++=that
to ^in++++=to
scramble ^nn++++=scramble
through ^in++++=through
this ^dt+dem+++=this
random ^jj+atrb+++=random
business ^nns+nom+++=business
with ^in++++=with
hands ^nns++++=hands
reasonably ^rb++++=reasonably
clean ^jj++++=clean,
, ^zz++++=EXTRAWORD
to ^in++++=to
have ^vbi+vbi+aux++=have
played ^vprf+++xvbnx+=played
the ^ati++++=the
part ^nn++++=part
of ^in++++=of
a ^at++++=a
man ^nn++++=man
or ^cc++++=or
woman ^nn++++=woman
with ^in++++=with
some ^dti++++=some
reasonable ^jj+atrb+++=reasonable
fulness ^nns+nom+++=fulness,
, ^zz++++=EXTRAWORD
to ^in++++=to
have ^vbi+vbi+aux++=have
often ^rb++splt++=often
resisted ^vprf+++xvbnx+=resisted
the ^ati++++=the
diabolic ^nn++++=diabolic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
to ^to++++=to
be ^vbi+vbi+aux++=be
still ^rb++splt++=still
resisting ^vbg+++xvbgx+=resisting
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
for ^in++++=for
the ^ati++++=the
poor ^jj+atrb+++=poor
human ^jj+atrb+++=human
soldier ^nn++++=soldier
to ^in++++=to
have ^vbi+vbi+aux++=have
done ^vprf+++xvbnx+=done
right ^jj++++=right
well ^rb++++=well.
. ^zz++++=EXTRAWORD
To ^to++++=To
ask ^vbi++++=ask
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
some ^dti++++=some
fruit ^nn++++=fruit
of ^in++++=of
our ^pp$+pp1+++=our
endeavour ^nn++++=endeavour
is ^vbz+bez+vrb++=is
but ^cc++++=but
a ^at++++=a
transcendental ^jj+atrb+++=transcendental
way ^nn++++=way
of ^in++++=of
serving ^xvbg+++xvbg+=serving
for ^in++++=for
reward ^nn++++=reward;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
take ^vb++++=take
to ^to+vcmp+++=to
be ^vbi++vrb++=be
contempt ^nn++++=contempt
of ^in++++=of
self ^nn++++=self
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
greed ^nn++++=greed
of ^in++++=of
hire ^nn++++=hire.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
again ^rb+tm+++=again
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
require ^vb+vsua+++=require
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
ourselves ^ppls+pp1+++=ourselves,
, ^zz++++=EXTRAWORD
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
not ^xnot++not++=not
require ^vb+vsua+++=require
much ^rb++++=much
of ^in++++=of
others ^aps++++=others?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
not ^xnot++not++=not
genially ^rb++++=genially
judge ^vb++++=judge
our ^pp$+pp1+++=our
own ^ap++++=own
deficiencies ^nns++++=deficiencies,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
feared ^vpsv++tht0+xvbnx+=feared
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
even ^rb++++=even
stern ^jj+pred+++=stern
to ^in++++=to
the ^ati++++=the
trespasses ^nns++++=trespasses
of ^in++++=of
others ^aps++++=others?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
who ^whp+who+++=who
( ^zz++++=(looking
looking ^vbg+++xvbg+=EXTRAWORD
back ^jjb++++=back
upon ^in++++=upon
his ^pp$+pp3+++=his
own ^ap++++=own
life ^nn++++=life)
) ^zz++++=EXTRAWORD
can ^md+pos+++=can
see ^vb+vprv+++=see
no ^at++++=no
more ^rbr++++=more
than ^cs+sub+++=than
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
unconscionably ^jj++++=unconscionably
long ^rb++++=long
a ^at++++=a-dying,
- ^zz++++=EXTRAWORD
dying ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
he ^pp3a+pp3+++=he
not ^xnot++not++=not
be ^vb+be+aux++=be
tempted ^vpsv++agls+xvbnx+=tempted
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
his ^pp$+pp3+++=his
neighbour ^nn++++=neighbour
unconscionably ^jj++++=unconscionably
long ^rb++++=long
of ^in++++=of
getting ^xvbg+++xvbg+=getting
hanged ^jj+++xvbn+=hanged?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
probable ^jj+pred+++=probable
that ^tht+jcmp+++=that
nearly ^rb+down+++=nearly
all ^abn++++=all
who ^whp+who+++=who
think ^vb+vprv+++=think
of ^in++++=of
conduct ^vb++++=conduct
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
think ^vb+vprv+++=think
of ^in++++=of
it ^pp3+it+++=it
too ^ql++++=too
much ^ap++++=much;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
certain ^jj+pred+++=certain
we ^pp1a+pp1+++=we
all ^rb++++=all
think ^vb+vprv+++=think
too ^ql++++=too
much ^ap++++=much
of ^in++++=of
sin ^nn++++=sin.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
not ^xnot++not++=not
damned ^rb+++xvbn+=damned
for ^in++++=for
doing ^xvbg+++xvbg+=doing
wrong ^jj++++=wrong,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
not ^xnot++not++=not
doing ^vbg+++xvbg+=doing
right ^jj++++=right;
; ^zz++++=EXTRAWORD
Christ ^np++++=Christ
would ^md+prd+++=would
never ^rb++splt++=never
hear ^vb+vprv+++=hear
of ^in++++=of
negative ^jj+atrb+++=negative
morality ^nn+nom+++=morality;
; ^zz++++=EXTRAWORD
_thou ^nn+++??+=_thou
shalt_ ^nn+++??+=shalt_
was ^vbd+bedz+vrb++=was
ever ^rb++++=ever
his ^pp$+pp3+++=his
word ^nn++++=word,
, ^zz++++=EXTRAWORD
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
superseded ^vbd+++xvbnx+=superseded
_thou ^nn+++??+=_thou
shalt ^md++++=shalt
not_ ^vb+++??+=not_.
. ^zz++++=EXTRAWORD
To ^to++++=To
make ^vbi++++=make
our ^pp$+pp1+++=our
idea ^nn++++=idea
of ^in++++=of
morality ^nn+nom+++=morality
centre ^jjb++++=centre
on ^in++++=on
forbidden ^xvbn+++xvbn+=forbidden
acts ^nns++++=acts
is ^vbz+bez+aux++=is
to ^to++++=to
defile ^vbi++++=defile
the ^ati++++=the
imagination ^nn+nom+++=imagination
and ^cc++++=and
to ^to++++=to
introduce ^vbi++++=introduce
into ^in++++=into
our ^pp$+pp1+++=our
judgments ^nns+nom+++=judgments
of ^in++++=of
our ^pp$+pp1+++=our
fellow ^jjb++++=fellow-men
- ^zz++++=EXTRAWORD
men ^nns++++=EXTRAWORD
a ^at++++=a
secret ^jj+atrb+++=secret
element ^nn+nom+++=element
of ^in++++=of
gusto ^nn++++=gusto.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
a ^at++++=a
thing ^nn++++=thing
is ^vbz+bez+vrb++=is
wrong ^jj+pred+++=wrong
for ^in++++=for
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
should ^md+nec+++=should
not ^xnot++not++=not
dwell ^vb++++=dwell
upon ^in++++=upon
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
soon ^rb+tm+splt++=soon
dwell ^vb++++=dwell
upon ^in++++=upon
it ^pp3+it+++=it
with ^in++++=with
inverted ^jj+atrb++xvbn+=inverted
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
cannot ^md+pos+not++=cannot
drive ^vb++++=drive
it ^pp3+it+++=it
from ^in++++=from
our ^pp$+pp1+++=our
minds ^nns++++=minds--one
-- ^--+clp+++=EXTRAWORD
one ^cd1++++=EXTRAWORD
thing ^nn++++=thing
of ^in++++=of
two ^cd++++=two:
: ^zz++++=EXTRAWORD
either ^dtx++++=either
our ^pp$+pp1+++=our
creed ^nn++++=creed
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
wrong ^jj++++=wrong
and ^cc++++=and
we ^pp1a+pp1+++=we
must ^md+nec+++=must
more ^rbr++++=more
indulgently ^rb++++=indulgently
remodel ^nn+++??+=remodel
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
our ^pp$+pp1+++=our
morality ^nn+nom+++=morality
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
right ^nn++++=right,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
criminal ^jj+atrb+++=criminal
lunatics ^nns++++=lunatics
and ^cc++++=and
should ^md+nec+++=should
place ^vb++++=place
our ^pp$+pp1+++=our
persons ^nns++++=persons
in ^in++++=in
restraint ^nn++++=restraint.
. ^zz++++=EXTRAWORD
A ^at++++=A
mark ^nn++++=mark
of ^in++++=of
such ^abl++++=such
unwholesomely ^jj+atrb+++=unwholesomely
divided ^jj+atrb++xvbn+=divided
minds ^nns++++=minds
is ^vbz+bez+vrb++=is
the ^ati++++=the
passion ^nn++++=passion
for ^in++++=for
interference ^nn+nom+++=interference
with ^in++++=with
others ^aps++++=others:
: ^zz++++=EXTRAWORD
the ^ati++++=the
Fox ^nn++++=Fox
without ^in++++=without
the ^ati++++=the
Tail ^nn++++=Tail
was ^vbd+bedz+vrb++=was
of ^in++++=of
this ^dt+dem+++=this
breed ^nn++++=breed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vb+hv+vrb++=had
( ^zz++++=(if
if ^cs+cnd+++=EXTRAWORD
his ^pp$+pp3+++=his
biographer ^nn+nom+++=biographer
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
trusted ^vpsv++agls+xvbnx+=trusted)
) ^zz++++=EXTRAWORD
a ^at++++=a
certain ^jj+atrb+++=certain
antique ^jj+atrb+++=antique
civility ^nn+nom+++=civility
now ^rn+tm+++=now
out ^rp+pl+++=out
of ^in++++=of
date ^nn++++=date.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
may ^md+pos+++=may
have ^vb+hv+vrb++=have
a ^at++++=a
flaw ^nn+++??+=flaw,
, ^zz++++=EXTRAWORD
a ^at++++=a
weakness ^nns+nom+++=weakness,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
unfits ^nns+++??+=unfits
him ^pp3o+pp3+++=him
for ^in++++=for
the ^ati++++=the
duties ^nns++++=duties
of ^in++++=of
life ^nn++++=life,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
spoils ^nns++++=spoils
his ^pp$+pp3+++=his
temper ^nn++++=temper,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
threatens ^vbz++++=threatens
his ^pp$+pp3+++=his
integrity ^nn+nom+++=integrity,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
that ^dt+pdem+++=that
betrays ^vbz++++=betrays
him ^pp3o+pp3+++=him
into ^in++++=into
cruelty ^nn++++=cruelty.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^md"++pmd"++=has
to ^md+nec+++=to
be ^vbi++vrb++=be
conquered ^jj+++xvbn+=conquered;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
must ^md+nec+++=must
never ^rb++++=never
be ^vb+be+aux++=be
suffered ^vpsv++agls+xvbnx+=suffered
to ^in++++=to
engross ^nns+++??+=engross
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts.
. ^zz++++=EXTRAWORD
The ^ati++++=The
true ^jj+atrb+++=true
duties ^nns++++=duties
lie ^vb++++=lie
all ^abn++++=all
upon ^in++++=upon
the ^ati++++=the
farther ^rbr++++=farther
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
must ^md+nec+++=must
be ^vb+be+aux++=be
attended ^vpsv++agls+xvbnx+=attended
to ^in++++=to
with ^in++++=with
a ^at++++=a
whole ^jj+atrb+++=whole
mind ^nn++++=mind
so ^ql++++=so
soon ^rb+tm+++=soon
as ^ql++++=as
this ^dt+dem+++=this
preliminary ^jj++++=preliminary
clearing ^jj+++xvbg+=clearing
of ^in++++=of
the ^ati++++=the
decks ^nns++++=decks
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
effected ^vpsv++agls+xvbnx+=effected.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
order ^vb++++=order
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
may ^md+pos+++=may
be ^vb+be+vrb++=be
kind ^nn++++=kind
and ^cc++++=and
honest ^jj++++=honest,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+vrb++=be
needful ^jj+pred+++=needful
he ^pp3a+pp3+++=he
should ^md+nec+++=should
become ^vb++++=become
a ^at++++=a
total ^jj++++=total
abstainer ^jjr++++=abstainer;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
him ^pp3o+pp3+++=him
become ^vb++++=become
so ^ql++++=so
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next
day ^nn++++=day
let ^vbd+++xvbn+=let
him ^pp3o+pp3+++=him
forget ^vb+vprv+++=forget
the ^ati++++=the
circumstance ^nn+nom+++=circumstance.
. ^zz++++=EXTRAWORD
Trying ^vbg+++xvbg+=Trying
to ^to+vcmp+++=to
be ^vbi++vrb++=be
kind ^nn++++=kind
and ^cc++++=and
honest ^jj++++=honest
will ^md+prd+++=will
require ^vb+vsua+++=require
all ^abn++++=all
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts;
; ^zz++++=EXTRAWORD
a ^at++++=a
mortified ^jj+atrb++xvbn+=mortified
appetite ^nn++++=appetite
is ^vbz+bez+vrb++=is
never ^rb++++=never
a ^at++++=a
wise ^jj+atrb+++=wise
companion ^nn++++=companion;
; ^zz++++=EXTRAWORD
in ^cs+sub+++=in
so ^cs"++++=so
far ^cs"+pl+++=far
as ^cs"++++=as
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
had ^md"++pmd"++=had
to ^md+nec+++=to
mortify ^vb++++=mortify
an ^at++++=an
appetite ^nn++++=appetite,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
still ^rb++++=still
be ^vb+be+vrb++=be
the ^ati++++=the
worse ^jjr+atrb+++=worse
man ^nn++++=man;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
such ^abl++++=such
an ^at++++=an
one ^cd1++++=one
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
of ^in++++=of
cheerfulness ^nns+nom+++=cheerfulness
will ^md+prd+++=will
be ^vb+be+aux++=be
required ^vpsv++agls+xvbnx+=required
