One ^cd1++++=One
was ^vbd+bedz+vrb++=was
a ^at++++=a
place ^nn++++=place
to ^in++++=to
dawdle ^nn+++??+=dawdle
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
to ^to++++=to
lie ^vbi++++=lie
and ^cc++++=and
dream ^nn++++=dream
away ^rp+pl+++=away
a ^at++++=a
whole ^jj+atrb+++=whole
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
the ^ati++++=the
sleepy ^jj+atrb+++=sleepy
butterflies ^nns++++=butterflies
and ^cc++++=and
listening ^nvbg+++xvbg+=listening
to ^in++++=to
the ^ati++++=the
chorus ^nn++++=chorus
of ^in++++=of
birds ^nns++++=birds
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
fill ^vbi++++=fill
every ^at++++=every
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
debating ^vbg+++xvbgx+=debating
in ^in++++=in
my ^pp$+pp1+++=my
mind ^nn++++=mind
whether ^cs+who+++=whether
to ^to++++=to
linger ^vbi++++=linger
and ^cc+phrs+++=and
enjoy ^vb++++=enjoy
it ^pp3+it+++=it
all ^rb++++=all
instead ^rb+cnj+++=instead
of ^in++++=of
taking ^xvbg+++xvbg+=taking
the ^ati++++=the
strenuous ^jj+atrb+++=strenuous
pathway ^nn++++=pathway
over ^in++++=over
the ^ati++++=the
hills ^nns++++=hills,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
old ^jj++++=old
rustic ^jj++++=rustic
in ^in++++=in
the ^ati++++=the
settle ^nn++++=settle
opposite ^in++++=opposite
suddenly ^rb++++=suddenly
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
face ^nn++++=face
towards ^in++++=towards
me ^pp1o+pp1+++=me
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
had ^vb+hv+vrb++=had
a ^at++++=a
quiet ^jj+atrb+++=quiet
dreamy ^jj+atrb+++=dreamy
note ^nn++++=note
in ^in++++=in
it ^pp3+it+++=it
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
in ^in++++=in
harmony ^nn++++=harmony
with ^in++++=with
the ^ati++++=the
day ^nn++++=day
and ^cc++++=and
the ^ati++++=the
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
sounded ^vbd+++xvbn+=sounded
far ^rb+pl+++=far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
as ^cs+sub+++=as
though ^cs+sub+++=though
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
to ^in++++=to
me ^pp1o+pp1+++=me
from ^in++++=from
outside ^jjb++++=outside
where ^wrb+who+++=where
the ^ati++++=the
shadows ^nps++++=shadows
were ^vbd+bed+aux++=were
weaving ^vbg+++xvbgx+=weaving
their ^pp$+pp3+++=their
eternal ^jj+atrb+++=eternal
tissue ^nn++++=tissue
of ^in++++=of
dreams ^nps++++=dreams
upon ^in++++=upon
the ^ati++++=the
garden ^nn++++=garden
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
trace ^nn++++=trace
in ^in++++=in
it ^pp3+it+++=it
of ^in++++=of
the ^ati++++=the
rough ^jj+atrb+++=rough
quality ^nn+nom+++=quality
one ^cd1++++=one
might ^md+pos+++=might
naturally ^rb++++=naturally
have ^vb+hv+aux++=have
expected ^vprf+++xvbnx+=expected,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
full ^jj+atrb+++=full
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
speaker ^nn++++=speaker
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
noted ^vbd+vprv++xvbnx+=noted
with ^in++++=with
something ^pn++++=something
like ^in++++=like
a ^at++++=a
start ^vb++++=start
that ^dt+dem+++=that
the ^ati++++=the
deep ^jj+atrb+++=deep,
, ^zz++++=EXTRAWORD
gentle ^jj+atrb+++=gentle
eyes ^nns++++=eyes
seemed ^vbd+seem++xvbn+=seemed
far ^rb+pl+++=far
more ^rbr++++=more
in ^in++++=in
keeping ^xvbg+++xvbg+=keeping
with ^in++++=with
the ^ati++++=the
timbre ^nn++++=timbre
of ^in++++=of
the ^ati++++=the
voice ^nn++++=voice
than ^in++++=than
with ^in++++=with
the ^ati++++=the
rough ^jj++++=rough
and ^cc++++=and
very ^ql+amp+++=very
countrified ^jj+atrb++xvbn+=countrified
appearance ^nn+nom+++=appearance
of ^in++++=of
the ^ati++++=the
clothes ^nns++++=clothes
and ^cc++++=and
manner ^nn++++=manner.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
set ^vbd+++xvbn+=set
pleasant ^jj+atrb+++=pleasant
waves ^nns++++=waves
of ^in++++=of
sound ^nn++++=sound
in ^in++++=in
motion ^nn++++=motion
towards ^in++++=towards
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
actual ^jj+atrb+++=actual
words ^nns++++=words,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
rightly ^rb+cnj+++=rightly,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were-"You
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
a ^at++++=a
stranger ^nn+nom+++=stranger
in ^in++++=in
these ^dt+dem+++=these
parts ^nns++++=parts?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
not ^xnot++not++=not
this ^dt+dem+++=this
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
country ^nn++++=country
strange ^jj++++=strange
to ^in++++=to
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
" ^zz++++="sir,"
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
nor ^cc++neg++=nor
any ^dti++++=any
outward ^jjb+atrb+++=outward
and ^cc+phrs+++=and
visible ^jj+atrb+++=visible
sign ^nn++++=sign
of ^in++++=of
the ^ati++++=the
deference ^nn+nom+++=deference
usually ^rb+down+++=usually
paid ^vpsv++by+xvbn+=paid
by ^in++++=by
real ^jj+atrb+++=real
country ^nn++++=country
folk ^jjb++++=folk
to ^in++++=to
the ^ati++++=the
town ^nn++++=town-bred
- ^zz++++=EXTRAWORD
bred ^jj+atrb+++=EXTRAWORD
visitor ^nn++++=visitor,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
its ^pp$+it+++=its
place ^nn++++=place
a ^at++++=a
gentleness ^nns+nom+++=gentleness,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
a ^at++++=a
sweetness ^nns+nom+++=sweetness,
, ^zz++++=EXTRAWORD
of ^in++++=of
polite ^jj+atrb+++=polite
sympathy ^nn++++=sympathy
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
far ^rb+pl+++=far
more ^rbr++++=more
of ^in++++=of
a ^at++++=a
compliment ^nn+nom+++=compliment
than ^in++++=than
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
answered ^vbd+vpub++xvbnx+=answered
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
wandering ^vbg+++xvbgx+=wandering
on ^in++++=on
foot ^nn++++=foot
through ^in++++=through
a ^at++++=a
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
country ^nn++++=country
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
wholly ^rb++++=wholly
new ^jj+pred+++=new
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
surprised ^vpsv++agls+xvbnx+=surprised
not ^xnot++not++=not
to ^to++++=to
find ^vbi+vprv+++=find
a ^at++++=a
place ^nn++++=place
of ^in++++=of
such ^abl++++=such
idyllic ^jj+atrb+++=idyllic
loveliness ^nns+nom+++=loveliness
marked ^vbd+++xvbn+=marked
upon ^in++++=upon
my ^pp$+pp1+++=my
map ^nn++++=map.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
lived ^vprf+++xvbnx+=lived
here ^rn+pl+++=here
all ^rb++++=all
my ^pp$+pp1+++=my
life ^nn++++=life,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
am ^vb+bem+aux++=am
never ^rb++splt++=never
tired ^vpsv++agls+xvbnx+=tired
of ^in++++=of
coming ^xvbg+++xvbg+=coming
back ^jjb++++=back
to ^in++++=to
it ^pp3+it+++=it
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
no ^at++++=no
longer ^rbr++++=longer
live ^vb++++=live
in ^in++++=in
the ^ati++++=the
immediate ^jj+atrb+++=immediate
neighbourhood ^nn+nom+++=neighbourhood?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
moved ^vprf+++xvbnx+=moved,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered
briefly ^rb+cnj+++=briefly,
, ^zz++++=EXTRAWORD
adding ^vbg+vpub++xvbg+=adding
after ^cs+sub+++=after
a ^at++++=a
pause ^nn++++=pause
in ^in++++=in
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
wander ^vbi++++=wander
wistfully ^rb++++=wistfully
to ^in++++=to
the ^ati++++=the
wealth ^nn++++=wealth
of ^in++++=of
blossoms ^nns+++??+=blossoms
beyond ^in++++=beyond
the ^ati++++=the
window ^nn++++=window;
; ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
almost ^rb+hdg+++=almost
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
for ^in++++=for
nowhere ^rb+pl+++=nowhere
else ^rb+cnj+++=else
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
the ^ati++++=the
sunshine ^nn++++=sunshine
lie ^vb++++=lie
so ^ql++++=so
warmly ^rb+cnj+++=warmly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
