We ^pp1a+pp1+++=We
old ^jj+atrb+++=old
forest ^nn++++=forest-trees,
- ^zz++++=EXTRAWORD
trees ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
chestnuts ^nns++++=chestnuts
and ^cc++++=and
oaks ^nns++++=oaks,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
look ^vb++++=look
at ^rb++++=at
themselves ^ppls+pp3+++=themselves
in ^in++++=in
the ^ati++++=the
glassy ^nn+++??+=glassy
stream ^nn++++=stream.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
knoll ^np++++=knoll
near ^in+pl+++=near
the ^ati++++=the
house ^nn++++=house
was ^vbd+bedz+aux++=was
chosen ^vpsv++agls+xvbnx+=chosen
for ^in++++=for
a ^at++++=a
garden ^nn++++=garden-spot;
- ^zz++++=EXTRAWORD
spot ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
a ^at++++=a
dense ^jj+atrb+++=dense,
, ^zz++++=EXTRAWORD
dark ^jj+atrb+++=dark
mass ^nn++++=mass
of ^in++++=of
trees ^nns++++=trees
above ^jjb++++=above,
, ^zz++++=EXTRAWORD
of ^in++++=of
bushes ^nns++++=bushes
in ^in++++=in
mid ^jjb++++=mid-air,
- ^zz++++=EXTRAWORD
air ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
ferns ^nns+++??+=ferns
and ^cc++++=and
wild ^jj++++=wild-flowers
- ^zz++++=EXTRAWORD
flowers ^nns+nom+++=EXTRAWORD
and ^cc++++=and
creeping ^jj+atrb++xvbg+=creeping
vines ^nns++++=vines
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
All ^abn++++=All
these ^dt+pdem+++=these
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
cleared ^vbd+++xvbn+=cleared
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
dozen ^cd++++=dozen
great ^jj+atrb+++=great
trees ^nns++++=trees
cut ^vbd+++xvbn+=cut
down ^rb+phrv+++=down
and ^cc++++=and
dragged ^vpsv++agls+xvbn+=dragged
off ^in+pl+++=off
to ^in++++=to
a ^at++++=a
neighbouring ^nn++++=neighbouring
saw ^vbd+vprv++xvbn+=saw-mill,
- ^zz++++=EXTRAWORD
mill ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
to ^to++++=to
be ^vbi+vbi+aux++=be
transformed ^vpsv++agls+xvbnx+=transformed
into ^in++++=into
boards ^nns++++=boards
to ^to++++=to
finish ^vbi++++=finish
off ^in+pl+++=off
our ^pp$+pp1+++=our
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
fetching ^jj+++xvbg+=fetching
a ^at++++=a
great ^jj+atrb+++=great
machine ^nn++++=machine,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
might ^md+pos+++=might
be ^vb+be+aux++=be
used ^vpsv++++=used
to ^to++++=to
pull ^vb++++=pull
a ^at++++=a
giant ^jjb+atrb+++=giant's
's ^vbz+bez+vrb++0=EXTRAWORD
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
with ^in++++=with
ropes ^nns++++=ropes,
, ^zz++++=EXTRAWORD
pulleys ^nns++++=pulleys,
, ^zz++++=EXTRAWORD
oxen ^nns++++=oxen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
might ^md+pos+++=might
and ^cc++++=and
main ^jjb++++=main,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
pulled ^vbd+++xvbn+=pulled
out ^rp+pl+++=out
the ^ati++++=the
stumps ^nns++++=stumps,
, ^zz++++=EXTRAWORD
with ^in++++=with
their ^pp$+pp3+++=their
great ^jj+atrb+++=great
prongs ^nns++++=prongs
and ^cc++++=and
their ^pp$+pp3+++=their
network ^nn++++=network
of ^in++++=of
roots ^nns++++=roots
and ^cc++++=and
fibres ^nns++++=fibres;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
alas ^uh++++=alas!
! ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^md"++pmd"++=had
to ^md+nec+++=to
begin ^vb++++=begin
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
pretty ^rb++++=pretty
wild ^jj+atrb+++=wild,
, ^zz++++=EXTRAWORD
lovely ^jj+atrb+++=lovely
bushes ^nns++++=bushes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
checkerberries ^nns++++=checkerberries
and ^cc++++=and
ferns ^nns+++??+=ferns
and ^cc++++=and
wild ^jj+atrb+++=wild
blackberries ^nns++++=blackberries
and ^cc++++=and
huckleberrybushes ^nns+++??+=huckleberrybushes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dig ^vb++++=dig
them ^pp3o+pp3+++=them
up ^rp++++=up
remorselessly ^rb+cnj+++=remorselessly,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
might ^md+pos+++=might
plant ^vb++++=plant
our ^pp$+pp1+++=our
corn ^nn++++=corn
and ^cc++++=and
squashes ^nns+++??+=squashes.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^ql++++=so
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
a ^at++++=a
house ^nn++++=house
and ^cc++++=and
a ^at++++=a
garden ^nn++++=garden
right ^jj++++=right
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
our ^pp$+pp1+++=our
piece ^nn++++=piece
of ^in++++=of
wild ^jj+atrb+++=wild
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
about ^in++++=about
a ^at++++=a
mile ^nn++++=mile
from ^in++++=from
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
H ^zz++++=H-.
- ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
people ^nns++++=people
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
lonely ^jj+atrb+++=lonely
place ^nn++++=place,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
far ^rb+pl+++=far
from ^rb"++++=from
neighbours, ^nn+++??+=neighbours,--by
-- ^--+clp+++=EXTRAWORD
by ^in++++=EXTRAWORD
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
meant ^vbd+vprv++xvbnx+=meant
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj+atrb+++=good
way ^nn++++=way
for ^in++++=for
them ^pp3o+pp3+++=them
to ^to++++=to
come ^vbi++++=come
to ^to++++=to
see ^vbi+vprv+++=see
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we
soon ^rb+tm+++=soon
found ^vbd+vprv++xvbn+=found
that ^tht+vcmp+++=that
whoever ^whp+who+++=whoever
goes ^vbz++++=goes
into ^in++++=into
the ^ati++++=the
woods ^nns++++=woods
to ^in++++=to
live ^vbi++++=live
finds ^nns+vprv+++=finds
neighbours ^nns++++=neighbours
of ^in++++=of
a ^at++++=a
new ^jj+atrb+++=new
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
to ^to++++=to
whom ^whp+wpor+++=whom
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
rather ^rb++++=rather
hard ^jj+pred+++=hard
to ^to+jcmp+++=to
become ^vbi++++=become
accustomed ^vbd+++xvbn+=accustomed.
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
fine ^jj+atrb+++=fine
day ^nn++++=day
early ^jj++++=early
in ^in++++=in
April ^nr++++=April,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
crossing ^vbg+++xvbgx+=crossing
over ^in++++=over
to ^in++++=to
superintend ^nn+++??+=superintend
the ^ati++++=the
building ^jj+++xvbg+=building
of ^in++++=of
our ^pp$+pp1+++=our
house ^nn++++=house,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
startled ^vpsv++by+xvbnx+=startled
by ^in++++=by
a ^at++++=a
striped ^jj+atrb+++=striped
snake ^nn++++=snake,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
bright ^jj+atrb+++=bright
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=raising
himself ^ppl+pp3+++=himself
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
putting ^vbg+++xvbg+=putting
out ^rb+phrv+++=out
his ^pp$+pp3+++=his
red ^nn++++=red,
, ^zz++++=EXTRAWORD
forked ^jj+atrb+++=forked
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
no ^at++++=no
more ^rbr++++=more
harm ^nn++++=harm
in ^in++++=in
these ^dt+dem+++=these
little ^rb++++=little
garden ^nn++++=garden-snakes
- ^zz++++=EXTRAWORD
snakes ^nns++++=EXTRAWORD
than ^in++++=than
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
in ^in++++=in
a ^at++++=a
robin ^nn++++=robin
or ^cc++++=or
a ^at++++=a
squirrel ^nn++++=squirrel--they
-- ^--+clp+++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
poor ^jj++++=poor
little ^jj++++=little,
, ^zz++++=EXTRAWORD
peaceable ^jj+atrb+++=peaceable,
, ^zz++++=EXTRAWORD
timid ^jj+atrb+++=timid
creatures ^nns++++=creatures,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
could ^md+pos+++=could
not ^xnot++not++=not
do ^vb+do+vrb++=do
any ^dti++++=any
harm ^nn++++=harm
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
would ^md+prd+++=would;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
prejudices ^nns++++=prejudices
of ^in++++=of
society ^nn++++=society
are ^vb+ber+vrb++=are
so ^ql+emph+++=so
strong ^jj++++=strong
against ^in++++=against
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
one ^cd1++++=one
does ^vbz+doz+aux++=does
not ^xnot++not++=not
like ^vb++++=like
to ^to+vcmp+++=to
cultivate ^nn+nom+++=cultivate
too ^ql++++=too
much ^ap++++=much
intimacy ^nn+nom+++=intimacy
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
So ^ql++++=So
we ^pp1a+pp1+++=we
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
turn ^vbi++++=turn
out ^rb+phrv+++=out
of ^in++++=of
our ^pp$+pp1+++=our
path ^nn++++=path
into ^in++++=into
a ^at++++=a
tangle ^nn++++=tangle
of ^in++++=of
bushes ^nns++++=bushes;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
one ^pn++++=one,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
found ^vbd+vprv++xvbn+=found
four ^cd++++=four
snakes ^nns++++=snakes.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
turned ^vbd+++xvbn+=turned
on ^rb+phrv+++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
two ^cd++++=two
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
In ^rb++++=In
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
everywhere ^rb++++=everywhere
we ^pp1a+pp1+++=we
looked ^vbd+++xvbn+=looked,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dry ^jj+atrb+++=dry
leaves ^nns++++=leaves
were ^vbd+bed+vrb++=were
rustling ^jj+pred+++=rustling
and ^cc++++=and
coiling ^nn+nom+++=coiling
with ^in++++=with
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
in ^in++++=in
despair ^nn++++=despair.
. ^zz++++=EXTRAWORD
In ^rb++++=In
vain ^rb"++++=vain
we ^pp1a+pp1+++=we
said ^vbd+vpub++xvbn+=said
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
harmless ^jj+pred+++=harmless
as ^ql++++=as
kittens ^nns+++??+=kittens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
persuade ^vbi++++=persuade
ourselves ^ppls+pp1+++=ourselves
that ^cs+sub+++=that
their ^pp$+pp3+++=their
little ^jj+atrb+++=little
bright ^jj+atrb+++=bright
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
pretty ^rb+cnj+++=pretty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
serpentine ^nn+++??+=serpentine
movements ^nns+nom+++=movements
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
exact ^jj+atrb+++=exact
line ^nn++++=line
of ^in++++=of
beauty ^nn++++=beauty:
: ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
could ^md+pos+++=could
not ^xnot++not++=not
help ^vb++++=help
remembering ^nc+++xvbg+=remembering
their ^pp$+pp3+++=their
family ^nn++++=family
name ^nn++++=name
and ^cc++++=and
connections ^nns+nom+++=connections;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
thought ^vbd+++xvbn+=thought
of ^in++++=of
those ^dt+dem+++=those
disagreeable ^jj+atrb+++=disagreeable
gentlemen ^nns++++=gentlemen
the ^ati++++=the
anacondas ^nns+++??+=anacondas,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rattlesnakes ^nns+++??+=rattlesnakes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
copper ^nn++++=copper-heads,
- ^zz++++=EXTRAWORD
heads ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
of ^in++++=of
that ^dt+dem+++=that
bad ^jj+atrb+++=bad
line ^nn++++=line,
, ^zz++++=EXTRAWORD
immediate ^jj+atrb+++=immediate
family ^nn++++=family
friends ^nns++++=friends
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
serpent ^nn++++=serpent
to ^to++++=to
whom ^whp+wpor+++=whom
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
indebted ^jj+pred+++=indebted
for ^in++++=for
all ^abn++++=all
the ^ati++++=the
mischief ^nn++++=mischief
that ^tht+rel+subj++=that
is ^vbz+bez+aux++=is
done ^vpsv++agls+xvbnx+=done
in ^in++++=in
this ^dt+dem+++=this
world ^nn++++=world.
. ^zz++++=EXTRAWORD
So ^ql++++=So
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
quite ^rb++++=quite
apprehensive ^jj+pred+++=apprehensive
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
how ^wrb+who+whcl++=how
our ^pp$+pp1+++=our
new ^jj+atrb+++=new
neighbourhood ^nn+nom+++=neighbourhood
was ^vbd+bedz+aux++=was
infested ^vprf+++xvbn+=infested
by ^in++++=by
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
a ^at++++=a
neighbour ^nn++++=neighbour
calmed ^vbd+++xvbn+=calmed
our ^pp$+pp1+++=our
fears ^nns++++=fears
by ^in++++=by
telling ^xvbg+++xvbg+=telling
us ^pp1o+pp1+++=us
that ^cs+sub+++=that
snakes ^vbz++++=snakes
always ^rb++++=always
crawled ^vprf+++xvbn+=crawled
out ^rp+pl+++=out
of ^in++++=of
their ^pp$+pp3+++=their
holes ^nns++++=holes
to ^in++++=to
sun ^nn++++=sun
themselves ^ppls+pp3+++=themselves
in ^in++++=in
the ^ati++++=the
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
in ^in++++=in
a ^at++++=a
day ^nn++++=day
or ^cc++++=or
two ^cd++++=two
they ^pp3a+pp3+++=they
would ^md+prd+++=would
all ^rb++++=all
be ^vb+be+aux++=be
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
So ^ql++++=So
it ^pp3+it+++=it
proved ^vbd+vprv++xvbn+=proved.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
evident ^jj+pred+++=evident
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
all ^abn++++=all
out ^rp+pl+++=out
merely ^rb+down+++=merely
to ^to++++=to
do ^vbi++++=do
their ^pp$+pp3+++=their
spring ^vb++++=spring
shopping ^nvbg+++xvbg+=shopping,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
something ^pn++++=something
that ^dt+pdem+++=that
serves ^vbz++++=serves
with ^in++++=with
them ^pp3o+pp3+++=them
the ^ati++++=the
same ^ap++++=same
purpose ^nn++++=purpose
that ^tht+rel+subj++=that
spring ^vb++++=spring
shopping ^vbg+++xvbg+=shopping
does ^vbz+doz+vrb++=does
with ^in++++=with
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
afterwards ^rb+tm+++=afterwards
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
People ^nns++++=People
speak ^vb++++=speak
of ^in++++=of
snakes ^nns++++=snakes'
' ^zz++++=EXTRAWORD
holes ^nns++++=holes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
them ^pp3o+pp3+++=them
disappearing ^jj+++xvbg+=disappearing
into ^in++++=into
such ^abl++++=such
subterranean ^jj+atrb+++=subterranean
chambers ^nns+nom+++=chambers;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
never ^rb++++=never
opened ^vbd+++xvbn+=opened
one ^cd1++++=one
to ^to++++=to
see ^vbi+vprv+++=see
what ^wdt+who+whcl++=what
sort ^nn++++=sort
of ^in++++=of
underground ^jjb++++=underground
housekeeping ^xvbg+++xvbg+=housekeeping
went ^vbd+++xvbn+=went
on ^in++++=on
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
After ^in++++=After
the ^ati++++=the
first ^rb++++=first
few ^ap++++=few
days ^nns++++=days
of ^in++++=of
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
a ^at++++=a
snake ^nn++++=snake
was ^vbd+bedz+vrb++=was
a ^at++++=a
rare ^jj+atrb+++=rare
visitor ^nn++++=visitor,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
one ^cd1++++=one
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
was ^vbd+bedz+aux++=was
discovered ^vpsv++agls+xvbnx+=discovered
taking ^vbg+++xvbg+=taking
his ^pp$+pp3+++=his
noontide ^nn++++=noontide
repast ^nn++++=repast
one ^cd1++++=one
day ^nn++++=day
in ^in++++=in
a ^at++++=a
manner ^nn++++=manner
which ^whp+rel+obj++=which
excited ^jj+++xvbn+=excited
much ^ap++++=much
prejudice ^nn++++=prejudice.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
regaling ^nn+nom+++=regaling
himself ^ppl+pp3+++=himself
by ^in++++=by
sucking ^nn++++=sucking
down ^in++++=down
into ^in++++=into
his ^pp$+pp3+++=his
maw ^np++++=maw
a ^at++++=a
small ^jj+atrb+++=small
frog ^nn+++??+=frog,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
swallow ^vbi++++=swallow
at ^rb++++=at
the ^ati++++=the
toes ^nns++++=toes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
drawn ^vprf+++xvbnx+=drawn
about ^in++++=about
half ^abn++++=half
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
frog ^nn+++??+=frog,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+aux++=be
confessed ^vpsv++agls+xvbnx+=confessed,
, ^zz++++=EXTRAWORD
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
view ^vbi++++=view
this ^dt+dem+++=this
arrangement ^nn+nom+++=arrangement
with ^in++++=with
great ^jj+atrb+++=great
indifference ^nn+nom+++=indifference,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
no ^at++++=no
struggle ^nn++++=struggle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sitting ^nvbg+++xvbg+=sitting
solemnly ^rb+cnj+++=solemnly,
, ^zz++++=EXTRAWORD
