At ^rb++++=At
air ^nn++++=air
on ^in++++=on
the ^ati++++=the
stone ^nn++++=stone
step ^vb++++=step,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
a ^at++++=a
furtive ^jj+atrb+++=furtive
glance ^nn++++=glance
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
second ^od++++=second-story
- ^zz++++=EXTRAWORD
story ^nn++++=EXTRAWORD
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
passed ^j+++xvbn+=passed
hastily ^rb++++=hastily
down ^in++++=down
the ^ati++++=the
street ^nn++++=street
toward ^in++++=toward
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
fences ^nns++++=fences
and ^cc++++=and
garden ^nn++++=garden
walls ^nns++++=walls
on ^rp++++=on
her ^pp3o+pp3+++=her
left ^vbd+++xvbn+=left.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
ghostlike ^jj+atrb+++=ghostlike
stealthiness ^nns+nom+++=stealthiness
to ^in++++=to
Miss ^npt++++=Miss
Margaret ^np++++=Margaret's
's ^$++++=EXTRAWORD
movements ^nns+nom+++=movements,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
whatever ^nn+nom+++=whatever
of ^in++++=of
the ^ati++++=the
ghost ^nn++++=ghost
about ^in++++=about
Miss ^npt++++=Miss
Margaret ^np++++=Margaret
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
plump ^jj+atrb+++=plump,
, ^zz++++=EXTRAWORD
short ^jj+atrb+++=short
person ^nn++++=person,
, ^zz++++=EXTRAWORD
no ^at++++=no
longer ^rbr++++=longer
young ^jj++++=young,
, ^zz++++=EXTRAWORD
with ^in++++=with
coal ^nn++++=coal-black
- ^zz++++=EXTRAWORD
black ^jj+atrb+++=EXTRAWORD
hair ^nn++++=hair
growing ^vwbg+++xvbg+=growing
low ^jj++++=low
on ^in++++=on
the ^ati++++=the
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
round ^in++++=round
face ^nn++++=face
that ^tht+rel+subj++=that
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
nearly ^rb+down+++=nearly
meaningless ^jj++++=meaningless
if ^cs+cnd+++=if
the ^ati++++=the
features ^nns++++=features
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
emphasized ^vpsv++agls+xvbnx+=emphasized
italicized ^vpsv++agls+xvbn+=italicized,
, ^zz++++=EXTRAWORD
so ^ql++++=so
to ^to++++=to
speak ^vbi++++=speak
by ^in++++=by
the ^ati++++=the
smallpox ^nn++++=smallpox.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
the ^ati++++=the
brilliancy ^nn+++??+=brilliancy
of ^in++++=of
her ^pp$+pp3+++=her
toilet ^nn++++=toilet
would ^md+prd+++=would
have ^vb+hv+aux++=have
rendered ^vprf+++xvbnx+=rendered
any ^dti++++=any
ghostly ^jj+atrb+++=ghostly
hypothesis ^nn++++=hypothesis
untenable ^jj++++=untenable.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Solomon ^np++++=Solomon
( ^zz++++=(we
we ^pp1a+pp1+++=EXTRAWORD
refer ^vb++++=refer
to ^in++++=to
the ^ati++++=the
dressiest ^jjt++++=dressiest
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Solomon ^np++++=Solomon,
, ^zz++++=EXTRAWORD
whichever ^nn+nom+++=whichever
one ^cd1++++=one
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was)
) ^zz++++=EXTRAWORD
in ^in++++=in
all ^abn++++=all
her ^pp3o+pp3+++=her
glory ^nn++++=glory
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
arrayed ^vwbn+++xvbn+=arrayed
like ^in++++=like
Miss ^npt++++=Miss
Margaret ^np++++=Margaret
on ^in++++=on
that ^dt+dem+++=that
eventful ^jj+atrb+++=eventful
summer ^nn++++=summer
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
a ^at++++=a
light ^nn++++=light-green,
- ^zz++++=EXTRAWORD
green ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
shot ^j+++xvbn+=shot-silk
- ^zz++++=EXTRAWORD
silk ^nn++++=EXTRAWORD
frock ^nn++++=frock,
, ^zz++++=EXTRAWORD
a ^at++++=a
blazing ^jj+atrb+++=blazing
red ^jj+atrb+++=red
shawl ^nn++++=shawl,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
yellow ^jj+atrb+++=yellow
crape ^nn+++??+=crape
bonnet ^nn++++=bonnet
profusely ^rb++++=profusely
decorated ^vbd+++xvbn+=decorated
with ^in++++=with
azure ^nn+++??+=azure,
, ^zz++++=EXTRAWORD
orange ^np++++=orange
and ^cc++++=and
magenta ^jj+atrb++??+=magenta
artificial ^jj+atrb+++=artificial
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
In ^in++++=In
her ^pp$+pp3+++=her
hand ^nn++++=hand
she ^pp3a+pp3+++=she
carried ^vbd+++xvbnx+=carried
a ^at++++=a
white ^jj+atrb+++=white
parasol ^nn++++=parasol.
. ^zz++++=EXTRAWORD
The ^ati++++=The
newly ^rb++++=newly
risen ^vprf+++xvbn+=risen
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
ricochetting ^jj+++xvbg+=ricochetting
from ^in++++=from
the ^ati++++=the
bosom ^nn++++=bosom
of ^in++++=of
the ^ati++++=the
river ^nn++++=river
and ^cc++++=and
striking ^jj+atrb++xvbg+=striking
point ^nn++++=point-blank
- ^zz++++=EXTRAWORD
blank ^jj++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
top ^nn++++=top-knot
- ^zz++++=EXTRAWORD
knot ^nn++++=EXTRAWORD
of ^in++++=of
Miss ^npt++++=Miss
Margaret ^np++++=Margaret's
's ^$++++=EXTRAWORD
gorgeousness ^nns+nom+++=gorgeousness,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
her ^pp$+pp3+++=her
an ^at++++=an
imposing ^jj+atrb++xvbg+=imposing
spectacle ^nn++++=spectacle
in ^in++++=in
the ^ati++++=the
quiet ^nn++++=quiet
street ^nn++++=street
of ^in++++=of
that ^dt+dem+++=that
Puritan ^jj+atrb+++=Puritan
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
bravery ^nn+nom+++=bravery
of ^in++++=of
her ^pp$+pp3+++=her
apparel ^nn+++??+=apparel,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stole ^vbd+++xvbnx+=stole
guiltily ^rb++++=guiltily
along ^in++++=along
by ^in++++=by
garden ^nn++++=garden
walls ^nns++++=walls
and ^cc++++=and
fences ^nns++++=fences
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
a ^at++++=a
small ^jj+atrb+++=small,
, ^zz++++=EXTRAWORD
dingy ^jj+atrb+++=dingy
frame ^nn++++=frame
house ^npl++++=house
near ^in+pl+++=near
the ^ati++++=the
wharves ^nns+++??+=wharves,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
darkened ^jj+atrb++xvbn+=darkened
doorway ^nn++++=doorway
of ^in++++=of
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
quenched ^vbd+++xvbnx+=quenched
her ^pp3o+pp3+++=her
burning ^jj+atrb++xvbg+=burning
splendor ^nn++++=splendor,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
so ^ql++++=so
bold ^np++++=bold
a ^at++++=a
figure ^nn++++=figure
is ^vbz+bez+vrb++=is
permissible ^jj+pred+++=permissible.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three-quarters
- ^zz++++=EXTRAWORD
quarters ^nns+nom+++=EXTRAWORD
of ^in++++=of
an ^at++++=an
hour ^nn++++=hour
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sunshine ^nn++++=sunshine
moved ^vbd+++xvbn+=moved
slowly ^rb++++=slowly
up ^rp++++=up
Anchor ^nn++++=Anchor
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
fingered ^j+++xvbn+=fingered
noiselessly ^rb++++=noiselessly
the ^ati++++=the
well ^rb++++=well-kept
- ^zz++++=EXTRAWORD
kept ^vbd+++xvbn+=EXTRAWORD
brass ^nn++++=brass
knockers ^nns+nom+++=knockers
on ^in++++=on
either ^dtx++++=either
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drained ^vbd+++xvbn+=drained
the ^ati++++=the
heeltaps ^nns+++??+=heeltaps
of ^in++++=of
dew ^nn++++=dew
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
left ^vpsv++agls+xvbnx+=left
from ^in++++=from
the ^ati++++=the
revels ^nns++++=revels
of ^in++++=of
the ^ati++++=the
fairies ^nns++++=fairies
overnight ^jjb++++=overnight
in ^in++++=in
the ^ati++++=the
cups ^nns++++=cups
of ^in++++=of
the ^ati++++=the
morning ^nn++++=morning-glories.
- ^zz++++=EXTRAWORD
glories ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
soul ^nn++++=soul
was ^vbd+bedz+aux++=was
stirring ^vbg+++xvbgx+=stirring
yet ^rb++++=yet
in ^in++++=in
this ^dt+dem+++=this
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
Rivermouthians ^np+++??+=Rivermouthians
are ^vb+ber+vrb++=are
such ^abl++++=such
early ^jj+atrb+++=early
birds ^nns++++=birds
that ^tht+rel+++=that
not ^xnot++not++=not
a ^at++++=a
worm ^nn++++=worm
may ^md+pos+++=may
be ^vb+be+aux++=be
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
escape ^vbi++++=escape
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
By ^in++++=By
and ^cc++++=and
by ^in++++=by
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
brown ^np++++=brown
Holland ^np++++=Holland
shades ^nns++++=shades
at ^rb++++=at
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
upper ^jjb+atrb+++=upper
windows ^nns++++=windows
of ^in++++=of
the ^ati++++=the
Bilkins ^np+++??+=Bilkins
Mansion ^nn++++=Mansion
the ^ati++++=the
house ^nn++++=house
from ^in++++=from
which ^whp+rel+pied++=which
Miss ^npt++++=Miss
Margaret ^np++++=Margaret
had ^vbd+hvd+aux++=had
emerged ^vprf+++xvbnx+=emerged
was ^vbd+bedz+aux++=was
drawn ^vpsv++agls+xvbnx+=drawn
up ^rb+cnj+++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bilkins ^np++++=Bilkins
in ^in++++=in
spiral ^nn++++=spiral
nightcap ^jj+++??+=nightcap
looked ^jj+++xvbn+=looked
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
sunny ^jj+atrb+++=sunny
street ^nn++++=street.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
living ^jj+atrb++xvbg+=living
creature ^nn++++=creature
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen
save ^vb++++=save
the ^ati++++=the
dissipated ^jj+atrb++xvbn+=dissipated
family ^nn++++=family
cat ^nn++++=cat
a ^at++++=a
very ^ql+amp+++=very
Lovelace ^np++++=Lovelace
of ^in++++=of
a ^at++++=a
cat ^nn++++=cat
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
allowed ^vbd+++xvbn+=allowed
a ^at++++=a
night ^nn++++=night-key
- ^zz++++=EXTRAWORD
key ^jjb++++=EXTRAWORD
who ^whp+who+++=who
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
on ^in++++=on
the ^ati++++=the
curbstone ^nn+++??+=curbstone
opposite ^jj++++=opposite,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
for ^in++++=for
the ^ati++++=the
hall ^nn++++=hall
door ^nn++++=door
to ^to++++=to
open ^vbi++++=open.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three-quarters
- ^zz++++=EXTRAWORD
quarters ^nns+nom+++=EXTRAWORD
of ^in++++=of
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
repeat ^nn++++=repeat,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Margaret ^np++++=Margaret
O ^zz++++=O'Rourke,
'rourke, ^nn+++??+=EXTRAWORD
n ^zz++++=n
e ^zz++++=e
Callaghan ^np+nom+++=Callaghan,
, ^zz++++=EXTRAWORD
issued ^j+++xvbn+=issued
from ^in++++=from
the ^ati++++=the
small ^jj+atrb+++=small,
, ^zz++++=EXTRAWORD
dingy ^jj+atrb+++=dingy
house ^nn++++=house
by ^in++++=by
the ^ati++++=the
river ^nn++++=river
and ^cc++++=and
regained ^vbd+++xvbn+=regained
the ^ati++++=the
doorstep ^nn++++=doorstep
of ^in++++=of
the ^ati++++=the
Bilkins ^np+++??+=Bilkins
Mansion ^nn++++=Mansion
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
stealthy ^jj+atrb+++=stealthy
fashion ^nn++++=fashion
in ^in++++=in
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
to ^to++++=to
prolong ^vbi++++=prolong
a ^at++++=a
mystery ^nn+nom+++=mystery
that ^tht+rel+subj++=that
must ^md+nec+++=must
already ^rb++++=already
oppress ^nns+nom+++=oppress
the ^ati++++=the
reader ^nn++++=reader,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bilkins ^np++++=Bilkins's
's ^$++++=EXTRAWORD
cook ^nn++++=cook
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
her ^pp$+pp3+++=her
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
stolen ^j+++xvbn+=stolen
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
premises ^nns++++=premises
before ^cs+sub+++=before
the ^ati++++=the
family ^nn++++=family
were ^vbd+bed+vrb++=were
up ^rp++++=up
and ^cc++++=and
got ^vbd+++xvbn+=got
herself ^ppl+pp3+++=herself
married ^vbd+++xvbn+=married
surreptitiously ^rb++++=surreptitiously
and ^cc++++=and
artfully ^jj++++=artfully
married ^jj+++xvbn+=married
as ^cs+sub+++=as
if ^cs+cnd+++=if
matrimony ^nn++++=matrimony
were ^vbd+bed+vrb++=were
an ^at++++=an
indictable ^jj+atrb+++=indictable
offense ^nn+++??+=offense.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
something ^pn++++=something
of ^in++++=of
an ^at++++=an
offense ^nn+++??+=offense
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
in ^in++++=in
this ^dt+dem+++=this
instance ^nn+nom+++=instance.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
first ^od++++=first
place ^nn++++=place,
, ^zz++++=EXTRAWORD
Margaret ^np++++=Margaret
Callaghan ^np+nom+++=Callaghan
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
nearly ^rb+down+++=nearly
twenty ^cd++++=twenty
years ^nns++++=years
with ^in++++=with
the ^ati++++=the
Bilkins ^np+++??+=Bilkins
family ^nn++++=family,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
old ^jj+atrb+++=old
people ^nns++++=people
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
no ^at++++=no
children ^nns++++=children
now ^rn+tm+++=now
had ^vbd+hvd+aux++=had
rewarded ^vprf+++xvbnx+=rewarded
this ^dt+dem+++=this
long ^jj+atrb+++=long
service ^nn++++=service
by ^in++++=by
taking ^xvbg+++xvbg+=taking
Margaret ^np++++=Margaret
into ^in++++=into
their ^pp$+pp3+++=their
affections ^nns+nom+++=affections.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
subtle ^jj+atrb+++=subtle
ingratitude ^nn++++=ingratitude
for ^in++++=for
her ^pp$+pp3+++=her
to ^to++++=to
marry ^vbi++++=marry
without ^in++++=without
admitting ^xvbg+++xvbg+=admitting
the ^ati++++=the
worthy ^jj+atrb+++=worthy
couple ^nn++++=couple
to ^in++++=to
her ^pp$+pp3+++=her
confidence ^nn+nom+++=confidence.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
next ^ap++++=next
place ^nn++++=place,
, ^zz++++=EXTRAWORD
Margaret ^np++++=Margaret
had ^vbd+hvd+aux++=had
married ^vprf+++xvbnx+=married
a ^at++++=a
man ^nn++++=man
some ^dti++++=some
eighteen ^cd++++=eighteen
years ^nns++++=years
younger ^jjr++++=younger
than ^in++++=than
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man's
's ^$++++=EXTRAWORD
lookout ^nn++++=lookout,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
hold ^vb+vprv+tht0++=hold
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Margaret ^np++++=Margaret
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
to ^to++++=to
blame ^vbi++++=blame.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
does ^vbz+doz+aux++=does
a ^at++++=a
young ^jj+atrb+++=young
blade ^nn++++=blade
of ^in++++=of
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
know ^vb+vprv+++=know?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
half ^abn++++=half
so ^pn++++=so
much ^ap++++=much
as ^ql++++=as
he ^pp3a+pp3+++=he
thinks ^vbz+vprv+tht0++=thinks
he ^pp3a+pp3+++=he
does ^vbz+doz+vrb++=does.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
exhaustless ^jj+atrb+++=exhaustless
ignorance ^nn+nom+++=ignorance
at ^rb++++=at
that ^dt+dem+++=that
age ^nn++++=age
is ^vbz+bez+vrb++=is
a ^at++++=a
discovery ^nn+nom+++=discovery
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
left ^vpsv++agls+xvbnx+=left
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
make ^vbi++++=make
in ^in++++=in
his ^pp$+pp3+++=his
prime ^jjb++++=prime.
. ^zz++++=EXTRAWORD
In ^in++++=In
one ^cd1++++=one
sense ^nn++++=sense
Margaret ^np++++=Margaret's
's ^$++++=EXTRAWORD
husband ^nn++++=husband
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^to++++=to
forty ^cd++++=forty
year ^nn++++=year
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
forty ^cd++++=forty
to ^in++++=to
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Margaret ^np++++=Margaret
O ^zz++++=O'Rourke,
'rourke, ^nn+++??+=EXTRAWORD
with ^in++++=with
the ^ati++++=the
baddish ^jj+atrb+++=baddish
cat ^nn++++=cat
following ^vwbg+++xvbg+=following
closely ^rb++++=closely
at ^rb++++=at
her ^pp3o+pp3+++=her
heels ^nns++++=heels,
, ^zz++++=EXTRAWORD
entered ^j+++xvbn+=entered
the ^ati++++=the
Bilkins ^np+++??+=Bilkins
mansion ^nn++++=mansion,
, ^zz++++=EXTRAWORD
reached ^j+++xvbn+=reached
her ^pp$+pp3+++=her
chamber ^nn++++=chamber
in ^in++++=in
the ^ati++++=the
attic ^nn++++=attic
without ^in++++=without
being ^nn+nn+aux++=being
intercepted ^vbd+++xvbn+=intercepted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
laid ^vbd+++xvbn+=laid
aside ^rp++++=aside
her ^pp$+pp3+++=her
finery ^nn++++=finery.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
or ^cc++++=or
three ^cd++++=three
times ^nns++++=times,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
arranging ^vbg+vsua++xvbg+=arranging
her ^pp$+pp3+++=her
more ^rbr++++=more
humble ^jj+atrb+++=humble
attire ^nn++++=attire,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
paused ^vbd+++xvbnx+=paused
to ^to++++=to
take ^vbi++++=take
a ^at++++=a
look ^vb++++=look
at ^rb++++=at
the ^ati++++=the
marriage ^nn+nom+++=marriage
certificate ^nn+nom+++=certificate,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
deposited ^vprf+++xvbnx+=deposited
between ^in++++=between
the ^ati++++=the
leaves ^nns++++=leaves
of ^in++++=of
her ^pp$+pp3+++=her
prayer ^nn++++=prayer-book,
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
each ^dt++++=each
occasion ^nn++++=occasion
held ^vbd+vprv++xvbn+=held
that ^tht+vcmp+++=that
potent ^jj+atrb+++=potent
document ^nn+nom+++=document
upside ^nn++++=upside
down ^in+strn+++=down;
; ^zz++++=EXTRAWORD
for ^in++++=for
Margaret ^np++++=Margaret's
's ^$++++=EXTRAWORD
literary ^jj+atrb+++=literary
culture ^nn++++=culture
was ^vbd+bedz+vrb++=was
of ^in++++=of
the ^ati++++=the
severest ^jjt+atrb+++=severest
order ^nn++++=order,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
excluded ^vbd+++xvbn+=excluded
the ^ati++++=the
art ^nn++++=art
of ^in++++=of
reading ^xvbg+++xvbg+=reading.
. ^zz++++=EXTRAWORD
The ^ati++++=The
breakfast ^nn++++=breakfast
was ^vbd+bedz+vrb++=was
late ^jj+pred+++=late
that ^dt+dem+++=that
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Rourke
'rourke ^nn+++??+=EXTRAWORD
set ^vbd+++xvbn+=set
the ^ati++++=the
coffee ^nn++++=coffee-urn
- ^zz++++=EXTRAWORD
urn ^nn++++=EXTRAWORD
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bilkins ^np++++=Bilkins
and ^cc++++=and
flanked ^xvbn+++xvbn+=flanked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bilkins ^np++++=Bilkins
with ^in++++=with
the ^ati++++=the
broiled ^jj+atrb++xvbn+=broiled
mackerel ^nn++++=mackerel
and ^cc++++=and
buttered ^jj+atrb+++=buttered
toast ^nn++++=toast,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Rourke's
'rourke's ^nns+++??+0=EXTRAWORD
conscience ^nn+nom+++=conscience
smote ^vbd+++xvbn+=smote
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
afterward ^rb++++=afterward
declared ^vbd+vpub++xvbn+=declared
that ^tht+vcmp+++=that
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
two ^cd++++=two
sitting ^vbg+++xvbg+=sitting
there ^rn+pl+++=there
so ^rb+emph+++=so
innocent ^jj++++=innocent-like,
- ^zz++++=EXTRAWORD
like ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
dreaming ^vbg+++xvbg+=dreaming
of ^in++++=of
the ^ati++++=the
