One ^cd1++++=One
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
appeared ^vbd+seem++xvbnx+=appeared
a ^rb++++=a
little ^rb"++++=little
flustered ^jj++++=flustered.
. ^zz++++=EXTRAWORD
` ^zz++++=``Say,
` ^zz++++=EXTRAWORD
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
fellars, ^nn+++??+=fellars,''
'' ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
brusquely ^rb++++=brusquely.
. ^zz++++=EXTRAWORD
` ^zz++++=``Pack
` ^zz++++=EXTRAWORD
pack ^vb++++=EXTRAWORD
your ^pp$+pp2+++=your
suits ^nns++++=suits
and ^cc++++=and
be ^vb+be+vrb++=be
ready ^jj+pred+++=ready
for ^in++++=for
the ^ati++++=the
bus ^nn++++=bus
at ^rb++++=at
seventhirty. ^nn+++??+=seventhirty.''
'' ^nn+++??+=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
blank ^jj+atrb+++=blank,
, ^zz++++=EXTRAWORD
ominous ^jj+atrb+++=ominous
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
we ^pp1a+pp1+++=we
assimilated ^vbd+++xvbn+=assimilated
the ^ati++++=the
meaning ^jj+++xvbg+=meaning
of ^in++++=of
his ^pp$+pp3+++=his
terse ^jj+atrb+++=terse
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
` ^zz++++=``I've
` ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
a ^at++++=a
good ^jj+atrb+++=good
thing ^nn++++=thing
on ^in++++=on
for ^in++++=for
tomorrow, ^nn+++??+=tomorrow,''
'' ^nn+++??+=EXTRAWORD
continued ^vbd+++xvbn+=continued
the ^ati++++=the
manager ^nn++++=manager.
. ^zz++++=EXTRAWORD
` ^zz++++=``Sixty
` ^zz++++=EXTRAWORD
sixty ^cd++++=EXTRAWORD
per ^nnu++++=per
cent ^nnu"++++=cent
gate ^nn++++=gate
receipts ^nns++++=receipts
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
win ^vb++++=win.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
Guelph ^np+++??+=Guelph
team ^nn++++=team
is ^vbz+bez+vrb++=is
hot ^jj+atrb+++=hot
stuff ^nn++++=stuff,
, ^zz++++=EXTRAWORD
though. ^nn+++??+=though.''
'' ^nn+++??+=EXTRAWORD
` ^zz++++=``Guelph!''
` ^zz++++=EXTRAWORD
guelph! ^nn+++??+=EXTRAWORD
'' ^nn+++??+=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
players ^nns+nom+++=players
suspiciously ^rb++++=suspiciously.
. ^zz++++=EXTRAWORD
` ^zz++++=``Where's
` ^zz++++=EXTRAWORD
where ^wrb+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
Guelph? ^np+++??+=Guelph?''
'' ^nn+++??+=EXTRAWORD
` ^zz++++=``It's
` ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
Canada ^np++++=Canada.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
the ^ati++++=the
night ^nn++++=night
express ^jjb++++=express
and ^cc++++0=an'
get ^vb++++=get
there ^rn+pl+++=there
tomorrow ^nr+tm+++=tomorrow
in ^in++++=in
time ^nn++++=time
for ^in++++=for
the ^ati++++=the
game ^nn++++=game.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
hev ^vb+++??+=hev
to ^in++++=to
hustle. ^nn+++??+=hustle.''
'' ^nn+++??+=EXTRAWORD
Upon ^in++++=Upon
Merritt ^np+++??+=Merritt
then ^rn+tm+++=then
rained ^vbd+++xvbn+=rained
a ^at++++=a
multiplicity ^nn+nom+++=multiplicity
of ^in++++=of
excuses ^nns++++=excuses.
. ^zz++++=EXTRAWORD
Gillinger ^np+nom++??+=Gillinger
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi++vrb++=have
that ^dt+dem+++=that
day ^nn++++=day's
's ^$++++=EXTRAWORD
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Snead ^np++++=Snead's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
would ^md+prd+++=would
profit ^vb++++=profit
by ^in++++=by
a ^at++++=a
lay ^vbd+++xvbn+=lay-off.
- ^zz++++=EXTRAWORD
off ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Deerfoot ^np+++??+=Deerfoot
Browning ^np+++??+=Browning
was ^vbd+bedz+aux++=was
leading ^vbg+++xvbgx+=leading
the ^ati++++=the
league ^nn++++=league
in ^in++++=in
base ^nn++++=base
running ^vwbg+++xvbg+=running,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
his ^pp$+pp3+++=his
legs ^nns++++=legs
were ^vbd+bed+vrb++=were
all ^abn++++=all
bruised ^jj+++xvbn+=bruised
and ^cc+phrs+++=and
scraped ^jj+++xvbn+=scraped
by ^in++++=by
sliding ^xvbg+++xvbg+=sliding,
, ^zz++++=EXTRAWORD
a ^at++++=a
manager ^nn++++=manager
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
an ^at++++=an
idiot ^nn++++=idiot
would ^md+prd+++=would
have ^vb+hv+vrb++=have
a ^at++++=a
care ^nn++++=care
of ^in++++=of
such ^abl++++=such
valuable ^jj+atrb+++=valuable
runmakers ^nns+nom+++=runmakers
for ^in++++=for
his ^pp$+pp3+++=his
team ^nn++++=team.
. ^zz++++=EXTRAWORD
Lake ^nn++++=Lake
had ^vb+hv+vrb++=had
` ^zz++++=``Charleyhorse.''
` ^zz++++=EXTRAWORD
charleyhorse. ^nn+++??+=EXTRAWORD
'' ^nn+++??+=EXTRAWORD
Hathaway ^np++++=Hathaway's
's ^$++++=EXTRAWORD
arm ^nn++++=arm
was ^vbd+bedz+vrb++=was
sore ^jj+pred+++=sore.
. ^zz++++=EXTRAWORD
Bane ^np++++=Bane's
's ^$++++=EXTRAWORD
stomach ^nn++++=stomach
threatened ^vbd+++xvbn+=threatened
gastritis ^nns+++??+=gastritis.
. ^zz++++=EXTRAWORD
Spike ^np+++??+=Spike
Doran ^np++++=Doran's
's ^$++++=EXTRAWORD
finger ^nn++++=finger
needed ^vwbn+++xvbn+=needed
a ^at++++=a
chance ^nn++++=chance
to ^to+ncmp+++=to
heal ^vb++++=heal.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
stale ^jj+pred+++=stale,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
players ^nns+nom+++=players,
, ^zz++++=EXTRAWORD
three ^cd++++=three
pitchers ^nns+nom+++=pitchers,
, ^zz++++=EXTRAWORD
swore ^j+++xvbn+=swore
their ^pp$+pp3+++=their
arms ^nns++++=arms
should ^md+nec+++=should
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
hospital ^nn+nom+++=hospital.
. ^zz++++=EXTRAWORD
` ^zz++++=``Cut
` ^zz++++=EXTRAWORD
cut ^vb+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
out! ^nn+++??+=out!''
'' ^nn+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Merritt ^np+++??+=Merritt,
, ^zz++++=EXTRAWORD
getting ^vbg+++xvbg+=getting
exasperated ^jj++++=exasperated.
. ^zz++++=EXTRAWORD
` ^zz++++=``You'd
` ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
'd ^md+prd+vrb++0=EXTRAWORD
all ^abn++++=all
lay ^jjb+++xvbn+=lay
down ^rp++++=down
on ^rp++++=on
me ^pp1o+pp1+++=me--now,
-- ^--+clp+++=EXTRAWORD
now ^rn+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen
to ^in++++=to
this ^dt+pdem+++=this:
: ^zz++++=EXTRAWORD
Mcdougal ^np+nom++??+=McDougal
pitched ^vbd+++xvbn+=pitched
today ^nr+tm+++=today;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
works ^nn++++=works
Friday ^nr++++=Friday,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
you ^pp2+pp2+++=you
puffed ^vbd+++xvbn+=puffed-up,
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
highsalaried ^jj+atrb++xvbn+=highsalaried
stiffs ^nns+++??+=stiffs
pack ^vb++++=pack
your ^pp$+pp2+++=your
grips ^nns++++=grips
quick ^jj++++=quick.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It'll
'll ^md+prd+++0=EXTRAWORD
cost ^vb++++=cost
any ^dti++++=any
fresh ^jj+atrb+++=fresh
fellar ^nn+++??+=fellar
fifty ^cd++++=fifty
for ^in++++=for
missin ^nn+++??+=missin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
train. ^nn+++??+=train.''
'' ^nn+++??+=EXTRAWORD
So ^ql++++=So
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
how ^wrb+who+++=how
eleven ^cd++++=eleven
of ^in++++=of
the ^ati++++=the
Rochester ^np+nom++??+=Rochester
team ^nn++++=team
found ^vbd+vprv++xvbn+=found
themselves ^ppls+pp3+++=themselves
moodily ^rb++++=moodily
boarding ^nn++++=boarding
a ^at++++=a
Pullman ^np++++=Pullman
en ^&fw++++=en
route ^nn++++=route
for ^in++++=for
Buffalo ^np+++??+=Buffalo
and ^cc++++=and
Canada ^np++++=Canada.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
went ^vbd+++xvbn+=went
to ^in++++=to
bed ^nn++++=bed
early ^jj++++=early
and ^cc++++=and
arose ^vbd+++xvbn+=arose
late ^jj++++=late.
. ^zz++++=EXTRAWORD
Guelph ^np+++??+=Guelph
lay ^vbd+++xvbn+=lay
somewhere ^rb++++=somewhere
in ^in++++=in
the ^ati++++=the
interior ^nn++++=interior
of ^in++++=of
Canada ^np++++=Canada,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
did ^vbd+dod+aux++=did
not ^xnot++not++=not
expect ^vb+vprv+++=expect
to ^to+vcmp+++=to
get ^vbi++++=get
there ^rn+pl+++=there
until ^cs+sub+++=until
1 ^zz++++=1
o ^zz++++=o'clock.
'clock. ^nn+++??+=EXTRAWORD
As ^ql++++=As
it ^pp3+it+++=it
turned ^vbd+++xvbn+=turned
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
the ^ati++++=the
train ^nn++++=train
was ^vbd+bedz+vrb++=was
late ^jj+pred+++=late;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
to ^in++++=to
dress ^nn++++=dress
hurriedly ^rb++++=hurriedly
in ^in++++=in
the ^ati++++=the
smoking ^jj+atrb++xvbg+=smoking
room ^nn++++=room,
, ^zz++++=EXTRAWORD
pack ^vb++++=pack
our ^pp$+pp1+++=our
citizen ^nn++++=citizen
clothes ^nns++++=clothes
in ^in++++=in
our ^pp$+pp1+++=our
grips ^nns++++=grips
and ^cc++++=and
leave ^vb++++=leave
the ^ati++++=the
train ^nn++++=train
to ^to++++=to
go ^vbi++++=go
direct ^jj++++=direct
to ^in++++=to
the ^ati++++=the
ball ^nn++++=ball
grounds ^nns++++=grounds
without ^in++++=without
time ^nn++++=time
for ^in++++=for
lunch ^nn++++=lunch.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
tired ^jj+++xvbn+=tired,
, ^zz++++=EXTRAWORD
dusty ^jj++++=dusty-eyed,
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
peevish ^jj+atrb+++=peevish
crowd ^nn++++=crowd
of ^in++++=of
ball ^nn++++=ball
players ^nns+nom+++=players
that ^tht+rel+subj++=that
climbed ^vprf+++xvbn+=climbed
into ^in++++=into
a ^at++++=a
waiting ^jj+atrb++xvbg+=waiting
bus ^nn++++=bus
at ^in++++=at
the ^ati++++=the
little ^ap++++=little
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+aux++=had
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
of ^in++++=of
Guelph ^np+++??+=Guelph;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
did ^vbd+dod+aux++=did
not ^xnot++not++=not
care ^vb+vprv+++=care
anything ^pn++++=anything
about ^in++++=about
Rube ^np+++??+=Rube
baseball ^nn++++=baseball
teams ^nns++++=teams.
. ^zz++++=EXTRAWORD
Baseball ^np+++??+=Baseball
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
play ^vb++++=play
to ^in++++=to
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
hardest ^jjt++++=hardest
kind ^rb++++=kind
of ^rb"++++=of
work ^nn++++=work,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
all ^abn++++=all
things ^nns++++=things
an ^at++++=an
exhibition ^nn+nom+++=exhibition
game ^nn++++=game
was ^vbd+bedz+vrb++=was
an ^at++++=an
abomination ^nn+nom+++=abomination.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Guelph ^np+++??+=Guelph
players ^nns+nom+++=players,
, ^zz++++=EXTRAWORD
strapping ^jj+atrb+++=strapping
lads ^nns++++=lads,
, ^zz++++=EXTRAWORD
met ^j+++xvbn+=met
us ^pp1o+pp1+++=us
with ^in++++=with
every ^at++++=every
mark ^nn++++=mark
of ^in++++=of
respect ^nn++++=respect
and ^cc++++=and
courtesy ^nn++++=courtesy
and ^cc++++=and
escorted ^vbd+++xvbn+=escorted
us ^pp1o+pp1+++=us
to ^in++++=to
the ^ati++++=the
field ^nn++++=field
with ^in++++=with
a ^at++++=a
brass ^nn++++=brass
band ^nn++++=band
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
loud ^jj+pred+++=loud
in ^in++++=in
welcome ^nn++++=welcome,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
not ^xnot++not++=not
harmonious ^jj++++=harmonious
in ^in++++=in
tune ^nn++++=tune.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
500 ^cd++++=500
men ^nns++++=men
and ^cc++++=and
boys ^nns++++=boys
trotted ^vbd+++xvbn+=trotted
curiously ^rb++++=curiously
along ^in++++=along
with ^in"++++=with
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
the ^ati++++=the
world ^nn++++=world
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
bus ^nn++++=bus
were ^vbd+bed+vrb++=were
a ^at++++=a
circus ^nn++++=circus
parade ^vb++++=parade
cage ^nn++++=cage
filled ^vbd+++xvbn+=filled
with ^in++++=with
striped ^jj+atrb+++=striped
tigers ^nn++++=tigers.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
rustic ^jj+atrb+++=rustic,
, ^zz++++=EXTRAWORD
motley ^jj+atrb+++=motley
crowd ^nn++++=crowd
massed ^jj++++=massed
about ^in++++=about
in ^in++++=in
and ^cc++++=and
on ^in++++=on
that ^dt+dem+++=that
ball ^nn++++=ball
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
10,000 ^cd++++=10,000.
. ^zz++++=EXTRAWORD
The ^ati++++=The
audience ^nn+nom+++=audience
was ^vbd+bedz+vrb++=was
strange ^jj+pred+++=strange
to ^in++++=to
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
half ^abn++++=half-breeds,
- ^zz++++=EXTRAWORD
breeds ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
French ^jj++++=French-Canadians;
- ^zz++++=EXTRAWORD
canadians ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
the ^ati++++=the
huge ^jj++++=huge,
, ^zz++++=EXTRAWORD
hulking ^jj+atrb++xvbg+=hulking,
, ^zz++++=EXTRAWORD
bearded ^jj+atrb+++=bearded
farmers ^nns+nom+++=farmers
or ^cc++++=or
traders ^nns+nom+++=traders,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
trappers ^nns+nom+++=trappers,
, ^zz++++=EXTRAWORD
whatever ^nn+nom+++=whatever
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
new ^jj+pred+++=new
to ^in++++=to
our ^pp$+pp1+++=our
baseball ^nn++++=baseball
experience ^nn+nom+++=experience.
. ^zz++++=EXTRAWORD
The ^ati++++=The
players ^nns+nom+++=players
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
earned ^j+++xvbn+=earned
the ^ati++++=the
largest ^nn++++=largest
share ^vb++++=share
of ^in++++=of
our ^pp$+pp1+++=our
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
practiced ^vprf+++xvbnx+=practiced
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
we ^pp1a+pp1+++=we
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Merritt ^np+++??+=Merritt
and ^cc++++=and
Merritt ^np+++??+=Merritt
looked ^vbd+++xvbn+=looked
at ^rb++++=at
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
long ^jj++++=long,
, ^zz++++=EXTRAWORD
powerful ^jj++++=powerful,
, ^zz++++=EXTRAWORD
big ^jj++++=big-handed
- ^zz++++=EXTRAWORD
handed ^xvbn+++xvbn+=EXTRAWORD
lads ^nns++++=lads
evidently ^rb++++=evidently
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
the ^ati++++=the
difference ^nn+nom+++=difference
between ^in++++=between
lacrosse ^nn+++??+=lacrosse
and ^cc++++=and
baseball ^nn++++=baseball;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
quick ^jj+pred+++=quick
as ^ql++++=as
cats ^nns++++=cats
on ^in++++=on
their ^pp$+pp3+++=their
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
scooped ^vbd+++xvbnx+=scooped
up ^rp++++=up
the ^ati++++=the
ball ^nn++++=ball
in ^in++++=in
a ^at++++=a
way ^nn++++=way
wonderful ^jj++++=wonderful
to ^to+jcmp+++=to
see ^vbi+vprv+++=see.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
throw! ^nn+++??+=throw!--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
made ^vbd+++xvbn+=made
a ^at++++=a
professional ^jj+atrb+++=professional's
's ^vbz+bez+vrb++0=EXTRAWORD
heart ^nn++++=heart
swell ^nn++++=swell
just ^rb+emph+++=just
to ^to++++=to
see ^vbi+vprv+++=see
them ^pp3o+pp3+++=them
line ^nn++++=line
the ^ati++++=the
ball ^nn++++=ball
across ^in+pl+++=across
the ^ati++++=the
diamond ^nn++++=diamond.
. ^zz++++=EXTRAWORD
` ^zz++++=``Lord!
` ^zz++++=EXTRAWORD
lord ^npt++++=EXTRAWORD
! ^zz++++=EXTRAWORD
what ^wdt+who+++=what
whips ^nns++++=whips
these ^dt+dem+++=these
lads ^nns++++=lads
have! ^nn+++??+=have!''
'' ^nn+++??+=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Merritt ^np+++??+=Merritt.
. ^zz++++=EXTRAWORD
` ^zz++++=``Hope
` ^zz++++=EXTRAWORD
hope ^nn++++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
not ^xnot++not++=not
up ^in+cmpx+++=up
against ^in"++++=against
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
this ^dt+dem+++=this
team ^nn++++=team
should ^md+nec+++=should
beat ^vb+++xvbn+=beat
us ^pp1o+pp1+++=us
we ^pp1a+pp1+++=we
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
draw ^vb++++=draw
a ^at++++=a
handful ^nn+nom+++=handful
at ^in++++=at
Toronto ^np++++=Toronto.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
afford ^vb++++=afford
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
beaten ^vpsv++agls+xvbnx+=beaten.
. ^zz++++=EXTRAWORD
Jump ^nn++++=Jump
around ^rp++++=around
and ^cc++++=and
cinch ^nn+++??+=cinch
the ^ati++++=the
game ^nn++++=game
quick ^jj++++=quick.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
get ^vb++++=get
in ^rb+phrv+++=in
a ^at++++=a
bad ^jj+atrb+++=bad
place ^nn++++=place,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
sneak ^vb++++=sneak
in ^in++++=in
the ^ati++++=the
` ^zz++++=`rabbit.'
rabbit ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++=''
' ^zz++++=EXTRAWORD
The ^ati++++=The
` ^zz++++=``rabbit''
` ^zz++++=EXTRAWORD
rabbit ^nn++++=EXTRAWORD
'' ^nn+++??+=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
baseball ^nn++++=baseball
similar ^jj++++=similar
in ^in++++=in
appearance ^nn+nom+++=appearance
to ^to+vcmp+++=to
the ^ati++++=the
ordinary ^jj+atrb+++=ordinary
league ^nn++++=league
ball ^nn++++=ball;
; ^zz++++=EXTRAWORD
under ^in++++=under
its ^pp$+it+++=its
horsehide ^nn+++??+=horsehide
cover ^nn++++=cover,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
remarkably ^rb++++=remarkably
different ^jj+pred+++=different.
. ^zz++++=EXTRAWORD
An ^at++++=An
ingenious ^jj+atrb+++=ingenious
fan ^nn++++=fan,
, ^zz++++=EXTRAWORD
a ^at++++=a
friend ^nn++++=friend
of ^in++++=of
