They ^pp3a+pp3+++=They
overlooked ^vpsv++by+xvbnx+=overlooked
by ^in++++=by
the ^ati++++=the
census ^nn++++=census
and ^cc++++=and
ignored ^vpsv++by+xvbn+=ignored
by ^in++++=by
the ^ati++++=the
tax ^nn++++=tax
collector ^nn++++=collector,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
in ^in++++=in
a ^at++++=a
hotly ^rb++++=hotly-contested
- ^zz++++=EXTRAWORD
contested ^vbd+++xvbn+=EXTRAWORD
election ^nn+nom+++=election
for ^in++++=for
sheriff ^nn++++=sheriff,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
even ^rb++++=even
the ^ati++++=the
head ^nn++++=head-boards
- ^zz++++=EXTRAWORD
boards ^nns++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
scant ^jj+atrb+++=scant
cemetery ^nn+nom+++=cemetery
were ^vbd+bed+aux++=were
consulted ^vpsv++agls+xvbnx+=consulted
to ^to++++=to
fill ^vbi++++=fill
the ^ati++++=the
poll ^nn++++=poll-lists,
- ^zz++++=EXTRAWORD
lists ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
discovered ^vpsv++agls+xvbnx+=discovered
that ^tht+vcmp+++=that
neither ^dt++neg++=neither
candidate ^nn+nom+++=candidate
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
fit ^jj++++=fit
to ^to+jcmp+++=to
avail ^vbi++++=avail
himself ^ppl+pp3+++=himself
of ^in++++=of
his ^pp$+pp3+++=his
actual ^jj+atrb+++=actual
vote ^nn++++=vote.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
debarred ^vpsv++agls+xvbnx+=debarred
the ^ati++++=the
rude ^jj+atrb+++=rude
heraldry ^nn++++=heraldry
of ^in++++=of
a ^at++++=a
nickname ^nn++++=nickname
of ^in++++=of
achievement ^nn+nom+++=achievement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
camp ^npl++++=camp
made ^vbd+++xvbn+=made
up ^rp++++=up
of ^in++++=of
" ^zz++++="Euchre
euchre ^nn+++??+=EXTRAWORD
Bills ^nns++++=Bills,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Poker
poker ^nn++++=EXTRAWORD
Dicks ^np+++??+=Dicks,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Profane
profane ^jj+atrb+++=EXTRAWORD
Pete ^np++++=Pete,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="Snap-shot
snap ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
shot ^xvbn+++xvbn+=EXTRAWORD
Harry ^np++++=Harry,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
known ^vpsv++agls+xvbnx+=known
vaguely ^rb++++=vaguely
as ^in++++=as
" ^zz++++="him,"
him ^pp3o+pp3+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Skeesicks,"
skeesicks ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
coot ^nn++++=coot."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
remembered ^vpsv++agls+xvbnx+=remembered
long ^rb++++=long
after ^in+strn+++=after,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
feeling ^jj+++xvbg+=feeling
of ^in++++=of
superstition ^nn+nom+++=superstition,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
never ^rb++++=never
even ^cs+sub+++=even
met ^vprf+++xvbn+=met
with ^in+ppvb+++=with
the ^ati++++=the
dignity ^nn+nom+++=dignity
of ^in++++=of
an ^at++++=an
accident ^nn++++=accident,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
received ^vbd+++xvbn+=received
the ^ati++++=the
fleeting ^jj+atrb+++=fleeting
honor ^nn++++=honor
of ^in++++=of
a ^at++++=a
chance ^nn++++=chance
shot ^vbd+++xvbn+=shot
meant ^vbd+vprv++xvbn+=meant
for ^in++++=for
somebody ^pn++++=somebody
else ^rb+cnj+++=else
in ^in++++=in
any ^dti++++=any
of ^in++++=of
the ^ati++++=the
liberal ^jj++++=liberal
and ^cc++++=and
broadly ^rb+down+++=broadly
comprehensive ^jj+atrb+++=comprehensive
encounters ^nns+nom+++=encounters
which ^whp+rel+subj++=which
distinguished ^vbd+++xvbn+=distinguished
the ^ati++++=the
camp ^nn++++=camp.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
inundation ^nn+nom+++=inundation
that ^tht+rel+subj++=that
finally ^rb++++=finally
carried ^vbd+++xvbn+=carried
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
partly ^rb+down+splt++=partly
anticipated ^vpsv++by+xvbnx+=anticipated
by ^in++++=by
his ^pp$+pp3+++=his
passive ^jj+atrb+++=passive
incompetency ^nn+++??+=incompetency,
, ^zz++++=EXTRAWORD
for ^in++++=for
while ^cs+sub+++=while
the ^ati++++=the
others ^aps++++=others
escaped ^jj+++xvbn+=escaped--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
were ^vbd+bed+aux++=were
drowned ^vpsv++agls+xvbnx+=drowned
in ^in++++=in
escaping ^xvbg+++xvbg+=escaping--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
calmly ^rb++++=calmly
floated ^vbd+++xvbn+=floated
off ^in+pl+++=off
on ^in++++=on
his ^pp$+pp3+++=his
plank ^nn++++=plank
without ^in++++=without
an ^at++++=an
opposing ^jj+atrb++xvbg+=opposing
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
For ^in++++=For
all ^abn++++=all
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Elijah ^np++++=Elijah
Martin ^np++++=Martin--which
-- ^--+clp+++=EXTRAWORD
which ^wdt+who+whq++=EXTRAWORD
was ^vbd+bedz+aux++=was
his ^pp$+pp3+++=his
real ^jj+atrb+++=real
name ^nn++++=name--was
-- ^--+clp+++=EXTRAWORD
was ^vbd+bedz+aux++=EXTRAWORD
far ^rb+pl+splt++=far
from ^rb"++++=from
being ^vbg+beg++xvbg+=being
unamiable ^jj++++=unamiable
or ^cc+phrs+++=or
repellent ^jj++++=repellent.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
cowardly ^jj+pred+++=cowardly,
, ^zz++++=EXTRAWORD
untruthful ^jj++++=untruthful,
, ^zz++++=EXTRAWORD
selfish ^jj++++=selfish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lazy ^jj++++=lazy,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
undoubtedly ^rb++++=undoubtedly
the ^ati++++=the
fact ^nn++++=fact;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
peculiar ^jj+atrb+++=peculiar
misfortune ^nn++++=misfortune
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
frankness ^nns+nom+++=frankness,
, ^zz++++=EXTRAWORD
generosity ^nn+nom+++=generosity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
activity ^nn+nom+++=activity
were ^vbd+bed+vrb++=were
the ^ati++++=the
dominant ^jj+atrb+++=dominant
factors ^nns++++=factors
in ^in++++=in
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
Redwood ^np+++??+=Redwood
Camp ^nn++++=Camp.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
submissive ^jj+atrb+++=submissive
gentleness ^nns+nom+++=gentleness,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
unquestioned ^jj+atrb+++=unquestioned
modesty ^nn++++=modesty,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
half ^nn++++=half
refinement ^nn+nom+++=refinement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
amiable ^jj+atrb+++=amiable
exterior ^nn++++=exterior
consequently ^rb+cnj+++=consequently
availed ^jj+++xvbn+=availed
him ^pp3o+pp3+++=him
nothing ^pn++++=nothing
against ^in++++=against
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
missed ^vpsv++agls+xvbnx+=missed
during ^in++++=during
a ^at++++=a
raid ^nn++++=raid
of ^in++++=of
the ^ati++++=the
Digger ^nn++++=Digger
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lied ^vpsv++agls+xvbn+=lied
to ^in++++=to
account ^nn++++=account
for ^in++++=for
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
lost ^vbd+++xvbnx+=lost
his ^pp$+pp3+++=his
right ^nn++++=right
to ^to+ncmp+++=to
a ^at++++=a
gold ^nn++++=gold
discovery ^nn+nom+++=discovery
by ^in++++=by
failing ^vb+nom++xvbg+=failing
to ^to+vcmp+++=to
make ^vbi++++=make
it ^pp3+it+++=it
good ^jj++++=good
against ^in++++=against
a ^at++++=a
bully ^nn++++=bully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
selfishly ^rb++++=selfishly
kept ^vbd+++xvbn+=kept
this ^dt+dem+++=this
discovery ^nn+nom+++=discovery
from ^in++++=from
the ^ati++++=the
knowledge ^nn++++=knowledge
of ^in++++=of
the ^ati++++=the
camp ^nn++++=camp.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
this ^dt+dem+++=this
weakness ^nns+nom+++=weakness
awakened ^vbd+++xvbn+=awakened
no ^at++++=no
animosity ^nn+nom+++=animosity
in ^in++++=in
his ^pp$+pp3+++=his
companions ^nns++++=companions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
probable ^jj+pred+++=probable
that ^tht+jcmp+++=that
the ^ati++++=the
indifference ^nn+nom+++=indifference
of ^in++++=of
the ^ati++++=the
camp ^nn++++=camp
to ^in++++=to
his ^pp$+pp3+++=his
fate ^nn++++=fate
in ^in++++=in
this ^dt+dem+++=this
final ^jj+atrb+++=final
catastrophe ^nn++++=catastrophe
came ^vbd+++xvbn+=came
purely ^rb++++=purely
from ^in++++=from
a ^at++++=a
simple ^jj+atrb+++=simple
forgetfulness ^nns+nom+++=forgetfulness
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+obj++=who
at ^rb++++=at
that ^dt+dem+++=that
supreme ^jj+atrb+++=supreme
moment ^nn++++=moment
was ^vbd+bedz+vrb++=was
weakly ^rb++++=weakly
incapable ^jj+pred+++=incapable.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
was ^vbd+bedz+vrb++=was
the ^ati++++=the
reputation ^nn+nom+++=reputation
and ^cc++++=and
such ^abl++++=such
the ^ati++++=the
antecedents ^nns++++=antecedents
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
15 ^cd++++=15
th ^zz++++=th
of ^in++++=of
March ^nn++++=March,
, ^zz++++=EXTRAWORD
1856 ^cd+date+++=1856,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
himself ^ppl+pp3+++=himself
adrift ^rb++++=adrift
in ^in++++=in
a ^at++++=a
swollen ^jj++++=swollen
tributary ^jj++++=tributary
of ^in++++=of
the ^ati++++=the
Minyo ^np+++??+=Minyo.
. ^zz++++=EXTRAWORD
A ^at++++=A
spring ^vb++++=spring
freshet ^nn+++??+=freshet
of ^in++++=of
unusual ^jj+atrb+++=unusual
volume ^nn++++=volume
had ^vb+hv+vrb++=had
flooded ^jj++++=flooded
the ^ati++++=the
adjacent ^jj+atrb+++=adjacent
river ^nn++++=river
until ^in++++=until,
, ^zz++++=EXTRAWORD
bursting ^jj+++xvbg+=bursting
its ^pp$+it+++=its
bounds ^nns++++=bounds,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
escaped ^vbd+++xvbn+=escaped
through ^in++++=through
the ^ati++++=the
narrow ^jj++++=narrow,
, ^zz++++=EXTRAWORD
wedge ^nn++++=wedge-shaped
- ^zz++++=EXTRAWORD
shaped ^vwbn+++xvbn+=EXTRAWORD
valley ^npl++++=valley
that ^tht+rel+subj++=that
held ^vbn+vprv++xvbn+=held
Redwood ^np+++??+=Redwood
Camp ^nn++++=Camp.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
day ^nn++++=day
and ^cc++++=and
night ^nn++++=night
the ^ati++++=the
surcharged ^jj+++xvbn+=surcharged
river ^npl++++=river
poured ^vbd+++xvbn+=poured
half ^abn++++=half
its ^pp$+it+++=its
waters ^nns++++=waters
through ^in++++=through
the ^ati++++=the
straggling ^jj+atrb+++=straggling
camp ^nn++++=camp.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
that ^dt+dem+++=that
time ^nn++++=time
every ^at++++=every
vestige ^nn+++??+=vestige
of ^in++++=of
the ^ati++++=the
little ^jj+atrb+++=little
settlement ^nn+nom+++=settlement
was ^vbd+bedz+aux++=was
swept ^vpsv++agls+xvbnx+=swept
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
all ^abn++++=all
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
was ^vbd+bedz+aux++=was
scattered ^vpsv++agls+xvbnx+=scattered
far ^rb+pl+++=far
and ^cc++++=and
wide ^jj++++=wide
in ^in++++=in
the ^ati++++=the
country ^nn++++=country,
, ^zz++++=EXTRAWORD
caught ^j+++xvbn+=caught
in ^in++++=in
the ^ati++++=the
hanging ^jj+atrb++xvbg+=hanging
branches ^nns++++=branches
of ^in++++=of
water ^nn++++=water-side
- ^zz++++=EXTRAWORD
side ^nn++++=EXTRAWORD
willows ^nns++++=willows
and ^cc++++=and
alders ^nn++++=alders,
, ^zz++++=EXTRAWORD
embayed ^j+++xvbn+=embayed
in ^in++++=in
sluggish ^jj+atrb+++=sluggish
pools ^nns++++=pools,
, ^zz++++=EXTRAWORD
dragged ^j+++xvbn+=dragged
over ^in++++=over
submerged ^vbd+++xvbn+=submerged
meadows ^npl++++=meadows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
fragment ^nn+nom+++=fragment--bearing
-- ^--+clp+++=EXTRAWORD
bearing ^vbg+++xvbg+=EXTRAWORD
up ^rp++++=up
Elijah ^np++++=Elijah
Martin ^np++++=Martin--pursuing
-- ^--+clp+++=EXTRAWORD
pursuing ^vbg+++xvbg+=EXTRAWORD
the ^ati++++=the
devious ^jj+atrb+++=devious
courses ^nns++++=courses
of ^in++++=of
an ^at++++=an
unknown ^jj++++=unknown
tributary ^jj++++=tributary
fifty ^cd++++=fifty
miles ^nns++++=miles
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
he ^pp3a+pp3+++=he
been ^vb+vbd+vrb+xvbnx+=been
a ^at++++=a
rash ^nn++++=rash,
, ^zz++++=EXTRAWORD
impatient ^jj+atrb+++=impatient
man ^nn++++=man,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
speedily ^rb++++=speedily
drowned ^jj+++xvbn+=drowned
in ^in++++=in
some ^dti++++=some
earlier ^jjr+atrb+++=earlier
desperate ^jj+atrb+++=desperate
attempt ^nn++++=attempt
to ^to+ncmp+++=to
reach ^vbi++++=reach
the ^ati++++=the
shore ^nn++++=shore;
; ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
he ^pp3a+pp3+++=he
been ^vb+vbd+vrb+xvbnx+=been
an ^at++++=an
ordinary ^jj+atrb+++=ordinary
bold ^jj+atrb+++=bold
man ^nn++++=man,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
succeeded ^vprf+++xvbnx+=succeeded
in ^in++++=in
transferring ^xvbg+++xvbg+=transferring
himself ^ppl+pp3+++=himself
to ^in++++=to
the ^ati++++=the
branches ^nns++++=branches
of ^in++++=of
some ^dti++++=some
obstructing ^jj+atrb++xvbg+=obstructing
tree ^nn++++=tree;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
clung ^vbd+++xvbnx+=clung
to ^in++++=to
his ^pp$+pp3+++=his
broken ^jj+atrb++xvbn+=broken
raft ^nn++++=raft-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
berth ^nn+++??+=berth
with ^in++++=with
an ^at++++=an
endurance ^nn+nom+++=endurance
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
half ^abn++++=half
the ^ati++++=the
paralysis ^nn++++=paralysis
of ^in++++=of
terror ^nn++++=terror
and ^cc++++=and
half ^nn++++=half
the ^ati++++=the
patience ^nn+nom+++=patience
of ^in++++=of
habitual ^jj+atrb+++=habitual
misfortune ^nn++++=misfortune.
. ^zz++++=EXTRAWORD
Eventually ^rb+tm+++=Eventually
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
caught ^vpsv++agls+xvbnx+=caught
in ^in++++=in
a ^at++++=a
side ^nn++++=side
current ^nn++++=current,
, ^zz++++=EXTRAWORD
swept ^xvbn+++xvbn+=swept
to ^in++++=to
the ^ati++++=the
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cast ^nn+++xvbn+=cast
ashore ^rb+pl+++=ashore
on ^in++++=on
an ^at++++=an
unexplored ^jj+++xvbn+=unexplored
wilderness ^nns+nom+++=wilderness.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
first ^od++++=first
consciousness ^nns+nom+++=consciousness
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
hunger ^nn++++=hunger
that ^tht+rel+subj++=that
usurped ^vbd+++xvbn+=usurped
any ^dti++++=any
sentiment ^nn+nom+++=sentiment
of ^in++++=of
gratitude ^nn++++=gratitude
for ^in++++=for
his ^pp$+pp3+++=his
escape ^nn++++=escape
from ^in++++=from
drowning ^xvbg+++xvbg+=drowning.
. ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^ql++++=as
his ^pp$+pp3+++=his
cramped ^xvbn+++xvbn+=cramped
limbs ^nns++++=limbs
permitted ^vbd+++xvbn+=permitted,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
crawled ^vprf+++xvbn+=crawled
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
bushes ^nns++++=bushes
in ^in++++=in
search ^in"++++=search
of ^in"++++=of
food ^nn++++=food.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
sign ^nn++++=sign
of ^in++++=of
habitation ^nn+nom+++=habitation--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
even ^rb++++=even
occupation ^nn+nom+++=occupation--anywhere.
-- ^--+clp+++=EXTRAWORD
anywhere ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
too ^ql++++=too
terrified ^vprf+++xvbn+=terrified
to ^in++++=to
notice ^nn++++=notice
the ^ati++++=the
direction ^nn+nom+++=direction
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
drifted ^vprf+++xvbnx+=drifted--even
-- ^--+clp+++=EXTRAWORD
even ^cs+sub+++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
possessed ^vprf+++xvbnx+=possessed
the ^ati++++=the
ordinary ^jj+atrb+++=ordinary
knowledge ^nn++++=knowledge
of ^in++++=of
a ^at++++=a
backwoodsman ^nn+nom+++=backwoodsman,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
helpless ^jj+pred+++=helpless.
. ^zz++++=EXTRAWORD
In ^in++++=In
his ^pp$+pp3+++=his
bewildered ^jj+atrb++xvbn+=bewildered
state ^nn++++=state,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
a ^at++++=a
squirrel ^nn++++=squirrel
cracking ^vwbg+++xvbg+=cracking
a ^at++++=a
nut ^nn++++=nut
on ^in++++=on
the ^ati++++=the
branch ^nn++++=branch
of ^in++++=of
a ^at++++=a
hollow ^jj+atrb+++=hollow
tree ^nn++++=tree
near ^rb++++=near
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
a ^at++++=a
half ^abn++++=half-frenzied
- ^zz++++=EXTRAWORD
frenzied ^jj+atrb+++=EXTRAWORD
dart ^nn++++=dart
at ^in++++=at
the ^ati++++=the
frightened ^jj+atrb++xvbn+=frightened
animal ^nn++++=animal,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
ran ^vbd+++xvbn+=ran
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
same ^ap++++=same
association ^nn+nom+++=association
of ^in++++=of
ideas ^nns++++=ideas
in ^in++++=in
his ^pp$+pp3+++=his
torpid ^nn+++??+=torpid
and ^cc++++=and
confused ^jj+atrb++xvbn+=confused
brain ^nn++++=brain
impelled ^vwbn+++xvbn+=impelled
him ^pp3o+pp3+++=him
to ^to++++=to
search ^vbi++++=search
for ^in++++=for
the ^ati++++=the
squirrel ^nn++++=squirrel's
's ^$++++=EXTRAWORD
hoard ^nn+++??+=hoard
in ^in++++=in
the ^ati++++=the
hollow ^nn++++=hollow
of ^in++++=of
the ^ati++++=the
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ate ^vbd+++xvbnx+=ate
the ^ati++++=the
few ^ap++++=few
hazel ^np++++=hazel-nuts
