By ^in++++=BY
named ^j+++xvbn+=named
Don ^np++++=Don
Munio ^np+++??+=Munio
Sancho ^np++++=Sancho
de ^&fw++++=de
Hinojosa ^np+++??+=Hinojosa,
, ^zz++++=EXTRAWORD
lord ^npt++++=lord
of ^in++++=of
a ^at++++=a
border ^nn++++=border
castle ^nn++++=castle,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
the ^ati++++=the
brunt ^nn++++=brunt
of ^in++++=of
many ^ap++++=many
a ^at++++=a
Moorish ^np+++??+=Moorish
foray ^nn++++=foray.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
seventy ^cd++++=seventy
horsemen ^nns++++=horsemen
as ^in++++=as
his ^pp$+pp3+++=his
household ^nn++++=household
troops ^nns++++=troops,
, ^zz++++=EXTRAWORD
all ^abn++++=all
of ^in++++=of
the ^ati++++=the
ancient ^jj+atrb+++=ancient
Castilian ^nn++++=Castilian
proof ^nn++++=proof;
; ^zz++++=EXTRAWORD
stark ^jj+atrb+++=stark
warriors ^nns++++=warriors,
, ^zz++++=EXTRAWORD
hard ^jj+atrb+++=hard
riders ^nns++++=riders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
men ^nns++++=men
of ^in++++=of
iron ^nn++++=iron;
; ^zz++++=EXTRAWORD
with ^in++++=with
these ^dt+dem+++=these
he ^pp3a+pp3+++=he
scoured ^jj++++=scoured
the ^ati++++=the
Moorish ^np+++??+=Moorish
lands ^nns++++=lands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
his ^pp$+pp3+++=his
name ^nn++++=name
terrible ^jj++++=terrible
throughout ^in++++=throughout
the ^ati++++=the
borders ^nns+nom+++=borders.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
castle ^nn++++=castle
hall ^npl++++=hall
was ^vbd+bedz+aux++=was
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
banners ^nns+nom+++=banners,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
scimitars ^nns++++=scimitars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Moslem ^jj+atrb+++=Moslem
helms ^nns+++??+=helms,
, ^zz++++=EXTRAWORD
the ^ati++++=the
trophies ^nns+++??+=trophies
of ^in++++=of
his ^pp$+pp3+++=his
prowess ^nns+nom+++=prowess.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
Munio ^np+++??+=Munio
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
moreover ^nn+nom+++=moreover,
, ^zz++++=EXTRAWORD
a ^at++++=a
keen ^jj+atrb+++=keen
huntsman ^nn+nom+++=huntsman;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rejoiced ^vpsv++agls+xvbn+=rejoiced
in ^in++++=in
hounds ^nns++++=hounds
of ^in++++=of
all ^abn++++=all
kinds ^nns++++=kinds,
, ^zz++++=EXTRAWORD
steeds ^nns++++=steeds
for ^in++++=for
the ^ati++++=the
chase ^nn++++=chase,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hawks ^nns+++??+=hawks
for ^in++++=for
the ^ati++++=the
towering ^jj+atrb++xvbg+=towering
sport ^nn++++=sport
of ^in++++=of
falconry ^nn++++=falconry.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
not ^xnot++not++=not
engaged ^vbd+++xvbn+=engaged
in ^in++++=in
warfare ^nn++++=warfare,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
delight ^nn++++=delight
was ^vbd+bedz+aux++=was
to ^to++++=to
beat ^vb+++xvbn+=beat
up ^rp++++=up
the ^ati++++=the
neighboring ^jj+atrb+++=neighboring
forests ^nns++++=forests;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
scarcely ^rb+down+++=scarcely
ever ^rb++++=ever
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
ride ^vb++++=ride
forth ^np++++=forth,
, ^zz++++=EXTRAWORD
without ^in++++=without
hound ^nn++++=hound
and ^cc++++=and
horn ^nn++++=horn,
, ^zz++++=EXTRAWORD
a ^at++++=a
boar ^nn++++=boar-spear
- ^zz++++=EXTRAWORD
spear ^nn++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
hawk ^nn+++??+=hawk
upon ^in++++=upon
his ^pp$+pp3+++=his
fist ^nn++++=fist,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
attendant ^nn+nom+++=attendant
train ^nn++++=train
of ^in++++=of
huntsmen ^nn++++=huntsmen.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
Donna ^np+++??+=Donna
Maria ^&fw++++=Maria
Palacin ^np+++??+=Palacin,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
of ^in++++=of
a ^at++++=a
gentle ^jj+atrb+++=gentle
and ^cc+phrs+++=and
timid ^jj+atrb+++=timid
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
little ^ap++++=little
fitted ^jj+++xvbn+=fitted
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
spouse ^nn++++=spouse
of ^in++++=of
so ^ql++++=so
hardy ^np++++=hardy
and ^cc++++=and
adventurous ^jj++++=adventurous
a ^at++++=a
knight ^nn++++=knight;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
a ^at++++=a
tear ^nn++++=tear
did ^vbd+dod+vrb++=did
the ^ati++++=the
poor ^jj+atrb+++=poor
lady ^npt++++=lady
shed ^vbd+++xvbn+=shed,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
sallied ^vbd+++xvbnx+=sallied
forth ^np++++=forth
upon ^in++++=upon
his ^pp$+pp3+++=his
daring ^jj+atrb++xvbg+=daring
enterprises ^nns++++=enterprises,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
a ^at++++=a
prayer ^nn++++=prayer
did ^vbd+dod+vrb++=did
she ^pp3a+pp3+++=she
offer ^nn++++=offer
up ^rp++++=up
for ^in++++=for
his ^pp$+pp3+++=his
safety ^nn++++=safety.
. ^zz++++=EXTRAWORD
As ^ql++++=As
this ^dt+dem+++=this
doughty ^jj+atrb+++=doughty
cavalier ^np+nom+++=cavalier
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
day ^nn++++=day
hunting ^vwbg+++xvbg+=hunting,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stationed ^vbd+++xvbnx+=stationed
himself ^ppl+pp3+++=himself
in ^in++++=in
a ^at++++=a
thicket ^nn++++=thicket,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
borders ^nns+nom+++=borders
of ^in++++=of
a ^at++++=a
green ^jj+atrb+++=green
glade ^nn++++=glade
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dispersed ^vbd+++xvbn+=dispersed
his ^pp$+pp3+++=his
followers ^nns+nom+++=followers
to ^to++++=to
rouse ^vbi++++=rouse
the ^ati++++=the
game ^nn++++=game,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drive ^nn++++=drive
it ^pp3+it+++=it
toward ^in++++=toward
his ^pp$+pp3+++=his
stand ^nn++++=stand.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
here ^rn+pl+++=here
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
cavalcade ^nn+++??+=cavalcade
of ^in++++=of
Moors ^nn++++=Moors,
, ^zz++++=EXTRAWORD
of ^in++++=of
both ^abx++++=both
sexes ^nns++++=sexes,
, ^zz++++=EXTRAWORD
came ^jj+atrb++xvbn+=came
prankling ^nn+nom+++=prankling
over ^in++++=over
the ^ati++++=the
forest ^nn++++=forest
lawn ^nn++++=lawn.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
unarmed ^jj+pred+++=unarmed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
magnificently ^rb++++=magnificently
dressed ^vbd+++xvbn+=dressed
in ^in++++=in
robes ^nns++++=robes
of ^in++++=of
tissue ^nn++++=tissue
and ^cc++++=and
embroidery ^nn+nom+++=embroidery,
, ^zz++++=EXTRAWORD
rich ^jj+atrb+++=rich
shawls ^nns+++??+=shawls
of ^in++++=of
India ^np++++=India,
, ^zz++++=EXTRAWORD
bracelets ^nns+nom+++=bracelets
and ^cc++++=and
anklets ^nns+nom+++=anklets
of ^in++++=of
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
jewels ^nns++++=jewels
that ^tht+rel+subj++=that
sparkled ^vbd+++xvbn+=sparkled
in ^in++++=in
the ^ati++++=the
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
this ^dt+dem+++=this
gay ^jj+atrb+++=gay
cavalcade ^nn+++??+=cavalcade,
, ^zz++++=EXTRAWORD
rode ^j+++xvbn+=rode
a ^at++++=a
youthful ^jj+atrb+++=youthful
cavalier ^np+nom+++=cavalier,
, ^zz++++=EXTRAWORD
superior ^jj++++=superior
to ^in++++=to
the ^ati++++=the
rest ^nn++++=rest
in ^in++++=in
dignity ^nn+nom+++=dignity
and ^cc++++=and
loftiness ^nns+nom+++=loftiness
of ^in++++=of
demeanor ^nn++++=demeanor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
splendor ^nn++++=splendor
of ^in++++=of
attire ^nn++++=attire;
; ^zz++++=EXTRAWORD
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
was ^vbd+bedz+vrb++=was
a ^at++++=a
damsel ^nn++++=damsel,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
veil ^nn++++=veil,
, ^zz++++=EXTRAWORD
blown ^j+++xvbn+=blown
aside ^rp++++=aside
by ^in++++=by
the ^ati++++=the
breeze ^nn++++=breeze,
, ^zz++++=EXTRAWORD
displayed ^j+++xvbn+=displayed
a ^at++++=a
face ^nn++++=face
of ^in++++=of
surpassing ^jj+atrb+++=surpassing
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
eyes ^nns++++=eyes
cast ^vbd+++xvbn+=cast
down ^rp++++=down
in ^in++++=in
maiden ^jjb+atrb+++=maiden
modesty ^nn++++=modesty,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
beaming ^vbg+++xvbg+=beaming
with ^in++++=with
tenderness ^nns+nom+++=tenderness
and ^cc++++=and
joy ^nn++++=joy.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
Munio ^np+++??+=Munio
thanked ^vbd+++xvbn+=thanked
his ^pp$+pp3+++=his
stars ^nns++++=stars
for ^in++++=for
sending ^xvbg+++xvbg+=sending
him ^pp3o+pp3+++=him
such ^abl++++=such
a ^at++++=a
prize ^nn++++=prize,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
exulted ^jj+++xvbn+=exulted
at ^rb++++=at
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
bearing ^xvbg+++xvbg+=bearing
home ^nr++++=home
to ^in++++=to
his ^pp$+pp3+++=his
wife ^nn++++=wife
the ^ati++++=the
glittering ^jj+atrb+++=glittering
spoils ^nns++++=spoils
of ^in++++=of
these ^dt+dem+++=these
infidels ^nns+++??+=infidels.
. ^zz++++=EXTRAWORD
Putting ^vbg+++xvbg+=Putting
his ^pp$+pp3+++=his
hunting ^nvbg+++xvbg+=hunting-horn
- ^zz++++=EXTRAWORD
horn ^np++++=EXTRAWORD
to ^in++++=to
his ^pp$+pp3+++=his
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
a ^at++++=a
blast ^nn++++=blast
that ^tht+rel+subj++=that
rung ^vprf+++xvbn+=rung
through ^in++++=through
the ^ati++++=the
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
huntsmen ^jj+++xvbn+=huntsmen
came ^vbd+++xvbn+=came
running ^nvbg+++xvbg+=running
from ^in++++=from
all ^abn++++=all
quarters ^nns+nom+++=quarters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
astonished ^jj+atrb++xvbn+=astonished
Moors ^nn++++=Moors
were ^vbd+bed+aux++=were
surrounded ^vpsv++agls+xvbnx+=surrounded
and ^cc+phrs+++=and
made ^xvbn+++xvbn+=made
captives ^nns++++=captives.
. ^zz++++=EXTRAWORD
The ^ati++++=The
beautiful ^jj+atrb+++=beautiful
Moor ^npl++++=Moor
wrung ^vbd+++xvbn+=wrung
her ^pp$+pp3+++=her
hands ^nns++++=hands
in ^in++++=in
despair ^nn++++=despair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
female ^nn++++=female
attendants ^nns+nom+++=attendants
uttered ^vwbn+++xvbn+=uttered
the ^ati++++=the
most ^ql+emph+++=most
piercing ^jj+atrb++xvbg+=piercing
cries ^nns++++=cries.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
Moorish ^np+++??+=Moorish
cavalier ^np+nom+++=cavalier
alone ^rb++++=alone
retained ^vprf+++xvbn+=retained
self ^nn++++=self-possession.
- ^zz++++=EXTRAWORD
possession ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
inquired ^vbd+++xvbnx+=inquired
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
Christian ^jj+atrb+++=Christian
knight ^nn++++=knight,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
commanded ^vbd+vpub++xvbn+=commanded
this ^dt+dem+++=this
troop ^nn++++=troop
of ^in++++=of
horsemen ^nns++++=horsemen.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
told ^vbd+vpub++xvbn+=told
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Don ^npt++++=Don
Munio ^np+++??+=Munio
Sancho ^np++++=Sancho
de ^&fw++++=de
Hinojosa ^np+++??+=Hinojosa,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
countenance ^nn+nom+++=countenance
lighted ^vbd+++xvbn+=lighted
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Approaching ^vbg+++xvbg+=Approaching
that ^dt+dem+++=that
cavalier ^np+nom+++=cavalier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kissing ^vbg+++xvbg+=kissing
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
" ^zz++++="Don
don ^npt++++=EXTRAWORD
Munio ^np+++??+=Munio
Sancho ^np++++=Sancho,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
of ^in++++=of
your ^pp$+pp2+++=your
fame ^nn++++=fame
as ^in++++=as
a ^at++++=a
true ^jj++++=true
and ^cc++++=and
valiant ^np+nom+++=valiant
knight ^nn++++=knight,
, ^zz++++=EXTRAWORD
terrible ^jj++++=terrible
in ^in++++=in
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
schooled ^vpsv++agls+xvbn+=schooled
in ^in++++=in
the ^ati++++=the
noble ^jj+atrb+++=noble
virtues ^nns++++=virtues
of ^in++++=of
chivalry ^nn++++=chivalry.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
trust ^vb+vprv+++=trust
to ^to+vcmp+++=to
find ^vbi+vprv+tht0++=find
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
In ^in++++=In
me ^pp1o+pp1+++=me
you ^pp2+pp2+++=you
behold ^vb++++=behold
Abadil ^np+++??+=Abadil,
, ^zz++++=EXTRAWORD
son ^nn++++=son
of ^in++++=of
a ^at++++=a
Moorish ^np+++??+=Moorish
Alcayde ^np+++??+=Alcayde.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
on ^in++++=on
the ^ati++++=the
way ^nn++++=way
to ^to++++=to
celebrate ^nn+nom+++=celebrate
my ^pp$+pp1+++=my
nuptials ^nns+nom+++=nuptials
with ^in++++=with
this ^dt+dem+++=this
lady ^nn++++=lady;
; ^zz++++=EXTRAWORD
chance ^nn++++=chance
has ^vbz+hvz+aux++=has
thrown ^vprf+++xvbnx+=thrown
us ^pp1o+pp1+++=us
in ^in++++=in
your ^pp$+pp2+++=your
power ^nn++++=power,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
confide ^vb+vpub+++=confide
in ^in++++=in
your ^pp$+pp2+++=your
magnanimity ^nn+nom+++=magnanimity.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
all ^abn++++=all
our ^pp$+pp1+++=our
treasure ^nn++++=treasure
and ^cc++++=and
jewels ^nns++++=jewels;
; ^zz++++=EXTRAWORD
demand ^vb++++=demand
what ^wdt+who+++=what
ransom ^vb++++=ransom
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
proper ^jj++++=proper
for ^in++++=for
our ^pp$+pp1+++=our
person ^nn++++=person,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
suffer ^vb++++=suffer
us ^pp1o+pp1+++=us
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
insulted ^vpsv++agls+xvbnx+=insulted
or ^cc++++=or
dishonored ^jj+++xvbn+=dishonored."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
good ^jj+atrb+++=good
knight ^npt++++=knight
heard ^vbd+vprv++xvbn+=heard
this ^dt+dem+++=this
appeal ^nn++++=appeal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beheld ^nn+++??+=beheld
the ^ati++++=the
beauty ^nn++++=beauty
of ^in++++=of
the ^ati++++=the
youthful ^jj+atrb+++=youthful
pair ^nn++++=pair,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
heart ^nn++++=heart
was ^vbd+bedz+aux++=was
touched ^vpsv++agls+xvbnx+=touched
with ^in++++=with
tenderness ^nns+nom+++=tenderness
and ^cc++++=and
courtesy ^nn++++=courtesy.
. ^zz++++=EXTRAWORD
" ^zz++++="God
god ^np++++=EXTRAWORD
forbid ^vb+vsua+++=forbid,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
disturb ^vb++++=disturb
such ^abl++++=such
happy ^jj+atrb+++=happy
nuptials ^nns+nom+++=nuptials.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
prisoners ^nns+nom+++=prisoners
in ^in++++=in
troth ^nn+++??+=troth
shall ^md+prd+++=shall
ye ^pp2+pp2+++=ye
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
for ^in++++=for
fifteen ^cd++++=fifteen
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
immured ^vpsv++agls+xvbn+=immured
within ^in++++=within
my ^pp$+pp1+++=my
castle ^nn++++=castle,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
claim ^nn++++=claim,
, ^zz++++=EXTRAWORD
as ^in++++=as
conqueror ^nn++++=conqueror,
, ^zz++++=EXTRAWORD
the ^ati++++=the
right ^nn++++=right
of ^in++++=of
celebrating ^xvbg+++xvbg+=celebrating
your ^pp$+pp2+++=your
espousals ^nns+nom+++=espousals."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
saying ^nvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
despatched ^vbd+++xvbnx+=despatched
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
fleetest ^jjt+atrb+++=fleetest
horsemen ^nns++++=horsemen
in ^in++++=in
advance ^nn+nom+++=advance,
, ^zz++++=EXTRAWORD
to ^to++++=to
notify ^vbi++++=notify
Donna ^np+++??+=Donna
Maria ^&fw++++=Maria
Palacin ^np+++??+=Palacin
of ^in++++=of
the ^ati++++=the
coming ^jj+++xvbg+=coming
of ^in++++=of
this ^dt+dem+++=this
bridal ^jj+atrb+++=bridal
party ^nn++++=party;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
and ^cc++++=and
his ^pp$+pp3+++=his
huntsmen ^jj+++xvbn+=huntsmen
escorted ^jj+++xvbn+=escorted
the ^ati++++=the
cavalcade ^nn+++??+=cavalcade,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
as ^ql++++=as
captors ^nns++++=captors,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
a ^at++++=a
guard ^nn++++=guard
of ^in++++=of
honor ^nn++++=honor.
. ^zz++++=EXTRAWORD
As ^ql++++=As
they ^pp3a+pp3+++=they
drew ^vbd+++xvbnx+=drew
near ^in+cmpx+++=near
to ^in"++++=to
the ^ati++++=the
castle ^nn++++=castle,
, ^zz++++=EXTRAWORD
the ^ati++++=the
banners ^nns+nom+++=banners
were ^vbd+bed+aux++=were
hung ^vpsv++agls+xvbnx+=hung
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
trumpets ^nns++++=trumpets
sounded ^vbd+++xvbn+=sounded
from ^in++++=from
the ^ati++++=the
battlements ^nns+nom+++=battlements;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
their ^pp$+pp3+++=their
nearer ^rbr++++=nearer
