Once ^rb+tm+++=Once
set ^nn+++xvbn+=set
her ^pp3o+pp3+++=her
on ^rp++++=on
her ^pp3o+pp3+++=her
feet ^nns++++=feet
so ^rb++++=so
suddenly ^rb++++=suddenly
that ^cs+sub+++=that
it ^pp3+it+++=it
scared ^vbd+++xvbn+=scared
all ^abn++++=all
the ^ati++++=the
naughtiness ^nns+nom+++=naughtiness
out ^rp+pl+++=out
of ^in++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
looking ^vbg+++xvbg+=looking
at ^rb++++=at
these ^dt+dem+++=these
curious ^jj+atrb+++=curious
shoes ^nns++++=shoes;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bright ^jj+atrb+++=bright
buttons ^nns++++=buttons
on ^in++++=on
them ^pp3o+pp3+++=them
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
wink ^vbi++++=wink
at ^rb++++=at
her ^pp3o+pp3+++=her
like ^in++++=like
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
heels ^nns++++=heels
tapped ^vwbn+++xvbn+=tapped
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
tune ^nn++++=tune.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
she ^pp3a+pp3+++=she
dared ^vbd+++xvbnx+=dared
to ^to+vcmp+++=to
stir ^vbi++++=stir,
, ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
mother ^npt++++=mother
called ^vbd+++xvbn+=called
from ^in++++=from
the ^ati++++=the
next ^ap++++=next
room, ^nn+++??+=room,-"Kitty,
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
kitty ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
run ^j+++xvbn+=run
and ^cc++++=and
tell ^vb++++=tell
the ^ati++++=the
cook ^nn++++=cook
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
pie ^nn++++=pie
for ^in++++=for
dinner ^nn++++=dinner;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
forgot ^vbd+vprv+tht0+xvbnx+=forgot
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Kitty ^np++++=Kitty,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
whine ^nn++++=whine
as ^in++++=as
usual ^nn++++=usual.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
words ^nns++++=words
were ^vbd+bed+vrb++=were
hardly ^rb+down+++=hardly
out ^rp+pl+++=out
of ^in++++=of
her ^pp$+pp3+++=her
mouth ^nn++++=mouth
when ^wrb+who+++=when
the ^ati++++=the
shoes ^nns++++=shoes
gave ^vbd+++xvbn+=gave
one ^cd1++++=one
jump ^nn++++=jump,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
her ^pp$+pp3+++=her
downstairs ^jjb++++=downstairs,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
landed ^jj+++xvbn+=landed
her ^pp3o+pp3+++=her
at ^rb++++=at
the ^ati++++=the
kitchen ^nn++++=kitchen
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
breath ^nn++++=breath
was ^vbd+bedz+aux++=was
nearly ^rb+down+splt++=nearly
gone ^vpsv++agls+xvbnx+=gone;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
the ^ati++++=the
message ^nn+nom+++=message,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vpsv++agls+xvbn+=turned
round ^rb+cnj+++=round,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
the ^ati++++=the
shoes ^nns++++=shoes
would ^md+prd+++=would
let ^vb+++xvbn+=let
her ^pp$+pp3+++=her
walk ^nn++++=walk
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
went ^vbd+++xvbnx+=went
nicely ^rb++++=nicely
till ^cs+sub+++=till
she ^pp3a+pp3+++=she
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
turn ^vbi++++=turn
into ^in++++=into
the ^ati++++=the
china ^np++++=china-closet
- ^zz++++=EXTRAWORD
closet ^nn++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
cake ^nn++++=cake
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
forbidden ^vpsv++agls+xvbnx+=forbidden
to ^to+vcmp+++=to
touch ^vb++++=touch
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
loved ^vbd+++xvbn+=loved
to ^to+vcmp+++=to
take ^vbi++++=take
a ^at++++=a
bit ^nn++++=bit
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
feet ^nns++++=feet
were ^vbd+bed+aux++=were
fixed ^vpsv++agls+xvbnx+=fixed
fast ^rb++++=fast
to ^in++++=to
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
moved ^vpsv++agls+xvbnx+=moved
till ^cs+sub+++=till
her ^pp3o+pp3+++=her
father ^npt++++=father
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
window ^nn++++=window
close ^jj+atrb+++=close
by, ^nn+++??+=by,-"You
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
have ^vb+hv+vrb++=have
time ^nn++++=time
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
the ^ati++++=the
post ^nn++++=post-office
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
before ^cs+sub+++=before
school ^npl++++=school
and ^cc++++=and
get ^vb++++=get
my ^pp$+pp1+++=my
letters ^nns+nom+++=letters."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ca ^np++++=can't,"
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Kitty ^np++++=Kitty;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
found ^vbd+vprv+tht0+xvbnx+=found
she ^pp3a+pp3+++=she
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
for ^in++++=for
away ^rp+pl+++=away
went ^vbd+++xvbn+=went
the ^ati++++=the
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
house ^npl++++=house
at ^rb++++=at
one ^cd1++++=one
bound ^jj+++xvbn+=bound,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
trotted ^vbd+++xvbn+=trotted
down ^rp++++=down
the ^ati++++=the
street ^npl++++=street
so ^ql++++=so
fast ^rb++++=fast
that ^dt+dem+++=that
the ^ati++++=the
maid ^nn++++=maid
who ^whp+rel+subj++=who
ran ^vbd+++xvbn+=ran
after ^cs+sub+++=after
her ^pp$+pp3+++=her
with ^in++++=with
her ^pp$+pp3+++=her
hat ^nn++++=hat
could ^md+pos+++=could
not ^xnot++not++=not
catch ^vb++++=catch
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
stop ^vb++++=stop!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Kitty ^np++++=Kitty;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
till ^in++++=till
the ^ati++++=the
shoes ^nns++++=shoes
took ^vbd+++xvbn+=took
her ^pp$+pp3+++=her
straight ^jj++++=straight
into ^in++++=into
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
hurry ^nn++++=hurry
to ^to++++=to-day?"
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
without ^in++++=without
any ^dti++++=any
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
all ^abn++++=all
rosy ^jj++++=rosy
and ^cc+phrs+++=and
breathless ^jj++++=breathless,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
face ^nn++++=face
puckered ^vbd+++xvbn+=puckered
up ^rp++++=up
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
whether ^cs+who+++=whether
to ^to++++=to
laugh ^vbi++++=laugh
or ^cc++++=or
to ^to++++=to
cry ^vbi++++=cry.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
any ^dti++++=any
one ^pn++++=one
about ^in++++=about
these ^dt+dem+++=these
dreadful ^jj+atrb+++=dreadful
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
them ^pp3o+pp3+++=them
off ^in+pl+++=off
as ^ql++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
I ^pp1a+pp1+++=I
get ^vb++++=get
home ^nr++++=home.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
they ^pp3a+pp3+++=they
will ^md+prd+++=will
go ^vb++++=go
back ^jjb++++=back
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
people ^nns++++=people
will ^md+prd+++=will
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
crazy ^jj+pred+++=crazy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Kitty ^np++++=Kitty
to ^in++++=to
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
the ^ati++++=the
letters ^nns+nom+++=letters
and ^cc++++=and
went ^vbd+++xvbn+=went
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shoes ^nns++++=shoes
walked ^vbd+++xvbn+=walked
nicely ^rb++++=nicely
along ^in++++=along
till ^cs+sub+++=till
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
bridge ^nn++++=bridge;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
she ^pp3a+pp3+++=she
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
stop ^vbi++++=stop
and ^cc+phrs+++=and
watch ^vb++++=watch
some ^dti++++=some
boys ^nns++++=boys
in ^in++++=in
a ^at++++=a
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
forgetting ^vbg+vprv++xvbg+=forgetting
school ^nn++++=school
and ^cc++++=and
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
shoes ^nns++++=shoes
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
stop ^vb++++=stop,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
make ^vbi++++=make
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
held ^vpsv++agls+xvbn+=held
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
railing ^nn+nom+++=railing
as ^ql++++=as
hard ^jj++++=hard
as ^ql++++=as
she ^pp3a+pp3+++=she
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
feet ^nns++++=feet
went ^vbd+++xvbn+=went
on ^in+strn+++=on;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
they ^pp3a+pp3+++=they
still ^rb++++=still
dragged ^vbd+++xvbn+=dragged
her ^pp$+pp3+++=her
along ^in++++=along
so ^ql++++=so
steadily ^rb++++=steadily
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
had ^md"++pmd"++=had
to ^md+nec+++=to
go ^vb++++=go,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
up ^rp++++=up
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
very ^ql+amp+++=very
strange ^jj++++=strange
about ^in++++=about
these ^dt+dem+++=these
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minute ^nn++++=minute
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
up ^rb+cnj+++=up,
, ^zz++++=EXTRAWORD
all ^abn++++=all
went ^vbd+++xvbn+=went
smoothly ^rb+cnj+++=smoothly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
home ^nr++++=home
in ^in++++=in
good ^jj+atrb+++=good
time ^nn++++=time.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
wear ^vb++++=wear
these ^dt+dem+++=these
horrid ^jj+atrb+++=horrid
things ^nns++++=things
another ^dt++++=another
minute ^nn++++=minute,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Kitty ^np++++=Kitty,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
on ^in++++=on
the ^ati++++=the
doorstep ^nn++++=doorstep
and ^cc++++=and
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
unbutton ^vbi+++??+=unbutton
the ^ati++++=the
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
not ^xnot++not++=not
a ^at++++=a
button ^nn++++=button
could ^md+pos+++=could
she ^pp3a+pp3+++=she
stir ^nn++++=stir,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
red ^jj+atrb+++=red
and ^cc+phrs+++=and
angry ^jj++++=angry
struggling ^vb+++xvbg+=struggling
to ^to+vcmp+++=to
do ^vbi++++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Time
time ^nn++++=EXTRAWORD
for ^in++++=for
school ^nn++++=school;
; ^zz++++=EXTRAWORD
run ^j+++xvbn+=run
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
little ^ap++++=little
girl ^nn++++=girl,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
called ^vwbn+++xvbn+=called
mamma ^npt++++=mamma
from ^in++++=from
upstairs ^jjb++++=upstairs,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
clock ^nn++++=clock
struck ^vbd+++xvbn+=struck
nine ^cd++++=nine.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wo ^&fw++++=won't!"
n't ^xnot++not++0=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Kitty ^np++++=Kitty,
, ^zz++++=EXTRAWORD
crossly ^rb++++=crossly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did;
; ^zz++++=EXTRAWORD
for ^in++++=for
those ^dt+dem+++=those
magic ^nn++++=magic
shoes ^nns++++=shoes
danced ^vbd+++xvbn+=danced
her ^pp$+pp3+++=her
off ^rp+pl+++=off,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
landed ^jj+++xvbn+=landed
her ^pp3o+pp3+++=her
at ^rb++++=at
her ^pp3o+pp3+++=her
desk ^nn++++=desk
in ^in++++=in
five ^cd++++=five
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
late ^jj++++=late;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
one ^cd1++++=one
comfort ^nn++++=comfort,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
wishing ^vbg+++xvbg+=wishing
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
pleasantly ^rb+cnj+++=pleasantly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
whisked ^vpsv++agls+xvbnx+=whisked
away ^rp+pl+++=away
without ^in++++=without
any ^dti++++=any
luncheon ^nn++++=luncheon.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
legs ^nns++++=legs
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
tired ^jj+++xvbn+=tired
with ^in++++=with
the ^ati++++=the
long ^jj+atrb+++=long
skips ^nns++++=skips
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
sit ^vbi++++=sit
still ^jj+pred+++=still;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
pleased ^vprf+++xvbn+=pleased
the ^ati++++=the
teacher ^nn++++=teacher,
, ^zz++++=EXTRAWORD
for ^in++++=for
generally ^rb+down+++=generally
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
fussing ^vbg+++xvbgx+=fussing
about ^in++++=about
all ^abn++++=all
lesson ^nn++++=lesson
time ^nn++++=time.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^in++++=at
recess ^nn++++=recess
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
into ^in+ppvb+++=into
trouble ^nn++++=trouble
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
for ^in++++=for
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
children ^nns++++=children
knocked ^vbd+++xvbn+=knocked
down ^rb+phrv+++=down
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
corn ^nn++++=corn-cobs
- ^zz++++=EXTRAWORD
cobs ^nns+++??+=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
built ^vprf+++xvbnx+=built,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
angry ^jj++++=angry.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
kick ^vb++++=kick
yours ^pp$$++++=yours
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
you ^pp2+pp2+++=you
like ^vb++++=like
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Dolly ^np+++??+=Dolly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Up ^rp++++=Up
went ^vbd+++xvbn+=went
her ^pp$+pp3+++=her
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
come ^vprf+++xvbn+=come
down ^rp++++=down;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
stayed ^vbd+++xvbn+=stayed
in ^in++++=in
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
looking ^vbg+++xvbg+=looking
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+aux++=were
going ^md"++pmd"++=going
to ^md+prd+++=to
dance ^vb++++=dance.
. ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children
laughed ^vbd+++xvbn+=laughed
to ^to++++=to
see ^vbi+vprv+tht0++=see
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
could ^md+pos+++=could
do ^vb+do+vrb++=do
nothing ^pn++++=nothing
till ^cs+sub+++=till
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
Dolly ^vb+++??+=Dolly
in ^in++++=in
a ^at++++=a
great ^jj+atrb+++=great
hurry, ^nn+++??+=hurry,-"Never
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
never ^rb++++=EXTRAWORD
mind ^nn++++=mind;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=didn't
