Once ^rb+tm+++=Once
letters ^nns+nom+++=letters
of ^in++++=of
the ^ati++++=the
alphabet ^nn++++=alphabet.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
day ^nn++++=day,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened
that ^dt+dem+++=that
there ^ex+pex+++=there
appeared ^vprf+++xvbn+=appeared
before ^in++++=before
this ^dt+dem+++=this
editor ^nn++++=editor,
, ^zz++++=EXTRAWORD
Brown ^jj++++=Brown,
, ^zz++++=EXTRAWORD
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
bearing ^vwbg+++xvbg+=bearing
a ^at++++=a
roll ^nn++++=roll
of ^in++++=of
manuscript ^nn++++=manuscript.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
gotten ^vprf+++xvbnx+=gotten
by ^in++++=by
the ^ati++++=the
office ^nn++++=office
boy ^nn++++=boy
Brown ^np++++=Brown
could ^md+pos+++=could
not ^xnot++not++=not
conceive ^vb+vprv+++=conceive,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rolled ^jj+atrb++xvbn+=rolled
manuscript ^nn++++=manuscript
usually ^rb+down+++=usually
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
spasms ^nns++++=spasms.
. ^zz++++=EXTRAWORD
The ^ati++++=The
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
presented ^xvbn+++xvbn+=presented
a ^at++++=a
letter ^nn++++=letter
of ^in++++=of
introduction ^nn+nom+++=introduction
from ^in++++=from
Brown ^np++++=Brown's
's ^$++++=EXTRAWORD
best ^jjt+atrb+++=best
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
story ^nn++++=story
to ^to++++=to
submit ^vbi+vpub+++=submit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
certain ^jj+atrb+++=certain
appearance ^nn+nom+++=appearance
of ^in++++=of
breathlessness ^nns+nom+++=breathlessness
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
sentence ^nn+nom+++=sentence,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
showed ^vbd+vprv++xvbn+=showed
Brown ^jj++++=Brown
that ^dt+dem+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
first ^od++++=first
story ^nn++++=story.
. ^zz++++=EXTRAWORD
Brown ^jj++++=Brown
frowned ^jj+++xvbn+=frowned
inwardly ^rb+cnj+++=inwardly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiled ^vbd+++xvbn+=smiled
outwardly ^rb++++=outwardly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
begged ^vbd+++xvbnx+=begged
the ^ati++++=the
youth ^nn++++=youth
to ^to++++=to
take ^vbi++++=take
a ^at++++=a
seat ^nn++++=seat.
. ^zz++++=EXTRAWORD
As ^ql++++=As
all ^abn++++=all
the ^ati++++=the
seats ^nns++++=seats
were ^vbd+bed+aux++=were
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
unopened ^jj+atrb++xvbn+=unopened
papers ^nns++++=papers
and ^cc++++=and
unbound ^vbd+++xvbn+=unbound
books ^nns++++=books,
, ^zz++++=EXTRAWORD
the ^ati++++=the
youth ^nn++++=youth
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
preferred ^vbd+++xvbnx+=preferred
to ^to+vcmp+++=to
stand ^vbi++++=stand.
. ^zz++++=EXTRAWORD
Brown ^jj++++=Brown
asked ^jj+++xvbn+=asked
the ^ati++++=the
youth ^nn++++=youth
questions ^nns+nom+++=questions,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
perfunctory ^jj+atrb+++=perfunctory
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
cared ^vbd+++xvbnx+=cared
to ^to+vcmp+++=to
know ^vbi+vprv+tht0++=know
anything ^pn++++=anything
about ^rb++++=about
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
liked ^vbd+++xvbnx+=liked
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
written ^vprf+++xvbnx+=written
the ^ati++++=the
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
youth ^nn++++=youth's
's ^$++++=EXTRAWORD
name ^nn++++=name
proved ^vbd+vprv++xvbn+=proved
to ^to+vcmp+++=to
be ^vbi++vrb++=be
Severne ^np+++??+=Severne,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
the ^ati++++=the
most ^ql+emph+++=most
serious ^jj++++=serious-minded
- ^zz++++=EXTRAWORD
minded ^jj+atrb++xvbn+=EXTRAWORD
youth ^nn++++=youth
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
stepped ^vprf+++xvbnx+=stepped
from ^in++++=from
college ^nn++++=college
into ^in++++=into
writing ^xvbg+++xvbg+=writing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
ideals ^nns++++=ideals.
. ^zz++++=EXTRAWORD
Brown ^jj++++=Brown
concluded ^vb+++xvbn+=concluded
that ^tht+vcmp+++=that
the ^ati++++=the
youth ^nn++++=youth's
's ^$++++=EXTRAWORD
story ^nn++++=story
probably ^rb++++=probably
dealt ^vbd+++xvbn+=dealt
with ^in+ppvb+++=with
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
the ^ati++++=the
Chaldaean ^np+nom++??+=Chaldaean
astronomers ^nns+nom+++=astronomers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
contained ^vbd+++xvbn+=contained
a ^at++++=a
deep ^jj+atrb+++=deep
symbolical ^jj+atrb+++=symbolical
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
couched ^j+++xvbn+=couched
in ^in++++=in
language ^nn+nom+++=language
of ^in++++=of
the ^ati++++=the
school ^nn++++=school
of ^in++++=of
Bulwer ^np+++??+=Bulwer
Lytton ^np++++=Lytton
or ^cc++++=or
Marie ^np++++=Marie
Corelli ^np++++=Corelli.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
youth ^nn++++=youth
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
seized ^vbd+++xvbnx+=seized
the ^ati++++=the
roll ^nn++++=roll
of ^in++++=of
manuscript ^nn++++=manuscript,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
purpose ^nn++++=purpose
of ^in++++=of
glancing ^nn++++=glancing
through ^in++++=through
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
imagined ^vprf+++xvbnx+=imagined
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
any ^dti++++=any
merit ^nn++++=merit,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
such ^abl++++=such
haste ^nn++++=haste;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
his ^pp$+pp3+++=his
best ^jjt+atrb+++=best
friend ^nn++++=friend
had ^vbd+hvd+aux++=had
introduced ^vprf+++xvbnx+=introduced
the ^ati++++=the
writer ^nn++++=writer,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
get ^vbi++++=get
a ^at++++=a
disagreeable ^jj+atrb+++=disagreeable
task ^nn++++=task
over ^in++++=over
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
the ^ati++++=the
story ^nn++++=story
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
read ^vbd+vprv+tht0+xvbnx+=read
it ^pp3+it+++=it
carefully ^rb++++=carefully.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
slammed ^vbd+++xvbnx+=slammed
it ^pp3+it+++=it
down ^rp++++=down
hard ^jj++++=hard
on ^in++++=on
his ^pp$+pp3+++=his
desk ^nn++++=desk--to
-- ^--+clp+++=EXTRAWORD
to ^in++++=EXTRAWORD
the ^ati++++=the
vast ^jj+atrb+++=vast
confusion ^nn++++=confusion
of ^in++++=of
some ^dti++++=some
hundreds ^cds++++=hundreds
of ^in++++=of
loose ^jj+atrb+++=loose
memoranda ^nns++++=memoranda,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
matter ^nn++++=matter
much ^ap++++=much,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
uttered ^vbd+++xvbn+=uttered
a ^at++++=a
big ^jj+atrb+++=big,
, ^zz++++=EXTRAWORD
bad ^jj+atrb+++=bad
word ^nn++++=word.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sentences ^nns+nom+++=sentences
in ^in++++=in
the ^ati++++=the
story ^nn++++=story
were ^vbd+bed+vrb++=were
short ^jj+pred+++=short
and ^cc+phrs+++=and
crisp ^jj++++=crisp.
. ^zz++++=EXTRAWORD
The ^ati++++=The
adjectives ^nns++++=adjectives
were ^vbd+bed+aux++=were
served ^vpsv++agls+xvbnx+=served
very ^ql+amp+++=very
hot ^jj++++=hot
indeed ^rb++++=indeed.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
single ^jj+atrb+++=single
bit ^nn++++=bit
of ^in++++=of
poetic ^jj+atrb+++=poetic
connotation ^nn+nom+++=connotation.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
described ^vbd+++xvbn+=described
life ^nn++++=life
as ^ql++++=as
it ^pp3+it+++=it
really ^rb+emph+++=really
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
Brown ^jj++++=Brown,
, ^zz++++=EXTRAWORD
the ^ati++++=the
editor ^nn++++=editor,
, ^zz++++=EXTRAWORD
published ^j+++xvbn+=published
the ^ati++++=the
story ^nn++++=story,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
paid ^vbd+++xvbn+=paid
a ^at++++=a
good ^jj+atrb+++=good
price ^nn++++=price
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Severne ^np+++??+=Severne,
, ^zz++++=EXTRAWORD
the ^ati++++=the
author ^nn++++=author,
, ^zz++++=EXTRAWORD
wrote ^j+++xvbn+=wrote
more ^ql++++=more
stories ^nns++++=stories,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sold ^vwbn+++xvbn+=sold
them ^pp3o+pp3+++=them
to ^in++++=to
Brown ^np++++=Brown.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
men ^nns++++=men
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
be ^vbi++vrb++=be
very ^ql+amp+++=very
good ^jj+atrb+++=good
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Severne ^np+++??+=Severne
heard ^vbd+vprv++xvbn+=heard
exactly ^rb++++=exactly
how ^wrb+who+++=how
Brown ^jj+atrb+++=Brown
liked ^jj+atrb++xvbn+=liked
short ^jj+atrb+++=short
stories ^nns++++=stories
and ^cc+cls+++=and
why ^wrb+who+++=why,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
Severne ^np+++??+=Severne's,
's, ^nn+++??+=EXTRAWORD
stories ^nns++++=stories
were ^vbd+bed+vrb++=were
just ^rb+emph+++=just
that ^cs+sub+++=that
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
All ^abn++++=All
this ^dt+pdem+++=this
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
quite ^rb++++=quite
an ^at++++=an
ideal ^jj+atrb+++=ideal
condition ^nn+nom+++=condition
of ^in++++=of
affairs ^nns++++=affairs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
object ^nn++++=object-lesson
- ^zz++++=EXTRAWORD
lesson ^nn++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
harsh ^jj+atrb+++=harsh
world ^nn++++=world
and ^cc++++=and
other ^ap++++=other
editors ^nns++++=editors,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
it ^pp3+it+++=it
not ^xnot++not++=not
that ^cs+sub+++=that
Severne ^np+++??+=Severne
was ^vbd+bedz+vrb++=was
serious ^jj+pred+++=serious-minded.
- ^zz++++=EXTRAWORD
minded ^jj+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
absolutely ^rb+amp+++=absolutely
no ^at++++=no
sense ^nn++++=sense
of ^in++++=of
humour ^nn++++=humour.
. ^zz++++=EXTRAWORD
Perspectives ^np+++??+=Perspectives
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
none ^pn++++=none
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
due ^jj+atrb+++=due
proportions ^nns+nom+++=proportions
did ^vbd+dod+aux++=did
not ^xnot++not++=not
exist ^vb++++=exist.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
life ^nn++++=life
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
upon ^in++++=upon
himself ^ppl+pp3+++=himself
gravely ^rb++++=gravely
as ^ql++++=as
a ^at++++=a
serious ^jj+atrb+++=serious
proposition ^nn+nom+++=proposition,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
Nebular ^np+++??+=Nebular
Hypothesis ^nn++++=Hypothesis
or ^cc++++=or
Phonetic ^jj+atrb+++=Phonetic
Reform ^nn++++=Reform.
. ^zz++++=EXTRAWORD
The ^ati++++=The
immediate ^jj+atrb+++=immediate
consequence ^nn+nom+++=consequence
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
achieved ^vprf+++xvbn+=achieved
his ^pp$+pp3+++=his
success ^nns+nom+++=success
through ^in++++=through
realism ^nn+nom+++=realism,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
placed ^vbd+++xvbnx+=placed
realism ^nn+nom+++=realism
on ^in++++=on
a ^at++++=a
pedestal ^nn+nom+++=pedestal
and ^cc++++=and
worshipped ^vbd+++xvbn+=worshipped
it ^pp3+it+++=it
as ^in++++=as
the ^ati++++=the
only ^rb+down+++=only
true ^jj++++=true
( ^zz++++=(literary)
literary ^jj++++=EXTRAWORD
) ^zz++++=EXTRAWORD
god ^np++++=god.
. ^zz++++=EXTRAWORD
Severne ^np+++??+=Severne
became ^vbd+++xvbn+=became
a ^at++++=a
realist ^nn++++=realist
of ^in++++=of
realists ^nns+nom+++=realists.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ran ^vbd+++xvbnx+=ran
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
not ^xnot++not++=not
describe ^vb++++=describe
a ^at++++=a
single ^jj+atrb+++=single
incident ^nn++++=incident
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
viewed ^vbd+++xvbn+=viewed
from ^in++++=from
start ^nn++++=start
to ^to++++=to
finish ^vbi++++=finish
with ^in++++=with
his ^pp$+pp3+++=his
own ^ap++++=own
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
have ^vb+hv+vrb++=have
much ^rb++++=much
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
feelings ^nns+nom+++=feelings
direct ^jj++++=direct,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
such ^abl++++=such
as ^ql++++=as
were ^vbd+bed+vrb++=were
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
his ^pp$+pp3+++=his
story ^nn++++=story
he ^pp3a+pp3+++=he
insisted ^vbd+vpub++xvbnx+=insisted
on ^in++++=on
experiencing ^nn++++=experiencing
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
person ^nn++++=person;
; ^zz++++=EXTRAWORD
otherwise ^rb+cnj+++=otherwise
the ^ati++++=the
story ^nn++++=story
remained ^vbd+++xvbn+=remained
unwritten ^vbd+++xvbn+=unwritten.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^in++++=as
for ^in"++++=for
emotions ^nns+nom+++=emotions--such
-- ^--+clp+++=EXTRAWORD
such ^abl++++=EXTRAWORD
as ^ql++++=as
anger ^nn++++=anger,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
religion ^nn++++=religion,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
fear ^nn++++=fear--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
would ^md+prd+++=would
attempt ^vb++++=attempt
none ^pn++++=none
whose ^whp+who+++=whose
savour ^vb++++=savour
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
tasted ^vprf+++xvbn+=tasted
for ^in++++=for
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Unkind ^jj+atrb+++=Unkind
and ^cc+phrs+++=and
envious ^jj+atrb+++=envious
rivals ^nns++++=rivals--not
-- ^--+clp+++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
realists ^nns+nom+++=realists--insisted
-- ^--+clp+++=EXTRAWORD
insisted ^vb+++xvbn+=EXTRAWORD
that ^tht+vcmp+++=that
once ^rb+tm+++=once
Severne ^np+++??+=Severne
had ^vb+hv+aux++=had
deliberately ^rb++splt++=deliberately
gotten ^vprf+++xvbnx+=gotten
very ^ql+amp+++=very
drunk ^vprf+++xvbn+=drunk
on ^in++++=on
Bowery ^np++++=Bowery
whiskey ^nn+++??+=whiskey
in ^cs+sub+++=in
order ^vb++++=order
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
might ^md+pos+++=might
describe ^vb++++=describe
the ^ati++++=the
sensations ^nns+nom+++=sensations
of ^in++++=of
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
minor ^jj+atrb+++=minor
characters ^nns+nom+++=characters
in ^in++++=in
such ^abl++++=such
a ^at++++=a
condition ^nn+nom+++=condition.
. ^zz++++=EXTRAWORD
Certain ^jj++++=Certain
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
soon ^rb+tm+++=soon
gained ^vbd+++xvbn+=gained
the ^ati++++=the
reputation ^nn+nom+++=reputation
among ^in++++=among
the ^ati++++=the
unintelligent ^nn++++=unintelligent
of ^in++++=of
being ^xvbg+++xvbg+=being
a ^at++++=a
crazy ^jj+atrb+++=crazy
individual ^nn+nom+++=individual,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
paid ^vbd+++xvbn+=paid
people ^nns++++=people
remarkably ^rb++++=remarkably
well ^rb++++=well
to ^to++++=to
do ^vbi++++=do
strange ^jj+atrb+++=strange
and ^cc+phrs+++=and
