It ^pp3+it+++=It
character ^nn+nom+++=character.
. ^zz++++=EXTRAWORD
" ^zz++++="Wouldn't
would ^md+prd+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
saved ^vprf+++xvbnx+=saved
her ^pp$+pp3+++=her
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
good ^jj++++=good?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
demanded ^vwbn+vsua++xvbn+=demanded
the ^ati++++=the
bigger ^nn++++=bigger
of ^in++++=of
the ^ati++++=the
small ^jj+atrb+++=small
girls ^nns++++=girls.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
exactly ^rb++++=exactly
the ^ati++++=the
question ^nn+nom+++=question
that ^tht+rel+obj++=that
the ^ati++++=the
bachelor ^nn++++=bachelor
had ^vbd+hvd+aux++=had
wanted ^vprf+++xvbnx+=wanted
to ^to+vcmp+++=to
ask ^vbi++++=ask.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
admitted ^vbd+vpub++xvbn+=admitted
the ^ati++++=the
aunt ^nn++++=aunt
lamely ^rb+cnj+++=lamely,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
they ^pp3a+pp3+++=they
would ^md+prd+++=would
have ^vb+hv+aux++=have
run ^vprf+++xvbnx+=run
quite ^rb++++=quite
so ^ql++++=so
fast ^rb++++=fast
to ^in++++=to
her ^pp$+pp3+++=her
help ^vb++++=help
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
not ^xnot++not++=not
liked ^vbd+++xvbn+=liked
her ^pp$+pp3+++=her
so ^ql++++=so
much ^ap++++=much."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
stupidest ^jjt+atrb+++=stupidest
story ^nn++++=story
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
ever ^rb++splt++=ever
heard ^vprf+++xvbnx+=heard,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
bigger ^nn++++=bigger
of ^in++++=of
the ^ati++++=the
small ^jj+atrb+++=small
girls ^nns++++=girls,
, ^zz++++=EXTRAWORD
with ^in++++=with
immense ^jj+atrb+++=immense
conviction ^nn+nom+++=conviction.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
listen ^vb++++=listen
after ^in++++=after
the ^ati++++=the
first ^od++++=first
bit ^nn++++=bit,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
stupid ^jj++++=stupid,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Cyril ^np++++=Cyril.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smaller ^jjr+atrb+++=smaller
girl ^nn++++=girl
made ^vbd+++xvbn+=made
no ^at++++=no
actual ^jj+atrb+++=actual
comment ^nn+nom+++=comment
on ^in++++=on
the ^ati++++=the
story ^nn++++=story,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
long ^rb++splt++=long
ago ^rb++++=ago
recommenced ^vbd+++xvbn+=recommenced
a ^at++++=a
murmured ^jj+atrb++xvbn+=murmured
repetition ^nn+nom+++=repetition
of ^in++++=of
her ^pp$+pp3+++=her
favourite ^jjb+atrb+++=favourite
line ^nn++++=line.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
success ^nns+nom+++=success
as ^in++++=as
a ^at++++=a
story ^nn++++=story-teller,"
- ^zz++++=EXTRAWORD
teller ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
bachelor ^nn++++=bachelor
suddenly ^rb++++=suddenly
from ^in++++=from
his ^pp$+pp3+++=his
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
aunt ^nn++++=aunt
bristled ^vbd+++xvbn+=bristled
in ^in++++=in
instant ^jj+atrb+++=instant
defence ^nn+nom+++=defence
at ^in++++=at
this ^dt+dem+++=this
unexpected ^jj+atrb+++=unexpected
attack ^nn++++=attack.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
difficult ^jj+atrb+++=difficult
thing ^nn++++=thing
to ^to++++=to
tell ^vbi++++=tell
stories ^nns++++=stories
that ^tht+rel+obj++=that
children ^nns++++=children
can ^md+pos+++=can
both ^abx++++=both
understand ^vb+vprv+++=understand
and ^cc+phrs+++=and
appreciate ^nn+nom+++=appreciate,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
stiffly ^rb++++=stiffly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
agree ^vb+vpub+++=agree
with ^in++++=with
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
bachelor ^nn++++=bachelor.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
tell ^vbi++++=tell
them ^pp3o+pp3+++=them
a ^at++++=a
story ^nn++++=story,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
aunt ^nn++++=aunt's
's ^$++++=EXTRAWORD
retort ^vb++++=retort.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
us ^pp1o+pp1+++=us
a ^at++++=a
story ^nn++++=story,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
demanded ^vwbn+vsua++xvbn+=demanded
the ^ati++++=the
bigger ^nn++++=bigger
of ^in++++=of
the ^ati++++=the
small ^jj+atrb+++=small
girls ^nns++++=girls.
. ^zz++++=EXTRAWORD
" ^zz++++="Once
once ^rb+tm+++=EXTRAWORD
upon ^in++++=upon
a ^at++++=a
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
the ^ati++++=the
bachelor ^nn++++=bachelor,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
girl ^nn++++=girl
called ^vbd+++xvbn+=called
Bertha ^np+++??+=Bertha,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
extra ^jj+pred+++=extra-ordinarily
- ^zz++++=EXTRAWORD
ordinarily ^rb++++=EXTRAWORD
good ^jj++++=good."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children's
's ^$++++=EXTRAWORD
momentarily ^rb+tm+++=momentarily-aroused
- ^zz++++=EXTRAWORD
aroused ^vbd+++xvbn+=EXTRAWORD
interest ^nn++++=interest
began ^vbd+++xvbn+=began
at ^rb++++=at
once ^rb"+tm+++=once
to ^in++++=to
flicker ^nn++++=flicker;
; ^zz++++=EXTRAWORD
all ^abn++++=all
stories ^nns++++=stories
seemed ^vbd+seem++xvbn+=seemed
dreadfully ^rb++++=dreadfully
alike ^rb+cnj+++=alike,
, ^zz++++=EXTRAWORD
no ^at++++=no
matter ^nn++++=matter
who ^whp+rel+subj++=who
told ^vbd+vpub++xvbn+=told
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+vrb++=did
all ^abn++++=all
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
told ^vpsv++agls+xvbnx+=told,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
always ^rb++++=always
truthful ^jj+pred+++=truthful,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
kept ^vbd+++xvbnx+=kept
her ^pp$+pp3+++=her
clothes ^nns++++=clothes
clean ^jj+atrb+++=clean,
, ^zz++++=EXTRAWORD
ate ^jj+atrb++xvbn+=ate
milk ^nn++++=milk
puddings ^nns++++=puddings
as ^cs+sub+++=as
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
jam ^vb++++=jam
tarts ^nns++++=tarts,
, ^zz++++=EXTRAWORD
