At ^rb++++=At
led ^vbd+++xvbn+=led
his ^pp$+pp3+++=his
children ^nns++++=children
a ^at++++=a
life ^nn++++=life
of ^in++++=of
terror ^nn++++=terror
and ^cc++++=and
lamentation ^nn+nom+++=lamentation,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
at ^rb++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
blessing ^nn++++=blessing
to ^in++++=to
his ^pp$+pp3+++=his
frightened ^jj+++xvbn+=frightened
little ^ap++++=little
family ^nn++++=family
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
absented ^vbd+++xvbnx+=absented
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
sometimes ^rb++++=sometimes
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
week ^nn++++=week
or ^cc++++=or
more ^rbr++++=more
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
night ^nn++++=night
I ^pp1a+pp1+++=I
speak ^vb++++=speak
of ^in++++=of
he ^pp3a+pp3+++=he
knocked ^vbd+++xvbnx+=knocked
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door
with ^in++++=with
his ^pp$+pp3+++=his
cudgel ^nn+++??+=cudgel
at ^rb++++=at
about ^in++++=about
eight ^cd++++=eight
o ^zz++++=o'clock.
'clock. ^nn+++??+=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
night ^nn++++=night
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
dark ^jj++++=dark.
. ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
the ^ati++++=the
summons ^nn++++=summons
been ^vprf+ben+vrb+xvbn+=been
that ^dt+dem+++=that
of ^in++++=of
a ^at++++=a
bogie ^nn+++??+=bogie
from ^in++++=from
the ^ati++++=the
moor ^npl++++=moor,
, ^zz++++=EXTRAWORD
the ^ati++++=the
inmates ^nns+nom+++=inmates
of ^in++++=of
this ^dt+dem+++=this
small ^jj+atrb+++=small
house ^nn++++=house
could ^md+pos+++=could
hardly ^rb+down+++=hardly
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
it ^pp3+it+++=it
with ^in++++=with
greater ^jjr+atrb+++=greater
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
unbarred ^vbd+++xvbn+=unbarred
the ^ati++++=the
door ^nn++++=door
in ^in++++=in
fear ^nn++++=fear
and ^cc++++=and
haste ^nn++++=haste.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hunchbacked ^vbd+++xvbn+=hunchbacked
sister ^npt++++=sister
stood ^vwbn+++xvbn+=stood
by ^in++++=by
the ^ati++++=the
hearth ^nn++++=hearth,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
toward ^in++++=toward
the ^ati++++=the
threshold ^nn++++=threshold.
. ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children
cowered ^vbd+++xvbn+=cowered
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
Chuff ^np+++??+=Chuff
entered ^vbd+++xvbn+=entered
with ^in++++=with
his ^pp$+pp3+++=his
cudgel ^nn+++??+=cudgel
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
without ^in++++=without
speaking ^xvbg+++xvbg+=speaking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vbd+++xvbn+=threw
himself ^ppl+pp3+++=himself
into ^in++++=into
a ^at++++=a
chair ^nn++++=chair
opposite ^in++++=opposite
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
away ^rp+pl+++=away
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
days ^nns++++=days.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
haggard ^jj++++=haggard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
bloodshot ^jj+pred+++=bloodshot.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
knew ^vbd+vprv+tht0+xvbnx+=knew
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
drinking ^vbg+++xvbgx+=drinking.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
raked ^vprf+++xvbn+=raked
and ^cc+phrs+++=and
knocked ^vbd+++xvbn+=knocked
the ^ati++++=the
peat ^nn++++=peat
fire ^nn++++=fire
with ^in++++=with
his ^pp$+pp3+++=his
stick ^nn++++=stick,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thrust ^nn+++xvbn+=thrust
his ^pp$+pp3+++=his
feet ^nns++++=feet
close ^in+cmpx+++=close
to ^in"++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
signed ^vbd+++xvbnx+=signed
towards ^in++++=towards
the ^ati++++=the
little ^jj+atrb+++=little
dresser ^nn++++=dresser,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nodded ^vpsv++agls+xvbn+=nodded
to ^in++++=to
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
knew ^vbd+vprv+tht0+xvbnx+=knew
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
a ^at++++=a
cup ^nn++++=cup,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
in ^in++++=in
silence ^nn+nom+++=silence
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pulled ^vbd+++xvbnx+=pulled
a ^at++++=a
bottle ^nn++++=bottle
of ^in++++=of
gin ^nn++++=gin
from ^in++++=from
his ^pp$+pp3+++=his
coat ^nn++++=coat-pocket,
- ^zz++++=EXTRAWORD
pocket ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nearly ^rb+down+++=nearly
filling ^vbg+nom++xvbg+=filling
the ^ati++++=the
teacup ^nn++++=teacup,
, ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank
off ^in+pl+++=off
the ^ati++++=the
dram ^nn+++??+=dram
at ^rb++++=at
a ^ap++++=a
few ^ap"++++=few
gulps ^nns++++=gulps.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
usually ^rb+down+++=usually
refreshed ^xvbn+++xvbn+=refreshed
himself ^ppl+pp3+++=himself
with ^in++++=with
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
drams ^nns+++??+=drams
of ^in++++=of
this ^dt+dem+++=this
kind ^nn++++=kind
before ^in++++=before
beating ^xvbg+++xvbg+=beating
the ^ati++++=the
inmates ^nns+nom+++=inmates
of ^in++++=of
his ^pp$+pp3+++=his
house ^nn++++=house.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
three ^cd++++=three
little ^jj+atrb+++=little
children ^nns++++=children,
, ^zz++++=EXTRAWORD
cowering ^jj+++xvbg+=cowering
in ^in++++=in
a ^at++++=a
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
eyed ^j+++xvbn+=eyed
him ^pp3o+pp3+++=him
from ^in++++=from
under ^in++++=under
a ^at++++=a
table ^nn++++=table,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Jack ^np++++=Jack
did ^vbd+dod+vrb++=did
the ^ati++++=the
ogre ^nn+++??+=ogre
in ^in++++=in
the ^ati++++=the
nursery ^nn+nom+++=nursery
tale ^nn++++=tale.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
Nell ^np++++=Nell,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
behind ^in+pl+++=behind
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
snatch ^vbi++++=snatch
up ^rp++++=up
to ^to++++=to
meet ^vbi++++=meet
the ^ati++++=the
blow ^nn++++=blow
of ^in++++=of
the ^ati++++=the
cudgel ^nn+++??+=cudgel,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
might ^md+pos+++=might
be ^vb+be+aux++=be
levelled ^vpsv++agls+xvbnx+=levelled
at ^rb++++=at
her ^pp$+pp3+++=her
at ^in++++=at
any ^dti++++=any
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
never ^rb++++=never
took ^vbd+++xvbn+=took
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
off ^rp+pl+++=off
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hunchbacked ^jj+++xvbn+=hunchbacked
Mary ^np++++=Mary
showed ^vbd+vprv++xvbn+=showed
the ^ati++++=the
whites ^nns++++=whites
of ^in++++=of
a ^at++++=a
large ^jj+atrb+++=large
pair ^nn++++=pair
of ^in++++=of
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
similarly ^rb+cnj+++=similarly
employed ^vbd+++xvbn+=employed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
against ^in++++=against
the ^ati++++=the
oaken ^jj+atrb++xvbn+=oaken
press ^nn++++=press,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
dark ^jj+atrb+++=dark
face ^nn++++=face
hardly ^rb+down+++=hardly
distinguishable ^jj++++=distinguishable
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance
from ^in++++=from
the ^ati++++=the
brown ^jj+atrb+++=brown
panel ^nn++++=panel
behind ^in+pl+++=behind
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
Chuff ^np+++??+=Chuff
was ^vbd+bedz+vrb++=was
at ^in++++=at
his ^pp$+pp3+++=his
third ^od++++=third
dram ^vb+++??+=dram,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
spoken ^vwbn+++xvbn+=spoken
a ^at++++=a
word ^nn++++=word
since ^in++++=since
his ^pp$+pp3+++=his
entrance ^nn+nom+++=entrance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
suspense ^nn++++=suspense
was ^vbd+bedz+aux++=was
growing ^vbg+++xvbgx+=growing
dreadful ^jj++++=dreadful,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
sudden ^jj++++=sudden,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
leaned ^vbd+++xvbnx+=leaned
back ^jjb++++=back
in ^in++++=in
his ^pp$+pp3+++=his
rude ^jj+atrb+++=rude
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cudgel ^nn+++??+=cudgel
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
a ^at++++=a
change ^nn++++=change
and ^cc++++=and
a ^at++++=a
death ^nn++++=death-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
pallor ^nn++++=pallor
came ^vbd+++xvbn+=came
over ^in++++=over
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
all ^abn++++=all
stared ^jj+++xvbn+=stared
on ^in+strn+++=on;
; ^zz++++=EXTRAWORD
such ^abl++++=such
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
fear ^nn++++=fear
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
dared ^vbd+++??+=dared
not ^xnot++not++=not
speak ^vb++++=speak
or ^cc++++=or
move ^nn++++=move,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
it ^pp3+it+++=it
should ^md+nec+++=should
prove ^vb+vprv+++=prove
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
but ^cc++++=but
a ^at++++=a
doze ^nn++++=doze,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Tom ^np++++=Tom
should ^md+nec+++=should
wake ^vb++++=wake
up ^rp++++=up
and ^cc++++=and
proceed ^vb++++=proceed
forthwith ^rb++++=forthwith
to ^to++++=to
gratify ^vbi++++=gratify
his ^pp$+pp3+++=his
temper ^nn++++=temper
and ^cc++++=and
exercise ^vb++++=exercise
his ^pp$+pp3+++=his
cudgel ^nn+++??+=cudgel.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
very ^ql+amp+++=very
little ^ap++++=little
time ^nn++++=time,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
things ^nns++++=things
began ^vbd+++xvbn+=began
to ^to++++=to
look ^vbi++++=look
so ^ql+emph+++=so
odd ^jj++++=odd,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
ventured ^vbd+++xvbnx+=ventured,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
to ^in++++=to
exchange ^nn++++=exchange
glances ^nns+nom+++=glances
full ^jj++++=full
of ^in++++=of
doubt ^nn++++=doubt
and ^cc++++=and
wonder ^nn++++=wonder.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hung ^vbd+++xvbnx+=hung
so ^pn++++=so
much ^ap++++=much
over ^in++++=over
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
one ^pn++++=one
of ^in++++=of
cyclopean ^jj+atrb+++=cyclopean
clumsiness ^nns+nom+++=clumsiness
and ^cc++++=and
weight ^nn++++=weight,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
borne ^vprf+++xvbnx+=borne
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
A ^at++++=A
leaden ^jj+atrb++xvbn+=leaden
tint ^nn++++=tint
was ^vbd+bedz+aux++=was
darkening ^vbg+++xvbgx+=darkening
the ^ati++++=the
pallor ^nn++++=pallor
of ^in++++=of
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
becoming ^vbg+++xvbgx+=becoming
alarmed ^vbd+++xvbn+=alarmed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
braving ^vbg+++xvbg+=braving
everything ^pn++++=everything
his ^pp$+pp3+++=his
wife ^nn++++=wife
timidly ^jj++++=timidly
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Tom!"
tom ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
then ^rn+tm+++=then
more ^rbr++++=more
sharply ^rb++++=sharply
repeated ^jj+++xvbn+=repeated
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
cried ^vbd+++xvbn+=cried
the ^ati++++=the
appellative ^jj++++=appellative
loudly ^rb+cnj+++=loudly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
and ^cc+phrs+++=and
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
terrified ^jj+atrb+++=terrified
accompaniment ^nn+nom+++=accompaniment,
, ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
dying--he ^nn+++??+=dying--he's
's ^vbz+bez+aux++0=EXTRAWORD
dying ^vbg+++xvbgx+=dying!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
voice ^nn++++=voice
rising ^vwbg+++xvbg+=rising
to ^in++++=to
a ^at++++=a
scream ^vb++++=scream,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
neither ^dt++neg++=neither
it ^pp3+it+++=it
nor ^cc++neg++=nor
her ^pp$+pp3+++=her
plucks ^vbz+++??+=plucks
and ^cc++++=and
shakings ^nns+++??+=shakings
of ^in++++=of
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
shoulder ^nn+nom+++=shoulder
had ^vb+hv+vrb++=had
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
effect ^nn++++=effect
in ^in++++=in
recalling ^xvbg+++xvbg+=recalling
him ^pp3o+pp3+++=him
from ^in++++=from
his ^pp$+pp3+++=his
torpor ^nn++++=torpor.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
from ^in++++=from
sheer ^jjb+atrb+++=sheer
terror ^nn++++=terror
of ^in++++=of
a ^at++++=a
new ^jj+atrb+++=new
kind ^nn++++=kind
the ^ati++++=the
children ^nns++++=children
added ^vbd+vpub++xvbn+=added
their ^pp$+pp3+++=their
shrilly ^jj+atrb+++=shrilly
piping ^nn++++=piping
to ^in++++=to
the ^ati++++=the
talk ^nn++++=talk
and ^cc++++=and
cries ^nns++++=cries
of ^in++++=of
their ^pp$+pp3+++=their
seniors ^nns++++=seniors;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
anything ^pn++++=anything
could ^md+pos+++=could
have ^vb+hv+aux++=have
called ^vprf+++xvbnx+=called
Tom ^np++++=Tom
up ^rp++++=up
from ^in++++=from
his ^pp$+pp3+++=his
lethargy ^nn++++=lethargy,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
piercing ^jj+atrb++xvbg+=piercing
chorus ^nn++++=chorus
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
the ^ati++++=the
rude ^jj+atrb+++=rude
chamber ^nn++++=chamber
of ^in++++=of
the ^ati++++=the
poacher ^jjr+atrb+++=poacher's
's ^vbz+bez+vrb++0=EXTRAWORD
habitation ^nn+nom+++=habitation
ring ^nn++++=ring
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Tom ^np++++=Tom
continued ^vbd+++xvbn+=continued
unmoved ^jj++++=unmoved,
, ^zz++++=EXTRAWORD
deaf ^jj++++=deaf,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stirless ^jj++++=stirless.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
sent ^vbd+++xvbn+=sent
Mary ^np++++=Mary
down ^in++++=down
to ^in++++=to
the ^ati++++=the
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
hardly ^rb+down+++=hardly
a ^at++++=a
quarter ^nn++++=quarter
of ^in++++=of
a ^at++++=a
mile ^nn++++=mile
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
to ^to++++=to
implore ^vbi++++=implore
of ^in++++=of
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
for ^in++++=for
whose ^whp+rel+pied++=whose
family ^nn++++=family
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
duty ^nn++++=duty
as ^in++++=as
laundress ^nns+nom+++=laundress,
, ^zz++++=EXTRAWORD
to ^to++++=to
come ^vbi++++=come
down ^rp++++=down
and ^cc++++=and
look ^vb++++=look
at ^rb++++=at
her ^pp3o+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
dying ^vbg+++xvbgx+=dying.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj++++=good-natured
- ^zz++++=EXTRAWORD
natured ^jj++++=EXTRAWORD
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
arrived ^j+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
With ^in++++=With
his ^pp$+pp3+++=his
hat ^nn++++=hat
still ^rb++++=still
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
the ^ati++++=the
emetic ^nn++++=emetic
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
on ^in++++=on
conjecture ^nn++++=conjecture
from ^in++++=from
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
description ^nn+nom+++=description,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
act ^nn++++=act,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
lancet ^nn++++=lancet
brought ^vbd+++xvbn+=brought
no ^at++++=no
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
