At ^rb++++=At
of ^in++++=of
a ^at++++=a
very ^ql+amp+++=very
pretty ^rb++++=pretty
shape ^nn++++=shape,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
the ^ati++++=the
nest ^nn++++=nest
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
so ^rb+emph+++=so
full ^jj++++=full
she ^pp3a+pp3+++=she
laid ^vbd+++xvbnx+=laid
it ^pp3+it+++=it
quite ^abl++++=quite
near ^rb++++=near
the ^ati++++=the
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
the ^ati++++=the
Speckled ^np+++??+=Speckled
Hen ^nn++++=Hen,
, ^zz++++=EXTRAWORD
after ^in++++=after
looking ^xvbg+++xvbg+=looking
proudly ^rb++++=proudly
at ^rb++++=at
her ^pp3o+pp3+++=her
work ^nn++++=work,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
off ^rp+pl+++=off
to ^in++++=to
the ^ati++++=the
barnyard ^nn+++??+=barnyard,
, ^zz++++=EXTRAWORD
clucking ^vbg+++xvbg+=clucking
joyfully ^rb+cnj+++=joyfully,
, ^zz++++=EXTRAWORD
in ^in++++=in
search ^in"++++=search
of ^in"++++=of
something ^pn++++=something
to ^to++++=to
eat ^vbi++++=eat.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
Cluckety ^np+++??+=Cluckety-Cluck,
- ^zz++++=EXTRAWORD
cluck ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
nest ^nn++++=nest
and ^cc++++=and
the ^ati++++=the
oldest ^jjt+atrb+++=oldest
egg ^nn++++=egg
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
angrily ^rb+cnj+++=angrily,
, ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
' ^zz++++='s
s ^zz++++=EXTRAWORD
getting ^vwbg+++xvbg+=getting
crowded ^jj+++xvbn+=crowded
in ^in++++=in
this ^dt+dem+++=this
nest ^nn++++=nest;
; ^zz++++=EXTRAWORD
move ^vb++++=move
up ^rp++++=up
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
you ^pp2+pp2+++=you
fellows ^nns++++=fellows!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
Cadawcut ^np+++??+=CadawCut,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
above ^rb++++=above
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
a ^at++++=a
kick ^nn++++=kick.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
move ^vb++++=move
unless ^cs+cnd+++=unless
the ^ati++++=the
others ^aps++++=others
do ^vb+do+vrb++=do;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
're ^vb+ber+aux++0='re
crowding ^vbg+++xvbgx+=crowding
me ^pp1o+pp1+++=me
down ^in+strn+++=down!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Cadaw ^np+++??+=Cadaw-Cut;
- ^zz++++=EXTRAWORD
cut ^vb+++xvbn+=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
kicked ^vbd+++xvbnx+=kicked
the ^ati++++=the
egg ^nn++++=egg
next ^ap++++=next
above ^rb++++=above
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^ql++++=so
they ^pp3a+pp3+++=they
continued ^vbd+++xvbnx+=continued
kicking ^vbg+++xvbg+=kicking
one ^cd1++++=one
another ^dt++++=another
and ^cc++++=and
rolling ^vbg+nom++xvbg+=rolling
around ^rp++++=around
in ^in++++=in
the ^ati++++=the
nest ^nn++++=nest
until ^cs+sub+++=until
one ^cd1++++=one
kicked ^vbd+++xvbn+=kicked
Humpty ^np+++??+=Humpty
Dumpty ^np+++??+=Dumpty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
on ^rb+phrv+++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
nest ^nn++++=nest
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
kicked ^vpsv++agls+xvbnx+=kicked
out ^rp+pl+++=out
and ^cc++++=and
rolled ^vbd+++xvbn+=rolled
down ^rp++++=down
the ^ati++++=the
hay ^nn++++=hay-mow
- ^zz++++=EXTRAWORD
mow ^nn+++??+=EXTRAWORD
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
a ^at++++=a
stop ^nn++++=stop
near ^in+pl+++=near
the ^ati++++=the
very ^ql+amp+++=very
bottom ^jjb++++=bottom.
. ^zz++++=EXTRAWORD
Humpty ^np+++??+=Humpty
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
like ^in++++=like
this ^dt+dem+++=this
very ^ql+amp+++=very
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
bright ^jj+atrb+++=bright
egg ^nn++++=egg
for ^in++++=for
one ^cd1++++=one
so ^rb+emph+++=so
young ^jj++++=young,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
recovered ^vprf+++xvbnx+=recovered
from ^in++++=from
his ^pp$+pp3+++=his
shaking ^nvbg+++xvbg+=shaking
up ^rp++++=up
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
look ^vbi++++=look
about ^md"++pmd"++=about
to ^md+prd+++=to
see ^vb+vprv+++=see
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
The ^ati++++=The
barn ^nn++++=barn
door ^nn++++=door
was ^vbd+bedz+vrb++=was
open ^jj+pred+++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
caught ^vbd+++xvbnx+=caught
a ^at++++=a
glimpse ^nn++++=glimpse
of ^in++++=of
trees ^nns++++=trees
and ^cc++++=and
hedges ^nns++++=hedges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
green ^jj+atrb+++=green
grass ^nn++++=grass
with ^in++++=with
a ^at++++=a
silvery ^jj+atrb+++=silvery
brook ^nn++++=brook
running ^vwbg+++xvbg+=running
through ^in++++=through
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
waving ^jj+atrb++xvbg+=waving
grain ^nn++++=grain
and ^cc++++=and
the ^ati++++=the
tasselled ^jj+atrb++xvbn+=tasselled
maize ^nn++++=maize
and ^cc++++=and
the ^ati++++=the
sunshine ^nn++++=sunshine
flooding ^nn++++=flooding
it ^pp3+it+++=it
all ^rb++++=all.
. ^zz++++=EXTRAWORD
The ^ati++++=The
scene ^nn++++=scene
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
enticing ^jj++++=enticing
to ^in++++=to
the ^ati++++=the
young ^jj+atrb+++=young
egg ^nn++++=egg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Humpty ^np+++??+=Humpty
at ^rb++++=at
once ^rb"+tm+++=once
resolved ^vbd+vsua++xvbn+=resolved
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
something ^pn++++=something
of ^in++++=of
this ^dt+dem+++=this
great ^jj+atrb+++=great
world ^nn++++=world
before ^in++++=before
going ^xvbg+++xvbg+=going
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
nest ^nn++++=nest.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
make ^vbi++++=make
his ^pp$+pp3+++=his
way ^nn++++=way
carefully ^rb++++=carefully
through ^in++++=through
the ^ati++++=the
hay ^nn++++=hay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
getting ^vbg+++xvbgx+=getting
along ^in++++=along
fairly ^rb++++=fairly
well ^rb++++=well
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
heard ^vbd+vprv+tht0+xvbnx+=heard
a ^at++++=a
voice ^nn++++=voice
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^vbg+++xvbg+=going?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Humpty ^np+++??+=Humpty
looked ^vbd+++xvbn+=looked
around ^rp++++=around
and ^cc++++=and
found ^vbd+vprv+tht0+xvbn+=found
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
beside ^in+pl+++=beside
a ^at++++=a
pretty ^rb++++=pretty
little ^ap++++=little
nest ^nn++++=nest
in ^in++++=in
which ^whp+rel+pied++=which
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
brown ^jj+atrb+++=brown
egg ^nn++++=egg.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
speak ^vb++++=speak?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
brown ^jj+atrb+++=brown
egg ^nn++++=egg;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
where ^wrb+who+whcl++=where
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
going ^vbg+++xvbgx+=going."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
enquired ^vbd+++xvbn+=enquired
Humpty ^np+++??+=Humpty;
; ^zz++++=EXTRAWORD
" ^zz++++="do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
belong ^vb++++=belong
in ^in++++=in
our ^pp$+pp1+++=our
nest ^nn++++=nest?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
brown ^jj+atrb+++=brown
egg ^nn++++=egg;
; ^zz++++=EXTRAWORD
" ^zz++++="my
my ^pp$+pp1+++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+vrb++=is
Coutchie ^np+++??+=Coutchie-Coulou,
- ^zz++++=EXTRAWORD
coulou ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Black ^jj+atrb+++=Black
Bantam ^nn++++=Bantam
laid ^vbd+++xvbn+=laid
me ^pp1o+pp1+++=me
about ^in++++=about
an ^at++++=an
hour ^nn++++=hour
ago ^rb++++=ago."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,"
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Humpty ^np+++??+=Humpty
proudly ^rb++++=proudly;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
belong ^vb++++=belong
to ^in++++=to
the ^ati++++=the
Speckled ^np+++??+=Speckled
Hen ^nn++++=Hen
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
indeed ^rb++++=indeed!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
Coutchie ^np+++??+=Coutchie-Coulou.
- ^zz++++=EXTRAWORD
coulou ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp3o+pp3+++=her
go ^vb++++=go
by ^in++++=by
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
' ^zz++++='s
s ^zz++++=EXTRAWORD
much ^ap++++=much
bigger ^jjr++++=bigger
than ^in++++=than
the ^ati++++=the
Black ^jj+atrb+++=Black
Bantam ^nn++++=Bantam."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
'm ^vb+bem+vrb++0='m
much ^ap++++=much
bigger ^jjr++++=bigger
than ^in++++=than
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Humpty ^np+++??+=Humpty.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
'm ^vb+bem+aux++0='m
going ^vbg+++xvbgx+=going
out ^rp+pl+++=out
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
like ^vb++++=like
to ^to+vcmp+++=to
go ^vbi++++=go
with ^in++++=with
me ^pp1o+pp1+++=me
I ^pp1a+pp1+++=I
'll ^md+prd+++0='ll
take ^vb++++=take
good ^jj+atrb+++=good
care ^nn++++=care
of ^in++++=of
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
n't ^xnot++not++0=n't
it ^pp3+it+++=it
dangerous ^jj++++=dangerous
for ^in++++=for
eggs ^nns++++=eggs
to ^to++++=to
go ^vbi++++=go
about ^in+ppvb+++=about
all ^abn++++=all
by ^in++++=by
themselves ^ppls+pp3+++=themselves?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Coutchie ^np+++??+=Coutchie,
, ^zz++++=EXTRAWORD
timidly ^jj++++=timidly.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
so ^rb+cnj+++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Humpty ^np+++??+=Humpty;
; ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it
' ^zz++++='s
s ^zz++++=EXTRAWORD
dangerous ^jj++++=dangerous
in ^in++++=in
the ^ati++++=the
nest ^nn++++=nest,
, ^zz++++=EXTRAWORD
too ^ql++++=too;
; ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
brothers ^nns+nom+++=brothers
might ^md+pos+++=might
have ^vb+hv+aux++=have
smashed ^vprf+++xvbnx+=smashed
me ^pp1o+pp1+++=me
with ^in++++=with
their ^pp$+pp3+++=their
kicking ^vbg+++xvbg+=kicking.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
careful ^jj+pred+++=careful
we ^pp1a+pp1+++=we
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
come ^vprf+++xvbn+=come
to ^in++++=to
much ^ap++++=much
harm ^nn++++=harm;
; ^zz++++=EXTRAWORD
so ^ql++++=so
come ^vb++++=come
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
little ^ap++++=little
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
'll ^md+prd+++0='ll
look ^vb++++=look
after ^in+ppvb+++=after
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Coutchie ^np+++??+=Coutchie-Coulou
- ^zz++++=EXTRAWORD
coulou ^nn+++??+=EXTRAWORD
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
her ^pp$+pp3+++=her
hand ^nn++++=hand
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
helped ^vbd+++xvbnx+=helped
her ^pp$+pp3+++=her
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
nest ^nn++++=nest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
together ^nn+nom+++=together
they ^pp3a+pp3+++=they
crept ^vbd+++xvbnx+=crept
over ^in++++=over
the ^ati++++=the
hay ^nn++++=hay
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
barn ^nn++++=barn
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
made ^vbd+++xvbnx+=made
for ^in+ppvb+++=for
the ^ati++++=the
door ^nn++++=door
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
each ^dt++++=each
other ^ap++++=other
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
threshold ^nn++++=threshold,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
appeared ^vbd+seem++xvbn+=appeared
very ^ql+amp+++=very
high ^np++++=high
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
jump ^vb++++=jump,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Humpty ^np+++??+=Humpty.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0='m
afraid ^jj+pred+++=afraid!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Coutchie ^np+++??+=Coutchie-Coulou.
- ^zz++++=EXTRAWORD
coulou ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
declare ^vb+vpub+++=declare!
! ^zz++++=EXTRAWORD
there ^rn+pl+++=there
' ^zz++++='s
s ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
clucking ^vwbg+++xvbg+=clucking,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
' ^zz++++='s
s ^zz++++=EXTRAWORD
coming ^vwbg+++xvbg+=coming
this ^dt+dem+++=this
way ^nn++++=way."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
hurry ^nn++++=hurry!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Humpty ^np+++??+=Humpty.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
tremble ^vb++++=tremble
so ^rb++++=so
or ^cc++++=or
you ^pp2+pp2+++=you
will ^md+prd+++=will
get ^vb++++=get
yourself ^ppl+pp2+++=yourself
all ^abn++++=all
mixed ^jj+++xvbn+=mixed
up ^rp++++=up;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+aux++=does
n't ^xnot++not++0=n't
improve ^vb++++=improve
eggs ^nns++++=eggs
to ^to++++=to
shake ^vbi++++=shake
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
will ^md+prd+++=will
jump ^vb++++=jump
but ^cc+phrs+++=but
take ^vb++++=take
care ^nn++++=care
not ^xnot++not++=not
to ^in++++=to
bump ^nn++++=bump
against ^in++++=against
me ^pp1o+pp1+++=me
