This ^dt+pdem+++=This
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
at ^rb++++=at
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
to ^to++++=to
consist ^nn+nom+++=consist
of ^in++++=of
opening ^xvbg+++xvbg+=opening
the ^ati++++=the
store ^nn++++=store
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
sweeping ^jj+++xvbg+=sweeping
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whizzing ^jj+++xvbg+=whizzing
about ^in++++=about
town ^nn++++=town
on ^in++++=on
a ^at++++=a
bicycle ^nn++++=bicycle
with ^in++++=with
an ^at++++=an
unnecessarily ^rb++++=unnecessarily
insistent ^jj+atrb+++=insistent
bell ^nn++++=bell,
, ^zz++++=EXTRAWORD
delivering ^vbg+++xvbg+=delivering
prescriptions ^nns+nom+++=prescriptions
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
telephoned ^vpsv++agls+xvbnx+=telephoned
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
by ^in++++=by
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
summer ^nn++++=summer
had ^vb+hv+aux++=had
really ^rb+emph+splt++=really
set ^vprf+++xvbnx+=set
in ^in++++=in
Eddie ^np++++=Eddie
was ^vbd+bedz+aux++=was
installed ^vpsv++agls+xvbnx+=installed
back ^jjb++++=back
of ^in++++=of
the ^ati++++=the
soda ^nn++++=soda
fountain ^nn++++=fountain.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
never ^rb++++=never
was ^vbd+bedz+vrb++=was
anything ^pn++++=anything
better ^jjr++++=better
looking ^jj+++xvbg+=looking
than ^in++++=than
Eddie ^np++++=Eddie
Houghton ^np+++??+=Houghton
in ^in++++=in
his ^pp$+pp3+++=his
white ^jj++++=white
duck ^vb++++=duck
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
misleadingly ^jj+atrb+++=misleadingly
gold ^nn++++=gold
and ^cc++++=and
pink ^jj+atrb+++=pink
and ^cc+phrs+++=and
white ^jj+atrb+++=white
men ^nns++++=men.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
misleadingly ^jj++++=misleadingly
because ^cs+cos+++=because
you ^pp2+pp2+++=you
usually ^rb+down+++=usually
associate ^nn+nom+++=associate
pink ^jj++++=pink-and-whiteness
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
whiteness ^nns+nom+++=EXTRAWORD
with ^in++++=with
such ^abl++++=such
words ^nns++++=words
as ^ql++++=as
sissy ^vb+++??+=sissy
and ^cc++++=and
mollycoddle ^nn+++??+=mollycoddle.
. ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
played ^vprf+++xvbnx+=played
quarter ^nn++++=quarter-back
- ^zz++++=EXTRAWORD
back ^jjb++++=EXTRAWORD
every ^at++++=every
year ^nn++++=year
from ^in++++=from
his ^pp$+pp3+++=his
freshman ^nn+nom+++=freshman
year ^nn++++=year,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
could ^md+pos+++=could
putt ^vb++++=putt
the ^ati++++=the
shot ^nn+++xvbn+=shot
and ^cc++++=and
cut ^nn+++xvbn+=cut
classes ^nns++++=classes
with ^in++++=with
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^cs+sub+++=in
that ^cs"++++=that
white ^jj++++=white
duck ^vb++++=duck
coat ^nn++++=coat
with ^in++++=with
the ^ati++++=the
braiding ^jj+++xvbg+=braiding
and ^cc++++=and
frogs ^nns++++=frogs
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
any ^dti++++=any
musical ^jj++++=musical-comedy,
- ^zz++++=EXTRAWORD
comedy ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
white ^jj++++=white-flannel
- ^zz++++=EXTRAWORD
flannel ^nn++++=EXTRAWORD
tenor ^nn++++=tenor
lieutenant ^nn+nom+++=lieutenant
whose ^whp+rel+obj++=whose
duty ^nn++++=duty
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
to ^in++++=to
march ^nr++++=march
down ^in++++=down
to ^in++++=to
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
footlights ^nns++++=footlights,
, ^zz++++=EXTRAWORD
snatch ^vb++++=snatch
out ^rp+pl+++=out
his ^pp$+pp3+++=his
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
warble ^nn+++??+=warble
about ^in++++=about
his ^pp$+pp3+++=his
country ^nn++++=country's
's ^$++++=EXTRAWORD
flag ^nn++++=flag,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
like ^in++++=like
a ^at++++=a
flat ^jj++++=flat-nosed,
- ^zz++++=EXTRAWORD
nosed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
blue ^jj++++=blue-gummed
- ^zz++++=EXTRAWORD
gummed ^vbd+++xvbn+=EXTRAWORD
Igorrote ^np+++??+=Igorrote.
. ^zz++++=EXTRAWORD
Kunz ^np++++=Kunz's
's ^$++++=EXTRAWORD
soda ^nn++++=soda
water ^nn++++=water
receipts ^nns++++=receipts
swelled ^vbd+++xvbn+=swelled
to ^to++++=to
double ^vbi++++=double
their ^pp$+pp3+++=their
usual ^jj+atrb+++=usual
size ^nn++++=size,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
girls ^nns++++=girls'
' ^zz++++=EXTRAWORD
complexions ^nns++++=complexions
were ^vbd+bed+vrb++=were
something ^pn++++=something
awful ^jj++++=awful
that ^tht+jcmp+++=that
summer ^nn++++=summer.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
known ^vprf+++xvbnx+=known
Nellie ^np+++??+=Nellie
Donovan ^np+++??+=Donovan
to ^to++++=to
take ^vbi++++=take
as ^ql++++=as
many ^ap++++=many
as ^ql++++=as
three ^cd++++=three
ice ^nn++++=ice
cream ^nn++++=cream
sodas ^nns+++??+=sodas
and ^cc++++=and
two ^cd++++=two
phosphates ^nns+nom+++=phosphates
a ^at++++=a
day ^nn++++=day
when ^wrb+who+++=when
Eddie ^np++++=Eddie
was ^vbd+bedz+aux++=was
mixing ^vbg+++xvbgx+=mixing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
way ^nn++++=way
of ^in++++=of
throwing ^nn++++=throwing
in ^in++++=in
a ^at++++=a
good ^jj++++=good-natured
- ^zz++++=EXTRAWORD
natured ^jj+atrb+++=EXTRAWORD
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
easy ^jj+atrb+++=easy
flow ^nn++++=flow
of ^in++++=of
conversation ^nn+nom+++=conversation
with ^in++++=with
every ^at++++=every
drink ^nn++++=drink.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
indulging ^vbg+++xvbg+=indulging
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
airy ^jj+atrb+++=airy
persiflage ^nn+nom+++=persiflage
the ^ati++++=the
girls ^nns++++=girls
had ^vb+hv+vrb++=had
a ^at++++=a
great ^jj++++=great
little ^ap++++=little
trick ^nn++++=trick
of ^in++++=of
pursing ^xvbg+++xvbg+=pursing
their ^pp$+pp3+++=their
mouths ^nns++++=mouths
into ^in++++=into
rosebud ^nn++++=rosebud
shapes ^nns++++=shapes
over ^in++++=over
their ^pp$+pp3+++=their
soda ^nn++++=soda
straws ^nns+++??+=straws,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
casting ^nvbg+++xvbg+=casting
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
upward ^jjb++++=upward
at ^in++++=at
Eddie ^np++++=Eddie.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
all ^rb++++=all
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
trick ^nn++++=trick,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
value ^nn++++=value,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
at ^rb++++=at
night ^nn++++=night
Eddie ^np++++=Eddie's
's ^$++++=EXTRAWORD
dreams ^nns++++=dreams
were ^vbd+bed+aux++=were
haunted ^vpsv++by+xvbnx+=haunted
by ^in++++=by
whole ^jj+atrb+++=whole
rows ^nns++++=rows
of ^in++++=of
rosily ^rb++++=rosily
pursed ^vbd+++xvbn+=pursed
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seas ^nns++++=seas
of ^in++++=of
upturned ^jj+atrb+++=upturned,
, ^zz++++=EXTRAWORD
adoring ^jj+atrb+++=adoring
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
we ^pp1a+pp1+++=we
all ^abn++++=all
noticed ^vb+++xvbn+=noticed
that ^tht+vcmp+++=that
on ^rp++++=on
those ^dt+dem+++=those
rare ^jj+atrb+++=rare
occasions ^nns++++=occasions
when ^wrb+who+++=when
Josie ^np+++??+=Josie
Morehouse ^np+++??+=Morehouse
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
Kunz ^np++++=Kunz's
's ^$++++=EXTRAWORD
her ^pp$+pp3+++=her
glass ^nn++++=glass
was ^vbd+bedz+aux++=was
heaped ^vpsv++agls+xvbnx+=heaped
higher ^jjr++++=higher
with ^in++++=with
ice ^nn++++=ice
cream ^nn++++=cream
than ^cs+sub+++=than
that ^dt+dem+++=that
of ^in++++=of
any ^dti++++=any
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
girls ^nns++++=girls,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
Eddie ^np++++=Eddie's
's ^$++++=EXTRAWORD
usually ^rb+down+++=usually
easy ^jj+atrb+++=easy
flow ^nn++++=flow
of ^in++++=of
talk ^nn++++=talk
was ^vbd+bedz+aux++=was
interspersed ^vpsv++agls+xvbnx+=interspersed
with ^in++++=with
certain ^jj+atrb+++=certain
stammerings ^nns+++??+=stammerings
and ^cc++++=and
stutterings ^nns+++??+=stutterings.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Josie ^np+++??+=Josie
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
in ^in++++=in
often ^rb++++=often.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
dignity ^nn+nom+++=dignity
for ^in++++=for
a ^at++++=a
girl ^nn++++=girl
of ^in++++=of
eighteen ^cd++++=eighteen.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
taking ^vbg+++xvbgx+=taking
the ^ati++++=the
teachers ^nns+nom+++=teachers'
' ^zz++++=EXTRAWORD
examinations ^nns+nom+++=examinations
that ^tht+rel+obj++=that
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
other ^ap++++=other
girls ^nns++++=girls
were ^vbd+bed+aux++=were
playing ^vbg+++xvbgx+=playing
tennis ^nn++++=tennis
and ^cc++++=and
drinking ^vbg+++xvbg+=drinking
sodas ^nns+++??+=sodas.
. ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie
really ^rb+emph+++=really
hated ^vbd+++xvbn+=hated
the ^ati++++=the
soda ^nn++++=soda
water ^nn++++=water
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
as ^in++++=as
every ^at++++=every
soda ^nn++++=soda
clerk ^nn++++=clerk
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
does ^vbz+doz+vrb++=does.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
about ^in+ppvb+++=about
it ^pp3+it+++=it
good ^jj++++=good-naturedly.
- ^zz++++=EXTRAWORD
naturedly ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
really ^rb+emph+++=really
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
learn ^vbi+vprv+++=learn
the ^ati++++=the
drug ^nn++++=drug
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
boss ^nn++++=boss
knew ^vbd+vprv+tht0+xvbn+=knew
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
drawing ^jj+atrb++xvbg+=drawing
card ^nn++++=card,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
insisted ^vprf+++xvbn+=insisted
that ^tht+vcmp+++=that
Eddie ^np++++=Eddie
go ^vb++++=go
right ^jj++++=right
on ^in++++=on
concocting ^xvbg+++xvbg+=concocting
faerie ^nn+++??+=faerie
queens ^npt++++=queens
and ^cc++++=and
strawberry ^nn++++=strawberry
sundaes ^nns+++??+=sundaes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nectars ^nns+++??+=nectars
and ^cc++++=and
Kunz ^np++++=Kunz's
's ^$++++=EXTRAWORD
specials ^nns+nom+++=specials.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
Saturday ^nr++++=Saturday,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
happened ^vbd+++xvbnx+=happened
to ^to+vcmp+++=to
have ^vbi++vrb++=have
on ^in++++=on
hand ^nn++++=hand
an ^at++++=an
over ^in++++=over-supply
- ^zz++++=EXTRAWORD
supply ^nn++++=EXTRAWORD
of ^in++++=of
bananas ^nns+++??+=bananas
that ^tht+rel+subj++=that
would ^md+prd+++=would
have ^vb+hv+aux++=have
spoiled ^vprf+++xvbnx+=spoiled
over ^in++++=over
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
invented ^vbd+++xvbnx+=invented
a ^at++++=a
mess ^nn++++=mess
and ^cc++++=and
called ^vbd+++xvbn+=called
it ^pp3+it+++=it
the ^ati++++=the
Eddie ^np++++=Eddie
Extra ^jj++++=Extra,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
girls ^nns++++=girls
swarmed ^vbd+++xvbn+=swarmed
on ^in++++=on
it ^pp3+it+++=it
like ^in++++=like
flies ^nns++++=flies
around ^rp++++=around
a ^at++++=a
honey ^nn++++=honey
pot ^nn++++=pot.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
kind ^rb++++=kind
of ^rb"++++=of
thing ^nn++++=thing
would ^md+prd+++=would
have ^vb+hv+aux++=have
spoiled ^vprf+++xvbnx+=spoiled
most ^ql+emph+++=most
boys ^nns++++=boys.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Eddie ^np++++=Eddie
had ^vb+hv+vrb++=had
a ^at++++=a
sensible ^jj+atrb+++=sensible
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
On ^in++++=On
those ^dt+dem+++=those
nights ^nns++++=nights
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
come ^vb++++=come
home ^nr++++=home
nauseated ^vbd+++xvbn+=nauseated
with ^in++++=with
dealing ^xvbg+++xvbg+=dealing
out ^rp+pl+++=out
chop ^vb++++=chop
suey ^nn+++??+=suey
sundaes ^nns+++??+=sundaes
and ^cc++++=and
orangeades ^nns+++??+=orangeades,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saying ^vbg+++xvbg+=saying
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
future ^nn++++=future
for ^in++++=for
a ^at++++=a
fellow ^nn++++=fellow
in ^in++++=in
our ^pp$+pp1+++=our
dead ^jj++++=dead
little ^ap++++=little
hole ^nn++++=hole,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
mother ^nn++++=mother
would ^md+prd+++=would
give ^vb++++=give
him ^pp3o+pp3+++=him
something ^pn++++=something
rather ^rb++++=rather
special ^jj++++=special
for ^in++++=for
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^nn+++xvbn+=set
him ^pp3o+pp3+++=him
hoeing ^nvbg+++xvbg+=hoeing
and ^cc++++=and
watering ^nvbg+++xvbg+=watering
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Eddie ^np++++=Eddie
stuck ^vbd+++xvbn+=stuck
to ^in++++=to
his ^pp$+pp3+++=his
job ^nn++++=job,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
waited ^vbd+++xvbn+=waited,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
melting ^nn++++=melting
look ^nn++++=look,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
last ^ap++++=last
silly ^jj+atrb+++=silly
little ^jj+atrb+++=little
girl ^nn++++=girl
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
drinking ^vbg+++xvbgx+=drinking
her ^pp3o+pp3+++=her
third ^od++++=third
soda ^nn++++=soda,
, ^zz++++=EXTRAWORD
" ^zz++++="Somebody
somebody ^pn++++=EXTRAWORD
looks ^nns++++=looks
mighty ^jj++++=mighty
sweet ^jj++++=sweet
in ^in++++=in
pink ^jj++++=pink
to ^to++++=to-day,"
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc+cls+++=or
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
doping ^vbg+++xvbgx+=doping
to-morrow ^nr++++=to-morrow's
's ^$++++=EXTRAWORD
ball ^nn++++=ball
game ^nn++++=game
with ^in++++=with
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
boys ^nns++++=boys
who ^whp+rel+subj++=who
dropped ^vbd+++xvbn+=dropped
in ^in++++=in
for ^in++++=for
a ^at++++=a
cigar ^nn++++=cigar,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
thinking ^vbg+++xvbgx+=thinking
of ^in++++=of
bigger ^jjr+atrb+++=bigger
things ^nns++++=things,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
longing ^nvbg+++xvbg+=longing
for ^in++++=for
a ^at++++=a
man ^nn++++=man-size
- ^zz++++=EXTRAWORD
size ^nn++++=EXTRAWORD
job ^nn++++=job.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man-size
- ^zz++++=EXTRAWORD
size ^nn++++=EXTRAWORD
