What ^wdt+who+++=What
against ^in++++=against
the ^ati++++=the
hollow ^jj+atrb+++=hollow
panel ^nn++++=panel?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
let ^vb+++xvbn+=let
him ^pp3o+pp3+++=him
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here
he ^pp3a+pp3+++=he
comes ^vbz++++=comes.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
day ^nn++++=day,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir:"
: ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
an ^at++++=an
entire ^jjb+atrb+++=entire
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
" ^zz++++="Pray
pray ^vb+vsua+++=EXTRAWORD
be ^vb+be+aux++=be
seated ^vpsv++agls+xvbnx+=seated."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
that ^dt+dem+++=that
strange ^jj++++=strange-looking
- ^zz++++=EXTRAWORD
looking ^xvbg+++xvbg+=EXTRAWORD
walking ^vbg+++xvbg+=walking-stick
- ^zz++++=EXTRAWORD
stick ^vb++++=EXTRAWORD
he ^pp3a+pp3+++=he
carries ^vbz++++=carries:
: ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
fine ^jj+atrb+++=fine
thunder ^nn++++=thunder-storm,
- ^zz++++=EXTRAWORD
storm ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Fine?Awful!"
fine?awful ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
wet ^jj+pred+++=wet.
. ^zz++++=EXTRAWORD
Stand ^vb++++=Stand
here ^rn+pl+++=here
on ^in++++=on
the ^ati++++=the
hearth ^nn++++=hearth
before ^in++++=before
the ^ati++++=the
fire ^nn++++=fire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
for ^in++++=for
worlds ^nns++++=worlds!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^jjr++++=stranger
still ^rb++++=still
stood ^vbd+++xvbn+=stood
in ^in++++=in
the ^ati++++=the
exact ^jj++++=exact
middle ^jjb++++=middle
of ^in++++=of
the ^ati++++=the
cottage ^nn+nom+++=cottage,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
first ^rb++splt++=first
planted ^vprf+++xvbnx+=planted
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
singularity ^nn+nom+++=singularity
impelled ^vwbn+++xvbn+=impelled
a ^at++++=a
closer ^rbr++++=closer
scrutiny ^nn++++=scrutiny.
. ^zz++++=EXTRAWORD
A ^at++++=A
lean ^jj+atrb+++=lean,
, ^zz++++=EXTRAWORD
gloomy ^jj+atrb+++=gloomy
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
Hair ^nn++++=Hair
dark ^nn++++=dark
and ^cc++++=and
lank ^nn+++??+=lank,
, ^zz++++=EXTRAWORD
mattedly ^jj++++=mattedly
streaked ^jj+++xvbn+=streaked
over ^in++++=over
his ^pp$+pp3+++=his
brow ^nn++++=brow.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
sunken ^jj+atrb+++=sunken
pitfalls ^nns++++=pitfalls
of ^in++++=of
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
ringed ^jj+pred+++=ringed
by ^in++++=by
indigo ^nn+++??+=indigo
halos ^nns+++??+=halos,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
played ^vpsv++agls+xvbn+=played
with ^in++++=with
an ^at++++=an
innocuous ^jj+atrb+++=innocuous
sort ^nn++++=sort
of ^in++++=of
lightning ^nn++++=lightning:
: ^zz++++=EXTRAWORD
the ^ati++++=the
gleam ^nn++++=gleam
without ^in++++=without
the ^ati++++=the
bolt ^nn++++=bolt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
man ^nn++++=man
was ^vbd+bedz+aux++=was
dripping ^vbg+++xvbgx+=dripping.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
in ^in++++=in
a ^at++++=a
puddle ^nn+++??+=puddle
on ^in++++=on
the ^ati++++=the
bare ^jj+atrb+++=bare
oak ^nn++++=oak
floor ^nn++++=floor:
: ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
strange ^jj++++=strange
walking ^jj+++xvbg+=walking-stick
- ^zz++++=EXTRAWORD
stick ^vb++++=EXTRAWORD
vertically ^rb++++=vertically
resting ^vbg+++xvbg+=resting
at ^rb++++=at
his ^pp$+pp3+++=his
side ^nn++++=side.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
polished ^jj+atrb+++=polished
copper ^nn++++=copper
rod ^np++++=rod,
, ^zz++++=EXTRAWORD
four ^cd++++=four
feet ^nns++++=feet
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
lengthwise ^rb++++=lengthwise
attached ^vwbn+++xvbn+=attached
to ^in++++=to
a ^at++++=a
neat ^jj+atrb+++=neat
wooden ^jj+atrb+++=wooden
staff ^nn++++=staff,
, ^zz++++=EXTRAWORD
by ^in++++=by
insertion ^nn+nom+++=insertion
into ^in++++=into
two ^cd++++=two
balls ^nns++++=balls
of ^in++++=of
greenish ^jj+atrb+++=greenish
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
ringed ^jj++++=ringed
with ^in++++=with
copper ^nn++++=copper
bands ^nns++++=bands.
. ^zz++++=EXTRAWORD
The ^ati++++=The
metal ^nn++++=metal
rod ^np++++=rod
terminated ^vwbn+++xvbn+=terminated
at ^rb++++=at
the ^ati++++=the
top ^jjb++++=top
tripodwise ^rb+cnj+++=tripodwise,
, ^zz++++=EXTRAWORD
in ^in++++=in
three ^cd++++=three
keen ^jj+atrb+++=keen
tines ^nns+++??+=tines,
, ^zz++++=EXTRAWORD
brightly ^rb++++=brightly
gilt ^jj++++=gilt.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
held ^vbd+vprv++xvbnx+=held
the ^ati++++=the
thing ^nn++++=thing
by ^in++++=by
the ^ati++++=the
wooden ^jj+atrb+++=wooden
part ^nn++++=part
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
" ^zz++++="Sir,"
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
bowing ^vbg+++xvbg+=bowing
politely ^rb+cnj+++=politely,
, ^zz++++=EXTRAWORD
" ^zz++++="have
have ^vb+hv+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I
the ^ati++++=the
honor ^nn++++=honor
of ^in++++=of
a ^at++++=a
visit ^nn++++=visit
from ^in++++=from
that ^dt+dem+++=that
illustrious ^jj+atrb+++=illustrious
god ^nn++++=god,
, ^zz++++=EXTRAWORD
Jupiter ^np+++??+=Jupiter
Tonans ^np+++??+=Tonans?
? ^zz++++=EXTRAWORD
So ^ql++++=So
stood ^vbd+++xvbn+=stood
he ^pp3a+pp3+++=he
in ^in++++=in
the ^ati++++=the
Greek ^jj+atrb+++=Greek
statue ^nn++++=statue
of ^in++++=of
old ^jj++++=old,
, ^zz++++=EXTRAWORD
grasping ^vbg+++xvbg+=grasping
the ^ati++++=the
lightning ^nn++++=lightning-bolt.
- ^zz++++=EXTRAWORD
bolt ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
be ^vb+be+vrb++=be
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
his ^pp$+pp3+++=his
viceroy ^npt++++=viceroy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
thank ^vb++++=thank
you ^pp2+pp2+++=you
for ^in++++=for
this ^dt+dem+++=this
noble ^jj+atrb+++=noble
storm ^nn++++=storm
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
brewed ^vprf+++xvbnx+=brewed
among ^in++++=among
our ^pp$+pp1+++=our
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
Listen ^vb++++=Listen:
: ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
a ^at++++=a
glorious ^jj+atrb+++=glorious
peal ^nn++++=peal.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
lover ^nn++++=lover
of ^in++++=of
the ^ati++++=the
majestic ^jj++++=majestic,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
good ^jj+atrb+++=good
thing ^nn++++=thing
to ^in++++=to
have ^vbi++vrb++=have
the ^ati++++=the
Thunderer ^np+nom++??+=Thunderer
himself ^ppl+pp3+++=himself
in ^in++++=in
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
cottage ^nn+nom+++=cottage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thunder ^nn++++=thunder
grows ^vbz++++=grows
finer ^jjr++++=finer
for ^in++++=for
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
pray ^vb+vsua+++=pray
be ^vb+be+aux++=be
seated ^vpsv++agls+xvbnx+=seated.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
old ^jj+atrb+++=old
rush ^nn++++=rush-bottomed
- ^zz++++=EXTRAWORD
bottomed ^jj+atrb++xvbn+=EXTRAWORD
arm ^nn++++=arm-chair,
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
grant ^np++++=grant,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
poor ^jj+atrb+++=poor
substitute ^nn++++=substitute
for ^in++++=for
your ^pp$+pp2+++=your
evergreen ^jj+atrb+++=evergreen
throne ^nn++++=throne
on ^in++++=on
Olympus ^np+++??+=Olympus;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
condescend ^nn+++??+=condescend
to ^to++++=to
be ^vbi+vbi+aux++=be
seated ^vpsv++agls+xvbnx+=seated."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
While ^cs+sub+++=While
I ^pp1a+pp1+++=I
thus ^rb+cnj+++=thus
pleasantly ^rb++++=pleasantly
spoke ^vbd+++xvbn+=spoke,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stranger ^nn++++=stranger
eyed ^vbd+++xvbn+=eyed
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
half ^abn++++=half
in ^in++++=in
wonder ^nn++++=wonder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
half ^nn++++=half
in ^in++++=in
a ^at++++=a
strange ^jj+atrb+++=strange
sort ^nn++++=sort
of ^in++++=of
horror ^nn++++=horror;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move
a ^at++++=a
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
" ^zz++++="Do,
do ^vb+do+vrb++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
be ^vb+be+aux++=be
seated ^vpsv++agls+xvbnx+=seated;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
be ^vbi+vbi+aux++=be
dried ^xvbn+++xvbn+=dried
ere ^nn+++??+=ere
going ^vwbg+++xvbg+=going
forth ^rb++++=forth
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
planted ^vbd+++xvbnx+=planted
the ^ati++++=the
chair ^nn++++=chair
invitingly ^rb++++=invitingly
on ^in++++=on
the ^ati++++=the
broad ^jj+atrb+++=broad
hearth ^nn++++=hearth,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^rb++++=a
little ^rb"++++=little
fire ^nn++++=fire
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
kindled ^vpsv++agls+xvbnx+=kindled
that ^dt+dem+++=that
afternoon ^nn++++=afternoon
to ^to++++=to
dissipate ^nn+nom+++=dissipate
the ^ati++++=the
dampness ^nns+nom+++=dampness,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
cold ^nn++++=cold;
; ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
early ^jj+pred+++=early
in ^in++++=in
the ^ati++++=the
month ^nn++++=month
of ^in++++=of
September ^nr+nom+++=September.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
without ^in++++=without
heeding ^xvbg+++xvbg+=heeding
my ^pp$+pp1+++=my
solicitation ^nn+nom+++=solicitation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb+atrb+++=still
standing ^jj+++xvbg+=standing
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stranger ^nn++++=stranger
gazed ^vbd+++xvbn+=gazed
at ^rb++++=at
me ^pp1o+pp1+++=me
portentously ^jj++++=portentously
and ^cc++++=and
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
" ^zz++++="Sir,"
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="excuse
excuse ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
instead ^rb+cnj+++=instead
of ^in++++=of
my ^pp$+pp1+++=my
accepting ^jj+++xvbg+=accepting
your ^pp$+pp2+++=your
invitation ^nn+nom+++=invitation
to ^to+ncmp+++=to
be ^vbi+vbi+aux++=be
seated ^vpsv++agls+xvbnx+=seated
on ^in++++=on
the ^ati++++=the
hearth ^nn++++=hearth
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
solemnly ^rb++++=solemnly
warn ^vb+vpub+tht0++=warn
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
had ^vb+hv+aux++=had
best ^jjt++++=best
accept ^vb+vprv+++=accept
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stand ^nn++++=stand
with ^in++++=with
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
Heavens ^nns++++=Heavens!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
starting"there ^nn+++??+=starting"there
is ^vbz+bez+vrb++=is
another ^dt++++=another
of ^in++++=of
those ^dt+dem+++=those
awful ^jj++++=awful
crashes ^vbz++++=crashes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
warn ^vb+vpub+tht0++=warn
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
quit ^vb++++=quit
the ^ati++++=the
hearth ^nn++++=hearth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Jupiter ^np++++=Jupiter
Tonans ^np+++??+=Tonans,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
quietly ^rb++++=quietly
rolling ^vbg+nom++xvbg+=rolling
my ^pp$+pp1+++=my
body ^nn++++=body
on ^in++++=on
the ^ati++++=the
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
stand ^vb++++=stand
very ^ql+amp+++=very
well ^rb++++=well
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
so ^ql+emph+++=so
horridly ^jj++++=horridly
ignorant ^jj++++=ignorant,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="as
as ^ql++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
know ^vbi+vprv+++=know,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
by ^in++++=by
far ^rb+pl+++=far
the ^ati++++=the
most ^ql+emph+++=most
dangerous ^jj+atrb+++=dangerous
part ^nn++++=part
of ^in++++=of
a ^at++++=a
house ^nn++++=house,
, ^zz++++=EXTRAWORD
during ^in++++=during
such ^abl++++=such
a ^at++++=a
terrific ^jj+atrb+++=terrific
tempest ^nn++++=tempest
as ^in++++=as
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
fire ^nn++++=fire-place?"
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nay,
nay ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
involuntarily ^rb++++=involuntarily
stepping ^vbg+++xvbg+=stepping
upon ^in++++=upon
the ^ati++++=the
first ^od++++=first
board ^nn++++=board
next ^in+cmpx+++=next
to ^in"++++=to
the ^ati++++=the
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^jjr++++=stranger
now ^rn+tm+++=now
assumed ^vbd+vprv++xvbn+=assumed
such ^abl++++=such
an ^at++++=an
unpleasant ^jj+atrb+++=unpleasant
air ^nn++++=air
of ^in++++=of
successful ^jj+atrb+++=successful
admonition ^nn+nom+++=admonition,
, ^zz++++=EXTRAWORD
thatquite ^nn++++=thatquite
involuntarily ^rb++++=involuntarily
againi ^nn+++??+=againI
stepped ^vbd+++xvbn+=stepped
back ^jjb++++=back
upon ^in++++=upon
the ^ati++++=the
hearth ^nn++++=hearth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vbd+++xvbn+=threw
myself ^ppl+pp1+++=myself
into ^in++++=into
the ^ati++++=the
erectest ^jjt+atrb+++=erectest,
, ^zz++++=EXTRAWORD
proudest ^jjt+atrb+++=proudest
posture ^nn++++=posture
I ^pp1a+pp1+++=I
could ^md+pos+++=could
command ^vb++++=command.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
Heaven ^np++++=Heaven's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
strange ^jj+atrb+++=strange
mixture ^nn++++=mixture
of ^in++++=of
alarm ^nn++++=alarm
and ^cc++++=and
intimidation"for ^nn++++=intimidation"for
Heaven ^np++++=Heaven's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,
, ^zz++++=EXTRAWORD
get ^vb++++=get
off ^rb+phrv+++=off
the ^ati++++=the
hearth ^nn++++=hearth!
! ^zz++++=EXTRAWORD
Know ^vb+vprv+tht0++=Know
you ^pp2+pp2+++=you
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
heated ^jj+atrb++xvbn+=heated
air ^nn++++=air
and ^cc++++=and
soot ^nn++++=soot
are ^vb+ber+aux++=are
conductors;to ^nn+++??+=conductors;to
say ^vb+vpub+++=say
nothing ^pn++++=nothing
of ^in++++=of
those ^dt+dem+++=those
immense ^jj+atrb+++=immense
iron ^nn++++=iron
fire ^nn++++=fire-dogs?
- ^zz++++=EXTRAWORD
dogs ^nns++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Quit ^vb++++=Quit
the ^ati++++=the
spoti ^nn+++??+=spotI
conjurei ^nn+++??+=conjureI
command ^nn++++=command
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Jupiter ^np++++=Jupiter
Tonans ^np+++??+=Tonans,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
not ^xnot++not++=not
accustomed ^vbd+++xvbn+=accustomed
to ^to++++=to
be ^vbi+vbi+aux++=be
commanded ^vpsv++agls+xvbnx+=commanded
in ^in++++=in
my ^pp$+pp1+++=my
own ^ap++++=own
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Call
call ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me
not ^xnot++not++=not
by ^in++++=by
that ^dt+dem+++=that
pagan ^jj+atrb+++=pagan
name ^nn++++=name.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
profane ^jj+pred+++=profane
in ^in++++=in
this ^dt+dem+++=this
time ^nn++++=time
of ^in++++=of
terror ^nn++++=terror."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sir,
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
be ^vb+be+vrb++=be
so ^ql+emph+++=so
good ^jj++++=good
as ^in++++=as
to ^in"++++=to
tell ^vb++++=tell
me ^pp1o+pp1+++=me
your ^pp$+pp2+++=your
business ^nns+nom+++=business?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
seek ^vb++++=seek
shelter ^nn++++=shelter
from ^in++++=from
the ^ati++++=the
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
welcome ^jj+pred+++=welcome,
, ^zz++++=EXTRAWORD
so ^ql++++=so
long ^rb++++=long
as ^ql++++=as
