A ^at++++=A
the ^ati++++=the
home ^nr++++=home-sanctuary,
- ^zz++++=EXTRAWORD
sanctuary ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
his ^pp$+pp3+++=his
presence ^nn+nom+++=presence
should ^md+nec+++=should
bring ^vb++++=bring
a ^at++++=a
shadow ^nn++++=shadow
instead ^rb+cnj+++=instead
of ^in++++=of
sunshine ^nn++++=sunshine.
. ^zz++++=EXTRAWORD
Madeline ^np+++??+=Madeline
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
twenty ^cd++++=twenty
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
wife ^nn++++=wife
of ^in++++=of
Edward ^np++++=Edward
Leslie ^np++++=Leslie,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
left ^vbd+++xvbnx+=left
this ^dt+dem+++=this
warm ^jj++++=warm
down ^rp++++=down-covered
- ^zz++++=EXTRAWORD
covered ^vwbn+++xvbn+=EXTRAWORD
nest ^nn++++=nest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
borne ^vpsv++agls+xvbnx+=borne
to ^in++++=to
a ^at++++=a
new ^jj++++=new
and ^cc++++=and
more ^rbr++++=more
elegant ^jj+atrb+++=elegant
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Leslie ^np++++=Leslie
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
senior ^nn++++=senior
by ^in++++=by
eight ^cd++++=eight
or ^cc++++=or
nine ^cd++++=nine
years ^nns++++=years.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
his ^pp$+pp3+++=his
business ^nns+nom+++=business
life ^nn++++=life
at ^in++++=at
the ^ati++++=the
age ^nn++++=age
of ^in++++=of
twenty ^cd++++=twenty-two,
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
partner ^vb++++=partner
in ^in++++=in
a ^at++++=a
well ^rb++++=well
established ^vbd+vprv++xvbn+=established
mercantile ^jj+atrb+++=mercantile
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
place ^vb++++=place
ten ^cd++++=ten
thousand ^cd++++=thousand
dollars ^nns++++=dollars
in ^in++++=in
the ^ati++++=the
concern ^nn++++=concern,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
matter ^nn++++=matter
of ^in++++=of
profits ^nns++++=profits,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good
from ^in++++=from
the ^ati++++=the
beginning ^nvbg+++xvbg+=beginning.
. ^zz++++=EXTRAWORD
Yet ^rb+cnj+++=Yet,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
notwithstanding ^rb+cnj+++=notwithstanding
more ^rbr++++=more
than ^in++++=than
one ^cd1++++=one
loving ^jj+++xvbg+=loving-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
in ^in++++=in
whose ^whp+rel+pied++=whose
eyes ^nns++++=eyes
he ^pp3a+pp3+++=he
might ^md+pos+++=might
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
favor ^nn++++=favor,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
his ^pp$+pp3+++=his
path ^nn++++=path,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
resolutely ^rb++++=resolutely
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
the ^ati++++=the
fascination ^nn+nom+++=fascination
should ^md+nec+++=should
be ^vb+be+vrb++=be
too ^ql++++=too
strong ^jj++++=strong
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
resolved ^vbd+vsua++xvbnx+=resolved
not ^xnot++not++=not
to ^to++++=to
marry ^vbi++++=marry
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
maintain ^vb+vpub+++=maintain
a ^at++++=a
certain ^jj+atrb+++=certain
style ^nn++++=style
of ^in++++=of
living ^xvbg+++xvbg+=living.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
were ^vbd+bed+vrb++=were
the ^ati++++=the
heart ^nn++++=heart's
's ^$++++=EXTRAWORD
impulses ^nns++++=impulses
checked ^vwbn+++xvbn+=checked;
; ^zz++++=EXTRAWORD
thus ^rb+cnj+++=thus
were ^vbd+bed+vrb++=were
the ^ati++++=the
first ^rb++++=first
tender ^jj+atrb+++=tender
leaves ^nns++++=leaves
of ^in++++=of
affection ^nn+nom+++=affection
frozen ^vbd+++xvbn+=frozen
in ^in++++=in
the ^ati++++=the
cold ^jj+atrb+++=cold
breath ^nn++++=breath
of ^in++++=of
mere ^jjb+atrb+++=mere
calculation ^nn+nom+++=calculation.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wronged ^vbd+++xvbnx+=wronged
himself ^ppl+pp3+++=himself
in ^in++++=in
this ^dt+pdem+++=this;
; ^zz++++=EXTRAWORD
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
worldliness ^nns+nom+++=worldliness
and ^cc++++=and
ignorance ^nn+nom+++=ignorance,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
feel ^vb+vprv+++=feel
proud ^jj++++=proud
of ^in++++=of
being ^xvbg+++xvbg+=being
above ^jjb++++=above,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called,
, ^zz++++=EXTRAWORD
the ^ati++++=the
weaknesses ^nns+nom+++=weaknesses
of ^in++++=of
other ^ap++++=other
men ^nns++++=men.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
but ^cc++++=but
natural ^jj++++=natural
that ^tht+jcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Leslie ^np++++=Leslie
should ^md+nec+++=should
become ^vb++++=become,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
measure ^nn++++=measure,
, ^zz++++=EXTRAWORD
reserved ^j+++xvbn+=reserved
towards ^in++++=towards
others ^aps++++=others.
. ^zz++++=EXTRAWORD
Should ^md+nec+++=Should
assume ^vb+vprv+++=assume
a ^at++++=a
statelier ^jjr+atrb+++=statelier
step ^nn++++=step,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^ql++++=more
set ^vb+++xvbn+=set
forms ^nns++++=forms
of ^in++++=of
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
Should ^md+nec+++=Should
repress ^nns+nom+++=repress,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
and ^cc+phrs+++=and
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
heart ^nn++++=heart's
's ^$++++=EXTRAWORD
impulses ^nns++++=impulses.
. ^zz++++=EXTRAWORD
In ^in++++=In
Leslie ^np++++=Leslie,
, ^zz++++=EXTRAWORD
the ^ati++++=the
love ^nn++++=love
of ^in++++=of
money ^nn++++=money
was ^vbd+bedz+vrb++=was
strong ^jj+pred+++=strong;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
in ^in++++=in
his ^pp$+pp3+++=his
character ^nn+nom+++=character
a ^at++++=a
firmly ^rb++++=firmly
laid ^vbd+++xvbn+=laid
basis ^nn++++=basis
of ^in++++=of
integrity ^nn+nom+++=integrity.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
shrewd ^jj++++=shrewd
in ^in++++=in
his ^pp$+pp3+++=his
dealings ^nns+nom+++=dealings,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
never ^rb++++=never
stooped ^vbd+++xvbn+=stooped
to ^in++++=to
a ^at++++=a
system ^nn++++=system
of ^in++++=of
overreaching ^xvbg+++xvbg+=overreaching.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
in ^in++++=in
establishing ^xvbg+++xvbg+=establishing
a ^at++++=a
good ^jj+atrb+++=good
reputation ^nn+nom+++=reputation
among ^in++++=among
business ^nns+nom+++=business
men ^nns++++=men.
. ^zz++++=EXTRAWORD
In ^in++++=In
social ^jj+atrb+++=social
circles ^nns++++=circles,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
occasionally ^rb++++=occasionally
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
as ^in++++=as
a ^at++++=a
matter ^nn++++=matter
of ^in+emph+++=of
course ^nn+emph"+++=course
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
an ^at++++=an
object ^nn++++=object
of ^in++++=of
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
Observation ^nn+nom+++=Observation,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
regards ^in++++=regards
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
by ^in++++=by
far ^rb+cnj+++=far,
, ^zz++++=EXTRAWORD
too ^ql++++=too
superficial ^jj++++=superficial.
. ^zz++++=EXTRAWORD
With ^in++++=With
most ^ql+emph+++=most
persons ^nns++++=persons,
, ^zz++++=EXTRAWORD
merely ^rb+down+++=merely
what ^wdt+who+++=what
strikes ^vbz++++=strikes
the ^ati++++=the
eye ^nn++++=eye
is ^vbz+bez+vrb++=is
sufficient ^jj+atrb+++=sufficient
ground ^nn++++=ground
for ^in++++=for
an ^at++++=an
opinion ^nn++++=opinion;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
opinion ^nn++++=opinion
is ^vbz+bez+vrb++=is
freely ^rb++++=freely
and ^cc+phrs+++=and
positively ^rb++++=positively
expressed ^vbd+vpub++xvbn+=expressed.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
reputation ^nn+nom+++=reputation
comes ^vbz++++=comes,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
natural ^jj+atrb+++=natural
consequence ^nn+nom+++=consequence,
, ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
lives ^vbz++++=lives
in ^in++++=in
the ^ati++++=the
practice ^nn++++=practice
of ^in++++=of
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
apparent ^jj+atrb+++=apparent
social ^jj+atrb+++=social
virtues ^nns++++=virtues,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
may ^md+pos+++=may
possess ^nns+nom+++=possess
no ^at++++=no
real ^jj+atrb+++=real
kindness ^nns+nom+++=kindness
of ^in++++=of
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
be ^vb+be+vrb++=be
selfish ^jj+pred+++=selfish
to ^in++++=to
an ^at++++=an
extreme ^jj+atrb+++=extreme
degree ^nn++++=degree.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Leslie ^np++++=Leslie.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
generally ^rb+down+splt++=generally
regarded ^vpsv++agls+xvbnx+=regarded
as ^ql++++=as
a ^at++++=a
model ^nn++++=model
of ^in++++=of
a ^at++++=a
man ^nn++++=man;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
at ^rb++++=at
length ^rb"++++=length,
, ^zz++++=EXTRAWORD
approached ^j+++xvbn+=approached
Madeline ^np+++??+=Madeline
Henry ^np++++=Henry
as ^in++++=as
a ^at++++=a
lover ^nn++++=lover,
, ^zz++++=EXTRAWORD
the ^ati++++=the
friends ^nns++++=friends
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
lady ^npt++++=lady
regarded ^vwbn+++xvbn+=regarded
her ^pp$+pp3+++=her
as ^in++++=as
particularly ^rb++++=particularly
fortunate ^jj++++=fortunate.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
Madeline ^np+++??+=Madeline,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
rather ^rb++++=rather
shrunk ^jj++++=shrunk,
, ^zz++++=EXTRAWORD
at ^rb++++=at
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
from ^in++++=from
his ^pp$+pp3+++=his
advances ^nns+nom+++=advances.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
coldness ^nns+nom+++=coldness
in ^in++++=in
his ^pp$+pp3+++=his
sphere ^nn++++=sphere
that ^tht+rel+subj++=that
chilled ^vbd+++xvbn+=chilled
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
a ^at++++=a
rigid ^jj+atrb+++=rigid
propriety ^nn++++=propriety
of ^in++++=of
speech ^nn++++=speech
and ^cc++++=and
action ^nn++++=action
that ^tht+rel+subj++=that
inspired ^vprf+++xvbn+=inspired
too ^ql++++=too
much ^ap++++=much
respect ^nn++++=respect
and ^cc++++=and
deference ^nn+nom+++=deference.
. ^zz++++=EXTRAWORD
Gradually ^rb+cnj+++=Gradually,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
love ^nn++++=love
for ^in++++=for
the ^ati++++=the
maiden ^jjb++++=maiden,
, ^zz++++=EXTRAWORD
( ^zz++++=(if
if ^cs+cnd+++=EXTRAWORD
by ^in++++=by
such ^abl++++=such
a ^at++++=a
term ^nn++++=term
it ^pp3+it+++=it
might ^md+pos+++=might
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called)
) ^zz++++=EXTRAWORD
fused ^jj++++=fused
his ^pp$+pp3+++=his
hard ^jj+atrb+++=hard
exterior ^nn++++=exterior,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
manner ^nn++++=manner
became ^vbd+++xvbn+=became
so ^ql+emph+++=so
softened ^jj+++xvbn+=softened,
, ^zz++++=EXTRAWORD
gentle ^jj++++=gentle
and ^cc+phrs+++=and
affectionate ^jj++++=affectionate,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
yielded ^vbd+++xvbnx+=yielded
up ^in+cmpx+++=up
to ^in"++++=to
him ^pp3o+pp3+++=him
a ^at++++=a
most ^ql+emph+++=most
precious ^jj+atrb+++=precious
treasure ^nn++++=treasure--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
love ^nn++++=love
of ^in++++=of
her ^pp$+pp3+++=her
young ^jj+atrb+++=young
and ^cc+phrs+++=and
trusting ^jj+atrb++xvbg+=trusting
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
twenty ^cd++++=twenty
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Madeline ^np+++??+=Madeline
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
passed ^vbd+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
bride ^nn++++=bride
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Leslie ^np++++=Leslie,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
warm ^jj+atrb+++=warm
home ^nr++++=home-nest
- ^zz++++=EXTRAWORD
nest ^nn++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
reposed ^vprf+++xvbnx+=reposed
so ^rb++++=so
happily ^rb+cnj+++=happily,
, ^zz++++=EXTRAWORD
to ^to++++=to
become ^vbi++++=become
the ^ati++++=the
mistress ^nns+nom+++=mistress
of ^in++++=of
an ^at++++=an
elegant ^jj+atrb+++=elegant
mansion ^nn++++=mansion.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
in ^in++++=in
age ^nn++++=age
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
in ^in++++=in
many ^ap++++=many
things ^nns++++=things,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
child ^nn++++=child
in ^in++++=in
feelings ^nns+nom+++=feelings.
. ^zz++++=EXTRAWORD
Tenderly ^rb++++=Tenderly
cared ^vbd+++xvbn+=cared
for ^in+ppvb+++=for
and ^cc++++=and
petted ^vpsv++by+xvbn+=petted
by ^in++++=by
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
spirit ^nn++++=spirit
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
measure ^nn++++=measure,
, ^zz++++=EXTRAWORD
sustained ^xvbn+++xvbn+=sustained
by ^in++++=by
love ^nn++++=love
as ^ql++++=as
an ^at++++=an
aliment ^nn+nom+++=aliment.
. ^zz++++=EXTRAWORD
One ^pn++++=One
like ^in++++=like
Madeline ^np+++??+=Madeline
is ^vbz+bez+aux++=is
not ^xnot++not++=not
fit ^jj++++=fit
to ^to+jcmp+++=to
be ^vbi++vrb++=be
the ^ati++++=the
wife ^nn++++=wife
of ^in++++=of
such ^abl++++=such
a ^at++++=a
man ^nn++++=man
as ^ql++++=as
Edward ^np++++=Edward
Leslie ^np++++=Leslie.
. ^zz++++=EXTRAWORD
For ^in++++=For
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
a ^at++++=a
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
calculating ^jj+atrb++xvbg+=calculating
woman ^nn++++=woman
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
were ^vbd+bed+vrb++=were
a ^at++++=a
better ^jjr+atrb+++=better
companion ^nn++++=companion.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
who ^whp+rel+subj++=who
has ^vbz+hvz+vrb++=has
her ^pp$+pp3+++=her
own ^ap++++=own
selfish ^jj+atrb+++=selfish
ends ^nns++++=ends
to ^to++++=to
gain ^vbi++++=gain;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
can ^md+pos+++=can
find ^vb+vprv+++=find,
, ^zz++++=EXTRAWORD
in ^in++++=in
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
gaiety ^nn++++=gaiety,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
personal ^jj+atrb+++=personal
indulgence ^nn+nom+++=indulgence,
, ^zz++++=EXTRAWORD
full ^jj+atrb+++=full
compensation ^nn+nom+++=compensation
for ^in++++=for
a ^at++++=a
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
love ^nn++++=love.
. ^zz++++=EXTRAWORD
Madeline ^np+++??+=Madeline
was ^vbd+bedz+vrb++=was
scarcely ^rb+down+++=scarcely
the ^ati++++=the
bride ^nn++++=bride
of ^in++++=of
a ^at++++=a
week ^nn++++=week,
, ^zz++++=EXTRAWORD
ere ^nn+++??+=ere
shadows ^nps++++=shadows
began ^vbd+++xvbn+=began
to ^to++++=to
fall ^vbi++++=fall
upon ^in++++=upon
her ^pp$+pp3+++=her
heart ^nn++++=heart;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
form ^nn++++=form
that ^tht+rel+++=that
interposed ^jj+++xvbn+=interposed
itself ^ppl++++=itself
between ^in++++=between
her ^pp$+pp3+++=her
and ^cc++++=and
the ^ati++++=the
sunlight ^nn++++=sunlight,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
love ^nn++++=love
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
gone ^vprf+++xvbnx+=gone
forth ^np++++=forth
in ^in++++=in
lavish ^jj+atrb+++=lavish
expression ^nn++++=expression.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
encouraged ^vpsv++by+xvbnx+=encouraged
by ^in++++=by
all ^abn++++=all
the ^ati++++=the
associations ^nns+nom+++=associations
of ^in++++=of
home ^nr++++=home.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
of ^in++++=of
her ^pp$+pp3+++=her
wedded ^vwbn+++xvbn+=wedded
life ^nn++++=life,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
her ^pp$+pp3+++=her
husband ^nn++++=husband
like ^in++++=like
the ^ati++++=the
weight ^nn++++=weight
of ^in++++=of
a ^at++++=a
hand ^nn++++=hand
on ^rp++++=on
her ^pp3o+pp3+++=her
bosom ^nn++++=bosom,
, ^zz++++=EXTRAWORD
repressing ^jj+++xvbg+=repressing
her ^pp3o+pp3+++=her
heart ^nn++++=heart's
's ^vbz+bez+aux++0=EXTRAWORD
outgushing ^vbg+++xvbgx+=outgushing
impulses ^nns++++=impulses.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
fifth ^nn++++=fifth
evening ^nn++++=evening
of ^in++++=of
their ^pp$+pp3+++=their
marriage ^nn+nom+++=marriage,
, ^zz++++=EXTRAWORD
about ^in++++=about
the ^ati++++=the
early ^jj+atrb+++=early
twilight ^nn++++=twilight
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Madeline ^np+++??+=Madeline,
, ^zz++++=EXTRAWORD
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
since ^in++++=since
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
awaiting ^jj+++xvbg+=awaiting
the ^ati++++=the
return ^nn++++=return
of ^in++++=of
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
Full ^jj++++=Full
of ^in++++=of
pleasant ^jj+atrb+++=pleasant
thoughts ^nns++++=thoughts
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
warm ^jj++++=warm
with ^in++++=with
love ^nn++++=love
her ^pp3o+pp3+++=her
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
hours ^nns++++=hours
of ^in++++=of
separation ^nn+nom+++=separation
from ^in++++=from
Edward ^np++++=Edward
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
her ^pp$+pp3+++=her
impatient ^jj++++=impatient
to ^to+jcmp+++=to
meet ^vbi++++=meet
him ^pp3o+pp3+++=him
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When,
, ^zz++++=EXTRAWORD
at ^rb++++=at
length ^rb"++++=length,
