It ^pp3+it+++=IT
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Apache ^np++++=Apache
Chief ^jjb++++=Chief!
! ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
this ^dt+pdem+++=this
what ^wdt+who+++=what
you ^pp2+pp2+++=you
read ^vbd+vprv++xvbn+=read
instead ^rb+cnj+++=instead
of ^in++++=of
studying ^xvbg+++xvbg+=studying
your ^pp$+pp2+++=your
Roman ^jj+atrb+++=Roman
History ^nn++++=History?
? ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
not ^xnot++not++=not
find ^vb+vprv+++=find
any ^dti++++=any
more ^rbr++++=more
of ^in++++=of
this ^dt+dem+++=this
wretched ^jj+atrb+++=wretched
stuff ^nn++++=stuff
in ^in++++=in
this ^dt+dem+++=this
college ^nn++++=college.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
who ^whp+rel+subj++=who
wrote ^vbd+vprv++xvbn+=wrote
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
some ^dti++++=some
wretched ^jj++++=wretched
fellow ^jjb++++=fellow
who ^whp+who+++=who
writes ^vbz+vprv+++=writes
these ^dt+dem+++=these
things ^nns++++=things
for ^in++++=for
a ^at++++=a
drink ^nn++++=drink.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
surprised ^vpsv++agls+xvbnx+=surprised
at ^rb++++=at
boys ^nns++++=boys
like ^in++++=like
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
educated ^j+++xvbn+=educated,
, ^zz++++=EXTRAWORD
reading ^vbg+++xvbg+=reading
such ^abl++++=such
stuff ^nn++++=stuff.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
understand ^vb+vprv+tht0++=understand
it ^pp3+it+++=it
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
National ^jj+atrb+++=National
School ^nn++++=School
boys ^nns++++=boys.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
Dillon ^np++++=Dillon,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
advise ^vb+vpub+tht0++=advise
you ^pp2+pp2+++=you
strongly ^rb+cnj+++=strongly,
, ^zz++++=EXTRAWORD
get ^vb++++=get
at ^in+ppvb+++=at
your ^pp$+pp2+++=your
work ^nn++++=work
or.. ^nn+++??+=or..."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
rebuke ^nn++++=rebuke
during ^in++++=during
the ^ati++++=the
sober ^jj+atrb+++=sober
hours ^nns++++=hours
of ^in++++=of
school ^nn++++=school
paled ^vbd+++xvbn+=paled
much ^rb++++=much
of ^in++++=of
the ^ati++++=the
glory ^nn++++=glory
of ^in++++=of
the ^ati++++=the
Wild ^jj+atrb+++=Wild
West ^np+pl+++=West
for ^in++++=for
me ^pp1o+pp1+++=me
and ^cc++++=and
the ^ati++++=the
confused ^nn++++=confused
puffy ^vb++++=puffy
face ^nn++++=face
of ^in++++=of
Leo ^np++++=Leo
Dillon ^np++++=Dillon
awakened ^vbd+++xvbn+=awakened
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
consciences ^nns+nom+++=consciences.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
the ^ati++++=the
restraining ^jj+atrb+++=restraining
influence ^nn+nom+++=influence
of ^in++++=of
the ^ati++++=the
school ^nn++++=school
was ^vbd+bedz+vrb++=was
at ^rb++++=at
a ^at++++=a
distance ^nn+nom+++=distance
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
hunger ^vbi++++=hunger
again ^rb+tm+++=again
for ^in++++=for
wild ^jj+atrb+++=wild
sensations ^nns+nom+++=sensations,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
escape ^nn++++=escape
which ^whp+rel+obj++=which
those ^dt+dem+++=those
chronicles ^nns++++=chronicles
of ^in++++=of
disorder ^nn+nom+++=disorder
alone ^rb++++=alone
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
offer ^vbi++++=offer
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mimic ^vb++++=mimic
warfare ^nn++++=warfare
of ^in++++=of
the ^ati++++=the
evening ^nn++++=evening
became ^vbd+++xvbn+=became
at ^rb++++=at
last ^rb"++++=last
as ^in++++=as
wearisome ^nn++++=wearisome
to ^in++++=to
me ^pp1o+pp1+++=me
as ^in++++=as
the ^ati++++=the
routine ^nn++++=routine
of ^in++++=of
school ^nn++++=school
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
real ^jj+atrb+++=real
adventures ^nns++++=adventures
to ^to++++=to
happen ^vbi+v+++=happen
to ^to+vcmp+++=to
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
real ^jj+atrb+++=real
adventures ^nns++++=adventures,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reflected ^vbd+vprv++xvbnx+=reflected,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
happen ^vb+++??+=happen
to ^to+vcmp+++=to
people ^vb++++=people
who ^whp+rel+subj++=who
remain ^vb++++=remain
at ^in++++=at
home ^nr++++=home:
: ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
must ^md+nec+++=must
be ^vb+be+aux++=be
sought ^vpsv++agls+xvbnx+=sought
abroad ^rb+pl+++=abroad.
. ^zz++++=EXTRAWORD
The ^ati++++=The
summer ^nn++++=summer
holidays ^nns++++=holidays
were ^vbd+bed+vrb++=were
near ^in+pl+++=near
at ^rb++++=at
hand ^nn++++=hand
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
up ^rp++++=up
my ^pp$+pp1+++=my
mind ^nn++++=mind
to ^to++++=to
break ^vbi++++=break
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
weariness ^nns+nom+++=weariness
of ^in++++=of
schoollife ^nn+++??+=schoollife
for ^in++++=for
one ^cd1++++=one
day ^nn++++=day
at ^rb++++=at
least ^rb"++++=least.
. ^zz++++=EXTRAWORD
With ^in++++=With
Leo ^np++++=Leo
Dillon ^np++++=Dillon
and ^cc++++=and
a ^at++++=a
boy ^nn++++=boy
named ^vbd+++xvbn+=named
Mahony ^np+++??+=Mahony
I ^pp1a+pp1+++=I
planned ^vbd+++xvbnx+=planned
a ^at++++=a
day ^nn++++=day's
's ^vbz+bez+aux++0=EXTRAWORD
miching ^vbg+++xvbgx+=miching.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
of ^in++++=of
us ^pp1o+pp1+++=us
saved ^vbd+++xvbn+=saved
up ^rp++++=up
sixpence ^nn+nom+++=sixpence.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
to ^to++++=to
meet ^vbi++++=meet
at ^rb++++=at
ten ^cd++++=ten
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
on ^in++++=on
the ^ati++++=the
Canal ^npl++++=Canal
Bridge ^npl++++=Bridge.
. ^zz++++=EXTRAWORD
Mahony ^np++++=Mahony's
's ^$++++=EXTRAWORD
big ^jj+atrb+++=big
sister ^nn++++=sister
was ^vbd+bedz+aux++=was
to ^to++++=to
write ^vbi++++=write
an ^at++++=an
excuse ^nn++++=excuse
for ^in++++=for
him ^pp3o+pp3+++=him
and ^cc++++=and
Leo ^np++++=Leo
Dillon ^np++++=Dillon
was ^vbd+bedz+aux++=was
to ^to++++=to
tell ^vbi++++=tell
his ^pp$+pp3+++=his
brother ^nn++++=brother
to ^to++++=to
say ^vbi+vpub+tht0++=say
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
sick ^jj+pred+++=sick.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
arranged ^vbd+vsua++xvbn+=arranged
to ^to+vcmp+++=to
go ^vbi++++=go
along ^in++++=along
the ^ati++++=the
Wharf ^nn++++=Wharf
Road ^npl++++=Road
until ^cs+sub+++=until
we ^pp1a+pp1+++=we
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
to ^to++++=to
cross ^vbi++++=cross
in ^in++++=in
the ^ati++++=the
ferryboat ^nn+++??+=ferryboat
and ^cc++++=and
walk ^nn++++=walk
out ^rp+pl+++=out
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
Pigeon ^nn++++=Pigeon
House ^nn++++=House.
. ^zz++++=EXTRAWORD
Leo ^np++++=Leo
Dillon ^np++++=Dillon
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
we ^pp1a+pp1+++=we
might ^md+pos+++=might
meet ^vb++++=meet
Father ^nn++++=Father
Butler ^np++++=Butler
or ^cc++++=or
someone ^pn++++=someone
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
college ^nn++++=college;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mahony ^np+++??+=Mahony
asked ^vbd+vsua++xvbn+=asked,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
sensibly ^rb+cnj+++=sensibly,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
would ^md+prd+++=would
Father ^vb++++=Father
Butler ^np++++=Butler
be ^vb+be+aux++=be
doing ^vbg+++xvbgx+=doing
out ^rp+pl+++=out
at ^in++++=at
the ^ati++++=the
Pigeon ^nn++++=Pigeon
House ^nn++++=House.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
reassured ^vpsv++agls+xvbnx+=reassured:
: ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
brought ^vbd+++xvbnx+=brought
the ^ati++++=the
first ^od++++=first
stage ^nn++++=stage
of ^in++++=of
the ^ati++++=the
plot ^nn++++=plot
to ^to+ncmp+++=to
an ^at++++=an
end ^nn++++=end
by ^in++++=by
collecting ^xvbg+++xvbg+=collecting
sixpence ^nns+nom+++=sixpence
from ^in++++=from
the ^ati++++=the
other ^ap++++=other
two ^cd++++=two,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
showing ^vwbg+++xvbg+=showing
them ^pp3o+pp3+++=them
my ^pp$+pp1+++=my
own ^ap++++=own
sixpence ^nn+nom+++=sixpence.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
making ^vbg+++xvbgx+=making
the ^ati++++=the
last ^jj+atrb+++=last
arrangements ^nns+nom+++=arrangements
on ^in++++=on
the ^ati++++=the
eve ^nn++++=eve
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
all ^abn++++=all
vaguely ^rb++++=vaguely
excited ^jj+++xvbn+=excited.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
shook ^vbd+++xvbn+=shook
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mahony ^np+++??+=Mahony
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Till
till ^cs+sub+++=EXTRAWORD
tomorrow ^nr+tm+++=tomorrow,
, ^zz++++=EXTRAWORD
mates ^nns++++=mates!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
I ^pp1a+pp1+++=I
slept ^vbd+++xvbnx+=slept
badly ^rb++++=badly.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
morning ^nn++++=morning
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
firstcomer ^jjr+pred+++=firstcomer
to ^in++++=to
the ^ati++++=the
bridge ^nn++++=bridge
as ^ql++++=as
I ^pp1a+pp1+++=I
lived ^vbd+++xvbnx+=lived
nearest ^jjt++++=nearest.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hid ^vbd+++xvbnx+=hid
my ^pp$+pp1+++=my
books ^nns++++=books
in ^in++++=in
the ^ati++++=the
long ^jj+atrb+++=long
grass ^nn++++=grass
near ^in+pl+++=near
the ^ati++++=the
ashpit ^nn+++??+=ashpit
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
garden ^nn++++=garden
where ^wrb+who+++=where
nobody ^pn++++=nobody
ever ^rb++++=ever
came ^vbd+++xvbn+=came
and ^cc+phrs+++=and
hurried ^vbd+++xvbn+=hurried
along ^in++++=along
the ^ati++++=the
canal ^npl++++=canal
bank ^nn++++=bank.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
mild ^jj+atrb+++=mild
sunny ^jj+atrb+++=sunny
morning ^nn++++=morning
in ^in++++=in
the ^ati++++=the
first ^od++++=first
week ^nn++++=week
of ^in++++=of
June ^nr++++=June.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
up ^rp++++=up
on ^in++++=on
the ^ati++++=the
coping ^jj+++xvbg+=coping
of ^in++++=of
the ^ati++++=the
bridge ^nn++++=bridge
admiring ^vwbg+++xvbg+=admiring
my ^pp$+pp1+++=my
frail ^jj+atrb+++=frail
canvas ^nn++++=canvas
shoes ^nns++++=shoes
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
diligently ^rb++splt++=diligently
pipeclayed ^vprf+++xvbnx+=pipeclayed
overnight ^jjb++++=overnight
and ^cc+phrs+++=and
watching ^jj+++xvbg+=watching
the ^ati++++=the
docile ^jj+atrb+++=docile
horses ^nns++++=horses
pulling ^vwbg+++xvbg+=pulling
a ^at++++=a
tramload ^nn+++??+=tramload
of ^in++++=of
business ^nns+nom+++=business
people ^nns++++=people
up ^rp++++=up
the ^ati++++=the
hill ^nn++++=hill.
