From ^in++++=FROM
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
post ^nn++++=post.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
over ^in+ppvb+++=over
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
the ^ati++++=the
post ^nn++++=post
comes ^vbz++++=comes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+tm+++=once
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
who ^whp+who+whq++=who
could ^md+pos+++=could
wait ^vb++++=wait
until ^in++++=until
eleven ^cd++++=eleven
for ^in++++=for
the ^ati++++=the
letters ^nns+nom+++=letters?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
grew ^vbd+++xvbn+=grew
bright ^jj++++=bright;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
lightly ^rb++++=lightly
clasped ^vwbn+++xvbn+=clasped
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
letters ^nns+nom+++=letters,
, ^zz++++=EXTRAWORD
darling ^np+nom+++=darling?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps,"
perhaps ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
drawled ^vbd+++xvbnx+=drawled,
, ^zz++++=EXTRAWORD
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
drew ^vbd+++xvbnx+=drew
her ^pp$+pp3+++=her
hand ^nn++++=hand
over ^in++++=over
his ^pp$+pp3+++=his
reddish ^jj+atrb+++=reddish
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling
too ^ql++++=too,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
thinking ^nvbg+++xvbg+=thinking:
: ^zz++++=EXTRAWORD
" ^zz++++="Heavens
heavens ^nns++++=EXTRAWORD
! ^zz++++=!
What ^wdt+who+++=What
a ^at++++=a
stupid ^jj+atrb+++=stupid
thing ^nn++++=thing
to ^to++++=to
say ^vbi+vpub+++=say!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
this ^dt+dem+++=this
morning ^nn++++=morning
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
awakened ^vpsv++by+xvbnx+=awakened
by ^in++++=by
one ^cd1++++=one
great ^jj++++=great
slam ^vb++++=slam
of ^in++++=of
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Bang ^uh++++=Bang.
. ^zz++++=EXTRAWORD
The ^ati++++=The
flat ^nn++++=flat
shook ^vbd+++xvbn+=shook.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
jerked ^vbd+++xvbnx+=jerked
up ^rp++++=up
in ^in++++=in
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
clutching ^vbg+++xvbg+=clutching
at ^in++++=at
the ^ati++++=the
eiderdown ^nn++++=eiderdown;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
heart ^nn++++=heart
beat ^vbd+++xvbn+=beat.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
could ^md+pos+++=could
it ^pp3+it+++=it
be ^vb+be+vrb++=be?
? ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
voices ^nns++++=voices
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
Marie ^np++++=Marie
knocked ^vbd+++xvbn+=knocked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
door ^nn++++=door
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sharp ^nn++++=sharp
tearing ^xvbg+++xvbg+=tearing
rip ^vb++++=rip
out ^rp+pl+++=out
flew ^vbd+++xvbn+=flew
the ^ati++++=the
blind ^jj++++=blind
and ^cc++++=and
the ^ati++++=the
curtains ^nns++++=curtains,
, ^zz++++=EXTRAWORD
stiffening ^vbg+++xvbg+=stiffening,
, ^zz++++=EXTRAWORD
flapping ^nvbg+++xvbg+=flapping,
, ^zz++++=EXTRAWORD
jerking ^jj+++xvbg+=jerking.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tassel ^nn+++??+=tassel
of ^in++++=of
the ^ati++++=the
blind ^nn++++=blind
knocked ^vbd+++xvbn+=knocked
knocked ^vbd+++xvbn+=knocked
against ^in++++=against
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="Eh-h,
eh ^uh++++=EXTRAWORD
- ^zz++++=EXTRAWORD
h ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
voil ^nn+++??+=voil
! ^zz++++=!
" ^zz++++="
cried ^vbd+++xvbn+=cried
Marie ^np++++=Marie,
, ^zz++++=EXTRAWORD
setting ^nvbg+++xvbg+=setting
down ^rp++++=down
the ^ati++++=the
tray ^nn++++=tray
and ^cc++++=and
running ^nvbg+++xvbg+=running.
. ^zz++++=EXTRAWORD
" ^zz++++="C'est
c ^zz++++=EXTRAWORD
'est ^jjt++++0=EXTRAWORD
le ^&fw++++=le
vent ^nn++++=vent,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame.
. ^zz++++=EXTRAWORD
C ^zz++++=C'est
'est ^jjt++++0=EXTRAWORD
un ^&fw++++=un
vent ^nn++++=vent
insupportable ^jj++++=insupportable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Up ^rp++++=Up
rolled ^vbd+++xvbn+=rolled
the ^ati++++=the
blind ^jj++++=blind;
; ^zz++++=EXTRAWORD
the ^ati++++=the
window ^nn++++=window
went ^vbd+++xvbn+=went
up ^rb+phrv+++=up
with ^in+ppvb+++=with
a ^at++++=a
jerk ^vb++++=jerk;
; ^zz++++=EXTRAWORD
a ^at++++=a
whitey ^nn+++??+=whitey-greyish
- ^zz++++=EXTRAWORD
greyish ^jj++++=EXTRAWORD
light ^jj++++=light
filled ^jj+++xvbn+=filled
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Monica ^np++++=Monica
caught ^vbd+++xvbn+=caught
a ^at++++=a
glimpse ^nn++++=glimpse
of ^in++++=of
a ^at++++=a
huge ^jj+atrb+++=huge
pale ^nn++++=pale
sky ^nn++++=sky
and ^cc++++=and
a ^at++++=a
cloud ^nn++++=cloud
like ^in++++=like
a ^at++++=a
torn ^jj+atrb++xvbn+=torn
shirt ^nn++++=shirt
dragging ^vwbg+++xvbg+=dragging
across ^in+pl+++=across
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
hid ^vbd+++xvbnx+=hid
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
with ^in++++=with
her ^pp$+pp3+++=her
sleeve ^nn++++=sleeve.
. ^zz++++=EXTRAWORD
" ^zz++++="Marie!
marie ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
the ^ati++++=the
curtains ^nns++++=curtains!
! ^zz++++=EXTRAWORD
Quick ^jj++++=Quick,
, ^zz++++=EXTRAWORD
the ^ati++++=the
curtains ^nns++++=curtains!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Monica ^np++++=Monica
fell ^vbd+++xvbn+=fell
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
bed ^nn++++=bed
and ^cc++++=and
then ^rn+tm+++=then
" ^zz++++="Ring-ting
ring ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ting ^jj+++xvbg+=EXTRAWORD
- ^zz++++=-a-ping-ping,
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ping ^jj+++xvbg+=EXTRAWORD
- ^zz++++=EXTRAWORD
ping ^jj+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
ring ^nn++++=ring-ting-a-ping-ping."
- ^zz++++=EXTRAWORD
ting ^jj+++xvbg+=EXTRAWORD
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ping ^jj+++xvbg+=EXTRAWORD
- ^zz++++=EXTRAWORD
ping ^jj+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
telephone ^nn++++=telephone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
limit ^nn++++=limit
of ^in++++=of
her ^pp$+pp3+++=her
suffering ^vbg+++xvbg+=suffering
was ^vbd+bedz+aux++=was
reached ^vpsv++agls+xvbnx+=reached;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
grew ^vbd+++xvbnx+=grew
quite ^rb++++=quite
calm ^nn++++=calm.
. ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
and ^cc+phrs+++=and
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
Marie ^np++++=Marie."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
Monsieur ^npt++++=Monsieur.
. ^zz++++=EXTRAWORD
To ^to++++=To
know ^vbi+vprv+++=know
if ^cs+cnd+++=if
Madame ^npt++++=Madame
will ^md+prd+++=will
lunch ^vb++++=lunch
at ^rb++++=at
Princes ^nns++++=Princes'
' ^zz++++=EXTRAWORD
at ^rb++++=at
one ^cd1++++=one-thirty
- ^zz++++=EXTRAWORD
thirty ^cd++++=EXTRAWORD
to ^to++++=to-day."
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Monsieur ^npt++++=Monsieur
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
that ^tht+vcmp+++=that
the ^ati++++=the
message ^nn+nom+++=message
be ^vb+be+aux++=be
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
Madame ^npt++++=Madame
immediately ^rb+tm+++=immediately.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
of ^in++++=of
replying ^xvbg+++xvbg+=replying,
, ^zz++++=EXTRAWORD
Monica ^np++++=Monica
put ^vbd+++xvbn+=put
her ^pp$+pp3+++=her
cup ^nn++++=cup
down ^in++++=down
and ^cc++++=and
asked ^vbn+vsua++xvbn+=asked
Marie ^np++++=Marie
in ^in++++=in
a ^at++++=a
small ^nn++++=small
wondering ^vwbg+++xvbg+=wondering
voice ^nn++++=voice
what ^wdt+who+++=what
time ^nn++++=time
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
half ^abn++++=half
past ^jjb++++=past
nine ^cd++++=nine.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lay ^vbd+++xvbnx+=lay
still ^jj+pred+++=still
and ^cc++++=and
half ^abn++++=half
closed ^jj+++xvbn+=closed
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
come ^vprf+++xvbn+=come,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
gently ^rb++++=gently.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^in++++=as
the ^ati++++=the
door ^nn++++=door
shut ^vbd+++xvbn+=shut,
, ^zz++++=EXTRAWORD
anger ^nn++++=anger
anger ^nn++++=anger
suddenly ^rb++++=suddenly
gripped ^vbd+++xvbn+=gripped
her ^pp$+pp3+++=her
close ^jj++++=close,
, ^zz++++=EXTRAWORD
close ^jj++++=close,
, ^zz++++=EXTRAWORD
violent ^jj++++=violent,
, ^zz++++=EXTRAWORD
half ^abn++++=half
strangling ^jj++++=strangling
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
dared ^md++md+xvbn+=dared
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
dared ^vbd+++xvbn+=dared
Ralph ^np++++=Ralph
do ^vb+do+vrb++=do
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
how ^wrb+who+whcl++=how
agonizing ^jj++++=agonizing
her ^pp$+pp3+++=her
nerves ^nns++++=nerves
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning!
! ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Hadn't
n't ^xnot++not++0=EXTRAWORD
she ^pp3a+pp3+++=she
explained ^vbd+vpub++xvbnx+=explained
and ^cc+phrs+++=and
described ^vbd+++xvbn+=described
and ^cc++++=and
even ^cs+sub+++=even
though ^rb+cnj+++=though
lightly ^rb+cnj+++=lightly,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing
directly ^rb++++=directly
given ^jj+++xvbn+=given
him ^pp3o+pp3+++=him
to ^to++++=to
understand ^vbi+vprv+++=understand
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
the ^ati++++=the
one ^cd1++++=one
unforgivable ^jj+atrb+++=unforgivable
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
to ^to++++=to
choose ^vbi++++=choose
this ^dt+dem+++=this
frightful ^jj+atrb+++=frightful
windy ^jj+atrb+++=windy
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
he ^pp3a+pp3+++=he
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
a ^at++++=a
fad ^nn+++??+=fad
of ^in++++=of
hers ^pp$$++++=hers,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
feminine ^jj+atrb+++=feminine
folly ^nn++++=folly
to ^to++++=to
be ^vbi+vbi+aux++=be
laughed ^vpsv++agls+xvbnx+=laughed
at ^in+ppvb+++=at
and ^cc++++=and
tossed ^vbd+++xvbn+=tossed
aside ^rp++++=aside?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
last ^rb++++=last
night ^nn++++=night
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
must ^md+nec+++=must
take ^vb++++=take
me ^pp1o+pp1+++=me
seriously ^rb+cnj+++=seriously,
, ^zz++++=EXTRAWORD
too ^rb++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
replied ^vprf+++xvbnx+=replied:
: ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
darling ^nn+nom+++=darling,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
not ^xnot++not++=not
believe ^vb+vprv+++=believe
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
infinitely ^rb++++=infinitely
better ^jjr++++=better
than ^cs+sub+++=than
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
delicate ^jj+atrb+++=delicate
thought ^nn+++xvbn+=thought
and ^cc++++=and
feeling ^nvbg+++xvbg+=feeling
I ^pp1a+pp1+++=I
bow ^nn++++=bow
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
treasure ^nn++++=treasure.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
laugh ^nn++++=laugh!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
the ^ati++++=the
way ^nn++++=way
your ^pp$+pp2+++=your
lip ^nn++++=lip
lifts ^vbz++++=lifts"
" ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
leaned ^vprf+++xvbnx+=leaned
across ^in+pl+++=across
the ^ati++++=the
table ^nn++++=table
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care
who ^whp+rel+subj++=who
sees ^vbz+vprv+++=sees
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
adore ^vb++++=adore
all ^rb++++=all
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
be ^vb+be+vrb++=be
with ^in++++=with
you ^pp2+pp2+++=you
on ^in++++=on
mountain ^nn++++=mountain-top
- ^zz++++=EXTRAWORD
top ^jjb++++=EXTRAWORD
and ^cc++++=and
have ^vb+hv+vrb++=have
all ^rb++++=all
the ^ati++++=the
searchlights ^nns+++??+=searchlights
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
play ^nn++++=play
upon ^in++++=upon
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Heavens!"
heavens ^nns++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Monica ^np++++=Monica
almost ^rb+hdg+++=almost
clutched ^vbd+++xvbn+=clutched
her ^pp$+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
possible ^jj++++=possible
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
really ^rb+emph+splt++=really
said ^vprf++tht0+xvbnx+=said
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
How ^wrb+who+++=How
incredible ^jj+atrb+++=incredible
men ^nns++++=men
were ^vbd+bed+vrb++=were!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
could ^md+pos+++=could
she ^pp3a+pp3+++=she
have ^vb+hv+aux++=have
loved ^vprf+++xvbnx+=loved
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
talked ^vbd+++xvbn+=talked
like ^in++++=like
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
had ^vb+hv+aux++=had
she ^pp3a+pp3+++=she
been ^vprf+ben+aux+xvbnx+=been
doing ^vbg+++xvbgx+=doing
ever ^rb++++=ever
since ^in++++=since
that ^dt+dem+++=that
dinner ^nn++++=dinner
party ^nn++++=party
months ^nns++++=months
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
