From ^in++++=From
him ^pp3o+pp3+++=him
left ^vbd+++xvbn+=left
the ^ati++++=the
Rocketts ^np+++??+=Rocketts
undisturbed ^jj++++=undisturbed.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
under ^in++++=under
this ^dt+dem+++=this
new ^jj+atrb+++=new
lordship ^nn+nom+++=lordship,
, ^zz++++=EXTRAWORD
things ^nns++++=things
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
quite ^rb++++=quite
as ^ql++++=as
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Edwin ^np++++=Edwin
Shale ^nn++++=Shale,
, ^zz++++=EXTRAWORD
a ^at++++=a
middle ^jjb++++=middle-aged
- ^zz++++=EXTRAWORD
aged ^jj+atrb+++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
in ^in++++=in
his ^pp$+pp3+++=his
youth ^nn++++=youth
made ^vbd+++xvbn+=made
a ^at++++=a
foolish ^jj+atrb+++=foolish
marriage ^nn+nom+++=marriage;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
lady ^npt++++=lady
ruled ^vbd+++xvbn+=ruled
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
with ^in++++=with
the ^ati++++=the
gentlest ^nn++++=gentlest
of ^in++++=of
tongues ^nns++++=tongues,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
always ^rb++++=always
to ^in++++=to
the ^ati++++=the
kindest ^jjt+atrb+++=kindest
purpose ^nn++++=purpose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
Hilda ^np+++??+=Hilda,
, ^zz++++=EXTRAWORD
asserted ^j+++xvbn+=asserted
her ^pp$+pp3+++=her
rights ^nns++++=rights
as ^ql++++=as
only ^rb+down+++=only
child ^nn++++=child
with ^in++++=with
a ^at++++=a
force ^nn++++=force
of ^in++++=of
character ^nn+nom+++=character
which ^whp+rel+obj++=which
Sir ^npt++++=Sir
Edwin ^np++++=Edwin
would ^md+prd+++=would
perhaps ^rb++++=perhaps
have ^vb+hv+aux++=have
more ^rbr++splt++=more
sincerely ^rb++++=sincerely
admired ^vbd+++xvbn+=admired
had ^vb+hv+aux++=had
it ^pp3+it+++=it
reminded ^vbd+vsua++xvbn+=reminded
him ^pp3o+pp3+++=him
less ^rbr++++=less
of ^in++++=of
Lady ^nn++++=Lady
Shale ^nn++++=Shale.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
Hall ^nn++++=Hall,
, ^zz++++=EXTRAWORD
in ^in++++=in
Sir ^npt++++=Sir
Henry ^np++++=Henry's
's ^$++++=EXTRAWORD
time ^nn++++=time,
, ^zz++++=EXTRAWORD
remained ^j+++xvbn+=remained
childless ^jj++++=childless,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lodge ^npl++++=lodge
prided ^vbd+++xvbn+=prided
itself ^ppl++++=itself
on ^in++++=on
a ^at++++=a
boy ^nn++++=boy
and ^cc++++=and
two ^cd++++=two
girls ^nns++++=girls.
. ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
Rockett ^np+++??+=Rockett,
, ^zz++++=EXTRAWORD
something ^pn++++=something
of ^in++++=of
a ^at++++=a
scapegrace ^nn+++??+=scapegrace,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
by ^in++++=by
the ^ati++++=the
baronet ^nn+++??+=baronet's
's ^$++++=EXTRAWORD
advice ^nn++++=advice
sent ^vbd+++xvbn+=sent
to ^in++++=to
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thenceforth ^nn+++??+=thenceforth
gave ^vbd+++xvbn+=gave
his ^pp$+pp3+++=his
parents ^nns++++=parents
no ^at++++=no
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
Betsy ^np++++=Betsy,
, ^zz++++=EXTRAWORD
grew ^j+++xvbn+=grew
up ^rp++++=up
to ^to++++=to
be ^vbi++vrb++=be
her ^pp3o+pp3+++=her
mother ^npt++++=mother's
's ^$++++=EXTRAWORD
help ^nn++++=help.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Betsy ^np++++=Betsy's
's ^$++++=EXTRAWORD
elder ^jjr+atrb+++=elder
sister ^nn++++=sister
showed ^vbd+vprv++xvbn+=showed
from ^in++++=from
early ^jj+atrb+++=early
years ^nns++++=years
that ^tht+rel+obj++=that
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
the ^ati++++=the
lodge ^nn++++=lodge
would ^md+prd+++=would
afford ^vb++++=afford
no ^at++++=no
adequate ^jj+atrb+++=adequate
scope ^nn++++=scope
for ^in++++=for
her ^pp$+pp3+++=her
ambitions ^nns+nom+++=ambitions.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May
Rockett ^vb+++??+=Rockett
had ^vb+hv+vrb++=had
good ^jj+atrb+++=good
looks ^nns++++=looks;
; ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
an ^at++++=an
intellect ^nn++++=intellect
which ^whp+rel+subj++=which
sharpened ^vprf+++xvbn+=sharpened
itself ^ppl++++=itself
on ^in++++=on
everything ^pn++++=everything
with ^in++++=with
which ^whp+rel+pied++=which
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
in ^in++++=in
contact ^nn++++=contact.
. ^zz++++=EXTRAWORD
The ^ati++++=The
village ^nn+nom+++=village
school ^nn++++=school
could ^md+pos+++=could
never ^rb++++=never
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
held ^vpsv++agls+xvbnx+=held
responsible ^jj++++=responsible
for ^in++++=for
May ^md+pos+++=May
Rockett ^vb++++=Rockett's
's ^$++++=EXTRAWORD
acquirements ^nns+nom+++=acquirements
and ^cc++++=and
views ^nns++++=views
at ^in++++=at
the ^ati++++=the
age ^nn++++=age
of ^in++++=of
ten ^cd++++=ten;
; ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
could ^md+pos+++=could
the ^ati++++=the
High ^jj+atrb+++=High
School ^nn++++=School
in ^in++++=in
the ^ati++++=the
neighbouring ^jj+atrb+++=neighbouring
town ^nn++++=town
altogether ^nn+nom+++=altogether
account ^nn++++=account
for ^in++++=for
her ^pp$+pp3+++=her
mental ^jj+atrb+++=mental
development ^nn+nom+++=development
at ^in++++=at
seventeen ^cd++++=seventeen.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
without ^in++++=without
misgivings ^nns++++=misgivings
had ^vb+hv+vrb++=had
the ^ati++++=the
health ^nn++++=health-broken
- ^zz++++=EXTRAWORD
broken ^vbd+++xvbn+=EXTRAWORD
gardener ^nn+nom+++=gardener
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
consented ^vbd+++xvbn+=consented
to ^in++++=to
May ^md+pos+++=May's
's ^$++++=EXTRAWORD
pursuit ^nn++++=pursuit
of ^in++++=of
the ^ati++++=the
higher ^jjr+atrb+++=higher
learning ^nvbg+++xvbg+=learning;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Sir ^npt++++=Sir
Henry ^np++++=Henry
and ^cc++++=and
the ^ati++++=the
kind ^nn++++=kind
old ^jj+atrb+++=old
Lady ^nn++++=Lady
Shale ^nn++++=Shale
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
it ^pp3+it+++=it
the ^ati++++=the
safer ^jjr+atrb+++=safer
course ^nn++++=course,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
evidently ^rb++++=evidently
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
little ^ap++++=little
chance ^nn++++=chance
of ^in++++=of
the ^ati++++=the
girl ^nn++++=girl's
's ^vbz+bez+aux++0=EXTRAWORD
accepting ^vbg+vprv++xvbgx+=accepting
any ^dti++++=any
humble ^jj++++=humble
kind ^rb++++=kind
of ^rb"++++=of
employment ^nn+nom+++=employment:
: ^zz++++=EXTRAWORD
in ^in++++=in
one ^cd1++++=one
way ^nn++++=way
or ^cc++++=or
another ^ppls++++=another
she ^pp3a+pp3+++=she
must ^md+nec+++=must
depend ^vb++++=depend
for ^in++++=for
a ^at++++=a
livelihood ^nn+nom+++=livelihood
upon ^in++++=upon
her ^pp$+pp3+++=her
brains ^nns++++=brains.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
Sir ^npt++++=Sir
Edwin ^np++++=Edwin's
's ^$++++=EXTRAWORD
succession ^nn++++=succession
Miss ^npt++++=Miss
Rockett ^np++++=Rockett
had ^vb+hv+aux++=had
already ^rb++splt++=already
obtained ^vprf+++xvbnx+=obtained
a ^at++++=a
place ^nn++++=place
as ^in++++=as
governess ^nns+nom+++=governess,
, ^zz++++=EXTRAWORD
giving ^jj+++xvbg+=giving
her ^pp3o+pp3+++=her
parents ^nns++++=parents
to ^to++++=to
understand ^vbi+vprv+++=understand
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
a ^at++++=a
temporary ^jj++++=temporary
expedient ^jj++++=expedient--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
paving ^jj+++xvbg+=paving
of ^in++++=of
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
something ^pn++++=something
vaguely ^rb+cnj+++=vaguely,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
superbly ^rb+cnj+++=superbly,
, ^zz++++=EXTRAWORD
independent ^jj++++=independent.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
was ^vbd+bedz+vrb++=was
promotion ^nn+nom+++=promotion
long ^rb++++=long
in ^in++++=in
coming ^xvbg+++xvbg+=coming.
. ^zz++++=EXTRAWORD
At ^rb++++=At
two ^cd++++=two-and-twenty
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
twenty ^cd++++=EXTRAWORD
May ^md+pos+++=May
accepted ^vbd+vprv++xvbn+=accepted
a ^at++++=a
secretaryship ^nn+nom+++=secretaryship
to ^in++++=to
a ^at++++=a
lady ^nn++++=lady
with ^in++++=with
a ^at++++=a
mission ^nn++++=mission--concerning
-- ^--+clp+++=EXTRAWORD
concerning ^in++++=EXTRAWORD
the ^ati++++=the
rights ^nns++++=rights
of ^in++++=of
womanhood ^nn+nom+++=womanhood.
. ^zz++++=EXTRAWORD
In ^in++++=In
letters ^nns+nom+++=letters
to ^in++++=to
her ^pp3o+pp3+++=her
father ^npt++++=father
and ^cc++++=and
mother ^nn++++=mother
she ^pp3a+pp3+++=she
spoke ^vbd+++xvbnx+=spoke
much ^rb++++=much
of ^in++++=of
the ^ati++++=the
importance ^nn+nom+++=importance
of ^in++++=of
her ^pp$+pp3+++=her
work ^nn++++=work,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
did ^vbd+dod+aux++=did
not ^xnot++not++=not
confess ^nns+nom+++=confess
how ^wrb+who+++=how
very ^ql+amp+++=very
modest ^jj++++=modest
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
salary ^nn++++=salary.
. ^zz++++=EXTRAWORD
A ^at++++=A
couple ^nn++++=couple
of ^in++++=of
years ^nns++++=years
went ^vwbn+++xvbn+=went
by ^in++++=by
without ^in++++=without
her ^pp$+pp3+++=her
visiting ^vbg+++xvbg+=visiting
the ^ati++++=the
old ^jj+atrb+++=old
home ^nr++++=home;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
sudden ^jj++++=sudden,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
known ^vbd+vprv++xvbn+=known
her ^pp$+pp3+++=her
intention ^nn+nom+++=intention
of ^in++++=of
coming ^xvbg+++xvbg+=coming
to ^to++++=to
stay ^vbi++++=stay
at ^in++++=at
the ^ati++++=the
lodge ^vb++++=lodge
' ^zz++++='for
for ^in++++=EXTRAWORD
a ^at++++=a
week ^nn++++=week
or ^cc++++=or
ten ^cd++++=ten
days ^nns++++=days.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
explained ^vbd+vpub++xvbnx+=explained
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
purpose ^nn++++=purpose
was ^vbd+bedz+vrb++=was
rest ^nn++++=rest;
; ^zz++++=EXTRAWORD
intellectual ^jj+atrb+++=intellectual
strain ^nn++++=strain
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
rather ^rb++++=rather
to ^to++++=to
tell ^vbi++++=tell
upon ^in++++=upon
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days
of ^in++++=of
absolute ^jj+atrb+++=absolute
tranquillity ^nn+nom+++=tranquillity,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
she ^pp3a+pp3+++=she
might ^md+pos+++=might
expect ^vb+vprv+++=expect
under ^in++++=under
the ^ati++++=the
elms ^nns++++=elms
of ^in++++=of
Brent ^np+++??+=Brent
Hall ^nn++++=Hall,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
do ^vb+do+vrb++=do
her ^pp$+pp3+++=her
all ^abn++++=all
the ^ati++++=the
good ^nn++++=good
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
' ^zz++++='Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
' ^zz++++='it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
unnecessary ^jj++++=unnecessary
to ^to++++=to
say ^vbi+vpub+tht0++=say
anything ^pn++++=anything
about ^rb++++=about
me ^pp1o+pp1+++=me
to ^in++++=to
the ^ati++++=the
Shale ^nn++++=Shale
people ^nns++++=people.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
and ^cc++++=and
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
nothing ^pn++++=nothing
in ^rb++++=in
common ^rb"++++=common,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+vrb++=be
better ^jjr+pred+++=better
for ^in++++=for
us ^pp1o+pp1+++=us
to ^to++++=to
ignore ^vbi++++=ignore
each ^ppls++++=each
other's ^ppls++++=other's
existence ^nn+nom+++=existence.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
These ^dt+dem+++=These
characteristic ^jj+atrb+++=characteristic
phrases ^nns++++=phrases
troubled ^vbd+++xvbn+=troubled
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Rockett ^np++++=Rockett.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
the ^ati++++=the
family ^nn++++=family
at ^in++++=at
the ^ati++++=the
Hall ^nn++++=Hall
should ^md+nec+++=should,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
good ^jj++++=good
to ^to+jcmp+++=to
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
ignore ^vb++++=ignore
the ^ati++++=the
existence ^nn+nom+++=existence
of ^in++++=of
May ^md+pos+++=May
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
Rocketts ^np+++??+=Rocketts'
' ^zz++++=EXTRAWORD
view ^nn++++=view,
, ^zz++++=EXTRAWORD
reasonable ^jj++++=reasonable
enough ^qlp++++=enough;
; ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
May ^md+pos+++=May
to ^to++++=to
ignore ^vbi++++=ignore
Sir ^npt++++=Sir
Edwin ^np++++=Edwin
and ^cc++++=and
Lady ^nn++++=Lady
Shale ^nn++++=Shale,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
just ^rb+emph+++=just
now ^rn+tm+++=now
in ^in++++=in
residence ^nn+nom+++=residence
after ^cs+sub+++=after
six ^cd++++=six
months ^nns++++=months
spent ^vbd+++xvbn+=spent
abroad ^rb+cnj+++=abroad,
, ^zz++++=EXTRAWORD
struck ^j+++xvbn+=struck
them ^pp3o+pp3+++=them
as ^in++++=as
a ^at++++=a
very ^ql+amp+++=very
grave ^jj+atrb+++=grave
impropriety ^nn++++=impropriety.
. ^zz++++=EXTRAWORD
Natural ^jj+atrb+++=Natural
respect ^nn++++=respect
demanded ^vbd+vsua+tht0+xvbn+=demanded
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
at ^rb++++=at
some ^dti++++=some
fitting ^jj+atrb++xvbg+=fitting
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
suitable ^jj+atrb+++=suitable
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
daughter ^nn+nom+++=daughter
should ^md+nec+++=should
present ^vb++++=present
herself ^ppl+pp3+++=herself
to ^in++++=to
her ^pp$+pp3+++=her
feudal ^jj+atrb+++=feudal
superiors ^nns++++=superiors,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
assuredly ^rb++++=assuredly
indebted ^jj+pred+++=indebted,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
indirectly ^rb+cnj+++=indirectly,
, ^zz++++=EXTRAWORD
for ^in++++=for
' ^zz++++='the
the ^ati++++=EXTRAWORD
blessings ^nns++++=blessings
she ^pp3a+pp3+++=she
enjoyed ^vbd+++xvbnx+=enjoyed.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Rockett ^np++++=Rockett's
's ^$++++=EXTRAWORD
phrase ^nn++++=phrase,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rheumatic ^nn++++=rheumatic,
, ^zz++++=EXTRAWORD
wheezy ^nn+++??+=wheezy
old ^jj+atrb+++=old
gardener ^nn+nom+++=gardener
uttered ^vwbn+++xvbn+=uttered
the ^ati++++=the
same ^ap++++=same
opinion ^nn++++=opinion
in ^in++++=in
less ^rbr++++=less
conventional ^jj+atrb+++=conventional
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
no ^at++++=no
affection ^nn+nom+++=affection
for ^in++++=for
Sir ^npt++++=Sir
Edwin ^np++++=Edwin
or ^cc++++=or
his ^pp$+pp3+++=his
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Miss ^npt++++=Miss
Hilda ^np++++=Hilda
they ^pp3a+pp3+++=they
decidedly ^rb++++=decidedly
disliked ^vbd+++xvbn+=disliked;
; ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
treatment ^nn+nom+++=treatment
at ^in+cmpx+++=at
the ^in"++++=the
hands ^in"++++=hands
of ^in"++++=of
these ^dt+dem+++=these
new ^jj+atrb+++=new
people ^nns++++=people
contrasted ^vbd+++xvbn+=contrasted
unpleasantly ^jj++++=unpleasantly
enough ^qlp++++=enough
with ^in++++=with
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
old ^jj+atrb+++=old
times ^nns++++=times;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
spirit ^nn++++=spirit
of ^in++++=of
loyal ^jj+atrb+++=loyal
subordination ^nn+nom+++=subordination
ruled ^vbd+vsua++xvbn+=ruled
their ^pp$+pp3+++=their
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
to ^in++++=to
Sir ^npt++++=Sir
Edwin ^np++++=Edwin
at ^rb++++=at
all ^abn++++=all
events ^nns++++=events,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
felt ^vbd+vprv++xvbnx+=felt
gratitude ^nn++++=gratitude
for ^in++++=for
their ^pp$+pp3+++=their
retention ^nn+nom+++=retention
at ^in++++=at
the ^ati++++=the
lodge ^nn++++=lodge.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Rockett ^np++++=Rockett
was ^vbd+bedz+vrb++=was
a ^at++++=a
healthy ^jj+atrb+++=healthy
and ^cc+phrs+++=and
capable ^jj+atrb+++=capable
woman ^nn++++=woman
of ^in++++=of
not ^xnot++not++=not
more ^rbr++++=more
than ^in++++=than
fifty ^cd++++=fifty,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
less ^rbr++++=less
than ^cs+sub+++=than
her ^pp3o+pp3+++=her
invalid ^nn++++=invalid
husband ^nn++++=husband
would ^md+prd+++=would
she ^pp3a+pp3+++=she
have ^vb+hv+aux++=have
dreaded ^vprf+++xvbnx+=dreaded
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
turning ^xvbg+++xvbg+=turning
her ^pp3o+pp3+++=her
back ^jjb++++=back
on ^in++++=on
Brent ^np+++??+=Brent
Hall ^nn++++=Hall.
. ^zz++++=EXTRAWORD
Rockett ^np+++??+=Rockett
had ^vb+hv+aux++=had
often ^rb++splt++=often
consoled ^vprf+++xvbnx+=consoled
himself ^ppl+pp3+++=himself
with ^in++++=with
the ^ati++++=the
thought ^vprf+++xvbn+=thought
that ^tht+vcmp+++=that
here ^rn+pl+++=here
he ^pp3a+pp3+++=he
should ^md+nec+++=should
die ^vb++++=die,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here
amid ^in++++=amid
the ^ati++++=the
fine ^jj+atrb+++=fine
old ^jj+atrb+++=old
trees ^nns++++=trees
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
ivy ^np++++=ivy-covered
- ^zz++++=EXTRAWORD
covered ^vbd+++xvbn+=EXTRAWORD
house ^npl++++=house
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
only ^ap+down+++=only
idea ^nn++++=idea
of ^in++++=of
home ^nr++++=home.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
not ^xnot++not++=not
a ^at++++=a
reasonable ^jj+atrb+++=reasonable
hope ^vb++++=hope
that ^tht+vcmp+++=that
Betsy ^np++++=Betsy,
, ^zz++++=EXTRAWORD
good ^jj+atrb+++=good
steady ^jj+atrb+++=steady
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
some ^dti++++=some
day ^nn++++=day
marry ^vb++++=marry
the ^ati++++=the
promising ^jj+atrb+++=promising
young ^jj+atrb+++=young
gardener ^nn+nom+++=gardener
whom ^whp+rel+obj++=whom
Sir ^npt++++=Sir
Edwin ^np++++=Edwin
had ^vb+hv+aux++=had
recently ^rb+tm+splt++=recently
taken ^vprf+++xvbnx+=taken
into ^in++++=into
his ^pp$+pp3+++=his
service ^nn++++=service,
