Two ^cd++++=Two
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
delighted ^jj++agls+xvbnx+=delighted
to ^to+jcmp+++=to
come ^vbi++++=come
across ^in+ppvb+++=across
him ^pp3o+pp3+++=him
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
shook ^vbd+++xvbn+=shook
hands ^nns++++=hands
warmly ^rb++++=warmly.
. ^zz++++=EXTRAWORD
At ^in++++=At
Oxford ^np++++=Oxford
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
great ^jj+atrb+++=great
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
liked ^vprf+++xvbnx+=liked
him ^pp3o+pp3+++=him
immensely ^rb+cnj+++=immensely,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
handsome ^jj++++=handsome,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
high ^jj++++=high-spirited,
- ^zz++++=EXTRAWORD
spirited ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb+emph+++=so
honourable ^jj++++=honourable.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say
of ^in++++=of
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
fellows ^nns++++=fellows,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
always ^rb++++=always
speak ^vb++++=speak
the ^ati++++=the
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
we ^pp1a+pp1+++=we
really ^rb+emph+++=really
admired ^vbd+++xvbn+=admired
him ^pp3o+pp3+++=him
all ^abn++++=all
the ^ati++++=the
more ^rbr++++=more
for ^in++++=for
his ^pp$+pp3+++=his
frankness ^nns+nom+++=frankness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
him ^pp3o+pp3+++=him
a ^at++++=a
good ^nn++++=good
deal ^vb++++=deal
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
anxious ^jj++++=anxious
and ^cc+phrs+++=and
puzzled ^jj+++xvbn+=puzzled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
in ^in++++=in
doubt ^nn++++=doubt
about ^in++++=about
something ^pn++++=something.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
it ^pp3+it+++=it
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+vrb++=be
modern ^jj+atrb+++=modern
scepticism ^nn+nom+++=scepticism,
, ^zz++++=EXTRAWORD
for ^in++++=for
Murchison ^np+++??+=Murchison
was ^vbd+bedz+vrb++=was
the ^ati++++=the
stoutest ^nn++++=stoutest
of ^in++++=of
Tories ^nns++++=Tories,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
believed ^vpsv++agls+xvbn+=believed
in ^in++++=in
the ^ati++++=the
Pentateuch ^np++++=Pentateuch
as ^in++++=as
firmly ^rb++++=firmly
as ^ql++++=as
he ^pp3a+pp3+++=he
believed ^vbd+vprv++xvbnx+=believed
in ^in++++=in
the ^ati++++=the
House ^nn++++=House
of ^in++++=of
Peers ^nns++++=Peers;
; ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
concluded ^vbd+vprv++xvbnx+=concluded
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
married ^vpsv++agls+xvbnx+=married
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
women ^nns++++=women
well ^rb++++=well
enough ^qlp++++=enough,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
Gerald ^np++++=Gerald,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='women
women ^nns++++=EXTRAWORD
are ^vb+ber+aux++=are
meant ^vpsv++agls+xvbnx+=meant
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
loved ^vpsv++agls+xvbnx+=loved,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
understood ^vpsv++agls+xvbnx+=understood.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
love ^vb++++=love
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
trust ^vb+vprv+++=trust,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
believe ^vb+vprv+tht0++=believe
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
mystery ^nn+nom+++=mystery
in ^in++++=in
your ^pp$+pp2+++=your
life ^nn++++=life,
, ^zz++++=EXTRAWORD
Gerald ^np++++=Gerald,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
exclaimed ^vbd+++xvbnx+=exclaimed;
; ^zz++++=EXTRAWORD
' ^zz++++='tell
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
about ^in++++=about
it ^pp3+it+++=it.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Let
let ^vb+++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us
go ^vb++++=go
for ^in+ppvb+++=for
a ^at++++=a
drive ^nn++++=drive,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
' ^zz++++='it
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
too ^ql++++=too
crowded ^jj+++xvbn+=crowded
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
yellow ^jj+atrb+++=yellow
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
any ^dti++++=any
other ^ap++++=other
colour ^nn++++=colour
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
dark ^jj++++=dark-green
- ^zz++++=EXTRAWORD
green ^nn++++=EXTRAWORD
one ^cd1++++=one
will ^md+prd+++=will
do ^vb+do+vrb++=do;'
; ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
in ^in++++=in
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
trotting ^vbg+++xvbgx+=trotting
down ^rp++++=down
the ^ati++++=the
boulevard ^&fw++++=boulevard
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
the ^ati++++=the
Madeleine ^np++++=Madeleine.
. ^zz++++=EXTRAWORD
' ^zz++++='Where
where ^wrb+who+whq++=EXTRAWORD
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
go ^vb++++=go
to ^to++++=to?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
anywhere ^rb++++=anywhere
you ^pp2+pp2+++=you
like ^in+strn+++=like!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered
' ^zz++++='to
to ^in++++=EXTRAWORD
the ^ati++++=the
restaurant ^nn+nom+++=restaurant
in ^in++++=in
the ^ati++++=the
Bois ^np+++??+=Bois;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
dine ^vb++++=dine
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
tell ^vb++++=tell
me ^pp1o+pp1+++=me
all ^abn++++=all
about ^in++++=about
yourself ^ppl+pp2+++=yourself.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
about ^in++++=about
you ^pp2+pp2+++=you
first ^rb+cnj+++=first,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='Tell
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
your ^pp$+pp2+++=your
mystery ^nn+nom+++=mystery.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
from ^in++++=from
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
a ^rb++++=a
little ^rb"++++=little
silver ^nn++++=silver-clasped
- ^zz++++=EXTRAWORD
clasped ^xvbn+++xvbn+=EXTRAWORD
morocco ^np++++=morocco
case ^nn++++=case,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
handed ^vbd+++xvbn+=handed
it ^pp3+it+++=it
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
opened ^vbd+++xvbnx+=opened
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
photograph ^nn++++=photograph
of ^in++++=of
a ^at++++=a
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall
and ^cc+phrs+++=and
slight ^jj++++=slight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strangely ^rb++++=strangely
picturesque ^jj++++=picturesque
with ^in++++=with
her ^pp$+pp3+++=her
large ^jj+atrb+++=large
vague ^jj+atrb+++=vague
eyes ^nns++++=eyes
and ^cc++++=and
loosened ^vbd+++xvbn+=loosened
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
like ^in++++=like
a ^at++++=a
clairvoyante ^nn+++??+=clairvoyante,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
wrapped ^vpsv++agls+xvbnx+=wrapped
in ^in++++=in
rich ^jj+atrb+++=rich
furs ^nns+++??+=furs.
. ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
of ^in++++=of
that ^dt+dem+++=that
face ^nn++++=face?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
truthful ^jj++++=truthful?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
examined ^vbd+++xvbnx+=examined
it ^pp3+it+++=it
carefully ^rb++++=carefully.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
some ^dti++++=some
one ^cd1++++=one
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
a ^at++++=a
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
whether ^cs+who+++=whether
that ^dt+dem+++=that
secret ^nn++++=secret
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good
or ^cc++++=or
evil ^nn++++=evil
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
beauty ^nn++++=beauty
was ^vbd+bedz+vrb++=was
a ^at++++=a
beauty ^nn++++=beauty
moulded ^vbd+++xvbn+=moulded
out ^rp+pl+++=out
of ^in++++=of
many ^ap++++=many
mysteries ^nns+nom+++=mysteries
the ^ati++++=the
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
in ^in++++=in
face ^nn++++=face,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
psychological ^jj+pred+++=psychological,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
plastic ^nn++++=plastic
and ^cc++++=and
the ^ati++++=the
faint ^jj+atrb+++=faint
smile ^nn++++=smile
that ^tht+rel+subj++=that
just ^rb+emph+++=just
played ^vbd+++xvbn+=played
across ^in+pl+++=across
the ^ati++++=the
lips ^nns++++=lips
was ^vbd+bedz+vrb++=was
far ^rb+pl+++=far
too ^rb++++=too
subtle ^jj++++=subtle
to ^to++++=to
be ^vbi++vrb++=be
really ^rb+emph+++=really
sweet ^jj+pred+++=sweet.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,'
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried
impatiently ^rb+cnj+++=impatiently,
, ^zz++++=EXTRAWORD
' ^zz++++='what
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
Gioconda ^np+++??+=Gioconda
in ^in++++=in
sables ^nns+++??+=sables,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
' ^zz++++='Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
know ^vb+vprv+++=know
all ^abn++++=all
about ^in++++=about
her ^pp$+pp3+++=her.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Not
not ^xnot++not++=EXTRAWORD
now ^rn+tm+++=now,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
' ^zz++++='after
after ^in++++=EXTRAWORD
dinner ^nn++++=dinner;'
; ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
talk ^vbi++++=talk
of ^in++++=of
other ^ap++++=other
things ^nns++++=things.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
waiter ^nn++++=waiter
brought ^vbd+++xvbn+=brought
us ^pp1o+pp1+++=us
our ^pp$+pp1+++=our
coffee ^nn++++=coffee
and ^cc++++=and
cigarettes ^nns+nom+++=cigarettes
I ^pp1a+pp1+++=I
reminded ^vbd+vsua++xvbnx+=reminded
Gerald ^np++++=Gerald
of ^in++++=of
his ^pp$+pp3+++=his
promise ^nn++++=promise.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose
from ^in++++=from
his ^pp$+pp3+++=his
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
walked ^j+++xvbn+=walked
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
times ^nns++++=times
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
sinking ^vbg+++xvbg+=sinking
into ^in++++=into
an ^at++++=an
armchair ^nn++++=armchair,
, ^zz++++=EXTRAWORD
told ^j+++xvbn+=told
me ^pp1o+pp1+++=me
the ^ati++++=the
following ^jj+atrb++xvbg+=following
story ^nn++++=story:
: ^zz++++=EXTRAWORD
' ^zz++++='One
one ^cd1++++=EXTRAWORD
evening ^nn++++=evening,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
walking ^vbg+++xvbgx+=walking
down ^rp++++=down
Bond ^np++++=Bond
Street ^nn++++=Street
about ^in++++=about
five ^cd++++=five
o ^zz++++=o'clock.
'clock. ^nn+++??+=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
terrific ^nn++++=terrific
crush ^vb++++=crush
of ^in++++=of
carriages ^nns+nom+++=carriages,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
traffic ^nn++++=traffic
was ^vbd+bedz+aux++=was
almost ^rb+hdg+splt++=almost
stopped ^vpsv++agls+xvbnx+=stopped.
. ^zz++++=EXTRAWORD
Close ^in+cmpx+++=Close
to ^in"++++=to
the ^ati++++=the
pavement ^nn+nom+++=pavement
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
a ^rb++++=a
little ^rb"++++=little
yellow ^jj+atrb+++=yellow
brougham ^nn+++??+=brougham,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
for ^in++++=for
some ^dti++++=some
reason ^nn++++=reason
or ^cc++++=or
other ^ap++++=other,
, ^zz++++=EXTRAWORD
attracted ^j+++xvbn+=attracted
my ^pp$+pp1+++=my
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed
by ^in++++=by
there ^ex+pex+++=there
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out
from ^in++++=from
it ^pp3+it+++=it
the ^ati++++=the
face ^nn++++=face
I ^pp1a+pp1+++=I
showed ^vbd+vprv+tht0+xvbnx+=showed
you ^pp2+pp2+++=you
this ^dt+dem+++=this
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fascinated ^vbd+++xvbnx+=fascinated
me ^pp1o+pp1+++=me
immediately ^rb+tm+++=immediately.
. ^zz++++=EXTRAWORD
All ^abn++++=All
that ^dt+dem+++=that
night ^nn++++=night
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
thinking ^nvbg+++xvbg+=thinking
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
next ^ap++++=next
day ^nn++++=day.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wandered ^vbd+++xvbnx+=wandered
up ^rp++++=up
and ^cc+phrs+++=and
down ^rp++++=down
that ^dt+dem+++=that
wretched ^jj+atrb+++=wretched
Row ^nn++++=Row,
, ^zz++++=EXTRAWORD
peering ^vbg+++xvbg+=peering
into ^in++++=into
every ^at++++=every
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
waiting ^nvbg+++xvbg+=waiting
for ^in++++=for
the ^ati++++=the
yellow ^jj+atrb+++=yellow
brougham ^nn+++??+=brougham;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
ma ^npt++++=ma
belle ^np++++=belle
inconnue ^nn+++??+=inconnue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
think ^vbi+vprv+tht0++=think
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
merely ^rb+down+++=merely
a ^at++++=a
dream ^nn++++=dream.
. ^zz++++=EXTRAWORD
About ^in++++=About
a ^at++++=a
week ^nn++++=week
afterwards ^rb+tm+++=afterwards
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
dining ^vbg+++xvbgx+=dining
with ^in++++=with
Madame ^npt++++=Madame
de ^&fw++++=de
Rastail ^np+++??+=Rastail.
. ^zz++++=EXTRAWORD
Dinner ^nn++++=Dinner
was ^vbd+bedz+vrb++=was
for ^in++++=for
eight ^cd++++=eight
o ^zz++++=o'clock;
'clock; ^nn+++??+=EXTRAWORD
but ^cc++++=but
at ^in++++=at
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb++++=EXTRAWORD
eight ^cd++++=eight
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
still ^rb++splt++=still
waiting ^vbg+++xvbgx+=waiting
in ^in++++=in
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
the ^ati++++=the
servant ^nn+nom+++=servant
threw ^vbd+++xvbn+=threw
open ^jj++++=open
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
announced ^vbn+vpub++xvbn+=announced
Lady ^npt++++=Lady
Alroy ^np+++??+=Alroy.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
woman ^nn++++=woman
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
looking ^vbg+++xvbgx+=looking
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
came ^vbd+++xvbnx+=came
in ^in++++=in
very ^ql+amp+++=very
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
like ^in++++=like
a ^at++++=a
moon ^nn++++=moon-beam
- ^zz++++=EXTRAWORD
beam ^nn++++=EXTRAWORD
in ^in++++=in
grey ^jj+atrb+++=grey
lace ^nn++++=lace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
to ^in++++=to
my ^pp$+pp1+++=my
intense ^jj+atrb+++=intense
delight ^nn++++=delight,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
asked ^vpsv++agls+xvbnx+=asked
to ^to+vcmp+++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
in ^in++++=in
to ^in++++=to
dinner ^nn++++=dinner.
