From ^in++++=From
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
at ^in++++=at
the ^ati++++=the
post-card ^nn+++??+=post-card's
's ^$++++=EXTRAWORD
instructions ^nns+nom+++=instructions
once ^rb+tm+++=once
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+tm+++=once
again ^rb+tm+++=again
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
decipher ^nn+nom+++=decipher
the ^ati++++=the
scratched ^jj+++xvbn+=scratched-out
- ^zz++++=EXTRAWORD
out ^rp+pl+++=EXTRAWORD
sentence ^nn+nom+++=sentence
without ^in++++=without
success ^nns+nom+++=success.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
so ^ql++++=so
elaborately ^rb++++=elaborately
inked ^jj+++xvbn+=inked
over ^in++++=over
that ^dt+dem+++=that
no ^at++++=no
word ^nn++++=word
was ^vbd+bedz+vrb++=was
legible ^jj+pred+++=legible.
. ^zz++++=EXTRAWORD
Inked ^np+++??+=Inked-out
- ^zz++++=EXTRAWORD
out ^rp+pl+++=EXTRAWORD
sentences ^nns+nom+++=sentences
in ^in++++=in
a ^at++++=a
letter ^nn++++=letter
were ^vbd+bed+vrb++=were
always ^rb++++=always
enticing ^jj+pred+++=enticing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wondered ^vbd+vprv++xvbnx+=wondered
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi++vrb++=be
so ^ql++++=so
very ^ql+amp+++=very
carefully ^rb++++=carefully
obliterated ^vbd+++xvbn+=obliterated.
. ^zz++++=EXTRAWORD
The ^ati++++=The
afternoon ^nn++++=afternoon
was ^vbd+bedz+vrb++=was
boisterous ^jj+pred+++=boisterous,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
tearing ^nvbg+++xvbg+=tearing,
, ^zz++++=EXTRAWORD
shouting ^vbg+vpub++xvbg+=shouting
wind ^nn++++=wind
that ^tht+rel+subj++=that
blew ^vbd+++xvbn+=blew
from ^in++++=from
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
the ^ati++++=the
Sussex ^np++++=Sussex
weald ^nn+++??+=weald.
. ^zz++++=EXTRAWORD
Massive ^jj+atrb+++=Massive
clouds ^nns++++=clouds
with ^in++++=with
rounded ^jj+++xvbn+=rounded,
, ^zz++++=EXTRAWORD
piled ^j+++xvbn+=piled-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
edges ^nns++++=edges,
, ^zz++++=EXTRAWORD
cannoned ^j+++xvbn+=cannoned
across ^in+pl+++=across
gaping ^jj+atrb+++=gaping
spaces ^nns++++=spaces
of ^in++++=of
blue ^jj+atrb+++=blue
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
away ^rp+pl+++=away
the ^ati++++=the
line ^nn++++=line
of ^in++++=of
Downs ^nns++++=Downs
swept ^vwbn+++xvbn+=swept
the ^ati++++=the
horizon ^nn++++=horizon,
, ^zz++++=EXTRAWORD
like ^in++++=like
an ^at++++=an
arriving ^jj+atrb++xvbg+=arriving
wave ^nn++++=wave.
. ^zz++++=EXTRAWORD
Chanc ^np+++??+=Chanc
tonbury ^nn++++=tonbury
Ring ^nn++++=Ring
rode ^vbd+++xvbn+=rode
their ^pp$+pp3+++=their
crest ^nn++++=crest
a ^at++++=a
scudding ^jj+atrb++xvbg+=scudding
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
hull ^np++++=hull
down ^rp++++=down
before ^in++++=before
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
his ^pp$+pp3+++=his
hat ^nn++++=hat
off ^in+pl+++=off
and ^cc++++=and
walked ^vbd+++xvbn+=walked
rapidly ^rb+cnj+++=rapidly,
, ^zz++++=EXTRAWORD
breathing ^nvbg+++xvbg+=breathing
great ^jj+atrb+++=great
draughts ^nns++++=draughts
of ^in++++=of
air ^nn++++=air
with ^in++++=with
delight ^nn++++=delight
and ^cc++++=and
exhilaration ^nn+nom+++=exhilaration.
. ^zz++++=EXTRAWORD
The ^ati++++=The
road ^nn++++=road
was ^vbd+bedz+aux++=was
deserted ^vpsv++agls+xvbnx+=deserted;
; ^zz++++=EXTRAWORD
no ^at++++=no
horsemen ^nns++++=horsemen,
, ^zz++++=EXTRAWORD
bicycles ^nns++++=bicycles,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
motors ^nns++++=motors;
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
even ^rb++++=even
a ^at++++=a
tradesman ^nn+nom+++=tradesman's
's ^$++++=EXTRAWORD
cart ^nn++++=cart;
; ^zz++++=EXTRAWORD
no ^at++++=no
single ^jj+atrb+++=single
walker ^nn++++=walker.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
anyhow ^rb++++=anyhow
he ^pp3a+pp3+++=he
would ^md+prd+++=would
never ^rb++++=never
have ^vb+hv+aux++=have
asked ^vprf+++xvbnx+=asked
the ^ati++++=the
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Keeping ^vbg+++xvbg+=Keeping
a ^at++++=a
sharp ^jj+atrb+++=sharp
eye ^nn++++=eye
for ^in++++=for
the ^ati++++=the
stile ^nn++++=stile,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pounded ^vbd+++xvbnx+=pounded
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
wind ^nn++++=wind
tossed ^vbd+++xvbn+=tossed
the ^ati++++=the
cloak ^nn++++=cloak
against ^in++++=against
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^xvbn+++xvbn+=made
waves ^nns++++=waves
across ^in+pl+++=across
the ^ati++++=the
blue ^jj+atrb+++=blue
puddles ^nns++++=puddles
in ^in++++=in
the ^ati++++=the
yellow ^jj+atrb+++=yellow
road ^npl++++=road.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trees ^nns++++=trees
showed ^vbd+vprv+tht0+xvbn+=showed
their ^pp$+pp3+++=their
under ^in++++=under
leaves ^nns++++=leaves
of ^in++++=of
white ^nn++++=white.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bracken ^nn++++=bracken
and ^cc++++=and
the ^ati++++=the
high ^jj+atrb+++=high
new ^jj+atrb+++=new
grass ^nn++++=grass
bent ^vbd+++xvbn+=bent
all ^abn++++=all
one ^cd1++++=one
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Great ^jj+atrb+++=Great
life ^nn++++=life
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
day ^nn++++=day,
, ^zz++++=EXTRAWORD
high ^jj+atrb+++=high
spirits ^nns++++=spirits
and ^cc++++=and
dancing ^nvbg+++xvbg+=dancing
every ^at++++=every
where ^wrb+who+++=where.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
for ^in++++=for
a ^at++++=a
Croydon ^np++++=Croydon
surveyor ^nn++++=surveyor's
's ^$++++=EXTRAWORD
clerk ^nn++++=clerk
just ^rb+emph+++=just
out ^rp+pl+++=out
of ^in++++=of
an ^at++++=an
office ^nn++++=office
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
holiday ^nn++++=holiday
at ^in++++=at
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
day ^nn++++=day
for ^in++++=for
high ^jj+atrb+++=high
adventure ^nn++++=adventure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
heart ^nn++++=heart
rose ^vbd+++xvbn+=rose
up ^rp++++=up
to ^to++++=to
meet ^vbi++++=meet
the ^ati++++=the
mood ^nn++++=mood
of ^in++++=of
Nature ^nn++++=Nature.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
umbrella ^nn++++=umbrella
with ^in++++=with
the ^ati++++=the
silver ^nn++++=silver
ring ^nn++++=ring
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+vrb+xvbn+=been
a ^at++++=a
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
brown ^jj+atrb+++=brown
shoes ^nns++++=shoes
should ^md+nec+++=should
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
top ^nn++++=top-boots
- ^zz++++=EXTRAWORD
boots ^nns++++=EXTRAWORD
with ^in++++=with
spurs ^nps++++=spurs
upon ^in++++=upon
the ^ati++++=the
heels ^nns++++=heels.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
hid ^vbd+++xvbn+=hid
the ^ati++++=the
enchanted ^jj+++xvbn+=enchanted
Castle ^np++++=Castle
and ^cc++++=and
the ^ati++++=the
princess ^nns+nom+++=princess
with ^in++++=with
the ^ati++++=the
hair ^nn++++=hair
of ^in++++=of
sunny ^jj+atrb+++=sunny
gold ^nn++++=gold?
? ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
horse. ^nn+++??+=horse...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
stile ^nn++++=stile
came ^vbd+++xvbn+=came
suddenly ^rb++++=suddenly
into ^in++++=into
view ^nn++++=view
and ^cc++++=and
nipped ^vbd+++xvbn+=nipped
adventure ^nn++++=adventure
in ^in++++=in
the ^ati++++=the
bud ^nn++++=bud.
. ^zz++++=EXTRAWORD
Everyday ^jjb+atrb+++=Everyday
clothes ^nns++++=clothes
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him
prisoner ^nn+nom+++=prisoner
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
surveyor ^nn++++=surveyor's
's ^$++++=EXTRAWORD
clerk ^nn++++=clerk,
, ^zz++++=EXTRAWORD
middle ^jjb++++=middle-aged,
- ^zz++++=EXTRAWORD
aged ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
earning ^vbg+++xvbg+=earning
three ^cd++++=three
pounds ^nns++++=pounds
a ^at++++=a
week ^nn++++=week,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
from ^in+ppvb+++=from
Croydon ^np++++=Croydon
to ^to++++=to
see ^vbi+vprv+++=see
about ^in++++=about
a ^at++++=a
client ^nn++++=client's
's ^$++++=EXTRAWORD
proposed ^vpsv++agls+xvbnx+=proposed
alterations ^nns+nom+++=alterations
in ^in++++=in
a ^at++++=a
wood ^nn++++=wood
something ^pn++++=something
to ^to++++=to
ensure ^vbi+vprv+++=ensure
a ^at++++=a
better ^jjr+atrb+++=better
view ^nn++++=view
from ^in++++=from
the ^ati++++=the
dining ^jj+++xvbg+=dining-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
the ^ati++++=the
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
a ^at++++=a
mile ^nn++++=mile
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
red ^jj+atrb+++=red
house ^npl++++=house
gleaming ^vwbg+++xvbg+=gleaming
in ^in++++=in
the ^ati++++=the
sunshine ^nn++++=sunshine;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
resting ^vbg+++xvbg+=resting
on ^in++++=on
the ^ati++++=the
stile ^nn++++=stile
a ^at++++=a
moment ^nn++++=moment
to ^to++++=to
get ^vbi++++=get
his ^pp$+pp3+++=his
breath ^nn++++=breath
he ^pp3a+pp3+++=he
noticed ^vbd+vprv++xvbnx+=noticed
a ^at++++=a
copse ^nn+++??+=copse
of ^in++++=of
oak ^nn++++=oak
and ^cc++++=and
hornbeam ^nn+++??+=hornbeam
on ^in++++=on
the ^ati++++=the
right ^nn++++=right.
. ^zz++++=EXTRAWORD
" ^zz++++="Aha,"
aha ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
told ^vbd+vpub+tht0+xvbnx+=told
himself ^ppl+pp3+++=himself
" ^zz++++="so
so ^ql++++=EXTRAWORD
that ^dt+pdem+++=that
must ^md+nec+++=must
be ^vb+be+vrb++=be
the ^ati++++=the
wood ^nn++++=wood
he ^pp3a+pp3+++=he
wants ^vbz++++=wants
to ^to+vcmp+++=to
cut ^vbi++++=cut
down ^rb+phrv+++=down
to ^to++++=to
improve ^vbi++++=improve
the ^ati++++=the
view ^nn++++=view?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
a ^at++++=a
look ^vb++++=look
at ^rb++++=at
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
boards ^nns++++=boards
up ^rp++++=up,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
inviting ^jj+++xvbg+=inviting
little ^ap++++=little
path ^nn++++=path
as ^rb++++=as
well ^rb++++=well.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
trespasser ^jjr++++=trespasser,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
part ^nn++++=part
of ^in++++=of
my ^pp$+pp1+++=my
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
scrambled ^vbd+++xvbnx+=scrambled
awkwardly ^rb++++=awkwardly
over ^in++++=over
the ^ati++++=the
gate ^nn++++=gate
and ^cc++++=and
entered ^vbd+++xvbn+=entered
the ^ati++++=the
copse ^nn+++??+=copse.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
round ^nn++++=round
would ^md+prd+++=would
bring ^vb++++=bring
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
field ^nn++++=field
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
moment ^nn++++=moment
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
among ^in++++=among
the ^ati++++=the
trees ^nns++++=trees
the ^ati++++=the
wind ^nn++++=wind
ceased ^vbd+++xvbn+=ceased
shouting ^vbg+vpub++xvbg+=shouting
and ^cc++++=and
a ^at++++=a
stillness ^nns+nom+++=stillness
dropped ^vbd+++xvbn+=dropped
upon ^in++++=upon
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
dense ^jj++++=dense
was ^vbd+bedz+vrb++=was
the ^ati++++=the
growth ^nn++++=growth
that ^tht+rel+obj++=that
the ^ati++++=the
sunshine ^nn++++=sunshine
only ^rb+down+++=only
came ^vbd+++xvbn+=came
through ^in++++=through
in ^in++++=in
isolated ^xvbn+++xvbn+=isolated
patches ^nns++++=patches.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
was ^vbd+bedz+vrb++=was
close ^jj+pred+++=close.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
mopped ^vbd+++xvbnx+=mopped
his ^pp$+pp3+++=his
forehead ^nn++++=forehead
and ^cc++++=and
put ^vb+++xvbn+=put
his ^pp$+pp3+++=his
green ^npl++++=green
felt ^vbd+vprv++xvbn+=felt
hat ^nn++++=hat
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
low ^nn++++=low
branch ^vb++++=branch
knocked ^vbd+++xvbn+=knocked
it ^pp3+it+++=it
off ^in+pl+++=off
again ^rb+tm+++=again
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
stooped ^vbd+++xvbnx+=stooped
an ^at++++=an
elastic ^jj+atrb+++=elastic
twig ^nn++++=twig
swung ^vbd+++xvbn+=swung
back ^jjb++++=back
and ^cc++++=and
stung ^xvbn+++xvbn+=stung
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
flowers ^nns+nom+++=flowers
along ^in++++=along
both ^abx++++=both
edges ^nns++++=edges
of ^in++++=of
the ^ati++++=the
little ^jj+atrb+++=little
path ^nn++++=path;
; ^zz++++=EXTRAWORD
glades ^vbz+++??+=glades
opened ^vbd+++xvbn+=opened
on ^in++++=on
either ^dtx++++=either
side ^nn++++=side;
; ^zz++++=EXTRAWORD
ferns ^nns+++??+=ferns
curved ^jj++++=curved
about ^in++++=about
in ^in++++=in
damper ^jjr+atrb+++=damper
corners ^nns+nom+++=corners,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
smell ^nn++++=smell
of ^in++++=of
earth ^nn++++=earth
and ^cc++++=and
foliage ^nn+nom+++=foliage
was ^vbd+bedz+vrb++=was
rich ^jj+pred+++=rich
and ^cc++++=and
sweet ^nn++++=sweet.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
cooler ^jjr+pred+++=cooler
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
an ^at++++=an
enchanting ^jj++++=enchanting
little ^ap++++=little
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
down ^rp++++=down
a ^at++++=a
small ^jj+atrb+++=small
green ^jj+atrb+++=green
glade ^nn++++=glade
where ^wrb+who+++=where
the ^ati++++=the
sunshine ^nn++++=sunshine
flickered ^vbd+++xvbn+=flickered
like ^in++++=like
silver ^nn++++=silver
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
it ^pp3+it+++=it
danced ^vbd+++xvbn+=danced
and ^cc+phrs+++=and
fluttered ^vbd+++xvbn+=fluttered
and ^cc+phrs+++=and
moved ^vbd+++xvbn+=moved
about ^rb+phrv+++=about!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
put ^vbd+++xvbnx+=put
a ^at++++=a
dark ^jj+atrb+++=dark
blue ^jj+atrb+++=blue
flower ^nn++++=flower
in ^in++++=in
his ^pp$+pp3+++=his
buttonhole ^nn++++=buttonhole.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
his ^pp$+pp3+++=his
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
caught ^xvbn+++xvbn+=caught
by ^in++++=by
an ^at++++=an
oak ^nn++++=oak
branch ^nn++++=branch
as ^ql++++=as
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
knocked ^vpsv++agls+xvbnx+=knocked
from ^in++++=from
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
falling ^nvbg+++xvbg+=falling
across ^in+pl+++=across
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
this ^dt+dem+++=this
time ^nn++++=time
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
put ^vb+++xvbn+=put
it ^pp3+it+++=it
on ^in++++=on
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Swinging ^jj+++xvbg+=Swinging
his ^pp$+pp3+++=his
umbrella ^nn++++=umbrella,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
on ^in++++=on
with ^in++++=with
uncovered ^vbd+++xvbn+=uncovered
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
whistling ^jj++++=whistling
rather ^rb++++=rather
loudly ^rb++++=loudly
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
thickness ^nns+nom+++=thickness
of ^in++++=of
the ^ati++++=the
trees ^nns++++=trees
hardly ^rb+down+++=hardly
encouraged ^vbd+++xvbn+=encouraged
whistling ^jj++++=whistling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
something ^pn++++=something
of ^in++++=of
his ^pp$+pp3+++=his
gaiety ^nn++++=gaiety
and ^cc++++=and
high ^jj+atrb+++=high
spirits ^nns++++=spirits
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
leave ^vbi++++=leave
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
suddenly ^rb++++=suddenly
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
treading ^vbg+++xvbg+=treading
circumspectly ^jj++++=circumspectly
and ^cc++++=and
with ^in++++=with
caution ^nn+nom+++=caution.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stillness ^nns+nom+++=stillness
in ^in++++=in
the ^ati++++=the
wood ^nn++++=wood
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
peculiar ^jj++++=peculiar.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
rustle ^nn++++=rustle
among ^in++++=among
the ^ati++++=the
ferns ^nns+++??+=ferns
and ^cc++++=and
leaves ^nns++++=leaves
and ^cc++++=and
something ^pn++++=something
shot ^vbd+++xvbn+=shot
across ^in+pl+++=across
the ^ati++++=the
path ^nn++++=path
ten ^cd++++=ten
yards ^nns++++=yards
ahead ^rb+cnj+++=ahead,
, ^zz++++=EXTRAWORD
stopped ^j+++xvbn+=stopped
abruptly ^rb++++=abruptly
an ^at++++=an
instant ^nn+nom+++=instant
with ^in++++=with
head ^jjb++++=head
cocked ^jj+++xvbn+=cocked
sideways ^jjb++++=sideways
to ^to++++=to
stare ^vbi++++=stare,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
dived ^vbd+++xvbn+=dived
again ^rb+tm+++=again
beneath ^in+pl+++=beneath
the ^ati++++=the
underbrush ^nn+++??+=underbrush
with ^in++++=with
the ^ati++++=the
speed ^nn++++=speed
of ^in++++=of
a ^at++++=a
shadow ^nn++++=shadow.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
started ^vbd+++xvbnx+=started
like ^in++++=like
a ^at++++=a
frightened ^jj+atrb++xvbn+=frightened
child ^nn++++=child,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
the ^ati++++=the
next ^ap++++=next
second ^od++++=second
that ^cs+sub+++=that
a ^at++++=a
mere ^jjb+atrb+++=mere
pheasant ^nn+nom+++=pheasant
could ^md+pos+++=could
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
him ^pp3o+pp3+++=him
jump ^nn++++=jump.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
distance ^nn+nom+++=distance
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
wheels ^nns++++=wheels
upon ^in++++=upon
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wondered ^vbd+vprv++xvbn+=wondered
why ^wrb+who+whcl++=why
the ^ati++++=the
sound ^nn++++=sound
was ^vbd+bedz+vrb++=was
pleasant ^jj+pred+++=pleasant.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
old ^jj+atrb+++=old
butcher ^nn++++=butcher's
's ^$++++=EXTRAWORD
cart ^nn++++=cart,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
himself ^ppl+pp3+++=himself
then ^rn+tm+++=then
realised ^vprf+++xvbn+=realised
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
in ^in++++=in
