One ^cd1++++=One
one ^pn++++=one
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
but ^cc++++=but
seldom ^rb++++=seldom
into ^in++++=into
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
always ^rb++++=always
for ^in++++=for
its ^pp$+it+++=its
trouble ^nn++++=trouble,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dreamers ^nns+nom+++=dreamers
who ^whp+rel+subj++=who
must ^md+nec+++=must
do ^vb+do+vrb++=do
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
dream ^vb++++=dream,
, ^zz++++=EXTRAWORD
the ^ati++++=the
doers ^nns++++=doers
who ^whp+rel+subj++=who
must ^md+nec+++=must
dream ^vb++++=dream
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
After ^in++++=After
gazing ^xvbg+++xvbg+=gazing
a ^at++++=a
while ^cs+sub+++=while
towards ^in++++=towards
the ^ati++++=the
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
let ^vbd+++xvbnx+=let
the ^ati++++=the
reins ^nns++++=reins
fall ^nn++++=fall
upon ^in++++=upon
the ^ati++++=the
neck ^nn++++=neck
of ^in++++=of
his ^pp$+pp3+++=his
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
stretching ^vbg+++xvbg+=stretching
out ^rp+pl+++=out
both ^abx++++=both
arms ^nns++++=arms
towards ^in++++=towards
the ^ati++++=the
west ^np+pl+++=west,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='O
o ^zz++++=EXTRAWORD
Divine ^nn++++=Divine
Rose ^vbd+++xvbn+=Rose
of ^in++++=of
Intellectual ^jj+atrb+++=Intellectual
Flame ^nn++++=Flame,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
the ^ati++++=the
gates ^nns++++=gates
of ^in++++=of
thy ^pp$+pp2+++=thy
peace ^nn++++=peace
be ^vb+be+aux++=be
opened ^vpsv++agls+xvbnx+=opened
to ^in++++=to
me ^pp1o+pp1+++=me
at ^rb++++=at
last ^rb"++++=last!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
suddenly ^rb++++=suddenly
a ^at++++=a
loud ^jj+atrb+++=loud
squealing ^nn+nom+++=squealing
began ^vbd+++xvbn+=began
in ^in++++=in
the ^ati++++=the
woods ^nns++++=woods
some ^dti++++=some
hundreds ^cds++++=hundreds
of ^in++++=of
yards ^nns++++=yards
further ^jjb++++=further
up ^rp++++=up
the ^ati++++=the
mountain ^nn++++=mountain
side ^nn++++=side.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
his ^pp$+pp3+++=his
horse ^nn++++=horse
to ^to++++=to
listen ^vbi++++=listen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
heard ^vbd+vprv++xvbn+=heard
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him
a ^at++++=a
sound ^nn++++=sound
of ^in++++=of
feet ^nns++++=feet
and ^cc++++=and
of ^in++++=of
voices ^nns++++=voices.
. ^zz++++=EXTRAWORD
' ^zz++++='They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+aux++=are
beating ^vbg+++xvbgx+=beating
them ^pp3o+pp3+++=them
to ^to++++=to
make ^vbi++++=make
them ^pp3o+pp3+++=them
go ^vb++++=go
into ^in++++=into
the ^ati++++=the
narrow ^jj+atrb+++=narrow
path ^nn++++=path
by ^in++++=by
the ^ati++++=the
gorge ^nn+++??+=gorge,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
someone ^pn++++=someone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
another ^dt++++=another
moment ^nn++++=moment
a ^at++++=a
dozen ^cd++++=dozen
peasants ^nns+nom+++=peasants
armed ^vbd+++xvbn+=armed
with ^in++++=with
short ^jj+atrb+++=short
spears ^nns++++=spears
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
up ^rb+phrv+++=up
with ^in+ppvb+++=with
the ^ati++++=the
knight ^nn++++=knight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stood ^vbd+++xvbn+=stood
a ^rb++++=a
little ^rb"++++=little
apart ^in++++=apart
from ^in"++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
blue ^jj+atrb+++=blue
caps ^nns++++=caps
in ^in++++=in
their ^pp$+pp3+++=their
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
go ^vb++++=go
with ^in++++=with
the ^ati++++=the
spears ^nns++++=spears?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
who ^whp+who+++=who
seemed ^vbd+seem+tht0+xvbn+=seemed
the ^ati++++=the
leader ^nn++++=leader
answered ^vbd+vpub++xvbn+=answered:
: ^zz++++=EXTRAWORD
' ^zz++++='A
a ^at++++=EXTRAWORD
troop ^nn++++=troop
of ^in++++=of
wood ^nn++++=wood-thieves
- ^zz++++=EXTRAWORD
thieves ^nns++++=EXTRAWORD
came ^vbd+++xvbn+=came
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
hills ^nns++++=hills
a ^at++++=a
while ^cs+sub+++=while
ago ^rb++++=ago
and ^cc++++=and
carried ^vpsv++agls+xvbn+=carried
off ^rb+phrv+++=off
the ^ati++++=the
pigs ^nns++++=pigs
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
who ^whp+rel+subj++=who
lives ^vbz++++=lives
by ^in++++=by
Glen ^nn++++=Glen
Car ^nn++++=Car
Lough ^np+++??+=Lough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out
to ^to++++=to
go ^vbi++++=go
after ^in++++=after
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
that ^cs+sub+++=that
we ^pp1a+pp1+++=we
know ^vb+vprv+tht0++=know
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
four ^cd++++=four
times ^nns++++=times
more ^rbr++++=more
than ^cs+sub+++=than
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
follow ^vb+vprv+++=follow
to ^to++++=to
find ^vbi+vprv+++=find
the ^ati++++=the
way ^nn++++=way
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
will ^md+prd+++=will
presently ^rb+tm+splt++=presently
tell ^vb++++=tell
our ^pp$+pp1+++=our
story ^nn++++=story
to ^to++++=to
De ^&fw++++=De
Courcey ^np+++??+=Courcey,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
will ^md+prd+++=will
not ^xnot++not++=not
help ^nn++++=help
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
to ^in++++=to
Fitzgerald ^np+++??+=Fitzgerald;
; ^zz++++=EXTRAWORD
for ^in++++=for
De ^&fw++++=De
Courcey ^np+++??+=Courcey
and ^cc++++=and
Fitzgerald ^np+++??+=Fitzgerald
have ^vb+hv+aux++=have
lately ^rb+tm+splt++=lately
made ^vprf+++xvbnx+=made
a ^at++++=a
peace ^nn++++=peace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know
to ^to+vcmp+++=to
whom ^whp+wpor+++=whom
we ^pp1a+pp1+++=we
belong ^vb++++=belong.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc++++=EXTRAWORD
by ^in++++=by
that ^dt+dem+++=that
time ^nn++++=time,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
knight ^nn++++=knight,
, ^zz++++=EXTRAWORD
' ^zz++++='the
the ^ati++++=EXTRAWORD
pigs ^nns++++=pigs
will ^md+prd+++=will
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
eaten ^vpsv++agls+xvbnx+=eaten.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='A
a ^at++++=EXTRAWORD
dozen ^cd++++=dozen
men ^nns++++=men
cannot ^md+pos+not++=cannot
do ^vb+do+vrb++=do
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
reasonable ^nn++++=reasonable
that ^tht+ncmp+++=that
the ^ati++++=the
whole ^jj+atrb+++=whole
valley ^nn++++=valley
should ^md+nec+++=should
turn ^vb++++=turn
out ^rb+phrv+++=out
and ^cc++++=and
risk ^nn++++=risk
their ^pp$+pp3+++=their
lives ^nns++++=lives
for ^in++++=for
two ^cd++++=two,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
for ^in++++=for
two ^cd++++=two
dozen ^cd++++=dozen
pigs ^nns++++=pigs.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
tell ^vb++++=tell
me ^pp1o+pp1+++=me,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
knight ^nn++++=knight,
, ^zz++++=EXTRAWORD
' ^zz++++='if
if ^cs+cnd+++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
to ^to++++=to
whom ^whp+wpor+++=whom
the ^ati++++=the
pigs ^nns++++=pigs
belong ^vb++++=belong
is ^vbz+bez+vrb++=is
pious ^jj+pred+++=pious
and ^cc+phrs+++=and
true ^jj++++=true
of ^in++++=of
heart ^nn++++=heart?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
as ^ql++++=as
true ^jj++++=true
as ^ql++++=as
another ^dt++++=another
and ^cc++++=and
more ^rbr++++=more
pious ^jj++++=pious
than ^in++++=than
any ^dti++++=any,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says
a ^at++++=a
prayer ^nn++++=prayer
to ^in++++=to
a ^at++++=a
saint ^nn++++=saint
every ^at++++=every
morning ^nn++++=morning
before ^in++++=before
his ^pp$+pp3+++=his
breakfast ^nn++++=breakfast.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
well ^rb++++=well
to ^to++++=to
fight ^vbi++++=fight
in ^in++++=in
his ^pp$+pp3+++=his
cause ^nn++++=cause,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
knight ^nn++++=knight,
, ^zz++++=EXTRAWORD
' ^zz++++='and
and ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
will ^md+prd+++=will
fight ^vb++++=fight
against ^in++++=against
the ^ati++++=the
wood ^nn++++=wood-thieves
- ^zz++++=EXTRAWORD
thieves ^nns++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
take ^vb++++=take
the ^ati++++=the
main ^jjb+atrb+++=main
brunt ^nn++++=brunt
of ^in++++=of
the ^ati++++=the
battle ^nn++++=battle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
well ^jj+pred+++=well
that ^tht+jcmp+++=that
a ^at++++=a
man ^nn++++=man
in ^in++++=in
armour ^nn++++=armour
is ^vbz+bez+vrb++=is
worth ^in++++=worth
many ^ap++++=many
like ^in++++=like
these ^dt+dem+++=these
wood ^nn++++=wood-thieves,
- ^zz++++=EXTRAWORD
thieves ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
clad ^jj++++=clad
in ^in++++=in
wool ^nn++++=wool
and ^cc++++=and
leather ^nn++++=leather.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
the ^ati++++=the
leader ^nn++++=leader
turned ^vbd+++xvbn+=turned
to ^in++++=to
his ^pp$+pp3+++=his
fellows ^nns++++=fellows
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
would ^md+prd+++=would
take ^vb++++=take
the ^ati++++=the
chance ^nn++++=chance;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
seemed ^vbd+seem++xvbnx+=seemed
anxious ^jj++++=anxious
to ^to+jcmp+++=to
get ^vbi++++=get
back ^rb+phrv+++=back
to ^in++++=to
their ^pp$+pp3+++=their
cabins ^nns++++=cabins.
. ^zz++++=EXTRAWORD
' ^zz++++='Are
are ^vb+ber+vrb++=EXTRAWORD
the ^ati++++=the
wood ^nn++++=wood-thieves
- ^zz++++=EXTRAWORD
thieves ^nns++++=EXTRAWORD
treacherous ^jj++++=treacherous
and ^cc+phrs+++=and
impious ^jj++++=impious?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
treacherous ^jj+pred+++=treacherous
in ^in++++=in
all ^abn++++=all
their ^pp$+pp3+++=their
dealings ^nns+nom+++=dealings,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
a ^at++++=a
peasant ^nn+nom+++=peasant,
, ^zz++++=EXTRAWORD
' ^zz++++='and
and ^cc++++=EXTRAWORD
no ^at++++=no
man ^nn++++=man
has ^vbz+hvz+aux++=has
known ^vprf+++xvbnx+=known
them ^pp3o+pp3+++=them
to ^to++++=to
pray ^vbi+vsua+++=pray.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Then,'
then ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
knight ^nn++++=knight,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
give ^vb++++=give
five ^cd++++=five
crowns ^nns++++=crowns
for ^in++++=for
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
every ^at++++=every
wood ^nn++++=wood-thief
- ^zz++++=EXTRAWORD
thief ^nn++++=EXTRAWORD
killed ^vwbn+++xvbn+=killed
by ^in++++=by
us ^pp1o+pp1+++=us
in ^in++++=in
the ^ati++++=the
fighting ^jj+atrb++xvbg+=fighting';
'; ^nn+++??+=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
bid ^nn++++=bid
the ^ati++++=the
leader ^nn++++=leader
show ^nn++++=show
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
all ^rb++++=all
went ^vbd+++xvbn+=went
on ^in++++=on
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
time ^nn++++=time
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
to ^to++++=to
where ^wrb+who+++=where
a ^at++++=a
beaten ^jj+++xvbn+=beaten
track ^npl++++=track
wound ^vbd+++xvbn+=wound
into ^in++++=into
the ^ati++++=the
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
doubled ^vbd+++xvbnx+=doubled
back ^jjb++++=back
upon ^in++++=upon
their ^pp$+pp3+++=their
previous ^jj+atrb+++=previous
course ^nn++++=course,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
ascend ^vbi+++??+=ascend
the ^ati++++=the
wooded ^jj+atrb+++=wooded
slope ^nn++++=slope
of ^in++++=of
the ^ati++++=the
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while
the ^ati++++=the
path ^nn++++=path
grew ^vbd+++xvbn+=grew
very ^ql+amp+++=very
straight ^jj++++=straight
and ^cc+phrs+++=and
steep ^jj++++=steep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
knight ^nn++++=knight
was ^vbd+bedz+aux++=was
forced ^vpsv++agls+xvbnx+=forced
to ^to+vcmp+++=to
dismount ^vbi++++=dismount
and ^cc+phrs+++=and
leave ^vb++++=leave
his ^pp$+pp3+++=his
horse ^nn++++=horse
tied ^vbd+++xvbn+=tied
to ^in++++=to
a ^at++++=a
tree ^nn++++=tree-stem.
- ^zz++++=EXTRAWORD
stem ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
knew ^vbd+vprv+tht0+xvbnx+=knew
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
on ^in++++=on
the ^ati++++=the
right ^jj+atrb+++=right
track ^nn++++=track:
: ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
marks ^nns++++=marks
of ^in++++=of
pointed ^jj+atrb++xvbn+=pointed
shoes ^nns++++=shoes
in ^in++++=in
the ^ati++++=the
soft ^jj+atrb+++=soft
clay ^nn++++=clay
and ^cc++++=and
mingled ^vpsv++agls+xvbn+=mingled
with ^in++++=with
them ^pp3o+pp3+++=them
the ^ati++++=the
cloven ^jj+atrb++xvbn+=cloven
footprints ^nns++++=footprints
of ^in++++=of
the ^ati++++=the
pigs ^nns++++=pigs.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
the ^ati++++=the
path ^nn++++=path
became ^vbd+++xvbn+=became
still ^jj+pred+++=still
more ^rbr++++=more
abrupt ^jj++++=abrupt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
by ^in++++=by
the ^ati++++=the
ending ^jj+++xvbg+=ending
of ^in++++=of
the ^ati++++=the
cloven ^jj+atrb++xvbn+=cloven
foot ^nn++++=foot-prints
- ^zz++++=EXTRAWORD
prints ^nns++++=EXTRAWORD
that ^tht+rel+obj++=that
the ^ati++++=the
thieves ^nns++++=thieves
were ^vbd+bed+aux++=were
carrying ^vbg+++xvbgx+=carrying
the ^ati++++=the
pigs ^nns++++=pigs.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
then ^rn+tm+++=then
a ^at++++=a
long ^rb++++=long
mark ^vb++++=mark
in ^in++++=in
the ^ati++++=the
clay ^nn++++=clay
showed ^vbd+vprv++xvbn+=showed
that ^tht+vcmp+++=that
a ^at++++=a
pig ^nn++++=pig
had ^vbd+hvd+aux++=had
slipped ^vprf+++xvbnx+=slipped
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
been ^vprf+ben+aux+xvbn+=been
dragged ^vpsv++agls+xvbnx+=dragged
along ^in++++=along
for ^in++++=for
a ^rb++++=a
little ^rb"++++=little
way ^nn++++=way.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
journeyed ^vprf+++xvbnx+=journeyed
thus ^rb+cnj+++=thus
for ^in++++=for
about ^in++++=about
twenty ^cd++++=twenty
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
confused ^jj+++xvbn+=confused
sound ^jj++++=sound
of ^in++++=of
voices ^nns++++=voices
told ^vbd+vpub++xvbn+=told
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
coming ^vbg+++xvbgx+=coming
up ^rb+phrv+++=up
with ^in+ppvb+++=with
the ^ati++++=the
thieves ^nns++++=thieves.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
the ^ati++++=the
voices ^nns++++=voices
ceased ^vbd+++xvbn+=ceased,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
understood ^vbd+vprv++xvbnx+=understood
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
overheard ^vprf+++xvbn+=overheard
in ^in++++=in
their ^pp$+pp3+++=their
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
pressed ^vbd+++xvbnx+=pressed
on ^in++++=on
rapidly ^rb++++=rapidly
and ^cc+phrs+++=and
cautiously ^rb+cnj+++=cautiously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
about ^in++++=about
five ^cd++++=five
minutes ^nns++++=minutes
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
caught ^vbd+++xvbn+=caught
sight ^nn++++=sight
of ^in++++=of
a ^at++++=a
leather ^nn++++=leather
jerkin ^nn++++=jerkin
half ^abn++++=half
hidden ^vpsv++by+xvbn+=hidden
by ^in++++=by
a ^at++++=a
hazel ^np++++=hazel-bush.
- ^zz++++=EXTRAWORD
bush ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
An ^at++++=An
arrow ^nn++++=arrow
struck ^vbd+++xvbn+=struck
the ^ati++++=the
knight ^nn++++=knight's
's ^$++++=EXTRAWORD
chain ^nn++++=chain-armour,
- ^zz++++=EXTRAWORD
armour ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
glanced ^vpsv++agls+xvbn+=glanced
off ^in+pl+++=off
harmlessly ^rb+cnj+++=harmlessly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
a ^at++++=a
flight ^nn++++=flight
of ^in++++=of
arrows ^nns++++=arrows
swept ^vwbn+++xvbn+=swept
by ^in++++=by
them ^pp3o+pp3+++=them
with ^in++++=with
the ^ati++++=the
buzzing ^jj+atrb+++=buzzing
sound ^nn++++=sound
of ^in++++=of
great ^jj+atrb+++=great
bees ^nns++++=bees.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
ran ^vbd+++xvbnx+=ran
and ^cc+phrs+++=and
climbed ^vbd+++xvbn+=climbed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
climbed ^vbd+++xvbn+=climbed
and ^cc+phrs+++=and
ran ^vbd+++xvbn+=ran
towards ^in++++=towards
the ^ati++++=the
thieves ^nns++++=thieves,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
now ^rn+tm+++=now
all ^rb++++=all
visible ^jj++++=visible
standing ^jj+++xvbg+=standing
up ^rp++++=up
among ^in++++=among
the ^ati++++=the
bushes ^nns++++=bushes
with ^in++++=with
their ^pp$+pp3+++=their
still ^rb+atrb+++=still
quivering ^jj+atrb++xvbg+=quivering
bows ^nns++++=bows
in ^in++++=in
their ^pp$+pp3+++=their
hands ^nns++++=hands:
: ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
only ^rb+down+++=only
their ^pp$+pp3+++=their
spears ^nns++++=spears
and ^cc++++=and
they ^pp3a+pp3+++=they
must ^md+nec+++=must
at ^rb++splt++=at
once ^rb"+tm+++=once
come ^vb++++=come
hand ^nn++++=hand
to ^in++++=to
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
knight ^nn++++=knight
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
front ^jjb++++=front
and ^cc++++=and
smote ^vbd+++xvbn+=smote
