One ^cd1++++=One
. ^zz++++=EXTRAWORD
On ^in++++=On
each ^dt++++=each
side ^nn++++=side
the ^ati++++=the
fingers ^nns+nom+++=fingers
were ^vbd+bed+aux++=were
pushed ^vpsv++agls+xvbnx+=pushed
into ^in++++=into
the ^ati++++=the
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
The ^ati++++=The
face ^nn++++=face
showed ^vbd+vprv++xvbn+=showed
dead ^jj++++=dead-yellow
- ^zz++++=EXTRAWORD
yellow ^jj++++=EXTRAWORD
in ^in+cmpx+++=in
the ^in"++++=the
light ^in"++++=light
of ^in"++++=of
a ^at++++=a
single ^jj+atrb+++=single
candle ^nn++++=candle
a ^rb++++=a
little ^rb"++++=little
to ^to++++=to
one ^cd1++++=one
side ^nn++++=side.
. ^zz++++=EXTRAWORD
The ^ati++++=The
flame ^nn++++=flame
illuminated ^vbd+++xvbn+=illuminated
that ^dt+dem+++=that
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
face ^nn++++=face,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
was ^vbd+bedz+vrb++=was
in ^in++++=in
deep ^jj+atrb+++=deep
shadow ^nn++++=shadow.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
fixed ^vpsv++agls+xvbnx+=fixed
upon ^in++++=upon
the ^ati++++=the
blank ^jj+atrb+++=blank
window ^nn++++=window
space ^nn++++=space
with ^in++++=with
a ^at++++=a
stare ^nn++++=stare
in ^in++++=in
which ^whp+rel+pied++=which
an ^at++++=an
older ^jjr+atrb+++=older
and ^cc+phrs+++=and
cooler ^jjr+atrb+++=cooler
observer ^nn+nom+++=observer
might ^md+pos+++=might
have ^vb+hv+aux++=have
discerned ^vprf+++xvbnx+=discerned
something ^pn++++=something
of ^in++++=of
apprehension ^nn++++=apprehension,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
which ^whp+who+++=which
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
the ^ati++++=the
lad ^nn++++=lad
altogether ^nn+nom+++=altogether
soulless ^jj++++=soulless.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
believed ^vbd+vprv++xvbnx+=believed
the ^ati++++=the
man ^nn++++=man
to ^to++++=to
be ^vbi++vrb++=be
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
The ^ati++++=The
situation ^nn+nom+++=situation
was ^vbd+bedz+vrb++=was
horrible ^jj+pred+++=horrible,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
with ^in++++=with
out ^rp+pl+++=out
its ^pp$+it+++=its
fascination ^nn+nom+++=fascination.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
stopped ^vbd+++xvbn+=stopped
to ^to++++=to
note ^vbi+vprv+++=note
it ^pp3+it+++=it
all ^rb++++=all.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
weak ^jj+pred+++=weak,
, ^zz++++=EXTRAWORD
faint ^jj++++=faint
and ^cc+phrs+++=and
trembling ^jj+++xvbg+=trembling;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
feel ^vb+vprv+++=feel
the ^ati++++=the
blood ^nn++++=blood
forsaking ^vwbg+++xvbg+=forsaking
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
set ^vbd+++xvbnx+=set
his ^pp$+pp3+++=his
teeth ^nns++++=teeth
and ^cc++++=and
resolutely ^rb++++=resolutely
advanced ^jj+++xvbn+=advanced
to ^in++++=to
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
no ^at++++=no
conscious ^jj+atrb+++=conscious
intention ^nn+nom+++=intention--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
mere ^jjb+atrb+++=mere
courage ^nn+nom+++=courage
of ^in++++=of
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thrust ^vbd+++xvbnx+=thrust
his ^pp$+pp3+++=his
white ^jj+atrb+++=white
face ^nn++++=face
forward ^rb++++=forward
into ^in++++=into
the ^ati++++=the
illuminated ^jj+atrb++xvbn+=illuminated
opening ^nvbg+++xvbg+=opening.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
instant ^nn+nom+++=instant
a ^at++++=a
strange ^jj+atrb+++=strange,
, ^zz++++=EXTRAWORD
harsh ^jj+atrb+++=harsh
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
a ^at++++=a
shriek ^vb++++=shriek,
, ^zz++++=EXTRAWORD
broke ^j+++xvbn+=broke
upon ^in++++=upon
the ^ati++++=the
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
night ^nn++++=night--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
note ^nn++++=note
of ^in++++=of
a ^at++++=a
screech ^nn++++=screech-owl.
- ^zz++++=EXTRAWORD
owl ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
sprang ^vbd+++xvbn+=sprang
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
overturning ^jj+++xvbg+=overturning
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
extinguishing ^nvbg+++xvbg+=extinguishing
the ^ati++++=the
candle ^nn++++=candle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
took ^vbd+++xvbn+=took
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
heels ^nns++++=heels.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
Day ^nn++++=DAY
Before ^in++++=BEFORE
" ^zz++++="Good-morning,
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
morning ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Colston ^np+++??+=Colston.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
in ^in++++=in
luck ^nn++++=luck,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seems ^vbz+seem+++=seems.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+aux++=have
often ^rb++splt++=often
said ^vprf+++xvbnx+=said
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
commendation ^nn+nom+++=commendation
of ^in++++=of
your ^pp$+pp2+++=your
literary ^jj+atrb+++=literary
work ^nn++++=work
was ^vbd+bedz+vrb++=was
mere ^jjb+atrb+++=mere
civility ^nn+nom+++=civility,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
you ^pp2+pp2+++=you
find ^vb+vprv+tht0++=find
me ^pp1o+pp1+++=me
absorbed ^vbd+++xvbn+=absorbed--actually
-- ^--+clp+++=EXTRAWORD
actually ^rb+amp+++=EXTRAWORD
merged ^vbd+++xvbn+=merged--in
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
your ^pp$+pp2+++=your
latest ^jjt+atrb+++=latest
story ^nn++++=story
in ^in++++=in
the ^ati++++=the
_messenger_ ^nn+++??+=_Messenger_.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
less ^rbr++++=less
shocking ^jj+++xvbg+=shocking
than ^in++++=than
your ^pp$+pp2+++=your
touch ^nn++++=touch
upon ^in++++=upon
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder
would ^md+prd+++=would
have ^vb+hv+aux++=have
roused ^vprf+++xvbnx+=roused
me ^pp1o+pp1+++=me
to ^in++++=to
consciousness ^nns+nom+++=consciousness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
proof ^nn++++=proof
is ^vbz+bez+vrb++=is
stronger ^jjr+pred+++=stronger
than ^in++++=than
you ^pp2+pp2+++=you
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
know ^vbi+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
the ^ati++++=the
man ^nn++++=man
addressed ^vbd+++xvbn+=addressed:
: ^zz++++=EXTRAWORD
" ^zz++++="so
so ^ql++++=EXTRAWORD
keen ^np++++=keen
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
eagerness ^nns+nom+++=eagerness
to ^to++++=to
read ^vbn+vprv++xvbn+=read
my ^pp$+pp1+++=my
story ^nn++++=story
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
renounce ^vbi++++=renounce
selfish ^jj+atrb+++=selfish
considerations ^nns+nom+++=considerations
and ^cc++++=and
forego ^nn+++??+=forego
all ^abn++++=all
the ^ati++++=the
pleasure ^nn++++=pleasure
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
could ^md+pos+++=could
get ^vb++++=get
from ^in++++=from
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
folding ^jj++++=folding
the ^ati++++=the
newspaper ^nn+nom+++=newspaper
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
and ^cc++++=and
putting ^nvbg+++xvbg+=putting
it ^pp3+it+++=it
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
writers ^nns+nom+++=writers
are ^vb+ber+vrb++=are
a ^at++++=a
queer ^jj+atrb+++=queer
lot ^nn++++=lot,
, ^zz++++=EXTRAWORD
anyhow ^rb+dspt+++=anyhow.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come,
, ^zz++++=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
or ^cc+phrs+++=or
omitted ^vpsv++agls+xvbn+=omitted
in ^in++++=in
this ^dt+dem+++=this
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
In ^in++++=In
what ^wdt+who+++=what
way ^nn++++=way
does ^vbz+doz+vrb++=does
the ^ati++++=the
pleasure ^nn++++=pleasure
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
get ^vb++++=get,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
might ^md+pos+++=might
get ^vb++++=get,
, ^zz++++=EXTRAWORD
from ^in++++=from
your ^pp$+pp2+++=your
work ^nn++++=work
depend ^vb++++=depend
on ^in++++=on
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
many ^ap++++=many
ways ^nns++++=ways.
