It ^pp3+it+++=It
been ^vprf+ben+vrb+xvbnx+=been
lonelier ^jjr++++=lonelier
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
very ^ql+amp+++=very
much ^ap++++=much
at ^rb++++=at
home ^nr++++=home;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
President ^npt++++=President
of ^in++++=of
the ^ati++++=the
First ^rb++++=First
Charitable ^jj++++=Charitable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Secretary ^nn+nom+++=Secretary
of ^in++++=of
the ^ati++++=the
Second ^rb+cnj+++=Second,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
belonged ^vpsv++agls+xvbn+=belonged
to ^in++++=to
a ^at++++=a
reading ^jj+++xvbg+=reading-club,
- ^zz++++=EXTRAWORD
club ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sewing ^nn++++=sewing-circle,
- ^zz++++=EXTRAWORD
circle ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
bible ^np++++=bible-class,
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
every ^at++++=every
case ^nn++++=case
of ^in++++=of
illness ^nns+nom+++=illness
in ^in++++=in
town ^nn++++=town
more ^rbr++++=more
or ^cc+phrs+++=or
less ^rbr++++=less
to ^in++++=to
oversee ^nn++++=oversee,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
circulation ^nn+nom+++=circulation
of ^in++++=of
the ^ati++++=the
news ^nn++++=news
to ^to++++=to
attend ^vbi++++=attend
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
away ^in+pl+++=away
from ^in"++++=from
home ^nr++++=home
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
many ^ap++++=many
teas ^nns++++=teas
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
people ^nns++++=people
thought ^vbd+++xvbn+=thought
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
to ^to++++=to
feed ^vbi++++=feed
her ^pp$+pp3+++=her
cat ^nn++++=cat
she ^pp3a+pp3+++=she
never ^rb++++=never
would ^md+prd+++=would
go ^vb++++=go
home ^nr++++=home.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
cat ^nn++++=cat
was ^vbd+bedz+vrb++=was
all ^abn++++=all
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nobody ^pn++++=nobody
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
comfort ^nn++++=comfort
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Yet ^rb+cnj+++=Yet,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
hours ^nns++++=hours
and ^cc++++=and
seasons ^nns++++=seasons
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
obliged ^jj+++xvbn+=obliged
to ^to+jcmp+++=to
stay ^vbi++++=stay
in ^in++++=in
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
intolerably ^rb++++=intolerably
dreary ^jj+pred+++=dreary
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
longed ^vbd+++xvbnx+=longed
for ^in++++=for
companionship ^nn+nom+++=companionship.
. ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
one ^pn++++=one
with ^in++++=with
an ^at++++=an
interest ^nn++++=interest,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
one ^cd1++++=one
who ^whp+rel+subj++=who
loves ^vbz++++=loves
the ^ati++++=the
same ^ap++++=same
things ^nns++++=things
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
cares ^vbz++++=cares
for ^in+ppvb+++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
my ^pp$+pp1+++=my
pursuits ^nns++++=pursuits.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
one ^pn++++=one
like ^in++++=like
Sophia ^np++++=Sophia
Maybury ^np+++??+=Maybury.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
liked ^vprf+++xvbnx+=liked
to ^to+vcmp+++=to
spend ^vbi++++=spend
my ^pp$+pp1+++=my
last ^jj+atrb+++=last
days ^nns++++=days
with ^in++++=with
Sophia ^np++++=Sophia!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
keeps ^vbz++++=keeps
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Maybury ^np++++=Maybury
alive ^jj++++=alive
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
imagine ^vb+vprv+++=imagine.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
only ^rb+down+splt++=only
gone ^vprf+++xvbnx+=gone
to ^in++++=to
his ^pp$+pp3+++=his
rest ^nn++++=rest"
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
good ^jj+atrb+++=good
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
" ^zz++++="Sophia
sophia ^np++++=EXTRAWORD
and ^cc++++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=could
join ^vb++++=join
our ^pp$+pp1+++=our
forces ^nns++++=forces
and ^cc++++=and
live ^vb++++=live
together ^nn+nom+++=together
in ^in++++=in
clover ^nn++++=clover.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
how ^wrb+who+++=how
we ^pp1a+pp1+++=we
should ^md+nec+++=should
enjoy ^vb++++=enjoy
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
could ^md+pos+++=could
talk ^vb++++=talk
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
read ^j+++xvbn+=read
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
sew ^nn+++??+=sew
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
No ^at++++=No
more ^rbr++++=more
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
dull ^jj+atrb+++=dull
evenings ^nns++++=evenings
and ^cc++++=and
lonely ^jj+atrb+++=lonely
nights ^nns++++=nights
listening ^vwbg+++xvbg+=listening
to ^in++++=to
the ^ati++++=the
mice ^nns++++=mice.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
a ^at++++=a
dear ^uh++++=dear
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
constantly ^rb++++=constantly
at ^in++++=at
hand ^nn++++=hand!
! ^zz++++=EXTRAWORD
Sophia ^np++++=Sophia
was ^vbd+bedz+vrb++=was
the ^ati++++=the
gentlest ^jjt+atrb+++=gentlest
young ^jj+atrb+++=young
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
the ^ati++++=the
prettiest ^jjt++++=prettiest,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
loved ^vbd+++xvbnx+=loved
her ^pp$+pp3+++=her
in ^in++++=in
those ^dt+dem+++=those
days ^nns++++=days!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
part ^nn++++=part
of ^in++++=of
my ^pp$+pp1+++=my
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
her ^pp3o+pp3+++=her
just ^rb+emph+++=just
as ^ql++++=as
much ^ap++++=much
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
she ^pp3a+pp3+++=she
could ^md+pos+++=could
come ^vb++++=come
and ^cc+phrs+++=and
live ^vb++++=live
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
there ^ex+pex+++=there
were ^vbd+bed+vrb++=weren't
n't ^xnot++not++0=EXTRAWORD
any ^dti++++=any
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Maybury ^np++++=Maybury.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
stand ^vb++++=stand
this ^dt+dem+++=this
solitude ^nn++++=solitude.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+aux++=did
fate ^nn++++=fate
make ^vb++++=make
me ^pp1o+pp1+++=me
such ^abl++++=such
a ^at++++=a
social ^jj+atrb+++=social
old ^jj+atrb+++=old
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
set ^vbd+++xvbn+=set
me ^pp1o+pp1+++=me
here ^rn+pl+++=here
all ^abn++++=all
alone ^rb++++=alone?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Sophia ^np++++=Sophia
was ^vbd+bedz+vrb++=was
the ^ati++++=the
prettiest ^jjt+atrb+++=prettiest
young ^jj+atrb+++=young
woman ^nn++++=woman
in ^in++++=in
those ^dt+dem+++=those
days ^nns++++=days,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
an ^at++++=an
exceedingly ^rb++++=exceedingly
pretty ^rb++++=pretty
old ^jj+atrb+++=old
woman ^nn++++=woman
in ^in++++=in
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
fresh ^jj+atrb+++=fresh
face ^nn++++=face
and ^cc++++=and
her ^pp$+pp3+++=her
bright ^jj+atrb+++=bright
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
her ^pp3o+pp3+++=her
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
all ^abn++++=all
her ^pp3o+pp3+++=her
own ^ap++++=own,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
companions ^nns++++=companions
in ^in++++=in
bangs ^nns+++??+=bangs.
. ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Maybury ^np++++=Maybury
made ^vbd+++xvbn+=made
a ^at++++=a
darling ^nn+nom+++=darling
of ^in++++=of
her ^pp$+pp3+++=her
all ^abn++++=all
his ^pp$+pp3+++=his
lifetime ^nn++++=lifetime,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
died ^vbd+++xvbnx+=died
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
her ^pp$+pp3+++=her
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had;
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
much ^rb+cnj+++=much,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rent ^nn++++=rent
of ^in++++=of
the ^ati++++=the
Webster ^np+nom+++=Webster
House ^nn++++=House,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^rn+pl+++=there
had ^vb+hv+aux++=had
always ^rb++splt++=always
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
pea ^nn++++=pea-hen
- ^zz++++=EXTRAWORD
hen ^nn++++=EXTRAWORD
in ^in++++=in
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Maybury ^np++++=Maybury's
's ^$++++=EXTRAWORD
lot ^nn++++=lot.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
all ^abn++++=all
very ^ql+amp+++=very
well ^rb++++=well
to ^to++++=to
have ^vbi++vrb++=have
an ^at++++=an
adoring ^jj+atrb+++=adoring
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^in++++=to
have ^vbi++vrb++=have
no ^at++++=no
home ^nr++++=home!
! ^zz++++=EXTRAWORD
The ^ati++++=The
Doctor ^nn++++=Doctor
had ^vbd+hvd+aux++=had
insisted ^vprf+++xvbnx+=insisted
for ^in++++=for
years ^nns++++=years
upon ^in++++=upon
living ^xvbg+++xvbg+=living
in ^in++++=in
the ^ati++++=the
tavern ^nn++++=tavern,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
owned ^vbd+++xvbnx+=owned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
thing ^nn++++=thing
that ^tht+rel+obj++=that
his ^pp$+pp3+++=his
wife ^nn++++=wife
detested ^vbd+++xvbn+=detested
more ^ql++++=more
than ^cs+sub+++=than
another ^ppls++++=another,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
life ^nn++++=life
in ^in++++=in
a ^at++++=a
tavern ^nn++++=tavern.
. ^zz++++=EXTRAWORD
The ^ati++++=The
strange ^jj+atrb+++=strange
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
the ^ati++++=the
strange ^jj+atrb+++=strange
voices ^nns++++=voices,
, ^zz++++=EXTRAWORD
the ^ati++++=the
going ^jj+++xvbg+=going
and ^cc+phrs+++=and
coming ^jj+++xvbg+=coming,
, ^zz++++=EXTRAWORD
the ^ati++++=the
dreary ^jj+atrb+++=dreary
halls ^nns++++=halls,
, ^zz++++=EXTRAWORD
the ^ati++++=the
soiled ^jj+atrb+++=soiled
table ^nn++++=table-cloths,
- ^zz++++=EXTRAWORD
cloths ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
thick ^jj+atrb+++=thick
crockery ^nn+nom+++=crockery,
, ^zz++++=EXTRAWORD
the ^ati++++=the
damp ^jj+atrb+++=damp
napkins ^nns++++=napkins,
, ^zz++++=EXTRAWORD
the ^ati++++=the
flies ^nns++++=flies,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tiresome ^jj+atrb+++=tiresome
menu ^nn++++=menu
every ^at++++=every
roast ^vb++++=roast
tasting ^jj+++xvbg+=tasting
of ^in++++=of
every ^at++++=every
other ^ap++++=other,
, ^zz++++=EXTRAWORD
no ^at++++=no
gravy ^nn++++=gravy
to ^in++++=to
any ^dti++++=any,
, ^zz++++=EXTRAWORD
the ^ati++++=the
all ^rb++++=all
out ^rp+pl+++=out-doors
- ^zz++++=EXTRAWORD
doors ^nns++++=EXTRAWORD
feeling ^vwbg+++xvbg+=feeling
of ^in++++=of
the ^ati++++=the
whole ^jj+atrb+++=whole
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
affairs ^nns++++=affairs
in ^in++++=in
everybody ^pn++++=everybody's
's ^vbz+bez+vrb++0=EXTRAWORD
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
the ^ati++++=the
banging ^jj+atrb++xvbg+=banging
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
the ^ati++++=the
restless ^jj+atrb+++=restless
feet ^nns++++=feet,
