When ^wrb+who+++=When
pinetree ^nn+nom+++=pinetree
village ^nn+nom+++=village
in ^in++++=in
the ^ati++++=the
South ^nr+pl+++=South
that ^tht+rel+obj++=that
her ^pp3o+pp3+++=her
relatives ^nns++++=relatives
chipped ^vbd+++xvbn+=chipped
in ^in++++=in
enough ^dt++++=enough
in ^in++++=in
her ^pp$+pp3+++=her
chip ^nn++++=chip
hat ^nn++++=hat
for ^in++++=for
her ^pp$+pp3+++=her
to ^to++++=to
go ^vbi++++=go
" ^zz++++="North"
north ^nr+pl+++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="finish."
finish ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
could ^md+pos+++=could
not ^xnot++not++=not
see ^vb+vprv+++=see
her ^pp$+pp3+++=her
f ^zz++++=f--,
-- ^--+clp+++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
story ^nn++++=story.
. ^zz++++=EXTRAWORD
Joe ^np++++=Joe
and ^cc++++=and
Delia ^np+++??+=Delia
met ^vbd+++xvbn+=met
in ^in++++=in
an ^at++++=an
atelier ^jjr++++=atelier
where ^wrb+who+++=where
a ^at++++=a
number ^nn++++=number
of ^in++++=of
art ^nn++++=art
and ^cc++++=and
music ^nn++++=music
students ^nns++++=students
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
to ^to++++=to
discuss ^vbi++++=discuss
chiaroscuro ^nn+++??+=chiaroscuro,
, ^zz++++=EXTRAWORD
Wagner ^np++++=Wagner,
, ^zz++++=EXTRAWORD
music ^nn++++=music,
, ^zz++++=EXTRAWORD
Rembrandt ^np++++=Rembrandt's
's ^$++++=EXTRAWORD
works ^nns++++=works,
, ^zz++++=EXTRAWORD
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
Waldteufel ^np+++??+=Waldteufel,
, ^zz++++=EXTRAWORD
wall ^nn++++=wall
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
Chopin ^np++++=Chopin
and ^cc++++=and
Oolong ^np+++??+=Oolong.
. ^zz++++=EXTRAWORD
Joe ^np++++=Joe
and ^cc++++=and
Delia ^np+++??+=Delia
became ^vbd+++xvbn+=became
enamoured ^xvbn+++xvbn+=enamoured
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
each ^dt++++=each
of ^in++++=of
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
please ^uh++++=please,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
short ^jj+atrb+++=short
time ^nn++++=time
were ^vbd+bed+aux++=were
married ^vpsv++agls+xvbnx+=married--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
above ^in+pl+++=above),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
one ^cd1++++=one
loves ^nns++++=loves
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
Art ^nn++++=Art
no ^at++++=no
service ^nn++++=service
seems ^vbz+seem+++=seems
too ^ql++++=too
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Larrabee ^np+nom+++=Larrabee
began ^vbd+++xvbn+=began
housekeeping ^nvbg+++xvbg+=housekeeping
in ^in++++=in
a ^at++++=a
flat ^nn++++=flat.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
lonesome ^jj++++=lonesome
flat ^jj++++=flat--something
-- ^--+clp+++=EXTRAWORD
something ^pn++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
A ^at++++=A
sharp ^jj+atrb+++=sharp
way ^nn++++=way
down ^rp++++=down
at ^rb++++=at
the ^ati++++=the
left ^vbd+++xvbn+=left-hand
- ^zz++++=EXTRAWORD
hand ^nn++++=EXTRAWORD
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
keyboard ^nn++++=keyboard.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
happy ^jj+pred+++=happy;
; ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
their ^pp$+pp3+++=their
Art ^nn++++=Art,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
each ^dt++++=each
other ^ap++++=other.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
my ^pp$+pp1+++=my
advice ^nn++++=advice
to ^in++++=to
the ^ati++++=the
rich ^jj+atrb+++=rich
young ^jj+atrb+++=young
man ^nn++++=man
would ^md+prd+++=would
be ^vb+be+aux++=be--sell
-- ^--+clp+++=EXTRAWORD
sell ^vb++++=EXTRAWORD
all ^rb++++=all
thou ^pp2+pp2+++=thou
hast ^&fw++++=hast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
give ^vb++++=give
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
poor ^jj++++=poor--janitor
-- ^--+clp+++=EXTRAWORD
janitor ^nn++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
privilege ^nn++++=privilege
of ^in++++=of
living ^xvbg+++xvbg+=living
in ^in++++=in
a ^at++++=a
flat ^nn++++=flat
with ^in++++=with
your ^pp$+pp2+++=your
Art ^nn++++=Art
and ^cc++++=and
your ^pp$+pp2+++=your
Delia ^np+++??+=Delia.
. ^zz++++=EXTRAWORD
Flat ^jj++++=Flat-dwellers
- ^zz++++=EXTRAWORD
dwellers ^nns+nom+++=EXTRAWORD
shall ^md+prd+++=shall
indorse ^vb+++??+=indorse
my ^pp$+pp1+++=my
dictum ^nn++++=dictum
that ^tht+ncmp+++=that
theirs ^pp$$++++=theirs
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^rb+down+++=only
true ^jj+atrb+++=true
happiness ^nns+nom+++=happiness.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
a ^at++++=a
home ^nr++++=home
is ^vbz+bez+vrb++=is
happy ^jj+pred+++=happy
it ^pp3+it+++=it
cannot ^md+pos+not++=cannot
fit ^vb++++=fit
too ^ql++++=too
close ^jj++++=close--let
-- ^--+clp+++=EXTRAWORD
let ^j+++xvbn+=EXTRAWORD
the ^ati++++=the
dresser ^nn++++=dresser
collapse ^nn++++=collapse
and ^cc++++=and
become ^vb++++=become
a ^at++++=a
billiard ^nn++++=billiard
table ^nn++++=table;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
the ^ati++++=the
mantel ^nn+++??+=mantel
turn ^nn++++=turn
to ^in++++=to
a ^at++++=a
rowing ^jj+atrb++xvbg+=rowing
machine ^nn++++=machine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
escritoire ^nn+++??+=escritoire
to ^in++++=to
a ^at++++=a
spare ^jj++++=spare
bedchamber ^jjr++++=bedchamber,
, ^zz++++=EXTRAWORD
the ^ati++++=the
washstand ^nn+++??+=washstand
to ^in++++=to
an ^at++++=an
upright ^jj+atrb+++=upright
piano ^nn++++=piano;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
the ^ati++++=the
four ^cd++++=four
walls ^nns++++=walls
come ^vb++++=come
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
so ^ql++++=so
you ^pp2+pp2+++=you
and ^cc++++=and
your ^pp$+pp2+++=your
Delia ^np+++??+=Delia
are ^vb+ber+vrb++=are
between ^in+strn+++=between.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
home ^nr++++=home
be ^vb+be+vrb++=be
the ^ati++++=the
other ^ap++++=other
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
it ^pp3+it+++=it
be ^vb+be+vrb++=be
wide ^jj+pred+++=wide
and ^cc+phrs+++=and
long ^jj++++=long--enter
-- ^--+clp+++=EXTRAWORD
enter ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you
at ^in++++=at
the ^ati++++=the
Golden ^jj+atrb+++=Golden
Gate ^nn++++=Gate,
, ^zz++++=EXTRAWORD
hang ^nn++++=hang
your ^pp$+pp2+++=your
hat ^nn++++=hat
on ^in++++=on
Hatteras ^np+++??+=Hatteras,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
cape ^np++++=cape
on ^in++++=on
Cape ^np++++=Cape
Horn ^np++++=Horn
and ^cc++++=and
go ^vb++++=go
out ^rp+pl+++=out
by ^in++++=by
the ^ati++++=the
Labrador ^np++++=Labrador.
. ^zz++++=EXTRAWORD
Joe ^np++++=Joe
was ^vbd+bedz+aux++=was
painting ^vbg+++xvbgx+=painting
in ^in++++=in
the ^ati++++=the
class ^nn++++=class
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
Magister ^np+nom++??+=Magister--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
his ^pp$+pp3+++=his
fame ^nn++++=fame.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
fees ^nns++++=fees
are ^vb+ber+vrb++=are
high ^jj+pred+++=high;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
lessons ^nns++++=lessons
are ^vb+ber+vrb++=are
light ^nn++++=light--his
-- ^--+clp+++=EXTRAWORD
his ^pp$+pp3+++=EXTRAWORD
high ^jj++++=high-lights
- ^zz++++=EXTRAWORD
lights ^nns++++=EXTRAWORD
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
him ^pp3o+pp3+++=him
renown ^nn++++=renown.
. ^zz++++=EXTRAWORD
Delia ^np+++??+=Delia
was ^vbd+bedz+aux++=was
studying ^vbg+++xvbgx+=studying
under ^in++++=under
Rosenstock ^np+++??+=Rosenstock--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
his ^pp$+pp3+++=his
repute ^nn++++=repute
as ^in++++=as
a ^at++++=a
disturber ^nn++++=disturber
of ^in++++=of
the ^ati++++=the
piano ^nn++++=piano
keys ^nns++++=keys.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
mighty ^jj++++=mighty
happy ^jj++++=happy
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
their ^pp$+pp3+++=their
money ^nn++++=money
lasted ^vbd+++xvbn+=lasted.
. ^zz++++=EXTRAWORD
So ^ql++++=So
is ^vbz+bez+vrb++=is
every ^at++++=every-but
- ^zz++++=EXTRAWORD
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
be ^vb+be+vrb++=be
cynical ^jj+pred+++=cynical.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
aims ^nns++++=aims
were ^vbd+bed+aux++=were
very ^ql+amp+++=very
clear ^vb++++=clear
and ^cc++++=and
defined ^jj+++xvbn+=defined.
. ^zz++++=EXTRAWORD
Joe ^np++++=Joe
was ^vbd+bedz+aux++=was
to ^to++++=to
become ^vbi++++=become
capable ^jj++++=capable
very ^ql+amp+++=very
soon ^rb+tm+++=soon
of ^in++++=of
turning ^xvbg+++xvbg+=turning
out ^rp+pl+++=out
pictures ^nns++++=pictures
that ^tht+rel+++=that
old ^jj+atrb+++=old
gentlemen ^nns++++=gentlemen
with ^in++++=with
thin ^jj+atrb+++=thin
side ^nn++++=side-whiskers
- ^zz++++=EXTRAWORD
whiskers ^nns+nom+++=EXTRAWORD
and ^cc++++=and
thick ^jj+atrb+++=thick
pocketbooks ^nns+++??+=pocketbooks
would ^md+prd+++=would
sandbag ^vb+++??+=sandbag
one ^cd1++++=one
another ^dt++++=another
in ^in++++=in
his ^pp$+pp3+++=his
studio ^nn++++=studio
for ^in++++=for
the ^ati++++=the
privilege ^nn++++=privilege
of ^in++++=of
buying ^xvbg+++xvbg+=buying.
. ^zz++++=EXTRAWORD
Delia ^np+++??+=Delia
was ^vbd+bedz+aux++=was
to ^to++++=to
become ^vbi++++=become
familiar ^jj++++=familiar
and ^cc++++=and
then ^rn+tm+++=then
contemptuous ^jj++++=contemptuous
with ^in++++=with
Music ^nn++++=Music,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^dt+pdem+++=that
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
orchestra ^nn++++=orchestra
seats ^nns++++=seats
and ^cc++++=and
boxes ^nns++++=boxes
unsold ^nn+++??+=unsold
she ^pp3a+pp3+++=she
could ^md+pos+++=could
have ^vb+hv+vrb++=have
sore ^jj+atrb+++=sore
throat ^nn++++=throat
and ^cc++++=and
lobster ^nn+nom+++=lobster
in ^in++++=in
a ^at++++=a
private ^jj++++=private
dining ^jj+++xvbg+=dining-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
and ^cc++++=and
refuse ^vb++++=refuse
to ^to+vcmp+++=to
go ^vbi++++=go
on ^in++++=on
the ^ati++++=the
stage ^nn++++=stage.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
best ^jjt++++=best,
, ^zz++++=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
opinion ^nn++++=opinion,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
home ^nr++++=home
life ^nn++++=life
in ^in++++=in
the ^ati++++=the
little ^rb++++=little
flat ^jj++++=flat-the
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
ardent ^jj+atrb+++=ardent,
, ^zz++++=EXTRAWORD
voluble ^jj+atrb+++=voluble
chats ^nns+++??+=chats
after ^in++++=after
the ^ati++++=the
day ^nn++++=day's
's ^$++++=EXTRAWORD
study ^nn++++=study;
; ^zz++++=EXTRAWORD
the ^ati++++=the
cozy ^np++++=cozy
dinners ^nns+nom+++=dinners
and ^cc++++=and
fresh ^jj+atrb+++=fresh,
, ^zz++++=EXTRAWORD
light ^jj+atrb+++=light
breakfasts ^nns++++=breakfasts;
; ^zz++++=EXTRAWORD
the ^ati++++=the
interchange ^nn++++=interchange
of ^in++++=of
ambitions ^nns+nom+++=ambitions--ambitions
-- ^--+clp+++=EXTRAWORD
ambitions ^nns+nom+++=EXTRAWORD
interwoven ^vbd+++xvbn+=interwoven
each ^ppls++++=each
with ^in++++=with
the ^ati++++=the
other's ^ap$++++=other's
or ^cc+cls+++=or
else ^rb+cnj+++=else
inconsiderable ^jj++++=inconsiderable--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
mutual ^jj+atrb+++=mutual
help ^nn++++=help
and ^cc++++=and
inspiration ^nn+nom+++=inspiration;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and--overlook
-- ^--+clp+++=EXTRAWORD
overlook ^vb+vprv+++=EXTRAWORD
my ^pp$+pp1+++=my
artlessness ^nns+nom+++=artlessness--stuffed
-- ^--+clp+++=EXTRAWORD
stuffed ^jj+atrb++xvbn+=EXTRAWORD
olives ^nns++++=olives
and ^cc++++=and
cheese ^nn++++=cheese
sandwiches ^nns++++=sandwiches
at ^in++++=at
11 ^cd++++=11
p.m ^rb++++=p.m.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
after ^cs+sub+++=after
a ^at++++=a
while ^cs+sub+++=while
Art ^nn++++=Art
flagged ^vbd+++xvbn+=flagged.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
sometimes ^rb++++=sometimes
does ^vbz+doz+vrb++=does,
, ^zz++++=EXTRAWORD
even ^cs+sub+++=even
if ^cs+cnd+++=if
some ^dti++++=some
switchman ^nn+nom+++=switchman
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
flag ^nn++++=flag
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
going ^vbg+++xvbg+=going
out ^rp+pl+++=out
and ^cc++++=and
nothing ^pn++++=nothing
coming ^jj+++xvbg+=coming
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
vulgarians ^nns++++=vulgarians
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
Money ^nn++++=Money
was ^vbd+bedz+aux++=was
lacking ^vbg+++xvbgx+=lacking
to ^to++++=to
pay ^vbi++++=pay
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Magister ^np+nom+++=Magister
and ^cc++++=and
Herr ^npt++++=Herr
Rosenstock ^np+++??+=Rosenstock
their ^pp$+pp3+++=their
prices ^nns++++=prices.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
one ^cd1++++=one
loves ^nns++++=loves
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
Art ^nn++++=Art
no ^at++++=no
service ^nn++++=service
seems ^vbz+seem+++=seems
too ^ql++++=too
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
Delia ^np+++??+=Delia
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
must ^md+nec+++=must
give ^vb++++=give
music ^nn++++=music
lessons ^nns++++=lessons
to ^to++++=to
keep ^vbi++++=keep
the ^ati++++=the
chafing ^jj+atrb++xvbg+=chafing
dish ^nn++++=dish
bubbling ^vwbg+++xvbg+=bubbling.
. ^zz++++=EXTRAWORD
For ^in++++=For
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
days ^nns++++=days
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
canvassing ^nn++++=canvassing
for ^in++++=for
pupils ^nns++++=pupils.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
evening ^nn++++=evening
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
home ^nr++++=home
elated ^jj++++=elated.
. ^zz++++=EXTRAWORD
" ^zz++++="Joe,
joe ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
gleefully ^rb+cnj+++=gleefully,
, ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+vrb++0=EXTRAWORD
a ^at++++=a
pupil ^nn++++=pupil.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
the ^ati++++=the
loveliest ^jjt+atrb+++=loveliest
people ^nns++++=people!
! ^zz++++=EXTRAWORD
General ^jj++++=General--General
-- ^--+clp+++=EXTRAWORD
general ^jj++++=EXTRAWORD
A ^at++++=A.
. ^zz++++=EXTRAWORD
B ^zz++++=B.
. ^zz++++=EXTRAWORD
Pinkney ^np++++=Pinkney's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter--on
-- ^--+clp+++=EXTRAWORD
on ^in++++=EXTRAWORD
Seventy ^cd++++=Seventy-first
- ^zz++++=EXTRAWORD
first ^od++++=EXTRAWORD
street ^npl++++=street.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
splendid ^jj+atrb+++=splendid
house ^nn++++=house,
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
see ^vb+vprv+++=see
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door!
! ^zz++++=EXTRAWORD
Byzantine ^jj++++=Byzantine
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
would ^md+prd+++=would
call ^vb++++=call
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
inside ^in+strn+++=inside!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv+tht0+xvbn+=saw
anything ^pn++++=anything
like ^in++++=like
it ^pp3+it+++=it
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
pupil ^nn++++=pupil
is ^vbz+bez+vrb++=is
his ^pp$+pp3+++=his
daughter ^nn+nom+++=daughter
Clementina ^np+++??+=Clementina.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dearly ^rb++++=dearly
love ^nn++++=love
her ^pp3o+pp3+++=her
already ^rb++++=already.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
delicate ^jj+atrb+++=delicate
thing ^nn++++=thing-dresses
- ^zz++++=EXTRAWORD
dresses ^nns+nom+++=EXTRAWORD
always ^rb++++=always
in ^in++++=in
white ^jj++++=white;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sweetest ^jjt+atrb+++=sweetest,
, ^zz++++=EXTRAWORD
simplest ^jjt+atrb+++=simplest
manners ^nns+nom+++=manners!
! ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
eighteen ^cd++++=eighteen
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
to ^to++++=to
give ^vbi++++=give
three ^cd++++=three
lessons ^nns++++=lessons
a ^at++++=a
week ^nn++++=week;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe!
! ^zz++++=EXTRAWORD
$ ^zz++++=$5
5 ^zz++++=EXTRAWORD
a ^at++++=a
lesson ^nn++++=lesson.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
mind ^vb+++??+=mind
it ^pp3+it+++=it
a ^at++++=a
bit ^nn++++=bit;
; ^zz++++=EXTRAWORD
for ^in++++=for
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
get ^vb++++=get
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
more ^ql++++=more
pupils ^nns++++=pupils
I ^pp1a+pp1+++=I
can ^md+pos+++=can
resume ^vb++++=resume
my ^pp$+pp1+++=my
lessons ^nns++++=lessons
with ^in++++=with
Herr ^npt++++=Herr
Rosenstock ^np+++??+=Rosenstock.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
smooth ^jj++++=smooth
out ^rp+pl+++=out
that ^dt+dem+++=that
wrinkle ^nn++++=wrinkle
