In ^in++++=IN
learning ^xvbg+++xvbg+=learning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
peopled ^vpsv++by+xvbnx+=peopled
by ^in++++=by
the ^ati++++=the
busy ^jj+atrb+++=busy
and ^cc+phrs+++=and
prolific ^jj+atrb+++=prolific
race ^nn++++=race
of ^in++++=of
booksellers ^nns+nom+++=booksellers;
; ^zz++++=EXTRAWORD
these ^dt+dem+++=these
also ^rb++++=also
gradually ^rb++++=gradually
deserted ^vbd+++xvbn+=deserted
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
emigrating ^jj+++xvbg+=emigrating
beyond ^in++++=beyond
the ^ati++++=the
great ^jj+atrb+++=great
strait ^nn++++=strait
of ^in++++=of
Newgate ^np+nom++??+=Newgate
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
settled ^j+++xvbn+=settled
down ^rp++++=down
in ^in++++=in
Paternoster ^np+nom++??+=Paternoster
Row ^nn++++=Row
and ^cc++++=and
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Paul ^np++++=Paul's
's ^$++++=EXTRAWORD
Churchyard ^nn++++=Churchyard,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
continue ^vb++++=continue
to ^to++++=to
increase ^vbi++++=increase
and ^cc+phrs+++=and
multiply ^vb++++=multiply
even ^rb++++=even
at ^rb++++=at
the ^ati++++=the
present ^jj+atrb+++=present
day ^nn++++=day.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
though ^cs+sub+++=though
thus ^rb+cnj+++=thus
falling ^jj+++xvbg+=falling
into ^in++++=into
decline ^nn++++=decline,
, ^zz++++=EXTRAWORD
Little ^ap++++=Little
Britain ^np++++=Britain
still ^rb++++=still
bears ^vbz++++=bears
traces ^nns++++=traces
of ^in++++=of
its ^pp$+it+++=its
former ^ap++++=former
splendor ^nn++++=splendor.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
several ^ap++++=several
houses ^nns++++=houses
ready ^jj++++=ready
to ^to+jcmp+++=to
tumble ^vb++++=tumble
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fronts ^nns++++=fronts
of ^in++++=of
which ^whp+rel+pied++=which
are ^vb+ber+aux++=are
magnificently ^rb++splt++=magnificently
enriched ^vpsv++agls+xvbnx+=enriched
with ^in++++=with
old ^jj+atrb+++=old
oaken ^jj+atrb++xvbn+=oaken
carvings ^nns++++=carvings
of ^in++++=of
hideous ^jj+atrb+++=hideous
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
unknown ^jj+atrb+++=unknown
birds ^nns++++=birds,
, ^zz++++=EXTRAWORD
beasts ^nns++++=beasts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fishes ^nns++++=fishes;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fruits ^nns++++=fruits
and ^cc++++=and
flowers ^nns+nom+++=flowers
which ^whp+rel+obj++=which
it ^pp3+it+++=it
would ^md+prd+++=would
perplex ^vb+++??+=perplex
a ^at++++=a
naturalist ^nn+nom+++=naturalist
to ^to++++=to
classify ^vbi++++=classify.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
in ^in++++=in
Aldersgate ^np+nom++??+=Aldersgate
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
certain ^jj+atrb+++=certain
remains ^nns++++=remains
of ^in++++=of
what ^wdt+who+++=what
were ^vbd+bed+vrb++=were
once ^rb+tm+++=once
spacious ^jj+pred+++=spacious
and ^cc+phrs+++=and
lordly ^jj+atrb+++=lordly
family ^nn++++=family
mansions ^nns++++=mansions,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
which ^wdt+who+whq++=which
have ^vb+hv+aux++=have
in ^in++++=in
latter ^ap++++=latter
days ^nns++++=days
been ^vprf+ben+aux+xvbn+=been
subdivided ^vpsv++agls+xvbnx+=subdivided
into ^in++++=into
several ^ap++++=several
tenements ^nns+nom+++=tenements.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
may ^md+pos+++=may
often ^rb++++=often
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
the ^ati++++=the
family ^nn++++=family
of ^in++++=of
a ^at++++=a
petty ^jj+atrb+++=petty
tradesman ^nn+nom+++=tradesman,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
trumpery ^nn+nom+++=trumpery
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
burrowing ^vbg+++xvbg+=burrowing
among ^in++++=among
the ^ati++++=the
relics ^nns++++=relics
of ^in++++=of
antiquated ^jj+atrb+++=antiquated
finery ^nn++++=finery,
, ^zz++++=EXTRAWORD
in ^in++++=in
great ^jj++++=great,
, ^zz++++=EXTRAWORD
rambling ^jj++++=rambling,
, ^zz++++=EXTRAWORD
time ^nn++++=time-stained
- ^zz++++=EXTRAWORD
stained ^jj+atrb++xvbn+=EXTRAWORD
apartments ^nns+nom+++=apartments,
, ^zz++++=EXTRAWORD
with ^in++++=with
fretted ^vbd+++xvbn+=fretted
ceilings ^nns+nom+++=ceilings,
, ^zz++++=EXTRAWORD
gilded ^jj+atrb++xvbn+=gilded
cornices ^nns+++??+=cornices,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
enormous ^jj+atrb+++=enormous
marble ^nn++++=marble
fireplaces ^nns++++=fireplaces.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lanes ^nns++++=lanes
and ^cc++++=and
courts ^nns++++=courts
also ^rb++++=also
contain ^vb++++=contain
many ^ap++++=many
smaller ^jjr+atrb+++=smaller
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
on ^in++++=on
so ^ql++++=so
grand ^np++++=grand
a ^at++++=a
scale ^nn++++=scale,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
like ^in++++=like
your ^pp$+pp2+++=your
small ^jj+atrb+++=small
ancient ^jj+atrb+++=ancient
gentry ^nn++++=gentry,
, ^zz++++=EXTRAWORD
sturdily ^rb++++=sturdily
maintaining ^vbg+++xvbg+=maintaining
their ^pp$+pp3+++=their
claims ^vb++++=claims
to ^in+vcmp+++=to
equal ^jj+atrb+++=equal
antiquity ^nn+nom+++=antiquity.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
have ^vb+hv+vrb++=have
their ^pp$+pp3+++=their
gable ^nn++++=gable
ends ^nns++++=ends
to ^in++++=to
the ^ati++++=the
street ^nn++++=street;
; ^zz++++=EXTRAWORD
great ^jj+atrb+++=great
bow ^nn++++=bow-windows,
- ^zz++++=EXTRAWORD
windows ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
diamond ^nn++++=diamond
panes ^nns++++=panes
set ^vbd+++xvbn+=set
in ^in++++=in
lead ^nn++++=lead,
, ^zz++++=EXTRAWORD
grotesque ^jj+atrb+++=grotesque
carvings ^nns++++=carvings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
low ^jj+atrb+++=low
arched ^jj+atrb++xvbn+=arched
door ^nn++++=door-ways.
- ^zz++++=EXTRAWORD
ways ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
most ^ql+emph+++=most
venerable ^jj++++=venerable
and ^cc+phrs+++=and
sheltered ^jj+++xvbn+=sheltered
little ^ap++++=little
nest ^nn++++=nest
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed
several ^ap++++=several
quiet ^jj+atrb+++=quiet
years ^nns++++=years
of ^in++++=of
existence ^nn+nom+++=existence,
, ^zz++++=EXTRAWORD
comfortably ^rb++++=comfortably
lodged ^vbd+++xvbn+=lodged
in ^in++++=in
the ^ati++++=the
second ^od++++=second
floor ^nn++++=floor
of ^in++++=of
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
but ^cc+phrs+++=but
oldest ^jjt+atrb+++=oldest
edifices ^nns+++??+=edifices.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
sitting ^vbg+++xvbg+=sitting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
old ^jj+atrb+++=old
wainscoted ^jj+atrb++xvbn+=wainscoted
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
with ^in++++=with
small ^jj+atrb+++=small
panels ^nns++++=panels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^vpsv++agls+xvbn+=set
off ^rb+phrv+++=off
with ^in++++=with
a ^at++++=a
miscellaneous ^jj+atrb+++=miscellaneous
array ^nn++++=array
of ^in++++=of
furniture ^nn++++=furniture.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
particular ^jj+atrb+++=particular
respect ^nn++++=respect
for ^in++++=for
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four
high ^jj++++=high-backed
- ^zz++++=EXTRAWORD
backed ^vbd+++xvbn+=EXTRAWORD
claw ^nn++++=claw-footed
- ^zz++++=EXTRAWORD
footed ^jj+atrb++xvbn+=EXTRAWORD
chairs ^nns++++=chairs,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
with ^in++++=with
tarnished ^jj+atrb++xvbn+=tarnished
brocade ^nn++++=brocade,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
bear ^vb+vprv+++=bear
the ^ati++++=the
marks ^nns++++=marks
of ^in++++=of
having ^nn+nn+aux++=having
seen ^vbd+vprv++xvbn+=seen
better ^jjr+atrb+++=better
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
doubtless ^rb++splt++=doubtless
figured ^vprf+++xvbnx+=figured
in ^in++++=in
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
palaces ^nns++++=palaces
of ^in++++=of
Little ^jj+atrb+++=Little
Britain ^np++++=Britain.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
me ^vbi++++=me
to ^to++++=to
keep ^vbi++++=keep
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
look ^vbi++++=look
down ^rp++++=down
with ^in++++=with
sovereign ^nn++++=sovereign
contempt ^nn++++=contempt
upon ^in++++=upon
their ^pp$+pp3+++=their
leathern ^jj+++xvbn+=leathern-bottomed
- ^zz++++=EXTRAWORD
bottomed ^jj+atrb++xvbn+=EXTRAWORD
neighbors ^nns++++=neighbors:
: ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
decayed ^vbd+++xvbn+=decayed
gentry ^nn++++=gentry
carry ^vb++++=carry
a ^at++++=a
high ^jj++++=high
head ^jjb++++=head
among ^in++++=among
the ^ati++++=the
plebeian ^jj+atrb+++=plebeian
society ^nn++++=society
with ^in++++=with
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
reduced ^vpsv++agls+xvbnx+=reduced
to ^to++++=to
associate ^nn+nom+++=associate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj++++=whole
front ^jjb++++=front
of ^in++++=of
my ^pp$+pp1+++=my
sitting ^vbg+++xvbg+=sitting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
is ^vbz+bez+aux++=is
taken ^vpsv++agls+xvbnx+=taken
up ^rb+phrv+++=up
with ^in+ppvb+++=with
a ^at++++=a
bow ^nn++++=bow-window,
- ^zz++++=EXTRAWORD
window ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
panes ^nns++++=panes
of ^in++++=of
which ^whp+rel+pied++=which
are ^vb+ber+aux++=are
recorded ^vpsv++agls+xvbnx+=recorded
the ^ati++++=the
names ^nns++++=names
of ^in++++=of
previous ^jj+atrb+++=previous
occupants ^nns+nom+++=occupants
for ^in++++=for
many ^ap++++=many
generations ^nns+nom+++=generations,
, ^zz++++=EXTRAWORD
mingled ^j+++xvbn+=mingled
with ^in++++=with
scraps ^nns++++=scraps
of ^in++++=of
very ^ql+amp+++=very
indifferent ^jj+atrb+++=indifferent
gentlemanlike ^jj+atrb+++=gentlemanlike
poetry ^nn++++=poetry,
, ^zz++++=EXTRAWORD
written ^j+++xvbn+=written
in ^in++++=in
characters ^nns+nom+++=characters
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
can ^md+pos+++=can
scarcely ^rb+down+++=scarcely
decipher ^jjr++++=decipher,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+subj++=which
extol ^vb++++=extol
the ^ati++++=the
charms ^nns++++=charms
of ^in++++=of
many ^ap++++=many
a ^at++++=a
beauty ^nn++++=beauty
of ^in++++=of
Little ^jj+atrb+++=Little
Britain ^np++++=Britain
who ^whp+rel+subj++=who
has ^vbz+hvz+vrb++=has
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
long ^jj++++=long
since ^cs+sub+++=since
bloomed ^vbd+++xvbn+=bloomed,
, ^zz++++=EXTRAWORD
faded ^j+++xvbn+=faded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
passed ^vbd+++xvbn+=passed
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
an ^at++++=an
idle ^jj+atrb+++=idle
personage ^nn+nom+++=personage,
, ^zz++++=EXTRAWORD
with ^in++++=with
no ^at++++=no
apparent ^jj+atrb+++=apparent
occupation ^nn+nom+++=occupation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pay ^vb++++=pay
my ^pp$+pp1+++=my
bill ^nn++++=bill
regularly ^rb++++=regularly
every ^at++++=every
week ^nn++++=week,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
looked ^vpsv++agls+xvbnx+=looked
upon ^in++++=upon
as ^in++++=as
the ^ati++++=the
only ^rb+down+++=only
independent ^jj+atrb+++=independent
gentleman ^nn+nom+++=gentleman
of ^in++++=of
the ^ati++++=the
neighborhood ^nn+nom+++=neighborhood;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
curious ^jj++++=curious
to ^to+jcmp+++=to
learn ^vbi+vprv+++=learn
the ^ati++++=the
internal ^jj+atrb+++=internal
state ^nn++++=state
of ^in++++=of
a ^at++++=a
community ^nn+nom+++=community
so ^rb++++=so
apparently ^rb++++=apparently
shut ^vb+++xvbn+=shut
up ^rp++++=up
within ^in++++=within
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
managed ^vprf+++xvbnx+=managed
to ^to+vcmp+++=to
work ^vb++++=work
my ^pp$+pp1+++=my
way ^nn++++=way
into ^in++++=into
all ^abn++++=all
the ^ati++++=the
concerns ^nns++++=concerns
and ^cc++++=and
secrets ^nns++++=secrets
of ^in++++=of
the ^ati++++=the
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Britain ^np++++=Britain
may ^md+pos+++=may
truly ^rb++++=truly
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
the ^ati++++=the
heart ^nn++++=heart's
's ^$++++=EXTRAWORD
core ^nn++++=core
of ^in++++=of
the ^ati++++=the
city ^nn++++=city;
; ^zz++++=EXTRAWORD
the ^ati++++=the
stronghold ^nn++++=stronghold
of ^in++++=of
true ^jj+atrb+++=true
John ^np++++=John
Bullism ^np+nom++??+=Bullism.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
fragment ^nn+nom+++=fragment
of ^in++++=of
London ^np++++=London
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
in ^in++++=in
its ^pp$+it+++=its
better ^jjr+atrb+++=better
days ^nns++++=days,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
antiquated ^jj+atrb+++=antiquated
folks ^nns++++=folks
and ^cc++++=and
fashions ^nns++++=fashions.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
flourish ^nn++++=flourish
in ^in++++=in
great ^jj+atrb+++=great
preservation ^nn+nom+++=preservation
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
holiday ^nn++++=holiday
games ^nns++++=games
and ^cc++++=and
customs ^nns++++=customs
of ^in++++=of
yore ^nn+++??+=yore.
. ^zz++++=EXTRAWORD
The ^ati++++=The
inhabitants ^nns+nom+++=inhabitants
most ^ql+emph+++=most
religiously ^jj++++=religiously
eat ^vb++++=eat
pancakes ^nns+++??+=pancakes
on ^in++++=on
Shrove ^np+++??+=Shrove
Tuesday ^nr++++=Tuesday,
, ^zz++++=EXTRAWORD
hot ^jj++++=hot-cross-buns
- ^zz++++=EXTRAWORD
cross ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
buns ^nns++++=EXTRAWORD
on ^in++++=on
Good ^jj+atrb+++=Good
Friday ^nr++++=Friday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
roast ^vb++++=roast
goose ^nn++++=goose
at ^rb++++=at
Michaelmas ^np+++??+=Michaelmas;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
send ^vb++++=send
love ^nn++++=love-letters
- ^zz++++=EXTRAWORD
letters ^nns+nom+++=EXTRAWORD
on ^in++++=on
Valentine ^np++++=Valentine's
's ^$++++=EXTRAWORD
Day ^nn++++=Day,
, ^zz++++=EXTRAWORD
burn ^vb++++=burn
the ^ati++++=the
pope ^np++++=pope
on ^in++++=on
the ^ati++++=the
fifth ^nn++++=fifth
of ^in++++=of
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kiss ^vb++++=kiss
all ^rb++++=all
the ^ati++++=the
girls ^nns++++=girls
under ^in++++=under
the ^ati++++=the
mistletoe ^nn++++=mistletoe
at ^in++++=at
Christmas ^np++++=Christmas.
. ^zz++++=EXTRAWORD
Roast ^vb++++=Roast
beef ^nn++++=beef
and ^cc++++=and
plum ^nn++++=plum
pudding ^nn++++=pudding
are ^vb+ber+aux++=are
also ^rb++splt++=also
held ^vpsv++agls+xvbnx+=held
in ^in++++=in
superstitious ^jj+atrb+++=superstitious
veneration ^nn+nom+++=veneration,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
port ^nn++++=port
and ^cc++++=and
sherry ^nn++++=sherry
maintain ^vb+vpub+++=maintain
their ^pp$+pp3+++=their
grounds ^nns++++=grounds
as ^in++++=as
the ^ati++++=the
only ^rb+down+++=only
true ^jj+atrb+++=true
English ^nn++++=English
wines ^nns++++=wines;
; ^zz++++=EXTRAWORD
all ^abn++++=all
others ^aps++++=others
being ^xvbg+++xvbg+=being
considered ^vbd+vprv++xvbn+=considered
vile ^jj+atrb+++=vile,
, ^zz++++=EXTRAWORD
outlandish ^jj+atrb+++=outlandish
beverages ^nns+nom+++=beverages.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Britain ^np++++=Britain
has ^vbz+hvz+vrb++=has
its ^pp$+it+++=its
long ^jj+atrb+++=long
catalogue ^nn++++=catalogue
of ^in++++=of
city ^nn++++=city
wonders ^nns+nom+++=wonders,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
its ^pp$+it+++=its
inhabitants ^nns+nom+++=inhabitants
consider ^nn+nom+++=consider
the ^ati++++=the
wonders ^nns+nom+++=wonders
of ^in++++=of
the ^ati++++=the
world ^nn++++=world:
: ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
great ^jj+atrb+++=great
bell ^nn++++=bell
of ^in++++=of
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Paul ^np++++=Paul's,
's, ^nn+++??+=EXTRAWORD
which ^whp+rel+obj++=which
sours ^nns+++??+=sours
all ^abn++++=all
the ^ati++++=the
beer ^nn++++=beer
when ^wrb+who+++=when
it ^pp3+it+++=it
tolls ^vbz+++??+=tolls;
; ^zz++++=EXTRAWORD
the ^ati++++=the
figures ^vb++++=figures
that ^tht+vcmp+obj++=that
strike ^nn++++=strike
the ^ati++++=the
hours ^nns++++=hours
at ^rb++++=at
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Dunstan ^np++++=Dunstan's
's ^$++++=EXTRAWORD
clock ^nn++++=clock;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Monument ^nn+nom+++=Monument;
; ^zz++++=EXTRAWORD
the ^ati++++=the
lions ^nns++++=lions
in ^in++++=in
the ^ati++++=the
Tower ^nn++++=Tower;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wooden ^jj+atrb+++=wooden
giants ^nns++++=giants
in ^in++++=in
Guildhall ^np+++??+=Guildhall.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
still ^rb++++=still
believe ^vb+vprv+++=believe
in ^in++++=in
dreams ^nps++++=dreams
and ^cc++++=and
fortune ^nn++++=fortune-telling,
- ^zz++++=EXTRAWORD
telling ^vbg+nom++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
old ^jj+atrb+++=old
woman ^nn++++=woman
that ^tht+rel+obj++=that
lives ^nns++++=lives
in ^in++++=in
Bull ^nn++++=Bull-and-Mouth
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
