By ^in++++=By
my ^pp$+pp1+++=my
papers ^nns++++=papers
as ^ql++++=as
they ^pp3a+pp3+++=they
progressed ^vprf+++xvbn+=progressed
assumed ^vbd+vprv++xvbn+=assumed
the ^ati++++=the
character ^nn+nom+++=character
of ^in++++=of
a ^at++++=a
record ^nn++++=record
of ^in++++=of
one ^cd1++++=one
single ^jj+atrb+++=single
personal ^jj+atrb+++=personal
experience ^nn+nom+++=experience,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
record ^nn++++=record
was ^vbd+bedz+aux++=was
continued ^vpsv++agls+xvbnx+=continued
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
very ^ql+amp+++=very
eve ^np++++=eve,
, ^zz++++=EXTRAWORD
almost ^rb+cnj+++=almost,
, ^zz++++=EXTRAWORD
of ^in++++=of
its ^pp$+it+++=its
termination ^nn+nom+++=termination.
. ^zz++++=EXTRAWORD
The ^ati++++=The
writer ^nn++++=writer
was ^vbd+bedz+vrb++=was
a ^at++++=a
Mr ^npt++++=Mr
Wraxall ^np++++=Wraxall.
. ^zz++++=EXTRAWORD
For ^in++++=For
my ^pp$+pp1+++=my
knowledge ^nn++++=knowledge
of ^in++++=of
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
depend ^vb++++=depend
entirely ^rb+amp+++=entirely
on ^in++++=on
the ^ati++++=the
evidence ^nn+nom+++=evidence
his ^pp$+pp3+++=his
writings ^nns++++=writings
afford ^vb++++=afford,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
these ^dt+dem+++=these
I ^pp1a+pp1+++=I
deduce ^vb+vprv+++=deduce
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man
past ^nn++++=past
middle ^jjb+atrb+++=middle
age ^nn++++=age,
, ^zz++++=EXTRAWORD
possessed ^j+++xvbn+=possessed
of ^in++++=of
some ^dti++++=some
private ^jj+atrb+++=private
means ^nn++++=means,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
much ^ap++++=much
alone ^rb++++=alone
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seems ^vbz+seem+++=seems,
, ^zz++++=EXTRAWORD
no ^at++++=no
settled ^jj+atrb++xvbn+=settled
abode ^nn++++=abode
in ^in++++=in
England ^np++++=England,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+vrb++=was
a ^at++++=a
denizen ^nn++++=denizen
of ^in++++=of
hotels ^nns++++=hotels
and ^cc++++=and
boarding ^nn++++=boarding-houses.
- ^zz++++=EXTRAWORD
houses ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
probable ^jj+pred+++=probable
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
entertained ^vbd+++xvbnx+=entertained
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
settling ^xvbg+++xvbg+=settling
down ^rp++++=down
at ^rb++++=at
some ^dti++++=some
future ^jjb+atrb+++=future
time ^nn++++=time
which ^whp+rel+subj++=which
never ^rb++++=never
came ^vbd+++xvbn+=came;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
also ^rb++++=also
likely ^jj++++=likely
that ^tht+jcmp+++=that
the ^ati++++=the
Pantechnicon ^np+++??+=Pantechnicon
fire ^nn++++=fire
in ^in++++=in
the ^ati++++=the
early ^jj++++=early
seventies ^cds++++=seventies
must ^md+nec+++=must
have ^vb+hv+aux++=have
destroyed ^vprf+++xvbnx+=destroyed
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
that ^tht+rel+subj++=that
would ^md+prd+++=would
have ^vb+hv+aux++=have
thrown ^vprf+++xvbnx+=thrown
light ^jj++++=light
on ^in++++=on
his ^pp$+pp3+++=his
antecedents ^nns++++=antecedents,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
refers ^vbz++++=refers
once ^rb+tm+++=once
or ^cc+phrs+++=or
twice ^rb++++=twice
to ^in++++=to
property ^nn++++=property
of ^in++++=of
his ^pp$+pp3+++=his
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
warehoused ^vpsv++agls+xvbnx+=warehoused
at ^rb++++=at
that ^dt+dem+++=that
establishment ^nn+nom+++=establishment.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
further ^jjb++++=further
apparent ^jj++++=apparent
that ^tht+jcmp+++=that
Mr ^npt++++=Mr
Wraxall ^np++++=Wraxall
had ^vbd+hvd+aux++=had
published ^vprf+++xvbnx+=published
a ^at++++=a
book ^nn++++=book,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
it ^pp3+it+++=it
treated ^vbd+++xvbn+=treated
of ^in++++=of
a ^at++++=a
holiday ^nn++++=holiday
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
taken ^vprf+++xvbnx+=taken
in ^rb+phrv+++=in
Brittany ^np++++=Brittany.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
than ^in++++=than
this ^dt+dem+++=this
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say
about ^in++++=about
his ^pp$+pp3+++=his
work ^nn++++=work,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
a ^at++++=a
diligent ^jj+atrb+++=diligent
search ^nn++++=search
in ^in++++=in
bibliographical ^jj+atrb+++=bibliographical
works ^nns++++=works
has ^vbz+hvz+aux++=has
convinced ^vprf+++xvbnx+=convinced
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
it ^pp3+it+++=it
must ^md+nec+++=must
have ^vb+hv+aux++=have
appeared ^vprf+++xvbnx+=appeared
either ^dtx++++=either
anonymously ^jj++++=anonymously
or ^cc++++=or
under ^in++++=under
a ^at++++=a
pseudonym ^nn++++=pseudonym.
. ^zz++++=EXTRAWORD
As ^in++++=As
to ^in++++=to
his ^pp$+pp3+++=his
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
difficult ^jj++++=difficult
to ^to+jcmp+++=to
form ^vb++++=form
some ^dti++++=some
superficial ^jj+atrb+++=superficial
opinion ^nn++++=opinion.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
intelligent ^jj+atrb+++=intelligent
and ^cc+phrs+++=and
cultivated ^jj+atrb++xvbn+=cultivated
man ^nn++++=man.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seems ^vbz+seem+++=seems
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
near ^in+pl+++=near
being ^xvbg+++xvbg+=being
a ^at++++=a
Fellow ^nn++++=Fellow
of ^in++++=of
his ^pp$+pp3+++=his
college ^npl++++=college
at ^rb++++=at
Oxford ^np++++=Oxford--Brasenose,
-- ^--+clp+++=EXTRAWORD
brasenose ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
judge ^nn++++=judge
from ^in++++=from
the ^ati++++=the
Calendar ^nn++++=Calendar.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
besetting ^jj+atrb+++=besetting
fault ^nn++++=fault
was ^vbd+bedz+vrb++=was
pretty ^rb++++=pretty
clearly ^rb++++=clearly
that ^cs+sub+++=that
of ^in++++=of
over ^in++++=over-inquisitiveness,
- ^zz++++=EXTRAWORD
inquisitiveness ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
possibly ^rb++++=possibly
a ^at++++=a
good ^jj+atrb+++=good
fault ^nn++++=fault
in ^in++++=in
a ^at++++=a
traveller ^nn+nom+++=traveller,
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly
a ^at++++=a
fault ^nn++++=fault
for ^in++++=for
which ^whp+rel+pied++=which
this ^dt+dem+++=this
traveller ^nn+nom+++=traveller
paid ^vbd+++xvbn+=paid
dearly ^rb++++=dearly
enough ^dt++++=enough
in ^in++++=in
the ^ati++++=the
end ^nn++++=end.
. ^zz++++=EXTRAWORD
On ^in++++=On
what ^wdt+who+++=what
proved ^vbd+vprv++xvbn+=proved
to ^to+vcmp+++=to
be ^vbi++vrb++=be
his ^pp$+pp3+++=his
last ^jj+atrb+++=last
expedition ^nn+nom+++=expedition,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
plotting ^vbg+++xvbgx+=plotting
another ^dt++++=another
book ^nn++++=book.
. ^zz++++=EXTRAWORD
Scandinavia ^np+++??+=Scandinavia,
, ^zz++++=EXTRAWORD
a ^at++++=a
region ^nn++++=region
not ^xnot++not++=not
widely ^rb++++=widely
known ^vbd+vprv++xvbn+=known
to ^to+vcmp+++=to
Englishmen ^vb++++=Englishmen
forty ^cd++++=forty
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
him ^pp3o+pp3+++=him
as ^in++++=as
an ^at++++=an
interesting ^jj+atrb+++=interesting
field ^nn++++=field.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
have ^vb+hv+aux++=have
lighted ^vprf+++xvbnx+=lighted
on ^in++++=on
some ^dti++++=some
old ^jj+atrb+++=old
books ^nns++++=books
of ^in++++=of
Swedish ^jj+atrb+++=Swedish
history ^nn++++=history
or ^cc++++=or
memoirs ^nns++++=memoirs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
idea ^nn++++=idea
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
him ^pp3o+pp3+++=him
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
room ^nn++++=room
for ^in++++=for
a ^at++++=a
book ^nn++++=book
descriptive ^jj++++=descriptive
of ^in++++=of
travel ^nn++++=travel
in ^in++++=in
Sweden ^np++++=Sweden,
, ^zz++++=EXTRAWORD
interspersed ^j+++xvbn+=interspersed
with ^in++++=with
episodes ^nns++++=episodes
from ^in++++=from
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
Swedish ^jj+atrb+++=Swedish
families ^nns++++=families.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
procured ^vbd+++xvbnx+=procured
letters ^nns+nom+++=letters
of ^in++++=of
introduction ^nn+nom+++=introduction,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
to ^in++++=to
some ^dti++++=some
persons ^nns++++=persons
of ^in++++=of
quality ^nn+nom+++=quality
in ^in++++=in
Sweden ^np++++=Sweden,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^nn+++xvbn+=set
out ^rp+pl+++=out
thither ^rb++++=thither
in ^in++++=in
the ^ati++++=the
early ^jj+atrb+++=early
summer ^nn++++=summer
of ^in++++=of
1863 ^cd+date+++=1863.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
his ^pp$+pp3+++=his
travels ^nns++++=travels
in ^in++++=in
the ^ati++++=the
North ^nr+pl+++=North
there ^ex+pex+++=there
is ^vbz+bez+aux++=is
no ^at++++=no
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
speak ^vb++++=speak,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
of ^in++++=of
his ^pp$+pp3+++=his
residence ^nn+nom+++=residence
of ^in++++=of
some ^dti++++=some
weeks ^nns++++=weeks
in ^in++++=in
Stockholm ^np++++=Stockholm.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
need ^nn++++=need
only ^rb+down+++=only
mention ^nn+nom+++=mention
that ^tht+vcmp+++=that
some ^dti++++=some
savant ^nn++++=savant
resident ^jj++++=resident
there ^ex+pex+++=there
put ^vprf+++xvbn+=put
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
track ^nn++++=track
of ^in++++=of
an ^at++++=an
important ^jj+atrb+++=important
collection ^nn+nom+++=collection
of ^in++++=of
family ^nn++++=family
papers ^nns++++=papers
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
the ^ati++++=the
proprietors ^nns++++=proprietors
of ^in++++=of
an ^at++++=an
ancient ^jj+atrb+++=ancient
manor ^nn++++=manor-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
in ^in++++=in
Vestergothland ^np+++??+=Vestergothland,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
obtained ^vpsv++agls+xvbn+=obtained
for ^in++++=for
him ^pp3o+pp3+++=him
permission ^nn++++=permission
to ^to+ncmp+++=to
examine ^vbi++++=examine
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
manor ^nn++++=manor-house,
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
herrg ^nn+++??+=herrg
rd ^npl++++=rd,
, ^zz++++=EXTRAWORD
in ^in++++=in
question ^nn+nom+++=question
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
called ^vpsv++agls+xvbnx+=called
R ^zz++++=R
b ^zz++++=b
ck ^nn+++??+=ck
( ^zz++++=(pronounced
pronounced ^xvbn+++xvbn+=EXTRAWORD
something ^pn++++=something
like ^in++++=like
Roebeck ^np+++??+=Roebeck),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
its ^pp$+it+++=its
name ^nn++++=name.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
best ^jjt+atrb+++=best
buildings ^nns++++=buildings
of ^in++++=of
its ^pp$+it+++=its
kind ^nn++++=kind
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
picture ^nn++++=picture
of ^in++++=of
it ^pp3+it+++=it
in ^in++++=in
Dahlenberg ^np++++=Dahlenberg's
's ^$++++=EXTRAWORD
Suecia ^np+++??+=Suecia
antiqua ^&fw++++=antiqua
et ^&fw++++=et
moderna ^nn+++??+=moderna,
, ^zz++++=EXTRAWORD
engraved ^j+++xvbn+=engraved
in ^in++++=in
1694 ^cd+date+++=1694,
, ^zz++++=EXTRAWORD
shows ^vbz+vprv+++=shows
it ^pp3+it+++=it
very ^ql+amp+++=very
much ^ap++++=much
as ^ql++++=as
the ^ati++++=the
tourist ^nn+nom+++=tourist
may ^md+pos+++=may
see ^vb+vprv+++=see
it ^pp3+it+++=it
today ^nr+tm+++=today.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
built ^vpsv++agls+xvbnx+=built
soon ^rb+tm+++=soon
after ^in++++=after
1600 ^cd+date+++=1600,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
roughly ^rb+down+++=roughly
speaking ^jj+++xvbg+=speaking,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
much ^ap++++=much
like ^in++++=like
an ^at++++=an
English ^jj+atrb+++=English
house ^npl++++=house
of ^in++++=of
that ^dt+dem+++=that
period ^nn++++=period
in ^in++++=in
respect ^in"++++=respect
of ^in"++++=of
material ^nn++++=material--red-brick
-- ^--+clp+++=EXTRAWORD
red ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
brick ^nn++++=EXTRAWORD
with ^in++++=with
stone ^nn++++=stone
facings ^nns++++=facings--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
style ^nn++++=style.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
who ^whp+rel+subj++=who
built ^vbd+++xvbn+=built
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
scion ^nn+++??+=scion
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
house ^npl++++=house
of ^in++++=of
De ^&fw++++=De
la ^&fw++++=la
Gardie ^np+++??+=Gardie,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
descendants ^nns+nom+++=descendants
possess ^nns+nom+++=possess
it ^pp3+it+++=it
still ^rb++++=still.
. ^zz++++=EXTRAWORD
De ^&fw++++=De
la ^&fw++++=la
Gardie ^np+++??+=Gardie
is ^vbz+bez+vrb++=is
the ^ati++++=the
name ^nn++++=name
by ^in++++=by
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
will ^md+prd+++=will
designate ^nn+nom+++=designate
them ^pp3o+pp3+++=them
when ^wrb+who+++=when
mention ^nn+nom+++=mention
of ^in++++=of
them ^pp3o+pp3+++=them
becomes ^vbz++++=becomes
necessary ^jj++++=necessary.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
received ^vbd+++xvbnx+=received
Mr ^npt++++=Mr
Wraxall ^np++++=Wraxall
with ^in++++=with
great ^jj+atrb+++=great
kindness ^nns+nom+++=kindness
and ^cc++++=and
courtesy ^nn++++=courtesy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pressed ^jj+++xvbn+=pressed
him ^pp3o+pp3+++=him
to ^to++++=to
stay ^vbi++++=stay
in ^in++++=in
the ^ati++++=the
house ^npl++++=house
as ^ql++++=as
long ^jj++++=long
as ^ql++++=as
his ^pp$+pp3+++=his
researches ^nns++++=researches
lasted ^vbd+++xvbn+=lasted.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
preferring ^vbg+++xvbg+=preferring
to ^to+vcmp+++=to
be ^vbi++vrb++=be
independent ^jj+pred+++=independent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mistrusting ^nvbg+++xvbg+=mistrusting
his ^pp$+pp3+++=his
powers ^nns++++=powers
of ^in++++=of
conversing ^xvbg+++xvbg+=conversing
in ^in++++=in
Swedish ^jj++++=Swedish,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
settled ^vbd+++xvbnx+=settled
himself ^ppl+pp3+++=himself
at ^in++++=at
the ^ati++++=the
village ^nn+nom+++=village
inn ^nn++++=inn,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out
quite ^rb++++=quite
sufficiently ^rb++++=sufficiently
comfortable ^jj++++=comfortable,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate
during ^in++++=during
the ^ati++++=the
summer ^nn++++=summer
months ^nns++++=months.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
arrangement ^nn+nom+++=arrangement
would ^md+prd+++=would
entail ^vb++++=entail
a ^at++++=a
short ^jj+atrb+++=short
walk ^nn++++=walk
daily ^jj++++=daily
to ^to++++=to
and ^cc++++=and
from ^in++++=from
the ^ati++++=the
manor ^nn++++=manor-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
of ^in++++=of
something ^pn++++=something
under ^in++++=under
a ^at++++=a
mile ^nn++++=mile.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
itself ^ppl++++=itself
stood ^vbd+++xvbn+=stood
in ^in++++=in
a ^at++++=a
park ^nn++++=park,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
protected ^vpsv++agls+xvbnx+=protected--we
-- ^--+clp+++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
say ^vb+vpub+++=say
grown ^vbd+++xvbn+=grown
up ^rp++++=up--with
-- ^--+clp+++=EXTRAWORD
with ^in++++=EXTRAWORD
large ^jj+atrb+++=large
old ^jj+atrb+++=old
timber ^nn++++=timber.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
it ^pp3+it+++=it
you ^pp2+pp2+++=you
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
walled ^jj+atrb+++=walled
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
entered ^vbd+++xvbn+=entered
a ^at++++=a
close ^jj+atrb+++=close
wood ^nn++++=wood
fringing ^vwbg+++xvbg+=fringing
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
small ^jj+atrb+++=small
lakes ^nns++++=lakes
with ^in++++=with
which ^whp+rel+pied++=which
the ^ati++++=the
whole ^jj+atrb+++=whole
country ^nn++++=country
is ^vbz+bez+aux++=is
pitted ^vpsv++agls+xvbnx+=pitted.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
the ^ati++++=the
wall ^nn++++=wall
of ^in++++=of
the ^ati++++=the
demesne ^nn+++??+=demesne,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
climbed ^vbd+++xvbn+=climbed
a ^at++++=a
steep ^jj+atrb+++=steep
knoll ^np++++=knoll--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
knob ^nn++++=knob
of ^in++++=of
rock ^nn++++=rock
lightly ^rb++++=lightly
covered ^vwbn+++xvbn+=covered
with ^in++++=with
soil ^nn++++=soil--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
this ^dt+pdem+++=this
stood ^vbd+++xvbn+=stood
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
fenced ^xvbn+++xvbn+=fenced
in ^in++++=in
with ^in++++=with
tall ^jj+atrb+++=tall
dark ^jj+atrb+++=dark
trees ^nns++++=trees.
