1 ^zz++++=1
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
demanded ^vbd+vsua++xvbnx+=demanded
with ^in++++=with
interest ^nn++++=interest
and ^cc++++=and
some ^dti++++=some
awe ^nn++++=awe.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
certainly ^rb++++=certainly
did ^vbd+dod+vrb++=did,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
" ^zz++++="Right
right ^jj++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
office ^nn++++=office."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
spouse ^nn++++=spouse
made ^vbd+++xvbn+=made
no ^at++++=no
attempt ^nn++++=attempt
to ^to+ncmp+++=to
conceal ^vbi++++=conceal
his ^pp$+pp3+++=his
admiration ^nn+nom+++=admiration.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
say ^vb+vpub+++=say;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
queried ^vbd+++xvbnx+=queried.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
polite ^jj++++=polite,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
tactful ^jj++++=tactful.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
' ^zz++++='See
see ^vb+vprv+++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Winterbottom ^np++++=Winterbottom,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
the ^ati++++=the
richest ^jjt+atrb+++=richest
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
county ^nn++++=county,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
the ^ati++++=the
reputation ^nn+nom+++=reputation
of ^in++++=of
being ^xvbg+++xvbg+=being
the ^ati++++=the
most ^ql+emph+++=most
careful ^jj++++=careful
with ^in++++=with
your ^pp$+pp2+++=your
money---- ^nn+++??+=money----'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
bet ^vbd+vpub+tht0+xvbn+=bet
that ^tht+vcmp+++=that
put ^vbd+++xvbn+=put
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
good ^jj+atrb+++=good
humor ^nn++++=humor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
in ^in++++=in
a ^at++++=a
murmured ^jj+++xvbn+=murmured
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
perfectly ^rb+amp+++=perfectly
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
Ambrose ^np++++=Ambrose,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
old ^jj+atrb+++=old
Felix ^np++++=Felix
Winterbottom ^np+++??+=Winterbottom
is ^vbz+bez+vrb++=is
never ^rb++++=never
in ^in++++=in
a ^at++++=a
good ^jj+atrb+++=good
humor ^nn++++=humor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
" ^zz++++="After
after ^in++++=EXTRAWORD
talking ^nn++++=talking
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
believe ^vb+vprv+++=believe
the ^ati++++=the
story ^nn++++=story
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
smiled ^vprf+++xvbnx+=smiled
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
anyhow ^rb+cnj+++=anyhow,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
' ^zz++++='See
see ^vb+vprv+++=EXTRAWORD
here ^rn+pl+++=here
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Winterbottom ^np++++=Winterbottom,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
chance ^nn++++=chance
to ^to+ncmp+++=to
show ^vbi+vprv+++=show
people ^nns++++=people
your ^pp$+pp2+++=your
heart ^nn++++=heart
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
right ^jj+atrb+++=right
place ^nn++++=place,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Day ^nn++++=Day
Nursery ^nn+nom+++=Nursery
we ^pp1a+pp1+++=we
ladies ^nns++++=ladies
of ^in++++=of
the ^ati++++=the
Browning ^np+++??+=Browning-Tagore
- ^zz++++=EXTRAWORD
tagore ^nn+++??+=EXTRAWORD
Club ^nn++++=Club
of ^in++++=of
Granville ^np++++=Granville
are ^vb+ber+aux++=are
starting ^vbg+++xvbgx+=starting
needs ^nns++++=needs
just ^rb+emph+++=just
one ^cd1++++=one
thousand ^cd++++=thousand
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Won't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
me ^pp1o+pp1+++=me
put ^vbd+++xvbn+=put
you ^pp2+pp2+++=you
down ^rp++++=down
for ^in++++=for
that ^dt+dem+++=that
amount? ^nn+++??+=amount?'"
'" ^nn+++??+=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
whistled ^vbd+++xvbn+=whistled.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
bite ^vb++++=bite
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
to ^in+strn+++=to,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
admitted ^vwbn+vpub++xvbn+=admitted
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Are
are ^vb+ber+vrb++=EXTRAWORD
the ^ati++++=the
Gulicks ^np+++??+=Gulicks
interested ^jj++++=interested
in ^in++++=in
this ^dt+pdem+++=this?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
P ^zz++++=P.
. ^zz++++=EXTRAWORD
Bradley ^np+++??+=Bradley
Gulick ^np+++??+=Gulick
is ^vbz+bez+vrb++=is
Chairman ^nn+nom+++=Chairman
of ^in++++=of
the ^ati++++=the
Pink ^jj+atrb+++=Pink
Contribution ^nn+nom+++=Contribution
Team ^nn++++=Team,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wendell ^np++++=Wendell
Gulick ^np+++??+=Gulick
is ^vbz+bez+vrb++=is
Chairman ^nn+nom+++=Chairman----'
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
' ^zz++++=EXTRAWORD
est ^&fw++++0='Stop,'
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Winterbottom ^np++++=Winterbottom,
, ^zz++++=EXTRAWORD
giving ^jj+++xvbg+=giving
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
fishy ^jj+atrb+++=fishy
look ^nn++++=look
of ^in++++=of
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
halibut ^nn++++=halibut
in ^in++++=in
a ^at++++=a
cake ^nn++++=cake
of ^in++++=of
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
' ^zz++++='in
in ^cs+sub+++=EXTRAWORD
that ^cs"++++=that
case ^nn++++=case,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
give ^vb++++=give
a ^at++++=a
cent ^nnu"++++=cent,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
one ^cd1++++=one
red ^jj+atrb+++=red
cent ^nnu"++++=cent.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-day,
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
wagged ^vbd+++xvbn+=wagged
his ^pp$+pp3+++=his
head ^jjb++++=head
sententiously ^jj++++=sententiously.
. ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
never ^rb++splt++=never
get ^vb++++=get
a ^at++++=a
nickel ^nn++++=nickel
out ^rp+pl+++=out
of ^in++++=of
him ^pp3o+pp3+++=him
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
declared ^vbd+vpub++xvbnx+=declared.
. ^zz++++=EXTRAWORD
" ^zz++++="Never.
never ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
might ^md+pos+++=might
have ^vb+hv+aux++=have
known ^vprf+++xvbnx+=known
that ^tht+vcmp+++=that
Felix ^np++++=Felix
Winterbottom ^np+++??+=Winterbottom
would ^md+prd+++=would
not ^xnot++not++=not
go ^vb++++=go
into ^in++++=into
anything ^pn++++=anything
the ^ati++++=the
Gulicks ^np+++??+=Gulicks
were ^vbd+bed+vrb++=were
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
added ^vbd+vpub++xvbn+=added
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
thoughtfully ^rb+cnj+++=thoughtfully,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
blame ^vb++++=blame
old ^jj+atrb+++=old
Felix ^np++++=Felix
much ^rb++++=much."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ambrose!"
ambrose ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
reproved ^vbd+++xvbn+=reproved
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
rebuke ^nn++++=rebuke
lacked ^vbd+++xvbn+=lacked
a ^at++++=a
certain ^jj++++=certain
whole ^jj++++=whole-heartedness,
- ^zz++++=EXTRAWORD
heartedness ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Gulicks ^np+++??+=Gulicks
are ^vb+ber+vrb++=are
nice ^jj+atrb+++=nice
people ^nns++++=people;
; ^zz++++=EXTRAWORD
the ^ati++++=the
nicest ^jjt+atrb+++=nicest
people ^nns++++=people
in ^in++++=in
Granville ^np++++=Granville."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
trouble ^nn++++=trouble
with ^in++++=with
them ^pp3o+pp3+++=them,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
retorted ^vbd+++xvbn+=retorted
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
" ^zz++++="they
they ^pp3a+pp3+++=EXTRAWORD
never ^rb++++=never
let ^vb+++xvbn+=let
you ^pp2+pp2+++=you
forget ^vb+vprv+tht0++=forget
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+aux++0=EXTRAWORD
what ^wdt+who+++=what
ails ^vbz++++=ails
this ^dt+dem+++=this
town ^nn++++=town;
; ^zz++++=EXTRAWORD
too ^ql++++=too
much ^ap++++=much
Gulicks ^np+++??+=Gulicks.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
only ^rb+down+++=only
one ^cd1++++=one
who ^whp+rel+subj++=who
thinks ^vbz+vprv+++=thinks
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
either ^dtx++++=either."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
attempt ^nn++++=attempt
rebuttal ^nn+nom+++=rebuttal,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
saying ^xvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
our ^pp$+pp1+++=our
oldest ^jjt+atrb+++=oldest
family ^nn++++=family."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bah,"
bah ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
appeared ^vbd+seem++xvbnx+=appeared
to ^to+vcmp+++=to
smolder ^vbi++++=smolder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
flamed ^vbd+++xvbnx+=flamed
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
" ^zz++++="Honest,
honest ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
Gulicks ^np+++??+=Gulicks
make ^vb++++=make
me ^pp1o+pp1+++=me
just ^rb+emph+++=just
a ^rb++++=a
little ^rb"++++=little
bit ^nn++++=bit
sick ^jj++++=sick
to ^to+jcmp+++=to
the ^ati++++=the
stummick ^nn+++??+=stummick.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
because ^cs+cos+++=because
some ^dti++++=some
ancestor ^nn++++=ancestor
of ^in++++=of
theirs ^pp$$++++=theirs
came ^vbd+++xvbn+=came
over ^in++++=over
in ^in++++=in
the ^ati++++=the
Mayflower ^np+nom+++=Mayflower,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
some ^dti++++=some
other ^ap++++=other
ancestor ^nn++++=ancestor
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
own ^ap++++=own
the ^ati++++=the
farm ^nn++++=farm
this ^dt+dem+++=this
town ^nn++++=town
was ^vbd+bedz+aux++=was
built ^vpsv++agls+xvbnx+=built
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
think ^vb+vprv+tht0++=think
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
the ^ati++++=the
Duke ^nn++++=Duke
of ^in++++=of
Kackiack ^np+++??+=Kackiack,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
something ^pn++++=something.
. ^zz++++=EXTRAWORD
The ^ati++++=The
town ^nn++++=town
grew ^vbd+++xvbn+=grew
up ^rp++++=up
and ^cc++++=and
made ^vwbn+++xvbn+=made
them ^pp3o+pp3+++0='em
rich ^jj++++=rich,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
ever ^rb++++=ever
do ^vb+do+vrb++=do
for ^in++++=for
the ^ati++++=the
town ^nn++++=town?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
for ^in+cmpx+++=for
the ^in"++++=the
sake ^in"++++=sake
of ^in"++++=of
debate ^nn++++=debate
than ^in++++=than
from ^in++++=from
conviction ^nn+nom+++=conviction,
, ^zz++++=EXTRAWORD
" ^zz++++="there's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
Gulick ^np+++??+=Gulick
Avenue ^nn++++=Avenue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gulick ^np+++??+=Gulick
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gulick ^np+++??+=Gulick
Park ^npl++++=Park----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
give ^vb++++=give
their ^pp$+pp3+++=their
name ^nn++++=name
freely ^rb++++=freely
enough ^dt++++=enough,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
give ^vb++++=give
to ^in++++=to
the ^ati++++=the
Day ^nn++++=Day
Nursery ^nn+nom+++=Nursery
fund ^nn++++=fund?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+aux++=did
disappoint ^vb++++=disappoint
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
admitted ^vwbn+vpub++xvbn+=admitted.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
only ^rb+down+++=only
gave ^vbd+++xvbn+=gave
fifty ^cd++++=fifty
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
much ^rb++++=much
for ^in++++=for
the ^ati++++=the
second ^od++++=second
wealthiest ^jjt+atrb+++=wealthiest
family ^nn++++=family
in ^in++++=in
town ^nn++++=town,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
P ^zz++++=P.
. ^zz++++=EXTRAWORD
Bradley ^np+++??+=Bradley
Gulick ^np+++??+=Gulick
said ^vbd+vpub+tht0+xvbn+=said
we ^pp1a+pp1+++=we
could ^md+pos+++=could
put ^vbd+++xvbn+=put
her ^pp$+pp3+++=her
name ^nn++++=name
at ^in++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
list ^nn++++=list----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle's
's ^$++++=EXTRAWORD
affable ^jj+atrb+++=affable
features ^nns++++=features
attained ^vbd+++xvbn+=attained
an ^at++++=an
almost ^rb+hdg+++=almost
sardonic ^jj+atrb+++=sardonic
look ^nn++++=look.
. ^zz++++=EXTRAWORD
" ^zz++++="Oho,"
oho ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
pointedly ^rb++++=pointedly.
. ^zz++++=EXTRAWORD
" ^zz++++="Oho."
oho ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flamed ^vbd+++xvbnx+=flamed
up ^rp++++=up
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
exactly ^rb++++=exactly
the ^ati++++=the
amount ^nn++++=amount
those ^dt+dem+++=those
pirates ^nns+nom+++=pirates
