All ^abn++++=All
in ^in++++=in
these ^dt+dem+++=these
days ^nns++++=days
of ^in++++=of
girlish ^jj+atrb+++=girlish
simplicity ^nn+nom+++=simplicity
in ^in++++=in
hats ^nns++++=hats
and ^cc++++=and
tailor ^nn++++=tailor-mades);
- ^zz++++=EXTRAWORD
mades ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
skirts ^nns++++=skirts
never ^rb++++=never
sagged ^vbd+++xvbn+=sagged,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
shirtwaists ^nns+nom+++=shirtwaists
were ^vbd+bed+vrb++=were
marvels ^nns++++=marvels
of ^in++++=of
plainness ^nns+nom+++=plainness
and ^cc++++=and
fit ^nn++++=fit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
switch ^nn++++=switch
had ^vb+hv+vrb++=had
cost ^nn++++=cost
her ^pp3o+pp3+++=her
sixteen ^cd++++=sixteen
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
wholesale ^jjb++++=wholesale
( ^zz++++=(a
a ^at++++=EXTRAWORD
lady ^nn++++=lady
friend ^nn++++=friend
in ^in++++=in
the ^ati++++=the
business ^nns+nom+++=business).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
tragic ^jj++++=tragic
about ^in++++=about
Effie ^np+++??+=Effie.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^at++++=a
plump ^jj++++=plump,
, ^zz++++=EXTRAWORD
assured ^vpbn+vpub++xvbn+=assured
style ^nn++++=style,
, ^zz++++=EXTRAWORD
a ^at++++=a
keen ^jj+atrb+++=keen
blue ^jj+atrb+++=blue
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
a ^at++++=a
gift ^nn++++=gift
of ^in++++=of
repartee ^nn+nom+++=repartee,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
way ^nn++++=way
of ^in++++=of
doing ^xvbg+++xvbg+=doing
her ^pp3o+pp3+++=her
hair ^nn++++=hair
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
gray ^np++++=gray
at ^in++++=at
the ^ati++++=the
sides ^nns++++=sides
scarcely ^rb+down+++=scarcely
showed ^vbd+vprv++xvbn+=showed
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Also ^rb++++=Also
a ^at++++=a
knowledge ^nn++++=knowledge
of ^in++++=of
corsets ^nns+++??+=corsets
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
her ^pp$+pp3+++=her
at ^in++++=at
the ^ati++++=the
buying ^jj+atrb++xvbg+=buying
end ^nn++++=end
of ^in++++=of
that ^dt+dem+++=that
important ^jj+atrb+++=important
department ^nn+nom+++=department
at ^in++++=at
Spiegel ^np+++??+=Spiegel's.
's. ^nn+++??+=EXTRAWORD
Effie ^np+++??+=Effie
knew ^vbd+vprv++xvbn+=knew
to ^to+vcmp+++=to
the ^ati++++=the
minute ^nn++++=minute
when ^wrb+who+++=when
coral ^jj+atrb+++=coral
beads ^nns++++=beads
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
and ^cc++++=and
pearl ^nn++++=pearl
beads ^nns++++=beads
came ^vbd+++xvbn+=came
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
just ^rb+emph+++=just
by ^in++++=by
looking ^xvbg+++xvbg+=looking
at ^rb++++=at
her ^pp3o+pp3+++=her
blouses ^nns++++=blouses
you ^pp2+pp2+++=you
could ^md+pos+++=could
tell ^vb++++=tell
when ^wrb+who+++=when
Cluny ^np+++??+=Cluny
died ^vbd+++xvbn+=died
and ^cc++++=and
Irish ^nn++++=Irish
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born.
. ^zz++++=EXTRAWORD
Meeting ^nvbg+++xvbg+=Meeting
Effie ^np+++??+=Effie
on ^in++++=on
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^vb+hv+aux++=have
put ^vprf+++xvbnx+=put
her ^pp$+pp3+++=her
down ^rp++++=down
as ^ql++++=as
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
many ^ap++++=many
well ^rb++++=well-dressed,
- ^zz++++=EXTRAWORD
dressed ^xvbn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
prosperous ^jj++++=prosperous-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
women ^nns++++=women
shoppers ^nns+nom+++=shoppers--if
-- ^--+clp+++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
looked ^vbd+++xvbn+=looked
at ^rb++++=at
her ^pp3o+pp3+++=her
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Veteran ^nn++++=Veteran
clerks ^nns++++=clerks
and ^cc++++=and
policemen ^nns++++=policemen
cannot ^md+pos+not++=cannot
disguise ^vb++++=disguise
their ^pp$+pp3+++=their
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Effie ^np+++??+=Effie
Bauer ^np++++=Bauer's
's ^$++++=EXTRAWORD
reason ^nn++++=reason
for ^in++++=for
not ^xnot++not++=not
marrying ^vbg+++xvbg+=marrying
when ^wrb+who+++=when
a ^at++++=a
girl ^nn++++=girl
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same
as ^ql++++=as
that ^cs+sub+++=that
of ^in++++=of
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
capable ^jj++++=capable,
, ^zz++++=EXTRAWORD
wise ^jj++++=wise-eyed,
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
good ^jj++++=good-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
women ^nns++++=women
one ^cd1++++=one
finds ^vbz+vprv+++=finds
at ^in++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
departments ^nns+nom+++=departments.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
not ^xnot++not++=not
had ^vb+hv+vrb++=had
a ^at++++=a
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Effie ^np+++??+=Effie
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
as ^ql++++=as
attractive ^jj++++=attractive
at ^in++++=at
twenty ^cd++++=twenty
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
at ^in+strn+++=at--there,
-- ^--+clp+++=EXTRAWORD
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
betray ^vb++++=betray
confidences ^nns+nom+++=confidences.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
certain ^jj+pred+++=certain
that ^tht+jcmp+++=that
if ^cs+cnd+++=if
Effie ^np+++??+=Effie
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
as ^ql++++=as
attractive ^jj++++=attractive
when ^wrb+who+++=when
a ^at++++=a
young ^jj+atrb+++=young
girl ^nn++++=girl
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
when ^wrb+who+++=when
an ^at++++=an
old ^jj+atrb+++=old
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
never ^rb++++=never
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
old ^jj+atrb+++=old
girl ^nn++++=girl
and ^cc++++=and
head ^jjb++++=head
of ^in++++=of
Spiegel ^np++++=Spiegel's
's ^$++++=EXTRAWORD
corset ^nn+++??+=corset
department ^nn+nom+++=department
at ^in++++=at
a ^at++++=a
salary ^nn++++=salary
of ^in++++=of
something ^pn++++=something
very ^ql+amp+++=very
comfortably ^rb++++=comfortably
over ^in++++=over
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
twenty ^cd++++=twenty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
a ^at++++=a
month ^nn++++=month
( ^zz++++=(and
and ^cc++++=EXTRAWORD
commissions ^nns++++=commissions).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Effie ^np+++??+=Effie
had ^vbd+hvd+aux++=had
improved ^vprf+++xvbnx+=improved
with ^in++++=with
the ^ati++++=the
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ripened ^vpsv++agls+xvbn+=ripened
with ^in++++=with
experience ^nn+nom+++=experience.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv+tht0+xvbnx+=knew
her ^pp$+pp3+++=her
value ^nn++++=value.
. ^zz++++=EXTRAWORD
At ^rb++++=At
twenty ^cd++++=twenty
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
anaemic ^jj++++=anaemic
and ^cc+phrs+++=and
bony ^jj++++=bony,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
startled ^jj+++xvbn+=startled-faun
- ^zz++++=EXTRAWORD
faun ^nn+++??+=EXTRAWORD
manner ^nn++++=manner
and ^cc++++=and
bad ^jj+atrb+++=bad
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
of ^in++++=of
saleswomanship ^nn+nom+++=saleswomanship
had ^vbd+hvd+aux++=had
broadened ^vprf+++xvbnx+=broadened
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
mentally ^rb++++=mentally
and ^cc+phrs+++=and
physically ^rb+cnj+++=physically,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
possessed ^vbd+++xvbnx+=possessed
a ^at++++=a
wide ^jj+atrb+++=wide
and ^cc+phrs+++=and
varied ^jj+atrb++xvbn+=varied
knowledge ^nn++++=knowledge
of ^in++++=of
that ^dt+dem+++=that
great ^jj++++=great
and ^cc+phrs+++=and
diversified ^jj+++xvbn+=diversified
subject ^jj++++=subject
known ^vbn+vprv++xvbn+=known
as ^ql++++=as
human ^jj+atrb+++=human
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv++xvbnx+=knew
human ^jj+atrb+++=human
nature ^nn++++=nature
all ^rb++++=all
the ^ati++++=the
way ^nn++++=way
from ^in++++=from
the ^ati++++=the
fiftynine ^nn+++??+=fiftynine-cent
- ^zz++++=EXTRAWORD
cent ^nnu"++++=EXTRAWORD
girdles ^nns+++??+=girdles
to ^in++++=to
the ^ati++++=the
twenty ^cd++++=twenty-five-dollar
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
dollar ^nn++++=EXTRAWORD
made ^vbd+++xvbn+=made-to-orders.
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
orders ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
the ^ati++++=the
years ^nns++++=years
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought,
, ^zz++++=EXTRAWORD
among ^in++++=among
other ^ap++++=other
things ^nns++++=things,
, ^zz++++=EXTRAWORD
a ^at++++=a
certain ^jj+atrb+++=certain
hardness ^nns+nom+++=hardness
about ^in++++=about
the ^ati++++=the
jaw ^nn++++=jaw
and ^cc++++=and
a ^at++++=a
line ^nn++++=line
or ^cc++++=or
two ^cd++++=two
at ^in++++=at
the ^ati++++=the
corners ^nns+nom+++=corners
of ^in++++=of
the ^ati++++=the
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
surprising ^jj+++xvbg+=surprising.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
rub ^vb++++=rub
up ^in+cmpx+++=up
against ^in"++++=against
the ^ati++++=the
sharp ^jj+atrb+++=sharp
edges ^nns++++=edges
of ^in++++=of
this ^dt+dem+++=this
world ^nn++++=world
and ^cc++++=and
expect ^vb+vprv+++=expect
to ^to+vcmp+++=to
come ^vbi++++=come
out ^rp+pl+++=out
without ^in++++=without
a ^at++++=a
scratch ^nn++++=scratch
or ^cc++++=or
so ^rb++++=so.
. ^zz++++=EXTRAWORD
So ^ql++++=So
much ^ap++++=much
for ^in++++=for
Effie ^np+++??+=Effie.
. ^zz++++=EXTRAWORD
Enter ^vb++++=Enter
the ^ati++++=the
hero ^nn++++=hero.
. ^zz++++=EXTRAWORD
Webster ^np+nom+++=Webster
defines ^vbz++++=defines
a ^at++++=a
hero ^nn++++=hero
in ^in++++=in
romance ^nn+nom+++=romance
as ^ql++++=as
the ^ati++++=the
person ^nn++++=person
who ^whp+rel+subj++=who
has ^vbz+hvz+vrb++=has
the ^ati++++=the
principal ^jjb+atrb+++=principal
share ^nn++++=share
in ^in++++=in
the ^ati++++=the
transactions ^nns+nom+++=transactions
related ^vbd+++xvbn+=related.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
says ^vbz+vpub+tht0++=says
nothing ^pn++++=nothing
which ^whp+who+++=which
would ^md+prd+++=would
debar ^vb+++??+=debar
a ^at++++=a
gentleman ^nn+nom+++=gentleman
just ^rb+emph+++=just
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
may ^md+pos+++=may
be ^vb+be+vrb++=be
a ^at++++=a
trifle ^nn++++=trifle
bald ^jj++++=bald
and ^cc++++=and
in ^in++++=in
the ^ati++++=the
habit ^nn++++=habit
of ^in++++=of
combing ^xvbg+++xvbg+=combing
his ^pp$+pp3+++=his
hair ^nn++++=hair
over ^in++++=over
the ^ati++++=the
thin ^jj+atrb+++=thin
spot ^nn++++=spot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
raises ^vbz++++=raises
no ^at++++=no
objections ^nns+nom+++=objections
to ^in++++=to
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
thickness ^nns+nom+++=thickness
and ^cc++++=and
color ^nn++++=color
in ^in++++=in
the ^ati++++=the
region ^nn++++=region
of ^in++++=of
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore
Gabe ^np+++??+=Gabe
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
Marks ^nns++++=Marks
qualifies ^vbz++++=qualifies.
. ^zz++++=EXTRAWORD
Gabe ^np+++??+=Gabe
was ^vbd+bedz+vrb++=was
the ^ati++++=the
gentleman ^nn+nom+++=gentleman
about ^rb++++=about
whom ^whp+wpor+++=whom
Effie ^np+++??+=Effie
permitted ^vbd+++xvbn+=permitted
herself ^ppl+pp3+++=herself
to ^to++++=to
be ^vbi+vbi+aux++=be
guyed ^vpsv++agls+xvbnx+=guyed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
to ^in++++=to
Chicago ^np++++=Chicago
on ^in++++=on
business ^nns+nom+++=business
four ^cd++++=four
times ^nns++++=times
a ^at++++=a
year ^nn++++=year,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
always ^rb++++=always
took ^vbd+++xvbn+=took
Effie ^np+++??+=Effie
to ^in++++=to
the ^ati++++=the
theater ^jjr++++=theater,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
supper ^nn++++=supper
afterward ^rb++++=afterward.
. ^zz++++=EXTRAWORD
On ^in++++=On
those ^dt+dem+++=those
occasions ^nns++++=occasions,
, ^zz++++=EXTRAWORD
Effie ^np++++=Effie's
's ^$++++=EXTRAWORD
gown ^nn++++=gown,
, ^zz++++=EXTRAWORD
wrap ^nn++++=wrap
and ^cc++++=and
hat ^nn++++=hat
were ^vbd+bed+aux++=were
as ^ql++++=as
correct ^vb++++=correct
in ^in++++=in
texture ^nn++++=texture,
, ^zz++++=EXTRAWORD
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
paradise ^nn++++=paradise
aigrettes ^nns+nom++??+=aigrettes
as ^ql++++=as
those ^dt+dem+++=those
of ^in++++=of
any ^dti++++=any
of ^in++++=of
her ^pp$+pp3+++=her
non ^&fw++++=non-working
- ^zz++++=EXTRAWORD
working ^jj+atrb++xvbg+=EXTRAWORD
sisters ^nns+nom+++=sisters
about ^in++++=about
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
following ^vwbg+++xvbg+=following
these ^dt+dem+++=these
excursions ^nns++++=excursions
into ^in++++=into
Lobsterdom ^np+nom++??+=Lobsterdom,
, ^zz++++=EXTRAWORD
Effie ^np+++??+=Effie
would ^md+prd+++=would
confide ^vb+vpub+++=confide
to ^in++++=to
her ^pp$+pp3+++=her
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Weinstein ^np++++=Weinstein,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
lingeries ^nns+nom+++=lingeries
and ^cc++++=and
neligees ^nns+nom+++=neligees:
: ^zz++++=EXTRAWORD
" ^zz++++="l
l ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
with ^in++++=with
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Marks ^np++++=Marks,
, ^zz++++=EXTRAWORD
last ^rb++++=last
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
went ^vbd+++xvbn+=went
to ^in++++=to
Rector ^np++++=Rector's
's ^vbz+bez+vrb++0=EXTRAWORD
after ^in++++=after
the ^ati++++=the
show ^nn++++=show.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
takes ^vbz++++=takes
a ^at++++=a
New ^jj+atrb+++=New
Yorker ^np+++??+=Yorker
to ^to++++=to
know ^vbi+vprv+++=know
how ^wrb+who+whcl++=how.
. ^zz++++=EXTRAWORD
Honestly ^rb+cnj+++=Honestly,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
like ^in++++=like
a ^at++++=a
queen ^nn++++=queen
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
go ^vb++++=go
out ^rp+pl+++=out
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
H ^zz++++=H'm?
'm? ^nn++be+??+0=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
like ^in++++=like
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
girlie ^nn++++=girlie.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
could ^md+pos+++=could
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
marriage ^nn+nom+++=marriage
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
good ^jj+atrb+++=good
friends ^nns++++=friends."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gabe ^np+++??+=Gabe
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
coming ^vbg+++xvbgx+=coming
to ^in++++=to
Chicago ^np++++=Chicago
four ^cd++++=four
times ^nns++++=times
a ^at++++=a
year ^nn++++=year
for ^in++++=for
six ^cd++++=six
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
times ^nns++++=times
four ^cd++++=four
are ^vb+ber+vrb++=are
twenty ^cd++++=twenty-four.
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
one ^cd1++++=one
is ^vbz+bez+vrb++=is
twenty ^cd++++=twenty-five.
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Gabe ^np++++=Gabe's
's ^$++++=EXTRAWORD
last ^rb++++=last
visit ^vb++++=visit
made ^vwbn+++xvbn+=made
the ^ati++++=the
twenty ^cd++++=twenty-fifth.
- ^zz++++=EXTRAWORD
fifth ^od++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Effie ^np+++??+=Effie,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gabe ^np+++??+=Gabe
said ^vbd+vpub++xvbn+=said
when ^wrb+who+whcl++=when
the ^ati++++=the
evening ^nn++++=evening's
's ^$++++=EXTRAWORD
entertainment ^nn+nom+++=entertainment
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
the ^ati++++=the
restaurant ^nn+nom+++=restaurant
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
" ^zz++++="this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
twenty ^cd++++=twenty-fifth
- ^zz++++=EXTRAWORD
fifth ^od++++=EXTRAWORD
anniversary ^nn+nom+++=anniversary.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
our ^pp$+pp1+++=our
silver ^nn++++=silver
wedding ^nn++++=wedding,
, ^zz++++=EXTRAWORD
without ^in++++=without
the ^ati++++=the
silver ^nn++++=silver
and ^cc++++=and
the ^ati++++=the
wedding ^nn++++=wedding.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
bottle ^nn++++=bottle
of ^in++++=of
champagne ^nn++++=champagne.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
