In ^in++++=IN
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
so ^ql++++=so
hate ^vb++++=hate
being ^xvbg+++xvbg+=being
sent ^vbd+++xvbn+=sent
stumping ^jj+++xvbg+=stumping
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
nursery ^nn+nom+++=nursery.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
matter ^nn++++=matter
about ^in++++=about
Moon ^np++++=Moon.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
she ^pp3a+pp3+++=she
got ^vbd+++xvbnx+=got
tangled ^vwbn+++xvbn+=tangled
in ^in++++=in
people ^nns++++=people's
's ^$++++=EXTRAWORD
legs ^nns++++=legs
they ^pp3a+pp3+++=they
only ^rb+down+++=only
threw ^vbd+++xvbn+=threw
her ^pp$+pp3+++=her
up ^rp++++=up
and ^cc++++=and
shook ^vbd+++xvbn+=shook
her ^pp$+pp3+++=her
till ^cs+sub+++=till
she ^pp3a+pp3+++=she
squeaked ^vbd+++xvbnx+=squeaked.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Sun ^nn++++=Sun
was ^vbd+bedz+vrb++=was
too ^ql++++=too
heavy ^jj++++=heavy
for ^in++++=for
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
heavy ^jj++++=heavy
that ^cs+sub+++=that
the ^ati++++=the
fat ^nn++++=fat
man ^nn++++=man
who ^whp+rel+subj++=who
came ^vbd+++xvbn+=came
to ^in++++=to
dinner ^nn++++=dinner
on ^in++++=on
Sundays ^nrs++++=Sundays
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say:
: ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
let ^vb++++0=let's
us ^pp1o+pp1+++=EXTRAWORD
try ^vb++++=try
to ^to+vcmp+++=to
lift ^vbi++++=lift
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
put ^vprf+++xvbnx+=put
his ^pp$+pp3+++=his
thumbs ^nns++++=thumbs
under ^in++++=under
Sun ^np++++=Sun's
's ^$++++=EXTRAWORD
arms ^nns++++=arms
and ^cc++++=and
groan ^nn++++=groan
and ^cc++++=and
try ^nn++++=try
and ^cc++++=and
give ^vb++++=give
it ^pp3+it+++=it
up ^rp++++=up
at ^rb++++=at
last ^rb"++++=last
saying ^nvbg+++xvbg+=saying:
: ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
perfect ^jj++++=perfect
little ^ap++++=little
ton ^&fw++++=ton
of ^in++++=of
bricks ^nns++++=bricks!
! ^zz++++=EXTRAWORD
Nearly ^rb+down+++=Nearly
all ^rb++++=all
the ^ati++++=the
furniture ^nn++++=furniture
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
dining ^jj+++xvbg+=dining-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
big ^jj+atrb+++=big
piano ^nn++++=piano
was ^vbd+bedz+aux++=was
put ^vpsv++agls+xvbnx+=put
in ^rb+phrv+++=in
a ^at++++=a
corner ^nn++++=corner
and ^cc++++=and
then ^rn+tm+++=then
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
row ^nn++++=row
of ^in++++=of
flower ^nn++++=flower
pots ^nns++++=pots
and ^cc++++=and
then ^rn+tm+++=then
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
the ^ati++++=the
goldy ^nn+++??+=goldy
chairs ^nns++++=chairs.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
for ^in++++=for
the ^ati++++=the
concert ^nn++++=concert.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Sun ^nn++++=Sun
looked ^vbd+++xvbn+=looked
in ^in++++=in
a ^at++++=a
white ^nn++++=white
faced ^vwbn+++xvbn+=faced
man ^nn++++=man
sat ^vbd+++xvbn+=sat
at ^in++++=at
the ^ati++++=the
piano ^nn++++=piano
not ^xnot++not++=not
playing ^jj+++xvbg+=playing,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
banging ^vbg+++xvbg+=banging
at ^in++++=at
it ^pp3+it+++=it
and ^cc++++=and
then ^rn+tm+++=then
looking ^vbg+++xvbg+=looking
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
bag ^nn++++=bag
of ^in++++=of
tools ^nns++++=tools
on ^in++++=on
the ^ati++++=the
piano ^nn++++=piano
and ^cc++++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
stuck ^vprf+++xvbnx+=stuck
his ^pp$+pp3+++=his
hat ^nn++++=hat
on ^in++++=on
a ^at++++=a
statue ^nn++++=statue
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
he ^pp3a+pp3+++=he
just ^rb+emph+++=just
started ^vbd+++xvbn+=started
to ^to++++=to
play ^vbi++++=play
and ^cc++++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
jumped ^vbd+++xvbnx+=jumped
up ^rp++++=up
again ^rb+tm+++=again
and ^cc++++=and
looked ^vbd+++xvbn+=looked
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
Sun ^nn++++=Sun
hoped ^vbd+vprv+tht0+xvbn+=hoped
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
concert ^nn++++=concert.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
of ^in+emph+++=of
course ^nn+emph"+++=course
the ^ati++++=the
place ^nn++++=place
to ^to++++=to
be ^vbi+vbi+aux++=be
in ^in++++=in
was ^vbd+bedz+vrb++=was
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man
helping ^vwbg+++xvbg+=helping
in ^in++++=in
a ^at++++=a
cap ^nn++++=cap
like ^in++++=like
a ^at++++=a
blancmange ^nn+++??+=blancmange,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
real ^jj+atrb+++=real
cook ^nn++++=cook,
, ^zz++++=EXTRAWORD
Minnie ^np+++??+=Minnie,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
all ^abn++++=all
red ^jj++++=red
in ^in++++=in
the ^ati++++=the
face ^nn++++=face
and ^cc++++=and
laughing ^nvbg+++xvbg+=laughing.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
cross ^nn++++=cross
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gave ^vbd+++xvbnx+=gave
them ^pp3o+pp3+++=them
each ^dt++++=each
an ^at++++=an
almond ^nn++++=almond
finger ^nn++++=finger
and ^cc++++=and
lifted ^jj+++xvbn+=lifted
them ^pp3o+pp3+++=them
up ^rp++++=up
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
flour ^nn++++=flour
bin ^&fw++++=bin
so ^ql++++=so
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
could ^md+pos+++=could
watch ^vb++++=watch
the ^ati++++=the
wonderful ^jj+atrb+++=wonderful
things ^nns++++=things
she ^pp3a+pp3+++=she
and ^cc++++=and
the ^ati++++=the
man ^nn++++=man
were ^vbd+bed+aux++=were
making ^vbg+++xvbgx+=making
for ^in+ppvb+++=for
supper ^nn++++=supper.
. ^zz++++=EXTRAWORD
Cook ^vb++++=Cook
brought ^vbd+++xvbn+=brought
in ^rb+phrv+++=in
the ^ati++++=the
things ^nns++++=things
and ^cc++++=and
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
them ^pp3o+pp3+++=them
on ^in++++=on
dishes ^nns++++=dishes
and ^cc++++=and
trimmed ^xvbn+++xvbn+=trimmed
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Whole ^jj+atrb+++=Whole
fishes ^nns++++=fishes,
, ^zz++++=EXTRAWORD
with ^in++++=with
their ^pp$+pp3+++=their
heads ^nns++++=heads
and ^cc++++=and
eyes ^nns++++=eyes
and ^cc++++=and
tails ^nns++++=tails
still ^rb++++=still
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sprinkled ^vbd+++xvbnx+=sprinkled
with ^in++++=with
red ^jj++++=red
and ^cc++++=and
green ^nn++++=green
and ^cc++++=and
yellow ^jj+atrb+++=yellow
bits ^nns++++=bits;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
squiggles ^nns+++??+=squiggles
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
jellies ^nns++++=jellies,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stuck ^vbd+++xvbnx+=stuck
a ^at++++=a
collar ^nn++++=collar
on ^in++++=on
a ^at++++=a
ham ^nn++++=ham
and ^cc++++=and
put ^vb+++xvbn+=put
a ^at++++=a
very ^ql+amp+++=very
thin ^jj+atrb+++=thin
sort ^nn++++=sort
of ^in++++=of
a ^at++++=a
fork ^nn++++=fork
in ^in++++=in
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
dotted ^vbd+++xvbnx+=dotted
almonds ^nns++++=almonds
and ^cc++++=and
tiny ^jj+atrb+++=tiny
round ^nn++++=round
biscuits ^nns++++=biscuits
on ^in++++=on
the ^ati++++=the
creams ^nns++++=creams.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
more ^rbr++++=more
and ^cc++++=and
more ^ql++++=more
things ^nns++++=things
kept ^vbd+++xvbn+=kept
coming ^vbg+++xvbg+=coming.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
seen ^vprf+++xvbn+=seen
the ^ati++++=the
ice ^nn++++=ice
pudding ^nn++++=pudding,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Cook ^nn++++=Cook.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
along ^in+strn+++=along."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
was ^vbd+bedz+aux++=was
she ^pp3a+pp3+++=she
being ^vbg+beg++xvbg+=being
so ^ql+emph+++=so
nice ^jj+atrb+++=nice,
, ^zz++++=EXTRAWORD
thought ^jj+atrb++xvbn+=thought
Sun ^nn++++=Sun
as ^ql++++=as
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
them ^pp3o+pp3+++=them
each ^dt++++=each
a ^at++++=a
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
looked ^vbd+++xvbnx+=looked
into ^in+ppvb+++=into
the ^ati++++=the
refrigerator ^nn++++=refrigerator.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
house ^nn++++=house.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
pink ^jj+atrb+++=pink
house ^npl++++=house
with ^in++++=with
white ^jj+atrb+++=white
snow ^nn++++=snow
on ^in++++=on
the ^ati++++=the
roof ^nn++++=roof
and ^cc++++=and
green ^jj+atrb+++=green
windows ^nns++++=windows
and ^cc++++=and
a ^at++++=a
brown ^jj+atrb+++=brown
door ^nn++++=door
and ^cc++++=and
stuck ^vpsv++agls+xvbn+=stuck
in ^in++++=in
the ^ati++++=the
door ^nn++++=door
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
nut ^nn++++=nut
for ^in++++=for
a ^at++++=a
handle ^nn++++=handle.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Sun ^nn++++=Sun
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
nut ^nn++++=nut
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
quite ^rb++++=quite
tired ^jj+++xvbn+=tired
and ^cc++++=and
had ^md"++pmd"++=had
to ^md+nec+++=to
lean ^vb++++=lean
against ^in++++=against
Cook ^nn++++=Cook.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
touch ^vb++++=touch
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
put ^vbd+++xvbn+=put
my ^pp$+pp1+++=my
finger ^nn++++=finger
on ^in++++=on
the ^ati++++=the
roof ^nn++++=roof,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Moon ^np++++=Moon,
, ^zz++++=EXTRAWORD
dancing ^vbg+++xvbg+=dancing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
always ^rb++++=always
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
touch ^vbi++++=touch
all ^abn++++=all
the ^ati++++=the
food ^nn++++=food.
. ^zz++++=EXTRAWORD
Sun ^nn++++=Sun
did ^vbd+dod+vrb++=didn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
look ^vb++++=look
sharp ^jj++++=sharp
with ^in++++=with
the ^ati++++=the
table ^nn++++=table,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Cook ^nn++++=Cook
as ^ql++++=as
the ^ati++++=the
housemaid ^nn++++=housemaid
came ^vbd+++xvbn+=came
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
picture ^nn++++=picture,
, ^zz++++=EXTRAWORD
Min ^nnu++++=Min,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Nellie ^np+++??+=Nellie.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
along ^in++++=along
and ^cc++++=and
have ^vb+hv+vrb++=have
a ^at++++=a
look ^nn++++=look."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
all ^rb++++=all
went ^vbd+++xvbn+=went
into ^in++++=into
the ^ati++++=the
dining ^jj+++xvbg+=dining-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Sun ^nn++++=Sun
and ^cc++++=and
Moon ^nn++++=Moon
were ^vbd+bed+aux++=were
almost ^rb+hdg+splt++=almost
frightened ^vpsv++agls+xvbnx+=frightened.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
table ^nn++++=table
at ^rb++++=at
first ^rb"++++=first;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
just ^rb+emph+++=just
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
made ^xvbn+++xvbn+=made
eyes ^nns++++=eyes
at ^in++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
real ^jj+atrb+++=real
night ^nn++++=night
yet ^rb++++=yet
but ^cc++++=but
the ^ati++++=the
blinds ^nns++++=blinds
were ^vbd+bed+vrb++=were
down ^rp++++=down
in ^in++++=in
the ^ati++++=the
dining ^jj+++xvbg+=dining-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
lights ^nn++++=lights
turned ^vbd+++xvbn+=turned
on ^rb+phrv+++=on
and ^cc++++=and
all ^rb++++=all
the ^ati++++=the
lights ^nns++++=lights
were ^vbd+bed+vrb++=were
red ^jj+atrb+++=red
roses ^nns++++=roses.
. ^zz++++=EXTRAWORD
Red ^jj+atrb+++=Red
ribbons ^nns++++=ribbons
and ^cc++++=and
bunches ^nns++++=bunches
of ^in++++=of
roses ^nns++++=roses
tied ^vbd+++xvbn+=tied
up ^rp++++=up
the ^ati++++=the
table ^nn++++=table
at ^in++++=at
the ^ati++++=the
corners ^nns+nom+++=corners.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
middle ^jjb++++=middle
was ^vbd+bedz+vrb++=was
a ^at++++=a
lake ^nn++++=lake
with ^in++++=with
rose ^nn+++xvbn+=rose
petals ^nns++++=petals
floating ^vwbg+++xvbg+=floating
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
ice ^nn++++=ice
pudding ^nn++++=pudding
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi++vrb++=be,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Cook ^nn++++=Cook.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
silver ^nn++++=silver
lions ^nns++++=lions
with ^in++++=with
wings ^nns++++=wings
had ^vb+hv+vrb++=had
fruit ^nn++++=fruit
on ^in++++=on
their ^pp$+pp3+++=their
backs ^nns++++=backs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
salt ^nn++++=salt
cellars ^nns++++=cellars
were ^vbd+bed+vrb++=were
tiny ^jj+atrb+++=tiny
birds ^nns++++=birds
drinking ^vwbg+++xvbg+=drinking
out ^rp+pl+++=out
of ^in++++=of
basins ^nns++++=basins.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^rb++++=all
the ^ati++++=the
winking ^jj+atrb++xvbg+=winking
glasses ^nns++++=glasses
and ^cc++++=and
shining ^jj+atrb++xvbg+=shining
plates ^nns++++=plates
and ^cc++++=and
sparkling ^jj+atrb+++=sparkling
knives ^nns++++=knives
and ^cc++++=and
forks ^nns++++=forks
and ^cc++++=and
all ^rb++++=all
the ^ati++++=the
food ^nn++++=food.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
little ^ap++++=little
red ^jj+atrb+++=red
table ^nn++++=table
napkins ^nns++++=napkins
made ^vbd+++xvbn+=made
into ^in++++=into
roses ^nns++++=roses.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
people ^nns++++=people
going ^md"++pmd"++=going
to ^md+prd+++=to
eat ^vb++++=eat
the ^ati++++=the
food ^nn++++=food?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
Sun ^nn++++=Sun.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
just ^rb+emph+splt++=just
think ^vb+vprv+tht0++=think
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
laughed ^vbd+++xvbn+=laughed
Cook ^nn++++=Cook,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
with ^in++++=with
Nellie ^np+++??+=Nellie.
. ^zz++++=EXTRAWORD
Moon ^np++++=Moon
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
too ^ql++++=too;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
always ^rb++++=always
did ^vbd+dod+vrb++=did
the ^ati++++=the
same ^ap++++=same
as ^in++++=as
other ^ap++++=other
people ^nns++++=people.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Sun ^nn++++=Sun
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
laugh ^vbi++++=laugh.
. ^zz++++=EXTRAWORD
Round ^in++++=Round
and ^cc++++=and
round ^nn++++=round
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
with ^in++++=with
his ^pp$+pp3+++=his
hands ^nns++++=hands
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
he ^pp3a+pp3+++=he
never ^rb++++=never
would ^md+prd+++=would
have ^vb+hv+aux++=have
stopped ^vprf+++xvbnx+=stopped
if ^cs+cnd+++=if
Nurse ^vb++++=Nurse
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
called ^vbd+++xvbn+=called
suddenly ^rb++++=suddenly:
: ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
children ^nns++++=children.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
high ^jj+atrb+++=high
time ^nn++++=time
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
washed ^vpsv++agls+xvbnx+=washed
and ^cc+phrs+++=and
dressed ^vbd+++xvbn+=dressed."
. ^zz++++=EXTRAWORD
