In ^in++++=In
one ^cd1++++=one
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born.
. ^zz++++=EXTRAWORD
Being ^vbg+beg++xvbg+=Being
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
oldest ^jjt+atrb+++=oldest
colonial ^jj+atrb+++=colonial
settlements ^nns+nom+++=settlements,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
full ^jj+pred+++=full
of ^in++++=of
interesting ^jj+atrb+++=interesting
traditions ^nns+nom+++=traditions
and ^cc++++=and
relics ^nns++++=relics
of ^in++++=of
the ^ati++++=the
early ^jj+atrb+++=early
inhabitants ^nns+nom+++=inhabitants,
, ^zz++++=EXTRAWORD
both ^abx++++=both
Indians ^nn++++=Indians
and ^cc++++=and
Englishmen ^nn++++=Englishmen.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
large ^jj+atrb+++=large
rivers ^nns++++=rivers
join ^vb++++=join
just ^rb+emph+++=just
below ^in+pl+++=below
the ^ati++++=the
village ^nn+nom+++=village
at ^in++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
tide ^nn++++=tide-water,
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
great ^jj+atrb+++=great
inflow ^nn++++=inflow
from ^in++++=from
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
make ^vb++++=make
a ^at++++=a
magnificent ^jj+atrb+++=magnificent
stream ^nn++++=stream,
, ^zz++++=EXTRAWORD
bordered ^vwbn+++xvbn+=bordered
on ^in++++=on
its ^pp$+it+++=its
seaward ^jjb+atrb+++=seaward
course ^nn++++=course
now ^rn+tm+++=now
by ^in++++=by
high ^jj++++=high-wooded
- ^zz++++=EXTRAWORD
wooded ^jj+atrb+++=EXTRAWORD
banks ^nns++++=banks
of ^in++++=of
dark ^jj+atrb+++=dark
pines ^nns++++=pines
and ^cc++++=and
hemlocks ^nns+++??+=hemlocks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
by ^in++++=by
lovely ^jj+atrb+++=lovely
green ^jj+atrb+++=green
fields ^nns++++=fields
that ^tht+rel+obj++=that
slope ^nn++++=slope
gently ^rb++++=gently
to ^in++++=to
long ^jj+atrb+++=long
lines ^nns++++=lines
of ^in++++=of
willows ^nns++++=willows
at ^in++++=at
the ^ati++++=the
water ^nn++++=water's
's ^$++++=EXTRAWORD
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
never ^rb++++=never-ending
- ^zz++++=EXTRAWORD
ending ^vbg+++xvbg+=EXTRAWORD
pleasure ^nn++++=pleasure
in ^in++++=in
making ^xvbg+++xvbg+=making
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
self ^nn++++=self
familiar ^jj++++=familiar
with ^in++++=with
such ^abl++++=such
a ^at++++=a
region ^nn++++=region.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
may ^md+pos+++=may
travel ^vb++++=travel
at ^rb++++=at
home ^nr++++=home
in ^in++++=in
a ^at++++=a
most ^ql+emph+++=most
literal ^jj+atrb+++=literal
sense ^nn++++=sense,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+aux++=be
always ^rb++splt++=always
learning ^vbg+++xvbgx+=learning
history ^nn++++=history,
, ^zz++++=EXTRAWORD
geography ^nn++++=geography,
, ^zz++++=EXTRAWORD
botany ^nn++++=botany,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
biography ^nn++++=biography--whatever
-- ^--+clp+++=EXTRAWORD
whatever ^nn+nom+++=EXTRAWORD
one ^cd1++++=one
chooses ^vbz++++=chooses.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
journeying ^nn++++=journeying
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
taken ^xvbn+++xvbn+=taken
great ^np++++=great
delight ^nn++++=delight
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
taken ^vprf+++xvbnx+=taken
greater ^jjr+atrb+++=greater
delight ^nn++++=delight
than ^in++++=than
in ^in++++=in
my ^pp$+pp1+++=my
rides ^nns++++=rides
and ^cc++++=and
drives ^nns++++=drives
and ^cc++++=and
tramps ^nns+++??+=tramps
and ^cc++++=and
voyages ^nns+nom+++=voyages
within ^in++++=within
the ^ati++++=the
borders ^nns+nom+++=borders
of ^in++++=of
my ^pp$+pp1+++=my
native ^jj+atrb+++=native
town ^nn++++=town.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
always ^rb++++=always
something ^pn++++=something
fresh ^jj++++=fresh,
, ^zz++++=EXTRAWORD
something ^pn++++=something
to ^to++++=to
be ^vbi+vbi+aux++=be
traced ^vpsv++agls+xvbnx+=traced
or ^cc+phrs+++=or
discovered ^vbd+vprv++xvbn+=discovered,
, ^zz++++=EXTRAWORD
something ^pn++++=something
particularly ^rb++++=particularly
to ^to++++=to
be ^vbi+vbi+aux++=be
remembered ^vpsv++agls+xvbnx+=remembered.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
grows ^vbz++++=grows
rich ^jj++++=rich
in ^in++++=in
memories ^nns++++=memories
and ^cc++++=and
associations ^nns+nom+++=associations.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
should ^md+nec+++=should
know ^vb+vprv+tht0++=know
our ^pp$+pp1+++=our
native ^jj+atrb+++=native
towns ^nns++++=towns
much ^ap++++=much
better ^jjr++++=better
than ^in++++=than
most ^ql+emph+++=most
of ^in++++=of
us ^pp1o+pp1+++=us
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
let ^vb+++xvbn+=let
ourselves ^ppls+pp1+++=ourselves
be ^vb+be+vrb++=be
strangers ^nns+nom+++=strangers
at ^in++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Particularly ^rb++++=Particularly
when ^wrb+who+++=when
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
native ^jj+atrb+++=native
place ^nn++++=place
is ^vbz+bez+vrb++=is
so ^ql++++=so
really ^rb+emph+++=really
interesting ^jj++++=interesting
as ^ql++++=as
my ^pp$+pp1+++=my
own ^ap++++=own!
! ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
tide ^nn++++=tide-water
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
the ^ati++++=the
two ^cd++++=two
rivers ^nns++++=rivers
are ^vb+ber+aux++=are
barred ^vpsv++by+xvbnx+=barred
by ^in++++=by
successive ^nn++++=successive
falls ^vbz++++=falls.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
hear ^vb+vprv+++=hear
the ^ati++++=the
noise ^nn++++=noise
of ^in++++=of
them ^pp3o+pp3+++=them
by ^in++++=by
night ^nn++++=night
in ^in++++=in
the ^ati++++=the
village ^nn+nom+++=village
like ^in++++=like
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
fine ^jj+atrb+++=fine
water ^nn++++=water
power ^nn++++=power
so ^pn++++=so
near ^rb++++=near
the ^ati++++=the
coast ^nn++++=coast,
, ^zz++++=EXTRAWORD
beside ^in+pl+++=beside
a ^at++++=a
great ^jj+atrb+++=great
salmon ^nn++++=salmon
fishery ^nn+nom+++=fishery
famous ^jj++++=famous
among ^in++++=among
the ^ati++++=the
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
brought ^j+++xvbn+=brought
the ^ati++++=the
first ^rb++++=first
English ^jj+atrb+++=English
settlers ^nns+nom+++=settlers
to ^in++++=to
the ^ati++++=the
town ^nn++++=town
in ^in++++=in
1627 ^cd+date+++=1627.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
some ^dti++++=some
families ^nns++++=families
who ^whp+rel+subj++=who
still ^rb++++=still
live ^vb++++=live
upon ^in++++=upon
the ^ati++++=the
lands ^nns++++=lands
which ^whp+rel+obj++=which
their ^pp$+pp3+++=their
ancestors ^nns++++=ancestors
bought ^vbd+++xvbn+=bought
from ^in++++=from
the ^ati++++=the
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
single ^jj+atrb+++=single
deed ^nn++++=deed
bears ^vbz++++=bears
the ^ati++++=the
queer ^jj+atrb+++=queer
barbaric ^jj+atrb+++=barbaric
signatures ^nns++++=signatures.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
many ^ap++++=many
things ^nns++++=things
to ^to++++=to
remind ^vbi++++=remind
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
early ^jj+atrb+++=early
settlers ^nns+nom+++=settlers
beside ^in+pl+++=beside
the ^ati++++=the
old ^jj+atrb+++=old
farms ^nns++++=farms
upon ^in++++=upon
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
and ^cc++++=and
their ^pp$+pp3+++=their
descendants ^nns+nom+++=descendants
have ^vb+hv+aux++=have
lived ^vprf+++xvbnx+=lived
for ^in+ppvb+++=for
six ^cd++++=six
or ^cc++++=or
seven ^cd++++=seven
generations ^nns+nom+++=generations.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
is ^vbz+bez+vrb++=is
a ^at++++=a
quaint ^jj+atrb+++=quaint
fashion ^nn++++=fashion
of ^in++++=of
speech ^nn++++=speech
which ^whp+rel+subj++=which
survives ^vbz++++=survives
among ^in++++=among
the ^ati++++=the
long ^jj++++=long-established
- ^zz++++=EXTRAWORD
established ^vbd+vprv++xvbn+=EXTRAWORD
neighborhoods ^nns+nom+++=neighborhoods,
, ^zz++++=EXTRAWORD
in ^in++++=in
words ^nns++++=words
and ^cc++++=and
phrases ^nns++++=phrases
common ^jj++++=common
in ^in++++=in
England ^np++++=England
in ^in++++=in
the ^ati++++=the
sixteenth ^nn++++=sixteenth
and ^cc++++=and
seventeenth ^od++++=seventeenth
centuries ^nns++++=centuries.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
curious ^jj+atrb+++=curious
thing ^nn++++=thing
is ^vbz+bez+vrb++=is
the ^ati++++=the
pronunciation ^nn+nom+++=pronunciation
of ^in++++=of
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
town ^nn++++=town:
: ^zz++++=EXTRAWORD
Berwick ^np++++=Berwick
by ^in++++=by
the ^ati++++=the
elder ^jjr+atrb+++=elder
people ^nns++++=people
has ^vbz+hvz+aux++=has
always ^rb++splt++=always
been ^vprf+ben+aux+xvbnx+=been
called ^vpsv++agls+xvbnx+=called
Barvik ^np+++??+=Barvik,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
fashion ^nn++++=fashion
of ^in++++=of
Danes ^nn++++=Danes
and ^cc++++=and
Northmen ^np+++??+=Northmen;
; ^zz++++=EXTRAWORD
never ^rb++++=never
Berrik ^np+++??+=Berrik,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
word ^nn++++=word
has ^vbz+hvz+aux++=has
so ^ql++++=so
long ^rb++++=long
been ^vprf+ben+aux+xvbn+=been
pronounced ^vpsv++agls+xvbnx+=pronounced
in ^in++++=in
modern ^jj+atrb+++=modern
England ^np++++=England.
. ^zz++++=EXTRAWORD
The ^ati++++=The
descendants ^nns+nom+++=descendants
of ^in++++=of
the ^ati++++=the
first ^od++++=first
comers ^nns++++=comers
to ^in++++=to
the ^ati++++=the
town ^nn++++=town
have ^vb+hv+aux++=have
often ^rb++splt++=often
been ^vprf+ben+aux+xvbnx+=been
distinguished ^vpsv++agls+xvbnx+=distinguished
in ^in++++=in
the ^ati++++=the
affairs ^nns++++=affairs
of ^in++++=of
their ^pp$+pp3+++=their
time ^nn++++=time.
. ^zz++++=EXTRAWORD
No ^at++++=No
village ^nn+nom+++=village
of ^in++++=of
its ^pp$+it+++=its
size ^nn++++=size
in ^in++++=in
New ^jj+atrb+++=New
England ^np++++=England
could ^md+pos+++=could
boast ^vb+vpub+++=boast,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
the ^ati++++=the
early ^jj+atrb+++=early
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
present ^jj+atrb+++=present
century ^nn++++=century,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
larger ^jjr+atrb+++=larger
number ^nn++++=number
of ^in++++=of
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women
who ^whp+rel+subj++=who
kept ^vbd+++xvbn+=kept
themselves ^ppls+pp3+++=themselves
more ^rbr++++=more
closely ^rb++++=closely
in ^in++++=in
touch ^nn++++=touch
with ^in++++=with
" ^zz++++="the
the ^ati++++=EXTRAWORD
best ^jjt++++=best
that ^dt+pdem+++=that
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
thought ^vpsv++agls+xvbnx+=thought
and ^cc+phrs+++=and
said ^vpsv++agls+xvbn+=said
in ^in++++=in
the ^ati++++=the
world ^nn++++=world."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
write ^vb++++=write
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
keep ^vb++++=keep
in ^rb+phrv+++=in
mind ^nn++++=mind
the ^ati++++=the
truth ^nn++++=truth
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
no ^at++++=no
inheritance ^nn+nom+++=inheritance
from ^in++++=from
the ^ati++++=the
ancient ^jj+atrb+++=ancient
worth ^nn++++=worth
and ^cc++++=and
dignity ^nn+nom+++=dignity
of ^in++++=of
Berwick ^np++++=Berwick--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
now ^rn+tm+++=now
North ^np+pl+++=North
Berwick ^np++++=Berwick--in
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
Maine ^np++++=Maine.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
own ^ap++++=own
people ^nns++++=people
are ^vb+ber+vrb++=are
comparatively ^rb++++=comparatively
late ^jj+atrb+++=late
comers ^nns++++=comers.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
in ^in++++=in
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
old ^jj+atrb+++=old
colonial ^jj+atrb+++=colonial
house ^npl++++=house
built ^vbd+++xvbn+=built
near ^in+pl+++=near
1750 ^cd+date+++=1750,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bought ^vpsv++by+xvbn+=bought
by ^in++++=by
my ^pp$+pp1+++=my
grandfather ^nn+nom+++=grandfather
sixty ^cd++++=sixty
or ^cc++++=or
seventy ^cd++++=seventy
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
his ^pp$+pp3+++=his
household ^nn++++=household
up ^rp++++=up
the ^ati++++=the
river ^nn++++=river
to ^in++++=to
Berwick ^np++++=Berwick
from ^in++++=from
Portsmouth ^np++++=Portsmouth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
sea ^nn++++=sea-captain,
- ^zz++++=EXTRAWORD
captain ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run
away ^rp+pl+++=away
to ^in++++=to
sea ^nn++++=sea
in ^in++++=in
his ^pp$+pp3+++=his
boyhood ^nn+nom+++=boyhood
and ^cc++++=and
led ^vbd+++xvbn+=led
a ^at++++=a
most ^ql+emph+++=most
adventurous ^jj+atrb+++=adventurous
life ^nn++++=life,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
ready ^jj+pred+++=ready
to ^in+jcmp+++=to
forsake ^jj+atrb++??+=forsake
seafaring ^nn++++=seafaring
in ^in++++=in
his ^pp$+pp3+++=his
early ^jj+atrb+++=early
manhood ^nn+nom+++=manhood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
joined ^vbd+++xvbn+=joined
a ^at++++=a
group ^nn++++=group
of ^in++++=of
acquaintances ^nns+nom+++=acquaintances
who ^whp+rel+subj++=who
were ^vbd+bed+aux++=were
engaged ^vpsv++agls+xvbnx+=engaged
in ^in++++=in
the ^ati++++=the
flourishing ^jj+atrb+++=flourishing
West ^np+pl+++=West
India ^np++++=India
trade ^nn++++=trade
of ^in++++=of
that ^dt+dem+++=that
time ^nn++++=time.
. ^zz++++=EXTRAWORD
For ^in++++=For
many ^ap++++=many
years ^nns++++=years
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
and ^cc+phrs+++=and
extended ^vbd+++xvbn+=extended
his ^pp$+pp3+++=his
interests ^nns++++=interests
in ^in++++=in
shipping ^nn++++=shipping,
, ^zz++++=EXTRAWORD
building ^nvbg+++xvbg+=building
ships ^nns++++=ships
and ^cc++++=and
buying ^jj+atrb++xvbg+=buying
large ^jj+atrb+++=large
quantities ^nns+nom+++=quantities
of ^in++++=of
timber ^nn++++=timber
from ^in++++=from
the ^ati++++=the
northward ^jjb++++=northward
and ^cc++++=and
eastward ^rb+cnj+++=eastward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sending ^vbg+++xvbg+=sending
it ^pp3+it+++=it
down ^in++++=down
the ^ati++++=the
river ^nn++++=river
and ^cc++++=and
so ^rb++++=so
to ^in++++=to
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
business ^nns+nom+++=business
was ^vbd+bedz+vrb++=was
still ^rb++++=still
in ^in++++=in
existence ^nn+nom+++=existence
in ^in++++=in
my ^pp$+pp1+++=my
early ^jj+atrb+++=early
childhood ^nn+nom+++=childhood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
its ^pp$+it+++=its
conduct ^nn++++=conduct
was ^vbd+bedz+vrb++=was
primitive ^jj+pred+++=primitive
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
the ^ati++++=the
barter ^vb++++=barter
system ^nn++++=system
still ^rb+atrb+++=still
prevailing ^jj+++xvbg+=prevailing
by ^in++++=by
force ^nn++++=force
of ^in++++=of
necessity ^nn+nom+++=necessity.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
who ^whp+rel+subj++=who
brought ^vbd+++xvbn+=brought
the ^ati++++=the
huge ^jj+atrb+++=huge
sticks ^nns++++=sticks
of ^in++++=of
oak ^nn++++=oak
and ^cc++++=and
pine ^nn++++=pine
timber ^nn++++=timber
for ^in++++=for
masts ^nns+++??+=masts
and ^cc++++=and
planks ^nns++++=planks
were ^vbd+bed+aux++=were
rarely ^rb++splt++=rarely
paid ^vpsv++agls+xvbnx+=paid
in ^in++++=in
money ^nn++++=money,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
of ^in++++=of
comparatively ^rb++++=comparatively
little ^ap++++=little
use ^nn++++=use
in ^in++++=in
remote ^jj++++=remote
and ^cc++++=and
sparsely ^rb++++=sparsely
settled ^xvbn+++xvbn+=settled
districts ^nns++++=districts.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
sleds ^nns+++??+=sleds
and ^cc++++=and
long ^rb++++=long
trains ^nns++++=trains
of ^in++++=of
yoked ^jj+atrb++xvbn+=yoked
oxen ^nns++++=oxen
returned ^vbd+++xvbn+=returned
from ^in++++=from
the ^ati++++=the
river ^nn++++=river
wharves ^nns+++??+=wharves
to ^in++++=to
the ^ati++++=the
stores ^nns++++=stores,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
a ^at++++=a
lighter ^jjr+atrb+++=lighter
load ^nn++++=load
in ^in++++=in
exchange ^nn++++=exchange
of ^in++++=of
flour ^nn++++=flour
and ^cc++++=and
rice ^nn++++=rice
and ^cc++++=and
barrels ^nns++++=barrels
of ^in++++=of
molasses ^nn++++=molasses,
, ^zz++++=EXTRAWORD
of ^in++++=of
sugar ^nn++++=sugar
and ^cc++++=and
salt ^nn++++=salt
and ^cc++++=and
cotton ^nn++++=cotton
cloth ^nn++++=cloth
and ^cc++++=and
raisins ^nns++++=raisins
and ^cc++++=and
spices ^nns++++=spices
and ^cc++++=and
tea ^nn++++=tea
and ^cc++++=and
coffee ^nn++++=coffee;
; ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
household ^nn++++=household
necessities ^nns+nom+++=necessities
and ^cc++++=and
luxuries ^nns++++=luxuries
that ^tht+rel+obj++=that
the ^ati++++=the
northern ^jj+atrb+++=northern
farms ^nns++++=farms
could ^md+pos+++=could
not ^xnot++not++=not
supply ^nn++++=supply.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
liked ^vbd+++xvbnx+=liked
to ^to+vcmp+++=to
have ^vbi++++=have
a ^rb++++=a
little ^rb"++++=little
money ^nn++++=money
with ^in++++=with
which ^whp+rel+pied++=which
to ^to++++=to
pay ^vbi++++=pay
their ^pp$+pp3+++=their
taxes ^nns++++=taxes
and ^cc++++=and
their ^pp$+pp3+++=their
parish ^nn++++=parish
dues ^nns++++=dues,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
fortunate ^jj++++=fortunate
as ^in++++=as
to ^to++++=to
be ^vbi++vrb++=be
parishioners ^nns+nom+++=parishioners,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
needed ^vbd+++xvbnx+=needed
very ^ql+amp+++=very
little ^ap++++=little
money ^nn++++=money
besides ^in+strn+++=besides.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
in ^in++++=in
contact ^in"++++=contact
with ^in"++++=with
the ^ati++++=the
up ^rp++++=up-country
- ^zz++++=EXTRAWORD
country ^nn++++=EXTRAWORD
people ^nns++++=people
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
with ^in++++=with
the ^ati++++=the
sailors ^nns++++=sailors
and ^cc++++=and
shipmasters ^nns+nom+++=shipmasters
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
linger ^vb++++=linger
about ^in++++=about
the ^ati++++=the
busy ^jj+atrb+++=busy
country ^nn++++=country
stores ^nns++++=stores,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
listen ^vb++++=listen
to ^in++++=to
the ^ati++++=the
graphic ^jj+atrb+++=graphic
country ^nn++++=country
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
greetings ^nns++++=greetings
of ^in++++=of
old ^jj+atrb+++=old
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
minute ^nn++++=minute
details ^nns++++=details
of ^in++++=of
neighborhood ^nn+nom+++=neighborhood
affairs ^nns++++=affairs,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
delightful ^jj+atrb+++=delightful
jokes ^nns++++=jokes
and ^cc++++=and
Munchausen ^np+++??+=Munchausen-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
reports ^nns++++=reports
of ^in++++=of
tracts ^nns++++=tracts
of ^in++++=of
timber ^nn++++=timber-pines
- ^zz++++=EXTRAWORD
pines ^nns++++=EXTRAWORD
ever ^rb++++=ever
so ^rb++++=so
many ^ap++++=many
feet ^nns++++=feet
through ^in++++=through
at ^rb++++=at
the ^ati++++=the
butt ^nn++++=butt.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
