In ^in++++=IN
subjects ^nns++++=subjects
were ^vbd+bed+aux++=were
refined ^vpsv++agls+xvbnx+=refined
and ^cc++++=and
cultured ^jj+++xvbn+=cultured.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
even ^rb++++=even
here ^rn+pl+++=here
the ^ati++++=the
exuberant ^jj++++=exuberant
and ^cc+phrs+++=and
barbaric ^jj++++=barbaric
fancy ^vb+vprv+++=fancy
asserted ^vbd+vpub++xvbn+=asserted
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
arena ^nn++++=arena
of ^in++++=of
the ^ati++++=the
king ^nn++++=king
was ^vbd+bedz+aux++=was
built ^vpsv++agls+xvbnx+=built,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
give ^vbi++++=give
the ^ati++++=the
people ^nn++++=people
an ^at++++=an
opportunity ^nn+nom+++=opportunity
of ^in++++=of
hearing ^xvbg+++xvbg+=hearing
the ^ati++++=the
rhapsodies ^nns+++??+=rhapsodies
of ^in++++=of
dying ^xvbg+++xvbg+=dying
gladiators ^nns++++=gladiators,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
to ^to++++=to
enable ^vbi++++=enable
them ^pp3o+pp3+++=them
to ^in++++=to
view ^nn++++=view
the ^ati++++=the
inevitable ^jj+atrb+++=inevitable
conclusion ^nn++++=conclusion
of ^in++++=of
a ^at++++=a
conflict ^nn++++=conflict
between ^in++++=between
religious ^jj+atrb+++=religious
opinions ^nns++++=opinions
and ^cc++++=and
hungry ^jj+atrb+++=hungry
jaws ^nns++++=jaws,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
purposes ^nns++++=purposes
far ^rb+pl+++=far
better ^jjr++++=better
adapted ^jj+++xvbn+=adapted
to ^to++++=to
widen ^vbi++++=widen
and ^cc+phrs+++=and
develop ^vb++++=develop
the ^ati++++=the
mental ^jj+atrb+++=mental
energies ^nns++++=energies
of ^in++++=of
the ^ati++++=the
people ^nn++++=people.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
vast ^jj+atrb+++=vast
amphitheatre ^nn+++??+=amphitheatre,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
encircling ^vbg+nom++xvbg+=encircling
galleries ^nns+nom+++=galleries,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
mysterious ^jj+atrb+++=mysterious
vaults ^nns++++=vaults,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
unseen ^jj+atrb+++=unseen
passages ^nns+nom+++=passages,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
an ^at++++=an
agent ^nn++++=agent
of ^in++++=of
poetic ^jj+atrb+++=poetic
justice ^nn++++=justice,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
crime ^nn++++=crime
was ^vbd+bedz+aux++=was
punished ^vpsv++agls+xvbnx+=punished.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
virtue ^nn++++=virtue
rewarded ^vwbn+++xvbn+=rewarded,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
decrees ^nns+nom+++=decrees
of ^in++++=of
an ^at++++=an
impartial ^jj+atrb+++=impartial
and ^cc+phrs+++=and
incorruptible ^jj+atrb+++=incorruptible
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^at++++=a
subject ^nn++++=subject
was ^vbd+bedz+aux++=was
accused ^vpsv++agls+xvbnx+=accused
of ^in++++=of
a ^at++++=a
crime ^nn++++=crime
of ^in++++=of
sufficient ^jj+atrb+++=sufficient
importance ^nn+nom+++=importance
to ^in++++=to
interest ^nn++++=interest
the ^ati++++=the
king ^nn++++=king,
, ^zz++++=EXTRAWORD
public ^jj++++=public
notice ^vb+vprv+++=notice
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
that ^dt+dem+++=that
on ^rp++++=on
an ^at++++=an
appointed ^jj+++xvbn+=appointed
day ^np++++=day
the ^ati++++=the
fate ^nn++++=fate
of ^in++++=of
tile ^nn++++=tile
accused ^vbd+++xvbn+=accused
person ^nn++++=person
would ^md+prd+++=would
be ^vb+be+aux++=be
decided ^vpsv++agls+xvbnx+=decided
in ^in++++=in
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
arena, ^nn+++??+=arena,--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
structure ^nn++++=structure
which ^whp+rel+obj++=which
well ^rb++++=well
deserved ^vprf+++xvbn+=deserved
its ^pp$+it+++=its
name ^nn++++=name;
; ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
its ^pp$+it+++=its
form ^nn++++=form
and ^cc++++=and
plan ^nn++++=plan
were ^vbd+bed+aux++=were
borrowed ^vpsv++agls+xvbnx+=borrowed
- ^zz++++=-from
from ^in++++=EXTRAWORD
afar ^rb+cnj+++=afar,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
purpose ^nn++++=purpose
emanated ^vbd+++xvbn+=emanated
solely ^rb++++=solely
from ^in++++=from
the ^ati++++=the
brain ^nn++++=brain
of ^in++++=of
this ^dt+dem+++=this
man ^nn++++=man,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
every ^at++++=every
barleycorn ^jj+++xvbn+=barleycorn
a ^at++++=a
king ^nn++++=king,
, ^zz++++=EXTRAWORD
knew ^j+++xvbn+=knew
no ^at++++=no
tradition ^nn+nom+++=tradition
to ^to++++=to
which ^whp+who+++=which
he ^pp3a+pp3+++=he
owed ^vbd+++xvbnx+=owed
more ^rbr++++=more
allegiance ^nn+nom+++=allegiance
than ^in++++=than
pleased ^vbd+++xvbn+=pleased
his ^pp$+pp3+++=his
fancy ^nn++++=fancy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+obj++=who
ingrafted ^jj+++xvbn+=ingrafted
on ^in++++=on
every ^at++++=every
adopted ^jj+atrb++xvbn+=adopted
form ^nn++++=form
of ^in++++=of
human ^jj+atrb+++=human
thought ^nn+++xvbn+=thought
and ^cc++++=and
action ^nn++++=action
the ^ati++++=the
rich ^jj+atrb+++=rich
growth ^nn++++=growth
of ^in++++=of
his ^pp$+pp3+++=his
barbaric ^jj+atrb+++=barbaric
idealism ^nn+nom+++=idealism.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
all ^rb++++=all
the ^ati++++=the
people ^nns++++=people
had ^vbd+hvd+aux++=had
assembled ^vprf+++xvbnx+=assembled
in ^in++++=in
the ^ati++++=the
galleries ^nns+nom+++=galleries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
king ^nn++++=king,
, ^zz++++=EXTRAWORD
surrounded ^xvbn+++xvbn+=surrounded
by ^in++++=by
his ^pp$+pp3+++=his
court ^nn++++=court,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
high ^rb++++=high
up ^rp++++=up
on ^in++++=on
his ^pp$+pp3+++=his
throne ^nn++++=throne
of ^in++++=of
royal ^jj+atrb+++=royal
state ^nn++++=state
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
arena ^nn++++=arena,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
a ^at++++=a
signal ^nn++++=signal,
, ^zz++++=EXTRAWORD
a ^at++++=a
door ^nn++++=door
beneath ^in+pl+++=beneath
him ^pp3o+pp3+++=him
opened ^vbd+++xvbn+=opened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
accused ^jj+atrb++xvbn+=accused
subject ^nn++++=subject
stepped ^vbd+++xvbn+=stepped
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
amphitheatre ^nn+++??+=amphitheatre.
. ^zz++++=EXTRAWORD
Directly ^rb++++=Directly
opposite ^jj++++=opposite
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
enclosed ^jj+atrb++xvbn+=enclosed
space ^nn++++=space,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
two ^cd++++=two
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
exactly ^rb++++=exactly
alike ^jj++++=alike
and ^cc++++=and
side ^nn++++=side
by ^in++++=by
side ^nn++++=side.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
duty ^nn++++=duty
and ^cc++++=and
the ^ati++++=the
privilege ^nn++++=privilege
of ^in++++=of
the ^ati++++=the
person ^nn++++=person
on ^in++++=on
trial ^nn++++=trial,
, ^zz++++=EXTRAWORD
to ^to++++=to
walk ^vbi++++=walk
directly ^rb++++=directly
to ^in++++=to
these ^dt+dem+++=these
doors ^nns++++=doors
and ^cc++++=and
open ^jj+atrb+++=open
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
open ^vb++++=open
either ^dtx++++=either
door ^nn++++=door
he ^pp3a+pp3+++=he
pleased ^vbd+++xvbnx+=pleased:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
subject ^nn++++=subject
to ^in++++=to
no ^ati++neg++=no
guidance ^nn+nom+++=guidance
or ^cc++++=or
influence ^nn+nom+++=influence
but ^cs+sub+++=but
that ^cs"++++=that
of ^in++++=of
the ^ati++++=the
aforementioned ^jj+++xvbn+=aforementioned
impartial ^jj+atrb+++=impartial
and ^cc+phrs+++=and
incorruptible ^jj+atrb+++=incorruptible
chance ^nn++++=chance.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
one ^pn++++=one,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
it ^pp3+it+++=it
a ^at++++=a
hungry ^jj+atrb+++=hungry
tiger ^nn++++=tiger,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fiercest ^jjt++++=fiercest
and ^cc++++=and
most ^ql+emph+++=most
cruel ^jj++++=cruel
that ^dt+pdem+++=that
could ^md+pos+++=could
be ^vb+be+aux++=be
procured ^vpsv++agls+xvbnx+=procured,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
immediately ^rb+tm+++=immediately
sprang ^vbd+++xvbn+=sprang
upon ^in++++=upon
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tore ^vbd+++xvbn+=tore
him ^pp3o+pp3+++=him
to ^in++++=to
pieces ^nns++++=pieces,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
punishment ^nn+nom+++=punishment
for ^in++++=for
his ^pp$+pp3+++=his
guilt ^nn++++=guilt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moment ^nn++++=moment
that ^tht+rel+obj++=that
the ^ati++++=the
case ^nn++++=case
of ^in++++=of
the ^ati++++=the
criminal ^nn+nom+++=criminal
was ^vbd+bedz+aux++=was
thus ^rb+cnj+splt++=thus
decided ^vpsv++agls+xvbnx+=decided,
, ^zz++++=EXTRAWORD
doleful ^jj+atrb+++=doleful
iron ^nn++++=iron
bells ^nns++++=bells
were ^vbd+bed+aux++=were
clanged ^vpsv++agls+xvbnx+=clanged,
, ^zz++++=EXTRAWORD
great ^jj+atrb+++=great
wails ^nns+++??+=wails
went ^vbd+++xvbn+=went
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
hired ^jj+atrb++xvbn+=hired
mourners ^nns+nom+++=mourners
posted ^vbd+++xvbn+=posted
on ^in++++=on
the ^ati++++=the
outer ^jjb+atrb+++=outer
rim ^nn++++=rim
of ^in++++=of
the ^ati++++=the
arena ^nn++++=arena,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
vast ^jj+atrb+++=vast
audience ^nn+nom+++=audience,
, ^zz++++=EXTRAWORD
with ^in++++=with
bowed ^vwbn+++xvbn+=bowed
heads ^nns++++=heads
and ^cc++++=and
downcast ^nn+++??+=downcast
hearts ^nns++++=hearts,
, ^zz++++=EXTRAWORD
wended ^j+++xvbn+=wended
slowly ^rb++++=slowly
their ^pp$+pp3+++=their
homeward ^rb++++=homeward
way ^nn++++=way,
, ^zz++++=EXTRAWORD
mourning ^nvbg+++xvbg+=mourning
greatly ^rb+amp+++=greatly
that ^cs+sub+++=that
one ^cd1++++=one
so ^rb+emph+++=so
young ^jj++++=young
and ^cc+phrs+++=and
fair ^jj++++=fair,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
so ^rb+emph+++=so
old ^jj++++=old
and ^cc+phrs+++=and
respected ^jj+++xvbn+=respected,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
have ^vb+hv+aux++=have
merited ^vprf+++xvbnx+=merited
so ^ql+emph+++=so
dire ^jjb++++=dire
a ^at++++=a
fate ^nn++++=fate.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
accused ^jj+atrb++xvbn+=accused
person ^nn++++=person
opened ^vbd+++xvbn+=opened
the ^ati++++=the
other ^ap++++=other
door ^nn++++=door,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
forth ^rp++++=forth
from ^in++++=from
it ^pp3+it+++=it
a ^at++++=a
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
suitable ^jj++++=suitable
to ^in++++=to
his ^pp$+pp3+++=his
years ^nns++++=years
and ^cc++++=and
station ^nn+nom+++=station
that ^tht+rel+obj++=that
his ^pp$+pp3+++=his
majesty ^nn++++=majesty
could ^md+pos+++=could
select ^vb++++=select
among ^in++++=among
his ^pp$+pp3+++=his
fair ^jj+atrb+++=fair
subjects ^nns++++=subjects;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
this ^dt+dem+++=this
lady ^nn++++=lady
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
immediately ^rb+tm+splt++=immediately
married ^vpsv++agls+xvbnx+=married,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
reward ^nn++++=reward
of ^in++++=of
his ^pp$+pp3+++=his
innocence ^nn+nom+++=innocence.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
mattered ^vbd+++xvbn+=mattered
not ^xnot++not++=not
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
might ^md+pos+++=might
already ^rb++splt++=already
possess ^nns+nom+++=possess
a ^at++++=a
wife ^nn++++=wife
and ^cc++++=and
family ^nn++++=family,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
affections ^nns+nom+++=affections
might ^md+pos+++=might
be ^vb+be+aux++=be
engaged ^vpsv++agls+xvbnx+=engaged
upon ^in++++=upon
an ^at++++=an
object ^nn++++=object
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
selection ^nn+nom+++=selection:
: ^zz++++=EXTRAWORD
the ^ati++++=the
king ^npt++++=king
allowed ^vwbn+++xvbn+=allowed
no ^at++++=no
such ^abl++++=such
subordinate ^jj+atrb+++=subordinate
arrangements ^nns+nom+++=arrangements
to ^to+vcmp+++=to
interfere ^vbi++++=interfere
with ^in++++=with
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
scheme ^nn++++=scheme
of ^in++++=of
retribution ^nn+nom+++=retribution
and ^cc++++=and
reward ^nn++++=reward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
exercises ^nns++++=exercises,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
the ^ati++++=the
other ^ap++++=other
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
took ^jj+atrb++xvbn+=took
place ^nn++++=place
immediately ^rb+cnj+++=immediately,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
arena ^nn++++=arena.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
door ^nn++++=door
opened ^vbd+++xvbn+=opened
beneath ^in+pl+++=beneath
the ^ati++++=the
king ^nn++++=king,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
priest ^nn++++=priest,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
a ^at++++=a
band ^nn++++=band
of ^in++++=of
choristers ^nns+nom+++=choristers'
' ^zz++++=EXTRAWORD
and ^cc++++=and
dancing ^nvbg+++xvbg+=dancing
maidens ^nns++++=maidens
blowing ^vwbg+++xvbg+=blowing
joyous ^jj++++=joyous
airs ^&fw++++=airs
on ^in++++=on
golden ^jj+atrb+++=golden
horns ^nns++++=horns
and ^cc++++=and
treading ^vbg+++xvbg+=treading
an ^at++++=an
measure ^nn++++=measure,
, ^zz++++=EXTRAWORD
advanced ^j+++xvbn+=advanced
to ^to++++=to
where ^wrb+who+++=where
the ^ati++++=the
pair ^nn++++=pair
stood ^vbd+++xvbn+=stood
side ^nn++++=side
by ^in++++=by
side ^nn++++=side;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wedding ^nn++++=wedding
was ^vbd+bedz+vrb++=was
promptly ^rb++++=promptly
and ^cc+phrs+++=and
cheerily ^rb++++=cheerily
solemnized ^jj+++xvbn+=solemnized.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
gay ^jj+atrb+++=gay
brass ^nn++++=brass
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang
forth ^rp++++=forth
their ^pp$+pp3+++=their
merry ^jj+atrb+++=merry
peals ^nn++++=peals,
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nn++++=people
shouted ^vbd+vpub++xvbn+=shouted
glad ^jj+atrb+++=glad
hurrahs ^nns+++??+=hurrahs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
innocent ^jj+atrb+++=innocent
man ^nn++++=man,
, ^zz++++=EXTRAWORD
preceded ^xvbn+++xvbn+=preceded
by ^in++++=by
children ^nns++++=children
strewing ^vwbg+++xvbg+=strewing
flowers ^nns+nom+++=flowers
on ^in++++=on
his ^pp$+pp3+++=his
path ^nn++++=path,
, ^zz++++=EXTRAWORD
led ^j+++xvbn+=led
his ^pp$+pp3+++=his
bride ^nn++++=bride
to ^in++++=to
his ^pp$+pp3+++=his
home ^nr++++=home.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
semi ^nn+++??+=semi-barbaric
- ^zz++++=EXTRAWORD
barbaric ^jj+atrb+++=EXTRAWORD
method ^nn++++=method
of ^in++++=of
administering ^xvbg+++xvbg+=administering
justice ^nn++++=justice.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
perfect ^jj+atrb+++=perfect
fairness ^nns+nom+++=fairness
is ^vbz+bez+vrb++=is
obvious ^jj+pred+++=obvious.
. ^zz++++=EXTRAWORD
The ^ati++++=The
criminal ^nn+nom+++=criminal
could ^md+pos+++=could
not ^xnot++not++=not
know ^vb+vprv+++=know
out ^rp+pl+++=out
of ^in++++=of
which ^whp+rel+pied++=which
door ^nn++++=door
would ^md+prd+++=would
come ^vb++++=come
the ^ati++++=the
lady ^nn++++=lady:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
either ^dtx++++=either
he ^pp3a+pp3+++=he
pleased ^vbd+++xvbnx+=pleased,
, ^zz++++=EXTRAWORD
without ^in++++=without
having ^xvbg+++xvbg+=having
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
idea ^nn++++=idea
whether ^cs+who+++=whether,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
next ^ap++++=next
instant ^nn+nom+++=instant,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
devoured ^vpsv++agls+xvbnx+=devoured
or ^cc++++=or
married ^jj+++xvbn+=married.
. ^zz++++=EXTRAWORD
On ^in++++=On
some ^dti++++=some
occasions ^nns++++=occasions
the ^ati++++=the
tiger ^nn++++=tiger
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
one ^cd1++++=one
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
some ^dti++++=some
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
The ^ati++++=The
decisions ^nns++++=decisions
of ^in++++=of
this ^dt+dem+++=this
tribunal ^nn+nom+++=tribunal
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
only ^rb+down+++=only
fair ^jj++++=fair,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
positively ^rb++++=positively
determinate ^jj+pred+++=determinate:
: ^zz++++=EXTRAWORD
the ^ati++++=the
accused ^jj+atrb++xvbn+=accused
person ^nn++++=person
was ^vbd+bedz+aux++=was
instantly ^rb+tm+splt++=instantly
punished ^vpsv++agls+xvbnx+=punished
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
