Being ^vbg+beg++xvbg+=Being
being ^vbg+beg++xvbg+=being
active ^jj++++=active
as ^ql++++=as
becometh ^vbz++++=becometh
one ^cd1++++=one
who ^whp+rel+subj++=who
hath ^vbz+hvz+aux++=hath
to ^to++++=to
make ^vbi++++=make
his ^pp$+pp3+++=his
way ^nn++++=way
in ^in++++=in
the ^ati++++=the
world ^nn++++=world--yet
-- ^--+clp+++=EXTRAWORD
yet ^rb++++=EXTRAWORD
I ^pp1a+pp1+++=I
wot ^wpr++++=wot
well ^rb++++=well
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
after ^in++++=after
the ^ati++++=the
Great ^jj+atrb+++=Great
Plague ^nn++++=Plague,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
great ^jj+atrb+++=great
cause ^vb++++=cause
to ^to+vcmp+++=to
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
at ^in++++=at
my ^pp$+pp1+++=my
cozen ^vprf+++xvbn+=cozen's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
Wardour ^np++++=Wardour
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
London ^np++++=London,
, ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
lamentable ^jj+atrb+++=lamentable
year ^nn++++=year,
, ^zz++++=EXTRAWORD
eating ^nvbg+++xvbg+=eating
of ^in++++=of
gilly ^jj+atrb+++=gilly
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
sulphur ^nn++++=sulphur,
, ^zz++++=EXTRAWORD
hartes ^nns+++??+=hartes
tongue ^nn++++=tongue
and ^cc++++=and
many ^ap++++=many
stynking ^jj+atrb++xvbg+=stynking
herbes ^nns+++??+=herbes;
; ^zz++++=EXTRAWORD
touching ^jj+++xvbg+=touching
neither ^dt++neg++=neither
man ^nn++++=man
nor ^cc++neg++=nor
mayd ^nn+++??+=mayd,
, ^zz++++=EXTRAWORD
save ^vb++++=save
with ^in++++=with
a ^at++++=a
great ^jj+atrb+++=great
tongs ^nns+++??+=tongs
steept ^vbd+++xvbn+=steept
in ^in++++=in
pitch ^nn++++=pitch;
; ^zz++++=EXTRAWORD
wearing ^vbg+++xvbg+=wearing
a ^at++++=a
fine ^jj+atrb+++=fine
maske ^nn+++??+=maske
of ^in++++=of
silk ^nn++++=silk
with ^in++++=with
a ^at++++=a
mouth ^nn++++=mouth
piece ^nn++++=piece
of ^in++++=of
aromatic ^jj+atrb+++=aromatic
stuff ^nn++++=stuff--by
-- ^--+clp+++=EXTRAWORD
by ^in++++=EXTRAWORD
reason ^nn++++=reason
of ^in++++=of
which ^whp+rel+pied++=which
acts ^nns++++=acts
of ^in++++=of
hardihood ^nn+nom+++=hardihood
and ^cc++++=and
courage ^nn+nom+++=courage
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
miraculously ^rb++splt++=miraculously
preserved ^vpsv++agls+xvbnx+=preserved.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
much ^rb++++=much
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
say ^vb+vpub+++=say
as ^in++++=as
to ^in++++=to
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
these ^dt+dem+++=these
happenings ^nns++++=happenings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
a ^at++++=a
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
blunt ^np++++=blunt
man ^nn++++=man--mayhap
-- ^--+clp+++=EXTRAWORD
mayhap ^nn+++??+=EXTRAWORD
rude ^jj++++=rude
of ^in++++=of
speech ^nn++++=speech
should ^md+nec+++=should
occasion ^vb++++=occasion
warrant ^nn+nom+++=warrant---so
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
so ^ql++++=EXTRAWORD
let ^vb+++xvbn+=let
them ^pp3o+pp3+++=them
who ^whp+who+++=who
require ^vb+vsua+++=require
the ^ati++++=the
exactness ^nns+nom+++=exactness
of ^in++++=of
a ^at++++=a
scrivener ^jjr++++=scrivener
or ^cc++++=or
a ^at++++=a
pedagogue ^nn+++??+=pedagogue
go ^vb++++=go
elsewhere ^rb++++=elsewhere
for ^in++++=for
their ^pp$+pp3+++=their
entertainment ^nn+nom+++=entertainment
and ^cc++++=and
be ^vb+be+aux++=be
hanged ^vpsv++agls+xvbnx+=hanged
to ^in++++=to
them ^pp3o+pp3+++=them!
! ^zz++++=EXTRAWORD
Howbeit ^np+++??+=Howbeit,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
scholar ^nn++++=scholar,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
one ^pn++++=one
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
misuse ^nn++++=misuse
the ^ati++++=the
English ^jj+atrb+++=English
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
foolishly ^rb++++=foolishly
led ^vpsv++by+xvbn+=led
by ^in++++=by
the ^ati++++=the
hasty ^jj+atrb+++=hasty
custom ^nn++++=custom
of ^in++++=of
scriveners ^nns+nom+++=scriveners
and ^cc++++=and
printers ^nns+nom+++=printers
to ^to++++=to
write ^vbi++++=write
the ^ati++++=the
letters ^nns+nom+++=letters
" ^zz++++="T"
t ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="H"
h ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
joined ^vbd+++xvbn+=joined
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
resembleth ^vbz++++=resembleth
a ^at++++=a
" ^zz++++="Y,"
y ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
incontinently ^jj++++=incontinently
jump ^vb++++=jump
to ^in++++=to
the ^ati++++=the
conclusion ^nn++++=conclusion
the ^ati++++=the
The ^ati++++=THE
is ^vbz+bez+aux++=is
pronounced ^vpsv++agls+xvbnx+=pronounced
" ^zz++++="Ye,"--the
ye," ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
like ^in++++=like
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
in ^in++++=in
all ^abn++++=all
England ^np++++=England.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
though ^cs+sub+++=though
this ^dt+pdem+++=this
be ^vb+be+vrb++=be
little ^ap++++=little
toward ^in++++=toward
those ^dt+dem+++=those
great ^jj+atrb+++=great
enterprises ^nns++++=enterprises
and ^cc++++=and
happenings ^nns++++=happenings
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
presently ^rb+tm+splt++=presently
shew ^vb++++=shew,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
set ^vbd+++xvbnx+=set
it ^pp3+it+++=it
down ^rp++++=down
for ^in++++=for
the ^ati++++=the
behoof ^nn+++??+=behoof
of ^in++++=of
such ^abl++++=such
malapert ^nn+++??+=malapert
wights ^nns+++??+=wights
as ^ql++++=as
must ^md+nec+++=must
needs ^vb++++=needs
gird ^nn+++??+=gird
at ^rb++++=at
a ^at++++=a
man ^nn++++=man
of ^in++++=of
spirit ^nn++++=spirit
and ^cc++++=and
action ^nn++++=action--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
in ^in++++=in
sooth ^np++++=sooth,
, ^zz++++=EXTRAWORD
know ^vb+vprv+++=know
not ^xnot++not++=not
their ^pp$+pp3+++=their
own ^ap++++=own
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
So ^rb++++=So
to ^in++++=to
my ^pp$+pp1+++=my
tale ^nn++++=tale.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
great ^jj+atrb+++=great
frost ^np++++=frost
when ^wrb+who+++=when
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
bade ^vbd+++xvbn+=bade
me ^pp1o+pp1+++=me
follow ^vb+vprv+++=follow
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
water ^nn++++=water
gate ^nn++++=gate
near ^rb++++=near
our ^pp$+pp1+++=our
lodgings ^nns++++=lodgings
in ^in++++=in
the ^ati++++=the
Strand ^nn++++=Strand.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
reached ^vbd+++xvbn+=reached
it ^pp3+it+++=it
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
amazed ^jj++agls+xvbnx+=amazed
to ^to+jcmp+++=to
see ^vbi+vprv+++=see
that ^tht+vcmp+++=that
the ^ati++++=the
Thames ^np++++=Thames
was ^vbd+bedz+aux++=was
frozen ^vpsv++agls+xvbnx+=frozen
over ^in++++=over
and ^cc++++=and
many ^ap++++=many
citizens ^nns++++=citizens
disporting ^vwbg+++xvbg+=disporting
themselves ^ppls+pp3+++=themselves
on ^in++++=on
the ^ati++++=the
ice ^nn++++=ice--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
like ^in++++=like
of ^in++++=of
which ^whp+rel+pied++=which
no ^at++++=no
man ^nn++++=man
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+aux++=were
fires ^nns++++=fires
built ^vbd+++xvbn+=built
thereon ^rb+cnj+++=thereon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
ships ^nns++++=ships
and ^cc++++=and
barges ^nns++++=barges
were ^vbd+bed+aux++=were
stuck ^vpsv++agls+xvbnx+=stuck
hard ^jj++++=hard
and ^cc+phrs+++=and
fast ^jj++++=fast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
vastly ^rb++++=vastly
pretty ^rb++++=pretty
that ^dt+dem+++=that
the ^ati++++=the
people ^nns++++=people
were ^vbd+bed+aux++=were
walking ^vbg+++xvbgx+=walking
under ^in++++=under
their ^pp$+pp3+++=their
bows ^nns++++=bows
and ^cc++++=and
cabbin ^nn+++??+=cabbin
windows ^nns++++=windows
and ^cc++++=and
climbing ^nvbg+++xvbg+=climbing
of ^in++++=of
their ^pp$+pp3+++=their
sides ^nns++++=sides
like ^in++++=like
mermen ^vbd+++xvbn+=mermen,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
a ^at++++=a
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
blunt ^np++++=blunt
man ^nn++++=man,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
no ^at++++=no
joy ^nn++++=joy
in ^in++++=in
such ^abl++++=such
idlenesse ^nn+nom+++=idlenesse,
, ^zz++++=EXTRAWORD
deeming ^jj+++xvbg+=deeming
it ^pp3+it+++=it
better ^jjr++++=better
that ^tht+jcmp+++=that
in ^in++++=in
these ^dt+dem+++=these
times ^nns++++=times
of ^in++++=of
pith ^nn+++??+=pith
and ^cc++++=and
enterprise ^nn++++=enterprise
they ^pp3a+pp3+++=they
should ^md+nec+++=should
be ^vb+be+vrb++=be
more ^rbr++++=more
seemly ^jj++++=seemly
employed ^jj+++xvbn+=employed.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
of ^in"++++=of
one ^cd1++++=one
or ^cc++++=or
two ^cd++++=two
misadventures ^nns+++??+=misadventures
by ^in++++=by
reason ^nn++++=reason
of ^in++++=of
the ^ati++++=the
slipperiness ^nns+nom+++=slipperiness
of ^in++++=of
the ^ati++++=the
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
fain ^nn+++??+=fain
to ^to++++=to
go ^vbi++++=go
by ^in++++=by
London ^np++++=London
Bridge ^nn++++=Bridge,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
did ^vbd+dod+vrb++=did;
; ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
as ^cs+sub+++=as
suited ^vbd+++xvbn+=suited
his ^pp$+pp3+++=his
humor ^nn++++=humor
ruffling ^vwbg+++xvbg+=ruffling
the ^ati++++=the
staid ^jj+atrb+++=staid
citizens ^nns++++=citizens
as ^ql++++=as
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
or ^cc+phrs+++=or
peering ^vbg+++xvbg+=peering
under ^in++++=under
the ^ati++++=the
hoods ^nns++++=hoods
of ^in++++=of
their ^pp$+pp3+++=their
wives ^nns++++=wives
and ^cc++++=and
daughters ^nns+nom+++=daughters--as
-- ^--+clp+++=EXTRAWORD
as ^cs+sub+++=EXTRAWORD
became ^vbd+++xvbn+=became
a ^at++++=a
young ^jj++++=young
gallant ^jj++++=gallant
of ^in++++=of
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
a ^at++++=a
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
blunt ^np++++=blunt
man ^nn++++=man,
, ^zz++++=EXTRAWORD
assisted ^j+++xvbn+=assisted
in ^in++++=in
no ^at++++=no
such ^abl++++=such
folly ^nn++++=folly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
contented ^jj++++=contented
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
complayned ^vbd+++xvbnx+=complayned
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
with ^in++++=with
damning ^jj++++=damning
their ^pp$+pp3+++=their
souls ^nns++++=souls
for ^in++++=for
greasy ^nn++++=greasy
interfering ^vwbg+++xvbg+=interfering
varlets ^nns+nom+++=varlets.
. ^zz++++=EXTRAWORD
For ^in++++=For
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
now ^rn+tm+splt++=now
make ^vb++++=make
no ^at++++=no
scruple ^nn++++=scruple
in ^in++++=in
declaring ^nn+vpub++xvbg+=declaring
that ^tht+ncmp+++=that
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
was ^vbd+bedz+vrb++=was
the ^ati++++=the
most ^ql+emph+++=most
noble ^jj+atrb+++=noble
Earl ^np++++=Earl
of ^in++++=of
Southampton ^np++++=Southampton,
, ^zz++++=EXTRAWORD
being ^xvbg+++xvbg+=being
withheld ^vprf+++xvbn+=withheld
from ^in++++=from
so ^ql+emph+++=so
saying ^jj+++xvbg+=saying
before ^in++++=before
through ^in++++=through
very ^ql+amp+++=very
plainness ^nns+nom+++=plainness
and ^cc++++=and
bluntness ^nns+nom+++=bluntness,
, ^zz++++=EXTRAWORD
desiring ^nvbg+++xvbg+=desiring
as ^ql++++=as
a ^at++++=a
simple ^jj+atrb+++=simple
yeoman ^nn++++=yeoman
to ^to++++=to
make ^vbi++++=make
no ^at++++=no
boast ^nn++++=boast
of ^in++++=of
serving ^xvbg+++xvbg+=serving
a ^at++++=a
man ^nn++++=man
of ^in++++=of
so ^ql++++=so
high ^np++++=high
quality ^nn+nom+++=quality.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
fared ^vbd+++xvbn+=fared
on ^in++++=on
over ^in++++=over
Bankside ^np+++??+=Bankside
to ^in++++=to
the ^ati++++=the
Globe ^nn++++=Globe
playhouse ^npl++++=playhouse,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
bade ^vbd+++xvbn+=bade
me ^pp1o+pp1+++=me
dismount ^vb++++=dismount
and ^cc+phrs+++=and
deliver ^vb++++=deliver
a ^at++++=a
secret ^jj+atrb+++=secret
message ^nn+nom+++=message
to ^in++++=to
the ^ati++++=the
chief ^jjb+atrb+++=chief
player ^nn++++=player-which
- ^zz++++=EXTRAWORD
which ^whp+who+++=EXTRAWORD
message ^nn+nom+++=message
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
" ^zz++++="had
had ^vb+hv+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
diligently ^rb++++=diligently
perused ^vbd+++xvbn+=perused
and ^cc+phrs+++=and
examined ^vbd+++xvbn+=examined
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
wot ^wpr++++=wot
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
thereof ^rb++++=thereof?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Which ^whp+who+++=Which
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
Thereupon ^rb++++=Thereupon
he ^pp3a+pp3+++=he
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
the ^ati++++=the
chief ^jjb+atrb+++=chief
player ^nn++++=player
did ^vbd+dod+aux++=did
incontinently ^rb++splt++=incontinently
proceed ^vb++++=proceed
to ^in++++=to
load ^nn++++=load
mine ^nn++++=mine
arms ^nns++++=arms
and ^cc++++=and
wallet ^nn++++=wallet
with ^in++++=with
many ^ap++++=many
and ^cc++++=and
divers ^nns++++=divers
rolls ^nns++++=rolls
of ^in++++=of
manuscripts ^nns++++=manuscripts
in ^in++++=in
my ^pp$+pp1+++=my
Lord ^np++++=Lord's
's ^$++++=EXTRAWORD
own ^ap++++=own
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bade ^vbd+++xvbn+=bade
me ^pp1o+pp1+++=me
say ^vb+vpub+++=say
unto ^in++++=unto
him ^pp3o+pp3+++=him
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
great ^jj+atrb+++=great
frost ^np++++=frost
over ^in++++=over
London ^np++++=London,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
to ^to++++=to
perform ^vbi++++=perform
those ^dt+dem+++=those
plays ^nns++++=plays
and ^cc++++=and
masques ^nns+++??+=masques
publickly ^jj++++=publickly,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
greater ^jjr+atrb+++=greater
frost ^nn++++=frost
there ^rn+pl+++=there--to
-- ^--+clp+++=EXTRAWORD
to ^in++++=EXTRAWORD
wit ^nn++++=wit,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
Globe ^nn++++=Globe
playhouse ^npl++++=playhouse.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
deliver ^vb++++=deliver
with ^in++++=with
the ^ati++++=the
Manuscripts ^nns++++=Manuscripts
to ^in++++=to
my ^pp$+pp1+++=my
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
changed ^vbd+++xvbn+=changed
countenance ^nn+nom+++=countenance
mightily ^jj++++=mightily
at ^rb++++=at
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
could ^md+pos+++=could
make ^vb++++=make
nought ^vbd+++xvbn+=nought
of ^in++++=of
the ^ati++++=the
message ^nn+nom+++=message.
. ^zz++++=EXTRAWORD
At ^in++++=At
which ^whp+rel+pied++=which
the ^ati++++=the
lad ^nn++++=lad
who ^whp+rel+subj++=who
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
horses ^nns++++=horses
before ^in++++=before
the ^ati++++=the
playhouse ^npl++++=playhouse--one
-- ^--+clp+++=EXTRAWORD
one ^cd1++++=EXTRAWORD
Will ^md+prd+++=Will
Shakespeare ^vb++++=Shakespeare--split
-- ^--+clp+++=EXTRAWORD
split ^j+++xvbn+=EXTRAWORD
with ^in++++=with
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
Whereat ^np+++??+=Whereat
my ^pp$+pp1+++=my
Lord ^npt++++=Lord
cursed ^vbd+++xvbn+=cursed
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
deer ^nns++++=deer-stealing,
- ^zz++++=EXTRAWORD
stealing ^nvbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
coneycatching ^jj+++xvbg+=coneycatching
Warwickshire ^np++++=Warwickshire
lout ^nn+++??+=lout,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cuffed ^vbd+++xvbn+=cuffed
him ^pp3o+pp3+++=him
soundly ^rb++++=soundly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wot ^wpr++++=wot
there ^ex+pex+++=there
will ^md+prd+++=will
be ^vb+be+vrb++=be
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
Will ^md+prd+++=Will
Shakespeare ^vb++++=Shakespeare
afterwards ^rb+tm+++=afterwards
became ^vbd+++xvbn+=became
a ^at++++=a
player ^nn++++=player
and ^cc++++=and
did ^vbd+dod+aux++=did
write ^vb++++=write
plays ^nns++++=plays--which
-- ^--+clp+++=EXTRAWORD
which ^wdt+who+whq++=EXTRAWORD
were ^vbd+bed+aux++=were
acceptable ^jj+pred+++=acceptable
even ^rb++++=even
to ^in++++=to
the ^ati++++=the
Queen ^np++++=Queen's
's ^$++++=EXTRAWORD
Majesty ^np++++=Majesty's
's ^$++++=EXTRAWORD
self ^nn++++=self--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
I ^pp1a+pp1+++=I
set ^vbd+++xvbnx+=set
this ^dt+dem+++=this
down ^in++++=down
not ^xnot++not++=not
from ^in++++=from
vanity ^nn++++=vanity
to ^to++++=to
shew ^vbi++++=shew
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
held ^vprf+++xvbnx+=held
converse ^nn++++=converse
with ^in++++=with
such ^abl++++=such,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
to ^to++++=to
give ^vbi++++=give
a ^at++++=a
seemingness ^nns+nom+++=seemingness
and ^cc++++=and
colour ^nn++++=colour
to ^in++++=to
my ^pp$+pp1+++=my
story ^nn++++=story,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^to++++=to
shew ^vbi++++=shew
what ^wdt+who+++=what
ill ^jj++++=ill-judged,
- ^zz++++=EXTRAWORD
judged ^vbd+vprv++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
misinformed ^xvbn+++xvbn+=misinformed
knaves ^nns++++=knaves
were ^vbd+bed+vrb++=were
they ^pp3a+pp3+++=they
who ^whp+who+++=who
did ^vbd+dod+aux++=did
afterwards ^rb+tm+splt++=afterwards
attribute ^vb++++=attribute
friendship ^nn+nom+++=friendship
between ^in++++=between
