There ^ex+pex+++=THERE
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
two ^cd++++=two
candles ^nns++++=candles
must ^md+nec+++=must
be ^vb+be+aux++=be
set ^vpsv++agls+xvbnx+=set
at ^rb++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
a ^at++++=a
corpse ^nn++++=corpse.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
often ^rb++splt++=often
said ^vprf+++xvbnx+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
long ^rb++++=long
for ^in++++=for
this ^dt+dem+++=this
world ^nn++++=world,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
his ^pp$+pp3+++=his
words ^nns++++=words
idle ^jj++++=idle.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
night ^nn++++=night
as ^ql++++=as
I ^pp1a+pp1+++=I
gazed ^vbd+++xvbnx+=gazed
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
window ^nn++++=window
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
softly ^rb++++=softly
to ^in++++=to
myself ^ppl+pp1+++=myself
the ^ati++++=the
word ^nn++++=word
paralysis ^nn++++=paralysis.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+aux++=had
always ^rb++splt++=always
sounded ^vprf+++xvbnx+=sounded
strangely ^rb++++=strangely
in ^in++++=in
my ^pp$+pp1+++=my
ears ^nns++++=ears,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
word ^nn++++=word
gnomon ^nn+++??+=gnomon
in ^in++++=in
the ^ati++++=the
Euclid ^np+++??+=Euclid
and ^cc++++=and
the ^ati++++=the
word ^nn++++=word
simony ^nn+++??+=simony
in ^in++++=in
the ^ati++++=the
Catechism ^nn+nom+++=Catechism.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
it ^pp3+it+++=it
sounded ^vbd+++xvbn+=sounded
to ^in++++=to
me ^pp1o+pp1+++=me
like ^in++++=like
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
some ^dti++++=some
maleficent ^jj++++=maleficent
and ^cc+phrs+++=and
sinful ^jj+atrb+++=sinful
being ^nvbg+++xvbg+=being.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
filled ^vbd+++xvbn+=filled
me ^pp1o+pp1+++=me
with ^in++++=with
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
I ^pp1a+pp1+++=I
longed ^vbd+++xvbnx+=longed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
nearer ^in+cmpx+++=nearer
to ^in"++++=to
it ^pp3+it+++=it
and ^cc++++=and
to ^to++++=to
look ^vbi++++=look
upon ^in++++=upon
its ^pp$+it+++=its
deadly ^rb++++=deadly
work ^nn++++=work.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Cotter ^np+++??+=Cotter
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
at ^rb++++=at
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
smoking ^vbg+++xvbg+=smoking,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
downstairs ^jjb++++=downstairs
to ^in++++=to
supper ^nn++++=supper.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
my ^pp$+pp1+++=my
aunt ^nn++++=aunt
was ^vbd+bedz+vrb++=was
ladling ^nn+nom+++=ladling
out ^rp+pl+++=out
my ^pp$+pp1+++=my
stirabout ^nn+++??+=stirabout
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
returning ^jj+++xvbg+=returning
to ^in++++=to
some ^dti++++=some
former ^ap++++=former
remark ^nn++++=remark
of ^in++++=of
his ^pp$+pp3+++=his:
: ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+tht0++=say
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
exactly. ^nn+++??+=exactly...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
queer. ^jj+++??+=queer...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
uncanny ^jj++++=uncanny
about ^rb++++=about
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
my ^pp$+pp1+++=my
opinion... ^nn+++??+=opinion...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
puff ^vbi++++=puff
at ^in++++=at
his ^pp$+pp3+++=his
pipe ^nn++++=pipe,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt
arranging ^vwbg+vsua+tht0+xvbg+=arranging
his ^pp$+pp3+++=his
opinion ^nn++++=opinion
in ^in++++=in
his ^pp$+pp3+++=his
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
Tiresome ^jj++++=Tiresome
old ^jj++++=old
fool ^jjb++++=fool!
! ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
knew ^vbd+vprv++xvbn+=knew
him ^pp3o+pp3+++=him
first ^rb++++=first
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be
rather ^rb++++=rather
interesting ^jj++++=interesting,
, ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking
of ^in++++=of
faints ^nns+++??+=faints
and ^cc++++=and
worms ^nns++++=worms;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
soon ^rb+tm+++=soon
grew ^vbd+++xvbn+=grew
tired ^jj+++xvbn+=tired
of ^in++++=of
him ^pp3o+pp3+++=him
and ^cc++++=and
his ^pp$+pp3+++=his
endless ^jj+atrb+++=endless
stories ^nns++++=stories
about ^in++++=about
the ^ati++++=the
distillery ^nn+nom+++=distillery.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
my ^pp$+pp1+++=my
own ^ap++++=own
theory ^nn++++=theory
about ^in++++=about
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
those ^dt+pdem+++=those
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
peculiar ^jj+atrb+++=peculiar
cases ^nns++++=cases
. ^zz++++=....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
hard ^jj++++=hard
to ^to+jcmp+++=to
say... ^vb+++??+=say...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
puff ^vbi++++=puff
again ^rb+tm+++=again
at ^in++++=at
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
without ^in++++=without
giving ^xvbg+++xvbg+=giving
us ^pp1o+pp1+++=us
his ^pp$+pp3+++=his
theory ^nn++++=theory.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
uncle ^nn++++=uncle
saw ^vbd+vprv++xvbn+=saw
me ^pp1o+pp1+++=me
staring ^jj+++xvbg+=staring
and ^cc++++=and
said ^vpsv++agls+xvbn+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me:
: ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
so ^ql++++=so
your ^pp$+pp2+++=your
old ^jj+atrb+++=old
friend ^nn++++=friend
is ^vbz+bez+aux++=is
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
sorry ^jj++++=sorry
to ^to+jcmp+++=to
hear ^vbi+vprv+++=hear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who?"
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="Father
father ^nn++++=EXTRAWORD
Flynn ^np+++??+=Flynn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
he ^pp3a+pp3+++=he
dead ^jj++++=dead?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Cotter ^np++++=Cotter
here ^rn+pl+++=here
has ^vbz+hvz+aux++=has
just ^rb+emph+splt++=just
told ^vprf+++xvbnx+=told
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
passing ^vbg+++xvbgx+=passing
by ^in++++=by
the ^ati++++=the
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
under ^in++++=under
observation ^nn+nom+++=observation
so ^ql++++=so
I ^pp1a+pp1+++=I
continued ^vbd+++xvbnx+=continued
eating ^nvbg+++xvbg+=eating
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
news ^nn++++=news
had ^vb+hv+vrb++=had
not ^xnot++not++=not
interested ^jj++++=interested
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
uncle ^npt++++=uncle
explained ^vbd+vpub++xvbn+=explained
to ^in++++=to
old ^jj+atrb+++=old
Cotter ^np+++??+=Cotter.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
youngster ^nn+nom+++=youngster
and ^cc++++=and
he ^pp3a+pp3+++=he
were ^vbd+bed+vrb++=were
great ^jj+atrb+++=great
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
chap ^nn++++=chap
taught ^vwbn+vsua++xvbn+=taught
him ^pp3o+pp3+++=him
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal,
, ^zz++++=EXTRAWORD
mind ^nn++++=mind
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
say ^vb+vpub+tht0++=say
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
great ^nn++++=great
wish ^vb+vprv+++=wish
for ^in++++=for
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="God
god ^np++++=EXTRAWORD
have ^vb+hv+vrb++=have
mercy ^nn++++=mercy
on ^in++++=on
his ^pp$+pp3+++=his
soul ^nn++++=soul,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
aunt ^nn++++=aunt
piously ^rb++++=piously.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Cotter ^np+++??+=Cotter
looked ^vbd+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
beady ^jj+atrb+++=beady
black ^jj+atrb+++=black
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
examining ^vbg+++xvbgx+=examining
me ^pp1o+pp1+++=me
but ^cc++++=but
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
satisfy ^vb++++=satisfy
him ^pp3o+pp3+++=him
by ^in++++=by
looking ^xvbg+++xvbg+=looking
up ^rp++++=up
from ^in++++=from
my ^pp$+pp1+++=my
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
returned ^vbd+++xvbnx+=returned
to ^in++++=to
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
and ^cc++++=and
finally ^rb++++=finally
spat ^vbd+++xvbn+=spat
rudely ^rb++++=rudely
into ^in++++=into
the ^ati++++=the
grate ^nn++++=grate.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
children ^nns++++=children
of ^in++++=of
mine ^nn++++=mine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="to
to ^in++++=EXTRAWORD
have ^vbi++vrb++=have
too ^ql++++=too
much ^ap++++=much
to ^to++++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
a ^at++++=a
man ^nn++++=man
like ^in++++=like
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Cotter ^np++++=Cotter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua+tht0+xvbn+=asked
my ^pp$+pp1+++=my
aunt ^nn++++=aunt.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
old ^jj+atrb+++=old
Cotter ^np+++??+=Cotter,
, ^zz++++=EXTRAWORD
" ^zz++++="it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
bad ^jj++++=bad
for ^in++++=for
children ^nns++++=children.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
idea ^nn++++=idea
is ^vbz+bez+vrb++=is:
: ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
a ^at++++=a
young ^jj+atrb+++=young
lad ^nn++++=lad
run ^vbd+++xvbn+=run
about ^in++++=about
and ^cc++++=and
play ^nn++++=play
with ^in++++=with
young ^jj+atrb+++=young
lads ^nns++++=lads
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
age ^nn++++=age
and ^cc++++=and
not ^xnot++not++=not
be. ^nn+++??+=be...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Am ^vb+bem+vrb++=Am
I ^pp1a+pp1+++=I
right ^jj++++=right,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
principle ^nn++++=principle,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
uncle ^nn++++=uncle.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
him ^pp3o+pp3+++=him
learn ^vb+vprv+++=learn
to ^to+vcmp+++=to
box ^vb++++=box
his ^pp$+pp3+++=his
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
always ^rb++splt++=always
saying ^vbg+++xvbgx+=saying
to ^to+vcmp+++=to
that ^dt+dem+++=that
Rosicrucian ^np+++??+=Rosicrucian
there ^rn+pl+++=there:
: ^zz++++=EXTRAWORD
take ^vb++++=take
exercise ^nn++++=exercise.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
nipper ^jjr++++=nipper
every ^at++++=every
morning ^nn++++=morning
of ^in++++=of
my ^pp$+pp1+++=my
life ^nn++++=life
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
cold ^jj+atrb+++=cold
bath ^np++++=bath,
, ^zz++++=EXTRAWORD
winter ^nn++++=winter
and ^cc++++=and
summer ^nn++++=summer.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
that ^dt+pdem+++=that's
's ^vbz+bez+aux++0=EXTRAWORD
what ^wdt+who+++=what
stands ^vbz++++=stands
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Education ^nn+nom+++=Education
is ^vbz+bez+vrb++=is
all ^abn++++=all
very ^ql+amp+++=very
fine ^jj++++=fine
and ^cc++++=and
large.. ^nn+++??+=large....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Cotter ^np++++=Cotter
might ^md+pos+++=might
take ^vb++++=take
a ^at++++=a
pick ^nn++++=pick
of ^in++++=of
that ^dt+dem+++=that
leg ^nn++++=leg
mutton ^nn++++=mutton,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added
to ^in++++=to
my ^pp$+pp1+++=my
aunt ^nn++++=aunt.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
for ^in++++=for
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
old ^jj+atrb+++=old
Cotter ^np+++??+=Cotter.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
aunt ^npt++++=aunt
brought ^vbd+++xvbn+=brought
the ^ati++++=the
dish ^nn++++=dish
from ^in++++=from
the ^ati++++=the
safe ^jj++++=safe
and ^cc++++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
why ^wrb+who+++=why
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
good ^jj++++=good
for ^in++++=for
children ^nns++++=children,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Cotter ^np++++=Cotter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
bad ^jj++++=bad
for ^in++++=for
children ^nns++++=children,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
old ^jj+atrb+++=old
Cotter ^np+++??+=Cotter,
, ^zz++++=EXTRAWORD
" ^zz++++="because
because ^cs+cos+++=EXTRAWORD
their ^pp$+pp3+++=their
mind ^nn++++=mind
are ^vb+ber+vrb++=are
so ^ql+emph+++=so
impressionable ^jj++++=impressionable.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
children ^nns++++=children
see ^vb+vprv+++=see
things ^nns++++=things
like ^in++++=like
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has
an ^at++++=an
effect... ^nn+++??+=effect...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
crammed ^vbd+++xvbnx+=crammed
my ^pp$+pp1+++=my
mouth ^nn++++=mouth
with ^in++++=with
stirabout ^nn+++??+=stirabout
for ^in++++=for
fear ^nn++++=fear
I ^pp1a+pp1+++=I
might ^md+pos+++=might
give ^vb++++=give
utterance ^nn+nom+++=utterance
to ^in++++=to
my ^pp$+pp1+++=my
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
Tiresome ^jj++++=Tiresome
old ^jj++++=old
red ^jj++++=red-nosed
- ^zz++++=EXTRAWORD
nosed ^vbd+++xvbn+=EXTRAWORD
imbecile ^nn++++=imbecile!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
late ^jj+pred+++=late
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
fell ^vbd+++xvbnx+=fell
asleep ^jj++++=asleep.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
angry ^jj+pred+++=angry
with ^in++++=with
old ^jj+atrb+++=old
Cotter ^np+++??+=Cotter
for ^in++++=for
alluding ^xvbg+++xvbg+=alluding
to ^in++++=to
me ^pp1o+pp1+++=me
as ^in++++=as
a ^at++++=a
child ^nn++++=child,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
puzzled ^vbd+++xvbnx+=puzzled
my ^pp$+pp1+++=my
head ^nn++++=head
to ^to++++=to
extract ^vbi++++=extract
meaning ^nvbg+++xvbg+=meaning
from ^in++++=from
his ^pp$+pp3+++=his
unfinished ^jj+atrb+++=unfinished
sentences ^nns+nom+++=sentences.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
dark ^nn++++=dark
of ^in++++=of
my ^pp$+pp1+++=my
room ^nn++++=room
I ^pp1a+pp1+++=I
imagined ^vbd+vprv++xvbnx+=imagined
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
again ^rb+tm+++=again
the ^ati++++=the
heavy ^jj+atrb+++=heavy
grey ^np++++=grey
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
paralytic ^nn++++=paralytic.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
drew ^vbd+++xvbnx+=drew
the ^ati++++=the
blankets ^nns++++=blankets
over ^in++++=over
my ^pp$+pp1+++=my
head ^nn++++=head
and ^cc++++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
of ^in++++=of
Christmas ^np++++=Christmas.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
grey ^np++++=grey
face ^nn++++=face
still ^rb++++=still
followed ^vbd+vprv++xvbn+=followed
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
murmured ^vbd+++xvbn+=murmured,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
understood ^vbd+vprv++xvbnx+=understood
that ^tht+vcmp+++=that
it ^pp3+it+++=it
desired ^vbd+vsua++xvbn+=desired
to ^to+vcmp+++=to
confess ^nns+nom+++=confess
something ^pn++++=something.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
my ^pp$+pp1+++=my
soul ^nn++++=soul
receding ^vwbg+++xvbg+=receding
into ^in++++=into
some ^dti++++=some
