A ^at++++=A
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
guided ^vprf+++xvbnx+=guided
the ^ati++++=the
craft ^nn++++=craft
brought ^vbd+++xvbn+=brought
his ^pp$+pp3+++=his
chest ^nn++++=chest
out ^rp+pl+++=out
and ^cc++++=and
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it
across ^in+pl+++=across
the ^ati++++=the
beach ^nn++++=beach
and ^cc++++=and
to ^in++++=to
the ^ati++++=the
corrugated ^jj++++=corrugated-tin
- ^zz++++=EXTRAWORD
tin ^nn++++=EXTRAWORD
shack ^nn++++=shack
just ^rb+emph+++=just
at ^in++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
shack ^nn++++=shack
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
space ^nn++++=space-radar
- ^zz++++=EXTRAWORD
radar ^nn++++=EXTRAWORD
relay ^nn++++=relay
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
the ^ati++++=the
equipment ^nn+nom+++=equipment
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
held ^vprf+++xvbnx+=held
was ^vbd+bedz+aux++=was
long ^jj+pred+++=long
gone ^xvbn+++xvbn+=gone,
, ^zz++++=EXTRAWORD
the ^ati++++=the
antenna ^nn++++=antenna
mast ^nn++++=mast
taken ^vwbn+++xvbn+=taken
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
shack ^nn++++=shack
still ^rb++++=still
stood ^vbd+++xvbn+=stood.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
be ^vb+be+vrb++=be
his ^pp$+pp3+++=his
home ^nr++++=home
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while.
. ^zz++++=EXTRAWORD
A ^at++++=A
long ^rb++++=long
while ^cs+sub+++=while.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
men ^nns++++=men
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
lifeboat ^nn++++=lifeboat
preparatory ^vb++++=preparatory
to ^to+vcmp+++=to
leaving ^vbi++++=leaving.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
the ^ati++++=the
captain ^npt++++=captain
stood ^vbd+++xvbn+=stood
facing ^jj+++xvbg+=facing
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
captain ^nn++++=captain's
's ^$++++=EXTRAWORD
face ^nn++++=face
was ^vbd+bedz+vrb++=was
a ^at++++=a
rigid ^jj+atrb+++=rigid
mask ^nn++++=mask.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
with ^in++++=with
an ^at++++=an
effort ^nn++++=effort
that ^tht+rel+obj++=that
the ^ati++++=the
captain ^nn++++=captain's
's ^vbz+bez+aux++0=EXTRAWORD
right ^jj++++=right
arm ^vb++++=arm
remained ^vbd+++xvbn+=remained
at ^rb++++=at
his ^pp$+pp3+++=his
side ^nn++++=side,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
effort ^nn++++=effort
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
ordered ^vpsv++agls+xvbnx+=ordered.
. ^zz++++=EXTRAWORD
No ^at++++=No
salute ^nn++++=salute.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain's
's ^$++++=EXTRAWORD
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
rigid ^jj+pred+++=rigid
with ^in++++=with
unemotion ^nn+nom+++=unemotion.
. ^zz++++=EXTRAWORD
" ^zz++++="Number
number ^nn++++=EXTRAWORD
One ^pn++++=One
. ^zz++++=..."
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Silence!"
silence ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
less ^rbr++++=less
bitterly ^rb++++=bitterly.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vb++++=EXTRAWORD
further ^jjb++++=further
from ^in++++=from
the ^ati++++=the
boat ^nn++++=boat
before ^cs+sub+++=before
you ^pp2+pp2+++=you
again ^rb+tm+++=again
let ^vb+++xvbn+=let
your ^pp$+pp2+++=your
tongue ^nn++++=tongue
run ^vbd+++xvbn+=run
loose ^jj++++=loose.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
the ^ati++++=the
shack ^nn++++=shack.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
right ^jj+pred+++=right,
, ^zz++++=EXTRAWORD
Number ^nn++++=Number
. ^zz++++=..."
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
no ^at++++=no
longer ^rbr++++=longer
Number ^nn++++=Number
One ^pn++++=One.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
continue ^vb++++=continue
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
me ^pp1o+pp1+++=me
as ^ql++++=as
Mister ^npt++++=Mister
Smith ^np++++=Smith,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
cousin ^nn++++=cousin,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
you ^pp2+pp2+++=you
brought ^vbd+++xvbn+=brought
here ^rn+pl+++=here
for ^in++++=for
the ^ati++++=the
reasons ^nns++++=reasons
you ^pp2+pp2+++=you
explained ^vbd+vpub++xvbn+=explained
to ^in++++=to
the ^ati++++=the
under ^in++++=under-officers,
- ^zz++++=EXTRAWORD
officers ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
you ^pp2+pp2+++=you
surrender ^nn+nom+++=surrender
your ^pp$+pp2+++=your
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
of ^in++++=of
me ^pp1o+pp1+++=me
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
be ^vb+be+vrb++=be
less ^rbr++++=less
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
slip ^vbi++++=slip
in ^in++++=in
your ^pp$+pp2+++=your
speech ^nn++++=speech."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
further ^jjb++++=further
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
Mister ^npt++++=Mister
Smith ^np++++=Smith?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing.
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
ordered ^vpsv++agls+xvbnx+=ordered
to ^to+vcmp+++=to
surrender ^nn+nom+++=surrender
the ^ati++++=the
" ^zz++++="
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
no ^at++++=no
orders ^nn++++=orders.
. ^zz++++=EXTRAWORD
The ^ati++++=The
war ^nn++++=war
is ^vbz+bez+vrb++=is
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
lost ^j+++xvbn+=lost.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
suggest ^vb+vpub+++=suggest
thought ^nn+++xvbn+=thought
as ^in++++=as
to ^in"++++=to
what ^wdt+who+++=what
spaceport ^nn++++=spaceport
you ^pp2+pp2+++=you
put ^vbd+++xvbn+=put
into ^in+strn+++=into.
. ^zz++++=EXTRAWORD
In ^in++++=In
some ^dti++++=some
you ^pp2+pp2+++=you
may ^md+pos+++=may
receive ^vb++++=receive
humane ^jj+atrb+++=humane
treatment ^nn+nom+++=treatment.
. ^zz++++=EXTRAWORD
In ^in++++=In
others ^aps++++=others
" ^zz++++="
The ^ati++++=The
captain ^nn++++=captain
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
others ^aps++++=others,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
great ^jj+atrb+++=great
hatred ^nn++++=hatred.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
all ^abn++++=all?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
all ^abn++++=all.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
running ^nvbg+++xvbg+=running
of ^in++++=of
the ^ati++++=the
blockade ^nn++++=blockade,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
securing ^jj+++xvbg+=securing
of ^in++++=of
fuel ^nn++++=fuel
en ^&fw++++=en
route ^nn++++=route,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
constituted ^vprf+++xvbnx+=constituted
a ^at++++=a
deed ^nn++++=deed
of ^in++++=of
high ^jj+atrb+++=high
valor ^np++++=valor.
. ^zz++++=EXTRAWORD
All ^abn++++=All
I ^pp1a+pp1+++=I
can ^md+pos+++=can
give ^vb++++=give
you ^pp2+pp2+++=you
in ^in++++=in
reward ^nn++++=reward
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
thanks ^rb+dspt+++=thanks.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Goodbye ^nn++++=Goodbye."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
goodbye ^nn++++=goodbye,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
captain ^nn++++=captain
blurted ^vbd+++xvbn+=blurted
impulsively ^rb+cnj+++=impulsively,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
hasta ^nn+++??+=hasta
la ^&fw++++=la
vista ^np++++=vista,
, ^zz++++=EXTRAWORD
auf ^&fw++++=auf
Wiedersehen ^np+++??+=Wiedersehen,
, ^zz++++=EXTRAWORD
until ^in++++=until
the ^ati++++=the
day ^nn++++=day
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
permit ^vb++++=permit
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
to ^in++++=to
address ^nns+nom+++=address
you ^pp2+pp2+++=you
and ^cc++++=and
salute ^nn++++=salute?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
greatcoat ^nn+++??+=greatcoat
shrugged ^vbd+++xvbn+=shrugged.
. ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Click ^nn++++=Click
of ^in++++=of
heels ^nns++++=heels
and ^cc++++=and
a ^at++++=a
salute ^vb++++=salute
that ^dt+pdem+++=that
once ^rb+tm+++=once
greeted ^vbd+++xvbn+=greeted
the ^ati++++=the
Caesars ^nps++++=Caesars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
later ^rbr+tm+++=later
the ^ati++++=the
pseudo ^jjb++++=pseudo-Aryan
- ^zz++++=EXTRAWORD
aryan ^jj++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
20 ^cd++++=20
th ^zz++++=th
Century ^nn++++=Century,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
who ^whp+who+whq++=who
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
known ^vpsv++agls+xvbnx+=known
as ^ql++++=as
the ^ati++++=the
last ^ap++++=last
of ^in++++=of
the ^ati++++=the
dictators ^nns++++=dictators.
. ^zz++++=EXTRAWORD
" ^zz++++="Farewell,
farewell ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Number ^nn++++=Number
One ^pn++++=One!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Farewell,"
farewell ^nn++++=EXTRAWORD
