All ^abn++++=ALL
own ^ap++++=own.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
found ^vbd+vprv+tht0+xvbnx+=found
their ^pp$+pp3+++=their
own ^ap++++=own
pasture ^nn++++=pasture:
: ^zz++++=EXTRAWORD
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure,
, ^zz++++=EXTRAWORD
the ^ati++++=the
argent ^np++++=argent
and ^cc++++=and
sable ^jj++++=sable
of ^in++++=of
gown ^nn++++=gown
and ^cc++++=and
bands ^nns++++=bands,
, ^zz++++=EXTRAWORD
still ^rb++++=still
less ^rbr++++=less
the ^ati++++=the
gules ^nns+++??+=gules
of ^in++++=of
flushed ^jj+atrb++xvbn+=flushed
denunciatory ^nn++++=denunciatory
gills ^nns++++=gills.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+aux++=is
fair ^jj+pred+++=fair
pasture ^vb++++=pasture
in ^in++++=in
an ^at++++=an
old ^jj+atrb+++=old
church ^nn++++=church
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Norman ^jj+atrb+++=Norman
work ^nn++++=work
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken
down ^rp++++=down,
, ^zz++++=EXTRAWORD
men ^nns++++=men
loved ^vbd+++xvbn+=loved
and ^cc+phrs+++=and
built ^vbd+++xvbn+=built
again ^rb+tm+++=again
as ^in++++=as
from ^in"++++=from
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
with ^in++++=with
pillars ^nns++++=pillars
and ^cc++++=and
arches ^nns++++=arches,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
to ^in++++=to
their ^pp$+pp3+++=their
rude ^jj+atrb+++=rude
time ^nn++++=time,
, ^zz++++=EXTRAWORD
symbolized ^j+++xvbn+=symbolized
all ^abn++++=all
that ^dt+dem+++=that
the ^ati++++=the
heart ^nn++++=heart
desires ^vb++++=desires
to ^to+vcmp+++=to
materialize ^vbi++++=materialize,
, ^zz++++=EXTRAWORD
in ^in++++=in
symbolic ^jj+atrb+++=symbolic
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fretted ^jj+atrb++xvbn+=fretted
tombs ^nns++++=tombs
where ^wrb+who+++=where
the ^ati++++=the
effigies ^nns++++=effigies
of ^in++++=of
warrior ^nn++++=warrior
and ^cc++++=and
priest ^nn++++=priest
lay ^vbd+++xvbn+=lay
life ^nn++++=life-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
in ^in++++=in
dead ^jj+atrb+++=dead
marble ^nn++++=marble,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fretted ^jj+atrb++xvbn+=fretted
canopies ^nns+++??+=canopies
that ^tht+rel+++=that
brooded ^jj+++xvbn+=brooded
above ^rb++++=above
their ^pp$+pp3+++=their
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Tall ^jj+atrb+++=Tall
pillars ^nns++++=pillars
like ^in++++=like
the ^ati++++=the
trunks ^nns++++=trunks
of ^in++++=of
the ^ati++++=the
pine ^nn++++=pine
woods ^nns++++=woods
that ^tht+rel+subj++=that
smelt ^vbd+++xvbn+=smelt
so ^ql+emph+++=so
sweet ^jj++++=sweet,
, ^zz++++=EXTRAWORD
the ^ati++++=the
marvel ^nn++++=marvel
of ^in++++=of
the ^ati++++=the
timbered ^jj+atrb+++=timbered
roof ^nn++++=roof
turned ^vbd+++xvbn+=turned
upside ^nn++++=upside
down ^in++++=down
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
like ^in++++=like
a ^at++++=a
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
what ^wdt+who+whq++=what
could ^md+pos+++=could
be ^vb+be+vrb++=be
easier ^jjr+pred+++=easier
than ^in++++=than
to ^to++++=to
turn ^vbi++++=turn
it ^pp3+it+++=it
upside ^nn++++=upside
down ^in+strn+++=down?
? ^zz++++=EXTRAWORD
Imagination ^nn+nom+++=Imagination
shrank ^vbd+++xvbn+=shrank
bashfully ^rb++++=bashfully
from ^in++++=from
the ^ati++++=the
pulpit ^nn++++=pulpit
already ^rb++++=already
tightly ^rb++++=tightly
tenanted ^jj+++xvbn+=tenanted,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
triforium ^nn+++??+=triforium
was ^vbd+bedz+vrb++=was
plainly ^rb++++=plainly
and ^cc+phrs+++=and
beautifully ^rb++++=beautifully
empty ^jj++++=empty;
; ^zz++++=EXTRAWORD
there ^rn+pl+++=there
one ^cd1++++=one
could ^md+pos+++=could
walk ^vb++++=walk,
, ^zz++++=EXTRAWORD
squeezing ^vbg+++xvbg+=squeezing
happily ^rb++++=happily
through ^in++++=through
the ^ati++++=the
deep ^jj+atrb+++=deep
thin ^jj+atrb+++=thin
arches ^nns++++=arches
and ^cc++++=and
treading ^vbg+++xvbg+=treading
carefully ^rb++++=carefully
by ^in++++=by
the ^ati++++=the
unguarded ^jj+atrb+++=unguarded
narrow ^jj+atrb+++=narrow
ledge ^nn++++=ledge.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
if ^cs+cnd+++=if
one ^cd1++++=one
played ^vbd+++xvbn+=played
too ^ql++++=too
long ^rb++++=long
in ^in++++=in
the ^ati++++=the
roof ^nn++++=roof
aunts ^nns++++=aunts
nudged ^vbd+++xvbn+=nudged,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
urgent ^jj+atrb+++=urgent
whispers ^nns+nom+++=whispers
insisted ^vbd+vpub++xvbn+=insisted
that ^tht+vcmp+++=that
one ^cd1++++=one
must ^md+nec+++=must
not ^xnot++not++=not
look ^vb++++=look
about ^in++++=about
like ^in++++=like
that ^dt+dem+++=that
in ^in++++=in
church ^nn++++=church.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
this ^dt+dem+++=this
moment ^nn++++=moment
came ^vbd+++xvbn+=came
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
always ^rb++++=always
as ^in++++=as
a ^at++++=a
crisis ^nn++++=crisis
foreseen ^vwbn+++xvbn+=foreseen,
, ^zz++++=EXTRAWORD
half ^abn++++=half
dreaded ^jj+++xvbn+=dreaded,
, ^zz++++=EXTRAWORD
half ^abn++++=half
longed ^jj+++xvbn+=longed-for.
- ^zz++++=EXTRAWORD
for ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
the ^ati++++=the
child ^nn++++=child
kept ^vbd+++xvbn+=kept
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
lowered ^vbd+++xvbn+=lowered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
only ^rb+down+++=only
at ^rb++++=at
the ^ati++++=the
faded ^jj+atrb++xvbn+=faded
red ^jj+atrb+++=red
hassocks ^nns+++??+=hassocks
from ^in++++=from
which ^whp+rel+pied++=which
the ^ati++++=the
straw ^nn++++=straw
bulged ^vbd+++xvbn+=bulged,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^rb++++=in
brief ^rb"++++=brief,
, ^zz++++=EXTRAWORD
guarded ^jj+atrb++xvbn+=guarded,
, ^zz++++=EXTRAWORD
intimate ^jj+atrb+++=intimate
moments ^nns+nom+++=moments,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
other ^ap++++=other
child ^nn++++=child.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
child ^nn++++=child
was ^vbd+bedz+aux++=was
kneeling ^nvbg+++xvbg+=kneeling,
, ^zz++++=EXTRAWORD
always ^rb+cnj+++=always,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
the ^ati++++=the
congregation ^nn+nom+++=congregation
knelt ^vbd+++xvbn+=knelt
or ^cc+phrs+++=or
stood ^vbd+++xvbn+=stood
or ^cc+phrs+++=or
sat ^vbd+++xvbn+=sat.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
hands ^nns++++=hands
were ^vbd+bed+aux++=were
clasped ^vpsv++agls+xvbnx+=clasped.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
face ^nn++++=face
was ^vbd+bedz+aux++=was
raised ^vpsv++agls+xvbnx+=raised,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
its ^pp$+it+++=its
back ^rp++++=back
bowed ^vwbn+++xvbn+=bowed
under ^in++++=under
a ^at++++=a
weight ^nn++++=weight
the ^ati++++=the
weight ^nn++++=weight
of ^in++++=of
the ^ati++++=the
font ^jj+++xvbn+=font,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
other ^ap++++=other
child ^nn++++=child
was ^vbd+bedz+vrb++=was
of ^in++++=of
marble ^nn++++=marble
and ^cc++++=and
knelt ^vbd+++xvbn+=knelt
always ^rb++++=always
in ^in++++=in
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
Sundays ^nrs++++=Sundays
and ^cc++++=and
week ^nn++++=week-days.
- ^zz++++=EXTRAWORD
days ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
once ^rb+tm+++=once
three ^cd++++=three
marble ^nn++++=marble
figures ^nns++++=figures
holding ^vwbg+vprv++xvbg+=holding
up ^rp++++=up
the ^ati++++=the
shallow ^jj+atrb+++=shallow
basin ^nn++++=basin,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
two ^cd++++=two
had ^vb+hv+vrb++=had
crumbled ^jj++++=crumbled
or ^cc+phrs+++=or
been ^jj+jj+aux+xvbn+=been
broken ^vpsv++agls+xvbnx+=broken
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
that ^tht+vcmp+++=that
the ^ati++++=the
whole ^jj+atrb+++=whole
weight ^nn++++=weight
of ^in++++=of
the ^ati++++=the
superimposed ^jj+atrb++xvbn+=superimposed
marble ^nn++++=marble
rested ^vbd+++xvbn+=rested
on ^in++++=on
those ^dt+dem+++=those
slender ^jj+atrb+++=slender
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
marble ^nn++++=marble
was ^vbd+bedz+vrb++=was
sorry ^uh++++=sorry
for ^in++++=for
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
be ^vb+be+vrb++=be
very ^ql+amp+++=very
tired ^jj+++xvbn+=tired.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
marble ^nn++++=marble,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Ernest ^np++++=Ernest,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
child ^nn++++=child
of ^in++++=of
weary ^jj+atrb+++=weary
eyes ^nns++++=eyes
and ^cc++++=and
bored ^jj+atrb++xvbn+=bored
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
pitied ^j+++xvbn+=pitied
the ^ati++++=the
marble ^nn++++=marble
boy ^nn++++=boy
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
envied ^vbd+++xvbnx+=envied
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
really ^rb+emph+++=really
feel ^vb+vprv+++=feel,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
stone ^nn++++=stone,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
mean ^vb+vprv+++=mean
by ^in++++=by
the ^ati++++=the
stony ^jj++++=stony-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
tyrant ^nn++++=tyrant.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=does
feel ^vb+vprv+++=feel
How ^wrb+who+whcl++=How
jolly ^rb++++=jolly
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
could ^md+pos+++=could
come ^vb++++=come
out ^rp+pl+++=out
and ^cc++++=and
sit ^vb++++=sit
in ^in++++=in
my ^pp$+pp1+++=my
pew ^nn+++??+=pew,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
could ^md+pos+++=could
creep ^vb++++=creep
under ^in++++=under
the ^ati++++=the
font ^nn++++=font
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
would ^md+prd+++=would
move ^vb++++=move
a ^rb++++=a
little ^rb"++++=little
there ^ex+pex+++=there
would ^md+prd+++=would
be ^vb+be+vrb++=be
just ^rb+emph+++=just
room ^nn++++=room
for ^in++++=for
me ^pp1o+pp1+++=me.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
time ^nn++++=time
that ^tht+rel+obj++=that
Ernest ^np++++=Ernest
ever ^rb++++=ever
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
marble ^nn++++=marble
child ^nn++++=child
move ^nn++++=move
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
hottest ^jjt+atrb+++=hottest
Sunday ^nr++++=Sunday
in ^in++++=in
the ^ati++++=the
year ^nn++++=year.
. ^zz++++=EXTRAWORD
The ^ati++++=The
walk ^nn++++=walk
across ^rp+pl+++=across
the ^ati++++=the
fields ^nns++++=fields
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
breathless ^jj+atrb+++=breathless
penance ^nn+nom+++=penance,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ground ^nn++++=ground
burned ^vbd+++xvbn+=burned
the ^ati++++=the
soles ^nns++++=soles
of ^in++++=of
Ernest ^np++++=Ernest's
's ^$++++=EXTRAWORD
feet ^nns++++=feet
as ^in++++=as
red ^jj++++=red-hot
- ^zz++++=EXTRAWORD
hot ^jj+atrb+++=EXTRAWORD
ploughshares ^nns+++??+=ploughshares
the ^ati++++=the
feet ^nns++++=feet
of ^in++++=of
the ^ati++++=the
saints ^nns++++=saints.
. ^zz++++=EXTRAWORD
The ^ati++++=The
corn ^nn++++=corn
was ^vbd+bedz+aux++=was
cut ^vpsv++agls+xvbnx+=cut,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stood ^vpsv++agls+xvbn+=stood
in ^in++++=in
stiff ^jj+atrb+++=stiff
yellow ^jj+atrb+++=yellow
stooks ^nns+++??+=stooks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
shadows ^nps++++=shadows
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
black ^np++++=black.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sky ^nn++++=sky
was ^vbd+bedz+vrb++=was
light ^jj+pred+++=light,
, ^zz++++=EXTRAWORD
except ^in++++=except
in ^in++++=in
the ^ati++++=the
west ^np+pl+++=west
beyond ^in++++=beyond
the ^ati++++=the
pine ^nn++++=pine
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
blue ^jj++++=blue-black
- ^zz++++=EXTRAWORD
black ^jj+atrb+++=EXTRAWORD
clouds ^nns++++=clouds
were ^vbd+bed+aux++=were
piled ^vpsv++agls+xvbnx+=piled.
. ^zz++++=EXTRAWORD
' ^zz++++='Like
like ^in++++=EXTRAWORD
witches ^nns++++=witches'
' ^zz++++=EXTRAWORD
feather ^nn++++=feather-beds,'
- ^zz++++=EXTRAWORD
beds ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Aunt ^nn++++=Aunt
Harriet ^np++++=Harriet,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
out ^rp+pl+++=out
the ^ati++++=the
folds ^nns++++=folds
of ^in++++=of
her ^pp$+pp3+++=her
lace ^nn++++=lace
shawl ^nn++++=shawl.
. ^zz++++=EXTRAWORD
' ^zz++++='Not
not ^xnot++not++=EXTRAWORD
before ^in++++=before
the ^ati++++=the
child ^nn++++=child,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
Aunt ^nn++++=Aunt
Emmeline ^np+++??+=Emmeline.
. ^zz++++=EXTRAWORD
Ernest ^np++++=Ernest
heard ^vbd+vprv++xvbn+=heard
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
always ^rb++++=always
like ^in++++=like
that ^dt+pdem+++=that:
: ^zz++++=EXTRAWORD
as ^ql++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
any ^dti++++=any
one ^cd1++++=one
spoke ^vbd+++xvbn+=spoke
about ^in++++=about
anything ^pn++++=anything
interesting ^jj++++=interesting,
, ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Emmeline ^np+++??+=Emmeline
intervened ^vbd+++xvbn+=intervened.
. ^zz++++=EXTRAWORD
Ernest ^np++++=Ernest
walked ^vbd+++xvbn+=walked
along ^in++++=along
very ^ql+amp+++=very
melancholy ^jj++++=melancholy
in ^in++++=in
his ^pp$+pp3+++=his
starched ^vbd+++xvbn+=starched
frill ^nn++++=frill.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dust ^nn++++=dust
had ^vb+hv+vrb++=had
whitened ^jj++++=whitened
his ^pp$+pp3+++=his
strapped ^vbd+++xvbn+=strapped
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
wrinkle ^nn++++=wrinkle
in ^in++++=in
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
white ^jj+atrb+++=white
socks ^nns++++=socks.
. ^zz++++=EXTRAWORD
' ^zz++++='Pull
pull ^vb++++=EXTRAWORD
it ^pp3+it+++=it
up ^rp++++=up,
, ^zz++++=EXTRAWORD
child ^nn++++=child,
, ^zz++++=EXTRAWORD
pull ^vb++++=pull
it ^pp3+it+++=it
up ^rp++++=up,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Aunt ^nn++++=Aunt
Jessie ^np++++=Jessie;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shielded ^vpsv++agls+xvbn+=shielded
from ^in++++=from
the ^ati++++=the
world ^nn++++=world
by ^in++++=by
the ^ati++++=the
vast ^jj+atrb+++=vast
silk ^nn++++=silk-veiled
- ^zz++++=EXTRAWORD
veiled ^vbd+++xvbn+=EXTRAWORD
crinolines ^nns+++??+=crinolines
of ^in++++=of
three ^cd++++=three
full ^jj++++=full-sized
- ^zz++++=EXTRAWORD
sized ^jj+atrb+++=EXTRAWORD
aunts ^nns++++=aunts,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pulled ^vbd+++xvbnx+=pulled
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
church ^nn++++=church,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
in ^in++++=in
all ^abn++++=all
walks ^nns++++=walks
abroad ^rb+cnj+++=abroad,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
hand ^nn++++=hand
of ^in++++=of
an ^at++++=an
aunt ^nn++++=aunt;
; ^zz++++=EXTRAWORD
the ^ati++++=the
circumferent ^nn++++=circumferent
crinolines ^vbz+++??+=crinolines
made ^vbd+++xvbn+=made
the ^ati++++=the
holding ^jj+++xvbg+=holding
an ^at++++=an
arm ^vb++++=arm's-length
's-length ^nn+++??+=EXTRAWORD
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
tiring ^nvbg+++xvbg+=tiring.
. ^zz++++=EXTRAWORD
Ernest ^np++++=Ernest
was ^vbd+bedz+vrb++=was
always ^rb++++=always
glad ^jj+pred+++=glad
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
porch ^nn++++=porch,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hand ^nn++++=hand
was ^vbd+bedz+aux++=was
dropped ^vpsv++agls+xvbnx+=dropped.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
as ^in++++=as
the ^ati++++=the
porch ^nn++++=porch
