All ^abn++++=All
him ^pp3o+pp3+++=him
otherwise ^rb+cnj+++=otherwise.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
heartrending ^jj+pred+++=heartrending
to ^to++++=to
see ^vbi+vprv+++=see
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
cheerfully ^rb++++=cheerfully
about ^rb+cnj+++=about,
, ^zz++++=EXTRAWORD
even ^rb++++=even
whistling ^jj++++=whistling
or ^cc+phrs+++=or
humming ^jj+++xvbg+=humming
as ^ql++++=as
he ^pp3a+pp3+++=he
goes ^vbz++++=goes,
, ^zz++++=EXTRAWORD
all ^abn++++=all
unconscious ^jj++++=unconscious
of ^in++++=of
his ^pp$+pp3+++=his
terrible ^jj+atrb+++=terrible
plight ^nn++++=plight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
utmost ^jjb++++=utmost
he ^pp3a+pp3+++=he
can ^md+pos+++=can
receive ^vb++++=receive
from ^in++++=from
the ^ati++++=the
world ^nn++++=world
is ^vbz+bez+vrb++=is
an ^at++++=an
attitude ^nn++++=attitude
of ^in++++=of
good ^jj++++=good-humored
- ^zz++++=EXTRAWORD
humored ^jj+atrb++xvbn+=EXTRAWORD
patience ^nn+nom+++=patience,
, ^zz++++=EXTRAWORD
a ^at++++=a
perfunctory ^jj+atrb+++=perfunctory
word ^nn++++=word
of ^in++++=of
approbation ^nn+nom+++=approbation,
, ^zz++++=EXTRAWORD
a ^at++++=a
praising ^jj+++xvbg+=praising
with ^in++++=with
faint ^nn++++=faint
damns ^vbz++++=damns,
, ^zz++++=EXTRAWORD
so ^ql++++=so
to ^to++++=to
speak ^vbi++++=speak--yet
-- ^--+clp+++=EXTRAWORD
yet ^rb++++=EXTRAWORD
he ^pp3a+pp3+++=he
firmly ^rb++++=firmly
believes ^vbz+vprv+++=believes
that ^tht+vcmp+++=that
everything ^pn++++=everything
is ^vbz+bez+vrb++=is
all ^abn++++=all
right ^jj++++=right
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
accounting ^jj+++xvbg+=accounting
for ^in++++=for
Good ^jj+atrb+++=Good
Souls ^nns++++=Souls.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
spring ^vb++++=spring
up ^rp++++=up
anywhere ^rb++++=anywhere.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
will ^md+prd+++=will
suddenly ^rb++splt++=suddenly
appear ^vb+seem+++=appear
in ^in++++=in
families ^nns++++=families
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
for ^in++++=for
generations ^nns+nom+++=generations
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
no ^at++++=no
slightest ^jjt++++=slightest
sigma ^jj+++??+=sigma
attached ^jj+++xvbn+=attached
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Possibly ^rb++++=Possibly
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
throw ^vb++++=throw-backs.
- ^zz++++=EXTRAWORD
backs ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
scarcely ^rb+down+++=scarcely
a ^at++++=a
family ^nn++++=family
without ^in++++=without
at ^rb++++=at
least ^rb"++++=least
one ^cd1++++=one
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul
somewhere ^rb++++=somewhere
in ^in++++=in
it ^pp3+it+++=it
at ^in++++=at
the ^ati++++=the
present ^jj+atrb+++=present
moment ^nn++++=moment--maybe
-- ^--+clp+++=EXTRAWORD
maybe ^rb+hdg+++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
an ^at++++=an
elderly ^jj+atrb+++=elderly
aunt ^nn++++=aunt,
, ^zz++++=EXTRAWORD
an ^at++++=an
unmarried ^jj+atrb+++=unmarried
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
an ^at++++=an
unsuccessful ^jj+atrb+++=unsuccessful
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
an ^at++++=an
indigent ^jj+atrb+++=indigent
cousin ^nn++++=cousin.
. ^zz++++=EXTRAWORD
No ^at++++=No
household ^nn++++=household
is ^vbz+bez+vrb++=is
complete ^jj+pred+++=complete
without ^in++++=without
one ^pn++++=one.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Good ^jj+atrb+++=Good
soul ^nn++++=soul
begins ^vbz++++=begins
early ^jj++++=early;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
show ^vb+vprv+++=show
signs ^nns++++=signs
of ^in++++=of
his ^pp$+pp3+++=his
condition ^nn+nom+++=condition
in ^in++++=in
extreme ^jj+atrb+++=extreme
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
now ^rn+tm+++=now
to ^in++++=to
the ^ati++++=the
nearest ^jjt+atrb+++=nearest
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
look ^vb++++=look
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
little ^jj+atrb+++=little
children ^nns++++=children
playing ^vwbg+++xvbg+=playing
so ^ql++++=so
happily ^rb++++=happily
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
group ^nn++++=group
of ^in++++=of
youngsters ^nns+nom+++=youngsters
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
may ^md+pos+++=may
happen ^vb+++??+=happen
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
will ^md+prd+++=will
do ^vb+do+vrb++=do
perfectly ^rb+amp+++=perfectly.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
observe ^vb+vprv+++=observe
the ^ati++++=the
child ^nn++++=child
whom ^whp+rel+obj++=whom
all ^abn++++=all
other ^ap++++=other
little ^ap++++=little
dears ^nns+++??+=dears
make ^vb++++=make
" ^zz++++="it"
it ^pp3+it+++=EXTRAWORD
" ^zz++++=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
merry ^jj+atrb+++=merry
games ^nns++++=games?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
follow ^vb+vprv+++=follow
the ^ati++++=the
child ^nn++++=child
from ^in++++=from
whom ^whp+rel+pied++=whom
the ^ati++++=the
other ^ap++++=other
little ^jj+atrb+++=little
ones ^cd1s++++=ones
snatch ^nn++++=snatch
the ^ati++++=the
cherished ^jj+atrb++xvbn+=cherished
candy ^nn++++=candy,
, ^zz++++=EXTRAWORD
to ^to++++=to
consume ^vbi++++=consume
it ^pp3+it+++=it
before ^in++++=before
his ^pp$+pp3+++=his
streaming ^nvbg+++xvbg+=streaming
eyes ^nns++++=eyes?
? ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
you ^pp2+pp2+++=you
get ^vb++++=get
a ^at++++=a
good ^nn++++=good
look ^vb++++=look
at ^rb++++=at
the ^ati++++=the
child ^nn++++=child
whose ^whp+rel+obj++=whose
precious ^jj+atrb+++=precious
toys ^nns++++=toys
are ^vb+ber+aux++=are
borrowed ^vpsv++agls+xvbnx+=borrowed
for ^in++++=for
indefinite ^jj+atrb+++=indefinite
periods ^nns++++=periods
by ^in++++=by
the ^ati++++=the
other ^ap++++=other
playful ^jj+atrb+++=playful
youngsters ^nns+nom+++=youngsters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vpsv++agls+xvbn+=returned
to ^in++++=to
him ^pp3o+pp3+++=him
in ^in++++=in
fragments ^nns+nom+++=fragments?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
the ^ati++++=the
child ^nn++++=child
upon ^in++++=upon
whom ^whp+rel+pied++=whom
all ^abn++++=all
the ^ati++++=the
other ^ap++++=other
kiddies ^nns+++??+=kiddies
play ^nn++++=play
their ^pp$+pp3+++=their
complete ^jj+atrb+++=complete
repertory ^nn++++=repertory
of ^in++++=of
childhood ^nn+nom+++=childhood's
's ^$++++=EXTRAWORD
winsome ^nn+++??+=winsome
pranks ^nns+++??+=pranks--throwing
-- ^--+clp+++=EXTRAWORD
throwing ^vbg+++xvbg+=EXTRAWORD
bags ^nns++++=bags
of ^in++++=of
water ^nn++++=water
on ^in++++=on
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
running ^jj+++xvbg+=running
away ^rp+pl+++=away
and ^cc++++=and
hiding ^nvbg+++xvbg+=hiding
from ^in++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
shouting ^vbg+vpub++xvbg+=shouting
his ^pp$+pp3+++=his
name ^nn++++=name
in ^in++++=in
quaint ^jj+atrb+++=quaint
rhymes ^nns++++=rhymes,
, ^zz++++=EXTRAWORD
chalking ^jj+atrb++xvbg+=chalking
coarse ^jj+atrb+++=coarse
legends ^nns++++=legends
on ^in++++=on
his ^pp$+pp3+++=his
unsuspecting ^jj++++=unsuspecting
back ^jjb++++=back?
? ^zz++++=EXTRAWORD
Mark ^vb++++=Mark
that ^dt+dem+++=that
child ^nn++++=child
well ^rb++++=well.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+aux++=is
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
a ^at++++=a
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
grows ^vbz++++=grows
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
does ^vbz+doz+vrb++=does
the ^ati++++=the
doomed ^jj+atrb++xvbn+=doomed
child ^nn++++=child
go ^vb++++=go
through ^in++++=through
early ^jj+atrb+++=early
youth ^nn++++=youth
and ^cc++++=and
adolescence ^nn+nom+++=adolescence.
. ^zz++++=EXTRAWORD
So ^ql++++=So
does ^vbz+doz+vrb++=does
he ^pp3a+pp3+++=he
progress ^nns+nom+++=progress
towards ^in++++=towards
the ^ati++++=the
fulfillment ^nn+nom+++=fulfillment
of ^in++++=of
his ^pp$+pp3+++=his
destiny ^nn++++=destiny.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
some ^dti++++=some
day ^nn++++=day,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
under ^in++++=under
discussion ^nn++++=discussion,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
will ^md+prd+++=will
say ^vb+vpub+++=say
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
means ^vbz+vprv+++=means
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
settles ^vbz++++=settles
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
For ^in++++=For
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
the ^ati++++=the
end ^nn++++=end.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
words ^nns++++=words
have ^vb+hv+vrb++=have
branded ^jj++++=branded
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
indelible ^jj+atrb+++=indelible
mark ^nn++++=mark
of ^in++++=of
his ^pp$+pp3+++=his
pariahdom ^nn+nom+++=pariahdom.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
majority ^nn+nom+++=majority;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
a ^at++++=a
full ^jj++++=full-fledged
- ^zz++++=EXTRAWORD
fledged ^jj+atrb++xvbn+=EXTRAWORD
Good ^jj+atrb+++=Good
Soul ^nn++++=Soul.
. ^zz++++=EXTRAWORD
The ^ati++++=The
activities ^nns+nom+++=activities
of ^in++++=of
the ^ati++++=the
adult ^nn++++=adult
of ^in++++=of
the ^ati++++=the
species ^nn++++=species
are ^vb+ber+vrb++=are
familiar ^jj+pred+++=familiar
to ^in++++=to
us ^pp1o+pp1+++=us
all ^rb++++=all.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
ill ^jj+pred+++=ill,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
that ^dt+dem+++=that
hastens ^nn++++=hastens
to ^in++++=to
your ^pp$+pp2+++=your
beside ^in+pl+++=beside
bearing ^xvbg+++xvbg+=bearing
molds ^nns+++??+=molds
of ^in++++=of
blanc ^np++++=blanc-mange,
- ^zz++++=EXTRAWORD
mange ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
from ^in++++=from
infancy ^nn++++=infancy,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
hated ^vprf+++xvbnx+=hated
with ^in++++=with
unspeakable ^jj+atrb+++=unspeakable
loathing ^nn++++=loathing?
? ^zz++++=EXTRAWORD
As ^ql++++=As
usual ^jj++++=usual,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
way ^nn++++=way
ahead ^rb+pl+++=ahead
of ^in++++=of
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
gentle ^jj+atrb+++=gentle
reader ^nn++++=reader--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
indeed ^rb++++=indeed
the ^ati++++=the
good ^jj+atrb+++=good
Soul ^nn++++=Soul.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
Good ^jj+atrb+++=Good
Souls ^nns++++=Souls
who ^whp+rel+subj++=who
efficiently ^rb++++=efficiently
smooth ^vb++++=smooth
out ^rp+pl+++=out
your ^pp$+pp2+++=your
pillow ^nn++++=pillow
when ^wrb+who+++=when
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
worked ^vprf+++xvbnx+=worked
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
comfortable ^jj+atrb+++=comfortable
shape ^nn++++=shape,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
creak ^vb++++=creak
about ^in++++=about
the ^ati++++=the
room ^nn++++=room
on ^in++++=on
noisy ^jj+atrb+++=noisy
tiptoe ^nn+++??+=tiptoe,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
tenderly ^rb++++=tenderly
lay ^jjb+++xvbn+=lay
on ^in++++=on
your ^pp$+pp2+++=your
fevered ^jj+atrb++xvbn+=fevered
brow ^nn++++=brow
damp ^nn++++=damp
cloths ^nns++++=cloths
which ^whp+rel+obj++=which
drip ^nn++++=drip
ceaselessly ^rb++++=ceaselessly
down ^in++++=down
your ^pp$+pp2+++=your
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
they ^pp3a+pp3+++=they
who ^whp+who+++=who
ask ^vb++++=ask,
, ^zz++++=EXTRAWORD
every ^at++++=every
other ^ap++++=other
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
there ^ex+pex+++=there
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
something ^pn++++=something
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
can ^md+pos+++=can
do ^vb+do+vrb++=do
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
they ^pp3a+pp3+++=they
who ^whp+who+++=who,
, ^zz++++=EXTRAWORD
at ^rb++++=at
great ^jj+atrb+++=great
personal ^jj+atrb+++=personal
sacrifice ^nn++++=sacrifice,
, ^zz++++=EXTRAWORD
spend ^vb++++=spend
long ^jj+atrb+++=long
hours ^nns++++=hours
sitting ^vwbg+++xvbg+=sitting
beside ^in+pl+++=beside
your ^pp$+pp2+++=your
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
reading ^vbg+++xvbg+=reading
aloud ^rb++++=aloud
the ^ati++++=the
continued ^jj+atrb++xvbn+=continued
stories ^nns++++=stories
in ^in++++=in
the ^ati++++=the
Woman ^np++++=Woman's
's ^$++++=EXTRAWORD
Home ^nr++++=Home
Companion ^nn++++=Companion,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
chatting ^vbg+++xvbg+=chatting
cozily ^jj++++=cozily
on ^in++++=on
the ^ati++++=the
increase ^nn++++=increase
in ^in++++=in
the ^ati++++=the
city ^npl++++=city's
's ^$++++=EXTRAWORD
death ^nn++++=death
rate ^nn++++=rate.
. ^zz++++=EXTRAWORD
In ^in++++=In
health ^nn++++=health,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
illness ^nns+nom+++=illness,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
always ^rb++++=always
right ^jj+pred+++=right
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
ready ^jj++++=ready
to ^to+jcmp+++=to
befriend ^vbi++++=befriend
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
No ^at++++=No
sooner ^rbr++++=sooner
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
sit ^vb++++=sit
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
than ^in++++=than
they ^pp3a+pp3+++=they
exclaim ^vb++++=exclaim
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
can ^md+pos+++=can
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
comfortable ^jj++++=comfortable
in ^cs+sub+++=in
that ^cs"++++=that
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
insist ^vb+vpub+++=insist
on ^in++++=on
your ^pp$+pp2+++=your
changing ^jj+atrb++xvbg+=changing
places ^nns++++=places
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
Good ^jj+atrb+++=Good
Souls ^nns++++=Souls
who ^whp+rel+subj++=who
just ^rb+emph+++=just
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
your ^pp$+pp2+++=your
tea ^nn++++=tea
that ^tht+rel+++=that
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
bear ^vb+vprv+++=bear
it ^pp3+it+++=it
masterfully ^rb++++=masterfully
away ^in+pl+++=away
from ^in"++++=from
you ^pp2+pp2+++=you
to ^to++++=to
alter ^vbi++++=alter
it ^pp3+it+++=it
with ^in++++=with
cream ^nn++++=cream
and ^cc++++=and
sugar ^nn++++=sugar
until ^cs+sub+++=until
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
complete ^jj++++=complete
stranger ^jjr++++=stranger
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
they ^pp3a+pp3+++=they
who ^whp+who+++=who
always ^rb++++=always
feel ^vb+vprv+++=feel
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
grapefruit ^nn++++=grapefruit
is ^vbz+bez+vrb++=is
better ^jjr+pred+++=better
than ^in++++=than
yours ^pp$$++++=yours
and ^cc++++=and
who ^whp+rel+subj++=who
have ^md"++pmd"++=have
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
restrained ^vbd+++xvbn+=restrained
almost ^rb+hdg+++=almost
forcibly ^rb++++=forcibly
from ^in++++=from
exchanging ^nn++++=exchanging
with ^in++++=with
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
restaurant ^nn+nom+++=restaurant
the ^ati++++=the
waiter ^nn++++=waiter
invariably ^rb++++=invariably
makes ^vbz++++=makes
a ^at++++=a
mistake ^nn++++=mistake
and ^cc++++=and
brings ^vbz++++=brings
them ^pp3o+pp3+++=them
something ^pn++++=something
which ^whp+who+++=which
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
order ^nn++++=order--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
refuse ^vb++++=refuse
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
changed ^vprf+++xvbnx+=changed,
, ^zz++++=EXTRAWORD
choking ^jj+++xvbg+=choking
it ^pp3+it+++=it
down ^rp++++=down
with ^in++++=with
a ^at++++=a
wistful ^jj+atrb+++=wistful
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
they ^pp3a+pp3+++=they
who ^whp+who+++=who
cause ^vb++++=cause
traffic ^nn++++=traffic
blocks ^nns++++=blocks,
, ^zz++++=EXTRAWORD
by ^in++++=by
standing ^xvbg+++xvbg+=standing
in ^in++++=in
subway ^nn++++=subway
entrances ^nns+nom+++=entrances
arguing ^vwbg+vpub++xvbg+=arguing
altruistically ^rb++++=altruistically
as ^in++++=as
